LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA26980,1028,4799,3606,27542,440,37423,6,3,3,58,0,71,34414,312,598,447,250,36023,434,65,42,125,11,682,1055,362,208,590,11,2225,7953,4363,2896,27263,525,43000,1131,26,109,24,6,1292,396,84,58,265,4,803,1446,463,280,2567,58,4820,3816,486,251,1446,57,6054,474,61,41,114,5,694,6104,122,92,56,41,6425,1897,1230,740,11722,144,15727,3533,770,364,2625,64,7364,1301,13,32,10,4,1357,199,49,21,50,8,327,230,29,12,62,0,337,329,105,46,224,5,716,110,36,23,15,6,190,518,259,158,80,8,1027,795,105,85,250,15,1252,405,41,38,55,4,542,2002,1137,858,8679,136,12811,289,28,17,33,3,367,489,84,60,25,3,667,399,49,24,66,0,540,2012,109,63,68,15,2267,166,19,7,14,0,202,2282,46,84,25,12,2447,264,93,66,399,4,837,11935,1145,1021,1372,123,15601,536,60,35,435,5835,6898,78759,9618,6922,59381,7403,162078
LGA27070,3076,4349,2762,28702,558,39445,5,10,6,298,9,325,8139,89,170,190,78,8667,1190,171,85,266,17,1732,586,151,110,405,14,1271,7098,3151,2356,23644,635,36875,2812,49,179,40,39,3127,336,33,45,218,3,632,947,328,185,2095,39,3595,7355,1068,633,2502,182,11742,228,44,25,69,8,377,12819,131,98,63,76,13186,1370,791,531,8246,170,11105,13804,2802,1330,7753,375,26063,251,9,8,3,3,279,3354,674,214,468,64,4766,9571,1045,622,1625,143,13002,2019,486,260,1118,48,3936,463,66,36,36,10,617,457,175,115,76,12,836,541,113,71,211,6,949,224,21,33,34,3,321,1318,680,598,5866,110,8573,843,89,52,72,14,1067,243,60,16,21,3,344,748,75,44,157,8,1033,2708,80,33,45,15,2882,1708,208,93,141,27,2180,4456,60,91,32,65,4704,150,53,29,218,3,453,27354,1400,996,1431,360,31531,1543,102,96,649,8356,10741,105773,11848,7513,61472,10888,197491
LGA27170,152,1183,855,14093,290,16572,0,6,0,95,0,103,175,10,27,77,0,286,179,14,18,47,4,252,288,126,71,261,10,757,1293,1063,741,12347,237,15675,207,7,49,7,7,281,50,8,6,105,0,172,515,180,137,1919,25,2773,44,10,6,70,5,142,67,12,4,25,0,112,331,12,3,8,5,364,262,256,146,4357,67,5088,246,125,56,676,19,1119,26,0,0,0,0,26,28,0,0,23,0,52,12,6,0,7,0,28,41,15,11,70,0,135,57,17,20,10,0,103,67,50,39,38,0,195,148,22,16,84,7,277,27,8,5,20,0,63,354,276,201,3264,48,4147,65,18,10,21,4,116,55,12,7,3,0,68,42,6,8,46,0,108,63,3,0,4,0,71,0,0,0,0,0,0,21,0,8,0,0,32,73,14,11,88,0,182,1338,206,151,406,12,2119,74,8,15,368,2193,2658,5226,2158,1519,27680,2773,39351
LGA27260,3427,5519,4173,30436,581,44139,12,7,5,164,0,189,12951,104,270,218,80,13634,1003,190,83,273,22,1575,924,287,194,495,11,1910,13038,4279,3396,24865,695,46274,6967,122,424,59,58,7632,452,52,43,231,12,790,1663,474,351,2518,78,5087,1680,427,226,958,24,3310,378,65,28,103,6,585,26918,203,114,63,140,27431,2586,1031,728,8869,141,13358,4965,1392,639,3899,127,11026,904,4,21,3,0,936,1607,475,204,196,23,2505,1219,172,107,309,19,1831,2967,739,393,1641,46,5782,2857,197,132,35,54,3272,1418,239,229,91,33,2008,1208,165,139,375,11,1899,518,25,32,50,4,637,3065,1109,871,6558,144,11749,1006,127,58,87,6,1275,769,56,49,27,4,904,1263,68,60,97,14,1500,2085,55,35,42,14,2229,423,55,31,44,7,558,2166,62,88,48,34,2403,321,80,64,247,7,715,39075,1561,1300,1359,408,43706,1758,87,89,638,11352,13923,123441,11601,8589,59871,13618,217122
LGA27350,613,2947,2264,14030,244,20098,5,3,3,71,0,76,4820,130,184,222,66,5431,344,70,39,98,5,552,511,262,159,382,9,1324,6230,2960,2188,15790,307,27476,379,17,87,18,6,512,544,83,65,260,12,959,964,381,252,1811,40,3445,2248,274,141,632,26,3314,170,67,48,81,4,366,989,78,47,37,0,1156,2204,1105,713,8923,135,13075,2311,662,318,1821,48,5164,205,0,11,16,5,231,158,27,23,86,0,291,215,31,21,55,3,324,200,72,64,133,4,467,220,18,15,16,3,274,748,120,106,48,8,1023,466,113,106,273,3,963,220,38,26,79,3,367,1896,800,650,5885,79,9307,205,19,16,24,3,261,231,23,21,15,3,292,422,33,29,53,7,551,271,61,38,33,3,409,266,32,7,22,3,329,3172,16,62,21,62,3340,228,76,48,336,4,693,7359,840,710,1108,153,10167,348,34,30,241,7458,8108,32312,6545,4843,34556,8403,86657
LGA27450,776,6871,4918,45101,814,58480,0,12,3,155,6,177,1436,66,114,282,28,1924,265,72,32,112,4,480,3225,883,569,1857,81,6611,13013,6782,4979,38879,845,64495,531,16,114,21,13,692,386,80,61,414,9,950,2327,755,513,3780,108,7492,520,172,72,442,9,1214,391,104,54,152,7,700,881,114,53,46,4,1104,2431,1438,916,12552,236,17571,2437,905,385,2783,82,6597,66,0,12,5,0,81,150,27,18,41,0,240,90,13,5,59,3,172,325,141,69,309,7,846,213,37,39,34,5,332,569,272,206,95,6,1146,738,144,116,288,9,1293,238,30,29,86,0,381,2723,1603,1179,10905,194,16597,94,30,8,29,0,166,496,115,64,34,0,717,223,31,22,134,4,416,302,71,55,59,0,489,52,21,9,10,0,90,146,4,10,11,3,175,432,127,95,368,5,1029,5657,1087,819,1644,98,9308,297,80,67,911,6541,7894,33762,12718,8968,85597,8490,149537
LGA27630,13,110,78,2659,57,2918,0,0,0,4,0,8,18,0,4,21,0,42,4,0,0,0,0,4,35,5,6,13,0,61,178,114,88,2097,76,2553,9,0,0,0,0,15,4,0,0,10,3,20,42,13,28,582,15,675,11,0,0,12,0,29,5,0,0,3,0,9,45,0,0,3,0,44,45,22,5,628,19,711,16,5,0,61,3,89,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,11,0,8,0,20,3,0,0,3,0,7,8,3,3,0,0,17,7,3,0,15,0,23,0,0,0,0,0,0,36,27,7,597,12,681,0,0,0,0,0,0,3,0,0,0,0,10,5,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,0,27,76,26,13,34,3,153,8,7,5,83,508,610,490,217,161,5145,669,6674
LGA29399,6,32,18,176,4,229,0,0,0,0,0,0,28,0,0,0,0,30,0,0,0,0,0,0,5,3,0,9,0,16,60,28,27,169,0,283,0,0,0,0,0,0,3,0,0,0,0,8,16,3,3,18,0,33,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,10,3,64,0,83,13,4,4,11,0,28,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,12,4,0,0,0,0,4,12,6,3,42,3,62,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,53,4,5,5,0,69,4,0,0,11,227,241,189,54,39,358,235,876
LGA29499,49,199,130,1446,70,1895,0,3,0,29,0,31,278,5,4,8,3,297,14,5,0,3,0,22,50,19,10,27,3,103,403,139,103,1068,61,1779,42,4,0,0,0,49,28,5,5,3,3,49,78,27,8,108,9,225,40,10,4,18,0,75,8,5,0,0,0,9,135,10,0,0,0,145,106,51,24,401,17,610,108,27,15,86,5,244,36,0,0,0,0,36,19,13,0,5,0,42,6,3,0,4,0,17,24,6,0,10,0,39,44,3,3,6,0,48,44,16,5,9,3,79,24,4,0,15,0,44,29,0,0,0,0,29,95,31,25,319,17,484,14,3,0,0,0,17,11,0,0,0,0,13,18,3,0,0,0,27,20,0,0,0,0,23,42,14,0,3,3,55,89,0,3,0,0,95,11,4,0,17,3,37,661,43,38,67,25,831,35,5,3,37,1916,1995,2206,376,229,2654,2093,7565
LGA29799,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,14,3,0,10,3,29
