SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED27608,0,0,0,3,9,6,11,5,0,35,0,3,41,33,14,7,8,4,0,108,0,0,0,5,0,0,0,0,0,10,0,3,4,3,0,0,0,0,0,12,0,0,3,3,7,13,3,11,0,31,0,0,0,3,6,0,0,0,0,10,7,17,8,35,26,14,14,3,0,117,0,3,17,19,7,6,3,0,0,50,0,3,0,14,12,6,9,4,0,41,0,4,4,19,5,9,0,0,0,46,15,42,87,142,44,45,51,28,9,473,100,162,220,448,253,212,203,124,43,1770,2543,4752,4869,8785,4221,3708,2966,1487,555,33900,0,3,0,5,0,0,0,0,0,14,2101,4038,3939,7347,3540,3187,2350,1266,817,28584,0,4,0,9,3,0,0,0,0,23,0,0,0,0,6,4,0,0,0,13,0,0,0,5,0,0,0,0,0,8,3,10,12,34,11,4,0,0,3,85,0,0,0,4,3,6,0,0,0,15
SED27708,0,0,0,0,0,0,0,0,0,0,5,8,0,24,10,0,3,0,0,62,0,0,20,90,0,0,0,0,0,105,0,9,0,14,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,10,9,3,8,16,0,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,13,0,0,3,12,0,0,0,0,0,15,0,16,9,43,23,18,20,15,8,145,97,236,289,550,380,405,349,220,79,2616,1807,4039,3905,6793,4210,4276,3346,1643,590,30613,0,0,0,0,0,0,0,0,0,0,1623,3520,3239,5929,3768,3708,2699,1510,835,26828,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,6,9,3,4,0,0,28,0,0,0,3,0,0,0,0,0,3
SED27807,0,0,3,21,18,35,36,30,6,152,4,34,92,295,65,32,14,4,0,540,0,0,0,9,3,0,3,0,0,17,0,14,17,34,4,3,6,0,0,74,0,3,6,53,69,129,152,46,8,470,0,0,9,33,20,7,9,7,0,94,0,8,9,16,10,7,0,0,0,49,37,138,504,1861,1314,1022,334,117,35,5349,0,0,0,0,3,3,0,0,0,7,0,0,0,9,0,0,0,0,0,10,22,128,272,744,371,310,281,186,68,2386,220,291,411,954,397,351,313,183,60,3175,2512,4013,5757,11833,4490,4136,3091,1700,493,38027,0,0,7,18,3,0,0,0,0,34,1974,2797,2882,3271,1240,1168,511,225,145,14208,4,4,16,67,3,3,0,0,0,100,0,0,18,74,59,57,31,21,0,264,0,0,0,8,20,8,3,5,0,47,0,3,3,11,4,3,0,0,0,29,0,3,4,26,28,30,42,10,3,151
SED27907,0,0,0,0,8,12,15,14,0,52,3,8,19,56,44,34,27,7,3,205,0,0,0,5,0,3,0,0,0,8,0,9,10,11,3,0,0,0,0,37,0,0,0,3,7,0,4,3,0,20,0,0,3,15,34,31,4,3,0,98,0,3,3,11,10,5,3,3,3,44,0,4,3,21,17,7,0,0,0,54,0,0,3,4,4,3,3,0,0,18,0,0,0,3,3,0,0,0,0,5,7,32,37,173,104,110,75,63,17,610,95,157,218,556,266,271,235,111,30,1936,1998,3761,3967,8067,3969,3603,2653,1246,382,29639,0,0,0,0,0,0,0,0,0,0,1757,3163,3211,6354,2976,2532,1488,665,315,22479,0,0,0,3,0,0,0,0,0,14,0,0,4,10,9,12,4,4,3,41,0,0,0,3,3,0,0,0,0,6,0,4,3,16,11,5,3,0,0,36,0,0,0,3,9,3,7,0,0,20
SED28007,0,0,0,19,24,34,29,14,0,119,0,30,37,174,107,77,37,9,3,473,0,0,7,5,0,3,0,0,0,13,3,10,3,20,3,0,3,0,0,35,4,10,18,119,176,190,143,25,4,693,0,0,8,24,28,20,14,0,0,100,0,18,8,17,10,4,3,0,0,60,0,17,25,263,226,155,44,12,8,760,0,0,0,0,3,7,5,4,0,15,0,0,3,13,8,0,0,0,0,21,7,85,154,595,422,363,219,58,24,1927,123,265,243,561,283,234,148,65,29,1952,2613,5879,5694,11065,5287,3740,2017,707,208,37217,0,0,4,30,5,3,0,0,0,44,2322,4870,4074,6572,2620,1216,408,202,123,22415,0,0,5,24,8,3,0,0,0,41,0,0,9,63,56,29,20,9,0,189,0,0,0,6,6,11,4,0,0,22,0,5,10,6,3,0,4,0,0,26,0,0,3,51,41,32,20,4,3,148
SED28107,0,0,3,17,19,35,25,12,0,101,9,62,49,323,103,43,29,0,0,612,0,3,3,24,3,7,3,0,0,37,0,47,54,46,5,7,3,0,0,160,0,0,3,37,35,58,30,11,3,182,0,0,0,15,10,12,3,0,0,47,3,24,10,32,17,8,5,3,0,98,3,9,24,191,64,55,20,3,3,364,0,0,0,6,3,3,0,3,0,19,0,4,11,22,15,0,0,0,0,51,41,241,401,1214,508,283,133,58,14,2887,250,354,323,954,320,265,151,56,14,2688,5227,7405,6207,18376,5250,3669,1974,699,147,48959,0,4,8,34,13,4,0,0,0,66,4329,4979,3357,5295,2300,1555,832,292,97,23043,6,49,27,360,30,15,0,0,0,484,0,0,3,35,20,15,7,0,0,73,0,0,3,35,4,5,3,0,0,50,0,6,8,16,12,5,3,0,0,45,0,3,3,52,34,31,24,3,0,148
SED28203,0,0,0,11,12,18,20,14,0,68,9,48,52,285,80,51,30,5,0,562,0,0,0,15,3,0,0,0,0,21,0,3,3,26,0,0,0,0,0,41,0,9,36,210,212,319,409,178,43,1428,3,3,6,92,75,56,34,10,0,284,0,4,6,18,3,3,3,0,0,38,4,18,50,401,269,231,60,17,9,1058,0,0,0,0,0,3,0,0,0,3,0,0,3,16,8,0,0,0,0,26,30,113,148,550,263,219,147,77,26,1569,171,216,229,777,286,262,290,213,45,2485,2794,4146,4124,11112,3855,3064,2838,1840,477,34246,0,5,11,46,15,9,6,0,0,87,2292,2945,2541,4315,1428,926,532,227,79,15297,0,3,0,39,5,0,0,0,0,47,0,0,9,34,24,16,8,7,0,96,0,0,8,42,21,22,3,3,0,103,0,0,0,4,4,3,0,0,0,19,0,0,0,3,5,3,6,0,0,19
SED28301,0,0,0,4,3,7,4,0,0,23,0,12,6,35,22,24,27,7,6,134,3,11,16,61,14,9,13,0,0,134,3,4,7,4,6,3,3,0,0,26,0,0,0,6,7,6,7,3,0,36,0,0,0,3,8,5,5,4,0,27,3,26,23,12,14,12,6,4,0,100,0,0,9,42,50,41,18,3,3,162,0,0,3,0,3,5,3,3,0,19,0,0,0,11,11,14,0,0,0,28,8,42,48,142,103,117,108,68,24,657,46,107,137,233,185,179,126,101,63,1180,1570,4031,4402,6281,4445,3775,2791,1606,575,29480,0,0,0,7,5,0,0,0,0,13,1203,3107,3015,3521,2843,2063,1631,853,449,18692,0,0,0,7,0,0,0,0,0,14,0,0,0,0,4,0,0,3,0,4,0,0,0,3,3,3,3,0,0,22,0,4,3,16,11,10,3,5,0,46,0,0,0,0,4,4,3,0,0,12
SED28408,0,0,0,0,0,4,3,3,0,9,0,7,3,18,3,3,0,0,0,37,0,0,0,9,0,0,0,0,0,10,0,4,4,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,6,0,12,3,14,14,7,7,0,0,64,3,0,4,19,3,3,0,0,0,28,0,0,0,6,0,4,6,8,4,27,0,0,3,6,0,0,3,0,0,16,3,24,28,68,27,28,14,27,5,228,95,149,225,416,266,198,238,139,51,1793,1833,3583,3914,6714,3543,3239,2617,1433,479,27348,0,0,0,0,0,0,0,0,0,0,1538,3178,3414,5889,3339,3063,2356,1479,842,25099,0,3,0,13,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,11,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3
SED28507,0,0,0,9,19,19,10,11,0,66,3,11,21,130,48,16,8,5,0,243,0,0,5,3,0,0,0,0,0,9,18,180,148,66,7,0,0,0,0,428,0,0,3,10,10,10,12,0,0,42,0,0,3,5,5,3,6,0,0,24,0,15,3,29,11,4,6,0,0,66,0,8,5,65,29,22,16,0,0,143,0,0,0,11,5,10,3,3,0,36,0,0,9,16,8,6,0,0,0,34,25,111,166,485,261,158,83,62,16,1360,156,238,264,682,297,260,189,107,48,2245,2954,4938,4557,10681,4379,3592,2353,1038,320,34811,0,0,3,11,0,3,0,0,0,19,2395,3593,3118,5852,2698,2164,1325,605,275,22024,7,14,29,137,14,6,3,0,0,205,0,0,4,32,16,14,0,4,0,68,0,0,0,12,5,0,0,0,0,21,0,5,0,29,3,3,0,0,0,48,0,0,0,12,3,17,6,3,0,45
SED28607,0,0,3,3,16,25,11,24,4,89,0,3,26,46,14,6,7,0,0,97,0,0,4,13,0,0,0,0,0,16,9,13,8,20,9,0,3,0,0,60,0,0,0,30,54,45,79,57,12,285,0,0,0,11,7,3,0,0,0,24,4,17,12,62,31,15,8,0,0,149,5,11,24,170,132,148,65,19,10,581,0,0,0,12,10,11,3,0,0,39,0,0,0,15,9,0,0,0,0,21,17,35,76,407,178,121,93,87,42,1054,141,183,185,717,321,238,179,166,70,2199,2776,4217,3824,11359,4982,3528,2098,1405,630,34829,0,0,0,0,0,0,0,0,0,0,2337,3631,2834,7724,3449,2161,975,597,446,24150,0,3,3,39,0,0,0,0,0,51,0,0,7,17,12,7,3,5,0,52,0,0,0,6,10,12,4,0,0,28,0,0,9,64,16,14,3,0,0,108,0,0,0,20,10,6,5,3,0,42
SED28704,0,0,0,4,7,12,3,4,0,29,0,17,26,176,40,19,9,0,0,283,0,0,0,5,0,0,0,0,0,8,4,10,9,15,0,3,0,0,0,36,0,4,4,50,29,41,20,15,3,180,0,0,3,12,25,7,0,0,0,43,4,12,7,27,24,6,4,0,0,87,0,3,9,20,8,8,0,0,0,49,0,0,7,9,7,10,5,0,0,33,0,4,16,35,18,7,0,0,0,85,5,46,61,249,111,76,77,29,7,662,170,283,232,690,323,259,194,93,18,2269,3639,6415,4954,11896,5159,3777,2445,880,208,39363,0,0,0,3,0,0,0,0,0,3,3352,5213,4137,9540,3923,2796,1635,525,235,31353,0,0,0,14,0,0,0,0,0,21,0,0,0,5,0,3,0,0,0,13,0,0,0,12,3,0,0,0,0,17,0,0,3,26,9,3,0,0,0,44,0,0,0,12,6,3,3,0,0,19
SED28803,0,0,0,3,5,16,13,3,0,42,9,88,89,461,263,120,46,13,0,1093,0,0,0,3,0,0,0,0,0,8,0,5,12,58,5,0,3,0,0,92,0,0,8,37,31,26,20,8,0,128,4,16,59,386,347,173,71,13,6,1080,5,16,6,34,3,4,0,0,0,71,0,3,6,51,33,15,7,3,0,119,0,0,0,0,3,0,3,3,0,9,0,6,6,20,8,0,0,0,0,50,29,173,180,700,423,299,158,61,13,2045,216,301,324,752,297,227,139,45,20,2329,4219,7124,6630,14070,5730,3902,1986,721,159,44534,0,14,36,33,10,0,3,0,0,102,3424,5272,4415,6383,2692,1623,656,253,95,24799,0,6,5,40,9,0,0,0,0,70,0,0,3,27,12,5,3,3,0,57,0,0,0,15,0,0,0,0,0,15,0,3,9,15,7,3,0,0,0,36,0,0,0,5,5,10,3,0,0,28
SED29494,0,0,0,0,0,3,0,0,0,7,0,0,7,7,0,3,0,0,0,16,0,3,3,10,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,0,0,0,19,4,3,8,5,7,3,3,0,0,21,0,0,3,7,7,7,3,0,0,35,0,0,0,6,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,3,10,30,88,24,10,8,3,0,176,28,32,98,304,105,71,44,6,0,689,215,173,624,1864,628,460,283,72,9,4331,0,0,3,3,0,0,0,0,0,3,124,139,304,665,210,210,116,24,17,1804,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,8,0,0,3,0,0,12,0,0,0,8,0,0,0,0,0,10
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,11,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
