SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED28007,0,7,0,12,10,3,10,0,3,47,0,3,8,36,82,163,178,92,21,585,0,0,3,3,0,0,0,0,0,14,0,3,10,14,3,0,0,0,0,29,4,0,6,58,55,37,21,10,0,192,0,11,14,41,26,36,9,3,0,136,0,3,7,46,86,202,201,68,10,628,0,0,3,7,11,7,10,0,0,43,0,0,5,3,0,0,0,0,0,12,0,4,3,20,0,0,0,0,0,30,0,3,0,3,5,9,11,3,0,40,16,102,108,148,61,34,10,3,0,476,0,0,0,3,5,3,0,0,0,13,6,9,27,99,22,20,9,3,0,196,0,0,0,0,3,0,0,0,0,4,9,80,127,405,221,139,63,10,3,1054,0,0,5,38,21,55,26,5,3,149,0,3,4,7,16,27,8,7,0,68,0,12,12,19,8,10,4,0,0,66,0,13,15,44,29,17,3,0,0,118
SED28107,0,0,3,22,10,6,9,4,0,57,0,7,3,30,52,79,92,65,17,339,0,3,4,8,0,0,0,0,0,17,0,5,10,37,3,5,3,0,0,72,3,11,30,193,63,30,13,0,0,344,11,35,41,160,35,39,14,7,0,343,0,3,11,27,36,84,101,40,6,304,0,8,12,69,20,9,9,0,0,126,0,28,62,150,51,21,12,4,0,325,0,7,16,107,11,4,4,0,0,151,0,0,0,7,3,13,18,9,0,41,68,396,376,619,199,120,30,16,0,1834,0,7,0,3,3,7,9,5,4,35,32,97,72,496,70,14,11,0,3,807,0,0,3,11,9,0,0,0,0,21,9,125,249,627,310,150,41,3,0,1533,0,0,0,38,9,23,13,3,0,92,0,0,3,18,21,36,28,9,6,128,8,48,37,72,31,18,4,0,0,222,0,14,14,46,27,16,3,3,0,125
SED28203,0,3,0,8,0,0,0,3,3,25,3,13,13,77,100,271,648,610,185,1926,0,0,5,3,3,0,0,0,0,9,0,0,3,11,0,0,0,0,0,16,0,9,19,182,157,114,67,16,3,571,3,10,21,63,18,4,6,0,0,129,0,0,0,7,11,42,104,54,9,223,0,3,4,26,12,11,6,0,0,63,0,0,0,3,0,0,0,0,0,7,0,3,23,106,4,0,0,0,0,134,0,0,0,0,5,3,3,3,0,18,25,83,65,126,34,32,8,0,0,387,0,0,0,0,0,3,4,0,0,10,8,32,40,160,17,10,3,0,0,266,0,4,3,3,3,0,0,0,0,9,0,18,35,141,50,22,16,0,0,289,0,0,0,3,7,9,4,7,0,27,0,0,0,6,3,3,6,3,0,23,0,10,0,12,4,5,0,0,0,30,0,0,3,11,9,4,3,0,0,31
SED28301,0,3,3,6,10,8,12,8,0,51,0,3,0,17,35,75,179,118,45,477,0,4,5,10,4,5,0,0,0,34,0,23,22,52,28,12,4,0,0,141,0,0,0,9,14,13,10,3,3,56,11,79,141,251,144,142,79,46,10,907,0,0,0,0,6,8,15,16,0,52,0,0,0,4,0,0,3,0,0,8,0,0,3,0,0,0,3,3,3,16,0,0,0,3,0,0,0,0,0,3,0,0,6,6,10,22,35,18,12,102,3,30,36,73,52,50,18,11,3,285,0,0,0,0,8,7,5,3,3,22,9,6,11,52,9,3,5,0,0,99,0,0,0,0,3,0,0,0,0,10,0,4,3,23,3,5,0,0,0,44,0,0,0,3,0,11,10,7,3,42,0,0,4,10,20,22,29,14,8,109,5,28,35,63,39,30,18,7,0,230,0,30,73,68,68,55,15,5,5,324
SED28408,0,5,3,11,8,0,8,8,3,36,0,0,0,3,4,8,14,15,6,52,0,0,0,6,0,0,0,4,0,13,0,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,6,24,5,8,0,3,0,56,0,0,0,0,3,5,5,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,7,3,0,0,4,7,28,50,46,10,133,3,18,20,63,46,34,28,11,0,224,0,0,0,0,3,3,8,6,0,24,0,0,3,6,3,0,0,0,0,15,0,0,0,3,4,0,0,0,0,5,3,16,15,55,9,5,0,0,0,103,0,0,0,0,0,0,0,0,4,6,0,0,0,14,17,9,27,15,4,100,0,3,0,8,4,0,0,0,0,16,0,4,11,22,14,4,4,6,0,61
SED28507,0,0,0,24,13,7,3,6,3,53,0,0,0,12,28,106,157,122,46,479,0,6,0,6,3,0,0,0,0,17,0,3,3,16,10,0,0,0,0,36,0,3,5,31,18,9,3,0,0,75,21,20,9,57,27,21,8,3,0,159,0,0,0,4,17,62,59,23,6,172,0,4,3,33,7,8,7,3,0,64,6,24,102,321,95,53,31,10,11,643,0,3,6,23,4,0,4,0,0,37,0,0,0,7,3,16,24,16,3,59,32,144,140,379,137,115,45,7,3,1011,0,0,3,6,3,7,18,4,3,54,3,8,21,120,8,8,3,0,0,164,0,0,3,6,3,0,0,0,0,7,5,59,78,216,96,41,12,0,0,514,0,0,0,30,7,30,20,6,0,87,0,3,3,25,55,49,61,21,6,223,3,14,19,27,12,10,0,3,0,82,5,4,11,30,12,16,10,3,0,97
SED28607,0,8,0,108,30,15,8,9,4,191,0,3,4,29,39,71,119,184,80,538,0,5,4,14,0,0,0,0,0,25,5,0,0,16,3,0,0,0,0,25,3,6,22,187,83,48,48,8,7,409,3,6,3,69,16,13,3,5,0,119,0,0,0,3,9,31,56,68,7,180,0,0,0,14,12,5,0,0,0,37,0,0,4,22,5,0,0,0,0,34,3,0,36,58,0,0,3,0,0,97,0,0,0,15,6,13,17,0,10,64,0,45,50,484,156,80,24,5,0,841,0,0,0,20,8,5,6,3,0,41,0,5,26,63,0,0,0,0,0,103,0,0,0,9,3,0,0,0,0,16,3,9,16,69,21,17,5,4,3,145,0,0,3,29,8,20,12,3,11,84,0,3,4,48,43,43,29,9,7,191,3,7,3,25,14,10,0,0,0,61,0,4,8,91,27,15,8,0,0,148
SED28704,0,3,0,37,16,19,15,3,0,88,0,3,3,24,71,132,151,54,9,438,0,5,0,3,3,0,0,0,0,10,3,3,3,15,3,3,0,0,0,31,0,0,0,32,12,15,7,0,0,69,0,9,21,34,21,14,11,3,0,103,0,0,0,9,8,42,45,15,0,123,0,3,0,26,5,3,3,0,0,47,0,0,0,0,3,0,0,0,0,4,0,0,0,17,0,0,0,0,0,20,0,0,0,12,6,13,20,9,5,74,8,66,56,195,92,52,14,11,3,502,0,0,3,10,8,13,4,0,0,38,3,6,0,34,5,3,0,0,0,58,0,0,0,11,0,0,0,0,0,12,3,22,31,78,27,19,4,3,0,185,0,0,3,11,11,12,11,4,3,47,0,8,6,30,22,28,23,12,4,130,0,12,18,24,18,7,0,0,0,82,0,24,35,67,38,13,8,0,0,193
SED28803,0,3,0,15,11,5,4,0,0,49,0,4,4,45,125,254,284,136,18,867,0,0,3,0,0,0,0,0,0,6,0,0,0,8,4,0,0,0,0,17,4,20,22,188,113,76,36,15,0,484,0,11,11,36,15,6,3,0,0,91,0,0,7,16,25,71,87,28,3,240,0,3,6,31,6,7,3,0,0,65,0,0,0,5,0,3,0,0,0,9,0,7,18,79,0,0,0,0,0,110,0,0,0,5,0,3,12,3,0,24,47,233,202,292,85,45,19,3,0,924,0,0,0,4,3,8,4,3,0,25,31,55,49,267,46,14,9,0,0,469,0,0,7,8,3,0,0,0,0,10,3,51,96,228,138,71,12,4,0,610,0,0,0,13,10,22,13,0,0,58,0,3,0,6,13,20,23,12,0,71,0,16,24,32,21,13,3,0,0,103,0,3,11,23,7,12,0,0,0,57
SED29494,0,0,0,10,0,0,0,0,0,14,0,0,8,10,0,3,6,0,0,34,0,0,0,3,0,0,0,0,0,3,0,0,4,12,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,5,0,0,5,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,7,0,3,9,0,0,17,0,3,17,51,19,15,8,0,0,123,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,3,0,0,0,13,3,0,0,0,0,23,0,0,0,5,0,0,0,0,0,8,0,0,3,3,0,3,4,0,0,7,0,0,3,4,0,0,0,0,0,8,0,0,0,9,3,0,3,0,0,10
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
