POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3820,..,40,40,16,19,24,15,3,3,157,..,18,55,50,98,200,233,224,147,1026,27,34,26,13,12,19,21,11,7,179,1358,900,869,878,1068,975,874,489,214,7620,..,43,705,994,1223,1143,1100,502,103,5811,..,120,360,172,169,120,47,21,0,1007,..,31,83,180,212,102,35,31,24,692,2709,..,..,..,..,..,..,..,..,2709,..,817,..,..,..,..,..,..,..,817,..,534,183,57,52,16,6,0,0,843,..,58,36,17,17,27,29,22,6,211,..,44,35,14,19,3,0,0,0,118,..,83,90,24,41,33,33,7,3,317,..,38,126,139,189,318,319,316,180,1635,46,77,66,26,36,49,33,23,7,363,2753,1853,1679,1620,1963,1812,1593,929,326,14519
POA3821,..,5,0,0,4,7,3,0,0,21,..,0,6,0,7,21,11,16,8,83,0,3,5,0,5,3,3,3,0,28,282,166,118,166,227,209,134,50,17,1370,..,0,91,220,330,307,212,55,10,1227,..,12,33,28,45,28,10,0,0,150,..,4,14,15,27,13,10,0,0,91,555,..,..,..,..,..,..,..,..,555,..,155,..,..,..,..,..,..,..,155,..,98,46,18,11,0,0,0,0,171,..,3,6,0,0,9,5,6,3,31,..,4,5,5,3,0,0,0,0,21,..,8,3,3,9,7,10,3,0,39,..,3,4,9,22,52,32,26,14,169,8,7,15,3,8,3,4,9,0,56,558,298,217,307,448,420,284,100,28,2668
POA3822,..,0,0,0,0,3,0,0,0,3,..,0,0,0,5,3,3,3,0,20,0,3,0,0,0,3,0,0,0,11,101,63,45,62,72,67,37,13,3,459,..,0,32,83,86,94,61,20,4,380,..,10,10,22,14,10,0,0,0,65,..,0,5,5,6,3,3,0,0,30,205,..,..,..,..,..,..,..,..,205,..,51,..,..,..,..,..,..,..,51,..,47,23,3,3,0,0,0,0,75,..,0,0,0,0,3,3,4,0,13,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,7,0,0,0,10,..,3,4,0,16,14,7,5,3,55,0,3,3,3,0,3,0,3,0,15,205,118,79,123,132,133,77,36,11,904
POA3823,..,0,3,0,0,4,0,0,0,12,..,3,7,0,9,22,24,20,5,89,0,3,3,0,0,0,4,3,0,18,134,89,107,87,119,153,100,43,6,849,..,6,78,96,143,214,145,51,6,745,..,11,63,26,21,23,6,3,0,151,..,6,10,22,12,7,0,3,0,64,293,..,..,..,..,..,..,..,..,293,..,65,..,..,..,..,..,..,..,65,..,72,18,11,3,0,0,0,0,113,..,3,0,0,0,5,0,5,0,23,..,4,0,0,0,3,0,0,0,8,..,0,3,3,4,3,0,0,0,23,..,4,19,18,26,37,43,30,7,175,5,7,7,3,3,9,7,3,0,43,295,172,198,179,222,307,205,95,17,1694
POA3824,..,12,5,5,5,6,0,3,0,40,..,0,26,16,22,47,51,53,31,244,8,11,3,5,9,8,7,0,0,52,462,236,266,309,283,327,241,128,58,2302,..,12,207,323,338,389,336,145,43,1794,..,38,116,88,62,39,23,4,0,375,..,7,22,67,47,36,10,10,7,200,914,..,..,..,..,..,..,..,..,914,..,217,..,..,..,..,..,..,..,217,..,142,46,27,11,15,0,0,0,238,..,14,3,3,4,10,11,10,0,63,..,6,4,0,7,0,0,0,0,19,..,18,14,12,19,6,5,7,0,81,..,13,52,47,70,93,93,74,46,477,11,26,15,10,12,14,16,4,3,111,925,491,479,571,576,601,491,243,99,4477
POA3825,..,45,30,8,28,44,29,6,4,199,..,51,101,87,168,318,308,270,152,1447,53,73,42,17,17,31,37,18,15,296,1578,1121,1069,1047,1301,1359,1043,622,249,9379,..,45,681,965,1239,1496,1197,569,137,6327,..,269,410,314,282,190,75,16,0,1562,..,75,198,273,307,116,74,60,39,1140,3119,..,..,..,..,..,..,..,..,3119,..,796,..,..,..,..,..,..,..,796,..,689,283,116,70,59,8,0,0,1221,..,77,35,23,33,44,31,18,18,287,..,52,38,14,15,10,6,4,0,135,..,91,77,31,67,75,46,17,3,411,..,103,231,237,411,658,551,411,190,2797,90,147,87,57,54,62,62,28,15,600,3214,2352,2034,2026,2487,2709,2061,1121,405,18402
POA3831,..,0,0,0,0,0,4,0,0,9,..,0,0,7,3,18,12,18,9,70,3,3,0,0,0,3,4,5,0,15,125,74,48,85,110,128,100,54,16,748,..,0,41,114,130,174,141,66,11,690,..,11,24,22,30,20,8,0,0,113,..,0,4,6,20,8,7,4,3,57,269,..,..,..,..,..,..,..,..,269,..,82,..,..,..,..,..,..,..,82,..,56,17,3,13,3,0,0,0,93,..,0,0,0,0,4,5,3,0,18,..,3,0,0,0,0,0,0,0,4,..,0,0,0,3,5,12,0,0,20,..,3,7,8,14,36,31,22,9,130,3,6,3,0,3,4,7,5,0,38,267,173,99,167,206,255,202,103,28,1511
POA3832,..,0,0,0,0,0,0,0,0,0,..,0,0,0,8,4,4,3,0,18,0,0,0,0,0,0,4,0,0,7,15,8,9,7,21,20,17,9,0,104,..,0,4,5,8,25,26,4,0,70,..,0,0,0,4,6,3,0,0,13,..,0,0,4,6,3,0,0,0,12,31,..,..,..,..,..,..,..,..,31,..,15,..,..,..,..,..,..,..,15,..,4,8,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,11,7,3,3,3,33,0,0,0,0,0,3,4,0,0,9,31,19,10,21,23,44,40,9,4,204
POA3833,..,0,0,3,0,0,0,0,0,10,..,0,0,0,3,3,5,0,0,16,0,0,0,0,0,0,0,3,0,5,14,13,9,13,20,19,22,7,3,117,..,0,3,15,20,22,27,10,0,102,..,3,0,3,6,5,3,0,0,20,..,3,0,0,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,11,3,0,0,0,0,0,0,12,..,3,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,3,3,0,3,4,0,0,10,..,0,3,0,8,14,14,6,0,48,0,0,3,0,0,0,0,7,0,10,29,21,13,21,43,50,47,28,5,247
POA3835,..,0,0,0,3,0,0,0,0,0,..,3,0,0,0,4,3,3,4,18,0,3,0,0,0,0,0,0,0,7,43,28,24,23,25,42,30,6,6,226,..,0,19,28,37,54,38,10,4,195,..,6,13,8,6,0,3,0,0,38,..,0,8,3,3,4,0,0,0,15,93,..,..,..,..,..,..,..,..,93,..,30,..,..,..,..,..,..,..,30,..,17,9,4,0,0,0,0,0,21,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,5,..,3,0,7,0,5,6,3,4,30,0,6,0,4,0,4,0,0,0,13,93,59,46,54,54,74,56,12,4,453
POA3840,..,57,41,15,22,36,17,3,0,181,..,47,80,74,137,225,224,223,106,1108,47,42,38,21,21,34,15,11,4,237,1228,881,903,809,1041,1064,799,503,176,7400,..,38,522,711,990,1200,967,473,115,5016,..,214,318,203,220,137,46,18,0,1160,..,62,179,222,234,106,59,42,28,934,2519,..,..,..,..,..,..,..,..,2519,..,581,..,..,..,..,..,..,..,581,..,521,239,95,73,27,5,0,0,948,..,66,39,8,29,40,32,23,13,250,..,56,36,18,24,5,5,4,0,142,..,97,92,33,56,63,37,12,3,390,..,86,210,225,360,481,419,332,144,2248,84,91,83,53,47,55,32,14,8,470,2607,1799,1710,1573,2028,2110,1601,927,310,14658
POA3842,..,41,13,5,7,9,5,0,0,76,..,14,21,9,21,58,46,41,6,223,12,17,7,3,14,11,6,3,0,75,393,307,310,238,252,316,214,80,16,2121,..,5,191,208,252,393,296,94,15,1455,..,72,140,52,46,20,14,3,0,344,..,15,56,90,60,38,16,5,0,283,756,..,..,..,..,..,..,..,..,756,..,204,..,..,..,..,..,..,..,204,..,124,62,30,9,4,0,0,0,228,..,29,14,5,12,9,11,3,0,74,..,8,13,6,3,0,3,0,0,30,..,68,46,12,17,12,12,0,0,168,..,37,57,46,55,106,83,51,13,451,18,40,21,13,22,18,8,4,0,139,772,605,593,461,466,596,441,166,32,4136
POA3844,..,103,81,13,27,43,15,3,0,283,..,54,195,119,184,313,350,303,167,1689,48,76,64,22,26,30,34,14,5,329,2598,1626,1874,1716,1773,1648,1186,674,238,13331,..,66,1336,1945,2002,2042,1393,683,108,9582,..,393,837,416,359,191,77,19,3,2291,..,59,239,355,361,145,65,35,28,1289,5235,..,..,..,..,..,..,..,..,5235,..,1199,..,..,..,..,..,..,..,1199,..,868,296,101,70,34,7,3,0,1371,..,88,81,18,47,37,34,33,17,352,..,59,42,23,20,11,0,0,0,159,..,218,178,44,65,80,34,13,3,634,..,143,451,328,449,588,551,403,211,3116,95,140,127,67,69,61,64,26,6,656,5331,3244,3579,3290,3440,3188,2224,1211,382,25884
POA3847,..,3,0,0,7,6,0,0,0,17,..,4,9,10,12,35,18,13,3,95,0,6,0,3,0,0,0,0,0,15,172,100,137,118,139,169,110,36,7,986,..,8,118,121,159,208,168,54,8,854,..,15,53,50,29,27,8,3,0,181,..,0,15,18,16,11,7,4,0,64,357,..,..,..,..,..,..,..,..,357,..,77,..,..,..,..,..,..,..,77,..,56,29,10,9,5,0,0,0,106,..,8,4,0,5,7,3,3,5,39,..,5,7,0,0,4,0,0,0,13,..,6,9,4,14,12,7,0,0,45,..,6,20,24,30,49,40,23,9,205,8,10,7,3,5,4,3,0,0,43,366,194,254,240,265,326,234,90,24,1988
POA3850,..,51,46,13,22,21,8,5,0,167,..,37,72,64,128,199,203,207,125,1039,15,35,33,12,22,21,25,16,6,196,1301,761,888,850,948,886,647,410,201,6890,..,23,699,934,949,981,766,344,114,4808,..,173,351,191,166,102,36,14,0,1034,..,28,106,167,189,85,35,23,20,655,2636,..,..,..,..,..,..,..,..,2636,..,598,..,..,..,..,..,..,..,598,..,382,123,44,43,22,3,0,0,616,..,58,22,8,31,27,16,25,12,193,..,37,31,11,10,3,0,0,0,89,..,132,115,28,37,46,25,8,0,388,..,78,170,171,244,339,312,291,169,1775,40,79,55,35,48,41,37,29,8,380,2674,1594,1676,1584,1721,1642,1227,726,321,13167
POA3851,..,4,0,0,9,14,6,3,0,40,..,3,4,5,20,60,72,36,10,214,4,11,10,6,8,14,13,3,0,72,363,187,161,236,315,388,308,101,32,2092,..,4,123,285,406,502,405,114,13,1847,..,16,70,65,69,70,28,7,0,316,..,0,17,33,25,21,16,6,6,125,737,..,..,..,..,..,..,..,..,737,..,182,..,..,..,..,..,..,..,182,..,114,46,21,15,5,0,0,0,203,..,4,3,6,12,8,6,10,9,54,..,11,7,4,0,4,0,0,0,28,..,5,17,5,9,26,24,10,0,101,..,10,20,39,90,148,161,77,15,554,9,17,25,16,17,22,28,17,3,153,747,358,326,476,641,808,670,230,52,4307
POA3852,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,3,0,0,0,11,..,0,0,3,3,4,0,0,0,9,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,4,3,0,0,24
POA3854,..,0,0,0,0,0,0,0,0,5,..,0,0,3,8,6,10,3,3,41,4,3,0,3,3,0,4,0,0,21,141,75,67,96,115,84,53,23,4,651,..,0,68,129,150,141,69,25,3,591,..,17,27,17,34,5,4,0,0,96,..,0,11,3,7,12,4,3,0,33,295,..,..,..,..,..,..,..,..,295,..,60,..,..,..,..,..,..,..,60,..,54,14,10,0,0,0,0,0,79,..,3,7,0,0,0,0,0,0,17,..,5,0,0,0,0,0,0,0,6,..,5,0,0,4,3,0,0,0,11,..,0,3,9,13,28,14,6,3,75,3,3,3,3,9,0,4,3,0,31,300,154,127,173,222,195,101,40,6,1315
POA3856,..,0,3,0,0,3,0,0,0,9,..,0,3,0,6,7,5,4,0,25,0,3,0,0,0,0,0,0,0,5,109,56,77,59,57,74,28,12,3,472,..,0,51,60,76,112,44,5,0,357,..,7,47,23,18,11,0,0,0,109,..,3,10,12,8,4,0,5,0,39,217,..,..,..,..,..,..,..,..,217,..,42,..,..,..,..,..,..,..,42,..,38,12,0,3,4,0,0,0,56,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,4,7,3,3,3,0,0,0,21,..,0,11,3,8,17,20,3,0,65,4,3,8,0,0,0,0,0,0,13,218,104,146,104,122,151,69,18,3,933
POA3857,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,29,16,22,17,28,35,17,3,0,168,..,3,15,17,35,47,21,6,0,150,..,0,10,8,8,15,3,0,0,46,..,0,0,4,3,0,0,0,0,14,56,..,..,..,..,..,..,..,..,56,..,21,..,..,..,..,..,..,..,21,..,16,3,0,0,0,0,0,0,25,..,3,0,0,0,0,0,0,0,3,..,0,3,0,0,0,3,0,0,3,..,0,0,0,0,3,0,0,0,5,..,0,0,0,3,8,5,3,4,25,0,0,0,0,0,0,0,0,0,3,56,41,40,34,54,74,36,8,4,343
POA3858,..,3,6,0,6,0,3,0,0,23,..,6,5,5,11,37,40,39,32,170,3,3,4,0,3,7,5,0,0,21,247,140,140,151,183,195,161,81,41,1340,..,6,92,184,222,222,222,95,5,1042,..,37,58,56,34,24,6,0,0,221,..,3,29,22,40,11,3,3,5,115,524,..,..,..,..,..,..,..,..,524,..,109,..,..,..,..,..,..,..,109,..,95,48,8,8,10,0,0,0,164,..,12,0,0,0,11,8,0,3,34,..,9,3,3,0,0,0,0,0,20,..,8,10,5,6,6,11,4,0,51,..,19,25,17,27,75,80,52,41,338,10,14,4,8,11,9,12,4,0,68,533,313,266,312,350,368,335,160,53,2706
POA3859,..,0,0,0,0,0,0,0,0,4,..,3,0,0,3,4,12,6,3,32,0,5,0,0,0,0,0,0,0,7,62,45,48,37,57,52,46,20,5,364,..,4,39,47,74,73,55,27,0,319,..,11,16,20,17,12,4,3,0,75,..,0,9,4,6,0,3,0,0,24,136,..,..,..,..,..,..,..,..,136,..,40,..,..,..,..,..,..,..,40,..,32,15,0,3,0,0,0,0,51,..,9,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,7,..,3,4,3,3,0,6,0,0,13,..,8,6,6,12,12,15,10,3,65,0,4,0,0,0,3,3,0,0,12,140,105,83,76,111,105,85,44,10,754
POA3860,..,12,17,3,12,16,7,0,0,57,..,14,26,16,39,95,104,89,45,427,9,17,8,3,9,17,16,3,3,94,651,334,377,375,418,521,370,199,69,3332,..,12,271,418,473,640,448,210,40,2515,..,86,177,92,103,75,29,6,0,562,..,7,52,82,70,31,17,8,7,279,1257,..,..,..,..,..,..,..,..,1257,..,288,..,..,..,..,..,..,..,288,..,218,79,24,18,13,0,0,0,350,..,29,11,7,6,18,17,9,11,112,..,14,11,3,3,3,0,0,0,45,..,24,28,12,25,25,13,0,0,123,..,22,69,61,92,176,167,138,61,791,28,37,21,8,21,29,23,3,3,170,1282,734,716,706,809,1004,718,386,124,6478
POA3862,..,0,3,0,3,4,0,3,0,18,..,4,3,4,11,24,36,33,14,123,4,3,3,3,0,5,9,3,0,34,278,158,172,148,196,230,159,80,17,1447,..,5,146,176,212,318,221,88,14,1186,..,37,82,58,48,47,20,0,0,281,..,5,17,20,28,13,0,4,3,100,556,..,..,..,..,..,..,..,..,556,..,146,..,..,..,..,..,..,..,146,..,87,30,18,6,6,0,0,0,149,..,10,4,0,4,5,5,3,0,35,..,3,5,0,3,0,0,0,0,12,..,8,14,0,5,10,3,3,0,39,..,3,16,23,28,62,73,46,20,278,6,6,12,6,8,14,16,5,0,80,564,314,321,307,345,479,339,154,36,2861
POA3864,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,18,4,7,17,12,23,8,3,0,97,..,0,9,16,13,22,15,3,3,85,..,0,4,4,7,5,0,0,0,16,..,0,0,3,0,0,0,0,0,5,35,..,..,..,..,..,..,..,..,35,..,9,..,..,..,..,..,..,..,9,..,12,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,3,3,0,7,5,0,0,18,3,0,0,0,0,0,0,0,0,9,36,19,17,32,24,36,17,7,3,192
POA3865,..,0,0,0,0,0,3,0,0,4,..,0,3,0,3,7,3,6,0,24,3,0,0,0,0,0,0,0,0,6,33,14,27,18,20,41,25,14,0,197,..,4,18,23,32,45,33,21,0,173,..,8,14,15,7,9,3,3,0,50,..,0,3,0,4,0,0,0,0,6,67,..,..,..,..,..,..,..,..,67,..,11,..,..,..,..,..,..,..,11,..,8,10,0,0,0,0,0,0,18,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,7,..,0,3,0,7,10,10,8,3,47,4,3,0,0,0,0,0,0,0,14,70,31,51,45,51,70,53,31,7,410
POA3869,..,5,0,0,0,0,0,0,0,13,..,0,4,4,10,20,11,10,4,66,9,6,5,0,4,3,3,4,0,34,138,95,66,98,123,126,72,35,4,752,..,0,65,115,146,148,100,33,5,605,..,16,14,29,26,29,16,0,0,129,..,4,10,12,23,16,3,3,0,68,280,..,..,..,..,..,..,..,..,280,..,97,..,..,..,..,..,..,..,97,..,52,19,13,0,3,0,0,0,87,..,3,0,0,3,3,8,3,0,18,..,10,0,0,0,0,0,0,0,9,..,8,3,0,6,0,3,0,0,23,..,0,12,12,23,35,12,26,7,130,4,10,8,3,5,5,6,5,0,54,288,191,123,189,233,240,149,64,19,1495
POA3870,..,0,0,0,0,7,0,0,0,9,..,3,0,5,9,22,15,10,7,65,3,7,0,0,7,3,0,0,0,21,110,68,40,65,95,122,76,26,5,597,..,3,31,62,100,139,127,40,8,508,..,3,14,29,26,22,11,0,0,109,..,0,3,5,14,11,4,3,3,33,197,..,..,..,..,..,..,..,..,197,..,54,..,..,..,..,..,..,..,54,..,46,13,4,12,6,0,0,0,75,..,3,0,0,0,7,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,0,0,0,14,..,5,6,12,21,49,31,15,4,144,3,3,6,0,3,3,3,0,0,29,197,120,81,122,171,238,168,55,19,1176
POA3871,..,3,3,0,6,8,3,0,0,21,..,0,9,6,18,43,41,31,5,154,4,4,3,4,3,8,12,0,0,47,227,123,117,150,191,234,166,58,15,1290,..,4,85,156,226,277,222,72,12,1043,..,27,50,51,43,33,19,3,0,215,..,5,20,19,31,21,7,3,3,109,473,..,..,..,..,..,..,..,..,473,..,118,..,..,..,..,..,..,..,118,..,90,47,16,13,0,0,0,0,161,..,3,3,3,3,3,0,5,8,21,..,4,5,3,0,0,0,0,0,18,..,9,9,3,7,11,7,0,0,40,..,3,15,17,44,70,60,46,16,282,10,15,6,6,9,16,12,7,3,87,483,268,231,272,383,429,328,134,39,2559
POA3873,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,3,0,12,0,0,0,0,0,3,0,0,0,3,19,10,15,17,24,23,13,10,0,138,..,0,19,18,34,36,19,4,0,135,..,0,6,5,5,4,0,0,0,16,..,0,0,0,0,3,0,3,0,7,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,19,0,3,3,0,0,0,0,28,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,5,7,3,6,9,3,0,32,0,0,0,0,0,3,0,0,0,10,53,25,32,36,54,55,23,15,0,292
POA3874,..,0,0,0,3,0,0,0,0,10,..,0,0,0,3,9,5,6,3,31,6,0,0,0,3,0,0,0,0,13,29,21,13,30,37,57,34,17,3,245,..,0,5,17,30,83,48,21,3,207,..,5,5,15,15,14,4,0,0,64,..,0,0,3,6,3,0,0,0,13,57,..,..,..,..,..,..,..,..,57,..,19,..,..,..,..,..,..,..,19,..,11,4,3,0,0,0,0,0,20,..,3,0,0,0,0,3,0,0,9,..,3,0,0,0,0,0,0,0,8,..,0,0,0,3,4,0,3,0,13,..,4,4,0,5,34,13,14,5,83,6,0,3,0,4,3,3,0,0,23,67,48,28,40,66,135,80,34,10,509
POA3875,..,51,31,14,26,29,22,7,3,182,..,31,62,69,106,233,248,284,170,1204,35,46,29,10,25,34,41,19,11,247,1515,880,872,919,1168,1207,1058,654,250,8524,..,40,654,853,1245,1388,1371,684,128,6358,..,205,391,290,243,168,90,12,9,1408,..,27,118,211,214,120,53,36,17,798,2970,..,..,..,..,..,..,..,..,2970,..,656,..,..,..,..,..,..,..,656,..,502,202,95,76,25,3,0,0,895,..,61,33,22,13,38,28,24,14,239,..,56,37,13,11,3,4,0,3,131,..,97,89,52,42,47,40,16,0,380,..,69,136,158,232,403,413,389,208,2023,61,79,65,39,42,56,84,31,8,467,3038,1799,1718,1734,2126,2250,2085,1191,395,16337
POA3878,..,3,0,0,0,3,3,0,0,9,..,0,3,3,4,8,11,4,3,34,4,4,0,0,0,3,3,0,0,19,63,35,40,41,74,87,94,38,8,475,..,3,32,44,81,116,130,56,6,467,..,5,21,8,21,18,12,0,0,80,..,0,6,9,11,4,3,0,3,36,135,..,..,..,..,..,..,..,..,135,..,24,..,..,..,..,..,..,..,24,..,26,7,0,3,3,0,0,0,40,..,3,5,0,0,4,4,3,3,20,..,7,0,0,0,0,0,0,0,8,..,3,0,0,5,9,8,0,0,28,..,0,3,5,8,18,28,14,6,90,4,4,0,3,0,3,7,0,0,24,139,78,75,68,131,184,187,82,19,952
POA3880,..,3,4,0,9,10,3,8,0,43,..,5,10,12,28,57,88,90,36,320,7,8,4,3,3,6,12,9,3,49,207,108,128,146,202,319,389,210,64,1772,..,7,69,145,182,346,518,247,42,1551,..,26,50,46,42,67,54,16,0,306,..,3,24,34,33,16,5,3,11,134,416,..,..,..,..,..,..,..,..,416,..,94,..,..,..,..,..,..,..,94,..,75,29,14,16,5,0,0,0,138,..,15,0,0,4,3,4,10,7,40,..,5,6,0,0,0,0,0,0,14,..,3,7,6,14,17,11,13,5,85,..,5,21,28,65,118,164,131,55,586,4,7,14,12,8,19,27,17,5,124,426,246,218,285,370,593,794,440,121,3490
POA3882,..,0,0,0,0,3,3,0,0,8,..,0,0,0,6,10,10,9,0,36,0,0,3,0,0,3,3,0,0,12,75,34,50,38,80,82,79,41,8,491,..,3,41,58,87,97,106,65,13,469,..,8,21,12,18,15,15,3,0,87,..,0,0,7,9,6,3,0,4,31,167,..,..,..,..,..,..,..,..,167,..,31,..,..,..,..,..,..,..,31,..,31,9,5,8,0,0,0,0,53,..,3,0,0,0,0,4,4,0,15,..,3,4,0,0,0,0,0,0,12,..,0,0,0,0,7,3,3,0,15,..,0,6,7,14,34,21,18,0,94,0,3,7,3,3,10,3,0,0,27,166,84,91,94,135,174,158,91,20,1002
POA3885,..,3,0,3,5,5,0,0,0,18,..,0,0,0,11,24,19,11,6,79,4,6,3,4,3,6,3,0,0,32,143,87,70,101,141,167,86,37,10,842,..,8,57,97,152,176,133,58,3,681,..,17,37,45,47,43,8,0,0,201,..,0,8,15,24,11,8,3,0,70,286,..,..,..,..,..,..,..,..,286,..,78,..,..,..,..,..,..,..,78,..,55,13,11,9,3,0,0,0,91,..,3,0,3,0,8,0,3,0,19,..,0,0,0,0,0,0,0,0,5,..,0,0,6,5,7,0,0,0,20,..,0,6,7,26,70,48,24,8,199,3,15,3,6,10,15,8,4,0,60,290,174,122,197,275,328,208,93,14,1711
