POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA3732,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,6,17,3,3,0,19,6,5,0,0,11,7,4,3,0,21,3,3,0,0,8,3,3,0,0,7,8,3,0,0,8,7,13,0,0,22,5,6,0,0,9,0,0,0,0,3,0,3,0,0,3,3,0,0,0,10,0,14,3,0,21,3,0,0,0,3,80,63,19,0,166
POA3733,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,3,0,0,0,5,3,3,0,0,10,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,3,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,0,0,11,0,0,0,0,0,31,20,3,0,56
POA3735,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,10,0,0,4,0,5,16,0,0,0,22,5,0,4,0,13,17,11,0,0,26,8,8,0,0,10,5,0,3,0,11,7,4,0,0,8,10,9,0,0,21,3,9,0,0,15,0,5,0,0,10,3,0,0,0,4,0,0,0,0,3,5,10,0,0,21,3,0,0,0,3,88,69,17,3,175
POA3737,4,0,0,0,7,6,3,0,0,10,5,0,7,0,14,4,0,6,0,12,38,4,12,0,53,17,4,23,0,48,100,12,26,0,143,51,24,18,3,95,65,25,15,3,103,47,46,12,0,104,40,35,3,0,80,39,34,5,0,78,45,55,4,4,107,21,39,3,0,61,18,25,0,0,43,3,15,0,0,20,9,9,0,0,24,37,72,19,5,131,17,3,6,0,28,563,406,164,18,1145
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,8,0,0,0,11,5,3,0,0,6,5,3,0,0,8,7,0,0,0,4,0,3,0,0,3,3,0,0,0,4,3,4,0,0,11,3,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,16,10,0,61
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,0,0,6,0,0,0,0,3,3,3,0,0,6,3,0,0,0,7,4,0,0,0,3,5,0,0,0,9,0,4,0,0,7,4,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,29,17,10,4,56
POA3740,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,0,11,4,3,8,0,14,23,3,7,0,39,9,3,3,0,16,23,6,3,0,32,13,19,3,0,36,13,10,3,0,22,8,9,0,0,16,8,17,3,0,33,4,5,0,0,11,5,7,0,0,13,3,0,0,0,6,3,7,0,0,13,8,15,3,0,27,3,0,0,0,3,152,111,39,3,302
POA3741,3,0,0,0,4,3,0,0,0,8,3,0,6,0,10,3,0,0,0,8,21,0,9,0,29,9,8,11,0,25,64,9,13,0,86,50,9,18,0,80,42,15,6,0,70,38,32,0,0,76,20,20,3,0,44,25,16,7,0,49,40,34,3,0,71,19,18,0,0,35,7,7,0,0,17,4,12,0,0,16,8,14,0,0,25,28,46,15,0,90,10,0,0,0,16,413,257,93,5,766
POA3744,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,3,0,0,8,3,5,0,0,5,6,4,4,0,14,5,11,0,0,15,7,0,0,0,7,5,3,0,0,5,8,3,0,0,8,3,8,0,0,10,0,4,0,0,3,0,3,0,0,3,0,0,0,0,4,3,9,0,0,10,3,0,0,0,4,57,50,13,0,120
POA3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,0,0,7,10,3,0,0,15,9,0,0,0,10,5,3,3,0,12,7,5,0,0,11,3,5,0,0,13,3,0,0,0,3,3,3,0,0,9,3,3,0,0,10,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,0,0,7,0,0,0,0,0,55,36,3,3,105
POA3747,0,0,0,0,0,4,0,0,0,7,3,0,3,0,7,3,0,12,0,14,25,3,8,0,33,21,5,16,0,43,77,9,24,0,110,53,14,27,4,97,66,31,24,0,126,52,35,18,0,110,37,25,11,0,65,38,36,7,0,75,62,62,7,0,139,42,53,0,0,95,19,40,0,0,58,8,17,0,0,23,19,21,3,0,41,45,54,23,0,124,7,8,3,0,16,579,421,180,11,1191
POA3749,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,0,9,3,0,3,0,13,35,3,3,0,40,24,9,5,0,37,31,17,3,0,47,32,12,0,0,47,11,24,3,0,40,10,16,3,0,31,34,27,3,0,65,15,24,0,0,42,8,12,0,0,19,8,14,0,0,22,12,25,0,0,38,11,33,4,0,51,8,4,0,0,7,246,225,43,3,513
POA3750,42,18,11,0,69,0,6,7,0,12,5,11,10,0,32,0,11,14,0,18,17,30,17,0,72,16,32,29,0,79,52,71,24,3,151,33,97,23,4,159,51,141,27,0,218,64,157,20,0,248,43,157,20,0,228,57,121,14,3,191,116,224,21,10,372,62,147,5,3,222,30,73,0,0,109,16,39,3,0,58,20,40,0,0,59,34,95,13,0,146,12,27,6,0,41,686,1484,273,29,2466
POA3751,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,3,0,0,3,0,3,0,0,6,0,3,0,0,3,0,3,0,0,3,0,4,0,0,3,3,3,0,0,8,0,0,0,0,3,0,3,0,0,3,3,0,0,3,5,6,6,0,0,12,3,0,0,0,3,31,35,4,3,69
POA3752,35,23,20,0,75,10,7,9,0,24,19,12,20,4,53,4,10,24,0,34,69,16,39,3,126,24,49,83,10,162,175,80,80,4,341,120,123,105,7,354,121,258,81,3,464,146,306,90,11,557,107,317,74,8,504,114,359,61,10,546,227,741,68,11,1049,146,512,31,5,695,75,276,21,0,362,41,165,13,0,208,46,240,4,0,291,80,363,94,4,540,29,33,18,0,86,1587,3878,932,74,6477
POA3753,11,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,8,0,17,0,3,12,0,14,19,14,8,0,38,9,15,7,0,31,18,12,3,0,31,16,21,3,0,39,9,24,3,0,38,11,30,4,3,51,44,87,4,0,135,17,45,4,0,64,9,27,0,0,41,5,15,0,0,15,5,17,0,0,29,8,36,4,0,49,6,14,3,0,18,194,363,69,9,627
POA3754,56,22,35,0,116,12,10,8,0,29,20,8,40,0,77,5,3,58,0,66,70,33,90,0,199,62,48,180,0,293,213,102,190,0,501,164,179,181,8,531,224,376,180,8,787,247,466,151,18,881,174,562,127,5,868,207,602,78,6,898,514,1164,113,20,1809,290,760,42,6,1101,166,390,18,4,580,63,245,14,0,321,86,348,14,0,447,143,464,133,8,747,39,65,28,0,131,2760,5833,1685,90,10372
POA3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,5,4,0,0,0,5,3,0,3,0,5,4,3,0,0,6,0,0,0,0,3,3,0,0,0,5,0,3,0,0,4,3,5,0,0,8,3,0,0,0,3,5,3,0,0,3,0,0,0,0,0,0,4,0,0,9,0,7,0,0,6,3,0,0,0,3,35,32,11,0,79
POA3756,15,4,4,0,24,8,8,3,0,17,11,3,13,0,28,4,0,18,0,28,30,9,27,0,62,17,14,76,0,106,101,22,66,0,189,54,61,52,0,175,76,113,63,0,250,109,131,35,3,280,58,166,29,0,247,68,147,25,4,246,151,275,34,7,464,105,188,10,0,298,48,99,0,3,153,21,54,4,0,83,26,99,3,0,131,55,206,47,0,304,23,19,9,0,53,974,1627,520,20,3143
POA3757,10,5,3,3,26,3,3,3,0,9,7,0,13,0,24,0,0,6,0,7,40,12,21,0,70,18,7,31,0,58,93,23,49,0,164,52,34,43,3,121,81,82,44,0,200,76,77,26,3,183,28,93,17,0,148,56,105,18,0,181,104,198,20,0,321,71,164,11,0,239,31,80,0,0,112,16,46,3,0,68,26,83,0,0,111,55,157,29,3,243,20,20,13,0,56,795,1178,358,22,2345
POA3758,4,0,3,0,5,0,0,0,0,3,3,0,3,0,4,0,0,0,0,3,9,0,0,0,8,5,5,7,0,13,10,4,0,0,14,15,5,3,0,24,17,20,7,0,44,16,22,5,0,46,7,33,11,0,49,17,33,0,0,57,28,48,3,0,81,10,47,3,0,60,10,22,8,0,35,8,19,0,0,27,10,24,0,0,34,14,43,4,0,60,3,7,4,0,15,196,331,63,0,596
POA3759,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,3,0,8,8,0,3,0,17,8,4,3,0,10,10,5,5,0,19,7,4,3,0,13,8,10,0,0,19,5,12,0,0,20,13,28,0,0,37,10,19,0,0,31,3,14,0,0,17,8,10,3,0,18,14,19,0,0,36,3,33,4,0,43,0,4,0,0,5,97,153,39,4,289
POA3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,11,6,0,0,0,7,4,3,3,0,7,3,0,0,0,3,0,7,0,0,7,3,12,0,0,14,3,9,0,0,15,0,5,0,0,4,0,0,0,0,3,0,13,0,0,10,0,13,0,0,16,0,0,0,0,0,29,66,12,0,106
POA3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,10,3,0,5,0,12,21,3,3,0,28,8,5,3,0,17,8,9,4,0,19,9,14,3,0,22,3,10,6,0,17,9,17,5,0,26,13,25,3,0,38,14,22,0,0,34,14,18,0,0,27,7,9,0,0,14,3,21,0,0,23,6,28,3,0,42,3,0,0,0,6,111,170,44,0,318
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,4,3,0,0,6,0,0,0,0,0,18,16,0,0,34
POA3763,0,0,0,0,3,6,0,0,0,5,0,3,4,0,6,0,0,3,0,3,14,0,3,0,17,4,3,3,0,8,18,3,0,0,21,9,9,3,0,22,13,17,6,0,42,13,20,0,0,33,12,20,8,0,40,13,24,3,0,35,30,29,0,0,58,11,15,0,3,33,3,10,0,0,16,5,8,0,0,12,8,0,0,0,10,8,26,9,0,47,0,4,3,0,10,159,192,56,3,407
POA3764,16,4,8,0,25,5,0,3,0,11,8,3,8,0,14,0,0,10,0,14,40,4,29,0,70,28,8,54,3,87,131,16,34,3,181,65,42,48,4,159,77,68,31,0,182,79,81,36,3,194,39,99,27,3,171,50,91,16,0,162,111,169,17,3,301,48,139,10,0,198,35,69,0,0,109,12,43,5,0,56,30,93,0,0,124,66,124,52,3,248,27,24,0,3,51,865,1078,396,28,2366
POA3765,11,0,8,0,17,3,0,0,0,7,3,0,3,0,7,0,0,11,0,14,16,0,12,0,30,19,3,18,0,39,58,11,24,3,92,51,28,28,3,105,67,49,28,0,146,52,46,18,0,119,37,73,17,0,128,39,82,8,0,130,97,166,20,3,283,67,125,10,3,214,31,80,7,0,113,9,48,3,0,58,25,96,3,0,119,43,96,19,0,153,9,14,12,0,39,643,912,238,18,1810
POA3766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,4,10,3,4,0,17,19,6,4,0,25,21,7,4,0,31,12,16,7,0,30,8,13,0,0,25,12,9,3,0,20,13,33,0,0,52,10,24,0,0,32,12,11,0,0,25,0,7,0,0,15,3,10,0,0,12,13,20,5,0,41,0,0,0,0,0,142,166,35,3,345
POA3767,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,4,0,7,3,0,0,0,7,7,3,5,0,10,8,3,3,0,18,11,0,6,0,21,20,8,7,0,36,17,14,0,0,28,9,12,0,0,21,13,11,4,0,21,31,20,3,0,59,10,14,0,0,28,10,12,0,0,21,3,3,0,0,6,14,23,0,0,40,10,28,3,0,42,0,3,0,0,3,170,147,44,4,362
POA3770,9,3,0,0,8,9,3,0,0,9,0,0,4,0,7,0,0,3,0,4,15,3,3,0,25,9,0,7,0,16,32,4,9,0,43,20,16,16,0,48,32,34,12,0,75,37,33,5,0,80,20,44,11,0,70,29,44,5,0,82,47,85,9,0,152,17,45,6,0,69,17,26,4,0,40,7,10,0,0,12,20,32,0,0,56,19,46,13,3,80,5,7,3,0,19,339,437,121,7,902
POA3775,6,0,0,0,8,7,0,0,0,7,3,0,3,0,4,0,3,3,0,10,14,6,8,0,27,8,3,12,0,22,49,3,9,4,70,38,10,15,0,64,46,31,14,0,89,27,39,14,0,83,30,35,11,0,71,27,40,7,0,77,51,85,5,0,142,34,58,0,3,103,18,36,0,0,51,13,31,0,0,45,18,54,0,0,71,17,64,8,0,95,10,4,3,0,22,426,500,125,13,1061
POA3777,14,4,4,0,23,4,3,4,0,11,7,3,20,0,28,4,3,21,0,23,38,8,26,0,79,29,9,45,0,79,177,18,65,3,263,103,40,65,0,215,133,90,44,3,269,117,93,49,3,259,64,109,24,0,200,69,130,20,0,223,128,182,27,3,340,69,138,10,0,217,34,66,5,0,104,19,53,0,0,73,36,80,11,0,120,65,162,57,3,289,31,18,11,0,64,1145,1214,489,19,2871
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,7,3,3,0,0,8,5,3,0,0,3,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,4,7,0,0,10,0,0,0,0,0,23,22,4,0,50
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,11,3,0,0,0,0,8,0,3,0,12,4,0,3,0,8,12,4,0,0,16,7,0,0,0,7,3,5,0,0,10,6,3,0,0,11,4,0,0,0,4,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,11,0,0,0,0,0,71,25,14,0,105
POA3781,3,0,5,0,10,3,0,0,0,4,3,0,8,0,8,0,0,11,0,12,6,3,14,0,21,12,4,13,0,32,43,6,21,0,76,30,23,18,0,71,30,35,25,0,92,27,53,13,0,90,28,61,11,0,105,37,60,6,3,108,79,116,17,0,214,28,72,0,0,101,15,30,0,0,46,10,22,0,0,35,17,26,0,0,42,19,73,18,0,112,4,9,6,0,20,388,603,202,4,1198
POA3782,14,0,0,0,13,5,3,0,0,11,5,3,0,0,12,6,0,3,0,14,34,9,8,0,52,11,6,36,0,53,79,11,24,0,119,67,31,21,0,113,78,62,22,0,158,66,78,20,0,165,43,68,17,0,135,52,96,21,3,171,122,171,26,0,321,65,134,11,0,216,31,84,3,0,118,22,67,3,0,90,46,105,0,0,153,44,142,41,5,231,13,16,3,0,31,804,1083,263,10,2162
POA3783,9,0,0,0,8,6,0,0,0,4,3,3,5,0,4,0,0,3,0,3,12,0,4,0,11,7,0,8,0,16,26,12,10,0,47,13,9,5,0,33,18,18,11,0,45,27,29,3,0,58,9,21,4,0,44,12,27,5,0,49,28,50,7,0,86,19,41,3,0,65,8,27,3,0,32,0,23,0,0,28,8,26,0,0,30,13,39,14,0,59,7,3,4,0,6,210,334,84,4,637
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,16
POA3786,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,0,0,0,8,5,0,4,0,7,9,3,4,0,16,15,5,4,0,25,20,4,3,0,25,15,15,3,0,28,6,14,0,0,21,3,12,0,0,18,28,29,3,0,57,15,31,0,0,42,8,23,4,0,36,7,17,0,0,22,15,36,0,0,54,13,24,0,0,34,5,0,0,0,6,174,205,43,3,421
POA3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,5,0,5,0,10,11,0,7,0,13,6,0,3,0,12,7,3,0,0,9,7,4,3,0,21,5,9,0,0,19,11,7,3,0,16,12,32,7,0,47,17,18,0,0,29,4,16,0,0,22,3,15,0,0,14,12,25,0,0,39,7,18,7,0,31,0,3,0,0,3,104,158,34,0,299
POA3788,5,0,0,0,5,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,4,0,0,0,6,11,4,7,0,19,17,4,9,0,30,7,7,8,0,25,21,9,5,0,31,21,19,4,0,41,13,11,4,0,31,17,13,0,0,33,17,31,0,0,58,20,33,4,0,55,11,20,0,0,27,8,6,0,0,16,18,29,3,0,48,12,29,4,0,48,3,3,0,0,8,217,215,55,4,494
POA3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,7,0,0,0,6,3,0,0,0,3,0,0,0,0,7,0,5,0,0,5,0,4,0,0,3,3,4,0,0,10,3,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,17,7,8,4,0,13,0,0,0,0,0,34,32,11,0,82
POA3791,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,7,0,14,14,3,0,0,20,14,3,3,0,14,15,4,9,0,30,16,12,3,0,33,4,14,5,0,23,7,14,3,0,27,20,31,3,0,54,16,20,0,0,39,18,18,0,0,35,5,19,0,0,23,7,29,0,0,37,10,28,5,0,50,0,7,0,0,8,161,202,49,5,412
POA3792,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,4,3,0,3,0,6,3,0,3,0,10,8,3,3,0,13,10,5,4,0,15,18,8,3,0,22,15,11,3,0,34,9,13,3,0,24,3,11,0,0,16,13,26,7,0,36,7,20,4,0,28,6,4,0,0,8,0,7,0,0,10,9,15,3,0,29,6,23,4,0,31,5,0,0,0,3,114,137,39,0,294
POA3793,4,3,0,0,7,3,0,3,0,6,3,3,0,0,6,0,0,0,0,3,14,3,5,0,20,16,3,15,0,37,57,4,16,0,75,38,18,22,3,86,46,27,24,0,98,37,38,11,4,83,23,47,16,0,91,22,42,11,0,81,44,51,14,0,108,20,49,3,0,73,19,30,3,0,53,5,16,4,0,30,10,32,0,0,45,11,61,14,3,90,9,7,3,0,23,373,457,170,10,1013
POA3795,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,9,0,3,0,9,23,0,0,0,23,10,6,3,0,17,10,7,0,0,21,15,12,5,0,33,3,13,4,0,16,16,8,0,0,24,11,37,3,0,48,8,16,3,0,30,3,7,0,0,15,0,10,0,0,12,7,12,3,0,17,5,35,0,0,43,3,7,3,0,14,128,169,36,0,332
POA3796,12,0,7,0,16,3,0,0,0,4,11,0,11,0,19,0,0,12,0,17,31,3,21,0,58,25,11,31,0,74,95,18,35,4,155,78,33,44,4,156,72,67,40,3,175,78,134,31,5,244,59,96,24,0,179,63,121,18,3,202,144,260,32,0,441,80,176,17,0,270,26,119,4,0,153,23,58,0,0,81,21,103,6,0,123,57,144,41,3,242,23,23,6,0,55,890,1367,370,29,2661
POA3797,3,0,3,0,6,5,0,0,0,4,3,0,0,0,6,0,0,10,0,11,18,4,12,0,34,11,4,15,0,25,61,5,9,0,79,41,15,16,0,72,39,39,15,0,100,32,39,7,0,84,16,37,18,0,69,22,34,6,0,57,36,58,4,0,94,14,39,4,0,60,9,10,3,0,18,3,15,0,0,16,9,17,0,0,28,26,63,20,0,110,7,3,3,0,17,347,388,150,3,893
POA3799,6,3,6,0,9,9,0,0,0,13,5,0,8,3,16,3,4,19,0,26,33,5,30,0,64,25,7,41,0,78,81,23,42,3,155,47,32,36,7,119,68,69,41,0,183,68,65,26,0,156,35,61,16,0,109,36,43,15,0,90,67,68,7,0,141,24,39,7,0,65,10,23,0,0,33,3,6,0,0,11,8,8,0,0,17,35,84,47,0,175,16,10,13,0,38,578,547,358,20,1508
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
POA3802,54,26,20,0,106,24,11,15,3,47,15,20,35,0,68,13,9,40,3,60,112,50,63,4,223,69,68,78,7,224,332,115,76,8,535,182,213,97,5,506,197,274,106,16,596,139,303,103,10,552,106,312,84,4,507,113,280,44,6,438,252,548,73,11,887,142,354,38,3,538,50,211,16,3,281,36,130,11,0,169,37,206,9,0,251,128,451,113,4,687,37,39,23,3,98,2049,3599,1050,89,6785
POA3803,15,15,16,0,47,8,8,3,0,15,12,10,15,3,46,15,10,21,0,45,45,28,29,0,107,22,41,35,0,96,136,74,40,3,256,72,103,46,3,221,74,149,64,4,291,77,148,41,3,275,64,125,33,7,234,50,110,22,0,188,90,193,22,6,311,41,112,17,4,178,11,58,4,0,78,12,33,3,0,49,13,52,0,0,62,55,171,46,0,275,21,11,10,0,47,845,1466,486,39,2828
POA3804,16,0,0,0,20,8,0,3,0,12,9,0,3,0,13,3,0,9,0,7,23,12,10,0,46,19,12,6,0,38,73,18,8,0,95,49,33,12,0,98,48,58,16,0,122,55,80,11,0,147,30,84,8,3,125,37,84,10,0,131,72,174,21,0,264,60,152,3,0,210,26,103,0,0,131,26,93,0,0,120,51,228,8,0,286,47,157,24,3,230,21,22,3,0,47,656,1319,152,18,2147
POA3805,115,63,67,8,247,39,12,13,3,69,40,24,51,4,120,18,19,82,0,124,160,68,122,8,364,109,119,200,11,438,515,235,203,9,964,276,376,252,16,920,380,628,271,15,1300,338,766,198,20,1325,271,766,139,12,1194,256,746,135,24,1161,554,1492,172,31,2246,272,988,64,13,1336,128,566,30,5,736,59,343,21,5,418,82,515,21,3,621,207,930,180,6,1326,79,97,54,3,233,3902,8750,2287,192,15135
POA3806,64,34,35,6,142,35,5,19,0,60,27,27,42,3,97,17,10,49,0,79,135,38,86,5,269,69,50,138,8,267,433,99,154,10,696,299,172,178,13,659,349,439,198,14,1000,318,487,180,16,1006,212,512,117,6,841,259,626,114,14,1019,498,1300,162,13,1971,314,994,54,7,1373,168,573,35,5,786,90,425,29,3,539,174,818,24,7,1020,200,753,160,8,1121,81,68,27,0,172,3746,7445,1802,138,13129
POA3807,13,3,3,0,19,3,0,3,0,5,0,0,0,0,6,0,0,3,0,3,22,4,12,3,44,14,5,12,0,38,45,9,20,0,76,48,21,29,3,96,59,37,21,0,111,41,56,21,3,123,28,63,17,0,111,41,90,11,0,140,56,183,14,0,251,33,171,9,3,210,22,121,4,0,151,18,60,0,3,91,32,171,3,0,207,30,130,20,0,182,6,12,3,0,22,511,1144,211,21,1894
POA3808,3,0,3,0,7,3,0,0,0,3,3,0,0,0,4,0,0,0,0,3,4,0,3,0,15,7,4,3,0,10,16,3,4,0,22,15,9,5,4,29,27,18,8,0,54,20,29,8,0,53,11,19,3,0,42,19,30,4,0,56,33,79,4,0,120,28,67,0,0,91,12,44,0,0,62,14,32,0,0,40,26,74,0,0,94,13,66,10,0,91,0,5,0,0,4,252,476,68,3,802
POA3809,12,7,4,0,18,3,0,3,0,3,0,3,8,0,9,0,0,11,0,12,12,4,15,0,28,7,4,26,0,38,51,15,29,0,98,22,32,34,3,93,42,67,34,6,145,60,78,33,3,167,36,90,21,0,156,66,113,20,3,195,145,201,29,4,384,92,134,10,5,241,35,75,3,0,111,20,52,5,0,78,17,66,0,0,91,30,87,21,5,144,10,8,0,0,19,658,1044,308,26,2029
