POA_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA3480,240,481,4,17,28,122,0,15,85,360,119,513,4,20,20,71,19,62,48,150,163,665,0,0,3,10,0,0,18,58,23,73,3,4,3,9,16,30,18,49,46,119,8,11,455,1275
POA3482,18,36,0,0,3,12,0,7,3,29,10,42,0,10,0,0,3,15,5,24,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,7,12,0,0,39,118
POA3483,96,183,0,0,16,89,0,6,47,206,66,305,0,3,10,34,7,28,27,67,91,371,0,0,3,7,0,5,8,18,12,29,0,0,0,7,13,27,14,34,23,62,3,4,215,623
POA3485,51,94,0,4,5,29,0,5,10,47,23,88,0,0,4,14,3,10,8,23,31,114,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,5,0,5,3,15,0,0,80,215
POA3487,12,22,0,0,0,5,0,0,6,38,7,40,0,0,0,0,3,3,3,8,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,24,72
POA3488,13,23,0,0,4,12,0,0,4,17,3,26,3,7,4,11,3,6,6,30,12,58,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,31,88
POA3489,9,24,0,0,0,4,0,0,3,3,0,7,0,0,0,0,0,3,0,3,4,14,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,7,0,3,16,44
POA3490,174,339,0,5,17,71,0,0,55,221,67,303,3,10,15,38,21,61,36,117,107,419,0,0,3,14,0,3,10,29,13,44,0,0,3,6,19,39,22,46,28,88,3,3,312,845
POA3491,14,23,0,0,3,19,0,0,4,26,13,41,0,0,0,0,5,16,5,16,15,54,0,0,0,0,0,0,3,10,3,10,0,0,0,0,3,3,3,3,8,14,0,0,31,99
POA3494,65,139,0,0,10,45,3,15,27,122,46,179,0,6,5,21,6,29,14,54,55,230,0,3,0,0,0,0,3,15,7,19,0,0,0,3,9,18,8,19,18,39,4,4,146,412
POA3496,638,1258,11,56,71,337,21,108,318,1245,416,1748,49,195,57,186,143,448,249,827,667,2572,3,27,21,88,3,19,120,368,151,496,10,21,26,48,89,180,119,255,271,750,15,36,1592,4619
POA3498,576,1144,23,106,85,391,25,113,320,1296,453,1908,43,164,63,196,127,398,225,765,680,2673,6,18,9,33,9,21,70,184,92,263,9,25,14,37,54,111,73,167,167,428,11,20,1433,4269
POA3500,3397,6747,62,354,343,1579,104,473,1643,6455,2149,8866,125,504,240,747,484,1499,844,2749,2990,11618,27,134,136,473,57,205,764,2150,985,2959,65,199,143,319,516,1107,722,1629,1707,4591,140,294,8239,23240
POA3501,205,406,9,42,42,168,4,30,144,608,203,852,17,68,20,62,54,157,91,292,289,1141,0,0,3,5,0,6,23,55,26,68,0,7,8,16,16,28,24,54,49,118,0,3,539,1668
POA3505,498,990,12,53,56,267,11,51,280,1141,354,1514,32,117,57,167,116,340,199,627,556,2144,4,29,20,61,10,22,73,194,104,306,4,21,20,33,68,143,94,201,198,507,11,29,1262,3670
POA3506,4,6,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,0,3,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23
POA3507,21,43,0,0,0,0,0,5,7,30,7,34,0,0,0,0,3,5,3,5,10,43,0,0,0,0,0,0,4,19,4,19,0,0,0,3,3,5,6,10,7,27,3,3,43,118
POA3509,42,72,0,0,4,14,0,0,14,55,17,65,0,0,4,16,3,13,11,29,23,95,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,9,4,9,0,0,66,179
POA3512,54,114,0,3,6,22,0,0,26,95,28,128,0,3,3,8,3,15,6,32,39,158,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,3,3,0,8,0,0,102,276
POA3515,212,423,0,4,23,111,7,31,167,649,193,795,8,44,15,45,41,119,61,207,262,1006,0,0,0,4,4,14,30,94,33,106,0,3,11,14,16,37,30,57,58,166,5,12,532,1605
POA3516,76,144,0,13,11,62,3,10,39,151,58,235,3,9,10,34,9,34,23,80,84,314,0,0,0,0,0,0,7,23,10,27,0,0,0,3,13,21,14,22,21,48,0,3,185,516
POA3517,176,351,4,13,16,87,4,17,54,230,80,345,0,11,0,6,25,78,28,94,106,437,0,5,3,13,0,14,12,32,16,57,0,3,4,6,25,46,26,55,42,121,9,18,338,928
POA3518,150,290,4,24,16,57,0,0,44,180,65,264,3,10,18,60,17,43,38,111,97,377,4,15,0,8,0,4,13,39,17,62,0,3,9,18,26,56,33,73,57,134,5,7,304,812
POA3520,24,45,0,0,0,0,0,3,3,24,7,26,0,5,0,3,5,12,5,18,12,42,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,4,0,4,6,14,0,0,38,105
POA3521,65,130,3,11,12,77,3,24,34,148,63,258,3,8,7,20,15,37,26,68,83,330,0,0,7,16,0,10,9,21,14,41,0,0,3,3,10,23,14,30,24,73,0,0,178,532
POA3522,42,78,0,3,7,16,0,6,16,50,20,77,0,8,0,3,13,38,15,52,33,132,0,0,0,3,0,0,8,16,6,14,0,0,0,3,7,8,8,11,15,28,0,0,87,239
POA3523,549,1084,3,24,18,77,11,48,123,475,149,630,12,41,23,81,84,257,121,381,273,1007,0,5,11,26,0,10,64,171,73,212,0,10,9,25,62,120,76,151,147,366,12,32,984,2491
POA3525,196,386,3,11,14,57,3,12,60,237,72,313,3,4,11,30,20,59,31,95,106,410,0,0,0,3,0,0,13,38,18,46,0,3,7,13,14,27,20,43,36,90,3,9,338,890
POA3527,109,219,0,4,8,28,0,0,30,116,35,150,0,7,11,33,11,24,17,63,57,213,0,5,3,5,0,0,10,34,14,46,0,3,0,3,14,23,12,31,32,74,0,3,197,513
POA3529,9,13,4,12,3,10,0,6,9,31,11,57,0,3,0,3,3,10,8,14,20,72,0,0,0,8,0,0,0,3,3,11,0,0,0,0,0,0,0,0,3,11,0,0,27,99
POA3530,14,32,0,0,0,3,0,0,5,23,8,27,0,0,3,5,3,15,5,20,10,43,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,31,87
POA3531,20,39,0,0,0,8,0,5,9,51,13,57,3,12,3,8,0,7,4,27,22,83,0,0,0,0,0,0,3,5,3,5,0,0,0,0,5,8,8,13,11,14,0,0,49,145
POA3533,89,171,0,3,8,48,3,13,33,138,46,205,0,3,3,16,12,30,19,55,64,259,0,0,3,6,0,0,12,28,14,36,0,3,3,6,19,34,18,39,30,79,4,3,190,519
POA3537,163,312,3,11,8,61,0,3,54,218,65,293,0,3,8,28,13,31,24,64,89,360,0,0,0,3,0,3,12,30,14,39,0,10,0,3,12,24,13,34,26,68,0,4,276,741
POA3540,43,81,0,6,6,10,0,5,4,22,12,50,3,11,0,6,6,19,7,26,23,79,0,0,3,5,0,0,4,11,10,22,0,0,0,3,3,7,0,3,11,25,0,0,73,190
POA3542,19,40,3,12,4,22,0,3,8,18,14,53,0,3,0,3,3,7,3,15,15,70,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,3,3,6,0,11,0,3,46,121
POA3544,32,56,0,4,6,19,0,7,11,34,12,65,0,0,3,14,3,9,5,22,19,88,0,0,0,0,0,0,6,12,4,17,0,3,0,0,0,0,0,5,9,19,0,0,62,163
POA3546,49,104,0,0,4,9,4,12,12,65,19,90,0,0,11,26,4,18,17,44,36,137,0,0,0,9,0,0,5,22,9,32,0,0,0,0,3,3,3,5,8,35,0,0,100,272
POA3549,331,657,13,56,38,199,6,41,194,813,252,1110,15,52,17,47,48,159,77,260,328,1374,0,4,13,44,3,25,67,198,83,262,4,14,13,22,33,71,47,109,128,370,15,40,802,2437
POA3550,4034,7960,67,387,356,1666,80,380,1919,7554,2427,9986,166,688,330,1069,586,1809,1083,3561,3507,13548,24,114,181,631,62,228,855,2229,1121,3202,84,258,251,539,668,1395,1008,2195,2124,5390,219,457,9892,27361
POA3551,2955,5846,79,416,479,2207,110,498,2336,9398,2996,12513,185,778,382,1276,618,1916,1191,3974,4184,16493,14,62,105,375,28,91,410,1130,557,1656,48,161,102,224,268,562,416,945,971,2598,50,109,8161,25042
POA3555,2126,4238,19,108,151,705,43,185,1055,4089,1266,5088,64,272,146,481,346,1099,557,1849,1823,6931,8,56,55,218,29,118,438,1161,537,1551,52,156,83,185,350,754,490,1091,1025,2647,100,206,5074,14019
POA3556,1228,2449,32,172,126,620,36,178,654,2530,840,3495,41,171,69,233,225,724,340,1131,1183,4628,15,69,67,251,41,145,344,966,473,1439,28,85,51,108,244,529,323,723,793,2154,64,129,3263,9358
POA3557,75,156,4,18,11,65,3,12,57,223,77,319,4,29,5,11,16,50,29,89,106,407,0,0,3,6,0,0,10,24,9,29,0,4,4,3,11,21,12,30,26,61,0,9,211,630
POA3558,111,214,0,13,4,28,3,20,40,161,50,221,4,11,3,4,28,87,31,98,86,317,0,0,0,7,4,9,11,31,19,49,0,4,6,14,20,33,25,51,39,108,3,5,234,644
POA3559,80,148,4,16,10,47,0,5,31,123,46,197,3,23,3,4,12,33,18,61,66,250,0,3,0,3,0,0,4,11,9,22,0,3,3,6,7,18,15,25,20,44,0,7,161,451
POA3561,567,1118,16,70,54,251,13,57,206,872,284,1254,20,87,44,132,94,289,160,502,446,1757,0,6,16,53,3,16,60,170,83,251,6,18,17,31,58,124,79,173,158,424,12,26,1186,3323
POA3562,33,62,0,9,7,15,0,0,18,65,21,98,0,3,3,6,5,13,6,24,35,120,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,11,9,13,10,16,0,3,75,206
POA3563,110,216,3,9,10,60,3,21,34,150,57,240,5,21,5,15,18,58,30,95,82,335,0,0,5,7,3,7,17,46,19,62,0,4,0,5,11,27,18,35,36,101,0,3,226,647
POA3564,1826,3618,26,150,176,815,52,220,837,3366,1094,4551,77,310,148,497,290,903,518,1712,1615,6266,9,31,41,156,26,88,275,756,352,1030,28,73,57,127,207,441,293,634,642,1670,41,76,4120,11628
POA3565,10,26,0,0,0,3,0,4,4,27,7,32,0,4,0,9,0,3,5,11,10,47,0,0,0,4,0,6,0,0,3,7,0,0,0,0,0,3,0,3,0,6,0,3,29,82
POA3566,72,139,0,6,9,40,0,3,29,111,34,156,0,6,0,13,16,45,22,65,55,220,0,0,3,8,0,0,10,21,8,33,0,0,0,0,0,4,0,4,12,35,3,5,142,399
POA3567,93,189,3,12,12,60,3,9,33,139,47,212,0,4,9,16,12,38,17,60,68,270,0,0,7,23,0,3,4,14,12,42,0,0,3,8,4,11,9,11,15,51,0,0,180,510
POA3568,422,838,4,13,37,177,3,9,136,556,181,760,11,38,31,100,57,170,92,307,273,1071,3,5,3,20,0,5,31,93,39,124,0,3,4,15,37,78,46,97,83,217,13,18,789,2144
POA3570,99,203,0,0,15,74,0,3,37,157,59,239,0,6,14,53,17,51,32,118,94,355,0,0,0,8,0,9,10,37,16,50,0,0,3,6,11,20,14,25,28,73,3,4,221,630
POA3571,43,83,0,4,5,30,0,0,17,52,21,88,3,14,3,9,4,11,12,29,33,123,0,0,0,9,0,0,0,0,3,8,0,0,0,0,8,16,8,16,9,22,0,0,82,228
POA3572,15,28,0,0,4,20,0,0,9,41,17,67,0,0,3,7,3,14,8,20,20,87,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,3,3,41,124
POA3573,33,68,0,0,4,23,3,10,17,72,21,103,0,0,0,0,8,26,8,26,31,126,0,0,0,0,0,4,9,14,6,19,0,0,0,0,4,12,4,12,12,34,0,0,77,226
POA3575,98,195,0,6,8,47,4,9,38,167,45,227,0,9,9,27,13,26,19,63,71,292,0,5,6,21,3,3,8,24,19,56,0,4,3,8,8,23,13,28,38,88,3,3,206,575
POA3576,14,28,0,0,0,0,0,0,4,20,4,20,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,3,6,0,3,24,58
POA3579,654,1288,12,57,79,386,18,84,246,1013,351,1534,19,75,37,116,111,357,169,545,519,2083,0,3,10,39,10,26,59,175,79,237,8,17,23,38,73,148,97,201,172,443,17,35,1365,3851
POA3580,158,318,3,10,8,35,0,7,43,172,52,225,0,11,11,38,18,49,28,100,84,322,0,8,0,9,0,3,17,35,17,59,0,0,3,10,14,26,18,32,35,90,3,13,284,740
POA3581,19,38,0,0,3,5,0,5,6,35,11,51,3,19,0,6,7,20,14,43,28,90,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,0,44,133
POA3583,10,23,3,16,3,17,0,0,10,55,21,84,0,5,0,9,7,19,9,32,27,115,0,3,0,0,0,0,0,7,5,9,0,0,0,0,5,11,5,11,9,17,0,0,45,163
POA3584,128,256,0,12,16,73,5,17,65,283,86,378,0,4,8,35,25,76,36,117,128,500,0,0,0,6,0,0,11,29,15,35,0,0,5,7,11,30,14,31,31,70,0,0,283,818
POA3585,1128,2227,17,77,123,598,28,135,589,2326,757,3128,55,213,83,258,178,567,314,1045,1070,4172,3,18,44,154,13,43,209,583,266,798,23,69,39,89,129,265,194,424,461,1225,48,104,2702,7732
POA3586,76,150,3,12,14,58,0,4,47,203,59,279,6,35,8,35,26,80,45,151,110,431,0,0,0,3,0,0,5,13,8,17,0,0,0,3,7,7,7,7,13,31,0,0,193,610
POA3588,45,98,0,6,7,19,5,19,20,80,28,116,5,16,0,6,9,35,14,54,42,170,0,0,0,0,0,0,4,16,4,16,0,0,0,3,6,17,12,22,13,38,3,8,111,305
POA3589,36,65,4,11,4,35,3,10,18,66,27,123,0,5,0,11,14,34,18,53,46,175,0,8,0,0,0,0,0,0,0,8,0,0,0,5,0,0,4,9,5,15,0,0,87,259
POA3590,38,81,3,7,3,17,0,3,30,112,37,141,0,0,3,9,3,15,11,28,47,170,0,0,0,0,0,0,0,5,0,5,3,4,0,3,3,3,4,13,7,14,0,3,91,274
POA3591,22,46,0,0,3,19,0,0,6,32,13,52,0,0,3,4,5,14,4,21,16,69,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,7,0,7,3,8,0,0,45,127
POA3594,61,124,0,0,5,26,3,9,23,93,26,123,3,10,7,12,16,50,22,77,49,199,0,0,3,8,0,0,3,8,6,18,0,0,0,4,3,15,9,14,16,30,3,7,130,360
POA3595,69,135,0,14,3,17,0,0,20,91,26,122,0,0,3,9,14,39,18,52,46,174,0,3,4,20,5,15,16,32,19,70,0,0,0,0,3,12,3,12,26,82,3,9,144,397
POA3596,10,16,0,7,0,10,0,0,3,18,5,35,0,0,0,3,0,0,0,3,9,36,0,0,0,0,0,0,4,5,4,5,0,0,0,0,0,0,0,0,4,5,0,0,17,60
POA3597,54,99,3,10,3,9,0,0,21,70,22,90,4,27,6,21,11,24,24,75,42,161,0,0,0,0,0,0,7,12,7,12,0,0,0,3,3,11,3,12,7,16,0,3,104,284
POA3599,13,28,0,0,3,9,0,0,11,37,9,45,0,0,0,0,0,4,0,4,10,47,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,9,3,9,4,15,0,0,28,89
POA3607,15,35,0,0,0,8,0,3,7,36,11,44,0,0,0,0,0,4,0,4,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,0,0,36,92
POA3608,341,659,3,23,20,77,3,12,107,418,133,530,7,25,19,56,57,171,84,260,216,789,0,3,6,31,3,5,32,84,43,125,3,13,8,19,40,77,46,106,88,229,12,16,648,1696
POA3610,173,342,3,13,22,114,7,33,63,272,100,429,6,33,10,30,31,90,47,148,142,581,0,0,4,18,0,7,21,53,22,72,4,13,3,10,20,41,23,59,48,133,0,4,372,1056
POA3612,246,484,0,10,12,55,3,23,56,220,76,313,12,49,6,23,33,101,52,181,128,487,3,14,0,0,0,3,23,75,28,89,0,9,10,21,25,55,38,84,69,173,4,4,442,1157
POA3614,101,202,4,12,16,69,4,12,67,285,90,380,7,39,6,25,17,47,34,106,119,483,0,0,0,0,0,0,8,25,12,29,0,5,3,5,3,3,10,12,19,36,7,11,249,736
POA3616,591,1153,8,34,61,268,21,76,310,1260,396,1637,29,125,38,140,124,393,196,658,588,2291,3,8,15,56,13,33,76,213,102,314,3,20,16,37,58,118,82,180,180,493,12,30,1375,3971
POA3617,21,38,0,0,0,3,0,0,10,47,15,46,0,9,3,10,4,12,6,25,21,70,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,13,8,13,0,3,43,128
POA3618,76,157,0,5,5,31,9,24,41,152,49,214,3,16,4,21,16,56,25,86,82,305,0,0,0,0,0,3,8,22,7,24,0,4,3,8,10,16,11,29,19,51,4,9,187,522
POA3620,923,1843,17,98,96,451,29,116,435,1732,579,2401,42,183,73,240,172,527,297,946,873,3343,3,17,26,102,11,26,132,361,172,507,12,51,31,68,106,233,152,356,333,869,22,47,2154,6102
POA3621,254,501,6,46,34,150,12,38,143,583,185,820,12,55,9,36,54,167,71,251,260,1076,0,0,7,38,4,10,36,94,46,145,0,4,4,10,26,56,33,73,82,218,6,12,600,1797
POA3622,59,121,0,7,3,24,0,0,27,112,33,146,5,9,3,5,9,27,12,46,46,196,0,0,0,9,0,0,4,13,5,17,0,0,3,4,7,14,3,13,9,30,5,13,126,354
POA3623,134,257,0,0,3,14,4,19,39,156,48,189,3,9,3,15,16,57,26,75,72,263,0,3,0,3,0,7,18,47,24,63,3,8,3,6,20,53,30,69,54,130,3,5,258,658
POA3624,67,140,0,8,7,44,0,3,27,115,38,167,4,14,3,14,14,42,24,66,59,236,0,0,0,5,0,0,13,31,10,35,0,0,0,3,15,31,14,33,28,76,0,3,158,451
POA3629,919,1813,20,105,96,466,28,139,411,1617,560,2333,44,199,66,218,161,492,276,911,833,3242,5,25,43,147,21,62,226,637,289,870,12,40,54,103,160,348,225,495,511,1360,30,61,2291,6479
POA3630,2855,5675,59,368,381,1918,78,359,1734,6828,2252,9479,113,500,224,733,472,1495,812,2732,3062,12204,30,155,129,484,54,193,682,1904,898,2733,65,205,164,352,493,1059,717,1609,1618,4347,116,246,7647,22476
POA3631,1159,2297,47,252,189,884,38,167,800,3218,1072,4519,87,352,148,488,293,927,523,1768,1597,6286,3,25,39,153,8,27,105,293,160,488,16,51,28,57,108,240,150,357,306,845,29,56,3087,9484
POA3633,56,119,4,17,10,38,4,20,50,191,62,269,3,10,6,23,19,53,29,88,91,356,0,0,0,0,0,0,6,17,6,17,0,7,0,3,0,3,3,12,7,24,5,3,163,502
POA3634,187,374,0,8,28,120,5,30,104,430,139,592,23,81,20,75,52,162,96,319,238,908,0,0,8,37,0,3,17,49,32,88,0,6,9,17,20,33,30,58,54,145,8,12,485,1444
POA3635,62,128,0,8,3,13,0,3,23,101,30,126,3,10,7,15,22,57,25,79,56,208,0,8,0,3,0,4,6,26,9,41,0,3,3,9,9,22,18,35,29,77,0,0,147,413
POA3636,631,1249,12,86,59,278,15,52,246,987,331,1402,29,117,41,139,107,342,179,598,515,1998,3,5,16,62,10,30,117,323,143,419,12,34,25,59,67,157,105,247,247,664,11,26,1401,3932
POA3637,66,139,9,32,13,50,3,31,33,134,53,243,3,14,10,34,11,45,30,90,81,333,0,0,0,0,0,0,3,15,3,20,0,3,0,0,5,14,6,18,15,36,0,3,165,506
POA3638,249,493,12,47,28,129,7,24,103,433,143,636,8,41,14,51,25,77,54,165,194,801,0,7,10,39,0,3,28,69,42,127,3,16,8,20,30,68,41,100,81,224,9,20,535,1533
POA3639,84,168,0,0,3,15,5,12,16,60,17,82,0,6,0,4,17,50,22,60,41,142,0,0,0,9,0,0,8,27,15,38,0,0,0,0,9,22,9,22,26,64,0,0,151,371
POA3640,104,197,3,24,12,52,4,22,65,289,87,389,3,15,16,46,26,80,41,146,128,531,0,5,3,10,0,0,18,46,19,61,3,10,3,5,11,24,17,37,33,91,0,3,266,818
POA3641,138,267,4,39,18,87,4,20,71,295,95,444,9,41,4,14,24,65,39,123,133,565,0,4,3,6,3,9,17,42,22,62,0,3,3,5,16,34,19,40,44,102,4,16,323,954
POA3644,1109,2190,15,86,101,493,19,96,458,1843,589,2506,34,152,64,200,171,525,267,876,858,3382,3,17,39,131,15,66,149,415,211,625,11,40,33,69,105,216,143,329,356,956,25,42,2342,6574
POA3646,64,134,3,21,3,16,0,5,39,160,44,198,3,6,8,32,13,40,28,78,73,274,0,0,5,9,0,0,11,33,15,38,3,6,3,3,3,11,11,23,23,61,3,4,162,477
POA3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3649,45,91,0,10,7,23,0,0,20,97,27,123,4,10,3,16,6,24,17,49,45,175,0,3,0,6,0,5,10,23,9,37,0,4,0,0,8,15,10,17,19,54,4,3,115,323
POA3658,641,1259,17,73,69,311,27,100,366,1464,467,1943,37,157,62,209,132,432,237,804,700,2745,4,31,16,52,16,68,115,312,157,465,12,45,37,74,112,242,163,363,316,824,24,45,1681,4878
POA3659,93,182,0,9,11,33,3,12,37,143,48,200,5,22,8,42,21,51,35,111,82,313,0,0,0,3,0,7,11,23,14,34,0,0,0,3,14,39,20,37,30,70,0,3,208,563
POA3660,796,1576,15,62,72,329,21,102,277,1088,387,1580,30,130,54,169,177,548,258,846,640,2433,3,12,24,98,15,65,165,444,211,616,22,70,41,88,144,310,210,473,419,1086,30,59,1891,5149
POA3662,59,111,0,4,6,33,3,9,135,508,148,559,0,4,7,23,3,6,10,34,159,596,0,0,0,3,0,0,3,3,3,8,0,0,0,3,3,5,4,8,8,13,0,0,223,721
POA3663,25,49,0,5,3,9,0,0,11,42,11,62,4,14,0,0,0,0,3,13,17,76,0,0,0,0,0,0,0,8,0,8,0,0,0,3,3,4,3,5,3,12,0,0,51,139
POA3664,137,267,0,0,9,48,4,26,61,244,81,319,0,0,9,28,25,81,38,109,113,425,0,14,0,3,0,0,11,34,19,45,3,7,3,5,13,29,20,42,33,90,0,0,282,781
POA3665,58,110,0,7,7,15,0,0,11,51,22,73,0,3,4,10,11,25,13,46,31,117,0,0,3,7,0,3,7,21,12,32,0,0,0,3,0,3,5,9,11,37,0,0,106,270
POA3666,655,1302,0,8,43,218,4,30,205,821,258,1084,16,65,26,74,73,231,117,375,374,1453,0,0,11,44,3,12,76,213,92,268,10,26,22,46,76,164,106,232,198,499,16,35,1246,3283
POA3669,196,390,0,7,10,48,0,3,45,187,60,244,6,21,9,39,20,63,37,122,98,363,0,0,3,15,0,4,18,58,25,81,0,5,4,8,19,31,24,42,46,122,5,10,350,887
POA3670,77,161,0,4,6,23,0,3,22,89,31,124,3,5,6,24,22,68,29,91,64,215,0,0,3,14,0,0,9,18,12,26,0,0,0,3,6,16,9,19,17,48,0,0,163,425
POA3672,1332,2613,12,67,87,390,17,87,408,1616,524,2163,34,140,68,234,173,549,281,914,809,3074,3,15,43,164,11,48,234,637,292,862,15,37,54,109,158,312,222,466,519,1327,40,88,2699,7101
POA3673,266,523,0,15,22,84,7,26,91,366,120,495,7,40,14,55,26,79,54,170,176,667,0,3,3,7,0,3,10,42,19,52,3,7,0,8,14,25,23,41,40,94,0,4,478,1292
POA3675,251,489,4,19,32,134,5,21,113,428,148,604,9,44,12,35,39,128,63,207,216,812,0,0,3,10,0,7,24,72,28,79,0,4,8,9,15,30,25,50,54,132,3,9,516,1439
POA3677,1951,3866,30,148,158,722,51,225,983,3868,1218,4961,67,267,131,437,265,801,464,1514,1686,6476,12,67,68,231,31,110,390,1047,502,1454,30,101,84,177,286,606,401,882,898,2334,74,150,4610,12827
POA3678,849,1676,16,80,100,442,17,97,378,1549,514,2162,45,182,55,181,154,475,259,836,768,3002,0,11,6,18,6,18,53,133,63,176,4,14,7,15,59,114,72,145,135,322,13,29,1770,5026
POA3682,68,129,6,15,8,22,0,7,46,184,53,234,7,26,0,4,12,49,18,74,77,310,0,0,4,8,0,0,8,18,10,28,0,0,0,0,11,19,11,19,18,47,4,3,161,489
POA3683,227,454,3,16,14,70,4,22,103,411,125,510,9,29,19,58,37,123,65,209,191,718,0,6,6,15,0,3,19,42,23,64,9,20,11,18,24,43,36,86,58,148,3,4,479,1325
POA3685,339,669,4,29,21,92,0,6,154,608,187,733,10,50,19,58,52,165,85,273,271,1011,0,8,12,43,0,0,55,136,70,192,7,17,13,22,38,74,54,113,128,299,15,26,744,2002
POA3687,133,266,4,29,13,49,6,18,63,251,83,347,5,17,10,40,24,72,38,130,123,474,0,10,7,28,0,0,15,26,20,69,3,12,6,16,5,15,15,40,41,104,3,5,295,855
POA3688,147,290,0,8,17,79,3,25,88,343,112,451,4,23,11,29,28,81,40,137,155,595,0,0,3,9,3,11,14,38,22,58,0,3,3,8,17,32,23,44,40,102,0,3,340,988
POA3690,3442,6796,58,320,365,1683,81,372,1996,7756,2495,10136,166,678,267,863,526,1621,957,3163,3458,13296,22,93,144,521,67,243,834,2294,1060,3157,55,178,180,392,479,990,720,1563,1781,4719,122,243,8797,25055
POA3691,1060,2075,25,121,144,666,30,120,681,2756,873,3659,49,212,109,364,185,561,347,1133,1223,4795,0,3,17,67,12,36,132,335,161,441,12,37,24,51,60,128,100,214,257,662,14,24,2550,7552
POA3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3695,57,109,3,11,13,45,0,7,33,117,40,177,4,13,3,12,13,44,24,70,64,250,0,0,3,3,0,0,4,20,8,24,0,3,0,3,9,12,8,16,15,38,0,0,137,401
POA3697,84,156,0,0,3,25,0,3,36,139,41,162,0,4,14,42,8,36,24,78,67,240,0,0,0,3,0,0,7,10,4,13,0,5,3,7,0,3,8,13,14,26,0,0,158,424
POA3698,139,271,0,6,7,42,0,4,39,169,55,220,0,0,16,38,8,18,17,63,75,282,0,0,0,0,0,0,5,20,9,22,0,3,0,8,6,18,11,28,21,47,0,0,234,602
