POA_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
POA3767,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,28,12,16,14,3,0,0,0,0,7,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,0,0,0,0,0,0,0,0,30,3,19,43,49,29,38,19,17,0,3,0,3,7,0,3,238
POA3770,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,56,30,15,6,8,3,0,0,5,0,0,3,193,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,4,3,0,0,0,0,0,0,3,35,0,30,98,88,47,36,44,32,0,0,0,10,4,4,14,399
POA3775,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,82,22,18,35,9,0,0,0,0,0,0,4,247,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,7,9,0,0,0,0,0,0,0,0,38,3,37,84,125,57,42,72,18,3,0,0,3,4,3,18,467
POA3777,0,0,3,9,7,3,4,9,0,0,0,3,0,0,0,33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,44,161,185,68,65,69,56,3,3,9,4,3,0,33,702,0,0,0,10,3,4,6,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,23,15,14,9,9,3,10,3,3,0,3,10,137,3,143,300,299,173,148,166,122,16,13,23,32,11,7,66,1535
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,11,0,3,3,0,0,0,0,0,0,0,0,33
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,7,0,3,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,22,14,9,5,6,10,0,0,0,3,0,0,0,80
POA3781,0,0,0,0,0,3,9,10,0,0,3,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,67,26,23,21,11,0,3,3,3,0,0,6,230,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,16,12,12,4,0,0,0,0,3,0,0,69,0,21,89,126,72,76,73,42,7,3,7,3,8,3,19,548
POA3782,0,0,0,4,0,4,8,11,0,0,0,0,0,0,0,29,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,59,137,192,87,56,64,43,3,14,3,4,6,3,14,674,0,0,0,3,6,0,5,10,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,15,34,26,20,22,13,3,0,0,3,3,0,3,159,10,128,236,308,150,135,155,108,11,17,10,12,8,4,27,1326
POA3783,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,18,36,21,24,13,17,4,0,0,0,0,0,3,140,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,6,7,6,0,0,0,0,0,0,0,0,31,0,22,40,60,48,48,37,32,4,0,3,3,0,0,10,307
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,3,0,0,0,0,0,0,0,0,17
POA3786,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,22,10,14,11,11,0,0,0,0,0,0,0,110,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,8,9,3,4,4,3,4,0,0,0,48,0,23,49,38,40,29,36,19,3,12,4,10,6,0,0,274
POA3787,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,12,9,8,13,7,5,0,0,0,0,0,7,83,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,6,0,4,0,0,0,0,0,0,27,0,17,22,31,30,13,26,14,10,4,0,4,3,0,7,191
POA3788,0,0,0,0,0,0,3,7,4,0,0,3,0,0,0,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,24,24,4,20,9,0,0,0,0,0,0,3,132,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,10,6,3,5,0,3,0,0,3,0,0,66,0,20,53,57,60,36,49,31,9,5,0,7,8,3,7,339
POA3789,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,3,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,12,10,3,3,3,0,0,0,0,0,0,0,46
POA3791,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,24,12,16,9,8,0,0,5,0,0,0,0,119,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,6,0,3,0,3,0,0,0,0,0,36,0,17,53,48,34,36,24,18,0,5,3,3,0,0,5,251
POA3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,13,4,6,3,8,0,4,0,0,0,0,3,67,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,3,0,0,0,0,0,0,0,24,0,18,30,31,24,16,21,20,3,3,3,3,0,0,5,180
POA3793,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,70,33,14,24,17,4,0,4,0,0,3,3,252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,14,5,5,9,0,0,0,0,0,0,0,72,3,52,133,132,82,50,77,50,12,9,10,9,8,6,13,636
POA3795,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,26,6,3,11,0,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,20,0,28,43,43,34,18,16,4,0,0,6,3,3,0,11,215
POA3796,0,0,0,3,3,4,6,6,0,0,0,0,0,0,0,29,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,194,74,40,50,44,6,0,0,3,0,0,22,571,0,0,0,3,0,0,18,5,0,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,16,10,17,14,9,3,4,4,0,3,0,4,98,3,134,211,281,138,124,154,107,11,19,6,16,10,7,41,1270
POA3797,0,0,0,4,4,4,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,72,31,13,17,3,0,0,8,0,0,0,15,234,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,7,3,0,0,3,0,0,0,0,33,6,44,75,108,56,40,36,34,3,9,12,0,0,0,23,449
POA3799,0,0,0,0,7,0,3,3,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,72,124,33,26,23,3,0,0,0,0,0,0,20,329,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,22,14,12,19,0,0,0,0,0,3,0,3,98,3,71,150,206,115,76,104,21,8,11,5,7,9,4,50,827
POA3800,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,5,3,0,3,0,0,6,18,4,36,0,0,0,0,0,0,0,5,0,0,3,0,5,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,3,0,0,8,30,0,60,0,0,0,0,0,0,6,0,0,0,0,3,0,9,3,20,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,5,0,9,7,13,39,55,0,135,0,0,0,3,0,5,78,64,34,51,101,213,384,423,68,1419
POA3802,0,0,3,14,55,34,19,21,0,3,3,0,0,0,3,153,0,0,9,99,99,353,266,288,33,35,44,40,18,14,29,1340,0,0,0,0,6,13,19,9,5,0,0,0,3,0,3,68,0,0,7,39,22,17,6,5,0,0,0,0,0,0,0,99,0,0,0,60,34,43,14,3,0,3,0,0,0,0,6,166,0,28,114,186,97,55,31,21,7,6,10,3,0,0,21,571,0,0,0,3,0,8,8,4,0,4,0,0,0,0,0,33,0,0,0,0,104,88,38,10,0,4,8,0,0,0,7,270,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,20,81,471,517,844,729,400,76,55,94,68,48,43,88,3531,3,135,542,1459,1545,2447,2232,1588,240,259,332,234,183,115,292,11611
POA3803,0,0,0,3,16,16,15,8,7,3,0,0,0,0,0,69,0,0,0,20,36,159,101,77,12,35,14,20,19,15,5,515,0,0,0,0,3,10,11,6,3,0,0,0,4,0,0,38,0,0,0,15,3,8,6,0,0,0,0,0,0,0,0,35,0,0,0,18,13,15,3,0,0,0,0,0,0,0,0,46,3,25,69,86,31,29,9,7,0,0,0,0,0,0,7,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,21,27,8,10,0,0,3,3,3,0,3,80,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,3,38,165,225,399,507,333,58,80,145,68,48,50,59,2180,4,90,197,494,494,1102,1129,883,158,184,308,192,133,120,157,5660
POA3804,0,0,0,5,17,16,8,11,0,0,0,0,0,0,0,54,0,0,0,19,14,39,27,9,0,0,0,0,0,3,3,116,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,21,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,23,0,21,40,88,41,42,17,21,0,0,3,0,0,0,21,302,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,8,3,3,0,0,0,0,0,0,0,23,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,10,0,8,22,91,93,176,107,28,10,3,8,14,3,0,37,587,4,110,195,382,297,516,327,153,22,12,28,21,15,7,122,2208
POA3805,0,0,0,11,113,52,130,67,6,8,4,4,3,4,11,416,0,0,9,82,93,451,463,520,56,60,59,35,61,34,46,1973,0,0,0,0,13,29,24,11,3,8,4,3,0,7,0,107,0,0,0,17,13,22,9,5,0,0,6,0,0,0,5,87,0,0,0,36,17,30,3,8,0,0,0,0,0,0,3,100,12,88,296,549,309,212,182,100,10,12,20,17,5,3,42,1845,0,0,3,15,4,8,44,26,8,17,3,0,3,0,5,125,0,0,0,0,47,65,49,48,0,5,8,3,14,4,3,244,0,0,4,0,0,5,3,17,0,0,0,0,0,0,0,31,0,28,112,590,583,1455,1621,1006,207,149,216,176,178,133,135,6590,14,300,850,1864,1855,3752,4814,3806,586,594,609,537,505,367,503,20948
POA3806,0,3,6,20,79,60,189,138,17,22,12,18,16,5,7,592,0,0,9,66,35,254,359,419,36,78,44,46,62,33,27,1484,0,0,0,0,4,7,9,15,0,3,3,0,0,3,0,52,0,0,0,9,3,4,6,0,0,0,0,0,0,3,0,30,0,0,0,23,11,16,0,3,0,0,0,0,5,0,0,58,6,168,395,646,389,265,328,332,57,48,48,40,38,12,70,2841,0,0,6,12,7,20,39,17,15,10,9,10,8,3,0,165,0,0,0,0,21,14,16,8,9,3,0,3,0,0,4,88,0,0,0,3,3,5,29,38,4,0,4,8,6,3,0,108,0,34,91,344,296,470,507,335,50,39,51,61,49,36,64,2425,17,484,880,1545,1301,1881,2914,2872,484,452,454,379,416,260,365,14716
POA3807,0,0,0,3,11,4,17,9,0,5,0,3,0,0,4,61,0,0,0,8,3,8,7,4,6,0,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,19,66,106,73,43,72,62,0,3,4,0,0,3,6,473,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,63,33,22,34,13,3,0,0,5,3,0,5,201,3,52,118,259,176,140,217,138,13,16,17,15,17,3,23,1213
POA3808,0,0,0,3,3,4,5,0,0,0,0,0,0,0,3,23,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,53,22,16,19,21,0,0,0,0,0,0,11,198,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,15,11,4,0,0,0,0,0,0,0,3,65,0,42,59,98,76,36,48,28,0,0,0,0,4,0,27,421
POA3809,0,0,0,3,8,4,8,3,0,6,0,4,0,0,0,43,0,0,0,6,4,19,38,82,23,0,11,10,3,4,8,209,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,15,34,55,55,33,40,78,52,15,11,9,10,3,4,404,0,0,0,0,0,0,5,4,0,0,3,0,9,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,13,0,0,3,31,24,43,88,94,7,14,4,7,6,3,6,335,0,38,65,142,157,142,315,559,127,89,57,66,48,29,44,1874
POA3810,0,0,0,9,34,23,62,69,5,14,5,9,3,4,10,240,0,0,4,23,17,61,94,235,28,44,16,18,41,8,20,596,0,0,0,0,3,7,18,19,0,3,3,0,0,3,4,81,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,12,0,0,0,6,9,5,7,0,0,0,0,0,0,0,0,25,11,141,373,631,310,221,180,268,28,43,25,15,18,4,65,2342,0,0,0,3,12,13,20,29,3,5,10,3,3,0,4,99,0,0,0,3,9,29,10,12,0,6,3,3,7,0,6,79,0,0,0,0,8,3,15,38,7,3,4,11,0,0,5,93,0,23,57,219,168,333,607,520,71,71,72,51,63,43,46,2329,19,386,742,1154,835,1139,1840,2535,370,387,335,274,340,163,322,10837
POA3812,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,43,12,12,13,6,0,0,0,0,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,5,3,3,0,0,0,0,0,0,0,4,26,0,22,53,64,41,29,32,14,0,3,0,0,0,3,20,274
POA3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,3,0,4,5,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,12,0,9,11,23,9,10,8,15,0,0,0,0,0,0,3,84
