POA_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA3243,11,0,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,7,0,11,3,0,0,3,8,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,42,27,16,14,5,3,5,9,3,126
POA3249,31,14,8,22,8,3,0,5,0,97,21,7,3,21,11,0,3,9,0,80,117,14,96,48,22,19,36,54,3,421,6,0,3,0,4,0,0,9,0,21,9,3,5,12,0,3,0,4,0,34,0,0,0,0,0,0,0,0,0,10,14,3,5,6,6,7,5,9,8,71,244,173,125,138,75,36,52,101,17,958
POA3250,30,60,16,67,27,12,0,6,0,212,43,38,16,86,54,23,7,28,0,290,151,50,461,242,99,91,125,234,19,1484,7,0,3,9,19,13,8,26,0,91,6,10,7,38,17,13,7,25,0,131,3,0,3,3,3,4,4,5,0,34,19,11,24,32,9,12,16,46,11,169,341,569,554,526,277,186,169,397,44,3076
POA3251,5,6,0,0,0,0,0,0,0,14,6,0,0,0,0,3,0,0,0,7,11,0,23,8,0,3,4,6,0,59,0,0,0,0,0,0,0,5,0,7,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,12,38,18,22,14,6,7,7,18,0,130
POA3254,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,18,5,0,0,8,8,3,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,8,6,20,9,3,5,10,11,5,73
POA3260,27,20,8,12,4,5,0,3,0,89,29,11,10,29,15,3,0,8,3,104,115,23,164,67,43,23,44,72,4,548,3,3,0,3,3,3,0,11,0,32,7,0,0,17,3,4,7,10,0,40,0,0,0,0,0,0,0,0,0,4,25,7,9,6,8,3,9,10,0,82,259,273,201,155,97,49,64,115,15,1229
POA3264,6,5,0,7,0,0,0,0,0,23,5,5,0,23,12,5,4,3,0,49,32,13,92,36,12,18,15,21,4,247,0,0,4,0,0,3,0,3,0,10,7,0,0,0,0,0,0,6,0,14,0,3,0,0,0,0,0,0,0,5,3,3,5,6,0,3,3,6,9,36,77,109,112,84,42,35,27,45,10,532
POA3265,39,12,3,6,8,3,3,7,0,68,25,8,8,20,9,0,0,3,0,70,115,7,76,33,21,17,20,38,5,333,5,0,0,3,7,0,0,6,0,27,17,0,0,4,3,0,3,3,0,28,0,0,0,0,0,0,0,0,0,3,13,0,3,0,3,0,3,8,3,37,253,151,91,76,56,29,32,71,11,765
POA3266,16,13,7,4,3,3,0,4,0,49,17,10,3,10,3,0,0,4,0,57,101,3,106,34,16,15,40,64,4,379,0,0,3,4,0,3,0,7,0,20,9,0,3,8,6,3,0,4,0,26,7,3,0,0,0,0,0,0,0,10,5,3,0,3,0,3,7,18,3,39,185,117,125,74,37,30,50,104,16,746
POA3267,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,10,3,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,11,9,3,3,0,3,7,0,54
POA3268,29,12,0,10,0,3,0,3,0,53,20,10,8,8,3,3,0,6,0,62,109,9,78,24,7,10,28,47,3,307,10,0,0,0,0,0,0,0,0,12,12,0,0,3,3,3,0,6,0,22,0,0,0,0,0,0,0,0,0,9,17,0,4,3,3,4,0,9,0,45,235,118,101,55,32,19,31,87,8,691
POA3269,9,3,0,3,0,3,0,0,0,15,8,0,3,0,0,0,0,0,0,17,35,6,16,8,3,0,0,16,3,87,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,16,77,36,21,19,8,10,0,31,3,213
POA3270,0,3,0,3,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,9,8,0,6,3,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,19,8,5,7,4,0,7,0,70
POA3271,4,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,11,9,0,4,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,9,4,3,0,0,0,10,4,55
POA3272,13,8,0,10,4,0,0,0,0,41,11,3,0,9,4,0,0,3,0,34,36,0,48,23,11,5,9,25,3,166,0,0,3,0,0,0,0,3,0,10,4,0,3,3,4,0,0,3,0,17,0,0,5,0,0,0,0,0,0,3,4,0,3,0,0,4,0,6,7,21,94,60,67,49,35,18,15,40,11,381
POA3273,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,26,0,3,0,0,0,0,5,3,43
POA3274,7,0,3,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,12,9,0,3,3,3,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,16,6,4,7,0,3,3,3,68
POA3275,0,5,0,0,0,0,0,0,0,5,4,0,0,3,3,0,0,4,0,14,4,4,30,5,9,6,9,4,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,13,33,36,12,17,11,12,6,7,147
POA3276,8,3,3,0,3,0,0,0,0,19,3,0,0,3,0,0,0,0,0,16,22,0,11,4,3,0,4,4,0,59,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,12,44,19,17,11,13,0,13,12,0,145
POA3277,14,6,0,5,4,3,0,3,0,41,10,3,4,13,4,6,4,4,0,53,55,8,90,23,29,12,17,37,4,282,3,0,0,3,3,3,0,0,0,10,3,0,3,4,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,9,3,3,4,6,0,0,6,0,31,116,116,110,60,63,26,29,49,6,583
POA3278,4,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,12,3,0,14,5,3,0,5,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,15,16,10,13,0,11,9,0,82
POA3279,3,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,9,15,0,7,4,0,0,5,3,0,41,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,6,34,11,8,9,10,0,5,3,3,89
POA3280,80,160,59,102,68,38,7,26,3,541,110,150,99,251,161,74,18,51,6,917,363,123,1268,476,324,275,239,360,29,3462,19,6,15,47,43,30,12,32,0,205,26,9,27,79,37,45,17,32,0,268,11,18,13,5,8,6,0,12,5,77,21,48,42,52,30,27,22,61,33,338,984,2593,1597,1222,896,587,337,669,96,8977
POA3281,4,15,3,9,0,3,0,0,0,37,15,10,0,14,12,3,0,3,0,59,47,7,88,19,14,13,12,18,0,231,3,0,6,0,3,0,0,3,0,9,3,0,0,3,3,5,0,3,0,15,0,0,0,0,0,0,0,0,0,4,10,0,4,6,6,3,0,0,0,20,104,153,111,57,53,30,18,34,4,558
POA3282,9,13,3,6,5,3,0,0,0,40,7,7,11,24,10,3,3,3,0,71,40,11,115,49,24,18,23,45,3,331,0,3,4,3,5,0,3,6,0,20,3,0,4,0,0,0,0,4,0,13,3,0,0,0,0,0,0,0,0,7,3,3,7,5,0,8,3,8,0,37,93,161,156,103,57,33,33,66,4,719
POA3283,14,9,4,0,7,3,0,0,0,38,4,8,4,12,4,6,3,0,0,38,29,3,56,15,6,8,6,25,3,157,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,7,32,90,105,68,44,29,23,17,38,14,431
POA3284,20,13,6,11,14,5,0,3,0,67,24,12,4,23,5,5,0,4,0,82,65,6,132,32,17,12,19,32,3,316,3,3,0,0,0,5,0,9,0,17,8,5,3,3,3,3,0,3,0,31,0,0,0,0,0,0,0,0,0,6,4,3,7,3,0,0,3,10,0,28,191,287,155,113,71,33,25,73,14,963
POA3285,14,3,0,11,3,0,3,0,0,29,10,3,0,6,8,0,0,0,0,26,32,3,37,19,5,11,22,18,10,160,0,0,0,0,3,0,0,3,0,5,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,12,0,0,3,0,3,3,3,0,23,91,87,43,40,21,16,32,33,7,377
POA3286,4,0,0,0,0,0,0,0,0,8,7,3,0,0,7,0,0,4,0,26,15,0,16,11,3,0,4,12,0,65,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,48,17,16,9,15,4,4,31,0,151
POA3287,8,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,3,0,7,6,0,13,4,4,0,8,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,13,38,21,16,11,14,0,12,20,4,131
POA3289,11,5,0,4,0,0,0,0,0,20,7,3,0,3,0,0,0,3,0,15,27,0,19,6,4,8,3,15,0,83,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,4,0,0,0,10,0,3,0,0,0,0,0,0,0,8,9,0,7,0,0,0,0,0,4,20,76,45,20,16,17,13,7,19,7,225
POA3292,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,4,7,4,0,3,3,3,43
POA3293,6,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,5,20,0,3,3,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,43,10,3,11,6,3,0,9,0,86
POA3294,22,4,3,4,0,0,0,3,0,35,3,3,6,7,3,3,0,0,3,30,46,3,32,14,3,3,0,10,0,113,0,0,0,4,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,4,20,124,75,40,30,28,16,3,16,8,334
POA3300,26,47,14,30,17,12,3,6,0,148,44,43,22,84,42,23,8,12,3,269,162,51,452,160,114,89,76,130,12,1248,13,3,4,16,24,17,4,19,0,94,7,5,6,19,18,12,9,12,0,90,4,6,0,3,0,0,0,0,0,22,12,11,10,21,6,10,14,16,8,107,389,699,534,392,280,186,127,197,35,2834
POA3301,8,10,3,3,8,3,0,3,3,41,22,4,0,8,11,0,0,8,0,46,58,4,27,14,11,9,11,15,0,148,0,0,0,0,0,0,0,0,0,6,5,0,3,0,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,16,133,98,37,34,42,16,18,36,4,417
POA3302,3,3,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,0,0,12,7,0,5,5,0,0,4,7,0,31,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,22,10,14,4,4,6,3,0,85
POA3303,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,8,11,0,9,8,3,0,3,4,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,27,12,15,14,3,0,10,6,0,86
POA3304,16,8,0,5,6,0,6,0,0,52,12,6,3,14,10,4,0,0,0,51,55,10,93,41,24,13,49,44,9,323,0,0,3,3,7,4,0,7,0,23,3,4,0,3,0,3,6,3,0,26,4,0,0,0,0,0,0,0,0,6,10,3,3,4,0,3,10,5,3,47,127,81,104,89,53,31,70,61,10,633
POA3305,29,65,10,28,22,3,9,14,0,177,40,55,22,94,59,12,14,14,3,317,129,72,608,194,127,60,194,179,22,1585,10,3,14,19,17,14,7,11,0,99,12,12,8,22,16,9,17,22,0,114,4,8,8,0,0,3,3,5,0,28,16,11,13,16,13,11,35,33,10,157,360,741,711,438,294,129,288,283,45,3284
POA3309,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,3,3,27
POA3310,3,6,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,3,7,0,7,5,3,0,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,13,12,11,3,0,3,8,0,68
POA3311,9,15,0,4,3,0,0,0,0,28,4,4,0,12,0,0,0,4,0,27,22,8,38,28,13,12,21,18,0,156,0,0,0,0,6,0,0,4,0,13,3,0,3,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,5,3,19,49,69,51,50,26,16,23,42,3,339
POA3312,12,3,0,3,0,0,0,0,0,24,6,0,0,3,3,0,0,4,0,24,41,0,20,7,11,5,10,12,0,114,3,0,0,3,0,0,0,3,0,11,11,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,3,0,11,102,39,21,27,18,9,11,31,3,261
POA3314,20,6,0,0,0,3,0,3,0,28,12,3,4,0,3,3,0,4,0,29,31,3,17,9,7,3,0,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,0,0,0,7,80,43,20,18,11,5,4,19,4,194
POA3315,16,7,0,4,0,0,6,0,0,33,12,0,0,10,0,0,0,0,0,28,50,5,50,24,11,14,11,21,3,187,4,0,0,4,0,0,0,5,0,9,7,0,0,3,10,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,19,6,3,0,0,0,0,7,0,37,147,74,60,44,35,18,16,35,3,440
POA3317,3,3,0,0,0,0,0,0,0,13,0,0,0,3,3,0,0,3,0,6,11,0,5,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,12,7,4,4,0,3,11,0,61
POA3318,11,6,0,4,4,0,0,5,0,36,16,7,0,7,5,3,0,0,0,33,29,0,31,18,14,8,7,18,0,130,3,0,0,3,3,0,0,0,0,15,6,0,0,4,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,14,91,61,37,41,28,20,12,32,0,326
POA3319,10,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,10,0,9,5,3,0,5,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,32,19,9,14,0,0,3,11,0,89
POA3321,11,7,3,3,15,0,0,3,0,41,12,7,4,10,14,4,0,4,0,60,40,7,97,16,16,9,26,25,4,233,3,0,0,0,3,0,0,3,0,10,3,0,3,0,3,3,7,6,0,22,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,20,110,123,126,48,62,19,35,41,5,573
POA3322,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,0,4,6,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,14,7,10,9,4,0,7,0,3,52
POA3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,3,0,0,0,0,0,31
POA3324,4,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,5,17,0,10,3,3,3,6,10,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,14,40,12,7,8,4,5,6,19,0,116
POA3325,9,0,0,0,3,0,0,0,0,11,3,0,0,3,0,0,0,0,0,10,13,3,19,3,3,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,17,20,7,5,0,3,7,0,96
POA3328,5,3,4,12,8,0,0,3,0,28,8,9,5,16,5,0,4,4,0,60,26,4,112,29,16,10,15,34,6,267,0,0,0,0,0,7,3,0,0,10,3,3,0,6,6,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,3,4,3,35,77,131,137,77,47,25,31,48,11,586
POA3329,3,0,0,0,3,0,0,0,0,12,4,0,4,3,0,0,0,0,0,11,8,0,11,10,0,3,7,6,0,38,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,12,26,19,15,18,10,3,6,3,3,103
POA3330,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,5,0,5,0,0,0,4,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,4,0,0,3,9,3,41
POA3331,23,27,22,22,22,8,9,10,0,144,34,31,23,58,32,14,10,13,3,213,83,22,364,109,96,56,56,81,15,878,3,0,3,3,8,8,4,5,0,38,8,4,5,12,16,7,5,7,0,63,3,0,4,0,0,3,3,0,0,12,7,7,11,12,8,6,0,10,5,64,220,406,452,264,213,117,88,131,31,1926
POA3332,3,4,7,3,5,3,0,0,0,26,3,4,3,10,5,0,0,3,0,27,15,5,56,15,18,4,21,17,3,155,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,34,50,76,32,37,12,22,29,3,299
POA3333,7,0,0,0,4,0,0,0,0,15,8,0,0,0,0,0,0,0,0,15,15,0,26,7,8,0,16,10,3,92,0,0,0,0,0,0,0,3,0,9,4,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,19,60,47,41,20,25,11,16,23,3,246
POA3334,4,3,0,0,0,0,0,0,0,12,3,0,6,8,0,0,0,0,3,17,11,0,12,0,3,0,4,9,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,9,25,35,19,14,11,3,7,15,9,134
POA3335,12,8,30,17,29,6,11,7,0,129,28,40,27,59,60,22,8,18,9,275,45,7,211,50,75,30,59,51,10,546,3,0,3,6,11,4,0,0,0,28,3,4,4,10,12,4,3,3,0,45,0,0,6,0,3,3,6,0,0,17,6,3,7,10,5,3,15,7,14,76,190,450,327,215,314,118,135,114,54,1909
POA3337,94,93,67,103,112,41,37,40,0,581,144,145,113,303,207,63,66,41,15,1092,310,133,1449,555,441,232,466,389,68,4044,14,8,22,41,48,44,30,28,5,234,32,15,29,104,57,34,62,39,6,377,4,15,14,20,15,10,16,11,4,112,26,22,49,53,43,37,56,44,51,382,832,1421,1839,1394,1167,570,798,647,171,8841
POA3338,67,59,35,54,61,29,21,20,5,354,77,91,78,195,146,43,40,53,10,730,174,77,869,338,286,148,257,219,38,2416,6,6,9,19,28,20,14,20,0,121,23,14,18,55,35,22,27,22,0,217,4,3,12,3,13,3,9,12,0,49,15,23,30,21,30,24,36,32,19,228,577,1088,1137,864,848,366,474,430,102,5876
POA3340,64,102,41,65,66,25,13,14,4,397,100,96,70,155,134,38,23,25,12,646,254,102,975,298,269,120,271,210,46,2539,18,3,15,11,29,22,8,15,0,123,20,13,17,58,51,22,24,20,3,235,8,7,10,7,13,0,7,6,0,54,32,14,32,30,30,11,16,31,14,206,753,1397,1207,743,742,319,384,356,92,5991
POA3341,10,14,4,3,3,3,0,4,0,39,11,3,7,12,13,0,0,0,0,48,16,7,95,12,19,12,30,29,4,230,0,0,0,0,3,0,0,0,0,6,3,0,0,0,4,0,0,3,3,15,0,0,0,0,0,0,0,0,0,3,5,4,0,7,0,3,4,4,3,26,72,118,115,49,61,20,42,48,9,545
POA3342,10,22,3,9,12,0,0,0,0,65,14,18,8,18,19,4,0,4,0,87,40,16,147,48,55,19,35,35,10,411,0,0,3,0,3,0,0,0,0,17,4,4,5,12,4,4,0,0,0,28,3,0,3,0,3,0,0,0,0,6,9,5,3,3,5,5,4,9,0,43,131,237,185,120,129,49,52,55,19,972
POA3345,11,4,4,0,6,0,0,0,0,29,3,8,5,12,4,0,0,3,0,46,23,6,50,14,13,14,9,19,0,152,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,14,62,83,72,47,44,21,14,25,3,371
POA3350,216,329,101,204,202,83,40,42,17,1228,248,337,194,430,307,143,29,55,23,1767,555,265,2135,844,624,425,297,483,63,5678,26,18,27,55,76,78,20,55,3,356,42,35,37,91,66,59,26,37,4,392,17,42,22,21,21,8,8,5,7,154,41,56,56,61,49,54,35,54,39,447,2278,6408,2850,2341,1994,1107,507,891,239,18614
POA3351,38,35,13,29,16,11,0,6,3,154,39,26,27,66,45,17,4,12,0,236,135,42,424,109,86,62,101,97,19,1079,10,0,11,5,15,7,7,18,0,67,14,7,14,17,12,6,4,17,0,88,3,0,4,3,3,3,0,0,0,26,18,8,24,10,17,8,10,14,10,122,357,481,522,306,249,135,137,178,41,2396
POA3352,64,90,26,71,51,15,11,14,3,345,68,83,46,106,101,31,10,22,11,475,331,74,767,212,199,94,194,173,22,2070,7,3,8,15,28,4,0,21,0,87,19,11,19,24,34,10,11,16,0,142,4,7,3,0,6,3,5,0,0,31,33,18,30,14,15,26,21,21,18,200,754,1233,941,547,571,221,268,301,73,4902
POA3355,20,47,26,27,23,11,8,12,0,174,14,27,24,61,39,22,11,17,3,227,74,42,406,163,118,86,68,134,12,1107,5,4,7,11,21,18,8,11,0,79,3,0,11,26,10,7,10,9,0,85,3,5,3,0,3,0,0,4,0,21,14,9,15,16,14,19,16,30,18,141,244,660,523,372,309,192,131,252,44,2733
POA3356,28,51,19,37,28,16,4,5,10,197,44,48,29,138,89,37,8,36,9,439,127,60,712,288,188,154,148,197,21,1903,3,3,13,28,14,26,10,24,3,121,10,4,8,34,19,14,5,17,0,116,3,6,3,4,0,3,3,0,0,24,9,13,17,15,5,16,16,34,10,132,307,710,835,650,429,314,212,352,62,3871
POA3357,17,28,6,11,13,4,0,4,0,86,24,22,14,20,20,7,0,0,0,112,32,18,131,38,29,15,16,27,4,322,0,0,3,0,6,0,0,0,0,14,3,3,3,0,6,0,0,0,0,13,0,3,0,0,0,0,0,0,0,13,3,6,4,6,3,7,0,0,0,32,180,460,179,124,127,39,30,42,14,1194
POA3360,3,0,0,3,0,0,0,0,0,10,0,8,0,0,3,0,0,0,0,16,16,3,22,8,10,3,4,7,3,84,3,0,0,0,4,0,0,3,0,12,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,13,34,35,26,26,18,3,11,15,8,181
POA3361,3,3,0,3,4,0,0,0,0,13,6,0,0,8,3,3,0,0,0,15,16,0,20,3,3,3,3,4,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,39,23,24,14,8,12,6,9,3,132
