POA_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA3860,10,18,9,13,26,20,5,23,0,125,4,14,11,12,9,22,12,17,32,129,179,397,343,365,472,493,285,507,63,3089
POA3862,4,12,3,5,8,11,4,7,0,52,6,3,8,7,8,12,4,9,11,68,76,194,147,162,215,237,118,256,39,1441
POA3864,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,9,11,12,16,10,21,11,23,0,107
POA3865,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,8,30,12,23,33,35,17,33,3,199
POA3869,0,3,3,0,3,3,7,7,0,22,3,0,3,0,7,4,0,0,10,29,53,112,75,99,128,91,65,128,16,777
POA3870,0,4,0,0,3,0,0,0,0,9,0,0,0,3,0,4,0,5,7,19,30,87,58,69,77,68,43,98,11,549
POA3871,0,4,4,3,4,8,0,6,0,29,6,9,10,3,9,3,3,10,9,53,54,165,163,153,161,166,105,205,25,1207
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,17,14,15,24,15,34,4,138
POA3874,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,8,41,32,23,37,34,17,56,8,249
POA3875,10,43,36,38,48,57,35,56,8,333,19,34,18,28,51,55,9,31,63,300,377,944,860,1073,1276,1113,622,1057,153,7474
POA3878,0,0,3,0,0,3,0,0,0,11,0,3,3,0,4,0,0,0,3,16,36,47,56,58,67,68,33,58,7,434
POA3880,0,12,4,6,6,6,3,3,0,41,0,3,10,3,14,7,0,6,10,55,56,176,140,173,185,184,93,146,27,1182
POA3882,0,0,0,0,0,5,3,4,0,15,4,7,3,0,0,0,0,7,0,24,30,73,59,65,64,72,48,46,4,460
POA3885,0,0,4,3,4,3,0,3,0,24,3,3,3,3,3,7,5,3,11,37,43,107,102,105,125,117,67,148,23,836
POA3886,0,4,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,5,14,6,27,13,26,20,23,7,28,5,151
POA3887,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,16,10,19,20,20,12,14,5,25,6,120
POA3888,3,9,3,0,7,10,4,3,0,43,3,0,8,0,10,10,3,0,12,49,58,193,136,175,161,176,75,205,38,1218
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,4,5,3,0,14,3,48
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,17,10,12,12,8,4,23,6,102
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,3,5,3,10,0,44
POA3892,0,3,0,3,0,0,0,0,0,13,0,4,0,0,0,0,0,3,0,13,32,73,58,55,38,37,23,47,7,372
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,15
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,15,8,12,14,7,29,0,92
POA3896,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,11,7,19,20,23,16,24,13,33,3,168
POA3898,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,3,3,0,4,14,20,38,29,42,40,49,33,77,8,336
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,9,5,3,11,3,28,0,75
POA3902,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,3,3,15,11,22,16,25,22,32,11,25,9,168
POA3903,0,0,0,0,0,3,0,0,0,8,6,0,0,0,0,0,0,3,3,12,15,43,35,32,46,37,20,49,7,286
POA3904,0,0,4,0,6,3,0,0,0,18,3,3,3,3,5,3,0,0,3,19,30,76,70,79,87,87,37,58,5,525
POA3909,3,17,16,17,21,20,5,21,0,107,5,8,8,13,8,13,3,14,43,118,178,383,322,394,413,346,194,385,84,2705
POA3910,11,68,54,52,96,99,40,76,8,500,15,57,40,34,103,119,35,74,93,576,381,1467,1237,1320,2219,2381,1201,1626,198,12025
POA3911,0,7,3,15,23,30,3,12,0,96,3,9,7,10,16,18,3,5,19,89,58,237,161,206,310,339,137,265,42,1756
POA3912,15,42,36,53,68,82,30,49,0,381,13,33,32,25,55,70,23,55,62,366,287,952,796,957,1338,1469,725,1073,149,7748
POA3913,3,11,9,15,13,24,11,19,0,110,3,4,11,9,8,23,8,14,9,85,33,229,201,238,289,330,174,251,12,1759
POA3915,4,28,24,18,35,36,18,18,0,180,3,17,12,18,42,41,16,30,40,219,148,496,423,451,719,653,375,462,76,3809
POA3916,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,9,0,5,7,25,18,64,46,55,48,56,28,68,11,388
POA3918,3,8,11,11,14,7,4,11,0,80,4,11,3,10,12,14,3,10,14,76,73,229,200,211,291,316,175,278,36,1803
POA3919,0,7,8,10,14,6,6,6,0,51,0,3,3,5,17,10,6,11,11,61,64,182,138,200,307,253,125,150,23,1435
POA3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,17,14,52,136,208,262,185,16,907
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,8,4,5,7,7,0,50
POA3922,10,15,15,12,19,11,6,10,0,91,12,16,4,3,11,12,0,13,22,103,195,483,373,399,415,418,206,337,51,2886
POA3923,0,0,0,3,0,3,0,3,0,12,0,3,0,0,0,0,0,0,5,9,4,33,34,38,28,29,15,27,4,210
POA3925,3,10,7,3,7,7,3,7,0,37,3,7,3,6,0,6,0,6,13,50,96,209,175,210,206,223,123,180,29,1454
POA3926,3,5,0,4,3,9,4,7,0,38,3,8,5,4,9,14,3,16,12,69,74,239,174,213,184,244,134,209,25,1496
POA3927,0,5,3,0,0,0,3,5,0,18,0,4,3,4,3,5,0,0,10,29,32,121,102,90,85,118,59,104,19,719
POA3928,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,6,41,29,24,13,23,7,43,4,198
POA3929,0,0,0,3,0,4,0,0,0,3,0,3,4,0,0,0,0,3,4,17,19,65,56,42,42,48,35,68,11,384
POA3930,3,42,22,33,27,44,16,53,0,253,11,61,45,40,45,74,31,52,55,402,217,1264,949,1004,971,1453,734,1589,122,8290
POA3931,17,45,47,64,60,89,25,55,6,397,16,51,36,35,68,83,41,74,92,489,384,1342,1138,1283,1614,1817,995,1411,192,10171
POA3933,0,0,0,8,7,8,0,3,0,24,4,4,7,3,3,5,3,4,3,32,10,75,62,90,55,113,50,117,16,591
POA3934,6,48,38,46,38,42,41,46,0,307,13,56,33,36,44,56,27,57,46,374,296,1262,996,1057,1148,1527,767,1415,115,8583
POA3936,3,34,22,28,28,27,18,26,6,189,16,33,23,28,38,40,11,26,33,256,196,658,507,660,731,827,366,651,88,4666
POA3937,0,0,0,0,4,0,0,3,0,13,3,6,7,0,3,5,0,4,4,34,28,128,106,76,71,119,54,120,21,714
POA3938,3,3,3,10,8,9,5,8,0,48,5,6,6,3,0,8,9,0,15,48,46,187,133,155,161,193,98,165,33,1171
POA3939,6,40,31,34,46,45,19,19,0,242,16,26,23,29,31,44,14,21,53,260,245,876,666,791,879,940,434,642,127,5609
POA3940,0,12,3,10,24,11,4,11,0,67,0,6,7,5,17,8,5,5,20,78,64,204,175,196,270,206,98,129,41,1384
POA3941,8,28,21,23,34,26,16,27,0,183,14,23,20,20,28,35,11,23,58,237,195,765,582,712,708,871,382,596,110,4912
POA3942,0,6,3,5,3,3,3,7,0,27,3,5,5,5,0,8,0,9,10,35,47,133,103,125,110,125,65,135,20,854
POA3943,0,4,0,0,3,0,0,3,0,9,3,3,6,5,0,0,0,7,3,32,30,116,84,65,52,76,31,80,14,535
POA3944,0,0,0,0,4,0,0,0,0,5,0,7,0,0,0,0,0,0,0,14,16,43,21,21,15,27,4,27,0,177
POA3945,0,0,0,3,8,0,3,0,0,22,4,4,3,3,0,3,0,0,7,27,24,66,61,57,59,75,34,115,17,496
POA3946,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,10,5,12,17,12,13,17,4,26,3,107
POA3950,4,9,5,12,19,23,8,11,3,93,0,14,3,4,3,15,4,9,26,78,101,269,220,245,274,301,169,287,54,1927
POA3951,3,4,0,0,0,4,0,0,0,12,0,3,0,6,3,3,0,3,0,15,24,71,53,68,38,58,55,108,14,482
POA3953,6,10,17,8,23,19,17,22,0,124,12,14,11,11,19,15,4,13,26,126,154,495,357,433,482,491,315,619,62,3401
POA3954,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,7,0,41,26,25,27,25,24,38,3,205
POA3956,0,7,0,3,6,8,3,4,0,35,3,14,3,6,3,8,3,10,12,55,50,184,127,125,117,137,65,225,29,1061
POA3957,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,11,19,26,12,17,12,39,4,134
POA3958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,15,26,12,25,4,28,0,138
POA3959,0,6,0,0,0,0,0,0,0,9,0,3,10,0,0,0,0,0,7,22,24,73,71,49,41,63,23,119,24,486
POA3960,0,8,3,0,3,10,0,10,0,37,0,6,3,7,10,3,3,10,6,44,55,158,118,129,103,121,58,197,21,970
POA3962,0,0,8,0,3,3,0,0,0,11,0,0,3,0,0,3,0,0,5,16,12,52,49,54,47,50,31,68,5,380
POA3964,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,9,15,4,3,8,6,0,61
POA3965,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,16,3,3,15,20,12,5,4,77
POA3966,0,0,3,0,0,3,3,3,0,10,0,0,0,0,3,0,0,0,3,5,5,24,18,19,33,42,8,73,8,239
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,7,0,7,0,24,0,56
POA3971,3,11,3,8,9,6,3,9,0,56,3,4,9,14,4,9,3,9,19,72,73,230,164,219,222,212,107,289,49,1563
POA3975,3,18,24,23,54,53,22,34,0,241,11,34,23,39,117,78,18,25,76,416,207,623,631,778,1959,1538,583,703,143,7165
POA3976,4,52,38,37,119,69,35,27,3,397,19,71,57,56,247,155,36,40,169,845,288,1129,904,1154,3060,2118,813,841,296,10605
POA3977,52,233,153,174,414,397,188,210,17,1837,70,178,152,202,602,531,188,228,444,2590,1351,4336,3910,4915,10374,8973,4115,4842,904,43718
POA3978,4,25,21,24,41,39,21,18,5,190,9,22,9,33,64,45,16,24,55,279,193,405,425,573,1400,1151,519,614,110,5387
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,11,23,11,32,11,41,3,164
POA3980,7,10,7,3,6,20,8,8,3,66,9,6,9,10,12,24,8,7,20,97,63,185,157,172,319,311,155,246,45,1651
POA3981,6,13,7,3,18,26,17,28,0,115,6,14,8,7,20,29,3,20,27,135,97,259,218,243,400,438,201,396,54,2309
POA3984,0,7,9,10,13,21,8,14,0,83,4,12,17,3,24,18,7,12,27,134,86,255,227,251,335,358,163,316,53,2042
POA3987,0,5,0,3,3,7,3,6,0,28,5,6,0,3,9,13,3,9,9,52,26,87,58,65,115,138,50,133,20,685
POA3988,0,3,4,3,6,0,3,5,0,21,0,3,3,3,4,3,0,0,8,22,20,57,61,40,67,81,36,115,18,488
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,3,10,6,15,6,14,0,67
POA3991,0,3,0,0,4,0,0,0,0,10,0,3,0,0,3,0,0,0,0,11,6,31,21,19,23,22,9,28,5,162
POA3992,0,0,0,0,3,4,0,0,0,5,0,0,3,0,8,3,0,0,7,18,27,63,54,63,61,74,39,66,11,462
POA3995,4,31,22,26,28,34,19,16,0,179,14,26,15,9,17,25,6,8,40,158,212,610,497,534,573,578,265,384,77,3723
POA3996,3,12,8,7,9,16,3,6,0,68,0,13,13,9,15,10,12,22,16,112,112,288,242,298,286,333,174,282,42,2066
