POA_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
POA3000,69,9,411,157,50,53,3,64,8,831,6,5,6,14,3,5,0,11,0,48,29,43,10,26,10,23,3,25,3,175,28,28,28,53,16,4,3,40,26,239,1509,4940,1126,1548,1274,948,125,876,186,12538
POA3002,12,0,17,9,8,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,16,16,0,0,12,6,0,0,5,57,8,11,4,0,3,3,0,4,3,42,480,1372,94,148,250,107,6,41,32,2540
POA3003,18,7,63,30,11,15,3,12,0,151,0,0,0,3,0,0,0,0,0,3,6,11,10,5,4,3,3,3,5,50,4,6,3,7,4,0,0,6,9,43,352,1124,208,211,288,145,35,106,42,2498
POA3004,32,6,64,25,27,19,0,4,3,172,0,0,0,0,0,6,0,0,0,8,19,22,4,3,5,5,0,3,0,65,18,22,5,3,4,7,0,0,12,77,901,1996,269,279,522,256,31,88,75,4414
POA3005,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,82,11,18,22,12,3,4,3,203
POA3006,56,20,224,108,30,23,6,17,3,481,0,0,0,3,0,0,0,0,0,12,31,36,3,11,18,7,7,9,4,130,11,21,16,12,7,8,3,3,31,107,1510,3797,640,744,999,548,78,288,164,8758
POA3008,33,8,70,31,20,9,3,7,0,183,0,0,0,0,0,4,0,0,0,10,18,22,9,5,7,3,3,0,3,67,19,17,8,14,9,3,0,3,7,77,852,2144,287,282,488,289,42,126,77,4590
POA3010,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,21,111,0,24,19,3,0,12,3,198
POA3011,43,6,145,70,23,37,16,46,3,391,0,0,0,3,3,0,3,0,0,13,29,64,10,18,33,11,13,16,3,202,20,17,23,9,8,13,13,21,23,153,1122,3262,807,853,937,561,276,559,132,8513
POA3012,47,25,215,89,48,52,22,55,7,562,0,0,4,0,3,0,0,4,3,18,29,49,12,21,35,21,7,9,3,186,14,27,25,26,15,18,17,30,42,213,1329,3328,1065,996,1181,623,359,594,141,9623
POA3013,35,10,76,36,32,21,10,15,0,242,0,0,0,0,0,0,0,0,0,3,33,50,10,14,29,12,3,5,3,166,19,14,6,9,11,6,3,12,9,90,1186,2542,617,495,680,304,119,205,73,6221
POA3015,30,17,79,42,41,23,14,16,0,260,0,0,0,0,0,0,0,0,0,3,31,39,11,13,24,5,4,0,5,138,16,18,24,13,24,9,7,8,25,145,1384,2707,789,546,846,324,164,209,100,7062
POA3016,29,5,44,29,22,20,3,9,7,156,0,0,0,0,0,0,0,0,0,8,24,28,10,9,24,4,0,4,0,105,13,11,7,8,9,5,4,3,18,76,1285,2325,506,374,644,273,68,137,92,5693
POA3018,23,5,62,30,32,26,3,7,4,193,3,0,0,0,0,0,0,0,0,4,10,21,3,4,13,7,3,5,3,75,17,10,14,6,12,4,6,8,19,81,667,1431,639,387,559,251,148,170,63,4324
POA3019,17,3,60,27,3,19,7,15,3,153,0,0,0,0,0,0,0,0,0,4,0,0,9,0,6,0,8,5,0,30,6,8,8,13,5,4,12,17,15,90,174,518,278,276,252,181,178,237,50,2147
POA3020,50,21,264,127,56,60,48,99,8,739,4,3,3,3,3,3,5,21,0,43,16,34,16,21,34,8,27,25,3,180,25,24,73,45,36,31,58,84,71,459,823,2385,1576,1311,1281,717,791,1085,234,10198
POA3021,71,6,325,151,70,75,86,121,8,904,0,3,4,3,3,3,16,9,0,45,17,19,25,24,24,10,41,41,8,203,19,30,95,64,48,49,94,110,90,597,709,1866,1892,1537,1252,744,1125,1307,237,10658
POA3022,6,0,12,5,10,0,3,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,12,3,5,3,3,3,0,4,3,3,31,72,194,127,120,91,36,73,73,13,802
POA3023,104,22,317,153,105,114,94,116,21,1047,5,0,0,0,6,3,3,6,0,23,30,44,29,30,52,29,34,27,7,295,36,35,80,64,53,49,84,77,77,554,1943,4277,2623,2032,2526,1207,1328,1189,318,17438
POA3024,44,13,114,65,40,65,29,38,8,415,0,0,0,0,3,0,0,3,0,8,11,15,9,14,22,6,17,11,3,107,5,11,36,28,23,22,33,25,28,206,665,1437,1132,1009,1027,506,548,462,101,6888
POA3025,13,8,52,21,16,21,7,14,0,151,0,0,0,0,0,0,0,0,0,8,3,10,0,4,11,0,0,6,0,41,6,6,25,19,8,10,4,15,8,104,386,864,547,318,380,195,139,148,49,3033
POA3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
POA3027,14,5,44,11,12,14,6,9,0,122,0,0,0,0,4,0,0,0,0,7,3,12,5,3,8,9,6,8,3,54,3,9,6,4,7,11,6,0,10,54,358,962,262,226,366,206,113,107,51,2644
POA3028,48,17,176,95,65,38,42,60,3,544,0,0,4,4,0,0,0,3,0,10,10,19,20,13,13,12,20,9,4,110,19,10,41,30,28,17,49,43,41,285,822,2060,1502,1042,1132,524,593,668,166,8514
POA3029,140,61,555,285,200,185,265,187,8,1888,0,7,6,8,3,7,12,17,0,53,30,63,50,102,66,41,90,46,12,513,49,50,112,69,77,53,143,96,139,786,2648,6370,4152,3890,3965,1892,2688,1996,488,28089
POA3030,215,50,557,248,205,155,133,149,23,1728,9,3,5,5,3,4,6,6,3,45,57,93,57,68,73,36,62,41,17,510,68,57,99,84,104,68,114,90,117,809,4296,8579,4509,3387,4364,2029,1795,1714,508,31172
POA3031,44,17,90,41,21,32,3,16,8,261,0,3,3,0,0,3,3,3,0,19,28,48,6,12,35,13,3,6,5,154,9,19,18,18,12,11,9,6,24,129,1143,3712,508,652,918,383,119,230,102,7769
POA3032,62,16,163,101,52,53,13,34,9,504,4,3,0,0,3,0,3,5,0,16,36,70,15,24,33,20,11,13,3,214,30,39,25,18,18,18,7,21,40,214,1896,4637,1037,1099,1446,737,233,463,175,11729
POA3033,19,3,65,25,15,10,9,16,4,168,0,0,0,0,0,3,3,3,0,10,18,11,8,11,9,6,9,5,0,81,17,15,23,10,28,12,16,22,12,135,608,1348,673,403,593,267,168,171,71,4307
POA3034,16,11,61,31,21,15,11,13,0,176,0,0,0,0,0,0,0,0,0,6,4,14,6,10,13,0,7,0,0,57,16,11,13,13,9,12,6,12,21,111,406,967,496,272,465,217,116,138,61,3142
POA3036,11,0,24,10,10,14,0,7,0,70,0,0,0,0,0,0,0,0,0,3,4,14,4,0,6,3,0,3,0,29,6,6,7,3,5,7,9,0,11,52,319,588,289,137,260,135,51,74,28,1878
POA3037,103,19,279,163,115,104,89,101,7,989,0,0,5,0,3,0,3,0,0,14,20,29,35,30,45,15,38,22,13,251,29,24,86,34,53,46,60,61,61,467,1655,3270,2592,1671,2276,1048,1005,985,249,14764
POA3038,46,14,137,50,62,51,24,32,0,420,0,0,0,3,0,4,0,4,0,14,14,23,12,3,24,14,4,11,9,117,26,25,43,23,27,28,23,30,36,259,1075,2026,1475,769,1174,572,410,466,129,8087
POA3039,20,15,80,35,38,21,4,9,4,223,3,0,0,0,0,0,0,0,0,7,19,19,8,17,28,3,0,7,4,101,11,7,5,9,16,18,3,5,9,84,1063,2318,543,449,734,307,85,155,76,5720
POA3040,43,24,110,55,53,37,8,16,3,356,0,0,0,0,3,0,0,0,0,8,38,45,9,27,35,18,11,7,3,195,17,24,20,9,22,14,0,15,25,152,1767,3923,1004,794,1290,596,172,337,157,10038
POA3041,24,8,56,24,26,24,9,8,0,174,0,0,0,0,0,4,0,0,0,3,9,28,5,4,16,5,3,3,0,80,13,8,9,14,17,3,5,8,16,98,779,1643,538,377,588,263,84,150,65,4478
POA3042,34,12,73,36,42,42,13,27,3,281,0,0,0,3,0,0,0,0,0,3,15,26,6,6,15,9,6,3,0,92,24,9,21,17,19,11,11,15,12,129,755,1475,824,494,697,352,177,232,88,5096
POA3043,25,4,97,49,37,40,19,36,5,316,0,3,0,0,0,0,0,4,0,12,12,11,4,9,12,5,10,3,4,66,18,16,30,18,21,18,13,22,21,174,527,1126,871,577,750,333,275,308,79,4853
POA3044,39,13,137,59,48,55,27,30,5,415,0,0,0,3,0,0,0,3,0,8,24,46,12,24,43,21,3,4,5,184,18,28,32,27,19,20,13,7,36,189,1295,3374,1300,880,1294,557,248,366,142,9461
POA3045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,17
POA3046,46,7,241,84,62,60,34,63,3,599,0,4,3,0,0,3,3,5,0,22,13,26,22,12,25,9,16,14,5,145,25,24,66,29,47,20,29,36,46,328,1012,2758,1699,1180,1226,594,531,755,163,9927
POA3047,12,3,78,42,15,11,21,34,5,216,0,0,4,0,0,0,3,0,0,10,4,9,11,4,11,5,10,10,0,60,3,6,35,39,18,16,23,37,24,212,226,521,606,639,300,202,340,390,75,3315
POA3048,3,3,46,21,9,17,16,20,3,131,0,0,0,0,0,0,0,4,0,5,4,9,11,6,4,0,12,3,3,47,7,12,15,19,15,14,27,26,18,147,167,459,445,501,303,179,281,255,58,2642
POA3049,17,7,57,27,23,21,12,14,0,173,0,0,0,0,0,0,0,0,0,3,9,3,0,5,8,3,3,3,0,39,5,6,16,10,14,5,11,12,10,84,285,640,525,337,393,172,167,160,38,2719
POA3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,0,0,0,0,19
POA3051,13,4,74,35,16,19,0,7,0,175,0,0,0,3,0,3,0,0,0,11,23,59,4,12,19,17,0,3,3,143,7,17,5,13,11,3,8,13,14,92,689,2706,351,481,579,344,70,186,74,5476
POA3052,9,3,19,19,5,8,0,3,0,66,0,0,0,0,0,0,0,3,0,7,6,11,0,4,7,6,0,0,0,34,5,5,0,0,0,0,0,0,7,25,262,1192,115,195,224,123,29,79,41,2262
POA3053,18,4,81,31,16,9,0,17,0,172,0,3,0,3,0,3,0,0,0,11,17,40,6,14,20,5,0,7,4,116,9,18,6,8,8,5,5,8,19,80,587,2384,315,498,539,318,65,180,63,4936
POA3054,12,3,47,18,9,9,0,3,0,97,0,0,0,0,0,0,0,0,0,3,23,64,9,15,26,6,0,0,3,145,4,26,3,3,4,0,0,0,16,54,594,2231,211,294,439,206,37,67,61,4145
POA3055,29,13,111,33,20,19,9,14,0,241,0,0,0,0,0,0,0,3,0,3,22,56,11,12,20,9,4,3,3,136,10,24,19,17,3,7,7,11,25,116,747,2519,638,564,704,340,111,237,97,5973
POA3056,44,19,186,65,36,31,14,21,3,417,0,0,0,0,4,0,0,0,3,7,46,122,21,37,52,36,6,9,20,341,12,52,21,19,26,0,4,9,41,198,1596,5512,1009,973,1240,609,148,350,169,11596
POA3057,29,14,78,40,21,20,4,14,3,220,0,3,3,3,3,0,0,0,0,13,28,59,8,16,19,11,3,4,0,149,12,19,7,5,9,5,6,6,15,91,822,2761,450,474,627,332,68,156,70,5752
POA3058,52,22,187,57,61,45,13,40,3,482,0,0,0,0,0,3,0,10,0,17,54,106,18,32,45,22,10,16,4,308,30,52,31,18,25,24,9,21,47,254,1667,5128,1386,1154,1414,716,290,540,199,12497
POA3059,25,5,87,36,41,29,9,16,7,254,0,0,0,0,0,3,0,0,0,4,4,13,14,6,11,9,3,6,3,57,9,14,33,12,22,19,13,7,15,147,748,1181,859,404,720,373,205,234,98,4819
POA3060,20,0,71,27,16,19,6,9,0,171,0,0,3,0,0,4,0,0,0,14,7,15,12,13,12,4,0,6,0,61,6,15,17,13,12,9,12,9,19,115,293,849,534,437,322,193,220,243,72,3167
POA3061,4,0,14,5,6,6,4,7,0,47,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,10,0,0,8,5,4,3,8,3,3,39,44,112,164,129,87,49,66,65,16,745
POA3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3063,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,46,44,36,10,11,9,5,8,9,182
POA3064,117,20,412,174,143,143,170,136,6,1333,0,5,3,4,4,0,7,5,4,35,30,50,47,66,38,20,67,41,9,366,58,24,107,80,59,55,84,83,104,659,1784,3860,3251,2839,2518,1274,1785,1483,338,19136
POA3065,21,8,45,26,9,10,3,6,0,130,0,0,0,0,0,0,0,0,0,4,25,47,4,17,16,9,0,3,5,124,15,14,6,16,7,9,5,9,8,88,746,2265,254,352,377,233,54,88,69,4444
POA3066,18,7,69,18,9,16,0,6,3,148,0,0,0,0,0,0,0,0,0,7,19,41,0,11,13,5,0,3,4,97,8,11,5,12,3,9,3,4,8,65,608,1851,293,312,363,209,19,90,69,3814
POA3067,19,4,62,34,16,5,3,8,0,158,0,0,0,0,0,0,0,0,0,6,22,32,0,3,10,7,0,6,4,83,3,13,8,10,8,5,0,3,8,64,712,2037,315,328,409,225,40,100,63,4236
POA3068,30,10,104,36,29,19,3,3,3,235,0,0,0,0,0,0,0,0,0,7,41,88,7,32,36,13,0,8,12,236,9,35,9,7,7,7,3,3,20,103,1499,4689,606,599,823,376,62,125,146,8926
POA3070,34,16,113,58,37,23,3,20,5,312,0,5,0,0,0,0,0,0,0,3,40,98,13,25,42,15,5,6,9,255,19,48,18,9,17,16,3,9,38,190,1803,5376,859,849,1117,518,111,215,161,11004
POA3071,26,18,133,28,24,20,10,20,3,286,0,0,0,0,0,0,0,4,0,7,38,67,18,30,30,6,4,7,4,215,17,33,10,14,9,5,3,13,17,131,1136,3366,775,729,843,451,135,284,95,7814
POA3072,57,24,229,83,52,65,12,49,3,589,3,0,3,3,0,3,0,4,0,18,38,79,19,25,37,13,9,7,3,236,16,32,46,25,16,27,12,29,36,246,1460,4391,1329,1243,1392,740,286,554,154,11557
POA3073,83,16,359,117,88,80,47,95,8,897,5,0,0,3,0,3,7,9,0,25,28,75,34,23,51,18,23,23,6,283,37,35,83,41,47,36,40,75,70,467,1491,4240,2302,1662,1919,970,679,1135,245,14654
POA3074,25,6,133,56,37,30,29,46,3,356,0,0,3,0,0,4,3,3,0,14,10,4,15,12,9,8,10,19,6,91,11,12,45,29,16,18,30,46,28,240,317,764,786,608,490,337,360,417,91,4170
POA3075,17,5,159,46,37,37,36,32,4,382,0,0,3,0,3,0,0,7,0,19,6,11,16,10,15,11,21,18,3,101,9,8,42,26,18,19,25,41,23,220,382,911,928,609,604,356,372,462,101,4731
POA3076,69,8,203,90,80,69,65,81,3,670,3,0,3,4,0,0,5,10,0,28,18,21,17,22,22,23,34,19,3,175,16,14,51,52,42,43,46,42,40,347,781,1853,1464,1296,1204,671,725,711,161,8872
POA3078,24,10,65,21,19,11,0,12,0,158,0,0,0,0,0,0,0,0,0,0,28,53,7,8,14,11,3,3,5,128,12,16,6,3,13,8,3,0,12,68,885,2337,400,378,535,254,61,122,69,5044
POA3079,28,5,51,21,18,15,0,5,0,146,0,0,0,0,0,0,0,3,0,6,26,43,0,18,27,4,0,4,9,137,5,16,12,13,6,7,4,3,16,92,1164,3065,478,417,731,350,56,122,78,6466
POA3081,20,9,85,26,18,20,14,14,0,197,0,0,0,0,0,0,0,0,0,7,10,14,5,3,11,3,5,3,0,63,7,12,12,6,7,5,9,15,17,96,385,1382,563,509,470,205,155,232,67,3970
POA3082,55,14,185,92,65,64,24,55,0,554,0,0,0,3,3,6,6,3,0,20,17,30,15,16,18,12,14,10,5,138,25,29,56,29,34,33,37,41,34,314,929,2267,1658,1144,1241,666,449,528,137,9018
POA3083,38,14,144,72,62,56,19,33,5,434,5,0,4,3,3,0,4,3,0,20,13,25,17,17,25,12,4,14,6,128,15,16,34,19,22,31,14,23,40,215,1101,2677,1269,1120,1192,750,364,650,154,9283
POA3084,35,14,89,56,44,31,3,29,0,289,0,0,3,0,0,0,0,0,0,7,29,54,3,13,24,15,3,5,8,168,16,21,13,6,19,11,5,4,26,127,1457,4132,869,704,1149,482,130,279,112,9315
POA3085,25,8,73,33,21,14,9,12,0,193,0,0,0,0,0,0,0,0,0,5,14,33,10,12,13,7,3,0,3,89,9,11,3,10,8,5,7,15,14,79,765,1847,698,478,609,256,105,142,61,4959
POA3086,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,29,10,21,3,13,0,104
POA3087,13,4,42,18,21,19,4,9,3,135,0,0,0,0,0,0,0,5,0,8,3,8,4,8,3,3,7,5,0,38,8,8,3,3,3,11,3,9,14,58,386,994,519,332,387,181,89,136,40,3057
POA3088,46,19,117,63,63,53,8,32,4,396,0,0,0,0,3,0,0,0,0,5,21,41,17,25,25,13,10,4,5,163,26,21,26,21,19,14,11,20,29,187,1358,3331,1533,990,1197,508,214,332,121,9585
POA3089,20,3,82,36,32,17,4,6,0,209,0,0,0,0,0,0,0,0,0,7,15,13,3,10,14,3,0,0,4,59,13,3,9,10,3,9,3,9,14,71,647,1322,836,519,563,230,96,144,55,4417
POA3090,9,0,12,6,5,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,11,3,3,7,3,4,3,0,0,0,18,159,243,143,56,118,49,23,18,12,825
POA3091,3,0,4,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,3,3,0,4,0,0,0,3,21,114,127,121,51,58,17,22,16,11,540
POA3093,7,0,20,8,11,7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,0,0,0,0,24,3,3,12,0,5,4,0,0,3,31,262,498,179,114,178,74,13,30,19,1370
POA3094,18,7,42,23,18,17,3,6,0,127,0,0,0,3,0,0,0,0,0,3,7,21,4,3,8,5,0,0,0,53,8,9,14,7,16,3,0,3,5,54,507,1242,542,377,405,138,55,105,38,3412
POA3095,55,17,109,51,56,40,9,17,5,351,0,0,0,0,0,0,0,0,0,3,27,41,11,21,37,10,0,6,6,155,25,11,20,18,25,22,5,7,25,154,1920,3936,1408,958,1264,534,166,283,113,10577
POA3096,0,3,15,10,3,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,9,91,195,145,90,68,23,12,16,7,647
POA3097,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,11,4,0,3,0,0,0,0,0,0,12,112,159,80,43,60,16,10,13,9,503
POA3099,9,3,23,12,10,4,0,3,0,70,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,0,0,0,0,19,6,3,20,3,8,3,4,0,3,42,266,595,381,200,184,72,52,84,28,1854
POA3101,51,12,84,49,33,24,6,3,3,266,6,0,6,3,0,0,0,0,0,14,30,47,6,10,33,16,0,3,3,150,25,43,14,7,13,16,4,7,25,139,1944,4630,531,561,1051,527,72,174,161,9651
POA3102,16,3,29,8,10,8,0,8,0,76,0,0,0,0,0,0,3,0,0,4,9,11,3,4,7,6,0,0,0,40,9,6,3,0,0,0,0,3,8,32,513,1135,155,170,287,140,19,49,21,2489
POA3103,32,8,43,31,19,23,0,6,0,171,0,0,0,0,0,3,0,0,0,9,17,37,3,3,19,7,0,3,0,89,11,23,9,5,9,5,0,0,25,78,1013,2347,327,325,643,358,49,102,101,5269
POA3104,27,6,63,25,20,19,3,9,0,173,0,0,0,0,0,3,0,0,0,9,32,40,5,10,25,14,0,4,8,132,13,23,6,4,16,10,0,10,16,91,1335,3036,477,459,850,466,78,163,109,6968
POA3105,17,3,51,22,21,27,3,6,0,145,0,0,0,0,0,4,0,0,0,5,7,12,8,8,9,4,8,3,0,53,11,15,9,5,6,10,7,4,13,76,577,1204,373,277,441,259,68,129,57,3382
POA3106,37,9,68,38,30,30,3,20,0,225,0,0,0,3,0,3,0,0,0,11,23,13,5,4,21,6,7,3,3,80,19,11,7,10,11,14,6,0,13,85,1110,1996,555,372,710,386,78,129,73,5411
POA3107,26,7,54,34,21,30,3,6,0,190,0,0,0,0,0,0,0,0,0,4,15,21,7,6,14,3,3,4,0,76,12,10,17,14,14,14,0,7,18,100,758,1632,484,363,533,341,74,155,64,4408
POA3108,39,9,111,34,27,40,3,28,9,304,3,0,0,4,0,0,0,3,0,9,15,21,6,9,11,16,3,6,0,92,16,10,20,14,7,15,9,12,32,129,1031,2385,672,574,838,569,136,268,132,6603
POA3109,50,12,144,65,40,36,17,26,0,393,0,3,0,5,4,3,0,3,0,16,9,35,7,15,29,15,7,9,4,128,20,35,23,12,17,15,9,18,35,191,1414,3356,939,788,1252,637,189,319,136,9021
POA3111,24,6,47,20,11,28,3,12,3,146,0,0,0,0,0,0,0,3,0,3,16,11,3,7,19,3,3,3,3,67,4,3,10,3,18,6,3,6,13,78,760,1546,409,308,546,291,68,111,62,4101
POA3113,16,3,36,25,15,10,3,7,0,120,0,0,0,0,0,0,0,0,0,3,16,23,7,0,13,5,0,4,0,68,8,7,10,7,3,4,0,4,9,53,674,1192,424,281,328,164,33,79,47,3205
POA3114,6,0,11,4,7,6,0,4,3,44,0,0,0,0,0,0,0,0,0,0,7,8,0,0,3,0,0,0,0,19,3,3,6,3,3,3,0,0,6,23,314,505,166,86,154,79,14,43,24,1380
POA3115,7,3,14,9,11,3,0,3,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,17,0,3,6,8,3,4,3,0,3,26,280,383,244,117,169,73,30,40,12,1342
POA3116,25,8,56,31,21,28,9,5,0,178,0,0,0,0,0,0,0,0,0,3,4,5,3,6,3,0,0,6,0,41,9,5,15,5,11,11,7,11,9,77,457,751,693,390,431,225,102,172,26,3246
POA3121,83,28,204,105,62,57,5,25,3,569,3,0,0,0,0,3,0,0,0,9,53,110,10,29,41,22,4,6,15,287,24,32,13,20,26,14,5,17,37,192,2793,6882,1080,1064,1550,928,144,340,187,14968
POA3122,42,15,103,52,30,32,5,9,0,292,0,0,0,0,0,0,0,0,0,3,38,71,5,12,23,15,0,5,3,172,16,40,0,9,8,16,0,5,22,114,1789,4974,614,750,1189,649,79,297,140,10492
POA3123,37,14,55,27,25,17,5,5,0,184,0,0,0,0,0,0,0,0,0,0,31,32,5,15,23,16,0,3,0,119,11,12,3,4,4,4,3,5,11,57,1163,2968,369,396,695,365,61,124,84,6226
POA3124,44,15,55,51,25,22,8,10,3,222,0,0,0,0,0,0,0,0,0,3,38,44,4,11,13,17,3,5,0,129,18,18,5,7,11,6,3,7,29,102,1705,3906,431,484,956,487,49,161,120,8306
POA3125,28,6,41,33,7,16,3,14,0,154,0,0,0,3,3,0,0,3,0,8,11,10,9,12,9,6,3,5,0,60,7,10,4,8,6,3,4,7,14,72,711,1679,391,427,536,351,76,240,70,4486
POA3126,8,0,11,12,13,8,0,3,0,51,0,0,0,0,0,0,0,0,0,4,14,18,3,5,7,7,0,0,3,52,3,7,0,4,0,3,0,3,3,30,681,1397,122,135,322,163,18,32,44,2920
POA3127,24,5,60,28,12,8,0,12,3,162,0,0,0,0,0,0,0,0,0,4,22,44,0,19,23,6,0,8,3,123,10,17,3,3,8,4,0,3,7,67,1514,3468,421,427,843,390,54,138,87,7334
POA3128,30,7,115,38,21,21,3,25,0,263,0,0,3,5,0,0,0,0,0,12,18,28,10,7,25,7,0,5,9,116,8,17,22,12,12,10,5,7,32,126,943,2564,705,629,828,494,109,286,114,6675
POA3129,35,6,73,36,22,23,6,17,3,214,0,0,3,0,0,0,0,0,0,9,12,21,7,5,19,5,0,3,3,77,9,20,7,9,5,10,6,9,13,89,881,2539,588,543,767,386,113,187,80,6086
POA3130,43,11,131,51,43,39,10,27,0,362,3,0,4,3,7,0,0,3,0,15,34,40,15,14,22,13,0,6,7,159,21,22,32,16,13,19,3,14,25,172,1855,4568,1158,887,1389,630,203,342,151,11180
POA3131,34,9,131,58,43,32,14,24,0,354,0,0,3,0,3,0,0,3,0,12,23,30,7,14,18,16,3,11,3,119,12,22,14,12,16,9,5,15,25,126,1096,2849,906,732,1029,494,196,317,93,7724
POA3132,28,13,72,31,16,21,3,7,0,192,0,0,0,0,0,0,0,0,0,0,16,27,11,9,17,7,3,3,7,109,13,17,11,12,7,13,7,7,12,98,850,2492,687,578,766,353,112,194,70,6105
POA3133,39,9,74,38,36,29,9,19,0,250,0,0,0,0,0,0,0,0,0,10,18,41,7,10,31,11,7,7,3,140,15,23,15,7,19,8,9,9,18,122,1070,2791,807,641,1007,466,158,274,93,7303
POA3134,63,20,189,71,62,62,17,46,4,529,0,0,0,0,3,0,3,3,3,13,26,40,19,22,39,13,3,9,5,179,20,25,19,22,21,14,14,23,48,208,1771,3772,1691,1221,1503,702,239,487,155,11549
POA3135,50,13,99,37,44,30,6,31,0,310,0,0,3,0,0,0,3,0,0,8,19,32,11,16,13,8,8,3,3,109,7,19,25,16,9,19,3,14,16,128,1027,2549,1002,736,865,412,167,261,76,7093
POA3136,88,25,273,105,105,94,23,58,11,781,0,0,3,0,0,0,0,10,0,15,30,63,24,31,35,16,6,12,5,220,27,28,61,24,47,30,26,30,45,321,1921,4469,2597,1712,1946,920,420,635,177,14780
POA3137,21,7,90,42,40,27,16,19,0,248,0,0,0,0,0,0,0,3,0,3,12,11,6,7,9,6,6,4,5,61,11,5,26,9,11,12,4,9,14,100,540,984,1002,577,561,249,178,245,49,4372
POA3138,52,13,127,59,59,36,13,36,7,401,0,0,0,0,0,3,0,3,0,13,10,24,9,16,18,4,7,4,0,94,21,15,27,23,24,7,18,20,28,182,891,1733,1573,936,894,438,255,397,96,7221
POA3139,34,9,104,38,38,34,17,30,0,294,0,3,0,0,0,0,0,0,0,8,18,7,16,6,9,3,7,5,0,65,17,10,41,23,9,14,17,19,20,168,567,751,1191,595,473,246,221,331,77,4451
