POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA3730,13,14,3,0,4,0,0,34,7,0,7,3,10,0,0,24,9,7,10,6,3,3,0,39,312,346,213,120,129,30,3,1146,0,5,0,0,0,0,0,8,345,373,225,127,150,26,4,1249,0,3,3,3,0,0,0,11,7,7,0,0,0,0,0,15,3,3,0,0,3,0,0,10,84,97,43,47,34,9,0,317,0,4,0,0,3,0,0,8,95,113,50,51,44,10,0,359,435,482,277,176,189,38,6,1609
POA3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,23,26,11,11,23,4,0,97,0,0,0,0,0,0,0,0,28,26,13,10,25,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,4,0,0,21,0,0,0,0,0,0,0,0,4,9,3,5,8,0,0,27,27,29,23,21,32,4,0,135
POA3733,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,0,0,3,3,12,6,0,3,0,0,34,0,0,0,0,0,0,0,0,11,13,7,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,13,7,3,3,0,0,43
POA3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,28,22,16,6,12,0,0,86,0,0,0,0,0,0,0,0,30,24,14,6,11,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14,31,27,15,5,17,3,0,110
POA3737,8,10,3,3,3,3,0,28,9,20,11,4,14,0,0,52,13,5,4,3,10,0,0,39,120,137,88,54,91,22,5,521,0,5,0,0,0,0,0,3,150,176,107,63,116,24,7,640,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,3,21,43,15,24,21,7,0,130,7,3,3,0,0,0,0,14,34,48,20,28,25,7,4,164,182,228,124,90,139,27,9,806
POA3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,4,4,3,0,0,19,0,0,0,0,0,0,0,0,4,8,4,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,0,0,3,4,0,3,0,0,0,0,6,6,8,10,4,5,0,0,32
POA3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,3,3,0,0,26,0,0,0,0,0,0,0,0,9,7,7,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,17,10,11,13,4,5,0,0,39
POA3740,0,3,3,0,4,0,0,10,0,3,3,3,3,0,0,16,3,3,7,0,0,0,0,7,26,32,25,9,14,3,0,120,0,0,0,0,0,0,0,3,34,50,41,18,23,3,0,159,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,9,12,7,0,0,0,0,31,0,0,0,0,0,0,0,0,8,14,10,4,0,0,0,43,43,64,47,15,22,7,3,202
POA3741,17,11,4,0,3,0,0,33,8,8,6,8,5,0,0,40,16,9,5,7,6,3,0,46,75,82,33,20,47,3,0,256,0,0,0,0,0,0,0,0,113,110,57,32,66,6,0,381,0,5,0,0,0,0,0,7,9,9,4,3,5,0,0,22,0,0,8,0,0,0,0,8,10,25,13,14,12,3,0,64,0,0,0,0,0,0,0,0,14,33,23,12,16,3,0,101,129,140,74,46,80,11,0,484
POA3744,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,3,4,3,0,0,12,15,29,10,4,4,0,0,66,0,0,0,0,0,0,0,0,22,36,12,7,4,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,22,40,18,7,7,0,0,91
POA3746,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,11,6,4,8,3,0,47,0,0,0,0,0,0,0,0,14,14,6,11,8,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,14,6,11,9,4,0,58
POA3747,6,11,5,3,0,0,0,33,15,12,6,6,7,0,0,61,14,21,7,3,3,0,0,48,104,170,95,66,70,14,3,522,0,4,3,0,0,0,0,4,147,215,119,80,81,15,6,665,0,0,0,0,4,0,0,4,3,0,0,4,3,0,0,15,0,4,0,0,3,0,0,12,24,33,16,12,24,4,0,117,3,0,3,0,0,0,0,15,36,37,21,16,33,5,0,156,179,253,143,99,117,24,6,825
POA3749,0,0,0,0,0,0,0,3,4,11,4,0,8,0,0,26,3,3,4,4,6,4,0,20,68,81,53,37,44,7,0,296,0,3,3,0,0,0,0,5,74,96,62,43,63,14,3,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,15,13,5,9,0,0,52,0,0,0,0,0,0,0,0,8,14,13,11,7,0,0,57,77,114,79,57,70,17,3,411
POA3750,697,415,184,72,102,49,28,1540,87,40,11,7,7,0,0,158,59,25,11,3,5,3,0,107,270,113,42,25,32,9,4,507,7,3,0,0,0,0,0,15,1122,601,249,112,146,66,35,2320,26,34,25,11,20,13,9,126,19,12,8,3,7,3,0,47,3,3,0,0,3,3,0,21,52,40,18,8,14,11,3,141,0,0,0,3,0,0,0,7,95,98,47,27,43,25,10,346,1214,694,294,133,190,86,54,2670
POA3751,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,4,7,8,3,8,5,7,0,29,0,0,0,0,0,0,0,0,7,11,8,8,10,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,8,10,10,0,48
POA3752,579,560,300,149,236,162,88,2066,127,120,75,51,68,33,15,492,116,89,48,35,39,25,9,368,819,913,506,288,377,159,59,3122,16,14,5,5,4,0,0,50,1660,1691,929,530,723,374,180,6091,20,32,38,27,22,17,18,171,19,25,23,19,21,13,8,117,3,6,12,6,15,6,4,50,99,152,116,96,93,44,15,610,10,9,3,0,0,0,0,25,146,224,182,148,152,77,39,977,1808,1921,1111,676,872,459,215,7067
POA3753,25,29,17,10,9,11,4,107,7,9,9,0,3,0,0,25,24,17,3,3,0,3,0,51,149,120,53,38,30,6,3,398,0,0,0,0,0,0,0,3,206,172,85,52,46,24,8,585,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,5,0,3,0,0,3,0,0,5,28,13,6,6,11,0,3,59,0,0,0,0,0,0,0,0,30,19,12,9,14,0,5,88,230,190,90,58,54,23,10,665
POA3754,810,589,253,133,192,100,64,2143,289,221,125,43,74,34,7,786,228,155,75,51,59,22,10,595,2456,1697,821,445,501,194,57,6177,10,10,0,3,4,3,0,37,3784,2675,1274,685,839,343,138,9743,40,52,34,20,18,22,18,214,39,62,40,30,28,12,9,217,21,48,24,12,15,8,3,136,368,435,258,143,183,67,30,1484,22,11,4,4,3,5,0,48,486,603,368,210,247,121,56,2098,4276,3276,1643,893,1089,463,193,11833
POA3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,4,11,3,0,0,0,0,24,0,0,0,0,0,0,0,0,10,17,8,0,6,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,17,10,3,9,4,0,42
POA3756,93,72,55,28,38,30,12,320,45,49,26,12,24,12,3,177,57,49,14,15,11,4,3,146,543,536,292,181,262,77,22,1906,7,3,3,4,0,0,0,23,746,710,383,232,340,120,41,2570,3,3,0,0,0,0,3,15,6,7,3,9,6,0,0,48,3,12,3,5,0,3,0,25,117,135,89,62,82,23,6,522,5,5,5,0,0,0,0,20,136,156,107,84,93,30,9,623,884,870,494,312,429,155,52,3192
POA3757,18,18,14,14,22,7,0,101,16,17,17,14,16,4,3,76,21,22,15,8,18,6,3,92,368,473,247,173,205,67,27,1561,0,4,0,0,0,0,0,10,429,538,295,205,266,86,34,1843,0,0,3,0,0,4,0,14,9,11,5,0,3,0,0,28,0,0,5,6,5,0,0,20,45,74,65,36,66,20,8,312,3,0,0,5,0,0,0,7,54,90,82,45,76,27,7,385,484,625,370,249,341,111,42,2223
POA3758,4,3,3,0,6,7,0,28,4,7,6,0,3,0,0,26,3,8,3,0,3,0,0,18,108,154,70,32,57,20,12,449,0,0,0,0,0,0,0,0,121,170,79,42,77,29,13,515,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,12,3,7,0,0,44,0,0,0,0,0,0,0,0,10,9,12,3,10,3,0,52,128,179,90,49,88,29,13,568
POA3759,4,0,0,0,0,0,0,4,4,3,0,0,3,3,0,20,3,5,3,3,3,0,0,18,16,43,25,22,40,13,3,164,0,3,3,0,0,0,0,12,30,60,32,26,43,17,8,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,11,7,0,21,0,3,0,0,0,0,0,3,0,5,3,0,11,3,0,30,30,63,40,29,52,27,4,248
POA3760,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,19,8,5,12,6,0,55,0,0,0,0,0,0,0,0,9,23,8,10,11,7,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,12,24,13,9,11,8,5,79
POA3761,0,0,0,3,0,0,0,14,3,8,4,3,6,0,0,26,6,4,0,0,0,0,0,16,37,49,31,24,33,9,3,190,0,0,0,0,0,0,0,0,48,63,35,31,42,15,7,241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,3,4,0,32,0,0,0,0,0,0,0,0,4,15,3,0,6,8,0,39,51,80,38,33,44,17,8,280
POA3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,8,4,0,0,3,4,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,4,6,19
POA3763,0,3,0,3,3,0,0,10,9,8,4,0,5,0,0,25,8,4,0,0,0,3,0,15,64,58,35,28,35,10,0,234,0,0,3,0,0,0,0,3,82,68,49,24,41,17,3,287,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,6,8,0,0,39,3,3,0,0,0,0,0,3,3,18,9,6,8,0,0,45,85,88,56,35,50,19,6,334
POA3764,21,26,7,15,11,7,3,85,31,25,14,10,14,5,3,101,25,24,20,6,13,4,0,100,346,419,254,135,197,68,22,1451,4,4,0,6,4,0,0,18,427,503,290,175,239,85,32,1750,0,3,0,3,0,0,0,9,0,9,3,10,14,8,0,44,5,0,0,6,5,0,0,21,62,98,64,46,59,14,10,349,0,0,6,10,3,0,0,18,74,112,79,67,84,23,6,446,499,612,369,243,323,107,38,2193
POA3765,15,15,11,13,9,4,8,76,28,26,21,12,20,13,3,119,12,18,10,14,16,18,11,102,298,297,152,103,129,58,21,1062,0,0,0,0,0,0,0,5,353,360,194,145,170,91,44,1356,0,4,0,0,0,4,0,13,3,0,0,7,6,0,0,18,0,5,0,0,6,0,0,19,23,39,26,20,20,9,9,149,0,0,0,0,0,0,0,4,28,50,33,24,37,17,8,199,381,410,226,171,203,110,47,1553
POA3766,3,0,3,4,4,3,0,17,5,6,3,0,6,0,0,27,9,11,8,6,0,5,3,46,47,54,34,15,20,9,0,175,0,0,0,0,0,0,0,0,72,68,48,23,33,13,8,260,0,0,0,0,0,3,0,4,0,3,3,3,0,0,0,10,0,0,3,0,0,0,0,3,0,10,0,0,7,3,0,19,0,0,0,0,0,0,0,0,0,14,7,3,9,3,0,34,68,86,54,28,35,24,8,298
POA3767,9,3,4,0,3,0,0,16,4,3,4,10,3,8,0,37,4,15,3,6,6,0,3,36,41,40,15,6,12,10,7,131,0,0,0,0,0,0,0,0,55,60,29,14,28,16,12,222,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,5,3,6,3,3,10,3,0,28,0,0,0,0,0,0,0,0,3,11,11,3,9,3,3,39,56,72,35,21,43,21,14,261
POA3770,3,3,4,0,3,0,0,17,6,15,10,8,8,0,0,54,13,11,9,7,12,0,0,59,128,148,95,55,71,30,15,532,0,0,0,0,0,0,0,0,150,176,123,64,87,34,14,657,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,12,20,13,8,11,3,0,68,0,0,0,0,0,0,0,0,16,19,13,9,16,3,3,84,166,201,136,78,107,37,15,737
POA3775,3,5,3,5,4,5,0,26,15,20,10,7,3,3,0,61,5,4,3,6,11,0,0,33,143,181,98,62,83,34,7,606,0,0,0,0,0,0,0,0,160,210,114,83,104,38,10,727,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,7,3,0,8,0,0,18,16,27,21,19,21,9,0,120,0,4,0,0,0,0,0,8,17,36,26,19,31,9,4,147,182,250,141,104,134,48,16,874
POA3777,23,25,12,9,18,9,3,102,42,49,18,6,21,3,4,143,31,44,20,12,14,3,0,119,388,369,218,125,172,71,28,1380,0,0,0,0,0,0,0,7,490,492,277,153,225,82,39,1755,3,5,3,3,4,0,0,15,5,15,6,7,8,0,4,47,0,5,5,6,7,0,3,21,70,92,79,58,70,15,0,385,0,3,3,0,0,0,0,10,79,126,96,79,84,16,6,486,565,615,375,230,308,98,48,2239
POA3778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,7,4,0,6,0,0,24,0,0,0,0,0,0,0,0,8,7,4,0,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,8,0,0,35
POA3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,8,0,5,0,0,28,0,0,0,0,0,0,0,0,9,10,6,0,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,11,9,12,4,13,0,0,47
POA3781,9,16,5,3,3,3,0,38,16,24,11,3,6,3,3,73,30,27,12,12,15,5,3,104,218,189,111,67,95,26,13,725,0,0,0,0,0,0,0,3,266,260,147,89,121,44,15,944,0,0,3,0,4,0,0,12,5,8,0,0,3,0,0,12,5,4,0,3,3,0,0,15,30,41,25,21,31,9,4,162,5,3,3,0,0,0,0,9,44,52,33,26,36,17,3,214,314,310,181,114,161,56,19,1160
POA3782,12,27,16,12,23,12,8,115,40,41,27,19,24,25,3,183,40,42,23,15,12,12,5,160,243,342,193,128,176,71,33,1190,0,0,0,0,0,0,0,3,342,455,257,178,241,126,50,1646,0,0,0,0,0,0,0,7,8,3,8,4,4,9,4,37,8,5,0,0,0,0,0,12,21,33,33,28,45,8,5,176,0,0,0,0,0,0,0,7,35,45,39,35,59,14,12,235,377,503,303,204,295,142,62,1888
POA3783,8,6,0,0,4,5,0,28,10,9,11,5,6,7,0,52,7,12,0,7,6,7,3,35,112,101,66,43,59,23,8,406,0,0,0,0,0,0,0,0,136,128,73,51,82,36,14,516,0,0,0,5,6,0,0,6,0,3,0,0,0,0,0,6,3,3,3,0,0,3,0,13,8,20,11,10,7,0,3,63,0,0,0,0,0,0,0,4,16,28,11,17,15,3,3,96,150,155,82,68,98,40,11,611
POA3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,13
POA3786,11,8,6,4,3,0,0,31,0,6,7,4,7,6,0,27,6,5,3,3,9,0,4,35,56,47,34,22,25,23,12,215,0,0,0,0,0,0,0,3,75,67,48,32,39,25,19,304,0,3,0,0,0,0,0,5,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,6,6,5,3,0,22,0,0,0,0,0,0,0,0,9,13,11,7,5,3,0,40,77,77,56,34,48,30,19,341
POA3787,0,6,3,7,0,3,0,19,5,5,7,3,10,0,0,30,6,6,3,0,4,0,3,18,25,31,24,19,26,6,4,142,0,0,0,0,0,0,0,0,39,52,39,26,37,12,7,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,9,6,7,0,5,0,3,25,46,60,52,28,41,15,10,245
POA3788,5,7,3,3,0,0,0,28,7,18,11,4,7,3,0,51,3,7,7,0,5,0,0,30,64,71,30,9,26,11,3,219,0,0,0,0,0,0,0,0,84,107,58,19,43,13,3,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,15,8,7,3,0,0,41,0,0,0,0,0,0,0,0,7,15,10,7,9,0,0,46,89,121,65,23,50,20,8,371
POA3789,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,4,12,7,8,4,8,4,43,0,0,0,0,0,0,0,0,15,12,7,6,8,9,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,12,3,9,7,9,3,59
POA3791,0,7,3,3,3,0,0,23,4,11,4,3,4,0,0,28,14,14,3,0,6,5,0,40,47,54,34,20,23,13,17,215,0,0,0,0,0,0,0,0,72,88,49,27,36,21,20,303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,6,4,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,4,4,6,6,3,3,0,32,75,90,52,33,36,22,22,339
POA3792,5,3,5,3,0,0,0,17,5,10,3,3,3,0,0,21,3,12,4,4,3,0,3,29,34,44,30,21,16,3,0,149,0,0,0,0,0,0,0,3,50,66,38,28,25,6,6,214,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,0,7,3,0,0,18,0,0,0,0,0,0,0,0,7,8,7,4,5,0,0,31,55,73,46,28,31,8,6,252
POA3793,9,12,20,4,10,4,3,61,13,17,14,12,9,5,3,78,20,23,13,12,6,8,0,73,130,140,81,43,63,31,8,497,0,3,0,0,0,0,0,3,169,196,129,70,86,49,7,714,0,0,0,0,4,0,0,7,3,3,4,0,3,3,0,24,0,0,0,0,3,0,0,7,20,32,21,18,24,8,0,120,0,0,0,0,0,0,0,3,22,34,34,22,36,17,0,161,195,234,166,91,123,59,13,878
POA3795,3,0,0,3,0,4,0,18,4,7,4,0,3,3,4,24,7,7,3,0,4,3,3,33,47,44,36,16,37,21,0,205,0,0,0,0,0,0,0,0,64,57,45,23,51,28,5,274,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,18,71,57,46,23,50,31,9,290
POA3796,13,27,15,11,12,8,5,95,37,49,31,23,33,12,7,190,37,26,27,19,28,15,4,153,451,420,229,180,240,95,34,1645,6,3,3,0,0,0,0,13,545,525,304,228,313,133,41,2086,6,3,0,0,3,0,0,14,8,15,13,6,7,5,0,58,0,7,0,0,3,0,0,14,54,65,48,20,49,24,7,269,0,0,0,0,0,0,0,0,64,87,60,28,66,33,16,359,609,610,363,260,384,165,58,2445
POA3797,3,6,4,3,5,3,0,30,10,24,8,6,9,3,0,53,9,11,3,3,9,3,3,44,143,137,76,47,70,16,0,485,0,0,0,0,0,0,0,3,161,176,93,52,98,23,3,606,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,19,0,0,0,0,0,0,0,5,10,33,15,18,22,7,0,103,0,0,0,0,0,0,0,0,14,37,17,16,28,11,0,129,175,207,107,74,125,37,3,734
POA3799,5,9,9,5,7,0,0,39,25,26,8,12,13,3,0,85,18,12,11,0,13,4,0,53,169,182,113,70,77,20,8,640,4,0,0,0,0,0,0,3,216,228,142,91,105,31,8,819,0,3,3,7,5,0,0,16,3,5,11,4,5,0,0,33,3,5,6,3,4,0,0,25,66,72,43,28,59,12,3,274,0,6,6,3,4,0,0,17,75,94,65,41,80,11,4,365,291,321,205,136,186,39,12,1182
POA3800,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8
POA3802,681,734,437,291,450,355,207,3158,111,95,56,26,49,27,17,375,121,97,38,27,35,9,15,348,336,261,136,84,110,65,35,1023,13,14,12,0,0,3,0,41,1260,1199,680,434,648,458,270,4951,48,77,52,45,74,40,33,374,32,32,13,15,12,6,5,122,13,16,7,10,15,9,6,69,62,103,59,36,48,16,13,346,9,7,0,4,7,3,0,27,165,243,140,108,153,73,55,934,1422,1441,816,546,802,529,320,5887
POA3803,444,464,229,124,200,158,83,1697,33,27,27,15,18,10,4,129,39,21,14,8,11,14,3,109,99,94,49,29,37,11,9,320,4,6,3,0,5,4,0,20,621,601,321,178,268,193,95,2279,45,50,36,22,48,18,19,239,12,13,6,5,11,0,3,47,6,7,0,3,6,0,0,30,19,21,19,18,19,6,3,103,5,4,13,0,5,3,0,32,88,96,68,50,88,32,26,448,712,701,393,228,360,224,122,2723
POA3804,88,107,78,55,94,79,43,547,22,28,28,26,39,22,13,186,23,49,32,19,26,17,10,168,183,268,174,124,184,110,42,1090,0,3,0,0,0,0,0,7,319,456,314,218,346,226,109,2000,3,6,5,4,15,4,5,51,3,4,0,0,6,4,0,19,3,0,0,0,0,0,0,8,7,15,14,9,24,8,3,81,0,0,0,0,5,0,0,5,18,30,26,23,47,20,15,169,337,485,339,237,390,251,123,2164
POA3805,1595,1840,991,614,962,688,360,7061,255,291,168,112,179,93,35,1131,259,237,146,77,115,51,18,903,1162,1329,834,535,747,312,107,5038,26,35,10,5,5,4,3,83,3296,3730,2149,1347,2011,1142,524,14207,125,155,106,79,141,92,54,757,53,65,54,30,52,25,9,289,25,33,27,17,37,16,7,164,235,285,216,183,227,75,34,1259,20,12,14,6,5,0,0,53,449,553,415,313,469,213,105,2518,3749,4277,2572,1663,2478,1358,625,16724
POA3806,985,1087,630,420,586,376,162,4254,319,308,189,113,147,85,35,1205,229,232,143,80,115,67,43,910,1446,1541,873,510,735,330,131,5567,16,5,8,6,7,3,0,44,2999,3178,1841,1134,1599,858,368,11973,39,91,65,55,89,45,32,415,30,56,60,27,54,23,13,273,12,35,19,23,40,7,3,145,195,273,168,152,224,89,33,1129,13,10,10,10,9,0,0,42,291,464,319,265,418,165,80,2013,3291,3649,2161,1397,2013,1031,451,13984
