POA_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA3356,0,75,332,210,205,148,46,20,13,1039,0,19,166,150,118,65,14,5,0,543,0,5,98,95,97,60,3,5,3,362,0,0,43,49,51,28,9,4,0,185,0,3,38,39,46,18,6,0,3,144,0,7,5,15,16,10,11,6,0,64,116,134,178,140,158,136,163,158,80,1259,1048,1369,2390,1859,1911,1700,1577,929,436,13208
POA3357,0,8,39,64,61,51,20,9,0,236,0,3,23,57,51,35,11,8,0,180,0,0,28,50,36,42,17,4,0,178,0,0,10,35,38,17,3,3,0,115,0,0,15,44,55,37,3,0,0,154,0,0,3,27,30,21,5,0,0,91,24,11,33,43,40,39,38,23,10,251,209,171,286,517,513,531,401,184,51,2866
POA3360,0,0,12,14,4,10,3,0,0,36,0,0,3,11,6,3,3,0,0,28,0,0,0,4,3,8,0,0,0,23,0,0,0,4,4,0,3,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,7,6,3,9,5,4,13,21,9,3,66,41,20,56,97,105,143,140,49,9,659
POA3361,0,5,5,8,3,9,3,0,0,36,0,0,9,0,7,0,0,0,0,18,0,0,0,3,7,7,3,0,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,8,8,0,3,9,15,20,13,12,6,78,39,23,36,68,94,124,87,48,35,553
POA3363,0,7,40,43,56,37,9,3,3,198,0,4,33,20,25,23,8,7,0,117,0,0,17,23,25,17,5,8,0,92,0,0,3,17,20,11,0,4,4,59,0,0,4,13,15,14,4,0,0,55,0,0,5,5,3,9,3,0,0,29,20,18,37,37,47,57,55,44,38,360,156,153,351,363,444,513,462,277,154,2873
POA3364,0,3,14,22,19,32,11,3,0,115,0,0,12,14,20,17,5,0,0,79,0,0,8,11,19,17,8,3,0,73,0,0,3,3,12,9,0,0,0,29,0,0,0,13,19,17,5,0,0,64,0,0,0,11,8,6,0,0,0,26,19,7,15,22,54,45,46,15,0,225,108,77,144,247,338,396,321,109,31,1773
POA3370,0,0,8,17,18,25,9,4,3,80,0,0,3,3,12,12,3,0,0,43,0,0,6,4,11,8,0,0,0,30,0,0,3,3,5,6,0,0,0,21,0,0,0,11,5,10,0,0,0,27,0,0,0,0,6,5,0,0,0,13,14,20,15,12,17,34,28,17,9,160,105,76,123,184,242,353,248,139,44,1523
POA3371,0,0,8,13,9,16,5,0,0,51,0,0,6,4,9,5,3,0,0,25,0,0,0,3,7,7,0,0,0,17,0,0,0,3,0,3,0,0,0,9,0,0,0,4,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,10,3,5,15,14,28,17,17,6,108,49,47,56,104,158,243,144,60,22,873
POA3373,0,3,28,19,36,32,9,0,4,130,0,0,6,14,15,8,7,0,0,57,0,0,10,11,10,18,4,0,0,58,0,0,3,5,5,7,4,0,3,30,0,0,3,11,4,9,3,0,0,33,0,0,0,4,3,3,3,0,3,13,9,0,17,16,28,32,38,29,21,198,91,78,182,217,295,400,373,166,81,1882
POA3374,0,0,3,11,6,10,3,0,0,34,0,0,3,0,6,3,6,0,0,14,0,0,0,5,0,4,0,0,0,12,0,0,3,4,0,3,0,0,0,9,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,20,25,11,27,57,52,67,74,14,0,336
POA3375,0,0,3,4,0,3,0,0,0,13,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,8,3,3,0,26,10,6,11,32,25,35,26,15,0,160
POA3377,7,17,89,93,143,117,42,12,10,534,0,11,60,83,102,48,21,9,3,340,0,5,35,58,74,63,12,0,0,240,0,0,27,26,66,37,4,0,0,158,0,0,17,34,48,27,11,3,3,152,0,3,10,14,17,16,9,10,3,83,65,75,251,281,197,178,138,104,41,1337,519,480,1059,1117,1338,1360,1136,663,303,7978
POA3378,0,0,4,3,4,0,3,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,14,6,3,13,21,28,16,15,6,0,106
POA3379,0,0,9,4,8,13,0,0,3,37,0,0,3,7,0,5,5,0,0,22,0,0,0,3,0,5,4,3,0,14,0,0,0,0,3,5,3,6,0,18,0,0,0,0,3,3,4,0,0,16,0,0,0,0,8,11,5,0,0,22,10,9,9,21,21,22,26,17,0,131,30,26,58,86,85,160,121,76,14,666
POA3380,0,30,63,55,84,89,24,10,3,353,0,7,36,48,63,42,20,6,0,221,0,3,25,35,32,31,7,0,0,137,0,3,14,19,34,17,3,0,0,86,0,0,16,24,34,13,3,0,5,96,0,0,7,15,9,6,4,3,3,43,55,29,48,51,69,86,83,88,38,549,367,318,618,636,801,892,773,480,248,5137
POA3381,0,0,13,21,15,17,6,5,0,76,0,0,6,5,18,8,0,0,0,39,0,0,4,5,18,10,0,3,0,50,0,0,3,6,5,5,0,0,0,27,0,0,0,7,12,10,0,0,0,29,0,0,0,3,0,3,0,0,0,11,7,3,12,17,34,23,15,6,3,118,50,41,106,153,196,218,173,59,23,1016
POA3384,0,3,0,3,3,10,8,0,0,29,0,0,0,3,4,0,0,0,0,8,0,0,3,3,3,3,0,0,0,14,0,0,3,0,3,0,0,0,0,8,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,4,0,0,0,3,4,7,0,3,6,16,17,15,0,72,33,27,24,38,105,111,92,40,6,478
POA3385,0,0,4,8,8,8,3,0,0,29,0,0,6,3,9,5,0,0,0,20,0,0,3,3,8,6,0,0,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,3,0,0,4,3,7,5,3,0,25,25,19,44,52,88,109,61,30,7,438
POA3387,0,0,3,0,5,3,0,0,0,20,0,0,0,0,3,3,3,0,0,14,0,0,3,3,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,3,3,0,0,26,13,8,27,37,53,66,38,11,5,254
POA3388,0,5,5,6,10,9,0,3,0,36,0,0,0,0,5,0,0,0,0,14,0,0,3,0,0,3,3,0,0,20,0,0,4,0,3,4,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,6,4,3,4,3,11,11,4,7,50,33,27,43,48,82,89,71,51,31,475
POA3390,0,0,9,14,14,3,4,3,0,45,0,3,8,5,10,10,3,0,0,41,0,0,3,7,4,0,0,0,0,20,0,0,3,0,3,9,0,0,0,13,0,0,0,4,8,9,0,3,0,20,0,0,0,0,3,0,0,0,0,3,11,4,10,3,4,9,15,10,9,69,58,39,83,83,123,142,123,76,28,751
POA3391,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,6,11,8,10,15,27,32,26,10,6,145
POA3392,0,0,0,3,11,13,3,0,3,33,0,0,3,3,5,6,0,0,0,20,0,0,0,4,0,3,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,5,3,13,10,14,19,9,3,67,23,23,23,53,77,109,97,53,42,500
POA3393,0,14,29,24,41,32,12,4,7,166,0,0,18,16,13,33,7,3,0,92,0,0,9,7,15,14,3,0,0,59,0,3,3,0,14,9,0,0,0,24,0,0,3,4,10,15,0,0,0,30,0,0,3,4,4,4,9,0,0,25,15,17,29,24,37,43,40,30,29,255,142,124,252,236,370,405,347,231,143,2244
POA3395,0,0,0,0,8,6,0,4,0,27,0,0,3,0,3,5,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,3,3,10,4,6,8,4,39,22,10,42,23,61,71,46,38,13,322
POA3396,0,4,9,4,11,16,3,3,0,51,0,0,5,6,8,10,4,0,0,29,0,0,5,5,6,3,4,0,0,22,0,0,0,0,3,3,0,0,0,6,0,0,0,0,6,0,0,0,0,11,0,0,0,0,3,4,0,0,0,7,6,4,6,4,8,13,8,10,34,102,41,26,64,58,96,124,103,71,58,631
POA3400,0,82,251,181,201,180,63,16,11,984,0,21,177,126,118,96,39,12,4,592,0,8,83,90,94,85,26,15,5,400,0,0,49,59,71,73,16,8,3,279,0,0,48,67,81,55,18,12,4,277,3,3,14,37,32,47,8,6,4,159,74,58,135,106,119,143,152,136,80,1004,820,910,1886,1562,1662,1862,1523,1100,521,11845
POA3401,0,10,41,69,89,71,23,6,4,315,0,0,23,42,58,43,19,0,0,193,0,0,23,35,39,25,3,3,0,138,0,0,7,20,36,17,3,0,0,86,0,0,13,32,41,21,9,0,0,119,0,0,7,17,16,11,0,6,3,58,34,10,35,36,54,50,29,16,7,274,336,174,355,545,747,674,432,169,54,3494
POA3407,0,0,6,0,4,4,3,0,0,16,0,0,3,3,9,4,0,3,0,19,0,0,0,4,3,7,0,0,0,21,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,3,0,0,0,4,4,3,6,6,23,21,14,32,36,73,79,60,30,10,353
POA3409,0,3,7,8,11,25,4,0,0,64,0,0,3,9,14,10,0,0,0,45,0,0,3,9,9,4,3,0,0,29,0,0,0,0,0,5,4,0,0,8,0,0,0,0,6,7,0,0,0,17,0,0,0,6,3,0,4,0,0,13,3,0,0,0,3,19,5,19,26,88,36,34,74,107,145,169,92,64,48,768
POA3412,0,0,3,0,4,0,3,0,0,13,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,3,0,17,28,7,28,17,50,37,46,34,5,260
POA3413,0,0,3,3,3,4,3,3,0,18,0,0,3,4,4,3,0,0,0,13,0,0,0,5,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,3,3,3,4,0,0,3,0,13,12,8,14,35,36,29,19,18,0,172
POA3414,0,4,9,13,31,26,11,4,0,105,0,0,12,10,16,18,3,3,0,64,0,0,6,8,11,14,0,3,0,40,0,0,4,3,3,15,0,0,0,28,0,0,6,15,7,13,0,0,0,39,0,0,0,3,4,7,0,0,0,22,14,6,15,25,29,36,37,19,33,207,106,75,132,178,257,335,251,149,92,1570
POA3415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,8,0,0,0,37
POA3418,3,5,26,30,43,38,14,3,4,172,0,3,16,15,18,23,7,3,3,89,0,5,9,8,29,15,3,0,0,68,0,0,3,7,14,17,4,0,0,46,0,0,0,3,5,9,5,0,0,28,0,0,0,5,6,4,4,4,3,30,12,6,17,13,29,22,37,25,21,175,172,135,274,242,389,417,325,235,139,2325
POA3419,0,6,13,8,14,18,3,3,3,69,0,0,4,5,10,0,3,0,0,24,0,0,8,0,6,7,0,0,0,26,0,0,6,3,3,3,0,0,0,19,0,0,3,6,7,3,3,4,0,18,0,0,0,0,0,7,0,0,0,5,3,0,3,3,0,3,11,9,0,32,55,29,79,63,119,117,112,64,40,679
POA3420,0,0,5,0,0,4,3,0,0,20,0,0,3,3,4,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,0,4,0,3,8,0,3,3,22,9,8,42,34,36,40,20,12,3,213
POA3423,0,0,3,0,3,5,0,0,0,14,0,0,0,4,3,4,0,0,0,12,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,7,8,7,0,43,25,8,38,42,72,94,71,39,22,417
POA3424,0,5,9,6,12,15,10,0,0,50,0,0,4,10,3,6,0,0,0,24,0,0,0,0,9,5,0,0,0,14,0,0,0,0,7,3,0,0,0,9,0,0,0,0,0,8,3,0,0,7,0,0,0,3,0,5,0,0,0,8,0,3,6,3,9,3,8,7,4,44,35,34,55,73,97,123,129,64,34,640
POA3427,0,26,75,58,48,34,6,0,0,258,0,10,63,19,33,29,4,0,0,162,0,3,35,22,23,25,11,3,0,112,0,0,14,8,20,16,0,0,0,60,0,0,13,16,16,12,3,0,0,64,0,4,8,6,5,4,3,0,0,28,19,27,36,26,45,44,31,17,0,246,135,221,466,331,386,404,238,87,14,2294
POA3428,0,4,11,10,23,13,7,3,0,62,0,0,3,7,6,4,0,0,0,26,0,0,3,3,10,3,0,0,0,19,0,0,0,0,0,4,0,0,0,9,0,0,0,3,10,5,3,0,0,20,0,0,0,3,0,0,3,0,0,7,7,4,11,11,11,20,15,3,3,92,35,39,61,81,112,104,103,29,11,568
POA3429,14,210,711,620,664,521,163,31,16,2943,4,75,512,495,501,329,67,9,3,1998,0,29,322,391,434,256,42,8,0,1487,0,7,181,265,305,198,15,0,0,980,0,20,202,378,405,255,44,7,3,1312,0,7,47,141,172,112,19,10,0,502,208,163,267,301,304,307,266,164,84,2060,2516,2453,4644,4898,5255,4472,2855,1398,607,29102
POA3430,0,0,3,0,9,8,3,3,0,22,0,4,4,0,3,0,0,0,0,10,0,0,0,0,7,0,0,0,0,13,0,0,0,0,6,0,0,0,0,6,0,0,0,6,3,0,0,0,0,12,0,0,0,3,3,4,0,0,0,8,3,3,0,8,7,8,6,3,0,31,26,31,15,37,63,38,36,24,0,260
POA3431,0,20,44,51,69,65,22,4,0,280,0,6,42,41,44,38,15,0,0,195,0,3,32,46,66,42,14,0,0,203,0,3,16,38,61,32,3,0,0,147,0,0,12,66,81,36,7,0,0,205,0,0,7,20,38,16,8,0,0,90,19,10,15,40,30,28,29,11,9,190,270,216,348,515,685,564,375,123,43,3133
POA3432,0,0,3,3,4,3,0,0,0,17,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,8,0,0,0,4,5,3,0,0,0,15,4,0,3,3,7,10,5,4,0,34,10,5,10,24,41,33,27,10,0,160
POA3433,0,0,0,4,0,3,3,0,0,13,0,0,3,0,9,0,0,0,0,15,0,0,0,4,0,0,3,0,0,11,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,4,0,3,7,3,0,3,0,0,16,18,14,21,34,39,16,26,4,4,176
POA3434,0,20,65,68,93,79,20,3,0,338,0,9,60,53,61,41,15,4,0,239,0,3,41,43,68,43,12,0,0,212,0,0,22,45,50,27,10,0,0,152,0,0,18,61,64,39,8,3,0,195,0,0,0,21,30,22,6,3,0,84,38,21,21,57,59,51,62,21,6,332,355,261,482,665,814,682,506,197,55,4021
POA3435,0,8,35,37,46,41,13,10,0,191,0,3,21,41,37,37,3,3,0,144,0,0,24,30,29,25,3,0,0,111,0,0,11,26,22,16,3,0,0,82,0,0,6,31,31,26,8,3,0,102,0,0,3,19,15,15,4,3,0,61,29,10,15,33,39,58,39,18,6,244,167,113,261,378,427,493,322,107,42,2301
POA3437,0,38,137,161,173,110,63,18,5,704,3,12,106,121,121,86,31,7,3,491,0,6,102,138,126,102,24,8,3,507,0,3,48,98,91,53,13,3,0,306,0,0,80,183,172,117,24,3,0,586,0,3,25,127,129,63,16,3,0,364,56,35,65,93,102,78,103,64,61,656,696,514,1002,1495,1547,1274,1026,400,174,8123
POA3438,0,9,28,39,40,18,16,0,0,150,0,3,15,31,25,15,9,3,0,103,0,3,23,29,23,12,3,0,0,99,0,0,11,30,14,9,0,0,0,67,0,0,20,43,51,18,5,0,0,138,0,0,4,26,31,20,0,0,0,81,13,10,12,15,27,11,11,8,4,105,168,122,201,362,377,213,224,93,55,1810
POA3440,0,3,19,24,15,34,11,3,0,113,0,3,10,21,28,16,9,0,0,85,0,0,10,20,22,33,4,0,0,98,0,0,6,28,10,13,3,0,0,66,0,0,6,36,39,26,12,5,0,123,0,0,0,20,28,22,0,0,0,73,20,6,11,28,21,35,19,12,0,155,138,74,139,285,295,326,234,80,21,1597
POA3441,0,0,13,17,11,11,19,9,0,74,0,0,13,15,19,12,10,0,0,63,0,0,5,10,27,13,9,0,0,66,0,0,3,19,15,9,5,4,0,54,0,0,0,19,30,19,9,0,0,76,0,0,3,20,41,22,7,0,0,101,3,0,5,10,11,15,18,3,0,68,62,44,94,162,226,220,186,63,14,1067
POA3442,0,18,62,99,101,86,52,15,0,437,0,9,49,93,86,77,29,10,3,350,0,0,40,84,101,72,20,0,0,317,0,0,16,37,67,44,11,3,0,179,0,0,24,132,162,83,20,5,0,431,0,3,11,91,106,56,16,3,0,294,56,40,55,80,88,99,115,56,55,640,455,310,510,1054,1211,1085,850,314,123,5914
POA3444,3,32,98,137,142,103,65,16,8,605,0,11,52,97,113,87,26,10,0,404,0,9,45,97,105,68,21,3,4,344,0,4,23,66,64,38,6,3,3,205,0,0,25,84,94,54,20,6,3,290,0,0,13,46,63,33,15,3,0,166,81,42,63,110,108,112,142,100,90,847,501,371,786,1174,1362,1301,1214,598,292,7603
POA3446,0,3,13,17,22,16,0,3,0,77,0,0,3,11,13,14,3,0,0,43,0,0,3,12,12,13,3,0,0,45,0,0,0,4,3,3,0,0,0,15,0,0,3,7,9,10,0,0,0,27,0,0,0,0,6,6,4,0,0,15,15,3,5,10,6,22,22,6,3,97,86,55,80,130,157,179,122,47,8,870
POA3447,0,0,3,3,8,8,3,3,0,22,0,0,0,8,4,4,4,0,0,18,0,0,0,3,3,3,0,0,0,14,0,0,0,6,0,3,0,0,0,12,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,9,9,9,3,0,0,42,28,14,26,55,82,100,49,19,4,376
POA3448,0,3,9,11,13,13,6,0,0,67,0,0,4,5,9,12,3,0,0,37,0,0,0,5,7,10,4,0,0,21,0,0,0,3,3,5,0,0,0,13,0,0,3,4,13,8,0,0,0,30,0,0,0,6,3,7,7,0,0,23,7,3,3,6,11,20,16,5,3,73,39,36,36,109,140,190,143,36,20,750
POA3450,0,12,42,63,100,101,50,23,11,403,0,7,26,43,58,72,28,7,3,232,0,0,26,49,50,51,12,11,0,202,0,3,14,30,39,30,3,3,3,122,0,0,13,40,43,25,11,5,0,143,0,0,4,12,31,19,22,8,5,95,47,13,52,63,73,109,99,113,108,687,299,233,522,736,940,1070,959,658,354,5779
POA3451,3,17,59,63,86,66,23,13,0,329,0,5,27,47,58,48,12,3,0,207,0,0,27,36,48,45,8,0,0,163,0,0,13,27,28,24,5,0,0,98,0,0,13,25,43,26,5,3,0,118,3,0,5,9,13,7,9,0,0,45,50,82,284,230,207,140,77,33,10,1109,312,273,656,773,896,882,674,276,53,4794
POA3453,4,7,15,18,31,23,13,3,0,114,0,3,7,12,37,16,6,3,0,79,0,0,10,16,22,15,3,0,0,66,0,0,5,10,9,9,0,0,0,32,0,0,3,19,11,21,3,0,0,58,0,0,0,0,5,7,6,0,0,22,8,6,8,11,28,28,17,3,0,111,107,65,125,192,286,308,215,92,26,1418
POA3458,0,3,16,14,30,20,14,0,3,102,0,0,9,17,23,18,6,0,3,72,0,0,5,16,19,11,6,0,0,76,0,0,5,9,11,14,8,3,0,37,0,0,0,21,19,20,5,0,0,73,0,0,0,9,12,13,3,0,0,36,10,6,15,29,30,46,44,32,27,239,82,66,109,228,292,356,354,138,57,1684
POA3460,0,7,17,26,38,34,17,0,4,147,0,0,7,17,22,26,5,7,0,87,0,0,5,13,22,19,6,4,0,74,0,0,3,10,16,14,3,3,0,49,0,0,4,13,14,18,10,0,3,55,0,0,0,10,11,7,13,0,0,36,24,5,13,18,27,59,31,34,29,238,103,78,192,256,395,496,386,203,134,2235
POA3461,0,10,27,47,67,68,35,7,0,258,0,5,13,29,50,33,16,0,0,153,0,0,11,33,31,28,9,0,0,118,0,0,6,18,25,20,5,0,0,75,0,0,8,20,28,28,7,0,4,92,0,0,7,15,23,18,3,0,0,67,19,14,21,53,58,79,59,22,7,341,160,120,260,528,683,824,596,206,59,3446
POA3462,0,3,4,14,20,10,3,3,0,63,0,0,3,11,8,7,6,0,0,33,0,0,0,3,8,9,3,0,0,25,0,0,3,4,6,0,3,0,0,23,0,0,0,7,3,0,4,0,0,19,0,0,0,0,0,3,0,0,0,9,10,3,8,16,13,23,27,12,5,109,73,42,68,120,178,225,182,83,17,982
POA3463,0,3,9,26,39,35,15,4,4,135,0,0,5,21,13,21,3,0,0,70,0,0,0,9,19,19,3,3,0,63,0,0,5,0,14,8,3,0,0,35,0,0,0,9,14,14,0,0,0,37,0,0,0,8,10,6,6,0,0,33,7,5,23,28,41,41,33,17,6,206,99,70,141,216,374,521,450,192,98,2162
POA3464,0,3,13,10,25,3,3,0,0,54,0,0,0,5,15,4,0,0,0,26,0,0,3,3,5,7,0,0,0,15,0,0,0,3,3,3,4,0,0,13,0,0,3,3,9,7,0,0,0,21,0,0,4,0,5,0,0,0,0,8,5,4,0,0,5,10,9,3,3,53,78,61,84,112,156,189,126,54,23,884
POA3465,3,28,75,77,118,74,37,12,11,431,0,9,34,46,70,41,9,0,0,210,0,0,22,34,41,33,13,3,0,148,0,0,10,23,27,14,0,0,0,79,0,0,9,18,30,13,8,0,0,83,0,0,3,6,4,14,4,3,3,41,65,33,51,82,110,112,187,139,66,838,527,479,799,962,1240,1395,1538,929,376,8234
POA3467,0,3,11,13,6,16,11,3,3,65,0,0,7,6,10,4,4,0,0,26,0,4,3,7,10,4,0,0,0,24,0,0,0,0,5,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,4,0,0,7,7,3,8,19,8,32,30,20,11,140,44,41,96,128,119,207,213,118,30,996
POA3468,0,0,0,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,3,0,25,19,11,22,19,45,54,58,14,11,249
POA3469,0,0,0,5,0,4,0,0,0,7,0,0,0,4,3,0,0,0,0,8,0,0,0,4,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,6,5,0,3,30,16,3,5,30,43,59,53,24,8,240
POA3472,0,3,3,9,10,16,10,7,0,52,0,0,3,4,15,0,0,0,0,24,0,0,3,3,7,8,0,0,0,16,0,0,0,3,4,3,0,0,0,12,0,0,0,3,7,4,0,0,0,12,0,0,0,0,4,0,0,0,0,7,5,5,9,11,32,28,36,25,4,149,62,43,92,104,243,279,296,147,32,1289
POA3475,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,8,0,3,28,7,7,25,26,42,78,78,18,13,301
POA3477,0,0,6,3,16,12,9,0,0,47,0,0,0,7,12,3,3,0,0,29,0,0,6,3,8,5,0,0,0,18,0,0,0,7,3,0,0,0,0,13,0,0,0,4,5,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,3,0,4,11,14,21,22,5,0,79,50,23,52,67,151,179,153,33,12,714
POA3478,0,9,15,20,27,33,13,4,4,125,0,3,14,14,22,23,4,4,0,82,0,0,11,12,10,12,4,0,0,51,0,3,7,9,5,6,3,0,0,31,0,0,3,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,12,9,15,10,9,31,42,38,24,193,125,98,196,219,320,397,418,242,116,2126
POA3480,0,10,17,16,27,28,9,3,4,110,0,0,13,8,20,10,0,3,0,59,0,0,3,10,12,10,0,0,3,32,0,0,0,0,3,6,4,0,0,13,0,0,0,4,0,10,0,0,0,16,0,0,0,4,3,3,4,0,0,14,16,9,15,11,37,47,38,44,35,245,113,65,124,173,232,297,252,179,114,1550
POA3482,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,3,0,6,4,0,15,12,6,16,13,28,17,39,18,3,142
