POA_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA3805,812,1539,2928,3456,3590,2021,358,25,4,14731,6,0,13,13,21,11,0,0,0,60,0,0,3,3,0,0,0,0,0,4,27,51,134,213,314,146,14,0,0,901,0,7,27,21,16,7,3,0,0,77,4,30,76,77,88,37,8,0,0,312,9,36,86,145,123,65,3,0,0,455,295,376,331,371,355,152,23,3,0,1906,366,159,122,103,101,45,4,0,0,892,0,14,58,86,103,59,10,0,0,327,11,18,36,22,27,9,3,0,0,123,3,33,117,142,122,48,9,0,0,471,9,25,43,46,42,21,3,3,0,193,9,44,151,158,120,70,13,0,0,563,9,44,92,110,125,74,12,0,0,467,6,25,102,153,158,89,9,3,0,545,21,94,253,335,364,162,12,0,0,1255,31,226,572,659,677,383,39,3,0,2592,21,37,26,29,42,15,5,0,0,172,21,61,103,102,119,45,5,0,0,458
POA3806,698,1121,2167,3137,3087,1758,403,44,4,12421,4,7,4,10,8,5,7,0,0,49,0,0,0,3,0,0,0,0,0,6,38,44,91,191,188,93,11,0,0,664,0,4,16,25,16,9,0,0,0,77,6,30,58,116,98,56,10,0,0,370,7,20,76,93,119,61,8,0,0,385,202,276,233,271,272,138,21,0,0,1415,302,139,65,79,80,38,9,3,0,720,3,17,23,58,48,35,3,0,0,189,3,21,30,30,33,8,0,0,0,125,3,30,104,145,115,33,3,0,0,437,7,25,41,57,38,23,11,0,0,199,11,51,146,203,157,68,18,0,0,660,7,26,70,98,79,54,8,3,0,346,5,23,103,168,152,78,8,0,0,538,43,93,273,410,446,257,34,0,0,1556,31,148,414,645,651,408,57,0,0,2356,30,40,34,39,30,10,0,0,0,191,21,56,105,107,98,43,8,0,0,429
POA3807,158,192,252,415,565,310,74,7,4,1975,0,0,3,6,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,3,7,24,44,14,0,0,0,101,0,0,0,3,4,0,0,0,0,15,0,3,13,35,26,11,0,0,0,81,0,3,11,15,22,8,0,0,0,68,52,54,24,32,42,28,4,0,0,245,60,28,4,12,16,0,3,0,0,122,0,0,7,4,15,5,3,0,0,39,0,0,0,7,3,0,0,0,0,11,0,5,7,22,16,7,0,0,0,60,0,9,9,14,4,4,0,0,0,40,0,13,13,32,35,11,3,0,0,109,0,7,12,11,18,6,0,0,0,55,0,3,17,22,27,15,5,0,0,86,11,15,45,78,89,42,7,0,0,290,7,35,36,70,90,55,12,0,0,303,8,14,7,4,7,0,0,0,0,45,5,8,18,12,22,10,0,0,0,80
POA3808,50,72,100,179,194,177,54,3,0,830,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,3,11,16,15,0,0,0,47,0,0,0,0,0,0,0,0,0,5,0,3,7,24,18,6,0,0,0,51,0,0,3,10,9,5,0,0,0,24,11,18,7,20,13,13,0,0,0,81,18,19,5,3,9,3,0,0,0,54,0,0,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,0,0,0,0,22,0,3,0,3,8,0,0,0,0,11,0,0,5,24,10,8,3,0,0,50,0,3,0,0,9,4,0,0,0,26,0,0,3,11,6,10,0,0,0,30,3,3,19,30,32,32,4,0,0,117,0,3,18,23,33,29,5,0,0,119,3,7,3,0,5,3,0,0,0,17,0,5,3,7,4,6,4,0,0,32
POA3809,100,194,671,519,349,190,53,3,0,2078,0,3,0,3,3,5,4,0,0,20,0,0,0,0,0,0,0,0,0,0,4,11,27,29,24,21,4,0,0,120,0,5,5,3,3,4,0,0,0,19,0,3,12,16,15,5,0,0,0,57,3,0,21,10,22,13,0,0,0,67,19,34,77,46,37,31,0,0,0,242,37,27,23,6,6,0,0,0,0,108,0,3,17,9,12,6,0,0,0,46,0,3,0,6,4,0,0,0,0,21,0,3,29,20,15,7,0,0,0,68,3,3,23,15,3,6,0,0,0,51,0,7,42,33,22,7,0,0,0,112,3,5,40,15,8,8,0,0,0,84,0,4,34,30,19,3,0,0,0,92,0,16,97,79,33,25,0,0,0,249,5,48,142,81,70,29,0,0,0,382,0,6,3,3,4,0,0,0,0,20,0,9,28,16,6,3,0,0,0,60
POA3810,516,1136,3309,2885,2128,1211,306,31,3,11524,3,13,27,17,22,23,0,3,0,115,0,0,6,0,3,0,0,0,0,13,23,51,158,149,154,71,12,0,0,613,0,6,28,22,13,5,3,0,0,69,6,21,95,101,73,33,3,0,0,341,7,32,99,76,65,38,4,0,0,329,143,241,450,283,242,143,14,0,0,1513,234,141,140,79,61,30,5,0,0,690,4,18,65,55,77,32,10,0,0,266,0,14,24,20,19,3,0,0,0,75,0,30,113,67,43,24,3,0,0,286,4,37,70,38,25,18,3,0,0,197,7,43,138,140,75,43,13,0,0,460,9,37,103,95,87,49,11,0,0,380,3,28,130,122,109,38,10,0,0,441,22,57,335,300,228,121,17,0,0,1081,31,214,634,518,481,300,45,3,0,2228,22,21,47,26,23,16,0,0,0,155,12,39,144,67,67,26,0,0,0,359
POA3812,48,61,82,105,170,140,34,6,3,649,3,4,0,6,10,14,6,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,0,0,0,0,26,0,0,0,3,5,0,0,0,0,12,13,19,10,14,15,7,0,0,0,88,15,9,0,0,7,3,0,0,0,36,0,0,3,0,5,3,0,0,0,13,0,0,0,3,3,0,0,0,0,5,0,0,4,3,3,0,0,0,0,6,0,4,4,0,6,0,0,0,0,10,0,5,7,6,14,9,0,0,0,42,0,0,0,0,5,3,3,0,0,13,0,3,0,0,3,5,5,0,0,18,3,3,12,18,17,15,0,0,0,75,0,13,11,18,32,20,3,0,0,95,3,0,3,3,8,3,0,0,0,20,0,0,3,10,7,4,0,0,0,23
POA3813,14,29,22,25,79,51,15,3,0,237,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,10,3,3,5,3,5,0,0,0,0,18,3,3,0,0,0,0,0,0,0,12,0,0,0,0,4,3,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,4,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,8,14,4,0,0,0,26,0,9,0,4,7,9,0,0,0,28,0,0,4,0,0,0,0,0,0,5,0,0,3,3,0,0,3,0,0,6
POA3814,32,43,92,121,147,100,43,10,3,579,0,3,0,8,12,11,3,0,0,34,0,0,0,0,0,0,0,0,0,0,5,3,4,3,6,3,3,0,0,25,0,0,0,0,0,4,0,0,0,4,0,0,12,8,5,3,0,0,0,28,0,0,0,0,3,0,0,0,0,3,5,3,4,14,8,5,0,0,0,50,16,3,3,0,3,4,0,0,0,24,0,0,3,0,3,5,0,0,0,14,3,0,0,0,0,0,0,0,0,8,0,0,3,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,18,3,0,5,6,3,0,0,0,0,17,0,0,3,3,4,3,0,0,0,23,0,7,20,18,15,9,0,0,0,68,4,10,16,12,28,22,3,0,0,91,0,5,0,4,0,0,0,0,0,8,0,3,13,4,3,5,0,0,0,26
POA3815,42,47,113,145,202,136,37,8,0,734,0,0,3,3,3,3,5,7,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,4,0,11,11,0,0,0,0,32,0,0,3,3,3,0,0,0,0,10,11,11,7,14,18,19,3,0,0,86,21,8,4,6,7,0,0,0,0,55,0,0,3,3,7,6,5,0,0,22,0,0,0,0,5,0,0,0,0,3,0,0,0,10,3,3,0,0,0,20,0,5,4,3,3,0,0,0,0,16,0,0,7,10,12,10,0,0,0,35,0,0,4,3,7,0,0,0,0,16,0,0,5,3,11,4,0,0,0,24,4,3,12,24,26,13,3,0,0,85,3,11,16,23,46,31,8,0,0,133,0,4,3,0,0,0,0,0,0,11,0,3,10,8,5,3,0,0,0,31
POA3816,29,66,153,131,136,106,26,8,0,662,0,0,9,15,18,13,10,10,0,61,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14,0,0,3,3,7,4,0,0,0,18,3,8,15,14,14,10,0,0,0,70,8,12,3,6,3,3,0,0,0,34,0,0,4,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,3,9,3,0,0,0,0,0,13,0,0,10,4,6,6,3,0,0,28,0,3,0,10,12,8,0,0,0,27,0,0,4,5,3,3,0,0,0,16,0,10,16,11,15,18,4,0,0,68,0,9,21,22,31,20,0,0,0,103,0,0,0,3,0,0,0,0,0,7,0,0,5,0,8,3,0,0,0,23
POA3818,173,260,685,587,668,557,189,25,3,3154,4,13,28,25,31,30,14,7,0,146,0,0,3,0,0,0,0,0,0,6,6,14,34,16,23,13,3,0,0,111,0,0,3,0,4,0,0,0,0,5,0,5,25,20,17,13,3,0,0,87,3,4,6,14,20,13,0,0,0,54,32,32,69,57,64,48,0,0,0,313,65,45,35,34,35,27,3,0,0,242,0,0,10,12,13,9,0,0,0,38,3,0,10,0,9,0,0,0,0,29,0,8,21,12,11,7,0,0,0,59,0,8,23,5,5,3,0,0,0,50,4,10,30,31,24,31,4,0,0,140,3,3,16,21,27,11,0,0,0,96,0,4,21,36,40,28,7,0,0,137,6,15,89,86,118,77,10,0,0,409,13,54,129,112,154,117,27,0,0,606,4,3,3,8,6,9,4,0,0,37,8,21,29,24,26,25,6,0,0,135
POA3820,241,333,734,652,805,644,187,40,7,3640,3,9,37,27,19,14,10,4,0,121,0,0,0,0,0,0,0,0,0,3,8,14,26,21,24,7,6,0,0,115,0,0,7,3,3,0,0,0,0,9,3,3,14,19,16,9,3,0,0,68,3,3,11,7,15,3,3,0,0,45,58,49,68,54,88,59,9,0,0,374,98,55,44,42,47,24,4,0,0,298,0,4,3,7,13,16,4,0,0,47,3,0,10,10,5,4,0,0,0,36,0,3,23,22,27,16,5,0,0,96,3,11,3,11,7,7,3,0,0,39,3,15,36,33,36,23,6,0,0,156,7,8,11,20,26,20,3,0,0,92,0,9,50,43,65,23,11,0,0,198,12,21,104,142,167,138,17,3,0,605,5,60,136,144,211,168,20,0,0,743,6,9,11,4,8,5,0,0,0,43,5,13,26,31,50,33,12,0,0,174
POA3821,41,44,86,127,208,171,78,13,5,771,0,3,13,13,25,26,16,10,0,94,0,0,0,0,0,0,0,0,0,4,3,0,0,3,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,5,9,9,4,0,0,0,20,0,0,3,3,4,3,0,0,0,9,17,8,5,10,17,9,4,0,0,69,13,4,7,3,3,8,0,0,0,39,0,0,0,0,8,3,0,0,0,13,0,0,0,0,3,0,0,0,0,10,0,3,4,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,6,14,12,9,0,0,0,45,0,0,4,4,3,3,3,0,0,22,0,0,3,12,12,11,0,0,0,46,3,3,9,20,29,29,0,0,0,99,0,11,19,31,40,36,4,0,0,134,0,3,5,3,0,0,0,0,0,11,0,5,0,0,4,3,0,0,0,15
POA3822,18,18,33,49,58,42,14,7,0,246,0,0,4,5,10,8,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,5,9,3,0,0,0,21,6,5,0,0,0,3,0,0,0,24,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,3,8,11,6,0,0,0,29,0,3,12,14,11,8,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA3823,11,35,87,79,87,100,20,7,0,434,0,0,0,3,8,7,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,9,9,8,6,0,0,0,45,17,14,7,6,6,8,0,0,0,51,0,3,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,4,0,0,22,0,0,3,0,0,4,0,0,0,6,0,0,9,7,9,6,0,0,0,31,0,0,8,11,13,10,3,0,0,46,0,4,24,11,25,20,0,0,0,87,3,3,0,3,0,5,0,0,0,11,0,6,6,5,3,8,0,0,0,18
POA3824,70,87,194,242,254,218,71,9,3,1157,0,0,3,10,18,16,11,6,0,56,0,0,0,0,0,0,0,0,0,0,0,4,12,7,5,3,0,0,0,33,0,0,0,7,4,3,0,0,0,15,0,0,8,11,3,3,0,0,0,20,0,0,4,5,3,3,0,0,0,13,11,14,26,21,22,13,3,0,0,115,32,9,8,7,6,6,0,0,0,82,0,0,3,3,0,5,3,0,0,17,0,3,0,5,0,0,0,0,0,10,0,0,7,11,8,0,0,0,0,24,0,0,3,7,3,0,0,0,0,15,0,3,12,11,11,11,5,0,0,58,0,0,3,3,3,4,0,0,0,26,0,7,24,27,16,14,3,0,0,95,0,3,34,39,33,33,3,0,0,144,0,25,53,47,54,67,8,0,0,258,0,0,5,3,7,0,0,0,0,13,0,3,6,8,4,9,0,0,0,39
POA3825,242,410,748,759,872,772,172,28,3,4009,3,10,16,25,17,22,14,3,0,108,0,0,3,3,0,3,0,0,0,8,0,3,19,12,23,15,3,0,0,74,0,3,14,8,9,5,0,0,0,42,0,5,23,12,21,3,0,0,0,62,0,4,7,3,11,0,0,0,0,26,86,71,83,86,112,57,9,3,0,515,85,60,41,47,41,22,12,0,0,308,0,0,3,18,18,16,3,0,0,63,3,4,4,0,4,5,0,0,0,23,0,5,34,24,24,12,3,0,0,102,0,6,7,17,9,10,0,0,0,59,0,12,19,24,29,28,10,0,0,119,6,9,12,32,31,27,3,0,0,121,0,34,66,68,90,61,11,0,0,331,5,20,60,93,134,99,18,0,0,434,13,87,186,158,226,207,46,3,0,925,8,3,16,3,12,6,0,0,0,47,5,18,35,25,29,20,8,0,0,133
POA3831,24,32,45,71,87,103,39,9,0,413,0,0,3,3,8,16,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,11,0,8,5,6,0,0,0,36,9,3,3,5,10,3,0,0,0,30,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,3,0,0,0,12,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,6,0,0,0,19,0,3,7,17,16,11,0,0,0,51,0,0,8,14,21,24,3,0,0,77,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,8
POA3832,3,0,0,8,4,17,7,0,0,54,0,0,0,0,4,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3833,0,6,6,6,20,19,12,8,0,71,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA3835,8,13,14,27,21,27,12,3,0,120,0,0,3,3,0,5,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,0,5,3,3,0,0,0,16,0,0,7,8,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
POA3840,166,283,586,544,691,621,152,25,3,3075,3,0,4,6,15,5,4,3,0,40,0,0,3,0,5,3,0,0,0,11,3,3,8,19,11,15,0,0,0,73,0,3,8,5,14,8,0,0,0,40,0,4,10,14,3,3,0,0,0,36,0,3,3,10,10,0,0,0,0,33,57,60,92,72,93,67,4,0,0,448,78,37,43,23,35,34,9,0,0,258,0,0,8,9,18,14,3,0,0,47,3,6,7,9,5,5,0,0,0,41,0,7,16,9,16,3,0,0,0,59,0,5,15,10,8,8,3,0,0,46,0,8,25,22,20,13,3,0,0,92,0,8,18,25,34,26,4,0,0,110,3,23,73,55,83,51,7,0,0,283,3,16,55,62,91,75,12,0,0,322,5,50,111,114,167,145,32,3,0,623,0,8,6,7,4,0,0,0,0,29,5,14,17,11,16,12,3,0,0,76
POA3842,42,106,206,157,148,171,32,0,6,870,0,0,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,0,0,0,18,0,0,3,0,6,0,0,0,0,8,0,0,7,3,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,4,28,24,24,23,15,24,0,0,0,140,32,23,11,11,11,5,0,0,0,86,0,0,0,4,0,0,0,0,0,8,0,0,3,3,3,5,0,0,0,13,0,4,3,3,3,0,0,0,0,12,0,3,3,0,0,4,0,0,0,6,0,5,9,4,11,4,0,0,0,27,0,5,3,11,7,14,0,0,0,39,3,5,22,8,18,17,0,0,0,76,0,10,22,28,37,23,3,0,0,124,3,20,52,38,37,47,4,0,0,202,3,0,0,0,3,0,0,0,0,13,0,8,3,5,3,3,0,0,0,22
POA3844,368,594,1489,1396,1453,1083,266,25,5,6679,0,4,10,20,14,7,12,3,0,70,0,0,7,8,5,0,0,0,0,14,8,4,34,33,30,21,0,0,0,136,0,8,18,31,26,12,0,0,0,107,3,5,34,41,32,12,3,0,0,139,4,5,14,8,8,6,0,0,0,51,137,116,176,171,150,106,15,3,0,880,154,104,64,62,71,53,16,0,0,513,0,6,10,20,32,17,5,0,0,88,5,22,15,10,10,3,0,0,0,65,4,17,36,45,38,18,0,0,0,159,4,12,23,21,15,11,3,0,0,83,7,16,59,40,54,19,3,3,0,205,0,12,32,41,51,39,7,0,0,179,7,61,199,195,161,107,5,0,0,745,7,46,142,175,215,150,20,0,0,761,13,158,426,328,351,301,58,4,0,1638,14,7,6,17,7,7,3,0,0,69,11,34,55,58,33,27,5,0,0,225
POA3847,18,42,98,104,95,104,32,10,0,500,0,0,18,14,11,16,3,0,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,11,0,0,3,7,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,11,4,16,6,4,0,0,45,11,11,6,3,7,10,0,0,0,45,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,3,6,0,3,0,0,0,0,14,0,0,7,3,7,4,0,0,0,17,0,6,3,14,10,11,0,0,0,36,0,3,11,13,8,12,0,0,0,42,0,3,18,15,25,28,0,0,0,96,0,3,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,0,0,17
POA3850,197,297,713,653,666,525,128,17,6,3205,0,10,28,14,8,10,3,0,0,76,0,0,3,3,4,5,0,0,0,16,7,6,14,16,8,13,0,0,0,69,0,3,0,10,8,3,0,0,0,15,0,8,21,10,29,12,4,0,0,71,4,3,9,5,7,6,0,0,0,29,83,40,55,79,77,69,13,0,0,413,65,49,37,33,32,29,3,0,0,252,0,4,11,5,7,4,4,0,0,41,0,8,3,3,0,3,3,0,0,23,0,0,10,15,15,8,0,0,0,48,3,3,9,4,10,7,3,0,0,39,3,8,25,27,18,28,7,3,0,114,3,3,17,23,21,20,4,0,0,90,8,10,65,77,70,33,3,3,0,270,10,13,89,93,141,73,7,0,0,426,4,43,171,164,194,177,21,0,0,785,6,3,5,11,3,5,4,0,0,35,5,17,31,22,17,16,3,0,0,121
