POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA3796,0,0,0,0,13,4,17,0,0,0,0,11,0,8,3,3,19,40,182,8,257,0,0,0,3,20,0,32,6,0,13,28,437,13,497,0,0,4,10,42,0,57,0,0,22,17,70,5,118,0,0,3,8,25,0,29,0,0,12,5,48,4,75,0,3,7,6,14,0,35,3,0,9,8,5,0,24,0,0,3,6,11,3,19,9,4,35,28,24,3,98,0,0,6,8,39,4,57,3,9,16,25,32,5,91,10,26,36,11,18,3,104,7,8,23,24,18,0,75,0,0,8,9,7,3,26,0,0,9,8,80,6,111,3,0,5,11,53,16,87,49,56,226,261,1142,65,1796,0,0,5,3,3,3,8,0,0,0,0,0,0,0,3,3,13,18,31,4,68,0,0,3,3,4,0,10,0,0,9,16,20,0,50,0,0,5,9,17,3,38,0,4,20,39,41,8,108,0,0,8,13
POA3797,0,0,0,3,16,3,21,0,0,0,0,3,0,3,0,0,0,7,33,3,48,0,0,0,0,5,0,11,0,0,0,3,117,5,130,0,0,5,3,12,0,14,0,0,0,3,23,3,28,0,0,3,3,6,0,8,0,0,3,3,15,4,26,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,9,0,0,4,3,8,0,20,0,0,0,0,9,3,13,4,0,3,7,7,3,23,3,0,3,3,5,0,22,0,3,0,3,7,0,16,0,0,0,0,4,0,9,0,0,0,0,19,4,26,0,0,0,0,18,12,32,13,5,38,60,311,38,471,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,7,0,0,4,8,11,4,24,0,0,0,8
POA3799,0,0,4,0,14,3,19,0,0,3,0,3,0,6,3,0,9,7,61,7,88,0,0,0,0,9,3,14,0,0,0,9,134,10,157,0,0,3,5,11,3,21,0,0,0,0,28,0,39,0,0,8,3,15,0,29,0,0,5,0,23,6,34,0,0,7,0,7,0,17,0,0,3,3,0,0,9,0,0,3,0,5,0,8,7,7,9,8,3,0,29,3,0,5,0,20,0,31,0,0,5,3,13,0,25,10,6,12,8,10,0,48,3,3,16,11,21,3,53,0,0,3,5,14,0,17,0,0,3,0,52,0,59,0,0,9,11,45,7,63,32,21,103,77,488,52,767,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,14,8,16,4,35,0,0,5,0,0,0,5,0,0,9,4,6,0,16,0,0,0,3,8,0,13,0,0,12,5,25,7,50,0,0,12,8
POA3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,28,3,15,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,10,0,0,8,3
POA3802,0,0,3,0,3,0,6,0,0,3,0,3,3,14,28,11,128,122,297,31,613,4,3,20,12,29,0,68,8,3,61,80,383,19,559,12,5,60,38,67,11,195,27,3,88,71,102,13,299,3,4,28,42,46,4,135,9,0,59,49,109,18,246,14,0,31,24,28,0,98,16,0,59,31,27,0,128,4,0,16,13,27,0,51,50,12,150,50,27,12,298,6,4,20,29,44,10,107,21,3,49,41,46,5,161,49,22,86,24,21,3,203,25,9,76,39,56,12,212,9,0,17,20,11,0,63,8,0,27,30,127,7,200,13,0,61,52,100,35,260,310,78,1042,753,1552,182,3919,0,0,3,0,3,0,7,0,0,0,0,0,0,0,12,3,72,40,52,12,188,0,0,6,3,3,0,17,9,3,16,18,18,3,59,7,3,40,19,25,0,99,10,0,91,80,82,13,286,4,0,31,34
POA3803,0,0,0,0,3,0,4,0,0,3,0,0,0,3,13,4,52,44,143,15,274,3,0,0,5,12,0,21,3,0,24,25,182,11,236,5,0,15,14,34,3,67,8,3,23,19,39,4,95,0,0,15,15,24,3,54,8,3,28,31,47,6,126,9,0,7,0,12,3,31,3,0,18,7,5,0,43,0,0,7,0,4,0,17,22,5,41,16,3,3,95,0,0,10,10,19,3,43,3,5,14,11,21,0,60,11,0,14,6,12,0,48,7,3,31,14,26,4,85,3,0,5,4,3,0,15,0,0,7,11,54,0,80,0,0,26,14,44,20,100,117,28,339,242,688,75,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,26,21,10,8,74,0,0,0,0,3,0,6,0,0,4,5,3,4,18,3,0,13,13,11,3,36,10,3,39,29,50,3,130,3,0,9,12
POA3804,0,0,0,3,7,0,14,0,0,0,0,3,0,5,8,8,33,11,89,8,157,0,0,5,4,13,0,27,3,0,26,31,315,12,391,0,0,24,15,29,3,79,3,0,39,17,39,3,98,0,0,8,8,11,0,25,3,0,10,13,41,3,76,0,0,11,7,6,0,26,3,3,16,15,3,4,43,0,0,4,4,7,0,18,12,7,61,17,21,4,119,0,0,7,5,11,0,30,5,3,12,11,17,0,42,9,4,18,9,7,0,50,14,4,25,7,7,4,62,0,0,7,3,5,0,16,0,0,11,10,81,3,110,0,0,16,14,48,8,84,76,39,330,207,770,61,1470,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,17,7,19,0,48,0,0,7,3,6,0,11,0,3,16,11,26,11,68,0,0,11,9,11,0,28,0,0,37,31,30,9,106,3,0,7,11
POA3805,3,0,3,5,27,3,38,0,0,0,3,13,0,22,70,9,198,272,910,54,1526,8,3,20,24,75,0,137,25,4,94,147,1253,37,1556,31,5,90,89,217,25,454,48,9,143,133,328,24,680,15,3,51,79,119,16,276,31,15,136,119,272,50,610,21,5,54,43,69,10,197,46,8,120,73,48,3,296,5,4,12,25,56,0,104,86,28,242,98,103,25,575,20,3,46,53,124,12,266,38,20,98,97,133,9,401,78,37,138,54,66,5,378,63,16,140,87,116,13,433,6,0,21,26,43,7,105,19,4,42,62,410,15,558,23,0,99,74,302,70,573,629,171,1742,1561,4680,377,9160,3,0,7,11,4,0,29,0,0,0,0,5,0,5,19,8,106,108,149,27,417,8,3,13,8,18,0,53,10,0,40,43,64,5,160,12,0,67,65,92,12,243,39,15,172,202,304,52,789,7,3,55,69
POA3806,4,0,12,13,23,3,55,3,0,3,4,21,0,30,64,21,199,190,583,36,1105,17,4,35,30,44,3,138,17,0,105,161,1159,39,1488,45,16,89,94,177,19,440,34,4,172,114,250,31,611,15,0,61,52,77,15,217,31,8,69,91,175,33,399,26,12,71,53,53,8,221,40,10,136,85,40,6,331,18,0,28,20,57,5,131,144,24,319,137,97,30,758,7,7,39,48,94,7,210,48,23,96,118,116,11,406,118,59,165,42,72,3,458,95,29,174,55,82,8,449,7,5,30,38,47,3,129,7,3,42,43,262,16,383,27,10,79,69,205,46,442,777,242,1946,1469,3639,329,8402,3,3,0,5,6,0,17,0,0,0,0,0,0,4,30,5,100,85,90,12,320,3,0,16,3,17,0,40,6,6,45,70,79,7,207,18,8,54,50,60,10,198,28,8,181,150,212,28,611,6,3,61,65
POA3807,0,0,4,4,5,0,12,0,0,0,0,6,0,8,4,3,20,32,121,3,177,0,0,10,5,13,0,26,4,0,12,26,242,15,304,3,0,10,11,29,0,56,6,3,19,23,48,0,95,0,0,3,6,10,0,17,0,0,12,7,41,3,59,0,0,7,8,6,0,23,0,0,14,14,6,0,44,0,0,0,5,10,0,20,7,4,41,9,17,0,85,0,0,0,4,22,0,26,3,0,18,18,13,0,58,15,11,28,5,11,3,77,11,3,15,9,10,0,55,0,0,3,3,3,0,15,0,0,10,3,47,0,58,3,0,8,9,55,14,87,65,31,232,204,716,48,1288,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,5,6,15,13,0,45,0,0,4,4,3,0,9,0,0,6,17,17,3,48,0,0,11,11,16,0,38,0,3,14,34,35,0,89,0,0,3,7
POA3808,0,0,3,4,3,0,10,0,0,0,0,0,0,6,3,3,19,7,43,0,74,0,0,0,0,3,0,3,0,0,5,15,151,5,179,5,3,12,0,8,0,34,0,3,4,3,19,0,29,0,0,6,4,3,0,7,0,0,4,4,17,4,26,0,0,3,3,0,0,11,0,0,3,5,4,0,17,0,0,0,3,0,0,3,5,0,21,6,10,0,42,0,0,0,0,13,0,19,4,0,4,4,4,0,15,4,3,16,3,5,0,31,6,3,8,0,0,0,17,0,0,3,0,3,0,9,0,0,3,3,21,3,32,0,3,7,8,27,3,40,32,23,113,68,339,21,601,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,10,12,3,0,24,0,0,0,0,0,0,3,3,0,10,14,9,0,37,3,0,10,0,0,0,18,0,0,6,10,10,3,34,0,0,6,3
POA3809,0,0,0,0,8,0,14,0,0,3,0,3,0,7,7,5,28,31,108,5,183,0,3,5,9,9,0,28,3,0,14,38,252,3,309,0,0,11,16,38,0,62,9,0,16,19,51,7,105,0,0,6,13,17,0,33,9,0,10,18,16,5,63,3,0,8,0,3,0,19,15,3,12,14,5,3,53,0,0,0,4,6,0,12,20,3,34,16,20,7,97,3,0,3,12,25,0,40,4,0,10,30,29,4,75,19,5,35,13,9,0,77,8,3,26,19,14,0,66,0,0,5,6,7,0,18,6,0,10,11,56,0,81,4,0,13,14,32,13,78,109,24,245,277,712,48,1419,0,0,0,0,3,3,8,0,0,0,0,0,0,0,5,0,8,23,25,5,60,0,0,3,4,0,0,5,3,4,3,8,14,0,27,0,3,12,9,11,0,38,7,0,22,27,41,4,98,0,0,7,13
POA3810,3,0,16,20,52,3,97,3,0,4,9,21,3,35,38,8,110,149,702,40,1042,3,0,20,24,72,4,126,3,6,49,121,1349,39,1569,7,0,35,49,181,9,288,19,11,91,109,354,27,613,12,3,39,50,99,13,210,24,3,53,88,301,26,501,15,4,44,30,47,8,145,10,7,47,36,32,0,141,0,0,13,18,52,3,90,43,21,139,101,96,13,401,7,0,24,33,110,9,189,16,12,61,97,128,10,328,53,36,118,40,46,3,297,31,10,94,74,89,5,308,0,0,16,17,42,3,74,12,0,25,39,304,9,394,9,3,38,50,234,58,395,314,132,1036,1140,4326,290,7243,0,0,6,11,32,3,53,0,0,3,0,5,0,7,6,4,59,65,144,12,289,5,0,8,7,14,0,37,3,0,21,45,99,10,178,6,0,38,34,75,6,164,20,5,102,164,349,35,671,0,3,44,56
POA3812,0,0,4,0,24,0,35,0,0,0,0,0,0,3,0,0,7,6,56,0,64,0,0,0,3,5,0,7,0,0,0,4,102,10,116,0,0,0,3,0,0,10,0,5,3,0,12,0,18,0,0,0,0,0,0,4,0,0,0,5,15,0,15,0,0,0,0,3,0,4,0,0,3,3,3,0,6,0,0,0,0,4,0,3,4,0,8,7,3,3,17,0,0,0,0,7,0,10,0,0,0,3,6,0,15,0,0,5,0,6,0,14,0,0,3,3,4,0,14,0,0,0,0,0,0,3,0,0,0,0,29,0,34,0,0,3,3,14,4,26,9,5,44,45,295,23,424,0,0,3,9,6,5,20,0,0,0,0,0,0,0,0,0,0,4,6,0,15,0,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,0,0,0,4,0,0,3,7,26,3,37,0,0,0,0
POA3813,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,0,3,0,3,0,0,3,0,30,3,35,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,0,0,7,0,4,0,0,0,0,4,0,7,0,0,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,3,0,4,3,0,23,10,98,8,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,0,3
POA3814,0,0,4,6,18,0,27,0,0,0,0,3,0,7,0,0,3,5,28,3,45,3,0,3,0,11,0,18,0,0,3,4,93,6,110,0,0,0,0,12,0,12,0,0,0,0,22,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,0,0,4,0,6,0,0,0,3,0,0,3,0,0,0,0,3,0,3,4,0,8,0,3,0,18,0,0,0,0,11,0,16,3,0,0,3,9,0,13,7,4,6,3,4,0,17,0,0,0,3,5,0,13,0,0,0,0,4,0,3,0,0,0,0,14,3,18,0,0,3,0,16,7,25,18,5,31,30,271,20,382,0,0,5,3,6,0,18,0,0,0,0,0,0,0,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,5,0,10,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,14,0,0,0,0
POA3815,0,0,9,3,22,0,31,0,0,0,0,3,0,3,0,0,6,0,40,4,49,0,0,0,0,6,0,4,0,0,3,4,127,10,141,0,0,3,4,13,0,16,0,0,0,0,9,0,13,0,0,0,4,6,0,6,0,0,0,0,21,0,23,0,0,0,3,3,0,8,0,0,0,0,0,0,3,0,0,0,0,7,0,9,0,0,9,7,3,0,21,0,0,0,0,4,4,11,0,0,4,11,10,0,23,3,4,10,0,0,0,23,0,0,4,0,7,0,11,0,0,0,0,3,0,3,0,0,0,0,30,3,33,0,0,3,3,23,3,34,5,10,55,41,337,24,478,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,3,6,12,0,25,0,0,0,0,0,0,3,0,0,3,8,27,3,42,0,0,3,10
POA3816,0,0,8,5,32,3,51,0,0,0,0,0,0,0,0,0,3,7,42,0,45,0,0,0,0,4,0,3,0,0,0,3,92,3,97,0,0,0,0,11,0,13,0,0,3,3,16,0,24,0,0,0,0,5,0,6,0,0,0,3,13,0,20,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,5,3,9,0,0,0,0,4,0,11,0,0,0,4,12,0,18,3,3,3,0,4,0,14,0,0,0,0,3,0,10,0,0,0,0,3,0,3,0,0,0,0,16,0,21,0,0,0,0,13,8,16,8,4,28,41,275,23,377,0,0,8,7,11,3,33,0,0,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,5,0,9,0,0,0,9,14,0,29,0,0,0,0
POA3818,7,0,15,24,98,10,158,0,0,0,0,17,0,14,3,4,21,33,189,6,257,0,0,15,7,22,0,42,0,0,10,15,433,13,468,0,0,9,10,38,0,63,4,0,7,24,58,9,93,0,0,3,7,31,3,49,0,3,7,8,80,3,104,0,3,0,9,13,3,28,0,0,5,7,7,3,17,0,0,0,0,13,3,16,6,3,37,23,19,7,88,0,0,3,9,29,4,44,8,9,19,19,30,9,89,17,12,54,15,22,0,127,10,7,32,14,33,3,91,0,0,5,10,13,3,31,5,3,11,9,97,0,127,0,0,14,12,69,10,107,59,46,255,258,1306,92,2015,0,7,15,21,28,5,72,0,0,0,0,0,0,4,0,0,3,8,34,0,54,0,0,3,0,5,0,4,0,0,9,13,31,5,48,0,0,5,8,12,3,23,3,0,16,22,77,9,123,0,0,7,20
POA3820,8,3,19,19,71,10,124,0,0,3,3,12,0,20,3,3,25,32,157,8,228,8,3,11,16,62,0,98,3,3,13,26,419,17,478,0,0,4,9,66,3,87,3,0,25,21,75,3,134,0,0,12,7,42,0,61,3,0,3,8,68,6,94,0,0,13,3,15,4,40,5,4,15,14,5,0,48,0,0,10,4,13,0,20,11,10,70,31,33,0,152,0,4,7,6,24,3,42,21,14,51,50,54,6,184,39,37,97,22,20,4,217,31,14,51,25,28,0,146,0,0,3,9,8,3,20,3,0,9,11,95,3,128,0,0,8,5,58,4,76,138,99,450,315,1316,88,2406,4,0,26,10,23,3,66,0,0,0,0,3,0,3,0,3,7,11,31,0,54,0,0,0,0,4,0,5,0,0,5,9,11,0,29,0,0,4,11,8,0,28,3,3,38,24,79,10,163,0,0,20,24
POA3821,3,3,11,5,51,4,76,0,0,0,0,0,0,3,0,0,8,0,31,0,50,0,0,5,0,9,0,16,0,0,13,4,89,5,109,0,0,3,0,15,0,16,0,0,4,3,9,0,17,0,0,0,0,3,0,3,0,0,0,0,11,0,20,0,0,0,0,3,0,5,3,0,4,7,0,0,8,0,0,0,0,0,0,3,9,0,16,3,5,0,31,0,0,0,3,7,0,13,0,3,4,4,10,0,24,0,3,5,0,8,0,22,3,0,7,10,3,0,24,0,0,0,0,0,0,3,0,0,0,0,27,0,29,0,0,0,0,13,4,17,23,15,77,55,304,27,497,0,3,10,10,16,8,55,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,3,0,3,0,0,0,13,4,0,16,0,0,0,3,0,0,3,0,0,3,0,15,4,26,0,0,4,0
POA3822,0,0,3,4,15,3,22,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,6,0,8,0,0,0,0,35,3,40,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,0,4,3,3,13,10,97,11,141,0,0,3,4,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,14,0,0,0,3
POA3823,0,0,9,8,25,0,42,0,0,0,0,3,0,3,0,0,0,3,17,0,26,0,0,0,0,13,0,17,0,0,0,3,52,0,57,0,0,0,0,3,0,5,0,0,0,3,9,3,12,0,0,0,0,3,0,3,0,0,0,0,12,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,3,18,0,0,0,3,7,0,8,0,0,0,3,9,0,11,0,0,7,0,3,0,9,0,0,3,3,3,0,15,0,0,0,0,0,0,3,0,0,0,3,9,0,14,0,0,0,0,13,0,9,5,3,33,38,182,13,277,0,3,6,3,3,0,19,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,3,19,0,0,3,4
POA3824,0,0,11,7,40,3,67,0,0,0,0,11,5,18,0,0,4,6,55,7,75,5,3,3,5,52,0,70,0,0,3,7,141,5,158,0,0,3,0,13,0,15,4,0,0,5,20,3,31,0,0,4,0,8,0,16,0,0,0,0,11,0,15,0,0,0,4,4,0,7,0,0,0,4,0,0,9,0,0,0,0,3,0,4,3,0,20,11,11,0,47,0,0,0,0,9,0,10,0,5,8,10,16,0,36,5,5,19,4,3,0,43,3,3,12,5,9,0,38,0,0,4,0,9,0,8,0,0,0,0,26,0,36,0,0,3,3,24,4,36,27,20,93,83,486,38,749,0,5,4,7,11,3,25,0,0,0,0,0,0,0,0,0,3,3,11,3,18,0,0,0,5,0,0,9,0,0,0,8,8,0,18,0,0,0,5,3,0,8,0,3,4,6,19,4,39,0,0,0,5
POA3825,3,0,12,13,74,7,116,0,0,0,3,64,7,85,0,0,13,14,219,17,269,4,3,25,45,274,24,377,0,0,3,18,431,19,471,0,0,0,6,31,3,48,0,0,14,17,84,14,122,0,0,10,6,53,11,78,0,0,0,3,74,5,86,0,0,3,4,17,0,27,0,0,3,11,8,0,24,0,0,0,3,18,3,24,7,0,23,20,53,0,111,0,3,3,4,58,4,66,0,4,21,33,63,10,136,5,8,41,30,28,7,113,5,6,18,28,47,11,116,0,0,0,8,13,4,27,0,3,4,9,110,4,132,0,0,3,15,92,27,142,36,35,206,301,1816,161,2560,0,0,19,4,23,4,49,0,0,0,0,8,0,8,0,0,3,3,20,3,35,0,0,10,4,8,0,30,0,0,0,9,28,3,37,0,0,0,3,7,0,17,0,4,12,27,107,20,171,0,0,16,17
POA3831,3,0,6,0,28,0,36,0,0,0,0,3,0,7,0,0,0,0,13,0,18,0,0,3,0,8,0,13,0,0,0,6,41,3,49,0,0,0,0,7,0,7,0,0,0,5,4,0,9,0,0,0,3,3,0,9,0,0,0,0,6,3,17,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,4,0,20,0,0,0,0,0,0,0,0,0,4,8,3,0,9,0,0,3,4,3,0,17,4,0,7,3,3,0,18,0,0,0,0,0,0,3,0,0,0,0,22,0,25,0,0,0,3,4,0,8,11,10,37,31,164,17,266,0,0,6,3,8,0,18,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,7,3,3,9,0,0,3,5
POA3832,0,0,0,3,4,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,16,0,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
