POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA3228,215,220,428,657,606,1261,229,213,445,103,85,188,985,905,1890,309,242,549,155,204,353,204,193,396,665,630,1304,28,28,54,9,23,31,48,21,63,44,62,110,0,0,0,127,128,257,125,159,287,48,82,135,13,18,37,69,131,201,0,3,3,253,401,653,14,15,29,32,60,93,0,0,3,44,76,126,446,467,914,2742,2836,5575
POA3230,22,21,39,91,58,149,6,5,15,10,10,16,105,79,179,44,32,75,10,17,26,12,20,34,72,68,138,0,0,3,0,0,3,9,4,13,12,5,15,0,0,0,25,10,29,6,20,21,4,10,12,3,3,8,12,26,32,0,0,0,20,53,71,0,0,0,4,4,5,0,0,0,4,8,8,85,74,163,332,309,637
POA3231,3,4,6,42,35,78,0,0,0,0,3,4,45,37,83,24,19,43,15,4,13,15,9,22,50,35,88,0,0,0,0,0,0,0,0,0,3,6,11,0,0,0,8,3,13,6,11,19,0,5,9,3,0,3,4,4,5,0,0,0,14,22,37,0,0,0,3,6,10,0,0,0,3,5,13,53,56,113,176,171,348
POA3232,8,3,17,33,24,53,0,0,0,0,0,6,38,26,62,11,17,29,0,0,3,8,5,12,16,24,42,0,0,0,0,0,0,4,0,7,3,4,10,0,0,0,7,13,17,0,0,4,0,3,3,0,0,0,0,4,7,0,0,0,3,6,12,0,0,0,0,0,3,0,0,0,0,3,3,60,75,135,132,149,281
POA3233,8,12,21,65,64,134,0,0,0,0,0,0,65,64,134,39,29,71,3,5,12,0,0,0,44,39,80,0,0,4,0,6,6,7,3,11,0,6,10,0,0,0,9,16,23,0,7,3,3,3,4,3,0,4,5,3,10,0,0,0,9,17,22,0,0,6,0,7,7,0,0,0,3,7,13,106,91,204,249,240,493
POA3234,0,0,5,8,3,15,0,0,0,0,0,0,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,19,22,22,36
POA3235,3,0,4,21,21,40,0,0,0,0,0,0,21,21,40,3,0,5,4,0,6,3,0,0,11,3,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,36,65,40,104
POA3236,0,0,0,5,8,14,0,0,0,0,0,0,5,8,14,0,0,0,3,8,12,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,16,33,29,39,69
POA3237,8,0,7,3,4,9,0,0,0,0,0,0,4,4,9,6,3,10,3,4,6,0,0,0,10,3,12,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,25,19,47
POA3238,0,0,0,12,5,18,0,0,0,0,0,0,12,5,18,3,3,7,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,3,3,0,0,0,3,0,5,10,8,18,35,26,60
POA3239,0,0,4,12,15,18,4,3,8,0,0,0,18,12,29,10,6,15,8,7,17,0,0,0,20,15,32,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,29,52,63,61,126
POA3240,22,20,38,85,88,170,9,8,18,12,12,24,105,105,210,52,46,101,11,18,33,30,20,50,100,80,179,0,0,0,0,3,4,14,0,20,3,7,8,0,0,0,20,11,32,13,21,33,6,7,10,3,4,8,4,10,17,0,0,0,19,43,64,0,0,3,0,5,5,0,0,0,0,9,5,62,64,118,331,327,657
POA3241,22,19,36,88,85,174,0,0,4,12,8,17,101,92,190,44,57,101,5,12,18,24,14,41,75,80,158,0,0,3,0,3,8,11,7,19,3,12,17,0,0,0,18,26,42,17,13,23,0,8,11,3,0,6,0,3,3,0,0,0,17,26,38,3,4,8,3,16,18,0,0,0,7,20,22,115,122,237,355,373,733
POA3242,10,6,16,27,25,52,0,3,3,0,0,0,27,30,62,10,8,19,17,5,23,5,3,8,30,22,50,0,0,0,0,0,0,3,0,3,0,4,7,0,0,0,0,4,7,3,0,8,0,0,0,0,0,0,0,3,3,0,0,0,8,8,10,0,0,0,0,3,3,0,0,0,0,3,3,37,25,65,116,97,213
POA3243,0,0,4,16,17,35,0,3,3,3,0,3,21,20,38,3,3,7,12,3,16,0,0,0,17,6,24,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,10,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,3,3,0,0,0,0,3,3,11,12,24,54,53,102
POA3249,29,31,58,69,67,138,91,73,164,0,3,3,156,140,302,35,39,80,54,63,120,0,3,4,96,107,206,0,3,3,0,0,0,10,11,20,7,8,12,0,0,0,22,16,40,8,10,17,3,7,8,0,7,9,3,16,18,0,0,0,13,40,48,0,0,0,3,8,12,0,0,0,9,11,14,147,122,271,471,465,937
POA3250,111,108,218,275,225,499,244,222,470,4,3,6,525,450,978,171,157,324,202,208,414,0,6,5,369,373,745,9,22,28,0,12,11,35,16,49,27,54,80,3,0,3,78,93,174,10,37,44,9,18,27,3,14,19,19,38,60,0,0,0,43,112,155,5,15,16,18,27,49,0,0,0,28,39,71,461,491,947,1617,1661,3278
POA3251,6,5,9,14,17,25,3,7,9,0,0,0,17,21,32,8,10,20,8,3,15,0,0,0,17,15,37,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,4,8,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,3,26,24,57,78,80,152
POA3254,3,3,5,12,10,20,11,7,18,0,0,0,16,17,35,13,10,17,0,8,7,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,14,8,18,50,46,95
POA3260,38,31,70,82,59,142,106,119,228,0,3,7,195,181,374,75,53,127,71,69,141,0,4,4,148,127,271,4,8,14,0,0,4,10,8,21,12,11,23,0,0,0,28,28,58,4,21,26,0,3,4,0,0,0,8,22,31,0,0,0,19,50,67,6,3,11,4,9,10,0,3,3,7,10,25,198,209,405,640,629,1270
POA3264,16,6,25,66,41,103,32,44,70,0,0,0,94,76,173,64,45,110,33,23,52,0,0,3,94,64,160,3,3,8,3,3,4,6,3,13,0,9,12,0,0,3,15,22,37,3,14,17,3,3,4,0,0,0,3,4,11,0,0,0,10,24,36,4,3,5,0,4,10,0,0,0,3,11,15,123,129,256,359,337,695
POA3265,11,13,30,79,82,165,42,47,88,16,8,20,136,137,270,81,60,137,46,50,96,4,3,8,130,114,241,0,0,3,0,4,4,7,3,12,15,18,28,0,0,0,16,28,48,11,21,32,0,4,4,0,0,3,5,16,16,0,0,0,17,34,56,0,5,5,0,0,6,0,0,0,3,6,8,114,101,212,433,441,866
POA3266,26,30,53,112,94,211,29,23,47,3,0,6,144,121,261,82,61,138,32,42,71,0,0,0,109,97,208,3,3,8,0,0,0,12,10,19,3,12,13,0,0,0,19,20,46,4,13,18,0,8,8,0,3,6,7,3,6,0,0,0,9,21,36,0,3,4,0,3,6,0,0,0,3,6,8,110,130,239,419,434,857
POA3267,3,3,8,13,11,27,0,0,0,0,0,0,13,11,27,3,3,8,5,4,7,0,0,0,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,13,12,25,41,38,77
POA3268,13,17,34,106,89,193,14,13,21,3,3,5,118,102,224,90,69,156,14,32,46,4,3,4,111,103,210,5,5,15,0,3,3,5,4,16,3,5,10,0,0,0,15,21,39,3,14,13,0,0,0,0,0,3,3,3,7,0,0,0,9,22,28,0,0,0,0,4,5,0,0,0,0,4,5,123,113,239,398,382,781
POA3269,11,12,19,33,34,62,3,3,6,0,0,0,37,32,74,23,14,36,3,3,8,0,0,0,25,16,44,0,4,0,0,0,0,4,3,5,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,65,43,102,141,115,255
POA3270,0,0,0,8,3,16,4,0,4,0,0,0,14,3,21,3,6,6,3,0,3,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,18,5,22,36,29,61
POA3271,0,0,0,3,3,11,7,4,8,0,0,0,6,11,19,5,5,14,0,3,5,0,0,4,5,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,28,25,51
POA3272,12,18,29,54,36,91,26,18,42,0,0,0,82,61,136,15,27,45,12,16,28,3,0,3,33,38,75,0,3,6,0,0,0,6,3,9,3,14,15,3,0,3,10,21,33,0,7,5,0,4,8,0,3,3,0,8,8,0,0,0,7,21,25,0,0,0,3,3,4,0,0,0,3,4,10,57,67,123,200,223,427
POA3273,0,0,0,8,4,9,0,0,0,0,0,0,5,4,13,4,9,13,0,0,0,0,0,0,3,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,25,29,52
POA3274,0,4,4,12,3,18,0,3,4,5,7,9,20,14,31,3,9,6,0,0,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,35,34,73
POA3275,6,3,7,12,13,32,6,3,13,4,0,3,22,17,44,19,13,33,0,4,7,0,3,7,22,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,3,0,0,0,3,6,10,0,0,0,0,5,3,0,0,0,0,5,3,19,14,28,72,73,146
POA3276,4,0,8,24,25,54,0,0,3,0,0,0,28,25,58,8,17,24,7,4,7,3,0,3,23,16,38,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,18,25,37,79,74,147
POA3277,15,6,28,63,69,135,8,11,21,3,0,6,75,84,162,47,42,85,11,11,28,0,0,3,61,56,117,4,0,8,0,4,3,9,3,12,5,4,13,0,0,0,16,14,37,6,5,9,0,3,3,0,0,7,0,3,3,0,0,0,11,13,21,0,3,3,3,6,4,0,0,0,3,4,10,105,93,196,286,284,569
POA3278,10,0,6,13,11,26,4,5,7,0,0,0,17,20,31,3,0,6,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,42,51,48,98
POA3279,3,3,5,8,6,15,4,4,8,0,3,3,15,14,29,14,9,21,6,3,7,0,3,3,16,21,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,10,26,39,50,74,118
POA3280,214,192,406,631,579,1212,577,600,1170,62,59,114,1265,1238,2504,618,595,1216,332,392,720,44,50,95,994,1039,2034,60,80,146,11,71,84,96,67,159,92,184,272,0,3,6,263,405,668,130,235,369,61,92,151,28,31,59,78,174,250,0,0,3,299,542,841,25,20,46,42,84,119,0,4,4,63,109,170,1161,1315,2476,4265,4826,9090
POA3281,21,14,40,76,66,140,21,17,38,0,4,7,96,89,185,45,46,90,32,34,62,7,11,19,87,85,170,0,7,6,0,3,3,3,0,5,4,4,8,0,0,0,14,17,26,3,10,18,3,3,6,0,0,0,3,3,14,0,0,0,12,23,34,0,0,0,6,5,12,0,0,0,6,10,14,61,54,118,296,287,586
POA3282,27,17,42,65,59,123,37,46,80,0,0,3,105,107,211,55,32,86,20,41,61,4,0,4,79,75,150,5,3,6,3,3,3,12,3,14,7,13,19,0,0,0,21,21,41,8,3,14,3,7,6,0,0,0,6,17,24,0,0,0,18,31,47,0,3,3,0,9,11,0,0,0,6,13,11,120,105,226,366,362,730
POA3283,16,7,19,44,27,78,33,38,73,5,3,7,87,72,160,18,35,52,18,18,35,0,3,5,39,56,98,0,0,3,0,3,3,4,0,7,3,5,7,0,0,0,5,13,23,3,6,13,3,5,4,0,0,0,0,5,5,0,0,0,9,15,25,3,3,6,0,3,4,0,0,0,3,10,14,59,56,113,218,222,444
POA3284,36,26,61,67,84,152,59,52,110,0,4,4,126,138,266,43,38,78,29,36,59,17,6,22,83,73,158,0,3,6,0,6,8,5,0,7,5,8,12,0,0,0,15,23,38,3,3,7,3,4,10,0,0,0,12,21,32,0,0,0,16,33,48,0,0,0,0,4,10,0,0,0,3,4,10,170,157,333,453,457,911
POA3285,3,7,14,37,21,65,16,18,37,0,0,0,54,47,99,25,28,54,14,19,32,4,10,6,42,57,97,0,0,0,0,0,0,3,3,8,4,3,5,0,0,0,9,3,9,0,7,5,0,0,0,0,3,6,3,8,15,0,0,0,4,20,26,0,0,0,0,5,7,0,0,0,0,5,9,56,50,102,172,185,356
POA3286,0,5,4,28,22,54,0,0,4,0,0,3,31,27,57,9,11,21,0,5,7,3,4,8,11,19,33,0,0,0,0,0,3,0,0,3,0,7,7,0,0,0,0,9,12,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,3,3,0,0,0,0,7,4,25,32,58,78,106,178
POA3287,7,7,5,29,26,52,0,0,0,3,0,5,30,28,57,13,10,26,0,0,3,3,3,7,16,17,33,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,3,0,0,0,0,3,3,9,12,23,60,71,134
POA3289,7,5,12,8,9,18,14,12,30,11,12,18,36,26,60,16,12,25,3,12,13,3,8,12,29,21,48,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,3,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,6,0,4,0,0,0,6,0,4,25,22,47,99,86,184
POA3292,0,0,0,4,3,3,0,0,0,0,0,0,4,3,10,0,3,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,13,20,31
POA3293,3,3,3,11,8,21,3,0,3,4,0,4,17,8,26,4,4,4,3,3,9,0,3,6,7,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,0,0,0,0,3,0,0,0,3,0,4,15,18,35,45,41,87
POA3294,17,6,23,38,43,76,0,0,0,3,6,13,38,50,92,6,8,12,17,9,30,10,12,18,34,27,59,0,0,0,0,0,3,4,0,5,3,0,4,0,0,0,5,3,11,0,3,3,0,0,0,0,0,3,3,5,5,0,0,0,0,13,13,0,0,0,0,0,4,0,0,0,0,0,4,42,37,82,142,136,281
POA3300,64,79,142,252,225,471,47,56,100,73,70,138,370,343,714,135,131,273,125,120,245,86,80,169,347,337,679,19,18,37,0,4,5,34,17,47,25,38,68,0,0,3,75,88,161,12,15,29,7,9,22,3,3,5,18,41,60,0,0,0,41,76,120,10,12,20,14,29,43,0,0,0,25,39,65,345,379,725,1274,1330,2601
POA3301,12,4,20,32,32,64,7,7,17,22,30,52,65,66,131,7,9,19,21,23,51,13,13,28,49,52,94,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,9,0,6,4,0,3,3,0,0,0,0,3,3,0,0,0,0,9,13,0,0,0,0,0,3,0,0,0,0,0,3,47,42,85,184,178,357
POA3302,0,0,3,10,11,23,0,0,0,11,3,13,19,16,34,4,7,10,3,9,13,5,4,6,11,18,32,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,3,21,19,34,55,56,113
POA3303,0,4,4,9,22,34,0,0,0,3,0,3,16,22,37,10,8,13,7,4,6,3,4,5,14,14,26,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,4,0,4,21,16,33,55,60,119
POA3304,17,9,27,104,82,185,3,9,8,9,3,11,108,94,206,55,66,124,10,17,24,7,15,15,73,94,162,0,4,3,0,0,4,10,8,12,3,12,17,0,0,0,11,21,32,0,7,10,0,6,6,0,0,0,4,14,15,0,0,0,3,31,36,0,3,3,3,6,11,0,0,0,3,13,16,130,123,249,349,380,728
POA3305,80,76,158,355,297,657,90,98,186,48,35,79,494,428,921,297,284,585,48,57,108,77,53,128,425,397,820,17,15,29,3,12,13,41,32,71,18,61,83,0,0,0,74,121,198,26,36,57,8,17,29,0,14,17,23,55,78,0,0,0,59,126,178,5,12,16,23,52,70,0,0,4,25,66,97,622,595,1216,1776,1812,3585
POA3309,0,0,0,7,0,6,0,0,0,0,0,0,7,0,6,3,3,8,0,3,3,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,7,3,12,20,16,33
POA3310,0,0,3,3,8,13,0,0,0,0,0,0,3,8,13,4,10,14,0,3,9,0,0,0,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,16,9,24,31,37,68
POA3311,12,13,17,45,40,83,10,5,14,0,0,0,55,44,98,37,34,75,7,6,18,0,0,0,45,45,94,0,0,0,0,0,0,3,0,5,0,3,7,0,0,0,6,3,10,3,8,8,0,4,5,0,0,0,3,0,5,0,0,0,7,9,20,0,3,4,3,3,8,0,0,0,4,4,9,65,82,148,191,201,393
POA3312,9,9,15,26,22,44,16,15,25,0,0,0,37,38,75,27,24,48,3,11,7,9,4,10,41,38,73,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,3,5,7,0,0,3,0,3,3,0,3,3,3,5,5,0,0,0,3,10,15,4,0,3,0,0,0,0,0,0,4,0,3,62,57,118,153,149,308
POA3314,5,3,10,30,22,49,0,0,0,0,0,0,29,24,54,9,9,13,12,13,26,3,4,3,19,23,38,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,75,65,143
POA3315,15,23,40,42,51,92,19,3,23,3,3,8,65,53,119,28,24,54,10,17,28,7,5,15,45,53,94,0,0,0,0,0,0,7,0,4,0,5,6,0,0,0,5,7,18,3,3,4,0,3,5,0,0,0,0,4,4,0,0,0,3,14,13,3,3,3,3,6,8,0,0,0,3,6,14,62,73,137,204,225,433
POA3317,0,0,0,9,8,20,0,3,3,0,0,0,9,8,19,9,6,22,0,0,0,0,0,0,9,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17,40,23,66
POA3318,6,13,18,27,25,49,23,12,40,0,3,3,50,37,91,36,41,75,0,0,0,0,0,0,34,41,79,0,0,0,0,0,0,3,0,4,0,3,3,0,0,3,5,3,9,7,3,8,0,0,0,3,3,3,0,7,7,0,0,0,10,11,16,0,0,0,0,3,3,0,0,0,0,7,10,41,52,96,149,169,317
POA3319,5,0,4,7,14,20,0,0,0,0,0,0,7,11,21,7,3,11,0,0,0,0,0,0,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,14,23,31,54
POA3321,14,19,35,80,65,142,0,3,3,3,8,6,83,71,154,16,20,39,13,18,30,16,10,33,48,48,94,0,0,3,0,5,3,3,0,3,4,13,17,0,0,0,13,16,30,8,16,21,0,3,4,0,0,0,6,7,13,0,0,0,18,23,35,0,0,3,3,3,5,0,0,0,3,7,12,44,40,81,219,216,438
POA3322,0,0,3,7,0,8,0,0,0,0,0,0,7,4,11,6,4,8,0,3,3,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,8,13,19,19,41
POA3323,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,10,17
POA3324,3,5,14,9,7,21,0,3,3,0,0,0,9,18,30,0,3,3,14,3,15,0,0,4,10,12,19,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,3,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,8,10,0,0,0,0,3,3,0,0,0,0,3,3,27,22,49,65,69,130
POA3325,3,6,10,15,8,29,5,3,9,0,0,0,22,9,33,3,10,16,4,3,4,0,0,0,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,33,35,65,68,75,137
POA3328,16,21,36,81,69,149,3,5,4,7,13,15,90,82,177,30,45,77,8,20,26,23,18,44,66,79,146,0,3,4,0,0,0,4,0,7,4,12,15,0,0,0,12,17,32,4,10,14,0,9,10,3,0,5,7,12,21,0,0,0,16,31,45,0,0,0,0,9,11,0,0,0,0,9,11,45,44,86,240,286,525
POA3329,0,4,3,8,13,26,0,0,0,0,0,0,11,13,28,14,5,15,0,6,4,0,7,4,12,17,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,39,46,81
POA3330,0,0,0,12,12,29,0,0,0,0,0,0,12,12,29,8,3,9,0,0,0,0,0,3,9,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,18,40,29,69
POA3331,74,58,136,292,258,552,25,20,46,56,33,91,372,312,685,108,87,199,70,71,144,78,46,123,257,210,464,8,12,20,3,5,10,21,12,37,13,30,43,0,0,0,53,61,117,25,34,57,3,15,16,0,9,13,15,37,57,0,0,0,48,90,139,5,3,7,3,20,20,0,0,0,11,26,31,189,209,399,1004,971,1973
POA3332,15,7,22,40,54,95,0,0,0,7,3,4,46,61,107,23,23,49,9,10,18,3,3,8,32,34,70,0,0,3,0,0,0,3,0,3,0,4,4,0,0,0,5,5,10,9,4,16,0,0,3,0,0,0,4,8,9,0,0,0,11,16,28,0,3,3,0,5,9,0,0,0,3,8,9,56,46,100,169,182,346
POA3333,6,3,14,27,35,61,0,0,0,9,12,21,41,45,82,19,13,35,13,7,15,3,3,12,34,29,62,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,6,10,3,0,7,0,3,3,0,0,3,0,3,3,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,3,3,34,28,69,122,126,249
