POA_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA3166,107,18,8,0,0,134,42,11,3,0,0,49,40,7,4,0,0,49,49,9,8,0,0,68,70,17,4,0,0,99,212,51,40,0,0,305,227,81,51,0,4,363,354,94,67,0,4,518,270,67,16,0,0,361,261,59,7,0,0,333,185,23,9,0,0,218,97,14,11,0,0,111,1913,455,229,0,8,2606
POA3167,59,3,0,0,0,63,19,3,0,0,0,22,18,3,0,0,0,27,30,4,0,0,0,38,43,4,0,0,0,49,117,16,0,0,0,131,117,16,3,0,0,135,207,19,3,0,3,231,134,11,3,0,0,149,148,9,0,0,0,152,59,0,0,0,0,59,56,4,0,0,0,60,1002,89,10,0,3,1108
POA3168,30,35,7,0,0,71,11,10,0,0,0,23,8,10,0,0,0,22,19,17,0,0,0,38,22,19,13,0,0,46,70,67,31,0,0,160,68,91,44,0,0,200,115,130,41,0,0,282,77,69,4,0,0,151,57,37,8,0,0,100,30,18,7,0,0,52,23,10,4,0,0,37,525,503,152,0,3,1185
POA3169,85,25,6,0,0,115,39,4,0,0,0,43,38,7,0,0,0,39,42,22,0,0,0,60,63,18,3,0,0,88,167,76,15,0,0,254,173,98,20,0,0,294,273,107,9,0,0,391,146,54,0,0,0,206,96,30,6,0,0,132,50,17,0,0,0,69,56,15,0,0,0,70,1226,472,58,0,3,1764
POA3170,136,32,0,0,0,163,48,6,0,0,0,58,46,4,0,0,0,50,46,11,0,0,0,57,85,11,0,0,0,100,221,50,4,0,0,274,278,73,0,0,0,350,360,131,3,0,0,495,226,90,0,0,0,319,245,51,0,0,0,294,112,23,0,0,0,132,77,17,0,0,0,94,1870,501,7,0,5,2382
POA3171,113,22,5,0,0,139,31,12,3,0,0,47,47,7,0,0,0,50,46,14,4,0,0,62,58,13,0,0,0,80,187,57,8,0,3,250,169,61,11,0,0,241,209,85,15,0,3,313,86,25,4,0,0,112,71,10,4,0,0,87,32,7,0,0,0,44,65,12,3,0,0,82,1116,315,58,3,11,1496
POA3172,152,13,0,0,0,159,80,10,4,0,0,87,62,4,0,0,0,67,98,13,0,0,0,106,104,21,0,0,0,128,357,40,8,0,0,402,395,55,7,0,0,461,540,46,10,0,0,595,293,25,0,0,0,318,231,9,4,0,0,246,85,0,0,0,0,91,113,7,0,0,0,123,2496,252,35,0,0,2786
POA3173,190,7,0,0,0,199,68,0,0,0,0,73,58,3,0,0,0,57,88,14,0,0,0,99,134,13,0,0,0,145,356,35,6,0,0,393,520,55,14,0,0,582,752,64,9,0,0,832,442,28,0,0,0,471,459,20,3,0,0,476,190,3,0,0,0,195,146,9,0,0,0,157,3401,245,32,5,0,3690
POA3174,198,16,24,0,0,239,90,9,11,0,0,110,75,7,13,0,0,99,139,10,26,0,0,174,169,25,28,0,0,219,501,93,112,0,0,703,601,100,139,0,0,841,645,71,98,0,0,811,190,17,17,0,0,221,102,14,10,0,0,124,68,4,8,0,0,83,133,10,15,0,0,165,2907,373,503,0,4,3780
POA3175,203,47,13,3,0,266,83,17,6,0,0,110,74,17,6,0,0,100,138,29,17,0,0,188,181,52,34,0,0,263,527,187,81,17,0,814,649,214,46,6,0,917,754,164,9,17,0,939,233,41,8,0,0,284,139,28,4,0,0,171,99,25,0,0,0,123,186,41,3,3,0,234,3264,865,228,51,3,4410
POA3177,63,6,0,0,0,67,42,3,0,0,0,47,29,0,0,0,0,29,56,10,0,0,0,64,65,14,0,0,0,79,215,47,0,0,3,262,252,52,0,4,0,306,121,29,0,0,0,150,18,5,0,0,0,20,26,4,0,0,0,29,11,0,0,0,0,8,38,3,0,3,0,44,927,170,0,7,6,1113
POA3178,241,3,4,0,0,245,107,3,0,0,0,111,120,0,0,0,0,122,177,0,0,0,0,179,237,6,0,3,0,249,728,15,8,3,0,753,740,26,9,3,0,775,1163,27,0,17,3,1202,620,13,0,8,0,642,529,6,3,3,0,546,217,0,0,3,0,218,258,6,4,4,0,269,5126,102,19,45,0,5304
POA3179,43,3,0,0,0,45,23,0,0,0,0,23,21,0,0,0,0,21,29,0,0,0,0,29,41,0,0,0,0,41,116,0,0,0,0,119,123,6,0,0,0,128,215,7,0,0,0,222,103,4,0,0,0,101,72,3,0,0,0,74,28,0,0,0,0,28,39,0,0,0,0,39,853,19,0,0,0,873
POA3180,48,8,0,0,0,57,16,0,0,0,0,24,23,3,0,0,0,30,29,0,0,0,0,29,39,11,0,0,0,44,134,23,0,0,0,160,137,25,0,0,0,168,190,37,0,0,0,227,103,12,0,0,0,112,77,9,0,0,0,86,27,3,0,0,0,27,48,6,0,0,0,57,875,140,0,0,0,1019
POA3181,27,48,26,0,0,105,9,9,10,0,0,32,4,17,10,0,0,29,5,7,25,0,0,34,9,11,27,0,0,55,18,42,103,0,0,165,18,48,147,0,0,212,29,111,220,0,0,354,21,75,132,0,0,224,39,146,96,0,0,277,73,163,52,0,0,291,16,34,27,0,0,80,260,718,877,4,13,1867
POA3182,21,18,50,5,0,98,3,5,21,0,0,31,3,3,25,0,0,29,8,6,37,0,0,49,6,20,59,3,0,86,23,36,219,8,4,288,11,34,278,12,0,338,33,66,383,20,0,507,24,44,181,8,0,257,41,62,139,7,0,250,74,115,83,3,0,272,13,17,46,5,0,81,244,422,1535,69,12,2278
POA3183,47,16,42,0,0,103,7,9,11,0,0,34,3,3,13,0,0,26,19,7,30,0,0,52,9,10,36,0,0,60,47,38,127,3,0,213,35,34,173,4,0,251,63,58,276,0,0,403,40,52,140,0,0,227,76,90,101,0,0,261,132,78,43,0,0,256,44,20,34,0,0,102,528,419,1033,8,3,1977
POA3184,34,16,46,0,0,96,12,4,15,0,0,31,3,4,12,0,0,23,0,7,22,0,0,30,10,7,45,0,0,62,30,24,104,0,0,153,21,23,123,0,0,166,36,55,205,0,0,295,17,30,129,0,0,182,46,58,98,0,0,209,136,118,66,0,0,319,28,19,32,0,3,82,366,375,895,0,4,1645
POA3185,60,18,30,3,0,105,20,3,4,0,0,23,20,8,16,0,0,33,14,6,11,0,0,35,25,8,18,0,0,45,70,22,40,0,0,130,59,27,77,5,0,162,89,46,86,3,3,228,67,35,58,0,0,164,122,42,17,0,0,186,208,39,16,0,0,269,43,17,13,0,0,69,792,271,376,9,3,1451
POA3186,143,29,21,0,0,192,21,12,3,0,0,28,17,9,4,0,0,23,26,5,12,0,0,38,24,12,11,0,0,53,98,25,33,3,0,158,78,33,37,0,0,149,163,52,68,3,3,292,102,50,32,0,0,179,195,73,40,0,3,312,655,91,40,0,10,793,141,20,17,0,3,183,1655,410,317,7,19,2409
POA3187,95,19,0,0,0,118,17,11,0,0,0,28,24,6,0,0,0,33,23,6,0,0,0,29,26,17,0,0,0,43,112,43,3,0,0,155,94,39,3,0,0,135,205,63,13,0,0,277,118,61,0,0,0,181,205,87,3,0,0,295,389,77,0,0,0,466,102,22,0,0,0,125,1400,452,22,0,6,1883
POA3188,97,33,5,0,4,138,25,6,6,0,0,29,21,7,0,0,0,28,25,13,0,0,0,40,47,12,3,0,0,63,113,33,11,0,0,160,117,43,22,0,0,183,230,77,37,0,0,347,154,64,29,4,0,249,256,69,12,3,0,347,392,59,12,0,3,465,80,11,6,0,0,104,1551,430,149,8,14,2148
POA3189,37,4,3,0,0,42,9,4,0,0,0,15,16,0,0,0,0,17,22,4,0,0,0,23,22,3,7,0,0,26,62,4,8,0,0,79,82,13,13,0,0,112,125,19,13,0,0,155,92,4,0,0,0,104,124,10,5,0,0,142,60,5,0,0,0,66,18,0,0,0,0,23,672,75,50,4,0,793
POA3190,52,17,3,0,0,79,19,4,0,0,0,31,13,7,0,0,0,21,29,7,3,0,0,39,27,12,4,0,0,42,84,48,10,3,0,143,95,72,17,8,0,197,183,86,28,6,3,309,134,69,12,6,0,224,167,58,6,3,0,233,136,25,0,0,0,167,34,19,6,0,0,52,983,428,91,28,5,1533
POA3191,44,15,4,0,0,61,14,10,0,0,0,25,13,6,4,0,0,17,13,10,6,0,0,29,21,9,7,0,0,28,63,22,17,0,0,102,43,19,25,0,0,91,84,39,37,0,0,158,68,50,15,0,0,130,137,38,17,0,0,187,229,48,9,0,0,283,49,13,6,0,0,60,764,269,141,3,3,1174
POA3192,111,37,14,3,0,169,32,14,8,0,0,45,36,9,9,0,0,47,66,22,9,0,0,93,79,27,9,0,0,122,205,71,63,0,0,334,230,88,94,0,0,415,444,161,89,6,0,704,278,98,26,0,0,401,352,81,19,0,0,448,154,33,10,0,0,191,103,22,3,3,0,128,2075,640,359,11,3,3091
POA3193,123,17,3,0,0,149,46,5,4,0,0,52,23,5,0,0,0,33,30,9,3,0,0,43,59,14,0,0,0,72,150,43,9,3,4,208,128,42,7,0,3,173,246,73,16,6,0,336,169,57,14,3,0,243,334,70,16,3,3,419,465,74,4,0,0,550,108,25,3,0,0,134,1878,435,76,19,10,2416
POA3194,54,26,6,0,0,87,27,14,0,0,0,44,14,7,0,0,0,22,23,15,5,0,0,44,39,27,14,0,0,76,84,69,41,0,0,183,96,77,43,3,0,217,163,119,48,0,3,332,111,81,17,0,0,213,137,74,12,0,0,219,105,29,3,0,0,145,34,22,3,0,0,57,888,565,185,3,3,1647
POA3195,185,57,23,0,0,266,65,27,3,0,0,95,56,24,6,0,0,80,101,35,12,0,0,147,120,61,15,0,0,204,404,146,66,0,3,616,417,174,81,0,3,665,726,325,98,0,8,1160,492,198,51,0,0,736,567,154,35,4,3,755,304,79,14,0,3,410,180,41,10,0,0,235,3616,1315,410,4,21,5367
POA3196,86,38,23,0,0,153,40,20,9,0,0,69,53,12,18,0,0,83,69,34,27,0,0,130,102,31,35,0,0,168,272,129,90,0,0,498,299,177,137,0,0,613,520,197,201,0,5,914,303,100,66,0,0,471,256,83,36,0,0,378,91,42,20,0,0,151,108,36,34,0,0,176,2202,899,685,4,10,3801
POA3197,55,35,7,0,0,98,24,15,0,0,0,37,14,13,3,0,0,26,32,19,5,0,0,49,29,30,3,0,0,65,112,71,17,0,0,203,153,94,25,0,0,269,257,119,35,0,3,420,127,75,6,0,0,215,139,63,9,0,0,208,73,20,0,0,3,94,58,24,6,0,0,83,1066,575,115,0,7,1760
POA3198,98,21,6,0,0,126,43,10,3,0,0,56,43,16,3,0,0,54,85,16,3,0,0,108,106,25,0,0,0,130,317,74,15,0,0,405,381,92,4,0,0,486,496,60,11,0,0,565,176,16,0,0,0,198,98,15,0,0,0,110,40,0,0,0,0,44,86,15,0,0,0,104,1966,364,46,3,0,2375
POA3199,340,31,12,0,0,384,147,26,3,0,0,178,166,15,0,0,0,185,255,38,12,0,0,302,346,51,7,0,0,398,992,158,35,0,0,1189,1268,129,18,0,5,1421,1448,87,8,0,0,1538,552,26,0,0,3,581,373,18,0,0,0,389,209,4,0,0,0,211,315,13,3,0,0,326,6401,593,99,11,8,7112
POA3200,27,0,0,0,0,26,29,0,0,0,0,27,17,0,0,0,0,19,44,3,0,0,0,42,47,0,0,0,0,53,173,3,0,0,0,176,124,3,0,0,0,126,29,0,0,0,0,28,10,0,0,0,0,10,4,0,0,0,0,4,5,0,0,0,0,5,30,0,0,0,0,30,528,10,0,0,0,547
POA3201,93,16,0,0,0,111,45,3,0,0,0,55,49,9,0,0,0,57,119,19,0,0,0,136,200,22,0,0,0,222,596,118,3,3,0,716,883,142,3,0,0,1031,656,71,0,4,0,733,119,23,0,0,0,136,63,7,0,0,0,68,35,6,0,0,0,39,129,19,0,0,0,144,2986,451,11,9,4,3454
POA3202,17,0,0,0,0,22,6,0,0,0,0,10,0,0,0,0,0,4,12,3,0,0,0,10,11,0,0,0,0,9,32,8,5,0,0,42,58,11,5,0,0,77,68,12,0,0,0,83,62,3,0,0,0,58,52,8,0,0,0,60,22,3,0,0,0,21,18,0,0,0,0,21,357,39,13,0,0,408
POA3204,175,48,17,0,0,244,47,10,3,0,0,57,40,13,4,0,0,67,66,22,9,0,0,98,69,26,11,0,0,106,238,69,54,0,4,370,197,76,66,0,3,345,369,148,87,0,0,608,257,109,44,0,3,408,429,149,21,0,0,595,411,97,14,0,0,516,126,22,7,0,0,153,2434,796,333,0,9,3580
POA3205,9,34,18,0,0,61,0,8,13,0,0,19,0,8,12,0,0,15,3,10,10,0,0,21,0,17,11,0,0,31,5,33,48,0,0,91,3,33,65,0,0,103,8,73,115,0,0,197,6,47,58,0,0,113,15,94,44,0,0,156,17,132,38,0,0,193,11,27,16,0,0,51,74,514,448,3,4,1047
POA3206,18,57,17,0,0,93,3,13,0,0,0,20,0,13,4,0,0,13,0,8,0,0,0,7,0,7,5,0,0,13,8,50,11,0,0,69,11,38,15,0,0,66,19,74,14,0,0,106,11,52,16,0,0,78,31,96,13,0,0,133,64,271,12,0,0,349,11,35,4,0,0,48,184,704,101,3,0,998
POA3207,7,54,37,0,0,96,0,8,15,0,0,21,0,17,13,0,0,30,0,20,11,0,0,33,4,28,28,0,0,60,7,50,65,0,0,119,8,62,77,0,0,145,15,107,192,0,0,313,10,94,129,0,0,231,19,162,123,0,0,302,47,268,107,0,0,429,8,40,20,0,0,59,120,913,801,0,3,1840
POA3211,13,0,0,0,0,13,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,22,0,0,0,0,22,16,0,0,0,0,16,33,0,0,0,0,33,26,0,0,0,0,26,25,0,0,0,0,25,10,0,0,0,0,10,17,0,0,0,0,14,187,0,0,0,0,186
POA3212,96,10,0,0,0,103,41,3,0,0,0,47,48,4,0,0,0,51,79,3,0,0,0,78,131,12,0,0,0,139,368,29,0,0,0,394,516,31,0,0,0,553,567,16,0,0,0,587,197,4,0,0,0,205,113,5,0,0,0,123,48,0,0,0,0,49,103,8,0,0,0,107,2304,128,3,3,3,2437
POA3213,32,0,0,0,0,32,15,0,0,0,0,15,5,0,0,0,0,5,23,0,0,0,0,22,28,0,0,0,0,28,87,0,4,0,0,86,86,0,4,0,0,84,113,0,0,0,0,112,56,0,0,0,0,56,52,0,0,0,0,52,36,0,0,0,0,36,38,0,0,0,0,42,570,0,5,0,0,579
POA3214,138,3,0,0,0,136,98,3,0,0,0,105,73,4,0,0,0,73,199,7,0,0,0,204,265,16,5,0,0,284,684,28,11,0,3,730,396,8,0,0,0,408,139,6,0,0,0,147,30,0,0,0,0,33,17,0,0,0,0,17,11,0,0,0,0,11,126,0,0,0,0,131,2178,77,17,0,4,2278
POA3215,90,4,0,0,0,92,61,8,0,0,0,73,57,4,0,0,0,63,124,12,6,0,0,141,162,15,10,0,0,181,455,44,15,0,0,512,459,29,14,0,0,507,364,28,9,0,4,404,119,5,0,0,0,123,71,4,0,0,0,80,54,0,0,0,0,54,96,9,0,0,0,107,2109,167,45,4,5,2340
POA3216,313,23,0,0,0,334,181,12,0,0,0,194,153,14,0,0,0,173,289,34,0,4,0,322,371,41,3,3,0,418,1147,102,4,9,3,1266,1531,112,3,14,4,1661,1498,59,3,15,3,1578,546,13,0,6,0,567,360,10,0,3,0,373,163,5,0,0,0,165,245,15,0,3,0,268,6795,438,15,51,18,7324
POA3217,25,0,0,0,0,25,12,0,0,0,0,12,5,0,0,0,0,5,22,0,0,0,0,22,29,0,0,0,0,29,153,0,0,0,0,151,307,0,0,0,0,305,436,0,0,0,0,439,106,3,0,0,0,106,66,0,0,0,0,66,21,0,0,0,0,21,38,0,0,0,0,38,1222,3,0,0,0,1232
POA3218,83,0,3,0,0,90,35,3,9,0,0,48,47,3,7,0,0,55,65,3,9,0,0,79,94,10,11,0,0,118,253,18,36,0,0,311,303,15,12,0,0,322,347,12,9,0,0,368,147,3,3,0,0,156,78,0,3,0,0,88,51,3,0,0,0,49,65,6,5,0,0,73,1565,79,101,5,0,1756
POA3219,132,8,0,0,0,145,76,7,0,0,0,87,79,7,0,0,0,90,137,6,0,0,0,149,212,21,0,0,0,234,581,49,4,0,0,635,484,21,3,0,3,511,356,7,0,0,0,367,91,4,0,0,0,96,72,3,0,0,0,71,23,0,0,0,0,23,94,5,0,0,0,104,2333,149,14,3,3,2505
POA3220,96,18,3,0,0,116,39,4,0,0,0,50,32,8,0,0,0,35,48,4,4,0,0,54,70,16,5,0,0,91,196,45,11,0,0,247,208,33,8,0,0,251,327,55,11,3,0,392,147,21,9,0,0,174,178,8,6,0,0,195,126,15,0,0,0,142,74,14,3,0,0,88,1526,239,53,4,0,1828
POA3221,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,13,0,0,0,0,13,8,0,0,0,0,8,18,0,0,0,0,18,12,0,0,0,0,12,16,0,0,0,0,16,13,0,0,0,0,13,9,0,0,0,0,9,107,0,0,0,0,107
POA3222,90,3,0,0,0,100,59,0,0,0,0,63,60,3,0,0,0,59,105,4,0,0,0,106,118,3,0,0,0,124,367,12,0,0,0,380,461,3,0,0,0,465,399,4,0,0,4,400,115,0,0,0,0,116,82,0,0,0,0,77,63,0,0,0,0,66,81,4,0,0,0,87,2005,29,0,3,12,2048
POA3223,36,0,3,0,0,43,14,0,0,0,0,13,20,0,0,0,0,20,35,4,0,0,0,38,36,0,0,0,0,40,113,4,0,0,0,118,127,0,3,0,0,132,117,0,0,0,0,122,46,0,0,0,0,46,32,0,0,0,0,37,19,0,0,0,0,19,39,0,0,0,0,35,625,13,7,0,0,658
POA3224,101,3,0,0,0,103,51,3,0,0,0,54,29,0,0,0,0,31,103,7,0,0,0,110,130,6,0,0,0,136,385,7,0,3,0,403,501,13,0,0,0,518,509,6,0,0,0,513,123,3,0,0,0,124,73,0,0,0,0,76,36,0,0,0,0,36,93,0,0,0,0,93,2132,51,0,7,3,2196
POA3225,15,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,15,6,0,0,0,19,19,0,0,0,0,22,57,4,0,0,0,59,37,0,0,0,0,40,57,0,0,0,0,62,25,0,0,0,0,25,33,0,0,0,0,36,24,0,0,0,0,22,19,0,0,0,0,17,307,12,4,0,0,330
POA3226,88,3,0,0,0,91,42,3,0,0,0,49,42,4,0,0,0,42,63,5,0,0,0,69,103,12,0,0,0,110,254,14,0,0,0,266,334,21,0,0,0,354,493,23,0,0,0,513,172,3,0,0,0,177,124,4,0,0,0,126,44,6,0,0,0,52,85,6,0,0,0,86,1843,98,3,0,6,1943
POA3227,37,0,0,0,0,37,15,0,0,0,0,12,11,0,0,0,0,9,22,0,0,0,0,22,15,0,0,0,0,15,73,6,4,0,0,87,69,6,0,0,0,72,95,5,4,0,0,110,69,4,0,0,0,70,82,3,0,0,0,78,45,0,0,0,0,44,23,0,0,0,0,26,547,27,10,0,0,585
POA3228,98,5,0,0,0,106,46,3,0,0,0,49,45,4,0,0,0,46,54,3,0,0,0,51,98,3,0,0,0,99,293,14,0,0,0,307,322,12,0,0,0,341,550,15,0,0,0,569,310,11,0,0,0,331,259,6,3,0,0,267,137,3,0,0,0,145,109,0,0,0,0,112,2326,96,10,0,0,2426
POA3230,19,3,0,0,0,22,5,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,17,38,0,0,0,0,42,39,0,0,0,0,39,52,0,0,0,0,50,36,0,0,0,0,36,16,0,0,0,0,16,4,0,0,0,0,4,12,0,0,0,0,12,251,3,4,0,0,257
POA3231,13,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,20,0,0,0,0,20,20,0,0,0,0,20,30,0,0,0,0,29,10,0,0,0,0,10,13,0,0,0,0,13,11,0,0,0,0,11,9,0,0,0,0,9,133,0,0,0,0,135
POA3232,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,8,0,0,0,0,10,4,0,0,0,0,5,19,0,0,0,0,16,10,0,0,0,0,12,4,0,0,0,0,9,5,0,0,0,0,3,3,0,0,0,0,6,65,0,3,0,5,76
POA3233,11,0,0,0,0,11,9,0,0,0,0,9,10,0,0,0,0,6,14,0,0,0,0,14,10,0,0,0,0,10,29,0,5,0,0,33,20,0,0,0,0,19,37,0,0,0,0,37,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,15,0,0,0,0,15,163,3,5,3,0,175
POA3234,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
POA3235,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,9,0,0,0,0,14,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,57,0,0,0,0,58
POA3236,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,28
POA3237,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,26,0,0,0,0,29
POA3238,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30
POA3239,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,10,6,0,0,0,0,6,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,57,0,0,3,0,59
POA3240,15,0,0,0,0,15,11,0,0,0,0,11,5,0,0,0,0,5,9,0,0,0,0,9,13,0,0,0,0,16,41,0,0,0,0,41,49,0,0,0,0,49,61,0,0,0,0,61,36,0,0,0,0,36,35,0,0,0,0,35,15,0,0,0,0,15,17,0,0,0,0,17,307,0,0,3,0,307
POA3241,20,0,0,0,0,20,8,0,0,0,0,8,12,0,0,0,0,12,21,0,0,0,0,21,31,0,0,0,0,31,82,0,0,0,0,82,54,0,0,0,0,54,58,0,0,0,0,58,18,0,0,0,0,18,11,0,0,0,0,11,6,0,0,0,0,6,16,0,0,0,0,16,333,0,0,0,0,340
POA3242,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,12,0,0,0,0,12,23,0,0,0,0,23,26,0,0,0,0,26,19,0,0,0,0,19,14,0,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,119,0,0,0,0,119
POA3243,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,50,0,0,0,0,50
POA3249,38,0,0,0,0,38,9,0,0,0,0,9,19,0,0,0,0,22,22,0,0,0,0,22,34,0,0,0,0,34,78,0,0,0,0,78,78,0,0,0,0,78,78,0,0,0,0,78,19,0,0,0,0,19,13,0,0,0,0,13,19,0,0,0,0,19,31,0,0,0,0,31,434,0,0,0,0,434
POA3250,54,3,0,0,3,61,45,0,0,0,0,47,51,4,0,0,0,53,103,3,0,0,0,105,155,3,0,0,0,160,431,8,0,3,0,438,301,0,0,0,0,303,151,3,0,0,0,152,35,0,0,0,0,35,27,0,0,0,0,27,16,0,0,0,0,16,73,0,0,0,0,73,1444,28,0,3,3,1478
POA3251,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,10,16,0,0,0,0,19,15,0,0,0,0,15,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,66,0,0,0,0,67
POA3254,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,52,0,0,0,0,52
POA3260,49,0,0,0,0,50,21,0,0,0,0,21,23,0,0,0,0,26,49,0,0,0,0,49,66,0,0,0,0,66,132,0,0,0,0,134,58,0,0,0,0,58,42,0,0,0,0,42,17,0,0,0,0,17,15,0,0,0,0,15,18,0,0,0,0,18,41,0,0,0,0,41,539,0,4,0,0,543
POA3264,11,0,0,0,0,11,3,0,0,0,0,5,12,0,0,0,0,12,38,0,0,0,0,38,40,0,0,0,0,39,65,0,0,0,0,62,35,0,0,0,0,36,26,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,11,244,0,3,3,3,254
