POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA3720,0,0,3,0,0,0,7,0,0,0,0,3,6,0,0,8,0,6,4,8,13,8,0,0,31,3,3,5,5,4,9,0,0,34,10,11,20,21,25,21,12,0,118,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,0,0,8,6,14,24,21,28,25,12,0,129,0,0,0,0,0,0,0,0,3,8,4,9,13,16,11,4,0,76,16,26,45,55,66,54,20,4,288
POA3722,20,16,13,13,3,3,77,3,12,22,21,20,13,0,0,83,23,86,91,68,76,62,31,11,439,5,46,78,67,86,56,19,9,370,77,123,176,168,188,117,41,16,909,17,3,5,8,6,0,3,0,49,6,7,13,23,24,12,14,6,103,103,138,197,195,219,135,52,22,1062,0,3,3,3,3,9,5,0,27,42,57,53,62,73,94,55,24,452,177,352,466,438,479,369,164,69,2516
POA3723,11,13,17,20,0,0,77,4,7,12,4,16,9,0,0,55,10,41,49,42,63,50,11,5,269,10,25,36,54,54,47,18,0,233,39,60,65,100,105,90,19,7,481,10,3,8,4,3,9,0,0,28,0,3,11,7,10,14,4,3,50,46,68,78,115,111,108,21,11,563,0,0,4,0,3,3,3,0,21,54,34,44,55,68,64,36,5,365,123,186,240,284,332,301,92,17,1580
POA3725,0,4,5,3,0,0,9,0,0,3,4,3,0,0,0,10,0,7,11,11,9,5,0,0,45,5,7,0,11,17,3,3,0,55,7,19,10,27,21,16,3,0,102,3,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,11,14,24,16,25,26,19,3,0,124,0,0,0,0,0,0,0,0,0,9,3,3,12,24,20,11,3,76,19,45,35,68,79,54,21,5,323
POA3726,0,0,3,0,0,0,7,0,0,3,3,3,0,0,0,12,0,3,4,3,6,3,0,0,17,0,3,0,3,13,4,0,0,24,0,7,6,15,21,13,0,0,65,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,7,10,21,20,19,0,0,79,0,0,0,0,0,0,0,0,0,11,4,4,3,9,12,4,0,51,9,19,27,40,52,32,7,0,183
POA3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,17,0,3,0,3,0,3,0,0,10,4,8,12,16,8,14,0,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,13,13,12,13,14,0,0,69,0,0,0,0,0,0,0,0,0,5,10,3,3,12,4,6,0,45,12,25,18,20,28,28,8,0,141
POA3728,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,3,7,11,3,4,0,0,0,32,0,3,7,5,10,6,0,0,39,9,16,11,23,12,5,4,0,80,3,6,0,3,0,0,0,0,10,3,0,0,0,0,3,0,0,9,12,19,11,27,19,8,4,0,97,0,0,0,0,0,3,0,0,8,4,8,3,7,16,14,10,3,70,19,45,34,46,47,37,21,3,250
POA3730,21,15,14,17,4,3,85,0,10,16,23,27,18,0,0,97,16,110,127,84,85,63,31,13,524,20,61,95,89,125,84,40,4,520,125,252,261,277,261,192,110,30,1515,16,11,18,17,23,10,0,3,91,6,15,20,27,23,34,5,7,139,153,282,300,319,303,229,124,36,1743,4,0,3,8,13,14,11,4,51,103,77,90,125,177,221,188,122,1097,294,552,651,664,741,649,395,178,4114
POA3732,0,6,0,0,0,0,6,0,0,4,0,0,0,0,0,8,0,4,17,3,12,11,0,0,54,0,7,15,5,6,8,0,0,41,9,13,19,24,18,9,6,0,99,0,5,0,0,0,0,0,0,7,0,6,0,4,0,0,0,0,9,8,16,21,28,20,9,6,0,117,0,0,3,0,0,0,0,0,3,13,3,4,3,13,8,5,3,50,26,29,57,50,60,29,13,4,271
POA3733,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,9,3,4,0,0,0,23,0,0,0,3,3,0,0,0,14,4,3,10,3,12,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,11,6,15,3,0,0,34,0,0,0,0,0,0,0,0,3,0,0,10,4,5,7,5,0,23,3,6,28,21,30,13,8,0,108
POA3735,0,3,0,0,0,0,3,0,3,3,3,4,6,0,0,19,4,8,12,8,6,6,4,0,48,0,4,10,10,17,5,0,0,47,5,17,13,19,26,10,0,0,95,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,24,14,20,26,8,0,0,108,0,0,3,0,3,0,0,0,5,8,9,10,16,6,13,8,5,64,24,45,47,62,60,38,12,5,293
POA3737,7,8,15,8,0,0,42,0,3,11,15,21,12,0,0,71,4,58,45,64,57,33,11,4,291,18,29,42,66,65,36,12,9,276,60,106,132,136,152,72,41,8,710,5,7,9,4,14,5,0,0,43,3,10,10,17,14,9,7,0,73,68,122,152,161,181,82,50,13,826,0,0,3,3,5,4,4,0,19,38,21,28,69,87,73,70,47,436,129,246,295,387,431,248,150,79,1960
POA3738,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,11,0,0,3,3,10,0,0,0,17,4,4,3,8,5,0,0,0,32,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,11,3,6,6,10,8,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,0,0,25,8,14,22,17,32,16,0,0,105
POA3739,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,6,5,9,3,0,0,19,0,0,0,3,10,0,0,0,20,3,4,6,3,6,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,4,10,3,8,6,0,0,42,0,0,0,0,0,0,0,0,0,5,3,3,6,3,3,0,0,21,6,10,13,23,30,18,3,0,103
POA3740,0,7,4,0,0,0,20,0,4,8,3,11,3,0,0,34,0,13,22,12,19,11,5,0,84,3,16,12,20,21,12,7,0,89,17,36,29,42,35,22,7,0,188,0,4,8,3,3,0,0,0,16,0,0,3,7,7,8,0,0,19,20,41,34,50,43,30,9,0,228,0,0,0,3,0,0,0,0,7,6,11,3,18,21,20,14,3,105,32,82,93,108,120,81,31,3,555
POA3741,18,8,15,11,3,0,59,0,5,10,20,24,11,0,0,72,10,65,91,44,60,49,17,5,344,3,25,49,56,59,53,17,10,273,28,45,72,101,87,71,24,9,444,7,3,3,4,9,3,0,0,25,3,5,4,6,10,6,0,5,46,37,53,77,108,107,85,33,13,520,3,4,3,3,5,9,3,3,32,40,56,45,49,54,68,41,23,376,98,213,296,290,321,287,118,59,1676
POA3744,3,0,4,0,0,0,12,0,0,0,3,4,3,0,0,12,0,7,7,14,13,7,0,0,50,0,4,3,9,8,3,4,0,35,4,11,22,23,16,4,4,0,78,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,7,4,16,20,22,19,9,4,0,96,0,0,0,0,3,0,0,0,4,3,3,5,5,3,5,3,0,29,4,26,45,50,47,33,11,0,231
POA3746,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,8,0,3,8,4,4,9,3,0,28,3,3,8,6,6,9,0,0,36,10,5,11,20,14,8,0,0,73,0,0,0,4,0,0,0,0,4,0,4,0,0,3,0,0,0,6,10,9,15,23,20,8,0,0,82,0,0,0,0,0,0,0,0,3,3,0,3,9,11,8,0,6,42,15,14,34,45,44,39,7,5,205
POA3747,25,34,46,39,3,0,168,0,15,41,39,41,23,0,0,156,9,52,141,113,128,95,24,7,572,5,38,59,87,131,92,36,10,468,39,76,105,148,131,87,36,3,628,5,5,3,4,8,7,0,0,38,4,8,8,11,11,10,5,3,57,46,85,119,165,158,102,44,10,729,0,3,0,3,3,9,3,4,26,59,89,100,97,93,85,78,50,647,120,305,490,538,603,446,193,76,2768
POA3749,11,21,21,16,3,0,82,0,5,17,12,14,17,0,0,71,4,24,47,58,58,33,11,7,239,3,3,24,34,37,38,7,6,161,21,48,52,75,52,25,9,7,291,3,3,3,9,7,0,0,0,25,0,3,3,9,4,9,4,0,31,22,56,54,98,58,34,14,10,353,3,0,0,0,3,3,0,0,14,16,0,14,18,21,22,20,12,126,47,104,181,239,218,166,65,31,1044
POA3750,179,21,7,3,0,0,493,3,56,34,13,6,0,0,0,111,62,586,315,77,47,15,3,0,1098,56,393,220,75,39,17,3,0,800,89,392,193,114,63,28,7,0,883,21,27,16,7,5,0,0,0,70,6,33,28,15,6,3,0,0,98,117,446,231,136,77,32,7,0,1047,4,17,14,4,3,8,0,0,57,88,185,123,60,70,46,26,9,598,342,1970,1114,387,242,114,37,9,4215
POA3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,3,0,0,16,0,3,6,0,3,0,0,0,18,4,9,0,15,7,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,9,4,12,7,4,0,0,46,0,0,0,0,0,0,0,0,0,6,4,3,3,8,3,0,0,37,4,24,14,20,23,18,6,3,110
POA3752,290,116,50,22,5,0,772,5,89,110,62,33,19,0,0,318,197,854,810,366,198,73,18,7,2530,160,435,561,370,174,64,22,6,1799,295,678,787,698,348,145,81,16,3049,33,49,49,29,20,7,0,0,188,31,51,101,70,60,24,8,0,337,361,782,937,799,422,173,94,12,3580,9,30,50,31,11,12,4,0,148,179,201,191,191,121,104,83,24,1090,927,2656,2950,1937,1017,473,222,55,10240
POA3753,16,8,0,3,3,0,41,0,4,8,4,3,0,0,0,22,8,60,41,22,12,5,0,0,150,10,65,41,29,25,8,0,0,173,38,115,71,65,35,19,5,0,349,3,4,12,0,0,0,0,0,22,3,9,10,6,9,0,0,0,43,49,131,90,71,46,24,6,0,416,0,4,3,0,4,0,0,0,11,27,33,38,28,24,24,8,0,170,89,309,238,159,119,53,16,0,986
POA3754,360,151,62,15,4,0,1003,15,184,195,106,54,17,4,0,572,189,1417,1199,465,230,118,23,8,3650,213,1037,1025,504,259,137,31,3,3205,552,1930,1495,893,514,292,77,12,5770,41,97,89,45,26,10,0,0,306,39,131,143,100,56,40,11,0,521,628,2159,1728,1043,601,347,84,12,6597,12,51,47,27,28,21,5,0,178,271,431,382,266,177,181,55,22,1786,1343,5680,4928,2553,1397,833,205,44,16984
POA3755,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,6,3,8,3,0,0,0,23,3,3,8,3,0,9,0,0,22,4,15,13,5,13,13,3,0,57,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,7,15,13,12,10,11,3,0,67,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,0,16,8,25,16,24,26,24,5,3,138
POA3756,48,20,24,7,3,0,154,4,34,39,40,21,7,0,0,147,46,214,195,117,89,59,15,3,727,63,207,200,163,100,55,8,0,796,202,583,398,420,258,101,34,10,2011,26,29,24,18,21,3,0,0,122,32,43,37,31,30,8,3,0,187,258,654,462,470,305,114,40,9,2314,3,3,10,9,7,11,0,3,43,176,192,165,169,173,117,57,11,1058,554,1344,1124,990,713,365,121,23,5244
POA3757,29,23,33,17,8,3,116,8,18,22,26,31,16,0,0,118,39,130,170,96,97,58,11,3,607,48,123,144,154,125,61,16,7,676,136,317,356,383,250,151,58,18,1666,16,13,22,13,4,3,0,3,79,8,29,26,26,24,12,3,0,133,159,359,400,428,279,166,62,21,1872,3,6,4,9,6,13,0,3,53,128,61,123,128,135,129,76,28,805,381,713,895,866,708,454,172,61,4249
POA3758,15,5,6,3,0,0,30,0,0,8,9,9,4,0,0,34,9,27,30,16,22,15,0,0,131,11,41,32,36,37,10,5,0,176,33,75,99,113,73,36,8,0,446,6,0,3,5,0,0,0,0,22,8,0,5,5,3,12,0,0,27,45,83,111,120,79,42,9,0,499,0,3,3,3,4,0,0,0,13,30,22,20,21,26,27,5,0,151,101,177,226,221,179,106,26,0,1025
POA3759,9,9,6,5,4,0,37,0,4,10,16,7,5,0,0,41,3,17,30,33,30,13,3,4,138,5,4,15,18,20,19,3,0,86,13,19,30,50,40,10,4,0,178,0,0,0,0,3,0,0,0,8,0,0,3,10,13,0,0,0,23,19,20,31,61,58,10,9,4,204,0,0,0,4,0,3,3,0,12,20,5,11,22,17,7,3,0,79,50,62,101,166,135,64,23,3,604
POA3760,0,4,3,0,0,0,15,0,0,3,3,6,0,0,0,16,4,6,11,9,15,14,0,0,51,0,3,0,12,8,3,0,0,33,3,10,12,13,14,9,0,0,56,0,0,0,4,0,0,0,0,6,0,0,0,3,3,0,0,0,5,4,10,12,17,17,9,0,0,60,0,0,0,0,0,0,0,0,0,8,0,4,10,8,5,4,0,29,13,26,32,64,50,24,3,0,212
POA3761,8,8,14,9,0,0,60,0,0,10,4,0,3,0,0,17,11,22,32,36,36,15,3,0,159,10,16,15,30,20,17,4,0,109,20,37,29,54,32,10,6,0,200,0,3,0,0,3,0,0,0,10,5,0,0,10,10,0,0,0,20,29,40,33,62,48,16,6,0,234,0,0,0,0,0,0,0,0,4,27,6,8,22,24,14,13,4,112,70,97,104,167,147,72,27,5,690
POA3762,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,3,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,3,3,8,10,3,0,3,3,31,11,9,11,16,17,6,5,8,77
POA3763,8,9,9,5,0,0,23,0,5,3,3,5,0,0,0,21,3,17,30,23,21,13,0,0,106,5,17,27,38,42,9,3,0,143,21,55,64,85,56,25,10,0,316,3,8,3,4,0,0,0,0,16,0,3,3,6,0,6,0,0,29,25,65,72,97,54,34,7,0,365,0,3,0,0,3,4,0,0,13,29,15,24,21,29,19,4,3,142,63,126,166,195,163,83,15,4,822
POA3764,30,35,30,19,4,0,141,0,24,35,39,32,9,0,0,137,39,137,153,109,78,47,26,5,599,51,114,143,151,95,73,21,9,648,161,305,308,306,233,157,61,17,1560,17,20,19,17,14,4,0,0,86,13,19,26,31,34,27,16,7,171,187,342,355,354,279,191,74,26,1814,0,3,6,10,8,6,3,0,25,148,74,96,128,99,141,102,29,813,423,711,805,822,618,478,243,66,4176
POA3765,37,27,37,18,3,0,149,3,24,27,31,26,15,0,0,125,52,154,178,110,121,56,18,8,691,39,95,102,103,107,85,32,5,569,112,251,222,222,194,112,48,16,1179,7,11,18,12,5,8,0,0,53,3,12,19,16,23,17,4,0,98,121,270,260,251,221,134,54,16,1333,3,4,0,4,0,9,3,0,22,28,36,58,54,56,69,75,96,476,252,611,662,588,570,372,192,126,3371
POA3766,20,14,18,3,3,0,62,0,5,14,11,14,9,0,0,52,3,32,50,36,41,19,5,0,196,8,13,31,29,22,16,9,0,132,12,34,48,35,36,14,3,3,183,0,0,4,0,4,0,0,0,15,0,0,3,4,8,3,0,0,20,9,35,57,38,50,20,4,3,217,0,0,0,0,0,3,0,0,3,11,3,9,12,12,12,12,0,58,29,97,170,147,150,89,32,3,720
POA3767,14,14,12,24,3,0,67,0,3,11,15,16,7,0,3,55,10,16,46,39,42,34,3,3,192,4,21,11,29,26,23,6,0,121,8,36,27,35,28,19,7,4,162,0,0,0,3,0,0,0,0,7,0,0,3,8,7,5,0,0,22,8,34,28,49,35,25,7,4,191,0,4,0,3,3,6,0,0,14,7,11,8,11,7,20,16,4,78,30,90,118,144,135,139,39,18,714
POA3770,8,9,7,10,8,0,51,0,15,11,9,11,4,0,0,42,17,40,69,54,44,21,12,0,254,19,49,43,45,41,32,10,3,244,51,153,114,136,103,51,23,3,635,15,3,0,3,4,3,0,0,30,3,6,7,4,11,6,0,0,39,67,163,118,145,120,58,24,5,698,0,0,3,0,7,0,0,0,14,20,22,29,36,39,40,19,10,222,131,304,279,295,271,166,68,13,1523
POA3775,17,16,13,18,7,0,84,0,11,15,16,18,7,0,0,60,17,66,98,83,66,50,23,3,408,22,63,62,76,51,45,11,4,332,67,131,124,144,97,71,28,5,668,7,6,4,11,6,0,0,0,38,7,7,11,12,10,14,6,0,64,78,147,136,160,117,78,34,5,764,0,0,3,6,5,4,3,0,23,44,36,33,58,41,35,30,3,286,158,341,366,412,314,245,104,20,1956
POA3777,45,47,41,32,10,3,201,3,23,46,43,45,29,8,0,193,26,168,236,188,163,114,36,10,939,50,133,163,167,179,113,36,19,855,146,326,296,379,334,194,92,21,1783,17,18,13,19,20,14,5,4,110,10,22,32,24,39,26,5,4,165,180,357,343,425,395,234,103,28,2063,0,5,3,5,13,20,7,5,58,115,72,121,158,143,155,106,39,908,375,778,960,1029,977,694,301,101,5213
POA3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,3,3,0,18,3,0,3,3,3,7,0,0,18,3,0,8,12,9,3,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,8,12,9,3,0,0,35,0,0,0,0,0,0,0,0,0,4,0,4,0,7,3,0,0,18,8,4,19,17,21,16,3,0,87
POA3779,0,0,0,7,0,0,15,0,0,0,0,4,5,0,0,9,3,5,3,5,7,14,6,0,46,0,3,0,5,9,8,0,0,28,0,9,7,11,21,19,3,0,69,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,4,0,9,7,16,22,18,3,0,79,0,0,0,0,0,0,0,0,0,3,8,4,6,10,13,3,0,44,3,24,11,33,54,65,16,3,222
POA3781,22,15,9,3,3,0,65,0,8,20,9,15,3,0,0,59,12,64,91,68,44,30,11,0,317,15,73,78,80,51,23,6,0,322,80,182,209,190,129,39,10,7,857,7,11,15,9,10,4,0,0,53,6,10,15,17,21,8,0,0,77,100,211,236,211,157,50,18,7,987,0,3,6,8,0,3,0,0,19,59,45,69,66,62,27,22,4,357,186,407,526,459,344,136,51,15,2130
POA3782,47,37,47,23,3,0,192,4,24,37,44,38,26,7,0,175,43,131,220,169,190,110,18,6,881,46,89,138,168,148,92,15,5,706,85,208,264,324,245,135,38,17,1323,6,5,4,10,8,6,0,0,53,7,7,16,27,20,19,3,0,101,103,221,285,371,275,161,43,19,1471,3,0,0,5,13,11,3,0,37,45,48,51,83,87,85,44,31,481,237,544,781,880,800,507,133,61,3939
POA3783,12,8,11,3,0,0,29,0,3,11,8,3,4,0,0,44,11,41,63,44,36,27,0,3,224,8,21,40,57,43,17,3,0,195,39,62,90,92,83,22,11,3,400,0,3,4,0,3,3,0,0,11,4,3,5,7,13,7,0,0,33,43,64,94,101,98,24,12,3,446,0,3,0,7,6,7,0,0,17,30,17,34,31,30,15,9,4,171,89,156,255,251,226,101,33,8,1124
POA3785,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,8,0,3,0,4,4,0,0,0,6,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11,0,9,12,11,12,7,3,0,50
POA3786,12,15,13,13,0,0,78,0,3,9,16,8,8,0,0,46,14,40,64,47,70,34,10,3,275,4,11,35,36,36,19,6,3,158,22,21,31,39,35,21,3,0,175,3,0,0,4,0,0,3,0,17,0,0,7,6,3,7,3,0,24,25,23,40,51,43,27,10,4,215,0,0,0,0,3,11,0,0,13,14,17,11,15,24,15,9,5,109,58,102,174,186,202,129,42,10,902
POA3787,17,17,10,14,0,0,65,0,0,11,14,10,8,0,0,38,6,18,38,35,27,22,3,0,159,4,17,20,23,21,15,3,0,112,7,15,19,28,30,7,3,0,112,3,0,0,0,3,0,0,0,8,0,3,3,5,6,4,0,0,22,14,17,23,37,33,11,4,0,138,0,0,3,0,0,4,0,0,7,10,11,10,14,21,14,3,0,86,35,70,131,136,129,87,20,5,604
POA3788,27,12,31,19,3,0,111,0,8,16,20,23,5,3,0,73,4,32,73,60,54,37,10,0,273,10,13,26,44,45,30,5,6,185,17,38,43,49,45,27,6,0,217,0,3,3,0,3,3,0,0,11,0,0,0,6,0,10,0,0,21,20,40,47,51,49,37,9,3,249,0,0,4,4,0,0,0,0,7,5,9,19,18,21,15,10,3,103,40,121,200,216,225,155,43,6,1010
POA3789,5,8,4,8,0,0,28,0,3,4,0,7,3,0,0,16,4,0,11,10,12,5,0,0,45,0,6,4,7,7,10,3,0,28,4,0,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,3,0,3,10,7,0,0,0,33,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,3,0,16,9,11,24,39,44,30,11,4,162
POA3791,14,20,21,11,0,0,75,0,3,15,15,19,7,0,0,59,10,39,50,54,55,40,10,0,252,8,10,29,29,36,27,3,3,141,16,30,29,29,38,20,11,0,173,0,3,0,0,3,0,0,0,11,0,0,4,4,5,0,0,0,18,16,33,35,35,50,28,9,0,205,0,0,3,0,3,0,0,0,16,11,15,4,13,11,14,11,0,79,40,103,151,171,196,128,31,3,831
POA3792,5,10,11,10,5,0,46,0,0,5,3,12,10,0,0,30,10,21,35,29,35,28,7,0,160,4,10,20,24,29,16,4,0,117,3,22,39,31,25,10,8,0,144,3,0,0,0,0,0,0,0,6,0,3,0,4,6,5,0,0,15,11,21,37,36,34,17,6,0,159,0,0,3,0,0,0,0,0,3,10,7,9,7,15,17,0,3,72,32,64,124,117,136,85,22,5,587
POA3793,20,17,15,10,0,3,73,0,11,13,11,14,18,0,0,72,13,51,87,62,49,21,8,7,307,20,35,71,76,65,40,9,0,315,50,119,126,135,111,68,24,3,641,7,3,3,3,3,3,0,0,19,4,3,8,12,13,8,0,0,47,61,124,141,153,123,78,23,4,705,3,7,8,5,3,3,3,0,29,21,22,24,28,28,46,12,15,201,120,256,367,348,302,221,57,24,1700
POA3795,3,0,9,3,0,0,19,0,3,6,4,4,0,0,0,23,4,30,21,25,15,12,3,0,104,10,19,18,11,6,24,0,3,96,22,36,50,51,25,24,4,0,211,0,0,4,0,0,0,0,0,10,0,0,3,3,0,4,0,0,11,18,37,55,53,33,29,5,0,226,0,0,0,0,0,0,0,0,3,12,7,15,15,6,15,7,3,81,43,97,119,108,71,82,11,10,553
POA3796,40,35,29,12,11,0,156,4,37,46,40,40,22,3,0,196,48,212,210,116,113,82,17,3,800,66,178,179,196,142,80,28,6,873,164,411,357,417,277,132,53,5,1827,19,22,16,21,14,6,0,0,97,14,18,29,33,35,21,5,0,157,195,449,406,478,325,159,54,6,2078,4,3,10,7,11,14,5,0,53,85,82,70,98,74,82,45,17,557,408,997,960,968,738,445,160,38,4717
POA3797,3,10,17,3,0,0,42,0,3,15,13,24,6,0,0,61,9,27,32,35,42,32,12,4,190,10,48,48,59,43,36,3,0,247,47,126,109,123,95,61,22,6,582,10,10,11,12,5,3,0,0,46,3,8,9,11,14,9,0,0,65,61,144,129,150,113,81,23,6,696,0,0,3,0,4,8,0,0,14,46,36,37,54,46,70,28,7,326,125,257,268,317,285,230,70,26,1573
POA3799,14,29,24,17,3,0,93,3,16,16,22,33,17,3,0,114,12,38,93,108,62,64,11,6,398,22,54,54,95,90,55,17,4,394,96,166,180,212,180,106,41,8,1000,8,15,13,12,8,3,3,0,66,6,8,18,23,17,21,4,0,100,113,185,215,248,214,133,48,9,1165,3,5,3,7,3,6,3,3,30,70,58,62,80,128,84,56,11,549,226,362,464,590,543,377,136,37,2744
POA3800,4,0,0,0,0,0,45,3,5,0,0,0,0,0,0,14,135,70,4,0,0,0,0,0,205,134,11,0,0,3,0,0,0,150,55,0,0,0,0,0,0,0,59,12,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,14,81,0,0,0,0,0,0,0,87,15,0,0,0,0,0,0,0,21,148,7,0,0,0,0,0,0,155,528,126,16,3,3,0,0,0,671
POA3802,221,128,118,43,7,0,758,12,58,70,65,46,17,4,0,276,276,831,646,428,392,158,25,7,2777,173,472,451,421,389,146,39,6,2101,270,546,520,609,580,296,104,13,2932,34,37,34,37,25,13,4,0,181,20,55,46,61,83,47,15,0,335,333,629,603,710,690,355,122,13,3449,9,35,23,31,37,17,7,0,161,197,219,187,197,243,248,136,100,1525,1004,2468,2209,1973,1920,988,335,136,11044
POA3803,97,31,30,13,4,0,262,5,18,24,15,12,6,4,0,91,94,323,204,129,110,55,19,4,940,88,205,176,134,110,56,20,4,790,128,294,225,265,221,104,57,13,1307,13,24,21,19,23,9,0,0,106,21,33,26,36,29,19,3,0,168,161,354,271,314,275,135,63,13,1581,10,12,15,9,14,6,4,0,70,99,107,78,99,107,86,83,40,693,463,1107,870,738,650,361,186,61,4432
POA3804,34,48,25,16,7,0,176,7,15,26,29,30,7,0,0,110,105,171,202,173,163,47,13,3,880,68,84,115,144,130,60,9,0,613,130,142,189,330,249,89,21,11,1171,13,4,8,10,10,0,0,0,49,9,9,20,38,22,14,7,0,112,155,153,220,372,283,107,35,11,1333,0,7,8,14,15,11,0,0,54,104,36,45,102,95,78,66,77,603,451,514,634,892,733,328,129,91,3770
