SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
2137702,15,25,55,76,119,61,40,97,61,458
2137703,4,0,15,66,75,62,31,96,30,362
2137704,0,3,9,79,73,43,27,49,31,290
2137705,3,0,9,103,143,75,63,103,28,519
2137706,0,0,5,125,106,43,30,85,16,412
2137707,6,0,9,128,126,55,39,99,12,459
2137708,9,0,10,82,95,41,33,78,39,373
2137709,3,0,5,65,98,54,33,73,31,350
2137710,0,0,0,55,90,41,20,53,23,283
2137711,0,0,10,52,77,48,30,71,36,316
2137712,4,0,3,86,106,60,31,80,25,393
2137713,0,0,4,60,61,23,25,52,9,230
2137714,5,7,16,80,89,35,21,74,51,357
2137715,3,0,11,53,103,44,24,55,30,306
2137716,13,70,84,129,156,72,39,122,183,698
2137717,0,0,0,82,95,49,45,25,14,309
2137718,5,3,12,68,102,48,30,45,45,335
2137719,0,0,8,107,132,61,51,59,24,428
2137720,4,4,10,106,130,56,49,68,29,429
2137721,9,3,24,101,85,52,31,88,43,395
2137722,6,3,20,107,137,75,35,102,47,499
2137723,0,0,0,57,71,26,23,60,13,247
2137724,3,4,15,80,90,35,16,86,19,326
2137725,3,4,7,91,114,49,36,116,22,428
2137801,0,4,9,49,85,64,28,46,27,298
2137802,0,0,0,66,98,53,36,21,23,296
2137803,3,0,15,62,98,51,29,41,40,319
2137804,0,0,5,52,68,49,33,27,20,251
2137805,0,0,10,18,35,20,8,10,18,108
2137806,42,3,40,36,52,20,10,68,17,205
2137807,3,0,7,77,100,46,34,40,38,332
2137808,0,0,6,62,72,45,28,56,31,294
2137809,3,0,9,60,73,31,37,75,20,295
2137810,0,3,9,71,92,56,30,72,42,365
2137811,0,3,3,41,62,33,31,17,15,194
2137812,4,0,9,57,107,45,56,54,32,346
2137813,0,0,0,33,49,34,13,16,13,162
2137814,3,0,3,79,116,42,37,32,17,327
2137815,3,3,16,54,88,49,30,39,44,310
2137816,4,0,11,46,57,46,32,41,19,240
2137817,0,0,0,30,31,15,14,3,5,100
2137818,0,0,0,32,39,29,15,14,5,135
2137901,5,3,12,45,58,26,21,69,32,254
2137902,4,3,9,89,109,61,46,120,68,495
2137903,45,11,58,74,84,42,33,166,62,464
2137904,0,3,7,67,80,38,46,91,42,367
2137905,0,0,3,87,114,53,46,73,49,419
2137906,0,0,0,110,137,57,70,147,60,578
2137907,0,0,3,63,83,38,33,106,45,376
2137908,0,0,0,39,67,34,31,56,33,257
2137911,3,3,13,169,229,97,85,174,63,823
2137912,17,5,25,89,127,55,51,143,48,515
2137913,0,0,0,107,123,63,61,128,41,524
2137914,0,0,0,65,95,46,42,78,25,355
2137915,0,3,7,84,115,52,46,47,48,393
2137916,3,0,9,68,95,60,31,73,17,346
2137917,3,0,8,74,97,48,41,36,29,331
2137918,3,8,20,125,139,70,50,61,35,469
2137919,0,0,0,41,66,40,36,35,28,245
2137920,0,0,4,75,123,50,51,106,35,440
2137921,0,0,3,69,84,31,34,50,20,289
2137922,3,3,3,89,120,47,60,95,54,462
2137923,3,0,6,61,85,30,44,55,30,302
2137924,0,0,0,69,94,56,43,61,27,340
2137925,0,0,0,83,88,43,32,58,15,312
2137926,3,0,3,64,81,42,21,44,12,256
2137927,0,4,6,45,72,29,16,37,26,221
2137928,3,0,3,46,93,46,31,47,16,277
2137929,0,0,0,62,91,57,47,54,15,329
2137930,0,0,4,80,143,50,45,82,36,437
2137931,5,0,7,76,89,42,23,94,36,359
2137932,3,0,4,59,66,27,29,77,35,288
2137933,3,3,19,69,115,52,35,58,51,376
2137934,3,3,11,77,130,64,40,56,50,416
2137935,17,0,25,87,94,49,35,74,59,398
2137936,3,0,3,43,57,26,17,32,9,176
2137937,0,0,3,115,137,59,57,93,32,488
2137938,3,0,3,64,118,31,26,49,21,302
2137939,3,0,9,56,84,43,42,30,39,298
2137940,0,0,0,280,117,43,44,452,39,968
2137941,8,3,20,124,175,110,69,77,59,619
2137942,0,0,0,0,0,0,0,0,0,3
2137943,4,8,15,63,65,20,34,105,59,343
2137944,7,5,16,55,87,59,44,42,49,337
2137945,0,0,0,84,110,51,37,69,37,391
2137946,0,0,0,73,85,38,30,60,22,298
2137947,0,0,0,4,0,0,0,6,0,17
2137948,4,3,9,53,53,31,29,90,24,282
2137949,4,6,17,76,90,76,38,109,45,434
2137950,0,0,0,68,91,46,22,56,43,319
2138001,12,0,26,60,87,44,17,66,28,309
2138002,10,3,23,77,76,33,30,76,38,336
2138003,3,0,4,87,76,29,23,54,18,289
2138004,5,3,19,111,135,64,44,71,51,476
2138005,0,4,9,74,107,52,31,70,21,351
2138006,3,3,12,52,60,44,15,44,10,220
2138007,7,0,8,80,111,52,30,60,13,353
2138008,5,4,20,111,126,55,33,93,57,476
2138009,8,3,10,63,100,41,26,46,17,303
2138010,8,7,23,88,123,50,35,37,31,365
2138011,3,3,15,91,107,39,23,66,28,360
2138012,3,0,7,56,69,33,19,51,24,245
2138013,77,9,109,22,31,15,7,107,22,206
2138014,7,3,28,127,168,77,42,110,48,563
2138015,42,11,69,94,132,64,48,157,46,538
2138016,7,5,29,108,131,67,49,112,57,524
2138017,0,0,9,93,86,44,20,57,32,334
2138018,13,0,21,115,155,52,34,84,40,485
2138019,3,0,3,53,48,29,9,27,7,178
2138020,0,3,8,94,112,35,24,58,41,366
2138021,0,0,3,59,76,30,27,52,18,259
2138022,7,0,5,55,96,37,25,66,26,310
2138023,3,0,14,65,89,41,27,52,11,282
2138024,9,7,16,63,85,43,32,71,22,311
2138025,4,0,8,64,67,34,18,62,16,262
2138026,4,0,8,72,81,33,27,54,11,268
2138027,3,0,12,84,110,55,38,69,13,363
2138028,4,3,14,91,121,39,36,62,30,376
2138029,0,9,10,97,129,66,31,68,23,418
2138030,0,0,8,85,82,56,36,48,34,335
2138031,0,3,14,84,93,43,16,66,28,331
2138032,3,7,11,53,76,38,21,57,37,283
2138033,38,7,50,56,80,31,29,131,22,344
2138034,7,0,7,115,141,50,42,79,36,460
2138035,5,0,3,73,97,43,35,59,27,329
2138036,3,0,0,92,90,45,29,92,39,393
2138037,0,0,0,73,104,43,25,62,3,304
2138038,0,0,3,77,123,67,26,77,14,383
2138039,96,23,167,110,107,63,46,233,54,613
2138040,0,0,0,69,108,45,44,63,14,338
2138041,0,0,9,82,115,55,42,71,20,393
2138042,0,0,0,64,75,40,33,50,9,273
2138043,0,0,6,76,92,54,53,57,18,353
2138044,0,0,0,51,67,42,19,35,3,216
2138045,0,0,3,107,116,57,32,65,6,391
2138046,3,0,3,33,40,21,25,65,21,205
2138047,5,4,26,87,139,90,53,143,59,570
2138048,0,0,0,0,0,0,0,0,0,4
2138049,3,4,7,106,115,48,42,114,62,494
2138050,3,0,3,45,73,25,29,63,18,250
2138051,0,0,0,44,49,22,9,51,42,217
2138052,0,0,0,5,0,0,0,3,0,7
2138053,8,3,10,74,68,37,36,72,24,310
2138054,0,0,3,43,60,34,25,78,43,270
2138055,0,0,0,74,80,40,32,53,22,302
2138056,0,0,8,102,89,54,34,74,14,372
2138057,69,7,96,97,123,84,44,274,82,706
2138058,3,3,14,130,151,77,36,136,51,578
2138059,0,0,0,0,0,0,0,0,0,0
2138101,5,0,9,93,96,60,29,68,19,366
2138102,0,0,3,72,94,47,31,57,25,333
2138103,0,3,3,78,111,39,25,60,12,319
2138104,0,0,3,59,85,57,18,35,8,270
2138105,0,0,3,78,97,55,29,32,11,304
2138106,4,0,10,77,87,47,43,31,23,301
2138107,27,0,29,45,64,33,25,59,23,250
2138108,12,0,28,53,69,38,25,54,22,260
2138109,11,5,38,71,103,73,35,82,28,399
2138110,4,0,6,76,102,54,32,38,17,313
2138111,0,0,3,46,63,21,26,32,14,196
2138112,0,0,0,54,65,37,29,18,15,221
2138113,0,0,3,85,144,61,44,52,14,395
2138114,0,0,0,110,132,66,41,64,24,430
2138115,0,0,7,89,113,68,35,56,13,364
2138116,3,0,5,83,103,63,58,67,11,398
2138117,0,0,3,53,65,40,29,27,8,230
2138118,3,0,3,68,91,44,34,32,18,283
2138119,0,0,5,44,50,26,21,40,7,190
2138120,5,0,14,103,134,76,40,62,14,427
2138121,0,0,5,66,66,35,25,44,8,238
2138122,4,0,4,90,82,43,30,87,12,352
2138123,0,0,3,60,50,54,22,99,3,291
2138124,0,0,3,108,120,82,48,57,21,441
2138125,0,0,5,92,112,74,54,65,18,413
2138126,4,0,7,53,62,33,24,36,12,210
2138127,3,0,5,66,79,39,29,45,11,269
2138128,68,3,71,26,38,11,23,129,21,245
2138129,0,0,0,62,91,47,33,59,20,314
2138130,8,0,10,74,131,65,36,64,38,400
2138131,5,3,10,46,63,36,36,36,27,239
2138132,0,3,9,98,101,54,40,62,15,380
2138133,0,0,5,49,62,27,13,34,15,200
2138134,3,0,9,115,112,53,37,112,29,452
2138135,3,3,17,88,98,52,41,42,25,349
2138136,7,0,19,85,101,47,44,51,11,353
2138137,9,3,18,106,135,56,54,59,24,442
2138138,5,5,18,88,134,50,36,113,66,492
2138139,7,0,9,82,110,49,52,45,23,358
2138140,3,5,10,52,58,42,12,32,23,225
2138141,7,3,23,66,100,60,51,54,36,371
2138142,0,0,0,68,80,56,34,29,10,276
2138143,3,0,6,73,111,59,48,29,22,343
2138144,0,0,5,57,56,40,29,26,10,218
2138201,4,0,8,111,115,56,42,71,22,416
2138202,0,0,3,51,70,28,22,17,9,199
2138203,3,0,9,77,112,44,43,47,10,327
2138204,0,0,6,69,122,60,39,54,21,364
2138205,0,0,0,0,0,0,0,0,0,3
2138206,0,0,0,52,76,43,31,28,29,265
2138207,0,0,4,68,66,38,19,37,9,236
2138208,0,0,0,67,84,49,32,36,8,285
2138209,9,0,8,76,98,52,29,47,32,340
2138210,3,3,9,59,89,38,30,48,38,298
2138211,4,3,10,72,106,53,36,61,32,354
2138212,9,5,33,90,98,53,49,61,52,395
2138213,0,0,4,80,59,30,30,32,19,243
2138214,0,0,4,49,56,36,22,40,16,217
2138215,0,0,0,97,129,55,29,41,18,376
2138216,5,0,3,117,125,51,38,101,21,454
2138217,0,0,0,143,160,70,52,76,28,529
2138218,0,0,4,94,116,54,36,55,14,377
2138219,0,0,0,94,93,51,42,66,9,352
2138220,0,4,16,127,175,58,45,60,27,487
2138221,3,6,17,83,140,48,38,61,39,410
2138222,7,3,15,105,135,75,32,82,26,457
2138223,0,0,0,66,89,43,34,29,8,276
2138224,4,0,15,89,135,63,51,61,20,413
2138225,0,0,7,65,61,41,37,52,8,258
2138226,0,4,15,67,90,37,27,44,27,290
2138227,39,21,107,111,203,105,45,141,77,681
2138228,15,0,34,210,234,113,69,162,44,831
2138229,86,4,96,122,131,60,38,216,40,613
2138230,4,0,4,81,58,35,26,46,5,246
2138231,0,0,0,66,72,36,21,59,12,264
2138232,0,0,3,111,140,65,37,82,33,477
2138233,3,0,3,140,149,95,54,93,26,560
2138234,35,3,39,46,62,22,28,83,9,261
2138235,0,0,3,43,70,32,32,40,12,230
2138236,3,0,4,65,85,43,27,47,22,289
2138237,3,0,13,58,76,44,44,40,26,289
2138238,0,0,3,123,157,57,41,87,34,502
2138239,4,0,3,77,100,52,37,90,17,371
2138240,3,0,10,96,90,46,33,67,8,345
2138301,3,0,13,36,63,21,14,46,27,217
2138302,0,0,12,75,95,62,52,88,31,403
2138303,0,4,6,34,61,34,19,30,24,207
2138304,0,3,9,60,81,27,44,38,48,302
2138305,3,3,9,85,102,42,37,74,27,354
2138306,3,0,4,95,114,61,47,72,32,423
2138308,3,4,17,52,55,42,31,44,18,242
2138309,7,7,20,62,73,52,25,57,56,324
2138310,9,0,17,69,115,35,44,87,33,385
2138311,4,3,9,95,136,64,45,78,44,466
2138312,3,0,6,69,74,35,21,73,29,298
2138313,0,0,3,36,53,23,18,43,18,194
2138314,0,0,3,67,74,50,35,60,15,299
2138315,3,0,6,45,68,48,25,60,11,257
2138316,5,7,13,46,76,52,24,57,62,315
2138317,0,4,9,78,113,76,46,62,45,417
2138318,3,3,11,38,59,31,31,35,32,222
2138319,10,3,17,68,90,64,41,71,73,419
2138320,7,8,22,58,58,39,37,75,52,311
2138321,6,3,10,46,85,39,33,65,42,314
2138322,8,5,19,55,81,42,24,62,46,317
2138323,0,0,7,73,101,71,49,74,21,386
2138324,0,0,5,46,75,35,23,45,26,252
2138325,3,0,9,73,94,41,49,64,19,337
2138327,4,3,24,69,105,61,35,52,33,358
2138328,7,5,19,85,113,43,61,75,60,440
2138329,13,13,39,66,96,40,50,108,61,415
2138330,24,3,25,64,75,48,33,76,36,338
2138331,3,3,14,54,115,50,40,64,46,373
2138332,4,7,16,62,70,29,36,68,44,306
2138333,4,0,11,39,52,30,17,37,21,195
2138334,0,3,4,64,77,45,34,57,15,300
2138335,8,0,10,62,86,51,27,58,41,328
2138336,3,0,3,73,85,55,28,67,39,333
2138337,3,3,15,84,100,41,34,85,44,397
2138338,0,0,3,42,91,41,26,43,23,263
2138339,3,0,8,75,104,33,48,86,36,385
2138340,0,0,0,0,0,0,0,0,0,3
2138341,4,0,5,44,64,40,36,35,18,235
2138342,0,0,3,91,113,62,41,71,26,403
2138343,0,0,0,53,108,56,32,39,18,298
2138344,0,0,3,115,119,72,42,77,39,452
2138345,0,0,4,36,38,11,13,26,13,140
2138346,4,3,11,63,84,37,19,71,34,307
2138347,3,5,13,55,69,33,33,70,41,306
2138348,4,6,16,51,78,41,26,46,32,275
2138401,11,14,36,67,99,51,36,151,41,451
2138402,3,0,8,12,31,17,15,27,6,95
2138403,3,6,10,22,45,13,10,45,22,154
2138404,0,5,8,61,93,46,17,60,38,312
2138405,73,0,90,58,66,43,33,175,34,402
2138406,146,125,383,80,128,94,81,264,216,859
2138407,0,0,0,0,0,0,0,0,0,0
2138408,3,3,13,98,131,57,43,91,58,471
2138409,5,3,10,92,132,61,51,97,37,463
2138410,0,5,6,43,64,37,38,62,36,280
2138411,4,3,14,35,70,56,36,48,28,274
2138412,0,0,8,50,59,54,24,45,23,258
2138413,3,0,3,55,89,44,42,38,20,282
2138414,7,0,9,88,120,58,38,145,76,517
2138415,34,0,38,34,52,16,13,119,36,271
2138416,5,8,23,68,122,51,34,86,61,421
2138417,19,11,39,53,62,35,30,96,44,320
2138418,7,9,27,90,105,53,33,120,68,464
2138419,12,4,34,80,83,46,35,130,64,431
2138420,22,16,60,75,94,53,42,105,40,404
2138421,6,3,20,62,96,43,52,76,36,357
2138422,0,0,6,48,55,22,23,33,29,215
2138424,3,0,3,116,123,50,35,87,46,458
2138425,4,0,3,80,115,52,37,54,17,360
2138426,8,7,17,47,75,36,42,54,23,270
2138427,13,3,29,34,67,33,20,79,43,283
2138428,10,9,28,37,51,32,24,53,46,243
2138429,9,7,15,75,97,45,31,99,61,408
2138430,8,12,35,49,74,27,37,79,47,306
2138431,12,6,35,96,119,55,50,134,53,514
2138432,3,0,18,76,105,48,34,92,21,379
2138433,0,8,10,24,47,36,26,40,25,196
2138434,11,10,30,89,132,60,54,132,58,527
2138435,13,8,30,63,96,52,46,94,60,399
2138436,0,0,0,73,73,52,45,61,32,337
2138437,0,0,6,47,60,44,23,44,21,240
2138438,0,3,3,52,80,26,24,57,15,257
2138439,0,0,3,44,61,21,30,37,11,201
2138440,7,4,7,85,88,52,34,72,27,363
2138441,8,0,9,75,109,50,43,87,51,414
2138442,6,8,17,70,93,46,45,67,35,352
2138443,6,9,18,81,89,51,56,128,64,471
2138444,10,3,38,73,70,37,30,86,38,327
2138445,4,3,20,54,54,25,33,71,31,271
2138446,8,0,19,44,86,39,32,57,12,267
2138447,8,3,20,97,123,50,53,68,32,412
2138448,0,0,0,144,170,104,54,112,43,622
2138449,0,0,4,33,61,21,20,54,0,191
2138450,0,3,13,62,89,45,33,84,47,366
2138451,54,3,58,41,61,30,30,130,15,306
2138452,0,0,0,39,50,40,30,25,14,192
2138453,0,0,0,57,92,46,24,59,12,291
2138501,3,3,5,60,64,40,35,41,43,277
2138502,0,0,3,44,70,32,33,47,32,252
2138503,0,0,6,98,102,43,36,85,40,402
2138504,3,0,10,76,95,43,34,75,39,360
2138505,0,0,3,51,53,18,22,51,24,219
2138506,0,0,0,80,100,50,30,56,22,335
2138507,0,0,3,50,54,26,14,36,13,195
2138508,6,0,9,105,111,33,43,81,27,405
2138509,0,0,3,36,47,40,30,50,22,219
2138510,0,0,3,68,65,31,28,55,17,266
2138511,0,0,3,53,76,33,20,45,21,245
2138512,0,0,0,64,66,25,16,50,14,231
2138513,0,0,5,86,84,32,34,72,16,317
2138514,0,4,4,64,104,42,33,73,41,357
2138515,0,0,0,57,58,25,22,32,8,208
2138516,78,7,85,111,91,47,33,212,25,518
2138517,6,7,12,113,144,60,41,91,69,513
2138518,3,0,3,56,80,37,16,56,27,268
2138519,0,0,0,96,104,46,20,66,11,340
2138520,19,14,59,66,75,45,27,85,36,336
2138521,0,0,3,56,77,23,28,49,16,253
2138522,0,0,7,64,87,30,24,40,12,267
2138523,0,0,0,92,109,36,38,87,34,400
2138524,0,0,3,47,95,22,18,45,14,240
2138525,0,0,0,84,87,39,31,65,26,330
2138526,6,3,8,48,61,31,22,44,27,244
2138527,0,0,0,176,165,61,54,96,27,582
2138528,0,0,5,79,84,47,36,90,43,376
2138529,6,0,15,127,150,74,60,119,47,577
2138530,7,0,15,60,58,30,24,40,15,234
2138531,3,0,3,78,67,32,42,61,25,301
2138532,0,0,0,95,101,45,39,80,10,375
2138533,0,3,8,59,93,28,39,53,37,315
2138534,0,0,4,69,86,50,45,42,15,316
2138535,0,0,4,90,103,45,34,101,39,422
2138536,0,0,6,66,72,46,34,40,24,282
2138537,3,3,6,132,148,67,45,96,40,535
2138538,0,0,3,64,63,45,38,42,12,263
2138539,0,5,5,59,62,31,27,37,13,234
2138540,0,3,8,68,77,68,23,40,14,289
2138541,0,0,3,54,65,34,28,49,11,247
2138542,0,0,6,95,107,43,24,73,15,358
2138543,3,0,5,71,80,31,25,47,17,276
2138544,0,0,0,49,46,30,27,47,25,220
2138545,0,0,3,42,61,29,18,30,18,190
2138546,0,0,4,63,65,40,28,71,48,319
2138547,3,0,4,41,44,23,16,55,22,196
2138601,0,0,0,31,32,14,11,14,4,111
2138602,30,9,41,67,57,28,25,126,32,340
2138603,3,3,15,43,62,18,32,57,25,236
2138604,0,0,3,54,69,35,32,81,36,307
2138605,4,0,4,38,55,24,10,76,26,228
2138606,48,16,71,45,79,30,28,132,36,354
2138607,0,0,3,32,34,21,27,64,18,202
2138608,0,3,8,53,72,29,31,65,40,288
2138609,4,3,14,44,78,36,20,51,18,239
2138610,3,0,7,56,74,30,21,50,21,249
2138611,5,0,14,38,34,27,14,54,19,192
2138612,3,5,18,85,121,60,66,97,30,460
2138613,3,0,12,69,76,47,31,49,21,285
2138614,0,3,5,80,119,51,30,63,24,370
2138615,0,0,0,52,65,32,23,51,20,249
2138616,3,0,7,64,96,47,27,48,19,295
2138617,3,0,5,48,58,49,32,41,14,232
2138618,6,0,9,67,63,28,16,63,20,250
2138619,0,0,8,56,80,37,31,63,13,277
2138620,3,3,9,45,65,34,29,43,24,236
2138621,3,0,5,67,99,35,45,93,11,355
2138622,0,4,4,44,38,30,28,63,28,229
2138623,0,0,11,62,105,62,36,79,47,394
2138624,0,0,0,3,5,3,3,3,708,725
2138701,0,0,5,62,65,44,39,39,24,272
2138702,0,6,9,62,105,63,45,42,28,354
2138703,0,0,4,42,62,34,26,34,11,214
2138704,0,0,3,39,58,16,32,38,30,218
2138705,6,0,6,57,59,34,29,51,80,316
2138706,0,3,3,55,58,41,41,34,28,254
2138707,6,0,10,46,49,32,40,52,45,260
2138708,0,0,3,63,62,29,35,43,60,282
2138709,7,3,13,23,46,16,28,27,19,164
2138710,3,4,10,24,40,20,33,58,55,229
2138801,4,0,11,70,101,57,39,49,17,332
2138802,0,0,4,38,57,31,27,76,49,270
2138803,4,8,22,47,75,43,28,64,40,301
2138804,23,3,35,113,123,52,44,133,42,499
2138805,3,5,14,69,94,56,43,81,41,390
2138806,0,0,6,82,110,65,34,58,20,372
2138807,73,14,102,75,140,60,50,146,58,526
2138808,6,0,11,53,87,38,29,95,43,340
2138809,0,0,7,71,46,35,23,65,34,282
2138810,0,0,3,48,44,23,29,80,42,276
2138811,3,0,7,50,59,41,32,55,19,263
2138812,3,0,14,75,114,50,40,82,42,396
2138813,0,3,9,91,111,46,39,85,21,394
2138814,3,0,9,82,92,50,36,98,25,379
2138815,3,0,3,47,50,28,20,42,20,202
2138816,5,3,12,81,117,59,37,85,29,412
2138817,5,3,16,161,197,97,60,133,47,695
2138818,3,0,3,94,97,53,36,66,35,380
2138819,0,0,0,61,76,41,39,37,10,272
2138820,0,0,3,24,43,37,19,43,18,179
2138821,4,3,23,77,105,50,42,108,47,424
2138822,4,4,20,57,104,46,30,77,28,346
2138823,7,3,13,115,145,76,40,153,51,575
2138824,3,4,17,91,124,52,40,88,33,431
2138825,3,0,10,61,59,38,31,43,25,262
2138826,0,0,6,75,82,42,30,36,10,269
2138827,0,0,3,26,54,41,16,27,6,175
2138828,0,3,7,145,210,116,78,107,52,704
2138829,3,0,3,80,98,41,41,54,24,337
2138830,5,0,9,70,86,39,33,63,23,324
2138831,11,5,24,56,72,27,22,93,32,305
2138832,8,5,24,81,79,36,30,95,40,355
2138833,0,0,3,63,90,30,32,54,26,300
2138834,31,0,36,57,74,37,12,85,23,280
2138835,3,3,17,64,84,36,42,55,25,309
2138836,3,3,17,74,119,44,43,75,28,387
2138837,6,7,21,47,57,50,39,47,19,262
2138901,0,3,4,33,47,31,26,32,12,182
2138902,3,0,4,30,52,19,24,25,19,172
2138903,0,4,7,45,62,49,37,34,15,247
2138904,0,0,3,59,83,41,45,39,22,289
2138905,0,0,3,36,48,47,18,36,14,201
2138906,0,0,5,32,47,30,16,41,18,178
2138907,26,6,37,61,84,44,50,90,24,356
2138908,0,0,4,48,72,35,34,45,32,261
2138909,0,0,0,38,51,23,29,44,7,184
2138910,0,0,3,44,59,48,27,44,20,242
2138911,0,3,3,60,60,54,21,46,19,263
2138912,0,0,6,31,38,24,31,26,12,171
2139001,0,3,4,36,38,29,17,48,13,187
2139002,3,0,11,31,46,20,24,49,18,193
2139003,0,3,8,35,53,26,32,35,15,198
2139004,0,0,4,33,60,29,42,22,12,199
2139005,0,0,0,38,37,28,19,20,16,164
2139006,0,0,0,8,3,6,4,10,6,36
2139007,0,0,6,52,64,36,44,51,23,266
2139008,0,0,0,0,0,0,0,0,0,0
2139009,0,0,3,45,33,21,27,22,17,175
2139010,0,0,3,49,55,33,26,28,10,199
2139011,0,3,0,39,40,36,25,23,15,191
2139012,0,3,4,45,47,25,23,28,9,179
2139013,3,0,3,49,67,34,28,48,39,267
2139014,19,0,27,32,53,17,36,59,18,211
2139015,16,0,23,37,53,21,25,47,15,200
2139016,3,0,4,59,62,24,30,36,10,218
2139017,9,3,19,35,57,47,45,84,31,300
2139018,3,3,8,25,32,14,10,21,13,117
2139019,36,0,48,76,80,63,54,130,21,420
2139020,6,11,28,37,43,28,25,39,21,200
2139021,5,3,11,48,56,28,32,50,27,244
2139022,4,3,14,39,58,35,34,66,19,253
2139023,19,18,37,25,49,36,19,64,38,236
2139024,3,4,13,41,37,35,29,46,33,221
2139025,4,3,11,24,33,11,15,27,16,139
2139026,0,3,3,45,29,27,19,40,29,187
2139027,0,5,11,42,62,36,29,37,26,223
2139028,3,3,13,27,58,29,26,45,31,219
2139029,0,0,3,42,46,19,20,31,20,172
2139030,0,0,0,0,3,0,0,4,0,5
2139101,0,0,3,22,32,17,17,27,16,126
2139102,8,3,18,78,96,41,43,91,39,393
2139103,4,3,17,67,105,53,65,104,32,428
2139104,12,0,19,64,65,35,43,77,26,297
2139105,5,4,10,40,64,37,38,58,9,244
2139106,0,3,3,40,79,38,29,27,32,251
2139107,3,0,4,53,78,56,39,79,33,336
2139108,3,0,4,31,33,35,31,30,20,186
2139109,22,8,40,26,57,36,30,77,22,252
2139110,0,3,5,59,81,60,51,75,28,350
2139201,0,0,0,43,48,21,12,18,12,148
2139202,12,5,35,67,114,26,48,64,34,352
2139203,5,0,6,44,49,30,20,51,15,207
2139204,3,0,10,46,82,40,48,95,28,346
2139205,0,0,0,57,80,46,36,45,16,287
2139206,0,0,3,42,52,30,22,36,10,193
2139207,4,0,3,39,43,22,24,19,11,166
2139208,3,0,7,55,68,39,16,76,32,283
2139209,6,3,16,61,63,26,26,42,39,270
2139210,3,0,15,51,64,32,16,76,23,259
2139211,0,0,0,49,73,59,32,46,70,325
2139212,3,0,3,41,74,29,43,48,32,267
2139213,0,0,3,48,64,23,19,50,37,232
2139214,3,0,10,53,88,29,28,51,23,274
2139215,0,3,3,42,51,25,15,38,20,192
2139216,0,0,7,40,82,53,33,40,43,292
2139217,3,3,8,55,84,35,31,61,30,296
2139218,4,4,13,50,75,39,35,72,34,300
2139219,0,0,3,45,69,35,31,80,44,302
2139220,3,3,13,72,97,49,48,105,60,438
2139221,3,0,4,29,52,20,19,31,20,174
2139222,0,3,12,47,80,37,35,55,46,293
2139223,7,6,23,54,88,47,41,81,43,356
2139224,3,0,4,31,55,37,14,53,24,223
2139225,64,8,78,23,44,22,16,123,17,243
2139226,0,0,0,19,48,27,13,27,7,144
2139301,0,0,0,36,57,25,22,28,15,181
2139302,0,0,0,49,57,37,16,23,16,206
2139303,0,3,8,46,65,31,44,37,28,252
2139304,0,0,3,32,38,24,18,13,17,137
2139305,3,0,7,76,76,50,39,44,20,302
2139306,4,0,10,50,62,24,35,59,12,241
2139307,0,0,3,39,42,19,21,28,13,160
2139308,0,0,12,27,58,43,19,44,21,206
2139309,0,0,5,35,51,28,22,43,25,194
2139310,16,20,43,69,79,49,46,87,71,401
2139401,4,5,18,55,65,38,40,65,45,306
2139402,0,0,3,59,66,50,31,43,36,280
2139403,3,0,3,27,43,39,29,45,12,193
2139404,3,4,10,65,85,47,59,58,29,345
2139405,41,12,59,59,86,70,44,127,69,455
2139406,6,3,12,49,75,29,29,48,23,255
2139407,5,0,14,67,93,46,46,77,39,370
2139408,3,3,19,61,79,48,38,65,38,335
2139409,28,0,31,43,66,45,37,110,47,346
2139410,0,11,18,59,93,46,28,77,54,362
2139411,3,0,12,55,57,34,31,67,25,266
2139412,15,4,26,53,78,39,36,86,28,318
2139413,0,0,6,28,39,21,19,22,8,135
2139414,0,0,0,42,35,15,16,10,4,120
2139415,6,0,9,19,52,23,24,36,29,180
2139416,3,9,20,39,71,31,28,52,40,259
2139417,0,3,7,15,47,17,16,23,13,135
2139418,7,0,14,18,41,25,28,37,25,175
2139419,3,3,9,52,72,44,49,48,40,304
2139420,8,3,20,52,44,22,24,54,15,216
2139421,6,23,31,30,40,25,24,51,47,223
2139501,4,7,9,51,78,38,32,68,34,306
2139502,0,0,8,67,84,39,39,56,42,327
2139503,0,0,4,31,75,48,22,35,28,242
2139504,32,0,31,86,100,52,56,114,36,450
2139505,4,4,14,55,70,47,27,80,41,325
2139506,0,0,0,82,96,62,51,70,39,411
2139507,3,0,8,79,79,49,37,60,20,322
2139508,0,0,0,47,60,33,24,25,24,210
2139509,0,0,0,45,55,27,30,33,11,199
2139511,0,0,3,22,24,21,9,13,23,117
2139512,0,0,0,40,68,40,32,32,16,238
2139513,0,0,3,63,80,57,56,75,34,371
2139514,0,3,3,41,51,31,19,48,24,223
2139515,0,0,3,27,46,23,13,50,13,167
2139516,0,0,3,72,70,41,33,46,40,297
2139517,3,0,3,33,64,27,32,64,18,239
2139518,0,0,0,0,0,0,0,0,0,0
2139519,0,0,0,0,3,0,0,0,0,6
