SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
2132741,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,0,0,10,3,0,3,0,8,6,7,0,0,12,4,0,0,0,11,4,3,3,0,12,6,3,0,0,12,6,5,0,0,12,0,4,3,0,7,3,13,3,0,14,0,8,0,0,8,0,4,0,0,5,0,8,0,0,4,0,9,0,0,7,3,11,0,0,12,0,0,0,0,0,56,67,26,3,144
2132742,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,4,0,8,0,0,0,0,4,9,3,0,0,12,3,0,0,0,9,7,4,4,0,17,6,6,4,0,15,9,4,0,0,18,0,9,0,0,8,3,15,0,0,21,7,14,0,0,20,3,7,0,0,15,3,4,0,0,9,0,10,0,0,14,3,7,3,0,8,0,3,0,0,4,68,91,22,3,188
2132743,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,3,0,0,10,5,5,3,0,10,5,3,0,0,13,8,3,3,0,10,3,0,0,0,4,0,8,0,0,8,3,10,0,0,16,0,6,0,0,7,0,7,0,0,7,0,6,0,0,11,0,7,0,0,9,0,3,0,0,4,4,3,0,0,3,44,70,8,0,117
2132744,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,3,8,0,0,0,10,3,0,0,0,9,8,0,3,0,10,3,0,0,0,5,0,3,0,0,3,4,3,0,0,4,3,8,0,0,14,7,10,0,0,16,4,9,0,0,6,0,0,0,0,0,0,3,0,0,3,3,3,0,0,10,0,0,0,0,0,46,44,9,0,96
2132745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,3,0,0,8,3,0,0,0,3,0,7,0,0,10,3,0,0,0,7,0,4,0,0,7,0,4,0,0,4,3,5,0,0,7,3,0,0,0,4,0,6,0,0,9,0,0,0,0,0,4,8,0,0,13,3,4,3,0,9,0,0,0,0,0,24,45,8,4,80
2132746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,4,0,0,0,3,3,3,0,0,8,0,3,0,0,6,0,3,0,0,3,0,3,0,0,3,3,7,0,0,10,0,6,0,0,10,0,3,0,0,3,0,3,0,0,4,0,3,0,0,6,5,7,3,0,12,0,0,0,0,0,30,44,5,0,82
2132748,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,4,0,3,9,3,3,0,17,7,0,0,0,5,7,3,6,0,14,3,3,3,0,9,3,8,3,0,11,4,6,0,0,7,7,9,3,0,18,0,11,3,0,13,0,6,0,0,6,0,3,0,0,4,0,3,0,0,4,3,3,0,0,5,5,0,0,0,5,49,63,22,0,135
2132801,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,0,6,0,4,0,0,3,0,3,0,0,3,3,3,7,0,16,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,21,28,13,0,66
2132802,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,5,0,0,9,0,3,3,0,11,3,8,5,0,14,3,3,0,0,6,0,3,3,0,10,4,3,3,0,7,5,6,0,0,13,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,8,0,0,0,0,0,29,50,27,0,103
2132803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,7,0,0,3,0,3,3,4,4,0,9,0,4,3,3,12,0,0,0,0,0,0,0,0,0,3,7,4,3,0,14,4,3,0,0,4,3,3,3,0,6,3,0,0,0,3,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,27,29,17,3,79
2132804,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,0,4,10,0,4,0,16,3,3,3,0,11,3,6,3,0,16,3,10,9,0,16,7,0,6,0,15,0,3,0,0,4,11,5,3,0,16,3,5,0,0,11,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,12,0,0,0,0,4,47,58,33,0,144
2132805,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,6,3,4,3,0,12,3,5,3,3,13,0,0,3,0,4,0,4,0,0,9,3,3,0,0,7,5,0,0,0,12,12,7,0,0,15,3,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,0,0,10,0,0,0,0,5,39,48,23,6,116
2132806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132807,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,0,0,0,4,4,3,0,0,7,4,3,3,3,18,3,6,0,3,7,3,3,4,0,6,5,3,0,0,13,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,0,0,31,32,24,12,97
2132808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,3,0,3,10,0,0,3,0,11,4,0,0,0,10,3,4,0,0,7,4,3,4,4,10,3,10,0,0,16,5,0,0,0,8,3,0,0,0,9,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,8,4,0,3,0,5,46,38,18,7,115
2132809,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,3,5,0,0,11,4,4,3,0,6,4,4,6,0,15,3,0,0,0,6,0,5,0,0,3,6,0,0,0,10,3,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,0,3,0,3,40,40,18,7,101
2132810,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,3,5,0,4,0,3,0,0,8,4,0,3,0,11,3,8,3,0,8,0,5,0,0,10,4,10,0,0,12,3,0,0,0,3,0,0,0,0,3,4,0,0,0,3,3,5,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,26,43,15,3,87
2132811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,7,3,0,11,4,3,3,0,6,0,0,0,0,5,4,4,0,0,7,0,3,0,0,3,5,5,0,0,9,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,22,38,14,0,77
2132812,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,7,3,0,0,0,3,0,0,3,0,7,9,0,0,0,5,0,5,5,0,11,3,0,0,0,3,0,4,0,0,6,7,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,29,18,15,3,72
2132813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,4,4,0,3,0,7,3,3,3,0,7,3,6,0,0,14,4,4,0,0,12,3,4,0,0,7,0,3,0,0,3,4,8,0,0,12,6,3,3,0,5,3,0,0,0,3,3,3,0,0,8,0,0,0,0,4,0,6,0,0,8,0,0,0,0,3,39,42,24,3,108
2132814,0,0,0,0,3,0,0,3,0,6,0,0,3,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,7,10,3,3,0,17,3,8,0,0,14,0,3,0,0,5,0,3,0,3,7,0,4,3,0,8,0,0,0,0,0,0,3,0,0,3,0,6,0,0,8,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,3,3,0,8,29,41,27,4,104
2132815,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,3,3,5,0,7,0,3,0,0,4,9,3,0,0,12,3,3,3,0,7,0,7,0,0,16,0,3,0,0,10,11,12,5,0,31,5,3,0,0,16,0,0,0,0,0,3,0,0,0,8,4,0,0,0,7,3,8,0,0,7,0,0,0,0,3,60,52,25,3,139
2132816,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,3,0,3,0,9,0,3,3,0,4,0,3,0,0,8,0,3,0,3,13,5,0,4,3,13,4,8,0,0,11,0,0,0,0,3,4,9,3,0,9,0,7,0,0,12,0,5,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,0,13,5,0,0,0,3,33,54,26,4,120
2132817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,3,3,5,0,10,3,4,3,0,8,4,5,0,0,7,0,0,3,0,4,0,4,0,0,3,3,9,3,0,11,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,5,25,34,19,0,76
2132818,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,7,0,11,5,3,0,0,5,6,0,0,0,10,0,5,0,0,8,3,6,5,0,15,3,3,0,0,7,0,0,0,0,3,3,5,0,0,4,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,34,35,22,4,98
2132819,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,7,0,0,0,0,4,13,0,6,0,22,3,5,3,0,12,4,5,0,3,12,4,4,3,0,11,0,6,3,0,8,0,5,0,5,15,0,8,0,0,5,10,9,0,0,16,5,3,3,0,8,0,0,0,0,0,3,3,0,0,3,5,4,0,0,11,7,0,0,0,6,62,54,24,11,156
2132901,3,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,10,0,12,0,3,11,0,4,3,0,15,3,6,0,0,12,0,6,0,0,6,0,3,0,0,3,6,16,0,0,23,3,11,0,0,13,0,6,0,0,6,0,3,0,0,7,0,5,0,0,5,7,11,0,0,23,0,0,0,0,0,24,95,21,0,141
2132902,3,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,6,0,6,3,6,0,0,12,0,3,0,0,5,9,11,5,0,19,3,7,0,0,13,0,8,0,0,10,0,8,0,0,14,3,8,0,0,18,3,3,0,0,10,0,8,0,0,9,3,4,0,0,5,0,7,0,0,4,3,7,6,0,12,0,0,0,0,0,31,91,20,3,141
2132903,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,3,0,3,0,7,0,0,9,0,7,3,0,6,0,8,6,0,8,0,3,0,0,3,0,3,0,0,5,0,13,0,0,19,0,10,0,0,7,0,3,0,0,3,0,4,0,0,5,0,5,0,0,5,4,4,0,0,9,0,0,0,0,0,14,62,16,0,97
2132904,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,9,0,3,0,0,0,3,0,0,0,5,0,6,0,0,5,0,6,0,0,7,0,0,0,0,7,4,14,0,0,18,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,8,0,0,11,0,0,0,0,0,28,56,10,0,100
2132905,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,3,0,6,3,3,7,0,12,0,10,0,0,6,0,8,3,0,10,0,10,0,0,10,3,4,5,0,6,0,8,0,0,8,3,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,11,0,0,0,0,0,18,60,28,0,106
2132906,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,0,3,3,0,3,0,3,0,3,0,0,10,6,3,0,0,5,0,5,7,0,8,0,11,0,0,16,0,0,0,0,4,0,3,0,0,6,3,6,0,0,15,3,9,0,0,13,0,6,3,0,7,0,3,0,0,3,0,0,0,0,3,0,4,0,0,4,0,8,0,0,11,0,0,0,0,0,25,72,25,0,118
2132907,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,3,0,3,0,0,0,0,6,0,3,3,0,4,0,6,0,0,9,0,11,4,0,16,0,16,0,0,16,5,8,0,0,18,0,0,0,0,3,0,3,0,0,3,0,3,0,0,3,0,12,0,0,14,0,0,0,0,3,17,71,24,0,109
2132908,4,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,11,3,8,0,0,10,4,5,0,0,15,5,14,6,0,23,3,3,0,0,8,3,12,3,0,11,0,18,3,0,19,0,9,0,0,16,0,7,0,0,11,0,7,0,0,7,0,4,0,0,5,0,13,3,0,16,0,4,0,0,4,35,105,26,4,173
2132909,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,11,0,3,3,0,9,11,3,4,0,15,6,13,3,0,16,4,5,3,0,10,0,7,0,0,14,0,13,3,0,12,3,8,0,0,15,3,20,3,0,23,4,12,0,0,14,0,8,0,0,8,0,3,0,0,3,0,3,0,0,3,3,10,3,0,20,0,0,0,0,3,37,108,26,3,180
2132910,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,4,0,3,0,0,7,0,0,0,0,10,0,8,0,3,12,0,6,0,0,3,0,3,0,0,4,4,9,3,0,16,0,3,0,0,5,0,0,0,0,3,0,4,0,0,4,0,5,0,0,3,0,5,0,0,11,0,0,0,0,0,20,54,15,3,90
2132911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,4,4,0,0,10,0,0,3,0,5,0,5,5,0,10,4,0,0,0,5,0,3,0,0,8,0,8,0,0,6,7,8,0,4,14,4,5,0,0,9,0,15,0,0,16,0,6,0,0,8,0,16,0,0,18,0,3,0,0,8,0,0,0,0,0,32,73,12,4,125
2132912,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,0,3,11,0,10,10,3,4,0,15,0,9,3,0,13,6,14,6,3,27,3,7,4,0,15,3,7,0,0,10,0,9,0,0,17,3,21,7,0,27,3,9,0,0,14,0,3,0,0,5,0,6,0,0,6,0,0,0,0,3,0,14,0,0,18,0,0,0,0,0,35,112,46,6,203
2132913,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,6,3,0,9,3,3,0,0,10,0,4,0,0,9,3,6,4,0,8,3,6,4,0,11,0,6,0,0,12,0,13,3,0,17,3,10,0,0,12,0,7,0,0,7,0,0,0,0,3,0,3,0,0,3,4,15,0,0,23,0,0,0,0,3,24,88,19,4,135
2132914,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,4,0,0,0,0,3,9,4,0,0,7,0,5,3,0,10,0,3,0,0,4,6,5,3,0,16,0,5,3,0,11,0,7,3,0,14,6,10,0,0,20,0,13,0,0,17,0,5,0,0,6,0,0,0,0,0,0,6,0,0,6,0,11,4,0,15,0,0,0,0,0,22,89,26,3,143
2132915,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,0,3,0,4,5,3,0,0,4,3,5,4,0,15,0,9,3,0,11,0,9,0,0,9,4,9,3,0,14,0,3,0,0,4,3,16,0,0,23,3,14,0,0,17,0,4,0,0,6,3,4,0,0,4,3,8,0,0,5,0,9,0,0,9,0,0,0,0,0,27,91,22,3,149
2132916,0,3,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,5,0,6,6,0,4,0,6,3,3,0,0,8,0,3,4,0,6,0,3,3,0,10,6,3,3,0,10,0,8,3,0,17,0,11,0,0,14,3,8,3,0,16,0,17,0,0,23,3,14,3,3,19,0,4,0,0,5,4,0,0,0,4,0,10,0,0,9,0,13,5,0,15,0,0,3,0,7,29,110,39,5,179
2132917,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,6,4,3,0,0,3,5,11,0,0,11,3,5,3,0,11,0,5,4,0,12,0,9,0,0,6,5,11,0,0,14,0,21,0,0,19,4,3,0,0,9,0,3,0,0,3,4,17,0,0,22,4,13,4,0,19,0,0,0,0,0,32,103,18,0,153
2132918,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,0,4,0,0,4,0,7,0,0,12,0,7,3,0,12,0,6,0,0,4,0,5,0,0,8,4,14,0,0,19,0,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,5,0,0,6,0,8,0,0,7,0,0,0,0,0,15,65,15,3,97
2132919,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,3,0,0,0,4,0,3,3,0,5,0,3,0,0,9,0,4,3,0,7,0,10,0,0,11,0,8,0,0,5,3,4,0,0,10,0,7,0,0,7,0,6,0,0,7,0,0,0,0,3,0,4,0,0,4,3,3,0,0,4,0,0,0,0,0,19,55,12,0,94
2133001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,3,0,8,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,3,0,0,8,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,3,15,26,12,0,57
2133002,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,0,0,3,0,8,7,3,7,0,10,0,3,5,0,13,0,0,3,0,11,0,9,0,0,7,0,6,5,0,9,0,0,0,0,3,0,12,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,0,0,3,17,47,37,0,99
2133003,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,6,0,12,0,0,0,0,0,7,0,7,0,9,3,4,0,0,8,4,4,4,0,9,0,7,3,0,11,0,6,0,0,7,0,0,0,0,0,0,5,0,0,5,0,6,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,0,0,0,25,41,28,0,88
2133004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,3,0,3,4,0,0,0,13,0,0,6,0,10,0,3,7,0,8,0,4,0,0,8,0,3,0,0,6,3,3,0,0,13,0,4,0,0,3,0,6,5,0,10,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,21,40,29,4,85
2133005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,7,0,14,0,0,3,0,3,9,3,3,0,16,4,5,3,0,11,3,9,3,0,14,3,6,0,0,15,0,7,3,0,11,0,5,3,0,10,0,13,0,0,14,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,0,0,12,0,0,0,0,3,32,52,39,3,127
2133006,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,8,0,0,0,11,3,0,0,0,11,0,3,3,0,3,0,3,0,0,3,3,7,0,0,11,3,0,0,0,3,0,10,0,0,8,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,26,33,15,0,73
2133007,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,5,0,0,5,0,7,7,4,3,0,14,5,7,5,0,11,4,8,3,0,13,3,6,0,0,11,3,13,0,0,15,0,8,0,0,7,7,4,0,0,13,0,9,0,0,7,0,5,0,0,5,0,0,0,0,0,0,3,0,0,4,3,10,0,0,12,0,0,0,0,0,35,80,28,3,140
2133009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133012,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,3,0,4,4,4,6,0,8,14,0,0,0,17,9,5,7,0,15,4,14,0,0,16,0,7,0,0,11,0,3,0,0,3,3,0,0,0,9,3,12,0,0,15,0,3,3,0,9,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,3,0,0,5,3,0,0,0,3,63,56,21,4,147
2133013,3,5,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,3,0,0,0,5,3,0,7,0,9,0,3,0,0,6,3,3,3,0,14,3,8,3,0,12,3,3,3,0,9,0,3,0,0,5,5,5,6,0,15,0,8,0,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,0,0,10,0,0,3,0,0,34,67,24,0,127
2133014,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,9,0,3,0,7,0,8,6,0,13,0,5,0,0,4,3,3,4,0,10,3,3,0,0,6,0,3,3,0,7,4,9,0,0,18,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,4,0,8,0,0,0,0,3,33,52,29,3,111
2133015,3,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,8,3,3,3,0,9,3,3,0,0,10,6,3,3,0,6,3,7,0,0,8,0,3,0,0,7,0,5,0,0,9,3,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,0,9,7,0,0,0,7,41,47,18,0,106
