SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
2143617,0,0,3,6,0,11,0,0,3,0,0,0,7,3,15,4,3,8,3,0,5,0,3,3,9,11,17,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,5,4,11,6,3,8,3,0,3,0,0,0,3,0,3,0,0,0,10,4,18,0,0,0,0,0,0,0,0,0,0,0,3,5,3,12,43,33,71
2143618,0,0,0,3,5,10,0,0,0,0,0,0,6,5,14,0,0,3,0,0,3,0,0,0,3,3,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,19,17,43
2143619,3,6,10,11,16,21,3,0,3,3,0,3,21,16,32,8,12,17,3,3,4,0,0,4,14,23,29,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,3,8,4,11,19,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,0,6,6,0,4,7,0,0,0,0,5,9,3,8,14,52,71,121
2143620,0,0,0,10,10,21,9,4,15,0,0,3,18,18,37,8,3,5,4,4,3,3,0,3,7,7,11,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,6,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,18,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,51,35,82
2143621,6,5,10,16,15,30,3,10,13,0,0,0,15,27,40,9,11,22,5,3,7,0,0,0,12,21,28,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,3,7,5,15,48,55,107
2143622,0,0,3,8,3,13,11,8,16,0,0,0,16,14,25,7,11,14,3,3,10,0,0,0,8,17,19,0,0,0,3,0,3,8,0,6,0,0,0,0,0,0,10,8,12,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,0,0,0,0,3,3,0,0,0,0,3,3,7,6,10,39,46,90
2143623,5,4,14,25,18,43,6,11,19,0,3,3,34,36,67,11,19,30,5,3,13,0,0,0,13,22,38,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,7,3,8,9,6,15,4,3,6,0,0,3,0,3,3,0,0,0,12,13,25,0,0,0,3,0,4,0,0,0,3,0,3,13,14,22,85,93,181
2143624,3,0,3,5,7,11,3,3,4,0,0,0,6,12,17,9,9,17,0,0,3,0,0,0,13,7,19,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,28,28,56
2143625,3,3,9,14,9,21,3,3,5,0,0,3,18,9,25,10,10,16,13,15,24,0,0,0,20,23,42,0,0,3,0,0,0,7,0,4,0,0,3,0,0,0,7,4,9,0,11,8,3,3,3,0,0,0,0,0,0,0,0,0,3,10,18,0,0,0,0,3,3,0,0,0,0,3,3,3,3,4,51,54,111
2143626,0,0,0,4,4,6,0,0,0,0,0,0,6,5,13,3,3,10,6,4,7,0,0,0,11,9,20,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,4,3,0,3,0,0,0,0,0,3,0,0,0,10,3,15,0,0,0,0,0,0,0,0,0,0,3,7,22,15,33,49,40,93
2143627,7,6,11,16,21,34,14,23,33,0,0,3,31,40,69,10,5,19,17,20,35,0,0,3,25,24,53,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,7,6,11,3,0,7,0,0,0,0,3,3,0,0,0,16,10,23,0,0,0,0,3,5,0,0,0,3,3,4,12,9,15,92,94,183
2143628,3,0,3,14,11,19,9,9,17,3,3,3,25,16,39,7,0,13,4,4,13,0,0,0,16,5,21,0,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,48,45,88
2143629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143630,3,0,3,18,6,28,0,8,14,3,0,3,29,18,39,17,15,29,8,5,16,0,0,0,24,20,45,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,3,4,4,12,0,6,10,0,0,0,0,5,3,0,0,0,9,14,17,0,0,0,0,0,0,0,0,0,0,4,4,12,8,25,75,63,141
2143631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143633,0,3,6,18,14,27,0,8,6,0,0,0,21,18,35,11,10,14,0,0,0,4,0,4,12,10,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,6,0,7,0,3,4,0,0,0,0,0,0,0,0,0,10,3,13,3,0,3,0,0,0,0,0,0,3,0,3,3,7,5,49,40,86
2143634,8,0,10,10,15,28,3,9,8,0,0,0,11,28,35,8,9,21,0,0,4,0,0,0,13,16,28,0,0,5,0,0,3,0,0,0,3,3,3,0,0,0,7,4,9,6,0,6,3,6,11,0,0,0,3,5,3,0,0,0,16,14,22,4,0,4,0,0,0,0,0,0,4,4,4,9,5,13,63,66,127
2143635,8,0,4,11,3,15,5,8,9,0,0,0,15,14,26,3,3,6,5,8,7,0,0,0,7,12,18,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,3,7,7,6,10,0,0,0,0,0,0,3,0,5,0,0,0,7,6,17,0,0,0,0,5,6,0,0,0,0,5,6,13,22,37,54,67,113
2143701,17,13,27,45,34,76,18,15,27,5,7,11,67,52,116,18,14,28,12,9,23,0,0,0,32,23,50,3,0,8,0,3,3,0,0,0,0,3,10,0,0,0,5,11,20,5,10,17,14,7,14,0,0,0,10,3,14,0,0,0,28,15,46,0,3,3,3,3,10,0,0,0,3,4,8,28,33,65,177,157,334
2143702,17,23,39,63,32,91,13,16,32,7,7,15,79,59,138,18,15,33,11,17,23,3,9,12,32,40,69,5,6,13,3,3,4,0,3,4,8,4,11,0,0,0,18,18,33,11,25,28,14,21,38,0,0,3,3,12,16,0,0,0,30,57,84,7,14,21,3,6,16,0,0,0,11,18,35,64,67,134,250,292,536
2143703,3,0,3,3,12,15,0,0,4,0,0,0,5,11,23,0,3,5,3,0,3,0,0,0,4,3,6,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,23,50,47,48,94
2143704,20,23,40,67,49,117,34,28,58,14,18,24,106,92,204,34,36,67,3,21,25,6,4,13,46,59,100,6,4,7,0,6,6,3,0,3,3,8,16,0,0,0,12,23,30,14,24,41,10,7,19,3,0,3,8,10,16,0,0,0,35,42,77,0,0,5,0,8,8,0,0,0,0,8,15,50,62,111,273,310,586
2143705,30,21,48,52,44,93,17,21,33,10,9,20,75,72,145,24,23,46,7,8,15,3,4,7,35,35,64,6,5,11,4,5,10,3,4,5,7,4,15,0,0,0,21,17,39,12,27,39,8,8,13,3,0,3,3,14,17,0,0,0,32,46,75,7,3,9,4,8,12,0,0,0,10,15,23,66,69,135,266,270,537
2143706,4,4,8,10,14,28,4,8,11,4,3,4,20,22,41,3,7,6,8,4,7,6,0,6,10,12,22,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,3,5,12,3,6,6,0,5,4,0,0,3,0,0,3,0,0,0,3,15,20,0,0,0,3,3,5,0,0,0,0,4,5,34,21,55,80,87,166
2143707,15,12,26,42,38,78,9,7,17,3,3,6,50,53,99,14,14,33,3,3,7,0,0,5,17,27,44,6,3,7,6,3,8,3,0,6,3,5,11,0,0,0,17,17,27,15,16,34,3,10,13,0,0,0,4,0,9,0,0,0,21,25,48,3,3,4,0,3,5,0,0,0,5,12,11,36,27,62,159,166,324
2143708,7,4,7,11,14,28,3,3,10,4,0,3,16,22,44,12,5,15,3,0,3,0,0,0,14,5,22,0,0,3,0,4,4,0,0,0,7,3,12,0,0,0,7,9,18,0,0,3,0,0,0,0,3,6,3,5,9,0,0,0,10,9,13,0,3,3,0,3,3,0,0,0,0,6,6,23,25,50,79,87,158
2143801,3,0,7,3,3,9,7,6,16,0,0,3,18,8,21,11,8,20,4,0,6,0,0,0,14,12,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,3,11,7,4,11,0,0,0,0,3,7,0,0,0,9,16,28,0,0,0,8,0,8,0,0,0,8,0,8,10,13,27,63,49,119
2143802,3,3,3,10,14,27,0,3,5,0,6,7,20,17,39,4,10,12,0,3,3,0,0,3,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,13,3,0,3,0,0,0,0,0,3,0,0,0,7,9,16,0,0,0,0,0,0,0,0,0,3,0,3,16,9,27,50,51,103
2143803,5,3,6,3,4,9,3,0,7,3,3,3,12,8,17,0,3,4,0,4,5,0,0,3,5,7,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,32,23,50
2143804,9,0,8,18,14,30,3,4,8,0,3,3,24,22,44,0,10,13,7,13,13,0,0,3,4,24,31,3,3,3,0,3,3,4,0,4,0,3,4,0,0,0,8,9,13,18,10,25,7,0,5,0,3,4,0,3,4,0,0,0,27,14,43,0,0,0,5,3,6,0,0,0,3,3,5,9,16,26,81,87,171
2143805,5,3,11,7,7,11,9,8,16,0,0,0,20,17,35,3,6,12,5,5,16,0,0,0,17,9,27,4,0,4,0,0,0,3,0,3,0,0,5,0,0,0,3,0,8,11,8,16,0,0,3,3,3,3,0,0,0,0,0,0,15,9,23,0,0,0,0,0,3,0,0,0,3,0,4,19,25,36,75,68,144
2143806,3,3,9,6,3,12,7,5,10,6,0,7,17,10,30,8,7,17,4,0,3,0,0,3,10,9,22,0,0,0,0,3,3,3,0,3,3,0,3,0,0,0,3,3,9,0,0,0,0,3,3,0,0,0,4,4,5,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,54,36,93
2143807,6,4,6,8,7,10,3,7,12,0,0,0,13,12,25,3,14,18,0,3,8,3,0,5,9,19,26,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,3,7,12,12,0,10,5,9,14,0,0,0,0,3,3,0,0,0,16,10,26,0,3,6,0,0,0,0,0,0,0,8,10,13,10,26,65,62,127
2143808,3,3,3,11,5,17,3,3,8,0,4,5,20,13,36,10,8,20,4,0,4,0,0,0,17,8,29,3,0,3,0,0,0,0,3,3,3,0,3,0,0,0,6,3,13,12,8,18,3,0,3,0,0,0,0,0,0,0,0,0,16,8,21,4,3,10,0,3,3,0,0,0,4,6,9,34,34,68,101,74,180
2143809,3,0,3,11,5,15,7,4,10,0,0,0,12,10,23,3,5,10,4,10,16,0,0,3,11,14,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,0,0,0,3,3,0,0,0,0,3,3,9,16,31,40,57,99
2143810,0,0,0,10,8,19,3,9,8,0,0,0,14,19,31,7,4,13,0,3,4,0,0,0,12,8,15,3,0,3,0,0,5,0,0,0,0,3,3,0,0,0,4,0,10,18,9,23,5,6,15,0,0,0,3,3,4,0,0,5,24,16,49,0,4,4,3,4,6,0,0,0,3,4,6,60,50,111,121,103,227
2143811,4,3,9,8,3,8,9,7,13,0,0,3,15,11,24,4,3,10,3,4,9,4,3,5,17,12,26,0,0,3,0,0,0,3,0,3,3,0,3,0,0,0,5,0,8,8,7,11,0,0,3,0,0,0,0,3,3,0,0,0,9,9,21,0,0,0,3,4,7,0,0,0,3,4,7,20,26,50,76,63,135
2143812,4,6,12,15,10,21,6,4,13,0,0,0,17,13,34,9,16,21,6,0,8,0,0,0,18,17,33,4,0,3,0,0,3,3,0,3,0,0,0,0,0,0,8,8,13,8,9,9,10,8,16,0,0,3,3,0,3,0,0,0,21,14,33,0,0,0,4,4,12,0,0,0,6,3,12,20,22,43,97,84,178
2143813,3,5,8,14,14,25,0,3,4,0,0,0,14,17,32,3,7,8,4,4,6,0,0,0,10,6,22,0,0,0,0,0,3,3,0,3,3,3,6,0,0,0,10,8,13,7,9,15,0,0,0,0,0,0,0,3,3,0,0,0,10,13,19,0,0,0,0,5,8,0,0,0,0,7,6,35,30,57,80,85,159
2143814,4,4,6,9,13,17,0,0,3,0,0,0,9,14,25,0,6,6,4,3,7,3,0,3,8,4,14,0,4,3,0,0,0,0,0,5,0,3,3,0,0,0,9,7,16,10,6,14,3,12,19,0,0,0,0,4,4,0,0,0,18,25,37,0,5,3,3,0,3,0,0,0,5,5,9,21,15,40,64,70,135
2143815,0,5,3,3,3,13,3,0,4,0,0,3,7,9,20,0,3,9,4,0,8,0,0,3,13,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,4,4,0,0,3,0,0,0,12,8,15,0,0,3,0,0,0,0,0,0,4,0,3,12,10,18,46,36,82
2143816,5,0,7,11,6,22,3,3,5,3,12,14,19,23,39,6,3,5,4,3,8,0,3,3,8,5,15,7,0,5,0,0,0,3,0,3,0,0,3,0,0,0,9,3,12,3,3,7,0,4,3,0,0,0,0,0,4,0,0,0,8,11,15,3,5,6,0,3,3,0,0,0,5,9,12,10,22,33,69,63,134
2143817,3,4,5,5,11,18,0,0,0,0,3,3,4,15,18,3,5,5,0,3,5,0,3,3,4,12,12,8,4,12,3,3,3,0,0,0,0,0,0,0,0,0,11,9,17,8,3,17,6,3,6,0,0,3,0,0,4,0,0,0,20,10,27,3,0,7,0,0,0,0,0,0,3,3,4,16,20,34,65,66,127
2143818,0,4,11,4,11,17,4,0,6,0,0,0,7,9,20,4,3,3,0,0,0,0,0,0,6,3,4,3,0,3,0,3,3,0,0,0,4,7,10,0,0,0,4,8,15,21,8,29,17,18,31,0,3,4,0,4,6,0,0,0,37,30,72,9,3,11,0,5,5,0,0,0,9,5,9,29,21,52,93,86,179
2143819,3,4,11,7,11,19,3,3,7,3,3,5,13,14,30,3,4,6,4,3,10,0,3,3,3,15,19,0,4,4,3,0,3,0,0,0,0,3,0,0,0,0,4,5,8,13,9,20,0,4,9,0,0,0,0,3,3,0,0,0,14,16,32,6,6,9,6,7,11,0,0,0,10,14,24,19,21,40,74,87,166
2143820,3,3,4,7,4,11,12,6,13,7,0,8,20,9,33,5,4,12,6,9,18,3,0,0,16,18,32,0,0,0,0,0,3,5,0,5,0,0,3,0,0,0,8,4,9,7,4,12,0,0,4,3,0,3,4,0,5,0,0,0,17,8,20,0,0,0,3,0,3,0,0,0,4,0,4,29,17,43,90,61,150
2143821,7,3,8,3,5,8,5,6,9,0,0,0,8,10,17,0,5,10,3,0,3,4,0,3,3,10,16,3,4,3,0,0,5,0,0,0,4,0,3,0,0,0,9,8,10,11,12,16,8,5,13,0,0,0,3,3,3,0,0,0,16,21,35,3,4,7,0,3,3,0,0,0,3,10,15,17,17,35,65,75,140
2143822,4,6,6,10,12,25,0,3,3,0,0,3,13,10,29,13,8,27,0,0,4,0,0,0,18,11,34,3,0,4,0,3,3,0,0,0,4,0,4,0,0,0,4,3,7,35,17,53,11,16,31,0,3,3,6,5,12,0,0,0,52,43,92,6,0,4,3,8,9,0,0,0,11,9,17,33,27,57,130,113,245
2143823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143824,4,13,17,13,18,25,8,3,8,6,9,15,27,30,49,5,8,17,11,3,18,0,0,4,21,15,34,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,5,10,10,9,17,0,0,3,0,0,0,0,3,0,0,0,0,12,13,20,0,0,0,0,0,0,0,0,0,0,0,3,11,16,28,75,85,161
2143825,0,3,7,9,8,9,0,0,0,3,0,3,12,6,14,10,8,14,4,0,4,4,0,3,9,10,19,0,0,6,0,3,4,0,0,0,3,0,3,0,0,0,5,6,12,3,10,9,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,3,0,4,0,0,0,7,0,6,20,19,45,54,61,115
2143826,0,0,0,13,9,21,3,0,4,3,3,6,16,14,32,3,0,3,5,3,8,4,3,3,12,6,19,5,0,3,0,3,4,0,0,0,0,0,0,0,0,0,5,3,9,6,9,19,4,0,7,0,0,0,0,4,4,0,0,0,14,17,24,0,0,0,3,0,4,0,0,0,4,0,3,18,3,24,63,44,108
2143827,12,8,15,3,7,14,5,4,6,0,0,3,8,9,21,8,11,20,0,0,4,0,0,0,15,11,23,7,0,4,3,5,6,0,0,4,0,0,3,0,0,0,9,5,15,17,12,21,9,11,26,0,0,0,0,6,6,0,0,0,26,23,55,5,0,7,5,3,11,0,0,0,11,8,19,33,28,59,111,98,209
2143828,7,3,9,16,10,27,6,9,21,3,7,7,29,26,54,13,10,25,3,0,4,6,0,9,24,13,36,5,0,5,5,0,7,0,0,0,3,5,3,0,0,0,11,3,15,12,17,26,7,11,14,0,0,0,0,0,0,0,0,0,12,27,36,0,3,4,3,3,9,0,0,0,7,3,8,22,25,48,107,105,210
2143829,3,4,5,11,5,9,5,4,12,0,0,0,12,9,19,3,0,7,3,10,14,3,0,3,9,8,21,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,4,4,0,0,0,3,4,4,11,7,22,49,40,89
2143830,4,0,8,13,6,17,9,4,8,0,5,6,18,14,28,5,4,9,3,0,3,7,4,7,15,10,20,4,3,5,0,0,0,0,0,0,4,0,4,0,0,0,9,3,11,7,4,10,6,11,15,0,0,0,0,4,4,0,0,0,13,17,24,3,3,3,3,0,4,0,0,0,3,3,7,3,3,8,60,44,105
2143831,7,4,7,8,7,18,0,7,14,0,3,4,18,17,32,8,0,5,6,3,9,4,0,3,16,8,23,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,10,3,16,3,3,4,0,0,0,3,0,4,0,0,0,22,8,28,9,0,5,0,0,4,0,0,0,10,4,10,27,27,47,94,59,156
2143832,0,4,4,11,16,32,4,9,12,3,0,5,20,28,45,11,11,22,3,0,3,3,4,8,19,20,35,0,0,0,0,0,0,3,0,3,4,3,4,0,0,0,9,6,11,16,10,18,9,8,15,4,0,4,0,0,3,0,0,0,21,19,39,0,0,4,4,3,6,0,0,0,5,4,10,9,14,31,86,86,176
2143833,3,0,3,10,7,13,0,0,3,0,3,3,8,8,17,4,4,7,7,0,5,3,3,9,11,8,19,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,3,5,3,4,10,9,0,5,0,0,0,0,0,0,0,0,0,14,5,21,0,0,0,0,0,3,0,0,0,0,0,3,11,8,14,50,39,88
2143834,0,0,0,12,9,19,10,7,10,3,3,3,18,18,41,3,8,9,0,0,0,4,5,5,3,12,17,0,3,5,3,0,3,3,0,3,0,0,0,0,0,0,6,5,8,7,8,13,0,3,3,0,0,0,3,5,7,0,0,0,9,17,22,0,0,0,0,3,3,0,0,0,0,3,4,10,15,22,49,71,118
2143835,3,6,8,11,17,24,3,3,7,4,0,5,18,21,38,8,3,8,0,0,0,0,0,3,10,4,14,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,3,4,9,9,11,15,12,4,15,0,0,0,0,3,3,0,0,0,22,20,39,11,5,13,0,10,8,0,0,0,8,14,23,24,13,34,84,81,164
2143836,3,3,9,6,7,16,3,4,6,0,0,0,10,13,30,8,3,10,0,0,0,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,9,10,3,5,6,0,3,5,0,0,0,0,0,5,0,0,0,9,6,16,3,0,4,0,3,3,0,0,0,3,8,6,27,29,60,64,74,136
2143837,3,0,5,3,4,10,5,9,17,3,0,3,10,17,27,0,0,3,3,3,3,3,0,0,4,3,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,9,3,0,5,0,0,0,0,0,3,0,0,0,9,8,19,0,0,0,3,0,3,0,0,0,4,3,3,4,9,19,42,45,91
2143838,10,0,8,17,6,21,4,0,5,3,0,3,21,9,30,5,7,11,0,0,0,0,3,4,7,8,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,8,3,3,6,5,4,7,0,0,0,0,0,0,0,0,0,12,9,20,4,0,4,0,0,0,0,0,0,4,3,4,13,20,38,67,52,124
2143839,3,0,3,9,12,18,3,5,8,0,3,3,10,15,26,3,10,9,10,3,10,0,0,0,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,28,44,79
2143840,3,5,10,8,11,16,3,6,7,0,3,3,9,17,27,3,10,12,0,5,4,0,0,0,9,14,19,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,3,9,3,5,6,5,0,7,0,0,0,0,3,3,0,0,0,7,6,17,0,0,0,0,0,0,0,0,0,3,0,3,6,0,7,38,49,89
2143841,5,3,11,0,6,11,3,8,9,0,0,0,4,14,22,4,4,8,0,0,4,0,5,6,7,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,4,4,0,0,0,3,6,11,0,0,3,0,0,0,0,0,0,0,0,3,5,15,22,30,46,79
2143842,3,0,3,14,14,28,0,3,3,0,0,0,16,15,31,5,6,14,4,4,13,4,0,4,17,11,28,7,0,7,0,0,0,3,0,7,3,0,3,0,0,0,9,0,12,7,7,14,5,0,5,0,0,0,0,7,4,0,0,0,11,16,29,4,0,9,0,0,0,0,0,0,3,7,12,11,14,30,78,64,143
2143843,4,0,6,12,13,19,9,10,14,0,0,0,19,18,35,7,10,16,5,3,9,0,0,0,13,10,23,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,4,5,9,3,0,4,3,0,3,0,0,0,0,3,3,0,0,0,10,4,14,4,0,3,0,0,3,0,0,0,4,3,11,15,18,25,60,65,124
2143844,3,0,3,4,0,9,5,0,5,0,0,0,8,7,10,8,8,11,4,0,4,0,0,0,8,8,21,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,4,3,7,11,3,12,5,0,6,0,3,3,3,0,3,0,0,0,14,6,27,0,3,8,0,8,7,0,0,0,3,10,15,29,13,43,68,53,117
2143845,3,0,4,3,12,14,0,0,4,4,5,9,9,16,25,9,5,17,0,0,0,4,0,4,14,5,18,4,0,8,3,0,3,0,0,0,0,0,0,0,0,0,5,3,9,3,3,4,6,0,5,0,0,0,0,3,3,0,0,0,13,4,14,3,0,3,0,0,0,0,0,0,3,0,3,9,13,18,58,40,100
2143846,4,3,12,7,3,17,0,3,5,0,0,4,16,10,21,5,9,11,4,5,7,0,0,0,10,12,19,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,5,13,17,6,3,4,0,0,0,0,0,3,0,0,0,14,17,33,0,0,0,0,0,3,0,0,0,0,3,3,16,11,27,57,65,121
2143847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,32,42,13,34,43
