SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
208031193,13,60,35,26,42,19,6,205,6,0,0,0,0,0,0,9,0,3,0,0,4,0,0,12,38,102,80,74,106,73,28,509,0,0,0,0,6,0,0,11,3,14,0,3,3,4,0,22,3,9,0,3,8,4,0,33,41,114,79,78,119,78,35,546,36,23,13,11,9,10,4,113,0,0,0,0,0,0,0,0,76,142,96,88,128,84,36,659
208041194,14,23,20,20,31,16,12,134,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,30,61,52,43,75,59,38,362,0,0,0,0,0,6,0,4,0,4,0,3,3,0,0,13,0,4,0,6,4,7,0,23,30,66,49,50,82,63,42,383,21,19,23,15,19,9,6,109,0,3,3,0,0,0,0,5,49,85,79,63,97,75,47,495
208041195,18,59,35,17,22,23,13,178,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,27,77,57,41,68,56,31,355,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,10,4,9,0,0,3,0,3,20,27,88,63,44,66,56,33,370,9,22,13,11,23,12,7,103,0,0,0,0,0,0,0,0,39,110,73,58,88,63,41,476
209011196,15,19,13,15,19,8,9,101,3,3,0,0,0,0,0,8,5,0,4,0,0,0,0,9,21,46,30,34,35,23,13,208,0,0,0,0,0,6,0,7,0,3,0,3,0,0,0,6,0,3,0,3,3,8,0,21,25,45,34,38,43,28,13,224,29,27,17,12,18,4,0,100,0,0,0,0,0,0,0,0,48,76,50,50,61,32,16,331
209011197,26,77,43,30,48,29,11,261,3,0,3,0,3,3,0,16,0,0,0,0,0,0,0,11,46,131,81,64,106,60,36,528,0,3,0,0,4,3,0,11,0,8,10,5,0,0,0,20,0,7,8,8,3,0,0,38,43,144,87,69,115,65,36,560,45,58,26,16,21,12,0,180,0,0,3,0,5,0,0,9,89,201,119,91,142,71,45,753
209011198,13,32,20,14,9,10,10,110,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,3,24,61,46,27,40,44,24,269,0,0,0,4,0,0,3,5,0,0,5,0,3,3,0,11,0,0,5,4,5,4,3,23,28,60,52,34,40,49,31,293,26,17,8,3,4,3,4,65,0,0,0,0,0,0,0,0,48,78,58,34,47,53,30,358
209011199,25,42,24,19,35,19,8,165,3,0,0,0,0,0,0,11,4,3,0,0,0,3,3,13,45,67,47,31,64,39,28,321,0,11,5,0,3,6,0,24,9,14,10,6,0,0,0,32,9,22,8,10,3,6,0,58,48,88,52,42,66,41,29,375,94,94,59,34,38,35,12,370,0,0,3,0,0,0,0,4,147,184,121,78,106,74,45,750
209011200,8,18,21,9,16,4,4,85,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,5,14,25,42,26,43,28,12,192,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,6,16,28,42,26,44,29,13,200,5,3,13,14,14,9,8,55,0,0,0,0,0,0,0,0,21,28,50,37,55,36,24,254
209011201,3,19,8,4,16,9,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,17,17,28,15,6,120,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,9,11,27,23,18,28,15,6,130,3,3,3,3,6,7,4,31,0,0,0,0,0,0,0,0,10,32,22,20,36,25,14,164
209011202,19,58,33,27,33,20,6,197,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,7,28,98,80,67,79,34,28,408,0,0,0,0,0,3,0,6,3,4,4,0,3,0,0,14,3,4,5,0,3,3,0,21,30,101,84,62,88,43,29,428,24,35,8,12,12,7,4,110,0,0,0,0,0,0,0,0,57,137,94,79,100,45,33,542
209011203,27,52,47,29,33,24,7,211,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,3,39,79,75,63,101,60,26,437,0,0,0,0,0,3,0,5,0,14,4,3,4,6,0,26,3,12,0,5,3,8,4,34,39,94,82,67,101,60,30,472,28,44,21,11,7,12,3,129,3,0,0,0,0,0,0,3,72,139,101,78,111,76,36,609
209011204,9,27,22,11,32,7,5,112,0,3,0,0,0,0,0,7,0,0,0,3,0,3,0,11,13,45,50,26,56,29,16,240,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,0,3,0,0,0,12,16,54,50,31,58,32,16,251,21,21,19,9,14,0,4,88,0,3,0,0,0,0,0,7,37,80,67,35,75,33,20,345
209021205,12,12,9,6,13,5,3,65,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,29,22,16,34,31,11,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,21,27,22,16,33,29,16,160,18,28,12,10,8,6,5,86,0,0,0,0,0,0,0,0,38,54,33,26,41,36,18,244
209021207,38,60,56,29,54,26,10,273,4,4,0,0,0,0,0,13,0,3,0,0,0,0,0,3,63,109,95,52,96,50,30,499,3,14,8,6,3,3,3,45,3,17,3,3,9,3,3,43,5,26,17,13,13,9,3,80,72,137,108,62,109,60,40,585,146,127,71,50,60,27,22,496,5,3,4,3,0,0,0,14,224,264,184,115,167,82,66,1092
209021208,25,60,45,25,31,19,7,215,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,55,87,82,46,71,38,28,414,3,5,5,4,5,4,0,32,5,9,3,13,3,3,0,29,10,16,13,15,10,8,0,67,70,100,91,60,86,48,27,480,72,71,37,33,48,32,6,295,4,3,0,0,0,0,0,6,140,175,135,95,131,79,34,786
209021428,25,49,35,24,35,23,11,199,6,4,3,3,0,4,0,17,0,0,0,0,0,0,0,4,41,81,57,40,70,47,28,361,0,3,3,0,0,0,0,12,0,3,4,3,0,0,0,12,3,7,10,4,3,0,0,25,44,85,65,43,70,44,32,386,64,61,35,24,29,23,19,256,0,0,0,0,0,0,0,0,106,151,102,69,105,66,53,646
209021429,20,33,21,14,9,8,6,109,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,31,56,42,24,22,26,12,217,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,4,0,0,0,3,0,0,12,30,56,42,26,31,26,16,232,19,19,3,7,9,6,3,68,0,0,0,0,0,0,0,0,52,83,44,38,35,32,18,297
209031209,17,54,49,33,39,24,16,237,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,9,33,106,88,80,115,67,42,531,0,3,0,0,5,0,0,10,0,8,4,3,3,0,0,20,0,10,3,3,7,0,0,28,31,123,95,84,122,67,42,558,18,42,18,11,12,3,8,121,0,0,0,0,0,0,0,0,56,159,112,91,138,75,51,681
209031210,0,22,17,13,10,3,0,67,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,26,21,18,23,8,4,110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,26,24,18,22,8,4,115,3,8,4,0,3,4,0,23,0,0,0,0,0,0,0,7,11,38,33,22,29,11,4,140
209031211,0,5,8,0,3,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,16,16,9,13,3,3,70,0,0,0,0,3,0,0,3,0,4,3,0,0,0,0,11,0,4,3,0,3,0,0,12,3,20,19,10,15,3,3,78,8,12,4,3,3,0,0,34,3,0,0,0,0,0,0,3,14,33,25,17,21,3,3,116
209031212,3,11,12,3,4,3,3,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,28,16,9,20,13,5,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,7,7,27,16,12,20,13,9,95,5,7,3,3,0,5,3,31,0,0,0,0,0,0,0,4,16,36,20,16,22,18,5,136
209031213,3,18,11,8,12,9,5,65,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,10,29,25,20,28,19,12,144,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,3,0,0,0,0,3,10,30,26,23,28,19,12,153,20,18,12,3,3,3,0,54,3,0,0,0,0,0,0,3,28,48,38,30,37,23,9,211
209031214,3,10,8,11,9,14,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,9,15,19,16,27,26,12,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,19,16,28,25,11,122,4,7,4,6,0,3,0,31,0,0,0,0,0,0,0,0,17,27,22,20,26,27,10,148
209031215,18,31,30,20,36,15,11,158,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,33,74,56,53,85,36,28,368,0,0,0,0,0,0,0,3,3,11,7,0,0,0,0,17,3,11,3,0,0,0,0,18,36,80,57,56,83,42,32,382,14,24,11,9,5,8,7,80,0,0,0,0,0,0,0,3,48,108,71,64,93,48,31,464
209041216,9,11,13,12,11,6,4,65,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,10,22,22,17,19,11,13,116,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,10,21,22,17,19,14,13,121,7,8,7,3,4,3,3,38,0,0,0,0,0,0,0,0,17,27,31,27,27,21,17,166
209041217,9,9,10,6,13,8,3,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,20,17,12,19,14,8,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,10,11,20,20,18,22,16,7,111,26,12,9,6,4,3,0,57,0,0,0,0,0,0,0,3,30,36,27,23,30,19,7,166
209041219,22,52,39,39,46,16,11,221,4,4,0,0,0,3,0,16,4,0,3,0,0,0,0,9,56,113,69,69,82,48,21,452,5,12,3,8,9,7,3,41,10,13,12,10,5,0,0,45,16,23,16,11,13,5,3,88,69,133,79,80,95,53,26,536,119,137,79,46,60,33,20,500,4,0,6,4,0,0,0,13,194,270,162,126,163,90,48,1053
209041220,27,40,37,22,31,10,9,174,0,0,0,0,0,0,3,3,0,0,0,0,9,3,0,16,41,60,69,43,68,39,30,360,0,4,3,3,3,0,0,12,0,3,10,4,0,4,0,19,0,5,7,9,8,7,0,35,41,67,83,51,75,44,30,393,57,85,31,19,29,12,6,241,4,3,5,0,0,0,0,8,105,159,116,67,105,56,34,641
209041221,11,46,28,21,24,5,7,143,9,4,0,0,5,0,0,21,0,3,0,0,0,0,0,9,30,66,43,31,51,28,19,271,3,3,0,0,3,0,4,18,5,9,4,0,3,3,0,20,8,10,3,0,4,4,4,37,41,71,51,34,57,35,27,314,38,53,41,18,33,9,11,202,0,0,0,0,0,0,0,3,79,130,88,51,97,39,34,516
209041223,30,64,36,45,38,15,8,233,3,3,0,0,0,0,0,9,0,0,3,0,0,0,0,6,47,93,61,69,70,42,31,422,7,3,3,9,4,3,0,25,3,7,6,10,3,0,0,35,8,10,13,13,10,3,3,63,64,106,71,86,73,51,32,484,113,106,79,63,37,26,26,456,3,4,4,5,3,0,0,22,183,220,157,155,119,75,55,963
209041224,27,43,39,26,35,11,6,189,3,4,4,0,4,0,0,15,3,0,0,0,0,0,0,10,61,88,75,63,80,31,10,413,3,9,3,3,5,0,0,30,4,5,4,7,3,0,0,21,11,22,10,7,6,0,0,56,75,108,85,69,85,31,15,464,102,80,46,23,35,12,0,293,0,0,0,0,0,0,0,0,174,194,127,96,122,40,13,764
209041225,11,18,25,17,22,9,0,97,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,18,30,42,29,49,17,6,186,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,15,18,35,45,29,50,20,6,199,34,42,25,12,19,7,0,127,0,0,3,0,0,0,0,3,45,74,66,41,72,25,6,329
209041430,53,107,65,29,45,14,12,329,3,8,3,0,0,0,0,24,7,3,3,0,0,0,0,13,90,183,148,96,109,51,25,706,3,13,4,3,7,0,0,28,14,23,11,3,3,0,0,49,15,28,15,5,5,0,0,77,103,217,157,103,113,57,25,778,129,121,44,30,21,12,7,361,5,0,0,0,0,0,0,8,241,340,205,131,135,66,36,1148
209041431,11,36,23,20,24,7,7,122,0,4,0,0,0,0,0,4,0,4,8,3,0,4,0,21,22,60,49,39,55,23,17,268,3,3,0,3,3,0,0,20,3,8,5,9,4,4,0,33,8,14,10,9,10,3,0,51,33,71,59,44,61,26,21,318,69,62,34,20,27,12,8,232,3,0,0,0,0,0,0,8,101,140,95,70,88,39,26,563
209041432,11,26,17,10,17,8,4,91,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,14,23,36,26,27,45,35,5,195,3,3,3,3,0,3,0,17,6,6,3,0,0,0,0,9,9,7,9,3,0,3,0,29,33,49,34,27,44,36,6,227,48,50,25,22,23,11,5,183,0,0,0,0,0,0,0,0,81,100,57,50,63,44,12,415
209041433,28,38,20,11,20,0,3,117,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,55,68,43,30,43,9,11,255,3,6,6,0,0,0,0,20,4,6,3,0,5,3,0,13,7,13,7,0,5,3,0,36,62,78,48,29,44,13,13,290,41,55,26,11,17,9,4,169,0,0,0,0,0,0,0,3,106,135,78,42,64,23,13,459
209041434,50,79,51,29,31,7,0,251,12,3,0,0,3,0,0,23,3,6,0,0,0,0,0,9,97,136,80,59,76,44,13,506,4,3,6,0,0,0,0,14,3,15,9,0,3,0,0,26,8,19,10,3,3,3,0,42,104,159,93,58,83,41,13,549,145,109,63,23,32,7,8,382,0,0,0,0,0,0,0,3,248,261,162,82,115,54,18,937
209041435,16,41,30,26,35,12,3,147,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,26,68,56,52,59,31,11,304,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,7,0,3,0,0,3,0,0,17,27,76,60,54,61,37,11,318,47,38,18,14,18,7,5,138,0,0,0,0,0,0,0,3,68,111,73,72,81,41,16,457
209041436,18,32,32,25,24,7,7,144,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,28,68,67,55,53,28,14,315,4,0,0,3,0,0,0,7,3,4,4,0,4,0,0,20,4,6,3,3,4,0,0,24,38,73,71,58,59,28,14,343,43,37,31,18,17,11,9,164,4,3,0,0,0,0,0,10,77,114,109,78,75,38,22,516
209041437,14,25,12,4,10,4,3,73,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,28,45,30,11,29,15,6,165,4,3,0,0,0,0,0,11,3,4,0,0,3,0,0,10,5,3,0,0,5,3,0,18,37,49,30,12,31,15,6,184,53,47,17,13,14,5,9,154,0,4,0,0,0,0,0,3,95,98,47,27,43,25,10,346
210011226,11,19,15,10,12,8,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,35,25,23,31,20,15,165,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,4,0,0,0,0,3,0,0,9,12,42,29,23,38,20,14,175,17,13,6,5,7,3,0,51,0,0,0,0,0,0,0,0,32,49,39,32,45,22,12,232
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,10,18,23,21,15,13,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,35,35,41,37,26,13,212,0,0,0,0,0,0,0,3,0,6,7,3,3,0,0,20,0,6,7,3,4,0,0,21,20,43,45,44,46,26,13,233,8,23,11,3,5,0,4,61,0,0,0,0,0,0,0,3,28,62,53,43,53,28,23,296
210011229,25,63,63,34,51,35,16,291,0,3,3,5,0,0,0,21,0,4,0,3,3,3,0,20,43,114,100,73,116,80,55,582,0,6,3,7,3,4,4,23,4,9,7,3,4,0,0,37,6,17,12,9,5,7,4,56,50,131,104,85,119,83,59,635,49,32,26,29,27,13,9,182,0,0,0,0,0,0,0,0,95,170,133,106,143,100,68,824
210011230,5,11,15,6,13,8,0,68,3,0,0,0,0,0,0,4,0,0,0,3,4,0,0,8,9,38,27,32,57,29,17,201,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,11,12,35,32,30,61,24,17,213,12,18,11,9,13,3,0,79,0,0,0,0,0,0,0,3,23,54,43,43,76,31,20,290
210011231,0,10,16,10,16,11,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,26,18,38,22,12,163,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,3,3,5,3,4,0,15,12,36,30,22,40,24,12,179,7,3,5,6,7,3,0,31,0,3,0,0,0,0,0,3,12,38,40,29,48,25,14,213
210021232,24,43,29,29,32,19,3,173,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,38,52,44,48,73,35,11,309,0,3,3,3,4,0,0,11,0,0,0,0,0,0,0,3,0,3,4,0,3,3,0,17,38,58,50,48,83,40,11,323,12,21,16,12,9,10,4,76,0,0,0,0,0,0,0,0,51,74,65,61,93,46,18,397
210021233,0,6,5,0,6,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,14,3,9,7,4,57,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,20,14,3,9,7,4,62,3,10,4,0,4,0,0,21,0,0,0,0,0,0,0,6,7,29,18,8,17,5,4,85
210021234,7,19,13,12,12,3,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,19,12,16,3,3,92,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,28,19,10,25,3,3,92,8,9,0,3,3,3,0,23,0,0,0,0,0,0,0,0,14,32,17,19,23,5,3,117
210021235,12,31,22,13,18,11,0,105,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,43,35,29,39,20,3,190,0,4,3,0,7,3,0,19,0,0,0,0,3,0,0,3,0,4,3,0,6,3,0,24,23,47,42,31,43,18,7,209,34,34,16,10,15,3,0,111,0,0,0,0,0,0,0,0,57,77,59,41,60,22,7,322
210031236,7,14,12,11,11,3,0,50,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,4,11,27,18,11,21,16,6,112,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,11,11,35,25,15,20,16,6,124,18,16,18,6,16,3,4,84,0,0,0,0,0,0,0,3,30,49,42,23,37,22,12,205
210031237,11,40,22,9,17,8,8,120,4,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,27,64,39,28,40,26,15,234,3,7,7,3,5,0,0,21,0,7,4,4,3,3,0,26,5,14,4,10,12,0,0,49,35,76,44,31,48,29,15,282,43,57,35,22,36,14,5,203,8,0,0,0,0,0,0,9,78,131,74,52,80,46,23,489
210031239,29,74,38,24,31,30,6,235,3,9,0,0,3,0,0,16,0,5,0,0,0,0,0,11,53,131,94,58,94,70,28,529,0,3,3,0,4,5,3,26,3,8,3,5,3,0,0,27,3,14,8,5,11,6,3,51,60,138,98,63,104,80,28,578,44,50,27,20,30,11,5,188,0,3,0,3,0,0,0,10,103,197,131,84,133,91,37,775
210031438,24,40,41,26,37,17,10,188,0,6,0,0,3,0,0,11,0,0,0,0,4,0,0,8,43,81,80,53,69,36,28,389,3,6,0,3,4,0,0,18,6,9,8,5,3,0,0,34,9,12,11,9,7,0,0,53,49,97,85,65,82,39,28,442,86,72,79,44,58,33,11,380,3,3,3,4,3,0,0,18,138,172,167,103,147,69,43,841
210031439,4,10,0,5,10,0,3,30,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,25,6,10,18,9,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,25,6,10,18,13,3,78,4,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,16,29,7,9,18,13,3,94
210031440,9,15,0,9,10,4,0,39,4,0,0,3,0,0,0,3,3,0,0,0,0,0,0,5,19,22,9,8,21,9,7,86,0,4,0,0,3,0,0,8,3,0,0,0,3,0,3,7,3,4,0,0,3,0,3,17,21,25,5,12,22,12,8,99,30,25,20,15,14,8,4,116,0,0,0,0,0,0,0,3,47,51,26,23,35,19,8,219
210041240,25,46,31,23,27,9,0,161,3,0,4,0,0,3,0,11,0,0,0,3,0,0,0,5,36,70,61,51,60,30,10,312,0,3,0,0,0,0,0,11,3,4,0,3,3,0,0,16,3,5,3,4,4,0,0,25,38,81,65,51,65,30,10,335,45,35,27,13,21,10,6,157,0,0,0,0,0,0,0,0,90,113,95,71,84,36,16,495
210041241,62,110,80,46,77,17,15,413,12,5,3,5,0,0,0,24,4,5,0,0,6,3,0,17,110,186,134,108,174,64,34,814,4,9,0,3,10,0,0,27,9,14,4,4,0,0,0,27,14,20,4,4,13,4,0,55,124,201,140,114,182,62,35,864,131,107,60,40,50,12,6,406,0,0,0,0,0,0,0,4,260,308,204,160,229,76,41,1279
210051242,12,20,22,19,16,8,7,104,3,0,0,0,0,0,0,6,0,0,3,0,0,0,3,9,28,37,45,26,33,14,12,198,3,9,4,4,0,0,4,28,10,14,5,0,5,0,3,36,14,23,9,5,8,3,5,66,42,61,54,30,43,20,16,266,142,161,94,43,68,23,23,552,0,0,4,5,0,0,0,8,185,223,152,79,107,44,40,825
210051243,22,20,26,12,34,14,5,137,0,0,3,0,0,0,0,7,0,5,0,3,0,3,0,14,34,66,49,39,60,27,11,292,5,5,8,0,12,0,3,30,6,4,6,7,3,3,0,28,9,12,6,7,14,3,5,63,44,81,57,49,72,31,14,349,127,101,89,62,77,52,25,535,3,6,0,0,0,0,0,10,176,185,150,110,156,81,43,901
210051245,28,59,53,30,41,17,17,240,6,0,0,0,3,0,0,12,3,0,5,3,8,3,3,20,49,86,84,63,96,60,54,484,0,7,0,3,0,3,0,21,3,4,10,0,5,3,0,22,5,15,10,5,7,4,0,43,56,100,91,63,103,65,55,527,63,79,56,34,47,12,10,295,7,5,7,0,4,0,0,23,123,183,151,104,147,74,63,840
210051246,16,40,23,18,25,15,6,141,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,34,86,59,50,60,47,21,356,0,3,7,3,0,4,0,20,0,0,0,0,0,0,0,4,0,3,7,3,3,3,0,21,32,91,66,53,65,52,19,376,29,38,22,16,12,17,7,143,0,0,0,0,0,0,0,0,66,130,88,71,77,66,31,524
210051247,15,39,19,20,20,12,7,146,0,3,3,3,3,0,0,16,0,3,8,3,3,0,4,17,39,72,45,42,55,32,20,302,7,12,3,11,7,0,0,41,3,17,4,4,9,5,0,42,10,25,13,12,11,8,0,87,48,103,57,59,61,37,20,387,118,138,87,47,83,37,18,533,3,8,3,0,0,0,0,14,171,243,146,104,145,75,41,932
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,27,34,36,27,43,21,9,196,0,0,3,0,0,3,0,12,0,5,4,0,5,3,0,20,46,71,78,61,106,47,17,418,7,3,3,3,3,3,4,29,4,15,8,10,10,6,0,51,10,14,16,16,19,11,3,80,56,87,94,72,122,56,20,500,122,116,83,62,77,48,24,532,0,0,3,0,3,0,0,4,178,205,181,129,200,107,46,1037
210051250,8,21,11,3,11,0,3,67,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,8,23,48,29,15,30,10,7,164,0,0,0,0,3,3,0,9,3,14,10,0,0,0,0,29,3,14,8,3,3,0,0,33,24,61,32,18,27,12,7,194,31,34,10,4,13,8,3,107,0,3,0,0,0,0,0,7,60,100,45,26,44,22,10,307
210051441,10,26,23,13,20,11,6,117,0,0,4,0,0,3,0,3,0,0,3,0,0,0,0,3,20,43,43,29,37,21,10,205,0,4,4,0,0,0,0,13,4,8,0,7,3,0,0,19,5,10,6,7,3,0,0,31,23,52,44,32,37,21,10,230,58,63,35,28,27,11,9,221,0,0,0,0,0,0,0,0,84,115,79,59,71,31,20,456
210051442,21,40,27,21,21,12,3,140,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,52,71,47,41,53,24,20,293,4,6,0,0,3,3,0,17,7,10,4,0,0,0,0,29,13,14,7,3,3,3,0,44,62,82,51,39,59,25,16,337,70,52,32,21,24,13,3,216,3,8,0,0,0,0,0,8,135,146,87,61,84,35,19,566
