SA2_MAINCODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
213011336,727,1490,14,86,69,348,13,59,663,2519,760,3001,54,245,83,284,168,550,303,1073,1062,4078,0,3,33,109,8,31,132,367,174,515,21,75,55,122,190,418,258,611,437,1120,88,201,2318,6887
213011337,786,1627,28,168,131,619,33,153,639,2517,832,3462,99,447,130,469,298,998,520,1909,1357,5373,17,86,51,208,31,110,233,649,331,1056,45,159,64,162,283,661,391,981,722,2038,94,217,2963,9257
213011338,1484,3031,57,326,200,956,69,359,1028,3999,1358,5649,116,543,148,530,554,1829,819,2904,2172,8549,26,150,87,331,34,128,328,965,474,1575,68,233,90,218,439,1011,596,1460,1067,3030,142,327,4870,14936
213011339,753,1540,42,235,186,845,40,193,855,3265,1125,4529,99,434,166,591,308,1043,573,2068,1696,6602,5,23,43,153,19,74,180,468,248,722,41,134,64,151,216,486,320,770,571,1490,64,139,3086,9770
213011340,1363,2721,58,318,272,1238,70,338,957,3811,1360,5698,338,1424,354,1286,827,2731,1517,5436,2875,11132,13,53,48,163,11,36,120,321,187,567,59,184,80,195,257,574,394,956,580,1521,59,136,4876,15508
213021341,1411,2808,13,67,111,520,17,68,833,3158,979,3820,66,279,123,433,286,914,474,1629,1453,5447,3,11,26,72,5,22,160,424,195,532,24,75,59,132,228,499,310,702,506,1229,72,145,3438,9623
213021342,1704,3434,33,180,192,883,52,224,1212,4546,1479,5834,170,696,203,703,608,2010,978,3414,2456,9244,13,38,49,191,24,85,296,776,383,1088,53,157,110,255,439,974,600,1388,979,2482,104,219,5247,15382
213021343,1280,2557,42,279,124,640,31,150,882,3401,1082,4474,86,374,91,320,289,954,463,1645,1545,6120,3,16,35,132,22,90,194,537,251,771,28,96,76,180,353,785,459,1054,713,1830,107,228,3643,10735
213021344,1630,3234,21,123,152,686,21,105,1608,6049,1809,6961,85,361,175,614,306,988,577,1962,2382,8922,5,25,42,126,3,12,196,502,245,663,38,121,75,168,285,607,394,892,643,1554,91,188,4756,13904
213021345,386,778,5,26,82,381,15,68,433,1641,541,2122,55,221,68,239,141,474,268,937,809,3052,3,11,18,47,3,9,83,235,106,298,15,38,23,49,70,158,98,244,207,541,20,40,1419,4412
213021346,1363,2692,16,59,233,1063,28,127,1093,4212,1372,5463,144,603,313,1107,293,923,758,2631,2126,8093,3,14,49,151,7,27,177,445,236,631,35,107,87,192,176,376,298,672,532,1306,67,140,4089,12227
213031347,1323,2709,31,221,188,932,42,208,1068,4117,1332,5477,87,357,148,525,297,996,525,1880,1859,7356,22,113,81,334,27,97,289,820,418,1368,65,222,100,259,383,872,554,1356,971,2718,184,395,4341,13175
213031348,1616,3232,3,6,58,270,11,60,829,2907,903,3243,44,184,77,266,175,572,299,1031,1201,4273,4,22,24,86,9,39,178,442,219,583,13,50,73,175,202,445,295,667,511,1249,173,361,3494,9115
213031349,1194,2387,12,67,120,543,15,75,769,2822,912,3514,86,351,160,572,268,874,513,1786,1421,5299,7,20,20,70,10,45,124,317,162,448,21,59,65,148,140,305,217,517,379,965,102,222,3099,8871
213031350,929,1852,7,34,56,247,6,44,820,2969,892,3296,38,146,76,254,98,312,210,710,1099,4011,3,15,9,31,6,17,112,275,134,338,12,35,34,84,116,247,159,371,293,709,51,104,2382,6674
213031351,1071,2135,12,68,76,326,12,43,849,3124,941,3557,54,228,91,304,153,499,293,1032,1234,4597,0,13,25,84,7,14,154,393,185,503,19,61,54,125,174,393,250,583,434,1087,84,177,2819,7994
213031352,1494,2965,8,48,139,626,16,49,1258,4688,1424,5413,73,312,128,448,217,701,416,1457,1840,6871,4,9,33,114,11,47,141,352,197,523,18,60,58,126,219,477,287,665,486,1185,85,194,3912,11211
213041353,1889,3790,42,234,252,1173,79,376,1362,5418,1738,7208,141,602,221,765,493,1604,862,2972,2597,10184,10,39,71,261,33,114,368,1046,477,1458,40,139,87,198,333,719,463,1048,934,2510,57,111,5478,16596
213041355,1378,2785,57,309,379,1775,82,394,1799,7017,2318,9498,217,938,258,944,559,1875,1033,3758,3348,13256,13,44,59,218,22,82,252,687,346,1030,57,182,62,140,248,572,366,894,711,1929,63,144,5496,18108
213041356,1576,3164,64,371,170,849,70,335,1083,4316,1384,5871,104,440,136,461,496,1609,734,2509,2123,8376,26,147,80,301,44,160,459,1325,606,1929,49,169,83,195,412,937,548,1301,1154,3231,70,141,4925,14919
213041357,1862,3745,50,307,230,1157,84,418,1756,6942,2128,8824,119,508,128,446,488,1606,743,2560,2865,11382,25,135,93,359,52,204,567,1664,736,2355,61,194,81,204,393,855,536,1251,1271,3611,106,225,6104,18955
213041358,1315,2655,59,350,230,1151,76,369,1267,4998,1633,6860,112,475,117,396,386,1260,614,2130,2247,8992,23,116,70,283,46,181,455,1353,585,1937,56,172,66,157,311,698,431,1026,1019,2962,65,131,4645,14730
213041359,163,316,4,22,16,73,14,65,72,300,107,464,8,50,8,25,53,184,75,264,179,725,5,9,4,20,3,14,32,80,40,129,0,3,3,10,40,106,46,122,88,252,10,21,441,1315
213041360,1001,2021,54,315,397,1850,75,352,2120,8445,2644,10957,192,863,215,789,353,1193,763,2844,3402,13802,10,49,61,243,31,106,220,654,320,1047,33,117,58,141,155,356,247,615,568,1668,39,91,5015,17583
213041461,354,712,13,77,70,364,19,88,349,1372,452,1895,51,211,66,255,136,434,252,899,703,2796,6,23,11,51,4,19,68,201,92,300,13,46,13,36,69,153,92,236,186,540,10,25,1261,4068
213041462,270,555,12,92,103,485,26,125,702,2745,845,3442,56,246,55,194,88,303,200,748,1045,4188,4,19,23,94,9,33,93,274,129,420,13,51,28,63,63,154,108,271,236,695,24,48,1575,5488
213041463,1215,2452,56,321,372,1716,66,317,1870,7351,2370,9709,174,751,258,921,366,1206,803,2880,3172,12592,21,88,80,313,24,82,311,859,432,1345,51,172,99,228,186,444,334,837,771,2183,63,131,5220,17357
213051361,1415,2851,71,418,285,1403,68,323,1223,4762,1649,6907,230,990,263,914,640,2109,1134,4016,2787,10923,8,63,67,265,26,86,307,837,409,1251,64,202,98,236,332,758,497,1199,899,2450,73,144,5171,16368
213051362,1642,3322,53,330,222,1124,74,340,1285,4973,1632,6765,150,660,213,750,579,1906,945,3320,2578,10085,21,109,58,235,30,109,313,918,422,1367,56,195,96,220,391,867,536,1281,963,2646,66,148,5248,16197
213051363,699,1455,9,71,77,386,13,45,811,2948,911,3452,50,214,84,289,124,409,257,913,1168,4365,3,22,20,88,16,56,116,311,155,479,19,77,22,54,162,378,205,511,364,984,65,148,2299,6954
213051365,2105,4317,83,511,526,2605,103,479,4057,15731,4769,19324,208,923,299,1042,441,1445,947,3413,5713,22737,33,174,118,507,40,160,544,1620,739,2463,52,188,96,221,264,641,418,1051,1157,3514,97,207,9064,30771
213051366,1546,3182,48,324,241,1288,40,201,2866,10922,3205,12737,76,323,130,416,196,631,395,1367,3601,14106,14,105,52,225,22,112,310,900,402,1343,18,71,49,99,165,380,231,555,636,1894,80,186,5861,19371
213051368,1083,2149,17,118,118,556,36,150,635,2425,807,3255,78,336,111,398,338,1102,531,1830,1340,5086,11,28,35,134,8,38,170,415,222,614,19,59,59,143,211,467,293,668,512,1285,47,96,2981,8615
213051369,1569,3161,62,382,289,1432,90,423,2203,8449,2645,10692,128,545,167,573,369,1224,664,2347,3307,13034,30,174,115,425,51,193,556,1659,755,2446,48,167,90,195,320,715,455,1074,1208,3522,74,163,6162,19877
213051464,918,1843,24,125,203,906,54,222,1308,4900,1587,6157,77,331,182,638,193,604,456,1567,2039,7726,4,31,32,104,12,41,185,535,237,709,15,57,45,96,84,182,149,338,383,1042,39,80,3377,10692
213051465,1489,2971,47,252,373,1737,71,318,2688,10265,3173,12571,152,646,260,904,354,1140,763,2692,3937,15266,8,54,80,298,21,87,282,783,399,1219,47,142,103,227,188,421,329,791,727,2013,69,144,6216,20393
213051466,955,1937,12,79,172,801,38,186,2057,7641,2278,8706,50,228,115,375,137,435,306,1040,2582,9742,8,37,36,133,11,54,195,541,250,761,19,56,51,110,76,180,138,346,388,1109,43,89,3964,12873
213051467,1474,2960,42,257,217,1086,72,368,1268,4987,1610,6696,132,570,174,621,445,1452,756,2641,2361,9332,16,95,83,325,52,176,400,1137,552,1730,49,152,101,236,450,1010,595,1397,1149,3124,92,189,5077,15606
213051468,1103,2201,24,126,132,612,31,160,795,3065,984,3958,107,460,119,415,379,1229,609,2103,1587,6069,14,66,35,131,12,53,199,536,264,788,27,78,58,130,192,429,274,635,543,1427,37,75,3264,9767
214011370,1618,3241,48,276,203,996,74,346,1387,5264,1707,6873,126,536,163,550,474,1534,762,2614,2473,9487,17,77,78,258,47,163,489,1285,628,1780,58,198,99,222,416,928,579,1354,1208,3130,90,197,5393,16060
214011371,2070,4075,19,110,173,783,67,292,1139,4280,1398,5464,84,346,152,502,400,1247,633,2090,2026,7558,18,73,82,292,41,134,508,1266,644,1762,69,207,156,343,526,1119,751,1664,1401,3424,125,254,5621,15309
214011372,1732,3465,27,146,101,497,55,261,936,3590,1119,4499,63,274,102,334,394,1280,565,1888,1688,6384,23,114,82,310,57,192,535,1514,700,2127,63,207,117,258,568,1228,744,1691,1442,3821,134,275,4995,13943
214011373,1829,3616,37,196,258,1140,48,230,1218,4767,1563,6336,173,707,246,858,467,1473,886,3037,2448,9374,0,3,64,225,15,48,205,522,288,800,49,149,85,208,252,523,391,887,676,1684,47,93,4997,14768
214011374,2115,4205,58,320,275,1260,85,394,1594,6230,2009,8205,243,1026,255,887,742,2431,1245,4338,3254,12542,14,69,74,250,40,127,384,1009,514,1451,66,214,120,268,407,896,597,1374,1118,2834,94,207,6576,19784
214011375,1604,3170,13,66,113,520,37,163,1028,3795,1192,4543,67,274,92,296,339,1092,493,1660,1688,6209,8,31,53,197,30,109,287,736,382,1072,51,143,102,223,412,878,559,1246,945,2321,75,156,4305,11852
214011376,1098,2196,36,189,198,912,55,273,1145,4455,1437,5833,108,436,154,527,330,1083,587,2044,2028,7880,4,27,38,134,11,50,179,461,234,667,32,98,69,155,154,343,253,598,491,1263,44,97,3660,11436
214021377,1570,3109,15,67,112,488,25,122,508,1943,658,2617,52,207,92,309,219,670,360,1185,1020,3800,5,16,32,93,16,60,177,465,230,632,25,85,54,103,166,348,249,538,476,1175,21,51,3090,8128
214021378,730,1431,11,54,56,270,7,26,290,1136,366,1482,38,142,59,195,131,400,232,743,599,2225,0,0,12,46,0,0,37,92,51,140,3,19,19,49,50,103,80,174,134,312,8,22,1474,3980
214021379,2292,4542,40,227,199,952,81,368,1241,4829,1566,6376,113,451,157,506,474,1476,740,2432,2307,8804,13,75,71,253,44,146,422,1171,550,1635,46,138,96,204,356,755,490,1090,1047,2730,71,140,5710,16223
214021380,2872,5669,42,209,219,1000,60,254,1306,5054,1628,6514,128,531,193,680,460,1463,785,2669,2420,9186,7,47,80,275,30,92,396,1014,518,1425,46,135,128,275,425,887,598,1303,1109,2729,74,158,6478,17744
214021381,1803,3556,33,158,328,1453,44,175,1330,5391,1727,7178,163,671,322,1103,396,1253,883,3025,2614,10206,6,25,39,102,7,34,156,397,201,554,19,74,70,153,165,338,249,564,455,1118,27,54,4898,14933
214021382,1918,3762,35,175,298,1369,47,213,1435,5694,1818,7455,161,610,233,769,367,1156,756,2540,2579,9993,5,26,47,166,25,73,222,546,296,809,32,88,72,156,191,405,286,649,583,1459,20,45,5105,15262
214021383,2277,4490,21,99,121,570,37,159,846,3315,1027,4143,63,256,112,374,314,950,487,1579,1513,5720,8,39,52,179,17,59,274,692,356,976,23,70,62,136,250,510,333,712,692,1685,50,103,4531,12002
214021384,2651,5275,20,96,156,726,43,210,928,3610,1147,4638,77,319,116,396,400,1265,604,1973,1747,6613,7,35,58,196,29,105,371,997,470,1343,30,84,95,208,428,898,551,1188,1025,2529,70,142,5496,14565
214021385,1826,3636,42,233,221,990,83,380,1045,4095,1388,5706,166,689,178,598,534,1734,875,3021,2266,8729,4,31,53,175,20,74,298,793,376,1072,54,171,93,210,330,715,477,1099,852,2171,44,98,4996,14631
215011386,906,1790,10,71,67,299,21,101,356,1400,458,1874,41,155,49,145,136,414,219,716,678,2590,3,7,22,72,15,52,141,397,177,529,8,25,41,91,125,264,174,382,350,913,36,70,1966,5364
215011387,417,817,7,29,28,122,11,48,172,703,213,897,11,48,26,68,63,191,99,304,312,1200,0,0,5,23,0,0,35,101,46,127,0,3,3,9,23,58,35,76,74,203,10,18,815,2232
215011388,1830,3610,28,151,144,648,43,170,949,3752,1157,4721,77,326,126,379,266,817,472,1523,1629,6249,4,30,53,187,21,72,345,927,419,1216,18,54,62,143,211,440,295,635,715,1850,69,136,4246,11841
215011389,407,800,11,66,46,210,13,51,215,895,288,1216,19,74,31,90,75,222,122,391,414,1612,4,5,3,17,0,3,36,94,44,127,0,3,8,18,32,73,45,90,89,220,4,13,912,2641
215011390,926,1822,7,41,78,378,15,75,326,1321,434,1808,31,130,72,233,108,319,214,678,643,2490,0,3,20,73,9,35,63,179,89,291,10,22,27,50,80,161,109,237,201,531,27,55,1794,4897
215011391,462,910,4,33,43,176,5,30,143,564,195,798,14,53,29,88,61,194,102,334,300,1132,0,7,12,39,3,10,44,130,60,191,3,3,17,27,40,85,52,123,117,308,16,29,895,2383
215011392,1015,2010,13,63,85,378,18,92,380,1473,493,2007,29,105,79,237,142,431,248,776,736,2783,4,18,19,70,11,39,116,304,148,431,8,24,34,68,100,222,140,318,291,746,33,62,2074,5604
215011393,375,736,5,26,27,126,7,26,151,614,187,785,11,38,28,84,43,131,84,250,272,1043,3,7,6,26,0,10,24,83,38,128,0,3,5,17,23,49,35,67,74,194,12,22,728,1992
215011394,861,1689,11,67,65,306,14,47,284,1191,370,1603,25,93,65,212,109,333,194,642,571,2245,3,13,20,80,9,24,91,260,126,377,9,26,22,47,90,196,122,261,247,638,12,31,1693,4598
215021395,733,1452,26,141,122,542,30,125,438,1787,614,2599,60,229,73,246,169,525,296,996,910,3598,6,18,12,34,9,29,89,233,112,311,9,32,24,46,67,132,95,206,208,521,10,23,1864,5593
215021396,495,988,12,53,51,251,11,51,274,1121,347,1482,32,117,52,157,111,345,197,624,545,2109,4,29,20,61,10,22,74,192,101,306,4,21,20,33,67,145,94,202,195,502,11,29,1247,3622
215021398,473,947,4,17,48,230,13,50,184,777,251,1075,6,41,45,142,63,187,115,365,360,1440,0,3,4,20,3,7,40,119,48,149,0,0,12,28,41,80,51,111,97,257,12,20,943,2664
215021399,594,1166,11,56,60,316,18,88,300,1187,394,1647,43,189,48,166,138,436,237,792,634,2443,3,27,21,88,3,19,118,345,149,476,10,21,21,45,81,181,114,245,256,721,15,36,1500,4355
215021469,1734,3445,34,182,167,772,53,252,844,3333,1098,4546,58,219,111,352,250,775,411,1346,1509,5893,21,105,78,262,36,122,467,1321,595,1816,34,113,81,179,316,684,429,971,1030,2785,85,183,4358,12307
215021470,1652,3277,29,167,174,806,45,219,793,3088,1043,4276,70,283,127,397,227,709,425,1388,1470,5666,5,35,60,206,20,78,296,811,383,1125,28,91,63,145,196,422,290,654,675,1780,48,104,3844,10830
215031400,794,1569,12,46,79,396,14,56,285,1194,391,1696,19,66,64,211,82,256,169,527,561,2220,0,5,10,43,0,5,67,194,80,244,8,22,22,45,74,152,96,213,185,456,21,44,1558,4287
215031401,950,1880,14,59,101,459,11,44,312,1289,428,1858,28,110,57,196,136,418,227,725,657,2584,0,10,16,64,4,7,66,193,90,277,4,7,16,36,71,161,88,198,183,478,25,45,1812,4988
215031402,458,897,8,51,48,228,18,77,168,658,235,1016,16,48,27,82,71,236,113,366,351,1384,0,3,7,30,10,26,53,142,64,198,6,16,16,37,55,109,77,160,146,359,12,29,958,2675
215031403,297,591,13,56,37,180,5,34,181,751,238,1025,15,52,17,47,48,159,77,260,311,1291,0,4,13,44,3,25,61,192,76,258,4,14,7,23,30,72,43,103,120,360,15,40,746,2285
215031404,1091,2164,13,69,127,591,28,135,578,2253,738,3047,48,203,81,253,172,545,302,1003,1042,4047,3,18,44,154,13,42,205,579,262,798,22,61,40,91,125,263,186,414,455,1211,50,103,2630,7533
215031405,712,1408,21,108,76,356,14,75,330,1363,442,1910,28,113,63,210,145,444,234,768,677,2682,4,18,12,53,3,18,64,179,85,265,3,10,11,26,60,124,77,163,164,421,12,27,1568,4538
216011406,1664,3291,26,127,156,740,45,211,755,3026,983,4098,69,261,134,453,256,786,452,1498,1437,5598,9,31,41,156,24,83,266,721,342,996,28,73,57,120,195,414,283,614,619,1607,41,76,3763,10570
216011407,1235,2452,26,143,134,621,36,151,596,2413,788,3330,53,232,85,267,228,693,368,1198,1159,4528,3,17,38,140,9,39,173,452,224,648,17,55,35,79,138,306,193,443,416,1093,32,69,2840,8141
216011408,464,923,13,58,58,257,13,43,204,860,286,1226,26,98,41,108,86,272,148,478,438,1706,0,0,10,33,8,28,46,139,62,198,3,12,5,6,38,71,44,89,101,291,11,20,1014,2940
216011409,496,972,14,58,44,209,9,54,175,732,242,1053,21,75,37,110,85,260,135,444,384,1498,0,6,10,41,3,12,54,149,73,210,6,19,16,35,53,112,69,159,145,376,12,27,1030,2866
216011410,568,1115,5,32,37,168,10,57,174,694,230,953,25,99,23,69,81,255,128,419,354,1374,5,24,4,17,0,6,64,177,74,218,5,22,17,36,86,180,111,241,180,458,10,21,1112,2968
216021411,778,1543,9,52,68,349,11,48,300,1184,386,1631,19,94,34,102,114,349,172,552,555,2182,3,14,25,99,18,50,108,305,156,467,7,31,23,49,75,163,106,245,263,712,13,29,1616,4459
216021412,332,658,12,51,22,89,8,21,128,526,162,688,14,69,32,90,57,179,102,336,268,1026,0,3,4,18,0,5,35,89,43,115,3,13,11,18,31,62,44,99,86,217,12,27,695,1930
216021413,1443,2854,46,245,143,683,41,186,609,2494,833,3614,60,266,110,346,260,797,432,1404,1260,5021,7,33,40,155,14,47,217,605,280,838,15,62,45,94,170,373,235,526,513,1369,37,77,3252,9318
216021414,1027,2048,11,54,53,240,21,112,387,1586,476,1991,27,94,55,168,110,343,189,604,666,2592,10,38,16,51,16,56,149,406,188,549,6,23,13,30,98,200,116,255,308,797,15,33,2015,5473
216031415,805,1602,13,80,78,378,25,131,350,1361,470,1952,34,156,48,156,123,386,216,703,684,2653,5,25,38,142,21,62,209,607,276,832,11,32,46,95,148,318,202,445,476,1278,26,56,1989,5594
216031416,1684,3348,25,153,244,1156,43,197,1101,4349,1410,5854,72,304,169,566,292,931,536,1799,1953,7654,15,76,78,264,25,80,380,1047,494,1471,37,119,101,219,285,605,421,943,917,2412,60,130,4611,13547
216031417,2196,4373,73,437,305,1539,70,325,1367,5453,1818,7747,120,507,190,614,432,1367,738,2499,2560,10246,22,97,95,361,42,138,400,1115,553,1716,46,140,87,189,307,674,438,1005,990,2720,74,157,5817,17494
216031418,409,814,13,62,66,298,14,62,239,967,322,1387,35,136,44,138,114,346,186,614,513,2006,0,0,19,54,0,3,33,105,53,160,0,7,15,27,30,58,43,93,98,251,14,31,1030,3092
216031419,1082,2123,16,102,124,590,38,157,567,2285,741,3135,69,275,87,281,230,716,382,1271,1125,4414,3,8,22,81,10,48,129,356,164,491,10,38,36,75,113,224,158,338,320,835,29,61,2554,7426
217011420,1155,2288,21,133,104,458,30,125,394,1580,548,2293,36,130,82,266,178,546,294,940,844,3236,3,20,13,40,8,30,113,320,142,402,9,12,20,52,108,218,136,279,277,688,32,59,2306,6277
217011421,1194,2349,18,91,104,493,28,134,506,1985,662,2700,48,205,64,209,190,582,303,986,966,3691,6,23,28,99,16,48,157,429,210,602,19,49,42,90,136,270,191,415,399,1013,24,52,2584,7098
217011422,1212,2401,16,76,99,454,25,97,560,2149,694,2784,39,160,93,296,184,566,322,1026,1012,3808,5,24,30,101,17,63,203,545,263,727,13,33,65,151,178,379,256,556,518,1288,31,64,2774,7563
217011423,761,1495,8,34,83,373,8,46,373,1532,471,1986,26,97,60,187,122,368,205,655,681,2632,0,4,19,52,3,16,46,106,66,175,0,11,19,45,78,160,108,218,168,390,13,23,1621,4543
217031471,428,847,3,19,25,119,3,26,169,690,201,857,15,52,17,65,66,214,104,329,301,1180,3,9,11,31,5,22,55,155,69,220,8,10,16,28,66,136,88,178,159,400,7,14,899,2445
217031472,1221,2433,24,112,124,602,35,149,630,2582,814,3438,51,206,85,269,236,723,366,1196,1180,4637,14,68,36,123,18,59,233,655,302,908,23,69,46,89,181,387,248,542,547,1452,56,119,3008,8637
217031473,649,1272,12,60,70,316,20,78,321,1373,418,1834,33,135,42,138,104,318,180,590,597,2421,4,17,16,47,5,20,45,133,68,214,9,19,13,27,76,156,92,205,166,423,25,44,1428,4163
217031474,609,1203,5,48,56,283,12,56,256,1064,331,1447,35,136,63,198,96,291,189,626,523,2071,0,3,11,49,11,33,76,213,97,308,9,39,18,30,70,142,92,212,193,517,20,39,1342,3837
217031475,818,1609,18,109,105,535,16,65,405,1660,541,2361,38,167,78,261,142,438,261,868,807,3231,3,10,12,45,9,31,79,226,101,309,9,39,18,42,90,189,128,273,223,576,30,69,1877,5487
217031476,442,861,5,12,22,101,5,19,148,566,180,699,4,17,30,90,53,166,88,278,271,976,3,5,5,25,5,10,40,100,52,146,0,0,17,25,54,104,64,135,115,278,9,19,838,2124
217041477,748,1479,27,154,100,505,16,88,418,1739,566,2483,31,137,51,175,105,323,193,625,755,3107,3,10,8,47,7,26,73,179,94,257,9,40,6,18,84,198,103,251,199,510,22,54,1730,5146
217041478,1130,2234,21,121,108,492,16,86,593,2422,744,3118,64,274,80,255,168,522,312,1047,1057,4166,3,14,23,84,11,22,117,307,153,441,14,41,24,45,98,208,134,291,285,730,31,60,2498,7191
217041479,2120,4211,42,212,245,1134,52,242,1240,4984,1583,6565,146,601,176,579,384,1202,704,2375,2283,8948,17,75,81,297,25,83,411,1102,532,1559,46,149,102,222,287,622,439,995,976,2558,73,147,5450,15861
217041480,1370,2703,23,142,98,450,38,162,627,2492,790,3241,62,256,83,286,244,770,390,1314,1183,4556,5,26,31,127,18,84,182,490,245,723,16,57,57,117,164,343,238,519,481,1245,47,103,3082,8610
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
