SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
201021011,14,57,3,15,4,3,0,0,0,92,3,8,0,0,0,0,0,0,0,18,67,206,13,57,55,17,0,20,3,435,0,0,0,0,0,0,0,0,0,0,33,31,7,21,17,7,0,11,0,136,21,31,8,53,25,6,0,11,3,157,16,7,34,74,36,23,0,28,0,213,4,0,0,10,4,7,0,3,0,30,3,5,6,14,13,3,0,0,0,35,0,0,0,0,3,3,0,4,0,15,0,16,3,8,12,3,0,10,3,47,181,463,75,262,180,78,3,86,10,1342,0,4,0,0,0,0,0,0,0,6,8,31,0,0,3,0,0,0,3,51,38,120,6,14,10,3,0,3,0,200,4,5,0,0,0,0,0,0,0,12,21,85,8,20,9,3,0,4,0,141,3,6,0,0,0,0,0,0,0,15,131,350,40,78,82,27,6,42,5,760,0,0,0,0,0,0,0,0,0,0
201021012,4,26,3,10,3,0,0,0,0,45,4,5,0,3,0,0,0,0,0,11,28,126,7,10,34,8,0,4,3,219,0,0,0,0,0,0,0,0,0,3,18,12,4,19,21,5,0,0,0,80,10,20,10,34,21,8,0,3,4,111,12,12,14,55,51,21,8,16,5,189,0,3,0,0,5,0,0,0,0,20,0,3,3,7,8,5,0,4,0,33,0,0,0,0,0,0,0,0,0,3,3,5,3,5,3,8,0,0,0,36,93,262,44,147,162,54,8,26,9,806,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,32,16,48,0,0,7,0,0,0,3,79,0,0,0,0,0,0,0,0,0,8,11,37,3,14,3,0,0,0,0,65,4,5,0,3,0,0,0,0,0,11,62,188,10,22,37,8,5,9,3,350,0,0,0,0,0,0,0,0,0,3
201031013,8,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,20,42,0,5,6,0,0,3,0,82,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,4,0,3,0,32,7,12,0,9,11,0,0,3,0,49,9,7,9,33,17,3,0,7,0,87,0,0,0,3,0,0,0,3,0,6,4,0,3,3,8,0,0,4,0,19,3,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,18,71,86,16,67,49,16,4,31,3,335,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,27,67,5,8,10,3,0,3,3,127,0,0,0,0,0,0,0,0,0,0
201031014,8,12,0,3,3,0,0,0,0,23,0,3,0,0,0,0,0,0,0,7,12,68,7,5,12,0,0,3,3,109,0,0,0,0,0,0,0,0,0,0,8,8,0,14,10,3,0,3,0,46,13,7,7,30,14,9,3,4,0,79,12,6,21,38,24,11,0,13,3,116,0,0,0,0,0,0,0,3,0,5,3,4,3,8,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,4,0,17,58,120,33,102,80,23,4,31,10,462,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,14,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12,14,0,3,3,0,0,0,0,35,0,3,0,0,0,0,0,0,0,5,35,95,7,12,18,0,0,3,4,172,0,0,0,0,0,0,0,0,0,0
201031015,8,15,0,4,0,3,0,0,0,26,0,8,0,0,0,0,0,0,0,11,13,76,3,17,20,0,0,3,3,133,0,0,0,0,0,0,0,0,0,0,4,8,3,9,10,3,0,3,0,43,4,12,5,39,27,7,0,5,0,99,6,15,17,40,47,19,0,16,0,165,0,0,3,0,7,0,0,0,0,20,0,0,3,5,4,6,0,5,0,23,0,0,0,0,0,0,0,0,0,3,7,5,0,6,4,5,0,3,0,30,48,161,32,125,119,41,5,37,7,579,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,9,3,28,0,0,6,0,0,0,0,42,0,4,0,0,0,0,0,0,0,7,6,30,0,4,0,3,0,0,0,46,3,8,0,0,0,0,0,0,0,9,25,119,5,19,24,0,0,4,3,203,0,0,0,0,0,0,0,0,0,0
201031016,0,13,0,3,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,12,101,3,18,9,3,0,7,0,153,0,0,0,0,0,0,0,0,0,0,11,18,4,8,5,7,0,3,0,59,5,14,6,39,17,4,0,3,3,88,18,15,49,94,42,29,0,23,3,267,0,0,0,9,6,3,0,8,0,26,3,0,0,11,6,3,0,3,0,26,0,0,0,0,0,0,0,0,0,4,3,10,5,13,3,10,0,12,3,56,56,188,67,195,94,63,3,63,8,739,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,26,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,26,0,3,3,0,0,0,0,34,0,5,0,3,0,0,0,0,0,12,21,145,4,22,16,3,3,16,4,236,0,0,0,0,0,0,0,0,0,0
201031017,0,9,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,16,70,3,8,5,0,0,5,0,115,0,0,0,0,0,0,0,0,0,3,4,15,0,13,5,7,0,0,0,42,6,9,4,24,14,3,0,0,0,63,11,4,23,42,21,15,0,20,0,144,0,0,0,3,0,3,0,0,0,13,0,0,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,3,8,0,9,6,0,9,0,38,57,124,40,112,64,34,3,38,6,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,3,18,0,8,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,6,35,91,5,11,12,0,0,4,0,163,0,0,0,0,0,0,0,0,0,3
202011018,3,65,0,17,18,0,0,0,0,107,0,21,0,3,3,0,0,0,0,31,48,437,7,57,66,28,0,16,3,654,0,0,0,0,0,0,0,0,0,0,10,40,11,33,23,10,0,0,3,131,16,37,15,79,33,17,0,12,0,215,34,21,73,148,92,50,6,49,11,477,5,3,4,6,9,14,0,9,0,61,11,7,3,19,18,10,3,7,3,82,0,7,0,5,0,3,0,0,0,16,10,12,3,10,7,6,0,9,9,67,168,795,115,378,285,133,19,105,33,2025,0,19,0,0,0,0,0,0,0,20,6,52,0,0,0,0,0,0,0,66,38,157,10,11,15,3,0,0,3,241,0,14,0,0,0,0,0,0,0,17,22,108,4,17,17,0,0,0,0,171,3,31,0,4,6,0,0,0,0,45,112,750,27,79,88,38,10,32,7,1152,0,0,0,0,0,0,0,0,0,3
202011019,4,35,0,13,4,0,0,0,0,64,0,9,0,0,0,0,0,0,0,13,15,198,6,25,34,11,6,3,4,306,0,0,0,4,0,0,0,0,0,3,10,22,3,29,22,3,0,0,0,96,17,18,4,71,39,11,0,4,3,175,30,31,57,159,86,59,9,50,4,477,7,3,3,16,10,6,0,3,0,50,3,4,0,18,10,9,0,9,0,68,0,3,0,0,3,0,0,0,0,7,0,7,3,12,5,3,3,10,4,49,92,377,85,357,214,108,20,94,18,1362,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,12,3,45,0,7,5,0,0,0,0,60,0,3,0,0,0,0,0,0,0,6,6,57,5,17,6,0,0,0,0,88,4,18,0,0,3,0,0,0,0,23,37,277,19,35,47,17,9,12,9,452,0,0,3,4,0,0,0,0,0,11
202011020,9,96,3,11,4,3,0,3,0,137,0,20,3,0,4,0,0,0,0,29,68,457,20,44,72,25,0,13,9,704,0,0,0,4,0,0,0,0,0,3,13,40,13,33,27,3,0,3,0,134,22,39,10,67,37,17,0,16,0,205,15,19,50,131,72,53,3,22,11,373,0,0,5,12,15,17,0,3,0,58,5,4,6,24,27,14,3,6,0,89,0,7,0,5,9,0,0,4,0,22,3,3,0,14,10,17,0,7,4,51,164,801,105,353,288,142,11,83,22,1968,0,9,0,0,0,0,0,0,0,10,3,41,0,0,0,0,0,0,0,47,45,153,3,12,12,10,0,0,0,227,3,9,0,3,0,0,0,0,0,15,25,133,5,19,14,3,0,8,0,202,3,30,3,0,3,0,0,0,0,43,162,754,40,77,98,49,4,30,5,1225,0,0,0,4,0,0,0,0,0,8
202011021,18,79,0,22,9,0,0,0,0,122,0,20,0,3,0,0,0,0,0,23,45,347,7,34,66,19,0,5,3,533,0,4,0,0,0,0,0,3,0,5,11,28,4,22,21,10,0,5,0,97,7,24,5,71,46,9,0,3,0,161,16,19,42,115,67,45,3,26,0,333,4,3,3,4,9,9,0,4,0,31,0,0,3,7,9,3,0,8,0,34,0,0,0,3,0,0,0,5,0,13,3,4,0,10,5,7,0,3,3,32,118,637,65,286,240,111,5,53,13,1535,0,3,0,0,0,0,0,0,0,3,0,41,0,0,0,0,0,0,0,45,31,139,3,11,11,0,0,3,3,193,0,11,0,0,0,0,0,0,0,11,19,114,3,29,8,0,0,3,0,182,0,22,0,8,5,0,0,0,0,36,104,576,15,61,98,40,4,26,6,931,0,4,0,0,0,0,0,3,0,8
202011022,12,74,4,14,10,0,0,0,0,121,3,22,0,4,4,0,0,0,0,33,56,432,14,64,70,33,0,22,3,683,0,0,0,3,3,0,0,0,0,7,17,34,4,35,32,10,0,10,3,141,32,46,11,130,67,29,3,16,0,336,51,50,102,253,143,72,9,72,6,751,3,4,4,11,17,19,0,16,0,80,3,3,5,24,25,14,0,13,0,90,3,7,0,0,4,3,0,5,0,22,9,19,8,13,11,11,3,11,8,88,194,777,154,562,392,192,20,164,25,2480,0,3,0,0,0,0,0,0,0,7,0,22,0,0,0,0,0,0,0,23,28,114,3,11,16,3,0,3,0,178,0,10,0,0,0,0,0,0,0,13,19,110,5,22,11,0,0,3,0,176,8,30,0,4,7,0,0,0,0,45,105,658,36,89,95,51,14,44,4,1090,0,0,0,4,3,0,0,0,0,14
202011023,3,30,0,4,5,0,0,0,0,43,0,8,0,0,0,0,0,0,0,8,27,161,3,12,24,5,0,4,0,236,0,0,0,0,0,0,0,0,0,4,0,11,4,22,15,3,0,4,0,58,9,18,3,25,28,4,0,0,0,96,14,11,30,50,60,8,0,12,3,180,0,3,0,0,4,3,0,0,0,16,0,0,4,13,9,0,0,7,0,34,0,0,0,0,3,3,0,0,0,10,0,3,5,8,3,0,0,0,0,19,59,277,41,130,165,36,3,27,5,739,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,18,30,0,3,3,0,0,0,0,52,0,3,0,0,4,0,0,0,0,3,6,46,0,7,4,0,0,0,0,69,0,8,0,0,0,0,0,0,0,13,48,233,3,25,33,14,4,7,3,367,0,0,0,0,0,0,0,0,0,4
202011024,9,70,0,6,11,3,0,0,0,99,5,11,0,0,0,0,0,0,0,16,51,365,9,29,66,10,3,8,4,541,0,0,0,0,0,0,0,0,0,0,8,34,0,25,22,4,0,3,0,104,15,18,0,38,46,6,0,4,0,132,18,18,44,84,84,32,3,10,3,295,3,0,0,3,9,8,0,3,3,26,3,4,3,10,14,7,0,0,0,45,0,5,0,0,3,0,0,0,0,8,3,11,4,4,7,6,0,4,3,39,121,609,62,203,264,82,7,37,8,1396,0,7,0,0,0,0,0,0,0,5,3,26,0,0,0,0,0,0,0,33,39,97,3,3,12,0,0,0,0,147,0,11,0,0,0,0,0,0,0,13,20,102,0,5,16,4,0,0,0,155,9,16,0,0,0,0,0,0,0,26,128,592,20,40,91,18,5,14,6,920,0,0,0,0,0,0,0,0,0,0
202011025,12,60,0,19,12,0,0,0,0,103,0,16,0,0,0,0,0,0,0,13,32,345,13,53,61,20,0,4,6,534,0,0,0,3,0,0,0,0,0,3,12,31,4,29,22,6,0,4,0,110,23,40,12,85,38,18,0,11,0,214,36,31,69,164,142,54,7,30,4,541,3,3,0,12,16,14,0,3,0,46,9,3,10,30,12,6,3,9,0,76,0,3,0,3,3,0,0,0,0,19,8,13,0,21,19,11,0,9,3,84,146,598,106,413,329,132,11,73,23,1823,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,16,13,85,0,4,8,0,3,0,0,116,0,3,0,0,0,0,0,0,0,8,15,77,0,23,12,0,0,0,0,132,0,13,0,0,0,0,0,0,0,19,79,503,36,60,83,25,12,13,4,821,0,0,0,7,0,0,0,0,0,11
202021026,11,54,0,12,4,3,0,0,0,82,3,8,0,0,0,0,0,0,0,10,41,215,6,16,39,17,0,9,0,346,0,0,0,3,0,0,0,0,0,3,10,26,3,20,21,10,0,0,0,97,12,27,4,35,25,7,3,3,0,119,23,21,37,75,68,20,7,14,0,269,0,0,0,6,9,0,0,3,0,26,4,0,0,9,14,3,0,3,0,42,0,8,0,0,3,0,0,0,3,13,3,4,3,10,5,8,0,7,0,36,128,426,62,193,194,69,12,37,11,1134,0,3,0,0,0,0,0,0,0,3,4,15,0,0,0,0,0,0,0,18,23,63,0,0,8,0,0,0,3,101,3,3,0,0,0,0,0,0,0,7,18,79,4,13,7,3,0,4,0,122,0,14,0,0,0,0,0,0,0,21,93,334,15,29,46,18,3,13,4,559,0,0,0,3,0,0,0,0,0,3
202021027,19,77,4,16,10,3,0,7,0,131,0,9,0,0,0,0,0,0,0,18,51,262,16,52,40,19,0,21,6,463,0,0,0,0,0,0,0,0,0,0,6,55,4,20,10,19,0,4,0,125,16,32,16,41,29,12,0,4,0,141,12,14,39,87,49,17,0,25,3,247,3,0,3,11,3,7,0,0,0,25,0,0,3,16,8,8,0,5,0,37,0,5,0,0,0,0,0,0,0,14,3,7,5,15,8,3,0,6,3,60,137,610,88,268,181,94,4,78,13,1473,0,8,0,0,0,0,0,0,0,4,5,63,3,0,5,0,0,0,0,76,39,156,7,11,18,3,0,10,0,244,0,4,0,0,0,0,0,0,0,8,39,111,5,25,10,4,0,4,0,205,3,11,3,6,0,0,0,0,0,28,110,437,41,78,53,27,7,42,10,803,0,0,0,0,0,0,0,0,0,3
202021028,11,63,3,8,11,0,0,0,0,95,4,11,0,0,0,0,0,0,0,17,66,210,10,37,41,16,0,7,4,383,0,0,0,0,0,0,0,0,0,0,6,37,8,18,19,4,0,3,0,104,21,25,10,33,27,6,0,13,0,130,22,16,33,67,37,22,0,17,0,206,3,3,0,8,7,5,0,3,0,29,9,4,3,13,5,8,0,3,0,37,3,4,0,0,0,0,0,0,0,12,12,9,3,6,10,3,4,3,0,48,185,439,74,189,165,65,8,55,13,1195,0,6,0,0,0,0,0,0,0,7,12,33,0,0,0,0,0,0,0,43,34,75,3,3,7,0,0,4,0,140,0,11,0,0,0,0,0,0,0,11,22,94,10,15,13,3,0,3,0,157,3,13,0,0,7,0,0,0,0,22,124,332,33,54,48,19,8,24,12,640,0,0,0,0,0,0,0,0,0,0
202021029,4,18,0,3,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,7,18,59,3,6,13,12,0,3,0,108,0,0,0,0,0,0,0,0,0,0,3,11,0,0,6,3,0,3,0,33,6,8,5,10,12,6,0,0,0,49,13,4,13,39,33,22,3,14,0,132,0,0,0,4,0,3,0,0,0,14,3,0,0,3,3,0,0,0,0,16,0,0,0,0,0,3,0,0,0,6,0,3,3,3,3,3,0,6,3,26,54,125,28,74,74,44,3,27,4,437,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,3,17,0,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,22,0,8,0,0,0,0,0,37,0,0,0,0,3,0,0,0,3,3,30,89,8,9,17,16,0,3,0,172,0,0,0,0,0,0,0,0,0,0
202021030,8,56,4,9,7,0,0,0,0,91,3,7,0,0,0,0,0,0,0,9,60,227,13,43,45,17,3,8,9,428,0,0,0,0,0,0,0,0,0,3,25,25,3,24,22,7,0,4,0,119,16,24,9,46,41,12,0,8,3,145,17,21,49,96,47,37,3,42,0,309,8,3,0,3,9,3,0,8,0,40,11,7,3,17,18,3,0,7,0,64,0,3,0,0,3,0,0,5,0,16,3,9,3,14,8,7,0,3,3,59,172,468,88,267,217,77,10,91,14,1411,0,6,0,0,0,0,0,0,0,8,7,51,4,0,0,0,0,0,0,61,39,80,3,5,7,0,0,3,0,150,0,10,0,0,3,0,0,0,0,13,22,85,8,14,11,0,3,3,0,147,7,11,0,3,0,0,0,0,0,21,134,384,41,62,63,25,4,27,9,747,0,0,0,0,0,0,0,0,0,3
202021031,22,69,0,6,10,0,0,0,0,112,3,13,0,0,0,0,0,0,0,12,56,228,10,41,48,14,0,5,7,424,0,0,0,0,0,0,0,0,0,0,13,23,4,29,13,12,0,0,3,92,14,22,10,21,21,5,0,3,0,89,9,17,25,47,32,19,0,0,0,152,3,3,0,3,7,5,0,0,0,20,0,3,0,14,3,3,0,3,0,30,3,3,0,7,0,3,0,0,0,16,0,7,0,13,9,5,0,0,0,31,157,476,54,185,138,68,3,25,12,1114,0,4,0,0,0,0,0,0,0,8,10,49,0,0,0,0,0,0,0,58,50,122,4,8,11,3,0,0,0,201,0,7,0,0,0,0,0,0,0,16,36,94,6,15,12,0,0,3,0,161,4,14,0,3,0,0,0,0,0,27,153,380,29,68,80,28,3,18,11,770,0,0,0,0,0,0,0,0,0,7
202031032,4,24,0,0,4,0,0,0,0,33,0,4,0,0,0,0,0,0,0,5,17,89,3,8,18,6,0,3,0,146,0,0,0,0,0,0,0,0,0,3,11,11,3,9,15,0,0,0,0,47,9,13,4,9,17,4,0,3,0,65,13,9,20,32,38,16,3,15,3,144,0,3,0,0,8,7,0,3,0,28,3,0,0,7,12,0,0,3,0,28,3,3,0,0,0,0,0,0,0,6,0,3,0,6,6,3,0,5,0,31,68,176,32,73,126,43,9,35,6,571,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,4,21,0,0,3,0,3,0,0,35,0,0,0,0,0,0,0,0,0,4,8,36,0,4,4,0,0,0,0,48,0,4,0,0,0,0,0,0,0,10,30,119,7,9,23,9,6,4,0,217,0,0,0,0,0,0,0,0,0,3
202031033,9,22,0,10,0,0,0,0,0,45,3,5,0,0,0,0,0,0,0,5,43,94,4,9,13,4,0,11,0,179,0,0,0,0,0,0,0,0,0,3,18,20,3,12,11,4,0,0,0,71,22,7,0,25,21,4,0,7,3,84,30,14,16,62,42,10,3,19,4,188,6,4,0,7,5,3,0,5,0,31,7,0,0,9,4,3,0,3,0,35,0,0,0,0,3,0,0,0,0,3,9,7,0,9,3,3,0,4,4,52,158,187,28,137,103,35,8,49,12,715,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,10,11,0,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,18,22,0,10,3,0,0,0,0,54,3,5,0,0,0,0,0,0,0,5,90,128,14,15,13,4,6,16,0,274,0,0,0,0,0,0,0,0,0,3
203011034,3,29,0,5,6,0,0,0,0,42,0,3,0,0,0,0,0,0,0,7,20,180,8,23,26,7,0,0,0,268,0,0,0,0,0,0,0,0,0,3,15,11,6,12,18,5,3,0,0,75,12,13,0,42,29,14,0,3,4,123,18,7,41,83,85,35,0,18,4,285,0,0,0,4,10,6,0,3,0,24,0,0,5,11,10,11,0,3,0,39,0,3,0,0,0,3,0,0,0,10,3,3,3,8,13,3,0,3,0,37,82,278,64,199,198,80,7,38,9,952,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,16,9,32,0,3,3,0,0,3,0,53,0,0,0,0,0,0,0,0,0,0,9,37,0,7,6,3,0,0,0,67,0,4,0,0,0,0,0,0,0,11,53,260,17,26,33,17,4,0,3,417,0,0,3,0,0,0,0,0,0,4
203011035,6,41,0,9,7,0,0,0,0,63,0,10,0,0,3,0,0,0,0,16,29,159,6,24,32,11,0,8,0,269,0,0,0,0,0,0,0,0,0,0,12,16,8,17,23,3,0,0,0,84,17,23,4,47,35,5,0,11,4,140,18,16,44,77,54,21,5,26,0,259,4,0,4,5,3,4,0,3,0,22,4,3,4,13,10,3,0,4,0,45,0,0,0,0,0,0,0,0,0,7,10,6,4,9,8,4,0,4,3,41,112,319,79,199,178,56,6,61,8,1013,0,5,0,0,0,0,0,0,0,3,4,14,0,0,4,0,0,0,0,21,19,44,0,4,3,0,0,0,0,72,3,5,0,0,4,0,0,0,0,10,14,45,6,10,7,0,0,0,0,87,3,17,0,0,4,0,0,0,0,25,76,224,23,25,36,16,3,13,3,432,0,0,0,0,0,0,0,0,0,3
