SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
207021425,369,459,829,370,524,900,0,0,0,181,184,367,0,0,3,1061,1318,2385,17,27,40,472,550,1021,16,27,37,9,7,16,29,33,63,43,65,108,78,76,158,94,109,206,127,152,281,7,21,22,11,7,15,158,232,394,206,211,417,3,3,5,2875,3566,6443,156,150,304,217,230,452,12,26,41,0,0,0,51,54,101,41,32,72,84,89,176,2341,2311,4651,17,8,25,10,15,28,2372,2333,4706,486,528,1021,6580,7378,13956
207031161,298,368,668,860,1082,1945,0,0,0,305,346,651,0,0,0,1864,2199,4064,50,63,113,299,306,603,6,11,25,11,12,20,72,76,147,5,9,13,44,55,96,80,121,204,188,226,410,34,39,66,23,29,58,387,522,909,300,383,687,17,15,29,4551,5493,10041,270,263,528,135,105,237,4,16,23,0,0,0,133,89,221,30,36,72,163,129,296,4074,3754,7827,38,26,64,18,30,49,4133,3817,7945,855,786,1640,10409,10973,21382
207031162,215,295,511,390,516,902,0,0,0,132,180,315,4,0,4,981,1139,2120,29,34,58,256,277,533,12,11,21,6,15,20,21,37,56,7,11,18,40,53,92,43,46,93,77,116,189,34,79,115,16,12,23,167,234,402,139,190,334,6,11,14,2357,2963,5320,79,77,158,45,51,97,15,6,22,0,0,0,24,25,48,20,20,41,43,46,88,1922,1703,3626,14,11,26,6,8,18,1943,1723,3667,449,483,933,5149,5643,10793
207031163,564,680,1246,506,645,1152,0,0,0,161,225,395,0,0,3,1405,1724,3125,20,17,34,190,228,423,0,4,4,26,4,28,45,45,87,3,3,7,48,75,124,61,70,127,126,159,281,37,71,110,13,13,27,231,320,552,230,285,515,7,4,11,3107,3893,7006,341,260,603,161,112,274,8,17,27,0,0,0,39,35,68,37,35,74,73,70,147,4354,4259,8617,19,35,56,19,14,33,4391,4316,8708,917,919,1832,9566,10265,19828
207031164,410,517,927,617,792,1409,0,0,0,200,235,437,0,0,0,1491,1807,3303,26,27,55,314,360,680,8,4,10,4,4,10,36,48,87,7,8,14,58,73,137,66,89,156,152,188,337,14,22,42,4,5,14,254,358,610,201,261,462,3,3,3,3468,4296,7763,180,154,331,88,92,179,22,15,34,0,0,0,36,29,64,31,38,75,72,62,133,3599,3319,6921,31,27,53,15,21,39,3644,3370,7009,564,608,1177,8438,9114,17552
207031165,392,455,847,315,457,768,0,0,0,86,136,220,3,0,3,936,1147,2087,3,6,11,271,312,586,9,8,13,8,11,15,13,21,38,3,6,10,28,38,69,35,54,92,75,135,205,8,13,20,10,12,18,141,237,379,117,146,259,3,9,11,2054,2745,4797,291,205,498,164,113,274,20,25,50,3,0,3,27,23,49,26,22,54,56,50,104,2288,2392,4685,13,13,30,3,5,10,2306,2419,4724,458,497,957,5744,6502,12248
207031166,356,401,753,255,328,581,0,0,0,114,137,255,0,0,0,885,956,1836,11,14,24,535,537,1066,6,11,19,5,4,17,9,23,30,7,12,15,8,25,40,39,55,95,98,114,214,8,11,15,0,4,11,138,199,340,94,127,223,4,6,3,2205,2561,4766,214,178,387,73,75,147,5,9,15,0,0,0,32,31,67,20,25,47,55,54,110,1751,1574,3323,8,10,16,4,6,14,1761,1589,3355,386,354,739,5057,5210,10273
207031167,119,154,271,455,601,1054,0,0,0,113,123,238,0,0,0,946,1112,2054,10,12,23,132,125,256,4,5,10,4,4,5,21,37,58,7,0,3,16,28,47,17,35,59,121,134,249,10,7,15,3,3,7,196,262,462,106,121,222,4,6,10,2164,2613,4782,91,94,189,31,15,44,5,11,17,0,0,0,15,22,35,10,12,22,28,35,59,1898,1870,3766,22,29,49,6,9,16,1924,1907,3836,393,375,770,4754,5211,9965
208011168,44,74,120,987,1248,2238,0,0,0,43,59,103,0,0,0,1470,1604,3075,11,3,10,221,235,454,3,7,11,12,10,20,21,40,60,10,7,19,12,17,26,23,22,41,140,147,285,3,6,9,0,0,5,245,310,558,98,124,218,7,7,21,3311,3856,7165,17,15,37,26,23,43,29,29,58,0,0,0,3,0,3,9,24,33,8,24,36,2420,2407,4831,20,13,29,7,14,22,2448,2431,4882,547,597,1139,6431,7045,13472
208011169,125,227,348,1639,2154,3792,0,0,0,67,62,133,0,0,0,2256,2864,5112,3,16,22,375,425,804,8,7,16,0,0,0,50,49,94,9,6,22,23,23,45,20,20,36,188,220,407,8,3,7,0,6,12,279,404,682,106,147,255,8,3,10,5049,6408,11456,37,41,76,43,33,80,354,371,724,0,0,0,0,0,0,21,23,49,21,23,50,3850,3787,7639,43,24,73,7,29,43,3906,3844,7749,1064,1145,2201,10596,12095,22695
208011170,106,142,252,867,1113,1978,0,0,0,36,36,74,0,0,0,1637,1920,3554,3,4,6,373,403,779,8,5,14,0,0,3,16,26,44,6,6,14,34,28,57,14,8,22,116,147,264,0,3,7,4,0,4,202,295,504,89,88,172,3,7,12,3414,4095,7505,75,80,153,32,40,68,639,687,1333,0,0,0,19,9,26,20,22,39,35,27,68,2585,2418,5005,18,17,41,9,7,22,2616,2448,5062,670,727,1395,7592,8241,15838
208011171,54,81,131,488,711,1203,0,0,0,40,38,77,3,0,3,1115,1360,2475,4,9,13,253,269,524,0,4,9,4,0,7,24,34,56,5,3,5,11,12,28,24,29,56,92,120,212,3,3,4,3,3,11,124,179,302,58,87,144,3,0,3,2258,2875,5134,70,58,130,45,52,95,55,59,116,0,0,0,16,14,30,17,25,42,38,39,69,2174,2121,4294,16,5,27,7,13,21,2200,2144,4344,466,452,917,5173,5764,10938
208011172,71,125,199,1044,1203,2244,0,0,0,28,42,67,0,0,0,1910,2320,4235,3,10,8,341,362,697,10,16,29,3,5,9,30,29,55,18,16,35,15,15,32,19,22,43,154,157,314,3,9,15,8,0,5,256,325,576,92,132,230,5,3,9,3944,4651,8598,61,61,119,52,42,95,145,136,283,0,0,0,23,11,39,8,17,22,32,27,60,3406,3176,6583,27,17,45,11,20,36,3442,3216,6660,798,831,1632,8536,9100,17640
208011173,67,74,139,1065,1404,2470,0,0,4,43,62,110,0,0,0,1655,1947,3604,3,4,12,248,289,538,7,9,15,3,3,3,27,54,77,14,15,20,25,27,56,8,25,37,172,177,350,0,0,0,3,7,8,261,377,641,85,130,219,5,6,15,3636,4543,8180,33,33,67,37,28,63,49,50,97,0,0,0,8,5,10,10,10,24,17,16,37,3275,3095,6367,33,21,51,12,20,33,3316,3138,6451,746,734,1479,7898,8616,16506
208021174,168,272,436,810,975,1791,0,0,0,97,109,203,0,0,0,2176,2650,4828,5,10,17,679,725,1405,11,9,19,4,7,16,32,42,80,18,17,32,18,33,54,23,23,45,161,167,324,3,14,18,0,3,3,255,408,662,173,205,371,7,12,22,4474,5409,9882,269,238,511,73,54,127,774,846,1622,0,0,0,29,20,54,39,41,80,69,63,135,3975,3805,7782,27,34,59,23,25,45,4014,3864,7882,938,891,1831,10789,11628,22415
208021176,261,318,574,464,584,1054,0,0,0,65,58,123,0,0,0,1329,1652,2980,5,4,12,443,495,935,29,28,56,7,4,12,15,30,44,8,7,19,23,20,37,35,54,84,90,115,206,3,7,3,6,6,14,164,234,400,108,134,242,3,10,15,2791,3441,6237,814,715,1527,116,81,199,530,612,1143,0,0,0,24,31,60,23,30,51,48,64,114,3291,3375,6668,38,22,59,17,19,34,3345,3415,6762,755,754,1511,8665,9395,18066
208021177,120,193,311,351,457,808,0,0,0,34,23,57,0,0,0,888,1122,2010,0,3,3,220,252,468,13,16,30,3,5,11,9,13,26,8,3,15,8,20,32,14,19,28,54,59,113,0,0,0,3,4,11,62,87,146,53,86,137,5,0,4,1724,2159,3883,263,185,446,52,51,103,4153,4467,8619,0,0,0,8,12,18,27,17,45,34,28,62,2643,2539,5185,44,35,73,21,25,43,2707,2592,5301,1076,1169,2243,10135,10844,20976
208021178,107,142,242,351,429,781,0,0,0,26,31,56,0,0,3,901,1030,1933,3,4,13,345,445,785,8,12,23,3,3,10,7,26,27,8,17,21,10,17,23,15,20,38,51,64,110,3,0,6,3,3,11,93,116,211,72,89,162,10,6,16,1904,2315,4220,149,124,269,44,35,81,2996,3271,6276,0,0,0,23,20,42,25,27,56,47,46,95,2266,2156,4418,24,20,38,11,27,31,2293,2200,4491,862,917,1783,8403,9047,17448
208021179,77,112,189,321,459,781,0,0,0,21,22,43,0,0,0,905,1136,2049,0,0,0,188,204,389,0,4,3,0,0,0,19,23,42,0,7,5,9,12,18,15,17,31,55,58,114,0,0,0,0,0,0,86,86,175,31,74,108,0,0,0,1661,2110,3770,107,85,193,18,23,37,895,1005,1905,0,0,0,8,7,9,13,21,30,22,21,42,2033,2031,4061,27,24,55,11,14,27,2069,2069,4136,520,558,1082,5374,5979,11354
208021180,84,122,204,184,246,435,0,0,0,37,43,84,0,0,0,686,848,1531,3,5,4,520,569,1088,6,10,14,0,0,6,18,18,30,13,12,27,4,3,6,14,14,31,37,43,77,3,0,4,3,9,8,86,85,171,43,75,114,3,5,9,1660,1987,3645,257,234,494,37,27,68,25,37,65,0,0,0,24,15,33,16,13,29,41,26,59,1200,1144,2345,18,9,27,3,14,15,1215,1165,2380,305,338,645,3624,3935,7556
208021181,116,152,263,266,307,574,0,0,0,30,40,74,0,0,0,971,1062,2026,0,4,7,328,385,715,9,7,14,0,0,0,18,13,31,22,22,42,8,13,20,10,14,23,63,70,124,0,0,3,3,5,11,91,135,222,78,92,171,3,8,9,1895,2170,4069,300,234,534,50,49,94,140,148,281,0,0,0,25,20,50,11,16,29,39,34,77,1674,1523,3195,17,18,35,9,8,16,1699,1541,3243,342,344,683,4584,4665,9251
208021182,150,202,358,279,381,655,0,0,0,34,56,95,0,0,0,983,1194,2180,0,3,6,286,331,618,15,12,23,0,3,4,16,23,38,12,7,18,23,27,50,24,27,48,50,66,118,0,3,5,4,0,4,88,149,240,72,103,176,5,4,11,1895,2389,4282,856,680,1540,73,67,140,588,633,1225,0,0,0,68,32,98,28,21,49,100,50,147,2259,2191,4447,26,19,37,8,14,27,2289,2223,4513,585,556,1136,6534,6809,13339
208021426,155,190,342,439,535,979,7,0,7,45,54,102,0,0,0,1412,1609,3021,8,15,22,723,727,1454,8,17,25,0,0,0,19,26,45,18,14,35,15,19,34,22,14,34,90,131,221,3,3,4,0,6,8,149,198,351,102,93,199,3,3,6,3063,3478,6535,230,199,433,42,37,76,771,789,1558,0,0,0,35,28,57,39,27,64,68,52,124,2285,2116,4399,17,23,35,10,16,20,2310,2146,4463,589,663,1255,7220,7560,14784
208021427,107,138,246,420,557,976,0,0,0,35,35,69,0,0,0,1625,1828,3453,6,6,11,571,575,1152,19,15,33,0,3,5,18,28,43,11,14,25,9,12,21,27,28,62,98,133,233,5,5,16,11,8,16,131,179,314,104,118,221,10,15,26,3105,3573,6678,119,109,232,48,39,89,509,514,1021,0,0,0,16,14,30,17,30,49,31,41,74,1995,1870,3865,22,15,37,5,10,10,2024,1898,3920,493,486,983,6430,6803,13238
208031183,207,254,465,354,440,791,0,0,0,40,49,92,0,0,0,1236,1353,2583,13,14,25,254,253,508,12,13,20,7,9,16,13,11,26,8,6,20,7,12,16,35,53,88,68,73,140,3,8,7,3,15,20,94,113,207,86,108,194,4,7,15,2249,2530,4781,160,134,300,73,71,146,19,34,50,0,0,0,9,9,20,17,19,39,25,29,54,1399,1160,2556,7,8,14,0,5,9,1409,1169,2579,296,319,617,4439,4548,8989
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,15,0,0,0,0,0,0,16,7,15,7,17,25,30,30,58
208031185,91,131,223,626,795,1425,0,0,0,42,41,80,0,0,0,1361,1573,2940,8,5,15,193,220,412,6,18,23,6,4,9,20,24,44,23,32,57,20,15,30,27,32,54,107,136,243,3,6,11,6,8,13,156,234,385,117,149,267,3,4,7,2717,3290,6010,55,46,99,41,38,73,17,15,34,0,0,0,6,3,7,6,18,24,16,16,33,2071,1898,3969,11,10,24,7,18,25,2088,1927,4018,513,546,1061,5544,6002,11548
208031186,78,116,193,675,917,1587,0,0,0,68,86,153,0,0,0,1615,1969,3585,8,16,21,216,248,456,11,22,29,13,19,31,13,31,41,15,12,30,11,22,29,20,27,45,125,168,296,5,3,5,6,3,10,149,210,362,117,160,278,5,3,10,3068,3908,6980,43,49,93,32,30,59,29,45,71,0,0,0,17,16,35,15,24,44,35,43,79,2626,2540,5164,24,18,38,13,32,43,2663,2583,5252,719,746,1470,6674,7519,14191
208031187,40,63,112,296,337,631,0,0,0,36,28,67,0,0,0,734,765,1503,3,3,8,88,79,165,4,11,14,8,20,24,7,5,12,5,3,4,3,8,9,12,18,30,39,60,96,8,8,16,0,3,5,77,77,155,55,65,122,0,0,0,1374,1481,2859,40,46,92,28,29,62,7,4,5,0,0,0,4,3,14,7,4,17,12,10,30,896,873,1763,8,0,7,0,9,8,901,877,1779,197,206,402,2605,2735,5335
208031188,151,264,416,840,1251,2087,0,0,0,81,104,190,0,0,0,2472,2850,5319,27,37,62,745,863,1608,18,29,47,17,19,33,24,31,58,17,16,29,29,31,65,66,58,122,174,268,442,5,15,20,7,9,14,253,366,621,177,237,413,9,11,18,4960,6179,11137,226,203,421,163,158,320,170,196,365,0,0,0,55,56,110,33,41,69,86,92,180,3845,3559,7402,41,39,81,12,15,31,3903,3614,7520,935,980,1910,10581,11690,22270
208031189,47,84,128,590,736,1323,0,0,0,42,45,84,3,0,5,1783,1925,3712,0,11,16,182,171,356,7,5,10,13,5,20,27,17,48,7,7,10,14,21,36,32,36,62,152,164,319,8,10,17,8,8,13,140,193,334,102,110,213,0,0,3,3087,3471,6566,42,48,87,27,31,55,20,17,38,0,0,3,6,3,4,10,22,34,16,20,42,2409,2237,4649,11,5,19,14,15,23,2435,2259,4693,572,563,1136,6245,6501,12747
208031190,79,132,215,557,731,1281,0,0,0,70,67,135,0,0,0,1512,1733,3244,3,9,10,355,361,714,14,17,33,7,15,22,9,15,27,10,8,19,15,15,30,33,49,84,103,121,227,0,6,8,0,3,7,152,222,375,109,116,227,6,6,10,2948,3507,6455,86,72,159,56,59,116,61,55,111,0,0,0,25,13,39,16,16,29,41,31,73,2377,2316,4696,25,23,45,9,17,24,2413,2354,4766,529,538,1068,6216,6750,12965
208031191,82,117,201,314,376,691,0,0,0,26,30,63,0,0,0,982,1065,2052,6,13,18,264,289,554,12,20,31,9,7,12,15,19,33,19,10,33,11,17,34,29,44,73,56,60,113,0,6,6,0,9,12,79,130,211,104,107,214,4,3,4,1944,2211,4160,106,94,203,47,48,97,150,143,289,0,0,0,27,19,44,28,36,59,56,53,109,1504,1312,2819,12,4,12,14,8,23,1524,1325,2853,439,450,892,4357,4445,8803
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,76,156,235,979,1181,2157,0,0,0,55,90,144,0,0,0,2465,2894,5360,24,36,56,414,440,851,31,27,64,12,14,23,46,48,88,11,21,33,20,27,44,37,58,96,152,187,339,4,6,12,0,7,8,258,312,565,151,183,333,3,7,9,4669,5517,10188,95,87,178,64,59,117,58,68,130,0,0,0,25,24,48,28,48,68,45,72,123,3736,3479,7211,25,25,50,7,24,31,3773,3524,7295,813,849,1662,9598,10321,19917
208041194,137,199,330,1254,1568,2826,0,0,0,55,51,111,0,0,0,1856,2244,4098,7,8,10,410,441,851,0,10,10,8,4,7,24,18,40,21,13,31,19,24,38,19,35,57,157,207,362,3,12,15,0,0,0,274,393,668,105,127,225,3,3,10,4209,5164,9374,416,365,781,73,75,147,407,447,849,0,0,0,29,21,47,29,26,53,56,44,98,3262,3219,6479,36,29,65,6,10,13,3303,3258,6558,941,961,1902,9540,10506,20042
208041195,247,360,608,997,1204,2204,0,0,0,74,85,166,0,0,0,2196,2552,4747,0,13,16,774,840,1613,16,30,39,8,3,10,35,42,75,9,16,24,31,29,56,29,44,72,163,154,316,6,4,7,10,11,15,259,343,600,137,163,297,9,3,15,4742,5529,10267,232,205,436,108,85,193,265,285,548,0,0,0,29,15,41,32,25,53,54,41,101,3721,3631,7349,38,26,61,19,14,32,3774,3672,7449,858,868,1723,10274,11049,21321
209011196,134,181,318,318,412,729,0,0,0,52,72,125,0,0,0,1463,1504,2971,0,3,7,367,368,735,3,8,9,3,6,14,10,13,22,14,10,23,9,10,20,46,44,90,90,110,195,18,20,31,0,4,6,109,131,241,117,128,245,0,0,0,2624,2842,5464,120,81,201,132,83,214,0,3,8,0,0,0,18,19,37,18,20,42,33,39,75,1544,1295,2838,13,9,19,3,10,18,1560,1317,2877,359,374,735,4971,4918,9894
209011197,99,142,237,885,1160,2045,0,0,0,138,174,313,26,26,56,2759,3099,5855,10,25,38,355,367,724,8,19,25,14,10,26,54,47,100,14,10,28,38,45,90,75,86,167,174,230,406,18,23,37,0,5,6,235,379,618,219,252,478,6,5,10,5050,5974,11024,82,75,160,65,72,140,8,9,21,0,0,0,25,25,46,26,47,70,46,72,117,3763,3443,7208,50,30,84,8,26,34,3818,3497,7323,714,730,1445,9889,10571,20463
209011198,104,153,255,602,691,1291,0,3,3,74,82,158,0,0,0,1955,2291,4246,5,12,19,255,263,519,13,11,23,6,8,19,32,51,79,12,12,26,20,27,48,38,46,85,124,157,284,12,9,16,0,3,4,194,286,482,136,146,277,6,7,14,3477,4107,7582,129,118,253,128,124,247,4,8,10,0,0,3,16,24,37,13,22,37,24,46,75,2567,2429,4996,18,19,38,14,16,29,2600,2463,5064,602,682,1285,7068,7704,14775
209011199,133,174,309,406,555,956,0,0,0,84,108,196,0,0,0,1301,1540,2839,6,6,12,247,285,531,8,16,24,9,10,22,12,14,20,21,18,39,16,19,29,27,49,78,69,88,156,11,13,26,8,3,16,129,159,286,123,152,277,3,3,8,2483,3041,5528,172,114,284,754,755,1514,8,6,17,0,0,0,35,28,68,26,31,55,63,65,124,2308,2179,4487,26,18,43,21,23,39,2358,2221,4575,889,907,1801,6860,7283,14149
209011200,92,135,229,355,485,841,0,0,0,33,47,85,0,3,3,1373,1646,3024,5,4,7,339,333,666,0,3,7,9,5,10,18,9,33,10,14,23,13,9,21,27,27,52,58,54,116,4,3,7,3,0,3,120,162,281,88,118,208,0,0,0,2445,2934,5378,110,129,237,57,71,130,9,13,23,0,0,0,19,7,21,20,27,46,39,32,69,2190,2190,4383,26,20,44,7,10,24,2222,2226,4441,423,461,883,5394,5994,11390
209011201,49,66,113,336,401,734,0,0,0,16,30,48,0,0,0,1136,1218,2356,0,4,5,232,265,496,0,0,0,4,4,4,23,24,42,3,6,10,4,7,6,14,27,38,50,40,88,3,9,8,0,3,3,106,158,262,63,86,150,0,3,6,1997,2266,4269,46,45,90,31,28,60,9,5,16,0,0,0,3,3,10,8,11,17,10,13,22,1319,1198,2515,16,16,27,5,6,11,1336,1217,2547,296,281,575,3775,3917,7691
209011202,70,89,164,766,923,1690,0,0,0,71,118,192,11,15,27,1908,2281,4187,20,27,43,181,200,377,12,17,26,3,8,16,30,49,83,3,3,7,15,26,44,70,86,160,142,157,300,18,15,35,9,8,9,216,321,536,112,151,263,8,5,14,3600,4401,8003,29,30,57,50,48,98,9,7,19,0,0,0,10,7,16,18,26,47,24,36,60,3316,3058,6371,33,29,58,17,29,45,3364,3114,6476,589,635,1216,7730,8362,16096
209011203,161,194,355,761,904,1665,0,0,0,111,127,233,11,16,27,2359,2537,4897,10,9,26,377,426,800,10,19,29,3,11,12,45,60,111,36,31,67,25,38,60,70,90,158,152,177,331,26,31,54,13,15,25,220,283,504,179,216,393,4,7,9,4410,4995,9404,144,130,269,131,119,250,10,9,19,0,0,0,29,19,48,42,49,82,68,67,134,3395,2957,6347,33,32,63,9,17,23,3432,3008,6436,719,722,1440,9059,9243,18303
209011204,53,84,137,375,484,853,0,0,0,31,49,83,0,0,0,1305,1514,2819,0,3,3,209,217,432,7,12,21,0,0,4,18,20,32,6,4,4,11,19,33,40,41,84,75,80,153,7,11,22,3,7,8,97,140,239,100,88,187,3,0,4,2300,2679,4979,57,53,109,39,31,73,6,9,9,0,0,0,11,20,30,9,22,35,26,43,64,1650,1417,3065,19,14,37,4,8,9,1667,1442,3109,330,306,632,4478,4641,9112
209021205,281,320,597,217,280,494,0,0,0,41,53,89,0,0,0,1252,1553,2804,0,3,3,342,361,705,3,10,14,0,0,0,6,7,17,10,8,22,26,19,50,39,39,82,75,73,150,8,6,13,8,3,13,72,105,175,130,187,312,3,0,4,2236,2716,4945,262,197,460,363,276,644,3,0,3,0,0,3,54,33,85,17,24,34,68,58,127,1731,1722,3447,19,11,27,8,3,12,1751,1734,3485,528,537,1065,5490,5842,11328
209021207,440,534,975,434,650,1086,0,6,9,93,98,194,0,0,0,3179,3753,6931,6,26,29,1237,1303,2538,35,64,91,14,12,22,19,32,46,32,35,62,24,38,69,53,72,122,120,175,292,25,25,49,7,12,22,133,190,325,295,363,660,3,13,14,5702,6858,12563,664,474,1137,894,788,1683,7,3,14,0,9,15,263,191,456,38,51,92,309,250,561,3509,3381,6889,50,39,91,28,43,70,3585,3466,7051,1549,1551,3101,13143,13929,27077
209021208,262,327,594,312,475,782,32,32,58,40,55,99,3,3,7,4095,4420,8516,10,15,24,969,984,1950,19,32,53,12,8,24,19,20,36,16,15,35,26,30,50,31,51,79,87,101,186,10,12,19,4,5,12,80,117,191,228,236,462,4,12,15,5982,6616,12599,552,411,964,942,862,1809,4,10,16,0,0,0,222,176,395,28,35,66,249,214,458,2807,2581,5386,36,14,51,7,29,34,2850,2618,5464,1077,1056,2131,11925,12113,24036
209021428,395,481,871,307,391,701,0,0,3,51,60,107,0,0,0,1857,2129,3983,8,19,32,1095,1140,2235,15,26,46,6,3,9,10,7,17,18,20,37,24,25,51,33,32,65,68,66,131,14,14,31,4,3,7,74,106,179,227,251,483,5,0,9,3810,4317,8125,317,228,544,518,472,992,14,17,26,3,0,3,47,38,87,16,35,53,71,72,141,3494,3474,6970,60,33,92,22,24,42,3573,3530,7105,1130,1079,2213,9824,10200,20022
209021429,124,146,270,179,220,401,0,0,0,22,27,50,0,0,0,1469,1717,3183,3,9,11,506,544,1050,9,10,21,4,0,5,7,13,25,10,13,21,7,10,12,14,28,39,26,41,73,5,13,22,3,7,9,53,92,150,79,112,198,6,0,8,2411,2854,5265,134,118,256,446,343,792,5,8,12,0,0,0,29,21,51,26,28,53,50,54,110,2170,2161,4328,30,24,58,8,21,26,2215,2205,4420,544,526,1069,5931,6256,12189
209031209,82,127,206,1108,1272,2380,0,0,0,176,223,401,61,65,122,2577,2885,5459,10,13,18,299,300,602,13,15,35,6,8,11,43,47,95,13,20,27,39,26,69,48,68,117,180,231,412,13,25,41,3,8,8,287,404,688,206,293,499,8,9,16,5093,5900,10993,43,42,84,51,49,98,11,12,25,0,0,0,11,12,17,26,37,59,37,43,79,4897,4636,9536,38,38,82,23,37,69,4964,4717,9684,859,866,1731,11145,11759,22899
209031210,12,18,37,184,230,416,0,0,0,15,21,41,0,0,0,278,340,619,4,3,8,15,13,24,0,3,4,4,4,7,3,11,14,0,0,0,6,3,8,3,4,13,20,27,49,0,0,4,0,0,0,51,71,119,36,33,67,0,0,0,621,773,1394,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,12,10,19,12,10,19,886,788,1679,17,11,34,3,3,10,904,806,1712,138,139,275,1698,1752,3450
209031211,10,17,27,204,225,430,0,0,0,30,30,56,0,0,0,332,350,679,5,0,5,30,28,53,3,4,6,0,0,3,9,8,14,0,0,0,3,4,9,11,13,24,49,44,87,0,0,4,6,6,15,56,59,114,41,50,88,0,0,0,765,822,1587,3,4,8,0,0,3,4,0,4,0,0,0,3,3,11,13,17,31,20,22,40,914,781,1700,11,3,14,0,7,3,924,789,1721,247,221,472,1969,1879,3844
209031212,17,39,50,320,320,636,0,0,0,13,13,33,0,0,0,392,394,785,3,0,3,36,24,61,0,0,7,0,0,0,6,8,12,0,0,0,3,4,8,3,6,9,53,43,99,6,5,11,7,4,7,75,104,185,55,71,133,7,4,10,978,1013,1996,4,4,6,0,0,0,0,3,3,0,0,0,0,0,0,6,10,21,6,15,19,1277,1168,2448,11,14,20,10,16,23,1301,1188,2495,287,297,583,2596,2560,5152
