SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
209041219,37,37,68,38,73,24,32,31,3,343,42,52,121,119,93,64,52,50,3,600,96,43,533,199,119,93,132,169,26,1410,9,7,16,9,22,9,8,11,0,92,10,11,27,27,28,14,13,25,6,165,10,9,12,4,13,0,16,22,6,94,9,16,29,28,28,16,28,37,21,204,391,924,935,617,610,359,364,466,101,4769
209041220,50,83,71,56,73,39,21,22,3,417,88,72,73,139,127,70,22,21,13,621,147,84,699,214,168,122,133,133,25,1734,3,12,5,15,36,10,11,12,0,108,11,7,16,36,36,20,20,22,0,170,5,14,9,6,10,8,3,10,0,63,19,25,32,26,27,22,12,27,21,210,596,1344,996,656,770,432,268,318,89,5475
209041221,28,74,38,44,31,22,12,20,4,275,46,50,45,98,70,32,15,26,6,387,70,38,464,163,127,74,82,82,16,1109,3,4,10,13,16,7,4,5,0,57,11,8,15,23,31,12,17,10,0,133,4,8,10,8,6,5,4,3,3,44,10,7,25,16,16,13,18,20,4,135,331,925,658,489,469,230,189,206,49,3543
209041223,30,35,49,41,48,28,35,27,3,290,32,36,78,121,76,58,37,34,7,479,75,41,475,186,110,76,129,134,22,1241,3,3,3,14,20,16,9,16,0,83,10,7,19,38,18,15,18,29,0,157,6,7,9,4,9,6,9,7,0,53,13,23,33,29,11,24,35,42,26,238,309,755,783,600,491,334,362,417,88,4132
209041224,42,61,31,52,65,21,18,9,9,305,77,75,63,155,108,32,24,16,6,557,195,86,932,235,219,123,221,160,30,2202,9,4,18,12,34,9,6,17,0,112,11,7,19,31,37,23,14,13,4,163,7,4,6,3,11,9,0,3,0,50,20,21,44,18,33,14,25,33,16,222,544,844,1151,612,625,272,327,269,72,4723
209041225,38,51,11,31,21,9,0,7,0,173,32,50,33,58,42,15,8,13,3,256,119,31,543,113,88,60,74,82,18,1118,0,3,6,7,19,6,3,0,0,47,13,3,4,19,16,11,3,6,0,74,0,3,3,3,8,0,3,0,0,22,9,7,11,24,25,22,13,10,9,129,309,489,638,307,277,138,115,127,40,2430
209041430,98,108,44,112,102,52,17,19,3,539,159,136,95,209,182,78,30,19,5,911,269,109,1214,347,267,179,166,224,34,2817,8,6,9,15,32,20,8,11,0,106,20,19,19,44,44,23,19,16,5,197,7,8,4,11,9,5,8,3,0,53,15,18,14,30,28,30,12,3,17,170,910,1658,1472,955,923,473,277,325,99,7095
209041431,27,45,39,38,33,15,22,19,3,241,30,47,50,106,62,42,28,25,6,398,71,40,446,159,117,80,115,117,12,1162,5,3,8,13,19,14,5,12,0,75,11,6,8,20,23,20,15,15,0,128,4,14,10,8,7,14,8,11,0,71,4,11,26,34,19,21,26,25,23,181,291,677,642,486,455,272,282,272,59,3433
209041432,13,21,25,22,23,17,22,16,3,164,23,24,31,65,32,19,15,28,6,247,55,18,229,98,72,30,59,74,11,640,5,3,8,11,12,5,3,9,0,58,8,3,5,23,18,13,11,10,0,88,0,3,7,0,4,4,0,4,0,25,5,3,9,17,14,7,17,12,12,94,197,368,368,313,272,152,177,199,49,2097
209041433,35,40,43,44,38,21,31,22,3,276,45,46,53,112,70,44,36,30,6,442,49,18,257,118,83,52,100,86,17,784,3,3,0,5,14,5,4,7,3,51,7,9,4,22,17,13,11,5,3,87,8,10,8,8,5,7,6,3,0,52,11,20,10,14,12,8,4,13,6,97,294,802,457,494,476,242,272,237,58,3338
209041434,66,85,52,57,57,39,17,17,3,398,85,94,75,152,121,60,18,25,6,645,138,69,699,272,202,102,151,139,22,1792,3,11,0,25,30,17,9,11,3,100,15,8,22,52,27,24,13,18,0,169,7,13,5,7,4,3,13,0,3,64,11,17,17,17,29,18,19,23,12,151,585,1288,953,766,735,383,288,308,74,5389
209041435,49,46,28,48,48,31,9,15,0,277,58,56,59,105,111,32,22,26,3,471,109,68,475,155,130,93,106,80,15,1227,3,3,3,7,7,12,3,4,0,52,13,16,9,23,23,15,7,11,0,118,9,11,10,4,10,5,3,6,3,61,9,10,12,18,14,16,15,9,20,128,464,1053,665,483,547,283,210,189,64,3957
209041436,40,59,28,41,43,31,4,12,3,266,47,68,34,94,74,26,19,23,4,396,113,39,473,168,142,67,87,94,21,1211,7,3,3,8,16,11,7,8,3,68,8,4,8,27,34,12,19,7,0,125,4,4,7,6,12,0,8,0,0,41,12,10,10,18,17,9,10,16,7,109,403,849,630,493,522,265,182,218,49,3609
209041437,33,27,32,31,48,15,17,12,0,219,33,42,53,93,65,23,52,32,3,406,45,20,257,89,65,59,82,58,20,697,8,3,3,5,14,9,5,3,0,47,0,6,10,11,19,7,12,8,0,68,6,8,3,0,3,7,7,3,0,35,13,9,8,9,9,13,11,23,3,97,291,707,465,374,390,212,283,198,47,2964
210011226,27,41,23,35,28,14,3,5,0,178,47,47,31,55,64,29,9,12,6,307,74,31,299,75,73,49,55,53,8,719,3,3,3,4,5,7,0,3,0,27,11,7,3,24,19,9,0,7,3,80,3,10,0,0,3,0,3,3,0,24,6,8,10,7,11,8,5,11,5,71,331,689,412,266,322,184,94,104,43,2441
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,25,49,17,20,44,14,6,7,0,188,61,50,18,36,73,30,8,11,3,296,91,34,331,58,91,55,44,55,10,756,5,0,3,4,7,5,0,4,0,32,5,8,9,14,13,13,10,9,0,79,11,7,7,4,8,6,4,5,0,37,8,12,5,7,14,11,6,4,13,83,392,722,423,198,365,192,81,105,33,2519
210011229,76,127,61,68,92,37,29,18,13,519,116,115,91,118,158,71,33,35,14,755,192,81,801,191,202,118,121,135,21,1867,9,4,5,19,35,14,9,11,3,103,23,17,17,39,62,30,13,8,4,214,6,27,7,13,19,7,6,6,4,85,18,28,30,24,33,30,20,24,27,242,1012,2321,1166,680,1062,484,282,306,138,7442
210011230,36,43,22,20,27,17,4,5,3,176,66,41,37,40,57,22,6,11,5,286,72,25,228,57,78,33,35,53,5,581,9,0,3,6,10,6,3,0,0,33,3,4,5,7,12,11,4,3,3,49,3,7,5,4,5,0,0,0,0,26,5,21,8,3,9,3,0,8,3,57,432,809,335,200,337,137,58,112,36,2463
210011231,51,74,15,22,53,6,0,4,3,238,62,76,32,43,49,23,0,3,3,287,98,50,263,76,82,51,32,51,6,708,3,6,4,4,7,7,0,3,0,33,8,12,6,18,24,18,0,9,0,89,5,9,9,4,6,4,0,3,0,40,16,15,16,15,21,7,4,3,3,92,632,1255,389,269,446,190,58,106,34,3374
210021232,70,106,25,39,38,11,6,8,3,307,79,78,50,105,97,36,4,13,4,472,176,77,623,138,152,78,84,97,13,1430,3,3,8,15,12,18,0,5,0,64,11,8,11,25,37,13,11,8,0,125,4,9,5,4,5,9,0,3,0,44,5,20,15,15,18,14,7,7,0,100,694,1317,787,469,525,220,127,158,36,4350
210021233,24,38,5,8,9,10,0,0,0,99,18,24,7,17,11,3,4,4,0,86,39,6,122,25,25,24,10,20,3,275,3,0,0,0,3,0,0,0,0,6,3,3,3,5,3,3,0,3,0,25,3,3,3,0,0,0,0,0,0,13,9,8,7,8,3,4,0,3,3,47,219,469,171,111,102,62,22,38,24,1212
210021234,14,36,8,14,13,4,3,5,0,99,21,18,18,34,35,4,8,9,3,161,67,23,241,62,54,9,33,33,4,529,0,0,5,3,3,0,0,5,0,24,9,4,7,16,10,4,0,0,0,52,0,9,4,4,0,0,0,0,0,16,0,5,3,3,4,3,0,4,4,29,192,387,303,190,174,51,49,68,16,1430
210021235,53,63,27,36,31,4,6,9,4,245,51,56,20,66,49,17,3,20,0,294,113,50,521,113,99,60,111,116,15,1200,5,0,5,8,18,8,3,8,0,55,16,13,13,13,18,11,6,14,0,100,6,4,5,0,7,0,0,4,0,28,7,7,25,16,13,12,19,24,8,133,423,654,638,330,308,158,153,209,38,2911
210031236,28,35,15,7,34,12,8,4,0,154,31,47,42,50,46,12,11,20,6,255,37,31,143,62,55,35,25,46,7,427,5,0,3,3,9,0,0,4,0,30,4,5,3,14,15,3,3,3,0,44,0,6,3,3,3,0,0,3,0,25,3,3,7,7,3,9,3,3,12,55,326,995,306,244,324,139,70,135,49,2577
210031237,20,33,40,30,31,9,11,11,3,194,38,43,55,58,45,25,30,27,3,326,49,24,273,100,59,36,55,76,10,670,3,3,3,9,4,3,3,5,0,39,4,5,16,19,21,16,7,13,0,94,7,14,0,9,3,8,10,0,0,50,9,8,18,17,16,10,15,19,13,126,288,840,518,419,320,189,220,241,71,3104
210031239,85,139,73,78,91,52,17,18,5,554,110,147,128,167,173,78,27,53,6,884,171,82,719,210,184,100,103,145,24,1739,12,11,5,15,19,16,3,13,0,87,18,14,23,23,46,28,8,11,6,177,10,26,10,13,13,6,7,0,4,84,14,24,28,28,32,18,13,16,30,197,1093,2822,1181,834,1136,487,256,391,129,8329
210031438,41,67,72,76,57,35,29,33,4,414,88,85,150,144,105,61,42,54,10,738,93,45,566,194,135,96,112,130,28,1396,11,7,6,9,22,4,13,9,0,78,12,18,13,32,28,11,17,14,4,147,11,18,20,16,11,10,16,12,3,106,7,19,25,21,30,13,29,36,24,216,575,1645,1092,787,745,393,386,555,111,6283
210031439,12,23,11,10,17,13,5,3,0,96,18,20,11,16,26,12,3,3,0,100,31,4,103,33,37,17,15,20,0,256,0,0,0,0,6,4,3,3,0,18,8,5,0,10,13,5,0,0,0,33,0,4,0,0,0,0,0,0,0,5,4,3,0,3,3,3,0,0,0,25,149,304,140,96,146,65,34,38,12,986
210031440,17,25,11,14,20,3,6,3,0,93,24,28,27,39,26,5,3,12,5,168,16,26,203,42,36,10,28,34,7,405,0,0,4,5,6,3,3,5,0,24,8,3,0,3,10,3,3,3,0,29,0,6,0,0,0,0,0,3,0,13,3,8,8,13,13,9,10,5,5,70,133,359,282,147,181,60,72,74,23,1339
210041240,57,91,33,48,49,16,6,4,0,299,70,74,47,102,93,39,10,16,3,458,153,69,669,201,160,100,141,127,16,1638,6,5,8,12,25,10,3,9,0,86,17,10,14,30,33,14,12,4,3,138,6,8,0,8,4,3,0,3,0,37,13,13,8,23,25,8,14,17,3,123,492,987,824,512,512,240,202,203,33,4006
210041241,80,124,60,92,113,44,25,25,14,573,139,140,84,273,192,96,28,24,4,993,340,133,1356,423,402,205,297,271,44,3476,12,7,14,25,46,25,11,22,0,163,31,16,16,59,64,47,23,20,3,277,13,17,13,14,18,5,6,3,3,89,29,27,34,43,37,29,25,30,19,277,994,1811,1680,1160,1142,547,451,446,114,8345
210051242,12,14,33,21,27,18,17,23,6,169,18,27,62,80,28,21,14,28,6,288,26,16,229,132,50,24,67,91,7,651,3,0,7,7,7,7,12,12,0,57,9,3,0,23,5,6,9,9,0,70,4,10,7,4,0,0,6,3,0,37,3,6,24,17,10,11,18,21,6,124,141,364,433,428,217,148,238,286,48,2302
210051243,19,25,19,37,14,8,15,13,4,159,15,35,35,104,39,16,27,14,7,293,42,22,274,124,51,46,86,83,16,757,3,0,3,12,9,7,9,8,3,54,3,0,7,26,3,7,15,8,0,74,3,3,5,0,4,3,8,3,0,31,9,10,23,33,10,6,13,24,15,151,162,342,428,438,225,133,219,222,58,2226
210051245,43,91,24,50,80,32,20,20,4,365,83,82,60,117,126,56,26,18,9,581,134,71,706,195,190,96,155,160,31,1741,7,8,11,15,23,13,4,10,0,94,24,14,9,45,45,21,8,12,0,183,3,5,5,7,18,5,7,7,0,59,13,17,21,30,30,12,22,24,17,188,487,1080,900,588,726,320,282,292,79,4754
210051246,84,81,57,41,78,45,14,11,7,427,103,79,68,94,126,51,15,18,14,562,184,58,668,138,156,87,120,133,30,1565,6,6,0,14,26,12,3,8,0,77,23,10,21,17,53,27,15,13,8,182,11,14,5,0,15,4,10,9,0,63,13,25,25,19,32,31,11,13,10,181,790,1233,912,419,735,389,215,247,104,5045
210051247,7,18,15,41,29,18,19,14,0,161,16,29,27,95,37,29,18,16,13,284,43,20,246,147,58,55,97,89,5,765,5,0,3,14,6,7,3,14,0,49,3,3,14,23,11,0,13,9,0,84,0,7,6,3,6,0,5,3,3,33,3,9,10,14,16,7,24,24,9,118,142,407,371,419,261,152,233,206,45,2231
210051248,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,7,0,3,0,0,0,0,35
210051249,45,48,46,72,51,22,28,21,4,328,49,64,60,150,84,44,38,38,9,529,85,34,419,192,104,79,147,121,16,1189,3,7,4,25,11,14,18,9,0,88,13,3,17,41,35,18,22,21,0,166,3,18,8,10,9,5,6,10,0,64,7,9,24,23,16,22,26,23,23,171,372,942,652,688,537,297,372,325,71,4267
210051250,11,22,20,24,33,9,11,8,0,127,27,21,23,47,54,28,12,12,0,229,48,28,262,74,76,32,59,68,10,666,3,3,4,4,9,4,7,3,3,46,7,3,9,15,15,13,7,6,0,64,3,6,0,3,0,3,3,3,0,17,12,9,11,16,15,9,3,7,8,81,179,374,355,229,269,116,123,143,28,1822
210051441,10,13,25,23,11,7,8,11,0,115,25,25,30,66,58,18,22,27,0,270,60,23,310,119,92,46,100,77,12,833,0,3,3,8,8,9,3,8,0,42,0,3,6,25,11,8,10,11,0,71,0,6,9,5,7,0,3,0,3,33,12,5,13,11,11,12,15,15,12,101,152,303,422,321,268,138,209,190,33,2042
210051442,40,43,44,33,36,18,26,26,7,261,44,44,54,113,75,41,44,22,7,443,89,40,320,136,115,49,92,82,18,940,3,4,3,7,12,4,4,9,0,44,3,4,8,22,17,8,7,7,0,82,9,11,3,5,5,4,7,10,0,58,5,14,9,9,15,9,9,9,8,91,339,692,528,456,447,199,274,211,68,3220
210051443,42,36,40,50,53,18,23,23,4,300,48,58,84,142,93,43,63,51,8,592,106,60,516,216,148,89,165,153,28,1480,5,3,11,19,20,10,4,14,0,89,7,13,5,28,29,16,27,23,0,147,4,12,9,5,8,5,9,8,0,62,6,6,18,19,16,11,18,18,12,139,395,786,797,640,573,304,418,390,81,4390
210051444,33,34,63,36,39,17,59,18,3,311,64,59,74,127,87,47,71,41,9,584,67,33,344,170,93,51,124,121,12,1004,0,0,4,13,12,4,9,7,0,52,14,4,4,27,19,10,10,3,3,105,7,19,9,11,8,8,9,9,0,74,13,10,17,14,15,7,12,9,10,111,387,921,617,604,530,270,424,286,57,4108
210051445,6,12,14,11,22,3,10,5,0,80,28,17,20,32,29,19,7,4,0,161,41,7,171,46,49,17,34,32,7,402,7,0,5,0,3,4,0,0,0,18,4,7,3,0,9,3,9,10,0,34,3,6,3,3,3,0,3,3,0,19,0,0,9,0,0,8,5,5,7,32,138,225,241,126,161,61,84,81,15,1136
211011251,35,41,49,39,39,28,12,15,3,262,68,66,66,105,87,36,14,21,8,457,84,72,518,169,110,64,87,83,19,1214,6,3,7,9,8,7,6,7,0,55,7,12,17,26,21,12,6,12,0,116,0,3,4,4,7,4,3,10,0,40,9,11,16,15,13,7,11,16,12,106,386,1005,770,512,493,250,172,218,55,3858
211011254,74,91,33,55,57,31,10,13,3,366,92,56,50,101,99,51,20,21,3,499,135,62,520,154,141,101,94,114,25,1345,3,3,5,15,28,10,3,10,0,78,8,14,8,29,20,24,11,11,0,124,8,14,5,11,17,4,3,4,0,67,10,12,11,9,11,8,8,11,20,105,679,1493,766,544,662,377,183,237,78,5019
211011255,41,60,6,25,40,19,3,9,3,193,51,39,20,45,57,27,4,3,4,261,136,34,319,51,71,37,30,44,11,748,3,0,0,4,3,4,0,3,0,22,8,7,4,17,16,3,3,3,0,59,9,6,3,0,4,3,0,0,0,23,4,15,8,8,16,7,3,8,3,57,454,630,398,191,325,151,58,85,28,2307
211011256,62,107,49,44,69,36,16,17,3,404,73,105,53,103,125,63,20,33,3,579,130,79,657,166,159,99,100,108,25,1512,6,8,4,4,11,11,7,10,0,57,18,10,10,19,45,18,12,11,0,148,6,16,3,5,10,9,4,3,8,68,15,21,22,22,24,12,9,13,10,132,658,1535,890,512,742,383,187,247,70,5233
211011257,30,68,14,21,45,14,7,3,4,219,65,58,32,65,69,25,4,10,4,329,84,43,321,75,84,62,41,47,4,768,0,0,0,3,14,3,0,3,0,28,14,15,3,10,22,7,5,7,0,85,3,5,9,0,7,3,0,0,0,34,5,3,10,5,5,5,8,8,4,58,434,824,448,253,397,191,87,114,22,2769
211011258,55,58,29,28,70,23,9,8,5,295,68,65,43,62,84,44,9,8,3,386,116,50,398,97,112,71,62,76,18,998,9,4,3,7,17,8,3,8,0,48,11,12,4,16,25,16,5,5,0,99,5,9,7,8,12,6,0,9,0,65,9,11,16,11,11,10,3,8,12,96,559,1080,569,325,538,282,116,148,57,3656
211011259,49,112,50,47,63,24,5,16,0,359,75,78,60,100,95,42,11,18,4,493,133,56,432,128,124,86,72,80,13,1114,3,5,4,14,20,3,3,0,3,60,15,5,13,11,36,19,4,11,0,118,3,14,3,3,12,7,0,0,0,50,13,16,3,11,13,10,8,9,21,102,652,1478,671,466,653,328,136,182,64,4631
211011260,75,115,37,52,76,26,8,23,17,436,93,82,61,119,104,46,13,21,9,555,135,63,457,152,140,90,85,68,28,1218,3,10,11,16,16,8,0,5,4,76,10,18,12,21,40,23,9,11,0,134,10,16,3,5,18,5,0,7,0,76,15,23,18,9,27,14,7,7,8,123,853,2045,755,548,840,409,173,209,100,5921
211011446,67,116,80,80,83,40,14,22,5,499,101,126,113,213,153,76,25,48,14,865,210,102,1041,296,277,153,170,226,25,2503,7,4,16,16,37,17,9,15,0,128,14,16,20,61,46,21,9,25,3,210,10,23,12,14,15,8,3,9,0,93,11,26,32,26,26,24,18,27,15,215,765,1785,1473,913,943,455,280,452,95,7159
211011447,50,77,35,48,64,21,13,17,4,328,68,72,65,108,98,43,15,23,9,493,139,75,663,214,168,87,119,130,17,1612,4,10,8,8,15,14,5,9,4,70,13,16,11,28,21,21,9,12,0,125,3,3,4,4,9,6,0,0,3,35,15,9,10,11,14,8,5,19,15,110,514,1197,872,535,600,281,201,258,62,4518
211011448,60,84,40,47,52,38,10,12,9,348,76,93,78,158,116,55,11,25,4,610,186,80,787,207,176,99,118,137,22,1816,9,3,9,13,19,6,0,19,0,79,11,21,11,28,31,17,8,8,7,144,6,15,6,3,9,3,0,3,0,50,5,12,15,25,22,19,12,11,20,146,603,1267,1029,607,623,305,189,249,75,4958
211011449,23,24,10,32,21,10,0,6,0,117,32,31,13,23,43,22,8,8,0,174,59,30,264,64,49,22,27,42,11,571,3,3,0,3,3,7,0,3,0,19,3,5,3,8,7,4,3,5,0,43,0,0,3,0,3,0,3,0,0,13,8,12,3,8,0,0,4,4,9,44,196,369,322,169,189,86,50,77,26,1487
211021261,81,127,37,46,84,41,5,10,3,428,78,71,44,66,86,47,5,18,3,421,161,73,385,98,100,66,37,57,12,994,3,0,9,3,17,3,3,6,0,46,34,17,7,19,27,26,0,10,4,141,8,18,4,7,7,10,0,3,0,56,15,22,12,7,19,10,0,5,19,112,1062,2048,582,399,690,367,75,150,76,5456
211021262,67,93,18,38,54,23,0,5,0,303,69,74,25,51,58,24,3,16,4,324,182,48,414,84,78,39,37,61,12,961,3,3,7,9,17,7,0,3,0,35,19,10,4,12,23,13,0,0,0,87,3,13,3,8,3,4,0,0,0,32,14,18,7,12,13,6,3,6,6,97,795,1197,535,299,407,201,49,100,51,3630
211031263,43,60,40,57,53,16,9,21,8,301,58,84,56,108,89,30,20,20,5,472,130,72,701,162,157,85,97,123,20,1534,8,8,5,10,19,8,3,3,0,59,11,6,6,24,30,19,8,7,0,107,3,7,6,8,11,7,4,11,0,45,9,9,20,15,19,11,12,20,10,123,450,989,881,480,529,235,159,228,50,4001
211031265,99,154,54,69,87,36,3,16,8,522,122,116,87,140,144,58,14,19,6,701,250,87,793,237,231,118,87,98,24,1924,13,6,11,13,25,12,5,13,0,99,22,21,17,34,44,27,3,6,3,180,10,19,5,7,14,8,4,3,0,73,24,25,14,19,29,14,7,6,13,141,1080,2057,1058,686,866,396,138,208,77,6563
211031266,59,93,49,61,68,28,10,18,8,400,93,100,82,137,97,53,30,22,4,622,140,78,567,209,144,107,64,126,14,1456,7,5,7,5,27,11,3,11,0,72,19,13,11,31,37,19,13,17,4,162,9,17,7,4,13,3,3,0,0,53,10,21,6,19,14,14,12,15,12,116,727,1844,876,690,798,374,177,295,74,5852
211031267,96,147,67,72,95,42,16,13,8,553,97,148,82,143,127,58,14,20,6,689,200,106,655,209,190,106,88,131,17,1718,11,3,7,18,15,19,11,10,3,97,18,31,14,44,28,19,4,20,0,174,4,13,7,8,15,3,0,3,0,61,16,23,26,16,20,17,4,19,17,150,1046,2567,1017,756,874,413,170,270,77,7186
211031268,51,80,24,46,47,30,3,10,10,299,60,74,44,58,45,27,0,19,0,327,114,42,335,85,114,57,24,55,8,829,5,0,3,7,7,5,0,0,0,33,4,9,7,19,25,11,3,9,0,92,3,9,0,4,4,4,0,0,3,27,8,17,4,9,3,3,4,4,11,73,589,1176,475,330,437,208,45,117,56,3423
211031450,50,81,47,74,70,21,6,15,0,368,71,111,71,143,83,51,14,19,3,563,149,92,682,220,177,91,94,151,19,1672,3,3,5,15,13,10,5,9,0,61,17,10,16,36,32,12,6,15,0,137,4,10,4,0,0,4,0,3,0,28,14,9,19,16,10,14,5,17,10,129,548,1425,938,659,617,287,166,266,50,4962
211031451,49,83,34,52,55,28,9,10,0,316,67,79,51,84,79,32,7,12,10,424,146,70,483,147,152,87,49,87,12,1232,3,6,11,12,16,14,7,4,0,69,13,11,11,21,27,19,5,11,0,126,3,10,9,3,7,7,3,3,0,43,4,15,12,13,20,15,9,17,12,124,544,1311,680,446,570,294,104,179,64,4191
211031452,11,34,12,15,15,11,3,3,0,106,33,33,25,39,33,16,5,7,0,193,46,33,241,68,41,26,28,37,10,525,3,0,4,3,5,4,3,5,0,27,5,3,8,12,8,5,0,0,0,39,3,3,4,0,3,0,0,0,0,15,3,5,7,10,5,4,3,4,0,48,186,462,333,185,192,85,45,65,22,1576
211041269,35,57,27,27,43,23,9,10,0,234,50,63,45,64,53,35,9,22,3,346,62,25,218,73,50,42,31,47,7,556,3,3,5,3,9,10,0,3,0,38,12,3,3,7,19,7,8,5,0,60,4,6,7,6,6,0,0,3,0,35,8,4,4,7,9,3,4,4,5,51,499,1269,409,327,478,261,86,151,40,3522
211041270,66,121,40,58,61,30,8,13,7,399,82,127,67,97,100,49,16,21,5,559,124,61,401,141,122,65,47,78,14,1056,0,3,7,12,9,4,4,7,0,50,6,15,9,22,23,14,3,8,0,110,11,19,4,7,14,5,0,0,0,58,6,21,8,15,12,9,3,6,15,94,850,2492,687,578,766,353,112,194,70,6105
211041271,35,82,26,37,51,14,11,12,4,268,48,71,65,73,83,33,12,20,5,410,79,41,263,105,89,50,38,58,9,733,3,5,3,9,13,0,0,0,4,39,7,7,3,15,19,14,3,4,0,74,8,7,5,6,3,3,3,4,0,46,3,15,12,11,10,5,3,4,10,68,599,1579,504,408,548,238,108,173,53,4206
211041272,42,63,37,28,44,18,3,19,14,263,58,62,34,66,61,29,15,15,0,332,91,26,243,80,68,40,23,51,8,643,0,3,4,7,9,4,0,3,0,35,9,6,5,16,18,3,3,5,0,63,3,21,8,5,7,0,0,9,0,47,6,21,3,4,5,12,3,0,9,72,516,1372,411,314,486,205,72,144,56,3575
211041273,41,82,35,29,40,24,7,14,3,276,49,68,32,50,50,34,9,18,3,305,74,38,193,85,59,36,31,41,3,562,3,3,3,0,9,4,3,5,0,25,7,4,12,15,21,10,5,8,0,91,9,16,3,6,6,4,0,0,0,42,3,8,7,11,14,7,5,8,4,56,561,1416,398,322,518,266,80,134,37,3726
211051274,54,99,31,41,54,4,7,7,3,287,59,74,47,87,68,26,13,17,0,385,147,74,500,131,104,63,53,82,11,1173,3,7,4,12,13,12,0,13,0,48,14,7,10,22,19,6,3,3,0,80,8,11,7,3,10,3,4,0,0,40,9,8,19,12,12,5,15,12,18,109,555,1187,668,408,400,169,96,165,49,3700
211051275,38,61,24,41,43,23,6,7,0,247,74,49,38,96,89,35,6,13,0,405,148,57,564,138,132,87,59,99,13,1289,3,3,9,9,23,10,0,3,0,62,8,13,5,16,24,20,3,8,0,90,7,9,4,0,3,4,0,3,0,32,5,16,9,10,7,13,3,12,5,86,457,751,693,390,431,225,102,172,26,3246
211051276,54,81,33,55,53,22,3,10,3,310,87,76,47,111,90,27,16,32,6,487,203,57,715,166,103,89,114,183,30,1667,6,3,6,15,24,11,3,13,3,82,10,11,8,39,24,11,8,14,0,124,6,5,0,0,6,5,4,6,0,33,25,18,26,19,14,21,20,22,19,186,623,919,896,505,414,225,173,322,86,4166
211051277,26,38,19,50,35,5,7,8,0,188,50,72,29,79,68,27,8,8,3,349,113,44,517,148,121,77,75,94,11,1205,4,0,4,5,16,3,5,6,0,56,12,5,7,13,28,7,7,7,0,90,4,5,0,4,5,0,0,3,0,29,6,3,11,16,8,6,5,10,3,76,328,609,629,379,354,164,120,154,27,2758
