SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
213031348,..,187,81,262,0,262,..,218,27,247,0,247,..,232,12,243,6,249,..,62,3,64,0,68,..,57,6,61,0,61,..,173,25,201,9,209,..,391,57,449,0,450,..,1132,131,1262,14,1279,..,171,52,226,0,223,..,61,11,72,0,72,..,34,5,38,0,38,..,72,26,97,0,99,..,19,3,23,0,23,..,36,12,50,0,50,..,28,4,31,0,31,..,21,0,22,0,22,..,15,0,16,0,16,..,30,18,46,0,46,..,69,0,69,3,73,..,104,16,119,0,119,..,108,3,105,0,108,..,46,7,53,0,53,..,329,24,352,4,354,..,137,37,180,3,182,..,61,0,61,0,62,..,55,20,74,0,74,..,54,3,56,0,59,..,1257,604,1865,14,1873,..,947,155,1104,25,1129,..,5834,1531,7362,68,7430,..,32,8,42,1563,1603,7310,5868,1537,7408,1626,16345
213031349,..,188,27,214,4,218,..,26,0,26,0,26,..,150,14,162,0,162,..,36,0,36,0,36,..,28,3,31,0,31,..,38,0,43,0,47,..,110,16,123,0,123,..,388,33,423,0,424,..,294,38,333,3,336,..,35,9,44,0,44,..,43,22,62,0,62,..,68,12,82,0,79,..,22,0,22,0,22,..,49,10,58,0,58,..,43,0,47,0,47,..,22,0,22,0,22,..,6,0,6,0,6,..,80,11,84,3,86,..,43,0,43,0,43,..,37,0,40,0,42,..,82,0,86,0,86,..,16,0,15,0,15,..,178,7,188,0,191,..,233,30,258,3,260,..,39,0,37,0,36,..,26,4,34,0,34,..,66,4,70,0,73,..,1191,336,1522,4,1528,..,375,59,434,13,447,..,4807,1049,5859,52,5912,..,24,10,33,776,808,5501,4832,1056,5889,829,12216
213031350,..,163,72,233,3,239,..,54,18,76,0,73,..,52,3,57,0,57,..,16,3,24,0,24,..,12,0,12,0,12,..,26,4,31,0,31,..,59,7,69,0,69,..,230,35,266,0,263,..,97,25,128,0,125,..,24,0,23,0,23,..,5,3,10,0,10,..,84,53,139,0,139,..,23,0,22,0,22,..,4,0,4,0,4,..,22,4,25,0,25,..,6,0,6,0,6,..,4,0,4,0,4,..,38,11,53,0,53,..,32,0,32,0,32,..,15,0,17,0,17,..,18,0,20,0,20,..,10,0,13,0,13,..,70,7,77,0,77,..,67,7,70,0,70,..,27,0,30,0,30,..,24,10,30,0,30,..,25,7,36,0,36,..,306,130,437,0,441,..,241,49,290,7,297,..,1756,517,2280,16,2294,..,24,6,29,532,561,6381,1782,527,2306,550,9235
213031351,..,147,53,196,0,199,..,152,14,166,0,167,..,118,9,125,3,127,..,99,5,107,0,107,..,9,0,9,0,9,..,91,10,102,0,107,..,240,18,251,0,251,..,704,61,767,8,768,..,200,41,247,0,245,..,26,10,31,0,31,..,10,4,16,0,16,..,59,15,79,4,82,..,20,0,22,0,22,..,14,10,24,0,24,..,22,0,22,0,22,..,13,0,12,0,12,..,3,0,3,0,3,..,43,10,53,3,55,..,40,5,40,0,40,..,24,6,25,0,25,..,70,3,70,0,70,..,7,0,7,0,7,..,144,12,149,0,149,..,109,14,128,0,128,..,33,5,42,0,42,..,23,4,31,0,31,..,37,10,55,0,56,..,745,329,1071,7,1074,..,671,98,767,11,777,..,3545,832,4376,38,4414,..,24,13,34,687,727,6318,3569,840,4409,732,11457
213031352,..,492,191,675,0,676,..,21,3,19,0,19,..,48,3,46,0,46,..,19,4,21,0,21,..,14,0,16,0,16,..,4,0,4,0,4,..,68,0,65,0,65,..,172,12,178,0,178,..,255,47,304,3,303,..,26,8,30,0,30,..,7,6,18,0,18,..,163,61,224,0,224,..,15,0,22,0,22,..,12,0,12,0,12,..,50,7,54,0,54,..,13,3,13,0,13,..,3,0,3,0,3,..,62,13,71,0,71,..,9,3,13,0,13,..,13,3,14,0,14,..,29,3,33,0,33,..,5,3,7,0,7,..,60,12,70,0,70,..,137,18,153,3,153,..,12,0,12,0,12,..,25,4,31,0,33,..,17,3,22,0,22,..,287,110,395,0,398,..,203,47,247,10,255,..,2541,637,3180,28,3208,..,28,3,30,799,824,10763,2569,642,3211,826,14798
213041353,..,74,3,77,0,75,..,0,0,0,0,0,..,45,0,45,0,45,..,84,15,96,0,101,..,5,3,7,0,7,..,14,0,14,0,14,..,20,5,20,0,20,..,167,18,185,0,186,..,101,13,105,0,105,..,8,3,11,0,11,..,0,0,0,0,0,..,16,3,21,0,21,..,91,3,98,0,98,..,0,0,0,0,0,..,28,7,32,0,30,..,6,0,6,0,6,..,13,0,16,0,16,..,36,0,36,0,39,..,18,0,18,0,18,..,0,0,3,0,3,..,16,3,17,0,17,..,7,0,7,0,7,..,41,5,48,0,48,..,57,3,60,0,60,..,6,0,6,0,6,..,18,0,18,0,18,..,8,0,8,0,8,..,35,5,41,0,43,..,189,34,220,3,224,..,1167,118,1278,18,1299,..,32,0,35,1077,1113,17941,1198,116,1314,1093,20345
213041355,..,428,39,459,0,459,..,30,0,37,0,35,..,282,16,295,0,299,..,538,82,619,6,625,..,195,19,217,0,217,..,131,9,134,0,140,..,82,5,86,3,96,..,1270,127,1393,12,1407,..,575,41,618,4,622,..,14,3,16,0,16,..,6,0,6,0,6,..,458,59,519,0,524,..,438,22,465,3,464,..,14,3,15,0,15,..,72,3,82,0,82,..,7,0,9,0,9,..,68,9,77,0,80,..,75,17,92,4,89,..,195,5,207,4,210,..,29,0,29,0,30,..,310,5,311,7,317,..,37,3,37,0,37,..,571,15,582,9,590,..,279,30,304,0,310,..,80,4,88,0,90,..,12,3,19,0,19,..,233,25,256,0,258,..,174,80,256,5,257,..,681,98,777,16,795,..,6658,745,7411,67,7477,..,59,3,63,903,964,11771,6715,754,7472,972,20216
213041356,..,113,14,129,0,129,..,13,3,15,0,15,..,73,12,81,0,81,..,78,10,88,0,88,..,26,3,32,0,32,..,31,0,31,0,31,..,15,10,22,0,22,..,236,33,271,0,271,..,141,5,144,5,150,..,0,0,0,0,0,..,7,3,12,0,12,..,60,15,76,0,77,..,303,24,325,6,335,..,13,7,18,0,18,..,61,14,73,0,79,..,17,10,22,0,20,..,209,19,234,7,236,..,115,26,143,0,143,..,56,4,62,0,62,..,22,3,28,0,28,..,102,0,101,3,104,..,18,0,18,0,18,..,199,7,208,3,208,..,177,16,191,3,196,..,10,4,10,0,10,..,23,0,32,0,32,..,79,15,93,0,93,..,84,58,141,0,142,..,632,148,782,19,802,..,2877,496,3370,48,3420,..,67,9,74,1211,1284,14196,2940,505,3447,1259,18906
213041357,..,95,14,105,0,107,..,69,6,76,0,78,..,248,13,267,3,269,..,378,83,462,8,471,..,139,6,141,0,140,..,105,15,116,8,123,..,51,16,73,0,73,..,988,141,1134,19,1150,..,124,10,135,4,140,..,9,0,11,0,11,..,26,8,32,0,32,..,70,10,88,0,88,..,216,13,230,3,234,..,7,4,9,0,9,..,66,7,70,0,70,..,32,3,36,0,36,..,208,6,214,7,225,..,108,19,124,3,125,..,197,0,198,6,204,..,24,9,34,3,37,..,208,3,212,3,216,..,41,0,38,0,38,..,475,15,487,10,499,..,171,24,198,0,200,..,30,0,34,0,34,..,39,10,49,0,49,..,67,7,75,0,75,..,92,37,131,9,134,..,963,287,1255,19,1269,..,4244,717,4964,81,5049,..,91,10,105,1458,1560,16825,4343,730,5072,1545,23437
213041358,..,79,15,91,0,94,..,52,0,55,0,55,..,144,8,148,0,147,..,166,16,183,0,183,..,90,3,93,0,93,..,37,0,42,0,42,..,51,27,81,0,82,..,541,56,598,3,602,..,128,15,141,3,142,..,10,0,12,0,12,..,8,3,14,0,14,..,59,11,67,3,72,..,230,18,243,0,246,..,7,0,7,0,7,..,30,3,35,0,35,..,10,3,11,0,11,..,144,15,163,4,164,..,75,15,88,0,88,..,68,0,72,0,72,..,19,0,25,0,22,..,127,3,131,0,131,..,19,0,22,0,22,..,233,8,245,0,246,..,155,14,169,0,172,..,19,0,22,0,22,..,19,3,19,3,26,..,59,11,67,0,65,..,58,25,89,0,89,..,698,122,824,32,850,..,2961,406,3366,50,3418,..,83,7,90,1113,1203,12933,3043,410,3455,1162,17551
213041359,..,19,4,24,0,24,..,0,0,0,0,0,..,8,0,8,0,8,..,16,8,22,0,22,..,10,3,9,0,9,..,4,0,4,0,4,..,8,0,8,0,8,..,34,10,48,0,48,..,29,0,29,0,36,..,0,0,0,0,0,..,3,0,3,0,3,..,11,3,15,0,15,..,139,4,149,8,150,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,3,0,6,0,6,..,6,3,11,0,11,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,18,0,18,..,5,0,5,0,5,..,11,0,6,0,6,..,3,0,3,0,3,..,8,3,13,0,13,..,3,3,12,0,12,..,43,9,49,0,50,..,366,53,422,10,429,..,4,0,4,1457,1460,1156,371,53,427,1461,3040
213041360,..,262,20,276,3,283,..,29,3,28,0,28,..,455,14,471,5,476,..,522,48,570,3,573,..,171,7,173,4,178,..,206,12,221,0,221,..,126,10,135,0,135,..,1509,98,1604,15,1617,..,359,13,372,7,376,..,16,0,17,0,17,..,22,11,26,0,26,..,728,62,787,5,797,..,407,24,434,10,438,..,39,13,50,0,50,..,87,16,100,8,107,..,16,0,20,0,20,..,61,10,72,0,72,..,146,12,154,0,160,..,244,11,251,0,256,..,49,3,54,0,54,..,318,3,323,4,327,..,37,3,36,0,36,..,650,22,670,4,674,..,251,22,270,3,272,..,148,11,158,0,165,..,50,14,66,0,66,..,235,27,258,0,258,..,496,218,712,4,716,..,950,155,1105,22,1135,..,7860,1022,8876,89,8969,..,46,11,57,687,743,9514,7901,1033,8938,777,19224
213041461,..,68,7,75,0,77,..,9,0,7,0,7,..,62,10,74,0,69,..,62,10,68,0,68,..,74,3,80,0,80,..,23,3,28,0,28,..,22,0,22,0,22,..,255,28,285,0,285,..,49,8,53,0,53,..,0,0,0,0,0,..,7,3,11,0,11,..,88,12,101,3,98,..,127,11,134,0,136,..,8,0,8,0,8,..,37,6,39,0,39,..,3,0,3,0,3,..,5,0,5,0,5,..,42,5,46,0,51,..,144,3,148,0,148,..,3,0,4,0,4,..,177,7,183,3,181,..,10,0,10,0,10,..,327,10,344,3,340,..,136,33,166,0,169,..,28,4,34,0,34,..,3,0,7,0,7,..,27,7,39,0,39,..,185,64,254,0,256,..,371,93,465,10,475,..,1991,366,2359,22,2379,..,17,4,25,147,171,2200,2010,372,2383,167,4751
213041462,..,70,3,73,0,70,..,7,0,7,0,7,..,157,10,158,0,161,..,193,23,217,0,217,..,54,3,62,3,60,..,133,12,146,0,146,..,48,0,49,0,49,..,598,47,649,5,648,..,93,5,95,0,95,..,0,0,0,0,0,..,9,0,10,0,10,..,178,20,201,0,205,..,104,12,114,7,118,..,14,9,23,0,23,..,26,0,26,0,26,..,3,0,3,0,3,..,24,6,36,0,36,..,47,8,54,0,52,..,113,0,112,0,112,..,20,0,26,0,26,..,190,3,200,0,199,..,26,0,26,0,31,..,354,11,365,3,366,..,119,22,133,0,133,..,63,9,71,0,71,..,18,4,20,0,20,..,83,13,95,5,102,..,311,163,475,0,477,..,459,85,544,7,553,..,2991,516,3511,23,3539,..,12,4,18,247,264,2271,3001,526,3529,271,6072
213041463,..,266,19,286,0,286,..,64,0,64,0,64,..,364,17,378,0,378,..,307,37,347,0,346,..,168,8,185,3,184,..,201,19,221,3,223,..,81,5,84,3,89,..,1183,93,1280,9,1288,..,306,18,324,4,330,..,36,3,44,0,44,..,55,12,66,0,66,..,396,38,431,9,441,..,381,12,389,6,392,..,28,10,39,0,39,..,115,19,135,0,135,..,11,5,19,0,19,..,77,5,83,0,82,..,198,24,221,0,221,..,400,5,404,3,407,..,72,5,73,0,76,..,569,7,580,3,583,..,44,3,42,0,43,..,1078,26,1103,9,1109,..,348,35,385,4,385,..,130,9,139,0,139,..,42,7,47,0,47,..,182,13,196,0,194,..,494,150,641,6,646,..,1111,179,1294,15,1311,..,7631,921,8549,71,8622,..,78,5,85,987,1072,10210,7704,928,8634,1059,19900
213051361,..,186,25,212,0,209,..,113,12,123,4,131,..,271,23,297,0,300,..,307,44,349,0,349,..,107,8,118,3,117,..,201,19,213,3,217,..,182,17,202,3,205,..,1181,119,1300,19,1317,..,374,57,425,6,432,..,18,3,21,0,21,..,13,3,15,0,15,..,152,35,188,0,188,..,281,16,296,4,296,..,22,9,31,0,31,..,62,11,71,0,71,..,21,3,26,0,26,..,83,4,83,0,84,..,77,11,87,0,91,..,158,5,163,0,168,..,52,6,60,0,60,..,220,5,223,0,229,..,23,0,23,0,23,..,460,19,472,3,480,..,192,17,207,3,218,..,133,11,138,0,141,..,31,7,39,0,39,..,33,9,38,0,38,..,96,29,123,0,126,..,978,299,1279,16,1295,..,5302,874,6176,64,6242,..,59,23,81,957,1039,11940,5368,895,6263,1027,19224
213051362,..,133,26,159,0,159,..,190,16,208,0,208,..,312,24,337,3,338,..,393,32,425,7,429,..,102,9,104,0,107,..,209,15,223,0,223,..,282,32,309,0,310,..,1480,126,1607,10,1618,..,255,39,299,5,298,..,15,3,21,0,21,..,19,14,34,0,34,..,98,26,121,0,119,..,116,4,119,0,119,..,49,15,64,0,68,..,70,17,87,0,87,..,53,11,69,0,69,..,57,5,64,0,64,..,75,14,83,0,83,..,158,6,158,0,162,..,59,0,64,3,65,..,258,8,270,0,269,..,54,0,54,0,61,..,529,18,546,4,556,..,185,33,220,3,224,..,119,11,131,0,126,..,48,5,54,0,54,..,49,15,62,0,62,..,161,65,229,0,229,..,1226,572,1793,23,1821,..,5646,1269,6920,67,6984,..,67,25,87,940,1028,11463,5715,1291,7007,1002,19477
213051363,..,46,10,48,0,48,..,61,5,72,0,72,..,413,28,442,0,439,..,423,42,466,7,474,..,43,0,43,0,42,..,143,3,149,0,149,..,213,22,237,0,237,..,1295,106,1400,11,1409,..,50,7,58,0,56,..,19,0,18,0,18,..,22,5,32,0,32,..,39,5,44,0,44,..,15,0,15,0,15,..,15,7,21,0,21,..,18,0,19,0,19,..,11,0,11,0,11,..,57,8,67,0,68,..,26,0,34,0,34,..,117,0,118,0,118,..,152,16,164,5,167,..,163,7,170,0,170,..,29,0,28,0,35,..,458,25,480,3,483,..,78,7,89,0,88,..,47,4,45,0,47,..,44,16,61,0,61,..,3,0,3,0,3,..,120,37,157,0,155,..,718,306,1028,25,1046,..,3878,814,4688,46,4731,..,8,11,21,547,566,3605,3887,822,4712,589,8907
213051365,..,118,8,126,0,126,..,481,39,517,0,515,..,1870,104,1974,20,1988,..,2514,325,2844,24,2865,..,441,20,470,5,473,..,955,96,1050,9,1054,..,1298,150,1454,10,1462,..,7565,735,8300,67,8366,..,185,7,197,4,196,..,31,9,40,0,40,..,16,3,23,0,23,..,161,18,184,0,183,..,202,7,213,3,214,..,49,13,68,0,66,..,61,9,64,0,64,..,23,6,28,0,28,..,376,28,401,0,402,..,106,15,123,0,120,..,510,13,521,0,527,..,180,12,188,4,192,..,656,11,670,11,686,..,209,6,213,0,214,..,1556,46,1600,16,1618,..,269,32,300,4,299,..,412,30,441,6,447,..,40,3,49,0,46,..,40,3,45,3,48,..,199,77,276,0,278,..,3450,574,4026,68,4097,..,16443,1965,18407,205,18614,..,101,47,150,1669,1818,14355,16551,2013,18560,1874,34784
213051366,..,78,3,76,0,76,..,531,42,572,0,572,..,1367,79,1449,8,1454,..,1553,214,1767,18,1788,..,173,16,189,6,189,..,1125,154,1279,6,1285,..,898,111,1006,19,1025,..,5638,611,6249,60,6313,..,84,6,85,0,85,..,31,5,36,0,34,..,64,27,88,0,88,..,104,3,110,0,106,..,68,0,70,0,70,..,33,14,46,0,49,..,41,3,38,0,38,..,14,0,14,0,14,..,223,20,240,4,242,..,64,11,71,0,70,..,394,8,397,4,404,..,151,9,157,3,154,..,429,16,449,8,460,..,112,3,113,3,116,..,1082,35,1116,21,1134,..,173,20,186,5,198,..,267,32,299,6,305,..,44,3,51,0,51,..,32,4,35,0,35,..,290,99,393,0,390,..,2469,392,2864,83,2941,..,12500,1728,14231,201,14426,..,66,37,100,2231,2328,6656,12564,1766,14328,2426,23412
213051368,..,76,13,87,0,90,..,33,3,40,0,40,..,78,9,86,0,89,..,119,15,133,0,135,..,24,0,24,0,24,..,24,0,22,0,22,..,81,6,84,0,88,..,352,33,384,3,389,..,679,128,799,14,817,..,10,0,10,0,10,..,14,7,14,0,14,..,105,8,112,0,112,..,38,3,44,0,49,..,16,12,22,0,22,..,27,7,32,0,34,..,28,4,36,0,36,..,15,0,15,0,15,..,36,8,43,0,43,..,48,0,48,0,48,..,13,0,17,0,17,..,49,0,47,0,47,..,22,0,22,0,22,..,128,3,131,0,131,..,51,11,65,0,65,..,15,5,21,0,21,..,27,8,32,0,32,..,4,4,9,0,9,..,60,13,70,0,72,..,304,207,516,10,526,..,2230,520,2752,32,2785,..,24,9,31,649,679,7871,2255,527,2780,681,11333
213051369,..,71,3,77,0,77,..,210,16,223,3,233,..,591,42,635,6,639,..,653,77,729,3,733,..,183,10,195,3,194,..,179,24,199,0,201,..,246,14,256,0,262,..,2064,176,2237,12,2257,..,105,17,121,0,121,..,10,0,17,0,17,..,10,4,17,0,15,..,38,3,36,0,36,..,92,9,103,0,103,..,21,0,20,0,20,..,46,10,53,0,53,..,39,9,49,0,49,..,99,8,108,6,120,..,85,8,95,0,98,..,181,4,182,0,189,..,48,4,55,0,55,..,280,0,280,3,284,..,83,4,84,0,82,..,587,15,598,9,609,..,140,21,164,0,164,..,185,16,204,3,208,..,47,10,56,0,57,..,25,0,22,0,22,..,89,21,112,0,112,..,1593,407,2005,34,2038,..,5942,792,6737,81,6819,..,73,14,94,1170,1262,15194,6017,809,6829,1252,23273
213051464,..,99,7,108,4,111,..,68,6,75,0,75,..,308,8,318,0,318,..,194,9,208,3,206,..,50,0,53,0,53,..,74,9,90,0,90,..,55,5,58,0,62,..,754,46,796,9,805,..,138,7,143,0,144,..,20,3,21,0,21,..,92,28,120,3,121,..,80,7,82,0,89,..,46,0,46,0,46,..,33,3,43,0,43,..,32,0,34,0,34,..,64,8,76,0,76,..,53,3,55,0,55,..,50,8,58,0,58,..,55,0,55,0,55,..,92,6,100,0,100,..,78,3,80,0,80,..,20,0,20,0,20,..,247,8,260,0,260,..,130,12,139,0,140,..,77,3,78,0,78,..,17,0,21,0,21,..,27,0,31,0,31,..,137,28,163,3,170,..,555,77,632,12,645,..,4039,685,4727,37,4765,..,23,4,34,625,663,6772,4065,696,4760,671,12197
213051465,..,232,17,249,0,249,..,104,8,116,0,112,..,914,37,950,4,958,..,274,26,303,4,306,..,141,6,143,4,153,..,201,19,217,0,217,..,269,19,287,3,291,..,1907,111,2020,22,2034,..,191,19,215,3,215,..,57,3,66,0,66,..,125,47,174,0,180,..,194,13,210,4,222,..,116,7,117,0,117,..,61,12,74,0,74,..,64,4,72,0,72,..,94,6,103,0,103,..,65,6,71,0,72,..,141,27,166,0,169,..,148,3,150,4,158,..,375,28,400,3,402,..,289,3,292,3,299,..,79,4,82,0,82,..,889,37,927,8,937,..,181,15,201,0,201,..,226,15,236,0,236,..,65,14,81,0,81,..,49,9,52,0,52,..,296,83,375,0,372,..,1270,173,1448,33,1485,..,8503,1319,9822,94,9915,..,33,15,55,899,950,12311,8539,1335,9873,997,23180
213051466,..,75,3,72,0,75,..,100,4,108,0,108,..,858,29,891,5,888,..,253,24,276,0,275,..,118,3,119,0,119,..,155,10,169,0,169,..,444,25,466,3,470,..,1929,97,2024,5,2034,..,75,3,83,0,83,..,55,5,57,0,57,..,186,86,276,3,275,..,72,4,83,0,83,..,41,0,38,0,38,..,33,4,39,0,39,..,44,5,48,0,48,..,42,9,55,0,55,..,127,11,135,0,140,..,44,4,52,0,52,..,155,4,159,0,163,..,292,20,311,0,311,..,136,3,141,4,145,..,71,0,75,0,75,..,662,25,684,3,691,..,100,15,117,0,113,..,198,3,199,3,203,..,19,5,29,0,29,..,26,8,29,0,29,..,95,27,123,0,121,..,839,134,973,31,1006,..,6428,972,7396,64,7458,..,25,14,41,567,604,6365,6452,987,7436,626,14433
213051467,..,114,20,136,6,136,..,173,16,195,3,196,..,321,26,346,0,347,..,411,46,459,3,463,..,83,6,90,3,92,..,122,12,136,4,141,..,109,5,115,3,115,..,1221,116,1334,17,1352,..,242,53,296,3,302,..,29,4,35,0,35,..,23,3,24,0,24,..,46,4,54,0,53,..,80,8,83,0,89,..,51,28,77,0,79,..,78,22,101,0,101,..,22,4,27,0,27,..,74,10,82,0,82,..,79,22,99,3,104,..,113,11,119,0,124,..,32,0,39,0,39,..,183,6,191,0,194,..,29,0,29,0,33,..,365,22,386,4,387,..,167,36,198,3,205,..,85,9,92,0,92,..,34,12,40,3,43,..,18,3,19,0,19,..,141,55,195,3,199,..,1504,811,2311,32,2345,..,5060,1401,6460,85,6548,..,70,18,92,1292,1381,11927,5130,1417,6552,1381,19861
