SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
207011154,11,10,17,102,110,214,0,0,0,105,96,197,4,0,4,990,826,1812,37,74,107,3,0,3,16,0,16,42,4,51,10,3,15,45,31,70,1362,1158,2525,9,12,17,0,0,0,0,8,8,8,5,15,0,4,4,0,0,0,19,23,44,0,0,0,11,12,25,7,8,8,0,0,3,0,0,0,18,20,36,28,13,37,62,57,122,3,5,10,0,0,0,0,0,0,3,9,9,82,110,196,95,191,287,6,14,22,1621,1540,3159
207011155,722,553,1270,13,12,26,0,0,0,44,64,112,11,0,14,2207,1857,4058,74,152,224,10,0,10,18,0,21,86,18,103,23,12,39,80,96,179,3279,2771,6054,19,17,35,0,0,0,59,56,110,39,31,71,7,9,17,15,5,19,134,119,254,0,0,0,7,5,15,0,0,0,0,0,0,0,0,0,6,5,14,24,23,48,172,148,319,21,18,39,0,0,0,0,0,0,22,22,43,230,313,547,255,490,746,15,28,40,3976,3769,7747
207021156,32,31,63,208,177,383,0,0,0,4,7,8,5,0,4,1822,1419,3245,68,162,233,26,0,26,20,3,22,15,0,15,15,14,25,23,20,45,2225,1825,4056,29,13,50,0,0,0,3,0,3,17,12,30,5,3,9,0,0,0,57,32,92,0,0,0,13,18,27,8,7,16,3,8,13,0,0,0,27,34,60,22,11,33,104,80,183,5,15,18,7,4,8,0,0,0,12,15,27,92,121,205,149,240,392,27,29,55,2611,2306,4921
207021157,51,46,97,462,459,923,0,0,0,3,7,10,10,3,16,3073,2336,5408,133,282,413,27,0,24,31,0,38,17,4,21,27,15,39,109,113,223,3955,3270,7220,61,54,116,0,0,0,5,0,5,22,21,41,7,3,6,0,0,3,100,76,176,0,0,0,35,32,63,24,24,52,3,15,23,0,0,3,60,78,138,39,23,63,200,175,379,34,37,74,16,5,21,0,0,3,46,47,92,225,230,454,250,467,717,44,31,78,4716,4226,8942
207021159,40,30,67,266,270,535,0,0,0,3,0,3,5,0,8,2777,2249,5025,110,239,351,28,0,28,16,0,19,6,0,13,18,13,27,38,28,58,3313,2823,6139,27,15,45,0,0,0,0,0,0,27,5,32,3,10,13,3,0,3,60,31,94,0,0,0,16,11,26,29,26,55,9,8,22,4,0,0,53,55,111,19,19,34,128,100,233,17,13,34,5,14,19,0,0,0,22,28,54,246,242,490,230,409,638,31,22,52,3967,3633,7602
207021160,20,20,42,282,274,553,0,0,0,0,0,3,9,4,12,2115,1664,3776,87,164,253,21,0,21,13,4,17,19,0,19,18,11,30,14,28,45,2608,2161,4768,30,13,40,0,0,0,0,3,4,22,6,30,0,3,5,0,0,0,50,25,79,0,0,0,23,24,47,11,14,31,5,11,12,3,0,3,44,47,96,27,18,44,117,98,218,12,7,22,9,5,11,0,0,0,22,12,36,138,186,329,180,319,491,17,26,41,3085,2799,5883
207021424,43,34,70,304,280,582,0,0,0,0,3,3,3,0,3,2435,1965,4400,99,183,284,30,0,30,18,0,18,11,0,11,21,16,35,24,26,45,2978,2501,5478,26,25,47,0,0,0,0,0,3,38,17,54,4,6,9,0,0,0,70,44,115,0,0,0,16,13,31,14,16,32,6,11,21,0,0,0,42,42,80,21,28,51,133,110,242,29,17,41,4,3,8,0,0,3,35,21,50,187,183,367,216,352,572,29,15,38,3577,3178,6754
207021425,54,46,102,294,315,602,0,0,0,3,0,3,4,7,11,2010,1617,3625,72,199,277,26,0,26,13,0,13,9,3,17,18,11,26,40,52,92,2550,2248,4795,57,39,101,0,0,0,3,4,8,22,6,24,3,3,6,0,0,0,87,52,140,0,0,0,29,16,46,5,14,13,4,3,12,3,0,5,40,35,70,12,17,27,139,99,236,18,19,37,7,0,5,3,0,3,19,28,47,124,145,270,189,331,521,32,21,49,3050,2870,5923
207031161,712,535,1245,101,119,217,0,0,0,4,9,12,8,10,19,3024,2548,5572,127,260,385,28,0,28,27,0,30,87,18,107,39,15,54,112,103,217,4263,3618,7881,135,101,238,0,0,0,44,44,85,57,53,103,17,17,37,20,8,26,278,220,498,0,0,0,8,6,11,5,7,10,5,13,15,3,3,3,15,30,44,38,19,54,337,263,597,45,56,98,0,0,0,4,0,4,48,52,105,254,271,524,321,616,934,30,31,61,5247,4857,10104
207031162,157,118,278,32,44,71,0,0,0,5,8,16,3,0,7,1535,1395,2925,70,117,189,23,0,23,13,0,8,26,0,26,16,3,19,34,34,67,1915,1722,3637,68,50,119,0,0,0,3,0,9,61,35,93,9,23,32,4,0,7,144,112,252,0,0,0,4,3,7,3,0,3,3,3,4,0,0,0,7,8,19,16,9,18,166,125,290,37,23,61,0,0,0,0,0,0,37,23,63,103,134,235,156,303,457,15,12,24,2390,2318,4705
207031163,606,523,1124,91,131,226,0,0,0,37,43,80,7,3,9,2384,1987,4373,101,210,310,22,0,21,31,3,33,60,10,68,22,10,32,235,288,523,3594,3211,6808,153,135,290,0,0,0,52,44,94,72,53,122,8,25,31,12,3,13,299,258,556,0,0,0,3,14,14,0,4,9,3,11,12,0,3,3,7,26,38,38,26,61,341,315,654,62,60,120,0,0,0,0,0,0,67,64,129,186,206,389,319,494,814,36,23,64,4555,4303,8852
207031164,302,231,536,126,157,286,0,0,0,19,16,34,3,5,12,2579,2134,4711,99,223,319,36,0,36,31,0,32,54,13,66,26,10,39,107,147,256,3386,2944,6327,148,112,258,0,0,0,14,13,31,67,48,115,13,21,31,10,3,13,248,195,444,0,0,0,14,12,25,6,9,14,0,6,10,0,3,3,23,33,53,21,25,43,286,253,538,64,62,127,0,0,3,0,3,3,72,67,137,158,225,388,276,470,743,28,23,56,4205,3982,8186
207031165,108,106,213,45,60,106,0,0,0,102,120,222,5,3,5,1456,1208,2664,77,144,217,10,0,10,17,0,17,22,3,26,18,11,32,78,71,149,1929,1728,3657,49,42,89,0,0,0,31,17,46,64,55,117,12,12,20,0,0,3,153,124,274,0,0,0,23,18,42,4,0,4,3,0,0,0,0,0,33,23,49,14,21,37,196,161,359,45,42,90,0,7,7,0,0,3,50,48,96,109,102,204,192,360,550,16,13,27,2495,2405,4895
207031166,124,90,215,23,39,60,0,0,0,59,51,103,0,0,4,1553,1213,2767,67,151,217,14,0,14,11,0,8,13,3,15,21,10,34,29,26,55,1917,1587,3502,56,34,96,0,0,0,15,9,21,60,53,110,10,8,18,0,0,0,144,106,248,0,0,0,5,12,21,0,3,3,0,5,3,0,0,3,10,23,29,25,4,37,175,138,318,36,33,77,4,0,6,0,0,0,43,41,81,81,91,174,141,230,371,16,16,29,2376,2100,4471
207031167,445,371,815,12,21,35,0,0,0,40,38,84,0,0,3,1384,1270,2652,49,99,146,15,0,15,24,0,20,43,4,54,10,7,22,74,73,147,2095,1882,3981,10,12,17,0,0,0,34,30,69,36,31,67,6,20,23,12,6,16,94,94,188,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,8,11,9,12,23,113,115,222,17,20,40,0,0,0,0,0,0,17,18,38,140,188,327,179,317,500,13,20,28,2555,2537,5098
208011168,201,139,346,21,24,40,0,0,0,0,0,0,0,4,4,2141,1935,4075,72,119,194,21,0,21,18,4,19,60,15,75,27,13,37,37,66,106,2601,2319,4917,58,23,85,0,0,0,3,9,10,102,65,168,9,15,23,6,3,11,182,113,300,0,0,0,0,0,0,0,5,4,6,0,6,0,0,0,3,3,10,27,13,39,216,131,343,30,18,48,0,0,0,0,3,3,33,23,54,235,283,518,207,344,550,15,19,33,3298,3118,6422
208011169,846,695,1547,27,24,45,3,0,3,9,3,14,11,10,17,3108,2518,5627,84,163,253,12,0,12,30,7,32,147,43,188,52,19,71,133,163,296,4457,3645,8105,32,11,41,0,0,0,55,66,116,31,30,65,10,12,18,21,8,36,145,128,276,0,0,0,3,7,3,0,0,0,3,0,3,0,0,0,9,4,11,34,31,64,189,161,350,28,24,48,0,0,0,5,0,5,29,24,52,428,536,966,330,573,895,42,50,87,5473,4988,10461
208011170,362,273,640,18,18,31,0,0,0,38,33,70,14,9,18,2335,2027,4362,75,172,249,18,0,18,23,0,28,85,20,100,33,13,48,52,50,102,3051,2614,5664,41,21,59,0,0,0,27,16,42,75,57,132,10,11,17,10,3,13,159,113,268,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5,32,23,51,189,134,322,33,27,63,0,0,4,4,0,4,47,28,75,246,334,583,216,414,627,25,27,52,3771,3553,7322
208011171,326,278,601,20,23,39,0,0,0,0,0,0,3,3,9,1668,1510,3176,63,117,178,9,0,9,28,3,26,64,12,71,20,4,21,50,67,114,2248,2011,4257,48,22,67,0,0,0,10,11,25,48,56,109,14,8,18,7,6,16,128,110,238,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,6,15,19,34,149,132,276,14,22,38,0,0,0,0,3,0,14,24,40,144,189,330,163,344,502,18,15,31,2735,2700,5435
208011172,586,459,1047,20,33,60,0,0,0,4,9,10,7,8,15,2518,2193,4710,82,139,222,17,0,17,25,5,26,101,28,132,32,19,52,96,130,225,3498,3027,6522,26,35,61,0,0,0,40,40,84,60,46,107,18,18,32,20,4,28,170,140,310,0,0,0,0,0,0,3,4,3,0,5,3,0,0,3,3,8,14,34,16,53,202,166,373,30,25,48,0,0,3,6,4,8,35,28,57,252,361,618,307,520,831,26,22,45,4319,4123,8438
208011173,470,352,826,19,32,59,0,0,0,0,0,0,8,4,16,2433,2103,4537,87,137,220,17,0,17,25,0,30,115,22,136,27,10,37,91,108,200,3290,2777,6069,80,44,124,0,0,0,18,34,54,61,46,107,9,20,33,33,6,39,203,154,355,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,8,29,18,46,231,177,409,29,43,71,0,0,0,0,0,0,31,43,75,256,348,609,266,430,692,31,28,57,4106,3803,7916
208021174,789,614,1408,42,48,96,0,0,0,15,10,25,3,3,11,3235,2884,6117,123,223,349,31,0,31,44,5,46,134,26,156,46,24,64,115,154,274,4578,3993,8578,82,61,142,0,0,0,41,36,75,88,57,142,14,25,39,14,3,16,242,176,420,0,0,0,0,0,4,0,3,3,0,0,6,0,0,0,6,7,13,29,31,54,271,213,489,55,39,92,0,0,0,0,0,0,55,39,93,242,345,587,299,605,908,37,26,63,5485,5222,10709
208021176,957,874,1832,47,57,105,0,0,0,31,68,97,10,4,18,2457,1975,4429,95,140,232,23,0,23,21,3,29,106,18,128,22,15,30,79,128,207,3857,3285,7141,97,86,181,0,0,0,102,93,197,59,47,104,12,30,44,34,12,48,303,275,575,0,0,0,3,3,8,0,0,4,0,3,3,3,0,4,6,15,16,36,13,56,341,298,642,36,52,85,3,0,3,3,0,3,40,53,95,147,192,339,248,515,765,25,37,61,4667,4381,9049
208021177,603,502,1110,28,39,66,7,0,7,209,234,442,16,8,22,3040,2415,5459,95,205,306,13,0,13,36,8,39,147,44,188,40,26,68,147,172,315,4372,3660,8026,24,18,47,0,0,0,139,126,269,45,23,69,3,14,15,16,10,27,234,192,425,0,0,0,7,10,13,0,0,3,0,0,0,3,0,7,10,14,21,40,39,81,280,245,525,40,34,72,0,0,0,0,7,10,42,41,83,298,381,677,253,506,762,38,41,75,5279,4866,10149
208021178,357,287,638,23,36,60,0,0,0,120,145,269,7,5,14,2687,2395,5088,74,168,240,33,0,34,29,3,32,94,9,105,20,20,35,67,81,150,3526,3144,6670,19,24,46,0,0,0,103,75,181,84,60,137,7,19,29,15,3,11,234,173,410,0,0,0,4,8,17,0,0,3,0,3,4,5,0,5,15,12,30,36,12,48,279,205,484,45,40,86,7,0,7,0,0,3,57,43,92,220,316,537,258,443,706,38,40,73,4372,4186,8562
208021179,495,489,983,18,58,74,0,0,0,52,68,120,3,8,10,1545,1373,2917,55,97,148,9,0,9,32,0,32,105,36,147,17,18,38,109,125,232,2441,2275,4714,22,15,33,0,0,0,55,78,138,23,14,44,4,10,14,18,10,30,125,129,258,0,0,0,7,3,13,3,0,3,0,0,0,0,0,0,11,10,18,20,16,40,153,158,308,29,23,53,0,0,4,0,3,3,29,25,58,149,209,358,159,316,476,26,17,47,2969,2993,5965
208021180,383,319,702,27,35,59,3,0,3,4,3,5,5,0,5,1088,914,2005,51,71,122,8,0,8,7,0,9,31,11,41,8,7,15,37,62,104,1651,1418,3073,25,26,58,0,0,0,24,29,55,20,15,29,3,7,14,11,0,18,83,83,169,0,0,0,3,0,3,3,0,3,3,3,3,0,0,0,4,3,6,6,7,13,98,89,190,20,25,44,0,0,0,0,0,0,20,22,41,60,90,157,106,218,324,15,6,22,1956,1847,3805
208021181,477,409,883,26,24,55,0,0,0,3,3,3,7,4,10,1404,1156,2559,41,93,128,11,0,14,11,0,11,53,18,77,15,7,16,43,46,90,2089,1769,3852,35,36,73,0,0,0,38,34,69,37,28,69,12,13,18,16,4,21,137,117,251,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,3,5,10,8,11,19,148,127,274,21,17,34,0,0,0,0,0,0,22,12,33,106,109,209,172,293,465,17,12,33,2546,2326,4867
208021182,665,522,1184,52,51,107,0,0,0,52,35,83,5,6,16,1841,1563,3405,76,132,209,21,0,21,39,0,39,75,17,88,23,13,37,70,103,176,2925,2447,5366,151,109,268,0,0,0,58,48,99,51,36,84,12,18,25,15,4,14,285,210,493,0,0,0,3,9,6,0,3,3,0,7,5,0,3,3,5,17,18,15,19,32,300,250,552,65,72,139,0,0,0,3,0,3,65,75,136,142,161,303,198,368,563,12,11,25,3635,3312,6946
208021426,271,222,487,41,54,95,0,0,0,3,4,4,10,9,16,2324,2090,4416,80,150,222,39,0,39,22,0,22,69,16,79,23,16,39,55,73,126,2927,2627,5558,93,68,159,0,0,0,5,3,10,104,67,170,9,15,23,9,0,7,209,161,369,0,0,0,0,0,3,0,0,0,4,3,9,0,4,4,3,13,15,27,25,46,241,189,430,45,56,100,0,0,0,0,0,0,51,59,104,147,190,343,228,400,630,27,17,43,3621,3488,7104
208021427,204,167,370,40,44,84,0,0,0,3,5,9,7,6,12,2187,1865,4051,80,129,208,28,0,26,21,4,25,49,8,56,13,10,19,48,43,88,2674,2278,4953,47,47,98,0,0,0,6,3,7,109,81,194,9,20,38,6,0,6,174,160,334,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,6,4,16,17,31,202,180,374,35,39,78,0,0,0,0,0,0,35,47,79,121,195,314,171,346,521,24,20,46,3221,3061,6278
208031183,117,121,236,15,23,40,0,0,0,0,0,0,0,0,3,1767,1450,3214,71,119,190,17,0,17,11,0,11,19,3,26,13,8,24,15,17,35,2052,1743,3788,16,20,34,0,0,0,0,0,3,73,53,128,6,10,21,4,0,7,104,86,187,0,0,0,0,0,0,7,0,7,6,0,9,0,0,0,8,0,10,13,10,21,117,96,219,21,11,37,0,0,0,0,0,0,26,16,35,57,103,156,138,306,446,16,10,21,2401,2269,4672
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,17,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,3,22
208031185,162,159,316,9,8,12,0,0,3,0,0,0,0,0,0,2162,1863,4028,84,126,216,43,3,49,18,3,24,25,7,33,19,5,28,25,26,50,2550,2205,4747,17,16,39,0,0,0,0,3,3,44,31,73,3,8,11,6,3,11,73,60,137,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,13,30,96,71,168,20,18,31,0,0,0,0,0,0,20,18,31,113,162,274,196,358,552,23,17,36,2989,2820,5812
208031186,341,312,654,15,14,33,0,0,0,3,4,3,3,9,12,2379,2129,4506,82,103,185,30,0,30,19,0,20,26,6,33,16,13,28,21,55,81,2944,2643,5587,31,40,75,0,0,0,22,13,36,38,32,70,4,14,17,14,6,18,111,105,219,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,25,14,45,142,127,266,18,21,39,0,0,0,3,0,3,18,21,43,114,162,278,212,426,638,36,23,53,3462,3400,6862
208031187,68,48,111,5,12,18,0,0,0,0,0,0,0,0,0,999,849,1846,37,54,90,16,0,16,10,0,10,14,8,17,12,0,12,8,17,27,1162,983,2145,15,6,24,0,0,0,0,0,0,27,24,52,0,6,6,3,0,3,45,40,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,52,45,101,12,10,17,0,0,0,0,0,0,12,10,17,26,51,75,76,171,247,9,9,21,1340,1269,2612
208031188,499,450,952,48,77,129,0,0,0,3,0,5,10,3,10,3630,3162,6790,137,234,369,50,0,53,39,0,38,96,21,114,36,26,61,125,165,292,4668,4137,8807,49,48,93,0,0,0,30,28,55,98,65,165,15,21,34,21,3,23,212,162,371,0,0,0,0,0,0,7,0,5,3,7,9,0,0,0,6,9,20,43,23,61,256,192,452,30,48,78,0,4,3,0,3,3,30,59,85,207,280,483,338,616,953,35,39,69,5528,5322,10847
208031189,342,270,614,17,15,33,0,0,0,0,0,0,0,3,7,2250,1956,4205,72,112,191,25,3,30,29,0,28,37,3,37,19,10,29,31,49,85,2820,2432,5254,31,16,49,0,0,0,15,18,31,32,34,65,9,10,18,3,4,12,91,79,171,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,12,8,21,104,95,194,14,12,22,0,0,0,3,0,4,18,9,28,128,208,344,179,380,559,15,10,30,3269,3137,6400
208031190,370,301,674,40,46,86,0,0,0,0,0,0,10,3,10,2119,1967,4080,90,117,207,35,0,35,34,0,34,46,7,56,22,8,36,60,85,140,2821,2537,5361,32,27,56,0,0,0,7,21,29,51,43,95,7,13,22,5,0,10,104,105,205,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,8,23,16,40,132,121,257,16,31,47,0,0,0,3,0,3,20,31,44,151,186,336,203,364,564,32,18,45,3356,3255,6605
208031191,151,153,300,23,31,52,0,0,0,0,3,3,5,0,10,1432,1232,2665,70,89,164,19,3,23,15,0,19,36,5,41,9,9,19,55,53,110,1814,1588,3402,36,29,66,0,0,0,3,5,13,48,45,92,9,3,16,3,3,5,102,80,186,0,0,0,0,3,3,0,0,3,0,3,8,0,0,0,4,10,11,14,6,26,117,97,216,14,18,34,0,0,0,0,0,3,17,14,36,82,100,181,129,223,354,25,19,41,2184,2046,4229
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,565,431,1005,31,36,63,3,0,3,0,4,3,8,10,11,3409,3068,6475,115,180,293,39,0,39,22,0,27,93,26,120,24,11,36,78,98,181,4401,3866,8264,34,38,73,0,0,0,29,16,47,55,55,106,12,9,19,10,7,20,141,120,258,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,32,19,51,169,145,315,19,29,49,0,0,0,4,0,7,25,35,51,228,295,523,317,644,957,32,29,57,5164,5004,10168
208041194,806,687,1490,11,19,25,0,0,4,184,259,450,11,12,23,2873,2446,5316,78,167,246,5,4,14,36,6,44,159,47,206,27,24,51,177,207,385,4368,3873,8246,18,14,32,0,0,0,113,102,217,35,34,63,15,6,17,11,7,20,195,168,361,0,0,0,0,11,8,0,4,4,0,0,0,0,0,0,0,9,16,34,35,63,229,212,440,34,35,66,3,0,4,3,3,3,41,36,74,274,344,617,276,518,798,40,45,86,5228,5033,10262
208041195,812,573,1390,50,47,90,0,0,0,48,59,101,12,5,20,2954,2585,5540,94,178,275,13,0,15,39,0,41,139,31,168,37,16,53,127,194,324,4321,3696,8020,49,39,87,0,0,0,84,88,176,71,68,140,12,11,16,17,5,28,236,211,444,0,0,0,0,7,6,0,0,0,3,3,4,0,0,0,6,8,11,47,38,81,287,254,534,40,49,89,0,0,0,0,0,3,43,51,98,279,364,645,327,547,875,48,42,93,5310,4951,10260
209011196,111,93,205,22,32,51,0,0,0,41,43,85,11,0,9,1633,1234,2870,80,132,216,24,0,24,11,0,18,20,4,20,14,3,17,23,10,30,1989,1562,3547,19,11,33,0,0,0,19,13,28,30,38,75,6,12,19,3,0,3,79,77,158,0,0,0,7,13,15,0,0,3,0,0,4,0,0,0,9,16,20,23,13,33,111,105,220,29,16,47,0,3,7,0,0,0,33,18,51,45,76,121,162,257,420,20,25,44,2361,2041,4408
209011197,463,364,832,41,43,89,0,0,0,0,0,7,7,7,12,3561,3164,6727,147,181,328,63,0,67,22,8,28,45,3,46,20,11,36,57,78,140,4432,3867,8302,52,29,77,0,0,0,29,23,51,126,90,213,22,20,44,13,5,16,237,162,402,0,0,0,0,0,0,4,3,3,4,3,10,0,0,0,7,9,19,35,17,51,276,189,466,32,55,89,0,0,0,5,3,7,39,60,93,190,237,425,350,719,1075,41,41,80,5329,5110,10436
209011198,612,426,1034,49,42,87,3,3,4,0,7,7,8,0,5,2007,1780,3788,59,138,197,24,0,24,27,0,33,85,17,106,20,16,29,94,173,265,2992,2594,5591,42,26,71,0,0,0,50,40,88,47,39,91,4,20,27,11,5,14,161,135,296,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,3,12,14,8,27,180,149,324,26,23,49,0,0,0,3,0,4,27,25,49,149,177,326,247,460,705,29,31,60,3615,3437,7057
209011199,178,170,346,119,127,245,0,0,0,3,3,5,20,4,23,1908,1483,3389,89,160,246,29,0,24,40,7,42,78,25,107,15,9,26,76,109,181,2544,2095,4638,80,55,133,0,0,0,10,7,13,40,52,90,12,13,27,3,3,4,146,128,276,0,0,0,10,18,21,3,0,3,0,5,4,0,0,5,19,22,42,32,22,51,191,172,365,38,48,83,0,0,0,0,0,3,37,47,86,84,105,194,210,339,546,39,23,62,3109,2781,5888
209011200,480,455,933,53,65,118,0,0,0,0,7,11,9,3,15,1591,1476,3066,63,122,180,9,0,10,29,4,33,111,24,136,19,12,29,86,129,215,2443,2293,4737,33,23,52,0,0,0,34,38,68,37,24,60,9,14,31,12,3,12,123,106,226,0,0,0,3,4,7,0,3,3,0,3,3,0,0,3,3,8,12,22,16,38,145,126,273,31,21,49,0,0,3,3,0,3,31,26,60,134,175,316,198,376,571,19,14,35,2985,3009,5994
209011201,260,203,468,18,12,30,0,0,0,0,6,6,3,0,3,1196,1018,2216,40,105,152,10,0,10,14,0,16,69,3,74,14,6,16,45,49,95,1674,1407,3081,19,10,29,0,0,0,18,21,38,31,20,50,3,4,11,3,3,9,74,57,129,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,6,15,14,31,92,71,161,4,10,15,0,0,0,0,0,0,9,14,18,128,168,293,130,193,323,12,11,19,2040,1856,3897
209011202,363,291,652,37,57,91,0,0,0,0,4,4,4,8,17,2759,2440,5204,98,145,244,35,0,35,25,7,24,45,8,47,29,12,40,45,53,100,3443,3021,6458,19,21,41,0,0,0,11,17,25,75,55,131,14,11,31,15,7,22,138,113,250,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,3,12,11,12,28,155,128,283,29,21,57,0,3,4,0,0,0,35,23,56,177,241,417,223,566,787,39,39,76,4069,4016,8078
209011203,505,413,917,27,43,73,0,0,3,0,3,3,3,5,8,2829,2405,5228,105,159,266,33,0,32,30,4,36,68,10,74,36,18,54,212,60,271,3849,3114,6967,70,35,112,0,0,0,31,31,56,103,98,202,15,27,42,13,3,11,231,191,420,0,0,0,3,0,6,3,0,3,3,9,11,0,0,0,11,10,13,29,11,47,269,218,485,49,52,104,0,3,3,0,0,0,50,54,105,116,192,311,274,544,822,25,24,51,4590,4150,8747
209011204,268,220,491,26,27,53,0,0,0,3,7,5,8,3,15,1510,1238,2747,55,89,147,27,0,27,10,3,16,23,5,27,9,4,19,31,23,47,1968,1617,3584,19,15,40,0,0,0,12,13,28,31,22,55,4,11,15,4,3,11,83,63,142,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,18,3,21,103,66,166,18,16,36,0,0,0,0,0,0,18,21,35,47,73,117,161,303,464,22,20,38,2310,2100,4404
