SED_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SED27406,0,0,3,0,1741,1746,14,3,0,4,1524,1541,870,29,35,0,1826,2759,2495,98,162,4,950,3703,3189,170,358,21,701,4437,2529,133,473,46,420,3608,1996,89,350,93,182,2705,1029,20,122,151,81,1413,448,14,28,248,28,759,12569,554,1530,573,7451,22679,7,0,0,0,1666,1672,31,3,0,0,1441,1477,1202,50,61,7,1722,3051,2826,147,283,12,987,4259,3286,199,596,47,662,4791,2416,159,752,169,387,3882,1844,90,622,396,169,3116,778,22,208,622,93,1716,251,4,84,992,66,1394,12638,683,2609,2240,7192,25359,4,0,3,0,3406,3414,44,3,5,4,2961,3022,2078,81,92,3,3551,5804,5314,249,439,23,1937,7967,6475,371,955,74,1358,9236,4945,293,1225,219,807,7491,3834,181,975,483,347,5827,1806,47,330,772,173,3124,701,20,108,1235,94,2162,25208,1242,4139,2811,14642,48037
SED27504,4,0,3,0,2441,2444,94,0,3,0,1876,1977,1608,84,61,3,2306,4065,2361,185,222,15,1167,3949,2695,286,548,43,921,4492,2787,222,664,94,492,4251,2388,179,444,179,226,3415,1326,45,146,270,92,1877,370,10,22,197,28,620,13640,1004,2108,794,9545,27090,15,0,0,3,2212,2231,220,6,4,3,1672,1906,1939,123,86,8,2117,4276,2473,289,413,30,992,4190,2819,358,699,96,693,4667,2750,257,818,286,319,4430,2171,112,507,577,122,3491,978,45,150,892,51,2117,207,7,33,800,28,1077,13578,1203,2717,2691,8203,28394,20,0,5,3,4648,4681,315,11,8,4,3554,3888,3552,199,148,16,4426,8342,4830,472,638,42,2155,8138,5518,643,1242,137,1612,9153,5536,483,1476,373,811,8685,4559,294,951,757,350,6906,2299,95,299,1168,140,3997,579,14,60,998,51,1702,27217,2205,4824,3487,17745,55486
SED27608,3,0,0,0,2249,2256,26,0,0,3,2586,2614,1531,63,44,6,2556,4200,3224,143,230,4,976,4583,3061,180,381,25,581,4221,2852,125,409,65,265,3708,2394,66,269,128,113,2966,1204,18,63,172,38,1487,360,6,12,171,7,555,14656,598,1414,562,9371,26601,10,0,0,0,2254,2266,66,0,0,0,2229,2296,2039,72,84,3,2246,4442,3384,197,334,21,964,4901,3086,256,645,58,533,4586,2827,168,650,202,246,4093,2248,79,444,407,94,3272,905,15,137,716,52,1818,210,6,40,786,38,1082,14768,795,2336,2195,8666,28756,9,0,0,0,4511,4520,90,3,0,0,4818,4914,3567,129,123,5,4801,8639,6607,340,569,32,1942,9489,6145,436,1030,80,1116,8805,5676,294,1063,268,511,7806,4647,144,711,528,204,6241,2103,33,197,881,89,3309,570,13,52,954,53,1635,29423,1389,3748,2759,18036,55353
SED27708,3,3,3,0,2040,2048,39,3,0,0,1812,1850,982,53,45,7,2148,3235,2026,140,219,4,1169,3554,2575,228,485,30,891,4210,2817,204,607,95,554,4276,2430,130,403,169,222,3346,1194,31,118,231,75,1643,331,4,30,199,27,590,12389,792,1904,730,8943,24760,5,0,4,0,1970,1976,58,9,0,0,1623,1699,1303,91,96,10,1943,3445,2224,221,309,18,1064,3831,2748,270,682,103,755,4565,2827,212,820,244,412,4515,2169,97,484,529,139,3414,874,18,169,873,52,1983,184,4,27,814,47,1068,12397,916,2584,2594,8013,26500,4,3,4,0,4014,4032,93,16,0,0,3435,3552,2284,142,141,17,4096,6678,4256,357,522,21,2232,7389,5325,498,1170,131,1650,8770,5646,408,1430,339,968,8789,4596,221,887,693,364,6760,2062,49,285,1101,129,3626,512,13,59,1012,72,1661,24789,1710,4490,3320,16959,51264
SED27807,24,3,3,3,2241,2271,234,16,5,3,3234,3493,2845,140,182,5,3878,7057,2735,189,365,17,1468,4772,2592,298,587,27,983,4490,2635,278,646,75,500,4136,2215,162,341,151,222,3091,1253,49,99,228,70,1700,277,7,13,181,13,493,14807,1145,2240,692,12608,31497,28,0,5,3,2131,2165,491,34,20,3,2266,2814,3248,249,241,17,2456,6214,2647,334,572,59,1152,4755,2404,333,801,133,710,4380,2684,249,812,355,375,4479,1891,138,381,639,137,3191,842,42,126,996,46,2049,126,4,23,735,20,907,14364,1386,2982,2938,9289,30953,47,3,3,6,4375,4432,726,52,25,6,5499,6309,6099,396,421,27,6330,13266,5380,523,934,70,2623,9533,4991,626,1390,161,1698,8868,5322,527,1458,431,881,8616,4109,296,725,788,358,6278,2092,90,220,1231,114,3743,398,12,37,914,30,1401,29169,2526,5217,3637,21895,62454
SED27907,5,0,0,0,1931,1930,35,0,0,0,2001,2033,1415,73,54,4,2534,4084,2351,144,275,4,1208,3979,2482,223,531,24,698,3969,2534,180,507,88,305,3603,1962,103,316,139,128,2653,930,34,82,164,45,1246,221,6,24,117,13,382,11933,763,1793,537,8856,23881,0,0,0,0,1817,1819,80,8,5,0,1852,1942,1739,103,81,8,2252,4193,2515,224,385,19,1040,4181,2669,313,765,81,555,4378,2504,230,773,196,268,3971,1755,100,463,538,88,2939,634,32,130,622,31,1456,104,3,17,458,17,603,12004,1011,2619,1931,7922,25483,7,3,0,0,3747,3753,117,8,5,0,3849,3978,3159,175,138,14,4787,8270,4870,363,658,27,2247,8165,5150,541,1298,108,1255,8345,5034,407,1278,282,571,7575,3719,206,781,675,215,5590,1562,62,211,782,76,2701,324,6,41,579,27,980,23940,1778,4403,2466,16775,49360
SED28007,5,0,0,0,2882,2888,72,3,0,4,2729,2803,2301,72,76,3,2798,5248,4475,163,239,9,933,5819,4147,209,450,29,447,5287,3024,124,370,59,168,3740,1670,71,133,81,71,2017,537,22,30,93,18,707,126,0,5,74,5,208,16353,663,1302,356,10047,28719,13,0,5,0,2661,2682,203,8,10,0,2375,2593,3050,155,123,8,2222,5551,4673,289,463,26,848,6303,4134,287,743,112,386,5666,2724,194,547,226,134,3828,1271,76,208,380,46,1977,339,24,54,477,9,899,48,3,21,365,3,440,16460,1033,2161,1599,8694,29946,19,0,5,0,5542,5567,275,14,11,4,5101,5398,5347,220,200,8,5018,10796,9148,451,706,35,1777,12121,8281,500,1190,142,834,10957,5751,317,915,280,305,7569,2944,146,343,459,110,4002,875,47,87,578,27,1606,174,6,21,436,10,654,32816,1699,3462,1950,18742,58667
SED28107,13,0,0,0,2930,2941,196,9,6,3,3051,3262,5548,146,123,18,3982,9822,6499,271,332,4,1452,8557,3762,268,506,36,683,5250,2778,153,401,63,273,3669,1550,69,202,98,63,1974,514,21,43,105,17,699,87,3,10,48,3,147,20951,939,1619,364,12443,36324,20,0,0,0,2764,2785,453,18,12,3,2413,2899,7183,248,202,14,2850,10496,5360,382,489,39,1166,7442,3471,358,752,129,539,5249,2497,184,598,312,191,3779,1233,83,278,411,49,2054,344,11,72,355,12,786,51,3,5,182,0,242,20614,1290,2405,1439,9978,35727,38,0,0,0,5692,5728,647,30,15,3,5462,6156,12735,400,329,26,6825,20316,11856,654,821,51,2620,16001,7230,625,1257,161,1222,10495,5274,335,993,374,462,7449,2781,146,482,505,112,4033,856,28,109,456,30,1488,133,9,16,226,3,390,41559,2229,4032,1806,22424,72051
SED28203,8,5,0,0,1886,1894,112,3,3,3,2115,2229,2982,105,91,9,2870,6058,3328,190,284,9,1247,5055,2409,219,459,25,746,3855,2167,181,396,53,274,3064,2334,79,192,140,90,2838,1473,26,72,226,31,1840,310,4,6,150,5,477,15111,818,1508,614,9256,27307,17,0,3,0,1758,1779,367,20,8,0,1729,2128,3795,181,178,19,1924,6089,3082,268,391,47,983,4765,2240,285,656,96,514,3791,2351,202,529,305,194,3580,2086,64,248,672,60,3133,1033,25,66,886,20,2026,111,0,13,429,5,554,15080,1050,2085,2438,7186,27845,25,3,3,0,3638,3672,477,23,10,3,3843,4354,6777,285,264,28,4788,12140,6409,459,676,54,2223,9819,4650,510,1115,121,1260,7646,4510,382,921,355,474,6643,4415,150,446,805,152,5969,2509,54,139,1109,50,3867,416,4,21,577,16,1032,30192,1865,3590,3055,16448,55153
SED28301,5,4,0,4,2307,2321,27,0,0,0,2053,2082,968,23,34,3,1843,2865,2600,70,124,3,625,3415,3560,129,277,19,459,4445,3151,97,287,58,181,3775,2357,52,199,106,75,2791,1318,35,76,164,24,1606,377,10,12,172,9,575,14351,409,1011,524,7582,23876,8,0,0,0,2161,2172,38,0,0,0,1748,1788,1360,38,34,5,1488,2925,3053,117,199,16,582,3968,3776,171,471,64,403,4879,3107,98,478,177,190,4055,2245,68,314,432,91,3144,932,21,127,695,49,1822,216,0,42,667,27,948,14727,516,1670,2051,6746,25713,11,4,0,4,4471,4494,63,0,0,0,3808,3872,2327,56,67,9,3334,5794,5652,188,320,18,1208,7384,7339,296,748,79,867,9323,6261,195,770,236,371,7830,4595,114,514,534,172,5935,2245,56,195,857,72,3432,593,7,57,839,31,1523,29084,928,2674,2578,14326,49588
SED28408,5,4,0,3,2015,2028,43,3,3,0,1844,1886,1096,73,51,5,2288,3509,1845,134,197,8,1016,3205,2051,228,467,36,760,3543,2091,144,497,57,445,3239,1827,100,337,150,200,2617,997,28,131,193,77,1433,271,5,22,152,16,479,10225,723,1712,603,8664,21929,3,0,0,3,1876,1884,74,13,4,0,1858,1947,1375,104,61,10,2120,3673,1952,234,325,23,1005,3543,2169,319,744,88,687,4001,2058,252,782,219,405,3721,1711,103,545,506,165,3029,793,23,181,855,98,1952,162,13,45,795,57,1073,10294,1058,2687,2502,8270,24813,13,4,0,7,3888,3907,115,15,3,0,3704,3834,2475,176,106,17,4402,7176,3797,364,528,34,2019,6744,4217,547,1213,119,1449,7546,4151,397,1281,280,850,6957,3539,202,883,657,364,5643,1789,58,313,1055,180,3387,437,20,70,944,77,1546,20522,1785,4397,3107,16935,46743
SED28507,3,3,3,0,2179,2186,83,4,0,0,2281,2369,2542,113,69,6,2946,5669,3155,228,275,7,1345,5011,2695,280,538,37,829,4379,2361,189,565,81,394,3592,1627,110,338,125,152,2353,747,29,84,131,45,1038,175,0,9,132,9,320,13380,949,1890,525,10173,26924,6,3,3,0,2049,2055,224,10,3,0,2128,2366,3202,203,130,17,2531,6081,3059,334,400,48,1231,5080,2571,321,780,113,701,4487,2291,212,803,299,265,3870,1380,113,444,485,91,2512,506,22,139,616,32,1312,93,3,21,468,12,599,13338,1215,2729,2053,9041,28368,9,8,3,0,4227,4244,302,10,4,3,4405,4737,5747,315,196,20,5475,11754,6219,560,680,53,2578,10088,5267,598,1318,152,1529,8864,4651,399,1372,381,664,7463,3005,223,787,613,248,4867,1251,52,224,744,75,2348,266,3,31,601,24,922,26720,2170,4615,2575,19221,55292
SED28607,3,0,0,0,1799,1808,59,4,0,0,1952,2018,1774,60,69,3,3487,5401,3640,151,284,13,1880,5963,2910,219,535,19,1302,4982,2043,189,532,56,709,3528,1339,98,319,96,246,2098,957,39,98,224,89,1405,349,9,18,215,39,630,13080,763,1857,627,11508,27830,10,0,0,0,1611,1617,136,8,4,0,1700,1846,2271,86,101,8,3154,5627,3797,218,439,22,1883,6355,2785,267,771,68,1288,5174,1915,192,714,207,655,3683,1260,87,423,461,187,2422,760,21,141,882,64,1877,172,11,49,758,41,1031,13105,893,2633,2402,10581,29619,13,0,0,0,3412,3425,193,11,4,0,3656,3860,4050,153,171,15,6640,11025,7437,370,721,35,3763,12318,5697,480,1307,87,2591,10156,3957,377,1244,266,1369,7215,2604,184,735,558,436,4516,1717,61,239,1108,155,3278,527,21,67,969,80,1659,26183,1653,4491,3028,22090,57456
SED28704,3,0,0,0,2675,2677,57,0,3,0,2209,2271,2701,99,80,3,3005,5885,4205,223,303,7,1270,6009,3636,292,521,28,684,5159,2768,203,499,65,237,3777,1928,94,231,103,87,2445,679,23,59,103,17,880,98,5,12,81,15,208,16077,934,1707,393,10205,29315,8,0,0,0,2456,2455,147,11,6,0,2196,2359,3494,156,120,6,2766,6544,4276,344,466,36,1278,6395,3455,397,893,85,569,5406,2657,215,707,203,212,3996,1690,84,377,396,59,2603,408,19,83,363,26,895,56,3,18,263,8,353,16187,1230,2677,1358,9559,31013,13,0,0,0,5127,5139,200,11,12,0,4408,4635,6195,256,205,11,5775,12433,8479,562,766,44,2553,12410,7092,692,1413,112,1257,10568,5425,420,1206,273,448,7768,3619,173,609,499,144,5047,1081,47,138,469,38,1773,155,9,27,341,21,558,32264,2162,4380,1749,19769,60320
SED28803,8,0,3,0,3261,3279,133,7,3,3,3209,3352,3790,153,103,11,3326,7378,5142,223,270,12,1045,6694,4385,282,447,32,581,5730,3028,172,433,61,210,3902,1557,81,198,85,60,1986,544,21,45,94,16,721,79,0,3,62,11,159,18673,950,1497,353,11721,33192,35,3,3,0,3163,3204,437,15,13,0,2776,3243,5039,256,194,8,2486,7981,4866,380,465,37,967,6718,4224,355,739,144,497,5961,2646,223,546,301,156,3876,1164,72,226,457,53,1969,294,17,44,415,11,782,45,0,13,218,0,277,18755,1319,2252,1579,10117,34022,45,3,3,0,6429,6476,577,22,15,3,5981,6594,8830,408,296,20,5806,15361,10010,603,738,49,2016,13409,8611,635,1185,181,1077,11695,5672,394,980,365,370,7779,2723,155,426,540,114,3953,833,41,93,502,32,1505,128,0,18,277,15,439,37423,2269,3748,1932,21839,67211
SED29494,0,0,4,0,175,180,10,0,0,0,438,447,124,48,14,3,864,1052,119,110,71,3,518,813,101,102,122,7,303,628,142,57,139,8,115,460,134,37,67,14,34,283,30,5,11,7,17,72,3,0,0,4,3,9,653,351,422,46,2462,3942,0,0,0,0,173,178,20,5,4,0,420,453,134,40,19,3,603,795,98,50,59,7,271,479,80,52,89,5,113,347,164,26,100,22,40,352,108,19,44,19,14,204,26,0,8,15,3,49,3,0,3,17,3,28,623,196,328,91,1647,2883,0,0,4,0,350,357,27,5,9,3,852,898,259,87,32,7,1463,1848,209,159,125,7,782,1295,177,157,206,15,421,975,306,85,238,33,161,816,238,50,113,34,49,482,53,5,16,21,17,121,8,0,3,20,3,38,1273,544,752,140,4106,6825
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,9,25
