SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC22600,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,0,3,8,5,3,0,27
SSC22601,35,26,17,10,3,0,115,0,12,14,21,23,9,0,0,82,29,89,105,64,66,26,4,6,394,26,52,68,69,62,28,18,0,317,52,112,99,125,103,48,29,5,572,9,4,5,0,6,0,0,0,27,5,5,12,11,10,7,3,3,52,69,119,110,132,126,53,28,11,654,0,3,3,4,3,6,0,0,24,20,28,19,29,37,35,27,18,200,137,329,350,339,333,170,81,38,1782
SSC22602,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,3,0,0,0,0,8,0,0,0,0,3,4,0,0,13,3,3,4,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,12,3,8,0,0,39
SSC22603,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,4,3,0,3,0,0,8,0,0,0,3,3,0,0,0,12,3,3,0,8,9,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,9,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,16,3,6,14,12,19,12,4,0,71
SSC22604,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,9,5,3,0,0,28,0,4,3,6,0,5,0,0,18,4,4,10,17,10,8,7,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,4,10,22,13,8,7,0,60,0,0,0,3,0,0,0,0,4,6,3,3,8,7,7,3,0,32,10,18,26,48,26,20,8,0,162
SSC22605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,6,3,0,0,16
SSC22606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,6,0,0,0,10
SSC22607,79,47,36,21,3,0,221,3,24,46,46,58,15,0,0,193,46,175,245,185,140,72,13,4,890,40,94,168,137,131,77,10,6,666,102,191,183,279,184,101,26,3,1067,19,11,3,9,5,3,0,0,49,12,6,21,23,35,18,4,0,110,122,203,211,309,229,116,29,3,1225,0,3,4,8,6,3,0,0,33,32,33,53,74,40,34,12,4,285,251,564,802,803,652,345,78,22,3512
SSC22608,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,10,0,0,4,3,4,0,0,0,8,3,3,4,7,13,3,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,7,14,3,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,4,3,5,0,0,15,9,3,5,14,26,7,0,0,70
SSC22609,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,15
SSC22610,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,3,0,15,6,0,9,11,10,3,3,0,38
SSC22611,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,5,0,4,0,0,12,0,0,0,3,4,3,0,3,14,0,4,0,8,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,13,4,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,20,4,11,12,21,6,9,9,3,80
SSC22612,3,3,14,9,3,0,22,0,0,0,3,7,9,0,0,23,0,11,19,21,23,21,6,4,108,3,9,11,16,14,18,7,0,78,10,11,16,32,37,21,11,3,140,0,0,0,0,0,3,0,0,8,0,0,3,0,3,5,3,0,18,10,13,14,37,37,31,13,0,164,0,0,0,0,0,3,0,0,7,4,3,9,7,11,11,9,3,58,16,42,60,81,118,98,46,11,462
SSC22613,3,0,4,5,0,0,20,0,0,0,0,3,0,0,0,11,3,9,5,10,23,13,9,0,72,0,8,11,10,11,11,5,0,60,5,13,19,26,20,25,14,0,119,0,0,0,0,7,0,0,0,11,0,0,4,3,0,8,0,0,14,7,9,19,30,27,31,14,0,144,0,0,0,0,3,0,0,0,8,18,20,22,39,77,78,32,7,293,29,48,72,99,152,135,60,9,597
SSC22614,254,111,69,41,15,0,671,3,40,60,66,51,23,7,0,254,104,420,569,323,192,139,54,3,1809,44,122,212,207,147,124,77,16,944,83,115,164,197,178,128,81,23,971,9,8,10,10,6,7,3,0,50,9,7,18,19,28,34,14,3,137,98,131,193,231,216,163,95,26,1149,0,10,20,15,10,12,9,0,82,36,47,63,50,53,69,62,18,394,289,930,1376,1006,732,575,323,72,5301
SSC22615,235,178,106,77,19,4,815,8,17,41,60,82,43,11,3,265,177,386,472,442,340,239,79,14,2153,51,95,155,225,197,171,85,16,997,70,87,97,200,183,162,87,32,927,16,6,4,15,10,11,4,0,55,10,18,13,30,36,46,20,6,179,93,111,113,249,229,220,109,43,1164,6,12,12,16,14,22,9,8,92,61,39,42,41,52,101,68,45,433,397,839,1081,1211,1010,868,380,130,5912
SSC22616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,9
SSC22617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,3,0,24
SSC22618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,3,0,3,3,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,3,0,10,4,12,0,3,0,30
SSC22620,150,94,78,50,5,0,457,0,22,52,53,39,23,8,0,198,70,224,350,258,162,94,29,12,1201,32,55,104,112,80,78,25,10,500,66,71,105,157,95,97,81,18,689,10,4,8,4,4,6,0,0,38,0,4,12,17,17,18,6,3,91,74,80,123,187,116,124,86,22,820,0,4,3,7,8,15,7,0,46,28,21,29,40,35,58,56,21,286,209,475,812,756,521,438,218,69,3501
SSC22621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,0,0,3,3,3,0,0,0,14,3,3,3,7,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,10,6,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,4,6,19,19,13,3,0,0,71
SSC22622,0,3,0,0,0,0,4,0,0,0,3,6,6,0,0,15,0,6,9,12,17,14,10,0,70,3,6,7,11,15,16,8,6,72,12,27,11,31,30,26,15,3,144,0,0,0,0,0,0,0,0,3,3,0,3,5,0,5,0,0,16,14,31,17,35,30,30,15,3,168,0,4,3,0,3,3,0,3,9,9,0,7,12,19,19,10,8,87,25,55,41,79,90,84,34,19,429
SSC22623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,8
SSC22624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,3,0,0,16
SSC22625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,3,8,12,4,0,0,34
SSC22626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,3,3,3,7,4,0,3,0,28,9,16,11,12,18,9,0,0,75,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,9,12,19,16,21,18,9,4,0,85,0,0,0,0,0,0,0,0,0,10,0,0,3,4,0,0,0,16,27,30,18,34,27,8,9,0,150
SSC22627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11
SSC22628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,4,3,0,0,13
SSC22629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,4,0,0,4,6,0,0,15
SSC22631,0,0,0,3,0,0,7,0,0,3,4,3,3,0,0,9,0,17,26,6,6,8,0,0,70,0,0,13,14,8,12,3,3,56,16,26,36,46,29,22,8,0,193,3,3,7,0,0,0,0,0,10,0,3,0,3,0,5,0,0,11,23,31,43,49,29,31,8,0,210,0,0,0,0,3,0,0,0,6,14,8,8,9,19,28,13,0,101,39,59,92,81,73,81,25,4,461
SSC22632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,3,0,12,0,0,0,0,3,0,0,0,6,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,5,6,0,0,13,4,0,10,5,14,8,4,0,46
SSC22633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,7,3,0,0,14
SSC22634,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,11,0,0,0,3,3,3,0,0,8,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,5,6,3,3,7,8,0,0,37
SSC22635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,5,12,3,8,3,3,0,0,30
SSC22636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,3,10,4,0,0,19
SSC22637,3,0,6,3,0,0,16,0,0,0,7,3,0,0,0,13,0,8,21,13,26,11,3,0,79,0,3,10,15,11,9,0,0,56,5,7,7,25,10,7,0,3,75,0,0,0,0,3,0,0,0,5,0,0,6,3,3,4,0,0,14,5,7,13,25,15,11,3,3,88,0,0,0,3,0,0,0,0,8,0,3,0,7,3,6,4,0,33,11,25,54,68,70,46,16,4,292
SSC22638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,16
SSC22639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22640,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,4,0,3,0,0,0,11,0,0,0,3,3,3,0,0,10,0,3,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,4,18,3,10,9,0,0,45
SSC22641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC22642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22643,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,3,0,6,0,0,0,11,3,8,11,14,9,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,12,14,6,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,14,3,18,17,20,24,4,0,0,83
SSC22644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,16,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,3,4,8,10,4,0,3,0,39
SSC22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
SSC22646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6
SSC22647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC22648,44,17,24,11,0,0,141,4,33,41,38,20,7,0,0,137,44,205,170,87,71,49,10,3,645,57,195,192,150,86,43,5,0,732,185,558,372,376,230,92,27,7,1845,29,29,19,18,17,3,0,0,113,32,37,37,34,29,6,3,0,174,242,626,433,421,276,105,31,11,2139,4,3,10,3,3,8,0,3,40,171,180,160,147,148,100,51,4,972,520,1291,1048,870,631,316,109,22,4807
SSC22649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,5,3,0,0,19
SSC22650,9,19,13,5,4,0,50,0,0,10,9,3,4,0,0,28,4,9,30,39,45,18,7,3,155,4,6,22,24,17,31,10,0,115,17,22,42,52,42,21,4,0,193,4,0,0,3,3,0,0,0,14,0,0,0,7,3,0,0,0,13,19,23,42,53,46,21,13,3,215,0,0,0,0,3,0,0,0,6,13,7,7,13,20,12,13,6,85,41,50,114,156,145,88,43,17,651
SSC22651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,17
SSC22652,0,0,0,6,0,0,9,0,0,0,0,4,3,0,0,13,0,0,3,4,14,5,0,0,33,0,0,0,7,3,4,0,0,11,4,7,4,5,14,5,0,0,44,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,4,10,14,5,0,0,45,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,6,0,21,6,13,9,25,45,21,8,0,125
SSC22653,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,4,0,4,0,0,0,10,0,0,0,3,0,3,0,0,7,0,0,0,7,3,5,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,7,4,5,0,0,19,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,11,8,11,11,11,7,10,8,0,64
SSC22654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,15,0,0,0,0,3,8,0,0,7,0,0,7,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,3,19,10,8,11,12,13,9,0,3,69
SSC22655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,0,0,0,3,8,5,0,0,19,0,0,3,8,4,8,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,8,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,17,0,8,6,13,27,24,3,3,85
SSC22656,22,24,18,17,0,0,91,0,5,9,16,15,3,0,0,55,34,66,78,71,78,34,5,0,367,16,17,32,45,58,25,7,0,198,13,25,28,65,47,22,10,3,219,0,0,0,3,0,0,0,0,12,6,0,0,0,4,0,4,0,23,21,32,29,74,53,27,9,3,251,0,0,7,7,0,3,0,0,12,23,7,16,18,20,16,12,0,117,90,132,198,252,243,128,37,8,1084
SSC22657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,5,0,4,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,4,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,9,8,3,0,0,35
SSC22658,3,0,4,0,0,0,12,0,0,0,3,4,3,0,0,12,0,7,7,14,13,7,0,0,50,0,4,3,9,8,3,4,0,35,4,11,22,23,16,4,4,0,78,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,7,4,16,20,22,19,9,4,0,96,0,0,0,0,3,0,0,0,4,3,3,5,5,3,5,3,0,29,4,26,45,50,47,33,11,0,231
SSC22659,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,3,4,11,9,5,3,0,0,40,3,0,7,7,0,4,0,0,31,8,10,8,19,11,3,0,0,63,0,4,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,5,7,13,13,19,16,3,0,0,78,0,0,0,0,0,0,0,0,5,0,0,3,0,5,9,0,0,27,19,27,34,37,42,22,3,3,180
SSC22660,15,7,11,3,0,0,36,0,7,9,15,8,10,0,0,42,14,53,61,45,41,25,5,0,240,16,48,47,44,48,21,7,3,236,57,136,111,126,76,56,16,3,580,3,4,10,6,3,4,0,0,28,3,5,7,9,19,4,3,0,57,65,149,127,138,97,62,21,7,661,0,3,3,0,7,7,0,3,20,31,22,20,29,30,29,22,13,196,123,279,269,282,238,148,62,27,1432
SSC22661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,4,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,7,0,9,3,3,3,0,32
