SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC21839,0,6,38,8,4,58,0,58
SSC21840,4,9,13,11,6,48,3,55
SSC21841,0,7,8,4,5,21,0,21
SSC21842,0,0,3,0,0,4,0,4
SSC21843,0,7,14,8,4,36,0,36
SSC21844,0,7,5,11,3,26,0,27
SSC21845,0,28,65,45,29,171,8,174
SSC21846,0,0,7,3,4,15,0,17
SSC21847,0,9,42,26,37,122,5,128
SSC21848,0,11,27,5,11,52,6,55
SSC21849,0,0,14,3,5,21,0,21
SSC21850,0,10,12,7,4,39,3,44
SSC21851,66,473,438,159,68,1209,74,1289
SSC21852,0,0,3,5,0,14,0,14
SSC21853,0,14,24,12,10,63,6,65
SSC21854,0,3,3,0,0,6,0,6
SSC21855,45,296,275,79,44,744,44,786
SSC21856,0,4,14,4,7,30,0,30
SSC21857,0,0,6,0,0,5,0,6
SSC21858,0,11,42,23,20,96,3,98
SSC21859,0,3,11,0,4,12,0,12
SSC21860,0,6,3,0,3,18,3,15
SSC21861,0,0,0,3,3,8,0,8
SSC21862,0,5,16,9,9,43,0,43
SSC21863,0,24,33,35,31,120,4,125
SSC21864,0,0,0,0,0,0,0,0
SSC21865,0,28,70,40,40,179,10,185
SSC21866,6,64,113,73,71,330,16,349
SSC21867,0,32,91,46,57,230,7,238
SSC21868,0,15,21,7,19,69,6,70
SSC21869,0,4,5,3,0,11,0,11
SSC21870,0,6,4,9,14,34,0,31
SSC21871,0,0,3,0,0,8,3,10
SSC21872,0,12,15,6,7,36,3,40
SSC21873,0,3,7,10,11,32,4,30
SSC21874,0,14,18,13,5,47,0,47
SSC21875,0,4,10,7,9,29,0,32
SSC21876,0,3,16,5,4,26,0,27
SSC21877,0,16,44,22,12,93,0,92
SSC21878,0,3,6,4,6,14,0,14
SSC21879,0,0,7,3,3,14,0,14
SSC21880,5,41,57,32,16,145,0,152
SSC21881,315,2445,3615,1282,691,8345,286,8633
SSC21882,3,6,34,28,45,115,8,119
SSC21883,17,185,789,508,530,2030,56,2083
SSC21884,101,1627,3934,1529,949,8150,204,8355
SSC21885,0,0,7,0,0,6,3,7
SSC21886,47,241,239,99,60,684,44,725
SSC21887,15,64,83,35,19,207,3,218
SSC21888,0,7,9,9,3,28,3,35
SSC21889,0,0,5,3,9,11,0,13
SSC21890,0,12,13,7,5,43,3,44
SSC21891,0,6,41,18,12,82,3,87
SSC21892,0,10,10,5,3,22,0,22
SSC21893,0,0,0,0,0,0,0,3
SSC21894,0,6,0,0,4,7,3,9
SSC21895,0,13,29,23,7,71,0,68
SSC21896,0,19,19,11,15,60,0,65
SSC21897,0,19,14,9,10,51,3,50
SSC21898,0,4,9,5,3,16,0,16
SSC21899,0,132,180,77,49,446,21,463
SSC21900,0,21,50,21,16,105,5,107
SSC21901,0,0,0,0,0,0,0,0
SSC21902,3,20,31,15,4,80,5,77
SSC21903,3,15,31,18,18,79,0,82
SSC21904,0,0,3,5,6,13,0,13
SSC21905,10,72,162,44,34,319,8,319
SSC21906,0,0,0,3,0,7,0,7
SSC21907,0,3,7,15,9,37,0,37
SSC21908,0,3,8,3,3,19,0,18
SSC21909,11,170,324,136,103,750,14,763
SSC21910,185,988,882,300,159,2513,122,2636
SSC21911,0,27,17,19,12,76,6,75
SSC21912,0,5,16,4,4,26,0,32
SSC21913,216,843,585,172,73,1888,84,1970
SSC21914,0,8,8,4,6,27,0,27
SSC21915,3,34,90,32,24,179,3,180
SSC21916,6,57,74,28,12,175,10,186
SSC21917,38,256,284,58,25,670,20,684
SSC21918,0,75,145,40,24,281,4,286
SSC21919,0,10,16,13,5,48,3,48
SSC21920,0,13,23,10,12,55,3,56
SSC21921,6,32,73,20,13,139,7,144
SSC21922,271,1811,1909,393,151,4539,122,4654
SSC21923,6,27,55,30,28,143,10,149
SSC21924,8,115,110,46,32,310,16,323
SSC21925,0,14,19,5,8,44,3,51
SSC21926,213,1374,1569,380,165,3700,107,3805
SSC21927,52,270,297,130,92,840,41,884
SSC21928,9,97,209,98,76,488,21,512
SSC21929,9,91,164,85,48,397,24,423
SSC21930,133,682,812,230,110,1968,71,2031
SSC21931,3,19,45,25,11,106,0,104
SSC21932,3,14,35,34,15,105,4,104
SSC21933,0,0,3,0,0,3,0,3
SSC21934,0,0,3,0,0,11,3,11
SSC21935,0,6,26,10,15,52,6,60
SSC21936,0,0,0,0,4,4,0,4
SSC21937,0,6,10,3,0,20,3,22
SSC21938,0,0,0,0,0,5,0,5
SSC21939,0,8,8,4,3,30,0,30
SSC21940,1013,4282,3297,1025,413,10031,526,10564
SSC21941,181,882,961,316,149,2494,75,2569
SSC21942,0,26,20,7,6,58,6,63
SSC21943,0,28,38,31,20,114,3,116
SSC21944,0,0,4,3,0,5,0,5
SSC21945,0,3,17,0,3,20,0,22
SSC21946,0,5,4,3,0,14,0,14
SSC21947,0,9,14,8,7,39,0,39
SSC21948,613,1430,771,249,76,3141,268,3411
SSC21949,0,0,4,7,4,12,0,12
SSC21950,0,9,13,10,10,40,0,40
SSC21951,142,676,505,133,71,1527,81,1610
SSC21952,0,6,6,5,4,19,0,19
SSC21953,102,411,331,81,43,966,48,1016
SSC21954,2205,2500,800,103,29,5644,265,5904
SSC21955,7,73,50,19,5,148,9,160
SSC21956,3,27,40,13,15,103,9,111
SSC21957,0,147,460,189,119,918,15,929
SSC21958,48,386,395,110,51,991,54,1050
SSC21959,1290,4458,2678,534,175,9131,241,9379
SSC21960,0,13,22,16,15,61,4,64
SSC21961,0,0,5,3,0,7,0,11
SSC21962,179,555,340,74,36,1183,29,1211
SSC21963,3,20,20,19,9,75,3,79
SSC21964,0,0,3,0,0,3,0,7
SSC21965,0,0,3,0,0,3,0,3
SSC21966,0,5,3,0,0,10,0,10
SSC21967,0,5,8,3,6,18,0,20
SSC21968,0,8,4,3,3,27,3,30
SSC21969,0,17,40,6,22,86,3,90
SSC21970,0,7,3,8,0,18,3,19
SSC21971,0,6,6,6,9,28,0,28
SSC21972,101,618,613,223,134,1695,97,1791
SSC21973,299,1697,1628,380,159,4163,132,4294
SSC21974,0,21,56,20,13,101,3,107
SSC21975,0,0,0,0,0,0,0,0
SSC21976,0,0,8,3,3,11,0,17
SSC21977,0,0,6,7,4,18,0,21
SSC21978,0,0,0,0,0,0,0,0
SSC21979,0,6,13,10,13,43,0,43
SSC21980,7,52,62,36,16,175,13,194
SSC21981,15,71,83,29,15,209,14,219
SSC21982,0,0,0,3,4,3,0,3
SSC21983,0,0,0,0,0,3,0,3
SSC21984,3,105,180,98,104,494,8,505
SSC21985,0,0,0,0,3,8,0,8
SSC21986,163,907,824,203,112,2205,57,2260
SSC21987,0,10,45,30,27,117,5,118
SSC21988,321,1065,939,256,125,2699,86,2783
SSC21989,177,778,860,240,94,2143,74,2220
SSC21990,223,1124,1251,395,190,3182,83,3260
SSC21991,0,0,0,3,0,3,0,3
SSC21992,0,0,0,0,0,0,0,0
SSC21993,126,1667,2340,629,277,5034,127,5162
SSC21994,29,651,1193,296,154,2318,55,2367
SSC21995,0,6,7,7,6,26,0,25
SSC21996,0,3,3,0,0,13,0,14
SSC21997,16,179,301,82,55,637,15,653
SSC21998,0,6,8,6,6,32,0,27
SSC21999,10,57,48,24,15,150,13,162
SSC22000,0,0,0,0,0,5,0,5
SSC22001,0,8,16,8,9,37,0,37
SSC22002,96,368,291,96,26,882,49,930
SSC22003,0,6,15,5,15,39,0,39
SSC22004,280,1411,1061,227,108,3083,86,3164
SSC22005,4,29,43,39,35,150,6,156
SSC22006,0,17,27,22,4,74,0,76
SSC22007,0,13,30,13,14,70,3,76
SSC22008,40,145,160,71,39,456,12,472
SSC22009,0,20,38,10,7,84,0,88
SSC22010,0,49,96,34,24,206,6,214
SSC22011,0,0,8,4,8,22,0,18
SSC22012,0,3,4,0,3,12,0,12
SSC22013,0,5,0,4,3,11,0,11
SSC22014,0,0,3,0,0,3,0,3
SSC22015,577,5239,6539,1876,857,15087,447,15538
SSC22016,0,14,16,19,15,61,3,65
SSC22017,7,37,144,85,81,350,14,361
SSC22018,0,0,7,5,4,19,0,19
SSC22019,3,30,59,21,19,140,6,146
SSC22020,4,56,130,89,62,335,9,349
SSC22021,0,3,3,3,4,16,0,16
SSC22022,3,34,22,11,3,74,6,82
SSC22023,0,6,15,15,12,42,0,46
SSC22024,9,133,469,241,243,1099,22,1126
SSC22025,253,1558,1809,451,205,4276,112,4397
SSC22026,414,990,411,89,25,1928,70,1997
SSC22027,0,10,16,14,8,51,8,58
SSC22028,0,3,3,0,3,12,0,15
SSC22029,577,2777,2156,503,256,6262,195,6455
SSC22030,255,1182,1356,353,198,3342,79,3417
SSC22031,0,7,5,3,3,17,0,20
SSC22032,0,0,5,3,3,10,0,10
SSC22033,3,20,15,7,11,50,0,55
SSC22034,0,9,9,11,13,39,0,39
SSC22035,131,799,1197,388,214,2727,94,2820
SSC22036,0,0,12,3,5,25,5,27
SSC22037,54,616,519,142,50,1374,85,1462
SSC22038,17,195,465,253,243,1175,29,1207
SSC22039,0,11,16,10,11,40,0,47
SSC22040,0,21,36,15,8,72,4,72
SSC22041,0,3,4,3,3,18,0,18
SSC22042,0,0,3,0,3,13,0,13
SSC22043,0,3,15,4,3,30,5,33
SSC22044,4,75,104,32,26,233,16,249
SSC22045,0,12,19,11,4,51,0,46
SSC22046,0,3,23,7,14,52,0,55
SSC22047,0,5,6,0,0,15,0,16
SSC22048,0,6,5,6,8,21,0,21
SSC22049,0,6,6,10,10,35,4,36
SSC22050,3,41,32,14,4,98,4,103
SSC22051,0,0,0,0,0,0,0,0
SSC22052,0,17,43,25,14,96,3,102
SSC22053,3,21,34,20,16,95,7,107
SSC22054,3,19,32,20,12,86,8,94
SSC22055,0,0,6,0,0,5,0,5
SSC22056,0,8,5,3,3,16,0,19
SSC22057,0,0,0,0,0,3,0,3
SSC22058,0,0,4,6,3,11,0,11
SSC22059,0,3,7,0,0,12,0,13
SSC22060,4,9,25,11,11,62,0,60
SSC22061,0,5,0,5,0,13,0,9
SSC22062,0,10,35,14,20,78,0,79
SSC22063,0,0,3,3,4,9,0,15
SSC22064,0,0,0,0,0,0,0,0
SSC22065,4,86,49,12,3,151,5,164
SSC22066,0,10,18,10,10,48,0,48
SSC22067,0,0,0,0,0,4,0,4
SSC22068,0,0,10,8,7,22,0,22
SSC22069,3,10,19,5,8,50,3,48
SSC22070,0,10,5,3,3,23,0,23
SSC22071,0,0,3,0,0,7,0,7
SSC22072,4,60,298,145,155,668,15,678
SSC22073,12,320,739,172,72,1313,29,1347
SSC22074,250,4448,7517,1792,672,14687,277,14963
SSC22075,0,13,16,15,6,49,0,49
SSC22076,32,403,429,86,44,1000,38,1031
SSC22077,0,0,0,0,0,0,0,0
SSC22078,0,0,0,0,0,0,0,0
SSC22079,0,5,8,8,3,29,0,30
SSC22080,0,0,6,5,3,12,0,12
SSC22081,0,4,5,4,3,17,0,12
SSC22082,0,38,51,25,13,122,9,127
SSC22083,0,0,0,0,4,7,0,8
SSC22084,0,0,9,4,5,16,0,16
SSC22085,0,0,8,9,6,27,3,30
SSC22086,5,75,90,49,18,244,4,247
SSC22087,0,4,13,3,8,23,3,27
SSC22088,3,8,21,13,15,55,3,55
SSC22089,0,22,25,5,7,51,3,52
SSC22090,0,88,146,52,31,318,19,338
SSC22091,6,54,50,12,10,133,3,138
SSC22092,0,50,55,27,17,140,12,149
SSC22093,82,438,490,132,54,1196,61,1263
SSC22094,3,21,25,7,7,62,0,58
SSC22095,837,3485,2079,329,123,6861,217,7074
SSC22096,3,36,35,13,3,87,7,94
SSC22097,70,618,562,144,60,1450,59,1514
SSC22098,243,1457,1330,422,174,3622,201,3824
SSC22099,0,37,101,45,28,216,8,221
SSC22100,3,28,95,44,41,204,3,214
SSC22101,3,66,80,22,4,178,6,185
SSC22102,3,5,21,9,8,42,0,42
SSC22103,0,26,27,16,0,73,3,74
SSC22104,0,0,0,0,0,4,0,6
SSC22105,0,0,5,3,3,13,0,13
SSC22106,1260,2977,1195,197,52,5687,185,5870
SSC22107,0,0,3,3,8,18,3,20
SSC22108,0,0,6,0,0,11,0,11
SSC22109,1674,5326,3520,927,343,11780,435,12219
SSC22110,136,421,209,54,13,833,28,858
SSC22111,0,14,37,12,18,80,5,78
SSC22112,0,65,141,23,5,233,4,239
SSC22113,0,0,4,3,4,13,0,13
SSC22114,0,0,0,3,0,3,0,3
SSC22115,3,20,25,17,18,88,7,90
SSC22116,0,0,10,0,3,11,0,14
SSC22117,3,33,80,48,49,219,3,223
SSC22118,16,79,79,27,16,220,15,236
SSC22119,11,35,35,12,10,108,4,111
SSC22120,0,0,0,0,0,0,0,0
SSC22121,3,15,49,25,18,108,4,116
SSC22122,56,374,345,92,40,904,29,931
SSC22123,21,241,197,51,24,532,22,551
SSC22124,0,14,49,10,16,84,0,89
SSC22125,13,88,94,44,31,273,17,292
SSC22126,3,3,16,4,3,29,0,27
SSC22127,0,0,0,0,4,7,0,7
SSC22128,0,0,4,0,4,9,0,9
SSC22129,0,0,3,0,0,4,0,4
SSC22130,0,20,58,35,33,143,9,154
SSC22131,0,6,7,9,3,30,0,30
SSC22132,7,44,41,15,4,110,14,123
SSC22133,14,92,101,26,6,241,14,253
SSC22134,0,19,51,24,16,110,5,116
SSC22135,113,527,612,260,193,1704,107,1811
SSC22136,4,61,139,60,31,290,10,302
SSC22137,0,49,98,42,23,216,4,224
SSC22138,0,8,17,10,9,43,0,43
SSC22139,190,617,336,102,46,1292,72,1363
SSC22140,0,16,21,7,0,46,0,47
SSC22141,0,7,9,3,3,30,0,30
SSC22142,0,32,27,24,13,96,3,100
SSC22143,0,15,15,11,12,52,3,60
SSC22144,0,0,0,0,0,5,0,5
SSC22145,0,0,10,0,0,13,0,19
SSC22146,0,0,3,0,3,12,0,12
SSC22147,0,12,9,5,3,25,0,29
SSC22148,12,121,398,157,147,833,14,841
SSC22149,2217,7992,5589,1509,730,18039,876,18918
SSC22150,0,0,0,0,0,0,0,0
SSC22151,0,7,5,4,3,23,0,23
SSC22152,4,84,109,25,17,235,7,243
SSC22153,0,0,3,6,3,19,0,19
SSC22154,0,0,0,0,0,3,0,3
SSC22155,0,0,0,0,0,0,0,0
SSC22156,0,0,0,0,0,0,0,0
SSC22157,0,0,5,4,0,12,0,9
SSC22158,2445,5927,2647,482,140,11638,383,12021
SSC22159,0,0,0,0,0,0,0,0
SSC22160,20,239,574,265,190,1293,25,1319
SSC22161,0,0,3,3,3,11,0,11
SSC22162,550,2754,2310,553,304,6474,209,6680
SSC22163,231,1464,1549,378,159,3783,99,3885
SSC22164,58,808,1535,509,295,3215,57,3271
SSC22165,0,12,26,14,21,72,4,74
SSC22166,12,110,150,37,8,322,10,336
SSC22167,124,300,165,19,8,607,22,630
SSC22168,0,15,31,25,10,89,3,91
SSC22169,0,8,15,6,11,42,0,46
SSC22170,0,11,5,3,0,21,0,22
SSC22171,80,271,315,121,82,865,100,966
SSC22172,71,416,453,154,94,1192,54,1245
SSC22173,0,8,13,9,0,26,0,26
SSC22174,28,151,145,63,68,456,27,489
SSC22175,0,0,0,0,0,0,0,0
SSC22176,0,0,5,7,3,16,3,21
SSC22177,0,0,0,0,0,0,0,0
SSC22178,0,7,32,20,6,65,0,65
SSC22179,0,24,26,13,14,79,3,78
SSC22180,0,0,5,0,3,16,0,16
SSC22181,27,328,648,315,218,1532,54,1582
SSC22182,189,1171,1214,311,121,3005,68,3070
SSC22183,0,0,6,0,3,11,0,11
SSC22184,0,0,0,0,0,0,0,0
SSC22185,0,11,19,3,3,42,0,43
SSC22186,388,2148,1877,521,219,5159,319,5477
SSC22187,188,1052,586,123,39,1989,141,2132
SSC22188,17,173,252,103,58,604,40,643
SSC22189,0,0,0,0,0,0,0,0
SSC22190,0,5,26,9,9,50,0,55
SSC22191,0,3,4,3,4,17,0,17
SSC22192,0,50,122,84,93,352,17,369
SSC22193,0,3,0,0,3,5,0,5
SSC22194,0,0,0,3,0,8,0,8
SSC22195,0,6,20,16,13,61,3,59
SSC22196,196,2384,4841,1983,1216,10618,232,10849
SSC22197,174,1324,2282,940,518,5241,175,5419
SSC22198,0,8,9,0,0,18,0,24
SSC22199,0,13,19,17,13,59,3,62
SSC22200,0,12,16,9,5,42,9,46
SSC22201,0,3,3,3,0,15,0,15
SSC22202,0,3,10,0,5,22,3,21
SSC22203,11,58,76,27,24,196,8,202
SSC22204,24,193,218,72,42,546,37,579
SSC22205,0,6,10,8,3,27,0,27
SSC22206,42,321,368,131,66,926,34,963
SSC22207,0,0,0,0,0,0,0,0
SSC22208,0,14,49,19,15,101,7,108
SSC22209,141,1197,1331,352,160,3180,161,3338
SSC22210,0,0,3,0,0,9,0,4
SSC22211,36,589,845,208,82,1764,79,1838
SSC22212,0,9,12,4,0,27,0,31
SSC22213,4,68,94,68,24,260,7,267
SSC22214,0,14,11,6,7,35,0,33
SSC22215,434,2027,1929,493,199,5078,219,5295
SSC22216,0,5,0,3,4,14,0,14
SSC22217,0,5,13,4,3,21,0,21
SSC22218,31,188,187,50,12,469,32,501
SSC22219,3,27,15,9,9,58,8,63
SSC22220,0,0,3,3,0,3,0,3
SSC22221,8,253,976,231,93,1568,21,1591
SSC22222,0,8,13,7,0,25,4,31
SSC22223,213,1399,1469,384,156,3614,91,3704
SSC22224,0,7,21,19,12,59,7,62
SSC22225,0,32,46,9,4,95,4,100
SSC22226,0,0,0,0,0,0,0,0
SSC22227,3,56,97,39,31,224,5,233
SSC22228,0,75,177,68,31,349,3,352
SSC22229,3,17,7,0,0,34,3,37
SSC22230,4,70,106,58,21,258,11,266
SSC22231,49,503,916,324,165,1958,42,1995
SSC22232,0,3,14,10,9,28,3,30
SSC22233,0,13,37,18,8,78,7,83
SSC22234,0,9,43,18,11,75,0,81
SSC22235,17,97,78,35,18,239,15,255
SSC22236,39,508,682,220,133,1583,42,1631
SSC22237,0,3,0,0,0,8,0,8
SSC22238,530,2684,2452,560,235,6466,288,6751
SSC22239,42,239,295,78,46,697,15,713
SSC22240,10,38,50,11,13,117,0,121
SSC22241,0,4,21,14,8,52,7,59
SSC22242,0,3,13,10,9,45,0,47
SSC22243,0,11,21,15,10,65,7,69
SSC22244,406,1758,1292,359,153,3963,238,4202
SSC22245,268,966,603,99,29,1957,54,2011
SSC22246,0,23,67,48,26,172,3,173
SSC22247,6,97,239,97,64,515,11,525
SSC22248,0,0,0,0,0,0,0,0
SSC22249,0,3,7,0,0,12,0,12
SSC22250,0,16,32,11,12,66,5,70
SSC22251,0,19,11,7,10,44,4,43
SSC22252,3,146,337,160,128,773,13,788
SSC22253,3,50,93,55,46,251,13,265
SSC22254,239,930,731,246,131,2285,158,2441
SSC22255,0,7,24,9,19,57,3,60
SSC22256,0,0,3,0,0,3,0,3
SSC22257,0,9,18,12,9,42,0,42
SSC22258,0,0,3,0,3,8,0,8
SSC22259,0,0,3,7,3,13,0,13
SSC22260,0,13,60,44,24,144,7,148
SSC22261,0,8,36,22,17,85,3,86
SSC22262,0,0,0,3,0,3,0,3
SSC22263,3,14,12,3,0,31,0,31
SSC22264,840,4238,3961,1162,499,10702,512,11209
SSC22265,8,56,126,69,70,335,17,350
SSC22266,8,60,139,50,25,274,11,284
SSC22267,0,21,50,20,9,99,8,105
SSC22268,3,61,89,29,18,198,10,212
SSC22269,0,0,3,0,0,5,0,5
SSC22270,6,61,130,80,86,362,13,370
SSC22271,3,25,36,10,8,80,0,84
SSC22272,0,36,63,48,37,187,6,193
SSC22273,0,0,5,6,0,13,0,13
SSC22274,0,12,7,6,0,22,3,31
SSC22275,0,23,26,10,0,60,6,65
SSC22276,0,0,0,0,0,4,0,4
SSC22277,0,0,8,6,4,25,0,25
SSC22278,0,3,0,3,0,9,0,11
SSC22279,11,88,69,29,23,222,8,228
SSC22280,50,597,1199,395,247,2492,64,2562
SSC22281,0,3,8,8,5,12,0,13
SSC22282,0,20,40,17,19,92,3,95
SSC22283,3,30,36,11,5,79,3,82
SSC22284,0,12,47,38,23,117,5,121
SSC22285,0,4,4,3,0,10,0,10
SSC22286,0,4,7,7,0,19,0,18
SSC22287,4,60,186,115,82,440,17,456
SSC22288,0,67,138,82,52,340,11,358
SSC22289,0,0,0,0,0,0,0,0
SSC22290,8,73,102,52,29,268,6,273
SSC22291,112,499,395,71,36,1110,47,1154
SSC22292,13,182,273,81,47,591,24,612
SSC22293,0,0,0,0,0,0,0,0
SSC22294,140,1053,1561,632,461,3844,111,3952
SSC22295,27,269,251,58,26,625,40,668
SSC22296,15,85,60,17,5,178,14,189
SSC22297,33,167,151,34,13,398,6,402
SSC22298,59,363,300,52,18,803,24,822
SSC22299,1117,2414,992,116,45,4682,167,4856
SSC22300,162,1883,3438,1124,602,7214,170,7381
SSC22301,0,10,22,10,3,43,0,46
SSC22302,0,9,4,0,0,15,0,15
SSC22303,3255,5967,2036,306,127,11690,353,12043
SSC22304,2870,4267,854,93,27,8107,216,8315
SSC22305,0,8,25,6,4,45,3,42
SSC22306,0,0,3,3,0,8,3,13
SSC22307,0,5,12,5,9,30,0,26
SSC22308,70,378,388,80,39,956,24,987
SSC22309,70,424,445,134,69,1147,46,1192
SSC22310,0,9,27,12,9,58,10,69
SSC22311,0,5,7,3,11,28,0,31
SSC22312,0,0,3,3,0,9,0,12
SSC22313,0,0,0,0,3,3,0,3
SSC22314,0,6,28,10,16,52,3,55
SSC22315,0,24,36,19,30,116,8,118
SSC22316,0,11,27,13,6,53,0,53
SSC22317,704,2478,1969,760,362,6272,357,6630
SSC22318,243,1134,1361,606,296,3640,139,3776
SSC22319,1296,4367,3638,1332,629,11256,689,11950
SSC22320,126,654,679,226,121,1809,74,1882
SSC22321,3,67,156,88,68,380,12,392
SSC22322,3,70,152,46,16,295,10,303
SSC22323,100,356,342,111,48,955,45,1000
SSC22324,0,3,14,7,4,32,0,31
SSC22325,0,3,6,4,4,14,3,18
SSC22326,0,0,8,7,7,14,0,14
SSC22327,0,7,6,4,5,25,0,25
SSC22328,47,176,413,177,126,949,16,966
SSC22329,0,0,3,6,5,16,0,17
SSC22330,0,0,8,3,5,19,0,20
SSC22331,0,16,20,8,12,49,3,55
SSC22332,2399,4952,1548,195,85,9175,352,9528
SSC22333,836,2728,1428,256,75,5327,160,5486
SSC22334,231,758,332,54,20,1398,34,1432
SSC22335,46,418,423,108,44,1034,46,1080
SSC22336,0,3,3,5,3,20,0,20
SSC22337,0,9,8,3,3,24,0,23
SSC22338,0,9,35,21,26,91,5,93
SSC22339,9,91,125,50,32,309,19,323
SSC22340,3,16,50,29,19,115,9,119
SSC22341,0,3,6,12,5,30,0,35
SSC22342,0,3,9,0,3,11,0,10
SSC22343,182,912,824,297,115,2323,134,2457
SSC22344,0,20,35,19,16,89,0,89
SSC22345,0,4,5,3,6,21,0,22
SSC22346,4,3,15,7,7,34,0,33
SSC22347,0,0,0,0,0,0,0,0
SSC22348,0,3,3,3,8,16,0,16
SSC22349,0,7,3,4,4,14,0,14
SSC22350,0,3,11,8,0,27,0,27
SSC22351,0,5,6,5,3,16,0,21
SSC22352,0,0,0,0,0,0,0,0
SSC22353,0,10,40,14,20,90,7,95
SSC22354,0,5,13,4,3,20,0,20
SSC22355,3,15,28,15,12,67,0,69
SSC22356,0,8,11,5,0,29,5,30
SSC22357,0,0,0,0,0,0,0,0
SSC22358,26,255,354,179,92,909,41,953
SSC22359,0,15,28,12,3,60,0,58
SSC22360,0,8,5,19,9,49,0,49
SSC22361,3,49,40,22,11,126,8,133
SSC22362,93,777,894,263,114,2136,69,2208
SSC22363,3,3,17,15,15,51,4,60
SSC22364,0,3,23,18,8,50,0,53
SSC22365,14,357,869,317,125,1681,29,1709
SSC22366,0,0,10,6,13,32,0,32
SSC22367,0,3,0,4,0,12,3,13
SSC22368,11,94,138,58,45,346,16,357
SSC22369,104,761,1250,402,230,2743,72,2811
SSC22370,15,92,170,40,28,341,14,347
SSC22371,0,17,13,9,9,55,4,53
SSC22372,0,8,12,9,8,35,3,32
SSC22373,0,6,17,6,5,31,0,33
SSC22374,0,0,3,0,0,4,0,4
SSC22375,0,12,40,14,7,71,0,71
SSC22376,0,0,0,0,0,0,0,0
SSC22377,0,8,34,16,15,69,3,74
SSC22378,0,0,0,0,0,0,0,0
SSC22379,475,3655,5071,1849,1130,12174,320,12491
SSC22380,3,12,38,27,25,109,0,108
SSC22381,3,43,43,4,0,95,0,93
SSC22382,7,56,56,16,6,130,12,149
SSC22383,403,1325,945,281,115,3072,158,3234
SSC22384,344,1230,1165,495,215,3451,187,3640
SSC22385,498,2137,2040,742,324,5741,309,6050
SSC22386,4,80,95,5,11,190,11,196
SSC22387,211,1644,2007,520,245,4628,79,4703
SSC22388,0,0,3,0,4,12,0,12
SSC22389,0,0,11,6,15,32,0,32
SSC22390,0,0,0,0,0,0,0,0
SSC22391,0,5,17,10,8,49,8,52
SSC22392,0,9,3,8,0,20,0,20
SSC22393,304,1429,1441,413,215,3798,224,4026
SSC22394,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0
SSC22396,0,7,16,11,0,41,0,43
SSC22397,16,81,117,37,26,276,12,289
SSC22398,0,19,38,13,15,82,3,84
SSC22399,0,3,0,3,3,9,0,9
SSC22400,0,3,3,0,3,3,0,3
SSC22401,3,42,39,16,4,112,3,115
SSC22402,143,1083,1268,451,244,3192,95,3283
SSC22403,0,0,0,3,0,4,0,4
SSC22404,0,0,0,0,0,0,0,0
SSC22405,0,16,17,11,4,44,0,43
SSC22406,0,0,3,8,3,16,0,16
SSC22407,0,30,52,27,17,129,0,131
SSC22408,0,4,5,3,3,16,3,17
SSC22409,0,0,3,7,0,4,0,4
SSC22410,0,3,0,3,3,5,0,9
SSC22411,16,61,63,31,16,188,16,204
SSC22412,0,9,34,20,13,74,0,74
SSC22413,0,9,18,9,4,31,3,32
SSC22414,10,158,144,55,32,391,28,422
SSC22415,0,4,6,5,4,13,0,13
SSC22416,0,9,21,12,14,50,7,52
SSC22417,0,11,33,12,14,68,0,67
SSC22418,5,60,94,52,40,258,12,268
SSC22419,0,27,69,52,29,181,3,183
SSC22420,0,0,0,4,3,4,0,4
SSC22421,0,15,46,25,21,109,4,112
SSC22422,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0
SSC22424,0,6,16,8,3,39,0,39
SSC22425,0,3,5,4,4,20,0,18
SSC22426,0,0,4,6,0,11,0,11
SSC22427,0,0,0,3,0,6,0,6
SSC22428,0,4,0,0,10,17,0,17
SSC22429,0,47,88,28,29,195,6,200
SSC22430,0,0,0,0,0,0,0,0
SSC22431,0,6,3,0,0,8,0,8
SSC22432,3,24,57,55,42,186,4,197
SSC22433,0,0,3,0,3,8,0,8
SSC22434,0,0,3,0,0,3,0,3
SSC22435,0,51,76,33,14,173,5,177
SSC22436,0,3,3,3,0,11,0,7
SSC22437,0,0,0,0,6,4,0,7
SSC22438,5,31,20,3,3,66,3,72
SSC22439,169,2977,4534,1200,505,9386,276,9665
SSC22440,0,9,9,9,5,36,0,36
SSC22441,0,0,3,3,0,5,0,7
SSC22442,0,7,17,7,3,29,3,27
SSC22443,0,0,3,3,5,13,0,13
SSC22444,0,4,15,6,0,29,0,32
SSC22445,0,0,11,9,0,26,0,26
SSC22446,0,19,55,24,21,116,4,118
SSC22447,0,6,3,3,0,12,0,12
SSC22448,0,6,11,0,5,27,0,27
SSC22449,0,0,10,3,3,14,0,15
SSC22450,0,17,64,13,14,113,0,111
SSC22451,0,8,8,3,9,26,0,26
SSC22452,0,9,10,4,3,18,0,18
