SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC22274,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,11,3,0,0,31,..,0,0,8,8,11,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,4,..,..,..,..,..,..,..,..,4,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,7,0,0,10,0,0,0,0,0,4,0,0,0,4,4,9,0,6,13,16,9,0,0,61
SSC22275,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,17,16,6,0,59,..,0,0,4,0,22,21,9,0,52,..,0,0,6,3,3,0,3,0,15,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,10,7,5,0,32,0,0,3,0,0,3,0,0,0,7,14,8,6,10,18,33,26,11,0,127
SSC22276,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,10
SSC22277,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,4,3,3,0,3,0,28,..,0,0,9,5,3,0,3,0,26,..,0,0,0,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,9,3,9,8,6,4,5,0,61
SSC22278,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,15,..,0,0,0,0,0,6,3,0,8,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,5,4,0,23
SSC22279,..,3,0,0,0,0,3,0,0,9,..,0,0,0,3,12,7,14,9,55,0,4,0,3,0,0,0,0,0,9,46,21,20,25,31,42,35,27,10,265,..,0,10,27,43,53,42,12,6,196,..,0,4,3,8,6,0,0,0,25,..,0,3,5,6,3,0,4,3,19,85,..,..,..,..,..,..,..,..,85,..,16,..,..,..,..,..,..,..,16,..,18,8,3,0,3,0,0,0,33,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,5,0,0,3,0,3,0,0,12,..,0,4,9,7,28,24,15,5,95,0,13,0,4,0,3,3,0,0,24,83,53,26,47,71,93,71,39,20,516
SSC22280,..,15,12,5,21,3,0,0,0,60,..,3,21,20,27,47,48,25,9,200,10,21,10,10,5,4,6,5,0,68,901,580,575,610,623,344,201,83,23,3928,..,6,458,830,752,471,211,89,11,2825,..,67,249,156,123,47,14,3,0,664,..,18,53,82,151,54,19,7,3,380,1836,..,..,..,..,..,..,..,..,1836,..,500,..,..,..,..,..,..,..,500,..,391,158,32,16,6,0,0,0,608,..,38,24,13,20,31,23,14,12,181,..,22,29,15,21,4,3,0,0,94,..,27,25,17,33,13,6,6,0,130,..,9,43,57,81,82,68,32,12,389,25,34,27,15,12,9,10,5,0,134,1860,1122,1066,1218,1203,720,352,165,39,7728
SSC22281,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,16,..,0,3,0,3,8,0,0,3,16,..,0,3,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,9,7,0,3,35
SSC22282,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,5,5,0,0,17,0,3,0,0,0,0,0,0,0,4,10,9,14,6,15,21,20,5,3,97,..,0,3,18,19,25,27,8,0,94,..,0,3,3,4,0,3,0,0,12,..,0,0,0,7,0,0,0,3,10,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,9,0,0,0,4,0,0,0,11,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,3,14,3,0,0,26,0,3,0,0,0,0,0,0,0,4,27,15,18,23,29,43,37,9,4,199
SSC22283,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,6,3,3,0,19,0,0,4,0,0,0,0,0,0,4,11,7,12,12,10,22,14,3,4,95,..,0,5,11,6,14,21,4,3,67,..,0,0,3,4,7,0,0,0,13,..,0,0,7,0,0,0,0,3,14,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,3,0,3,7,9,3,0,28,0,0,3,0,0,0,0,0,0,11,31,7,17,17,23,40,35,5,5,188
SSC22284,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,24,25,11,13,41,36,15,0,0,173,..,0,3,26,59,43,21,0,0,154,..,0,3,0,9,12,0,0,0,29,..,0,3,0,4,5,0,0,0,11,57,..,..,..,..,..,..,..,..,57,..,26,..,..,..,..,..,..,..,26,..,19,12,0,0,0,0,0,0,33,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,3,3,0,12,0,6,0,0,0,0,0,0,0,11,57,49,24,34,72,64,36,4,0,340
SSC22285,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10,..,0,0,4,3,4,0,3,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,6,3,3,0,25
SSC22286,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,3,0,0,22,..,0,0,3,5,7,3,5,0,22,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,15,4,5,0,37
SSC22287,..,0,0,0,0,3,4,0,0,6,..,0,0,0,0,5,12,5,0,33,0,3,0,0,0,0,0,0,0,5,136,87,48,98,106,98,72,22,5,669,..,0,39,137,170,161,109,24,4,643,..,3,9,25,23,11,0,0,0,75,..,0,6,3,7,3,3,0,0,23,301,..,..,..,..,..,..,..,..,301,..,111,..,..,..,..,..,..,..,111,..,68,16,3,6,0,0,0,0,93,..,3,0,0,0,3,6,3,0,23,..,6,0,0,0,0,0,0,0,8,..,0,0,0,0,4,6,0,0,7,..,0,0,7,5,12,18,11,3,61,0,4,3,5,3,3,3,0,0,22,303,193,83,186,220,199,142,41,9,1369
SSC22288,..,0,0,0,0,3,0,0,0,7,..,0,5,3,7,15,6,3,0,28,3,3,0,0,0,0,3,0,0,13,100,43,50,60,87,57,36,10,7,455,..,3,50,85,108,88,53,16,0,402,..,12,22,18,25,15,8,0,0,100,..,5,6,6,5,0,0,0,0,24,216,..,..,..,..,..,..,..,..,216,..,39,..,..,..,..,..,..,..,39,..,38,9,4,0,0,0,0,0,52,..,0,0,0,0,0,0,4,0,10,..,3,6,0,0,3,0,0,0,11,..,0,0,3,0,3,3,0,0,15,..,0,11,10,10,22,20,3,0,80,3,4,0,3,3,3,5,0,0,17,220,103,104,126,157,135,82,26,3,964
SSC22289,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,..,0,0,0,0,0,0,0,0,5,..,0,3,3,6,6,19,0,3,37,0,0,0,0,3,0,0,0,0,6,49,38,27,39,60,40,47,11,4,322,..,0,19,48,58,59,41,20,0,246,..,3,10,20,22,6,3,0,3,65,..,0,6,4,9,5,3,0,4,29,117,..,..,..,..,..,..,..,..,117,..,42,..,..,..,..,..,..,..,42,..,24,8,8,5,0,0,0,0,37,..,0,0,0,0,4,3,0,0,5,..,9,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,7,..,0,3,5,11,26,22,4,5,83,3,0,4,0,7,3,5,0,0,30,122,77,55,88,114,103,73,26,12,665
SSC22291,..,46,13,3,10,7,3,3,0,88,..,14,30,27,27,54,39,40,19,246,5,17,7,0,3,3,4,0,0,35,265,172,194,189,196,171,97,71,18,1382,..,7,127,206,182,161,100,39,4,828,..,19,95,48,53,24,4,0,0,240,..,3,20,26,41,16,6,8,3,130,513,..,..,..,..,..,..,..,..,513,..,106,..,..,..,..,..,..,..,106,..,55,30,17,9,5,0,0,0,116,..,10,0,6,3,7,0,0,0,20,..,13,3,0,0,0,3,0,0,16,..,77,39,10,11,12,3,3,0,166,..,23,50,48,51,81,70,57,18,402,10,26,15,8,3,3,4,3,0,73,520,341,379,361,364,312,184,112,29,2605
SSC22292,..,0,0,4,3,0,5,0,0,7,..,0,0,3,5,28,26,16,12,101,3,3,6,4,0,0,3,0,0,21,135,68,41,80,103,147,111,42,21,753,..,0,26,88,134,174,143,47,20,625,..,7,15,26,35,38,7,0,0,139,..,0,3,7,15,12,4,3,3,43,244,..,..,..,..,..,..,..,..,244,..,78,..,..,..,..,..,..,..,78,..,35,18,4,3,7,0,0,0,64,..,3,0,3,0,0,6,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,5,3,4,9,3,3,22,..,4,4,10,22,38,41,30,20,177,4,12,5,6,7,0,4,3,0,42,249,136,78,155,213,272,215,88,45,1447
SSC22293,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,..,16,13,5,10,16,8,0,3,71,..,15,34,28,45,115,112,110,62,529,13,32,16,4,3,9,7,4,0,92,957,709,686,664,861,718,473,253,102,5416,..,17,493,696,976,916,608,231,59,4005,..,91,338,205,201,117,31,10,0,1001,..,18,61,120,177,73,31,24,10,518,1966,..,..,..,..,..,..,..,..,1966,..,619,..,..,..,..,..,..,..,619,..,528,236,65,44,17,0,0,0,883,..,40,34,6,15,19,33,25,10,186,..,47,28,11,21,6,4,0,0,112,..,30,27,11,20,30,14,9,3,138,..,30,72,74,123,188,162,137,78,863,29,62,35,11,13,19,13,7,3,197,1992,1471,1322,1204,1589,1400,901,445,164,10481
SSC22295,..,0,0,0,0,0,0,0,0,5,..,0,0,4,9,25,46,42,23,152,3,4,3,6,0,10,9,0,3,36,57,23,22,50,52,127,195,103,38,662,..,0,10,44,59,133,257,122,18,635,..,0,11,9,13,11,20,7,0,73,..,0,4,4,14,6,3,4,9,39,98,..,..,..,..,..,..,..,..,98,..,27,..,..,..,..,..,..,..,27,..,15,12,13,9,5,0,0,0,46,..,3,0,0,3,3,4,9,4,23,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,5,0,0,16,..,0,6,9,19,51,72,60,28,247,5,6,7,6,6,20,25,12,4,86,107,53,50,90,121,239,382,202,58,1302
SSC22296,..,0,0,0,0,0,0,0,0,3,..,0,7,3,0,6,12,3,3,28,0,0,0,0,0,0,0,0,0,3,35,31,37,24,20,29,19,16,3,218,..,0,19,17,24,21,11,24,4,125,..,3,16,8,7,5,3,0,0,43,..,0,3,10,10,10,0,4,0,31,85,..,..,..,..,..,..,..,..,85,..,18,..,..,..,..,..,..,..,18,..,16,12,3,3,0,0,0,0,29,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,7,..,4,4,3,5,13,20,11,4,66,0,0,3,0,0,3,0,5,0,8,85,50,62,44,49,44,38,40,6,430
SSC22297,..,12,17,3,4,5,0,0,0,40,..,6,8,13,13,19,8,12,8,73,3,3,5,0,3,0,3,0,0,15,77,53,107,63,78,54,27,19,7,486,..,3,67,73,67,39,25,12,0,282,..,5,44,26,11,12,4,0,0,99,..,0,3,11,16,4,4,5,3,47,150,..,..,..,..,..,..,..,..,150,..,36,..,..,..,..,..,..,..,36,..,15,12,4,3,4,0,0,0,34,..,0,3,0,0,4,0,3,0,17,..,3,3,0,0,0,0,0,0,9,..,29,38,9,11,9,0,0,0,89,..,7,13,16,25,34,19,11,10,124,3,6,9,3,3,4,3,0,0,29,152,113,191,141,131,107,47,36,10,923
SSC22298,..,3,16,6,0,3,3,0,0,28,..,3,15,20,34,26,18,13,9,139,0,0,0,0,0,0,0,0,0,11,166,85,185,191,122,105,50,30,20,943,..,3,134,202,110,94,35,15,11,608,..,16,92,63,35,18,5,0,0,217,..,0,3,21,28,14,6,6,0,74,346,..,..,..,..,..,..,..,..,346,..,76,..,..,..,..,..,..,..,76,..,44,21,9,8,7,0,0,0,88,..,8,18,8,3,11,6,3,0,51,..,5,6,0,3,0,0,0,0,14,..,20,38,18,5,3,3,0,0,88,..,8,41,37,64,50,35,18,18,268,3,4,4,3,5,0,0,0,0,27,344,174,365,362,255,188,91,51,33,1862
SSC22299,..,128,217,58,17,13,6,3,0,441,..,45,182,175,151,164,143,96,31,984,10,21,33,8,8,10,12,6,0,105,570,531,1231,831,647,497,343,188,60,4900,..,17,601,755,530,399,316,154,38,2803,..,101,641,324,195,105,40,7,0,1413,..,8,30,60,123,70,19,15,6,340,1138,..,..,..,..,..,..,..,..,1138,..,272,..,..,..,..,..,..,..,272,..,94,102,29,26,11,0,0,0,260,..,100,101,29,13,21,16,10,7,283,..,41,50,10,3,3,0,0,0,109,..,214,437,118,34,27,15,3,0,852,..,74,369,361,307,302,242,130,49,1836,13,29,62,34,22,13,18,17,4,213,1152,950,2387,1719,1262,945,671,329,104,9524
SSC22300,..,19,26,16,10,16,11,3,0,106,..,11,66,65,69,119,130,85,19,576,30,24,35,17,14,14,15,9,3,167,2677,1478,1753,2104,1658,988,600,269,58,11588,..,56,1786,3047,2329,1296,759,269,34,9576,..,100,391,327,214,89,31,8,0,1160,..,11,110,242,347,144,43,21,15,934,5516,..,..,..,..,..,..,..,..,5516,..,1547,..,..,..,..,..,..,..,1547,..,1019,569,119,43,18,0,0,0,1770,..,142,119,45,47,87,60,59,17,568,..,46,52,29,15,14,7,3,0,167,..,50,84,35,30,33,21,3,0,242,..,27,138,171,162,181,179,112,32,994,67,49,73,47,34,24,22,13,9,339,5585,3035,3328,4051,3217,1879,1122,480,108,22818
SSC22301,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,6,5,10,7,10,0,0,50,..,3,3,10,6,15,17,3,0,51,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,0,0,10,4,0,0,0,0,0,0,0,0,5,20,15,8,12,10,16,22,6,0,109
SSC22302,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,16,..,0,0,3,3,8,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,8,0,0,0,29
SSC22303,..,666,851,122,40,29,17,9,3,1732,..,268,854,500,290,307,296,200,91,2812,8,82,134,32,19,23,15,13,0,320,799,1882,4110,1518,1017,931,771,432,144,11598,..,47,1484,1062,801,753,703,382,82,5305,..,490,2324,563,238,136,81,13,0,3849,..,4,39,110,190,126,47,32,15,567,1576,..,..,..,..,..,..,..,..,1576,..,557,..,..,..,..,..,..,..,557,..,175,172,48,45,28,3,0,0,474,..,254,196,36,24,27,27,19,7,589,..,77,156,13,9,3,4,0,0,267,..,1054,1652,245,99,55,30,18,12,3163,..,484,1567,947,618,545,444,272,141,5020,12,126,227,72,28,44,32,19,3,571,1590,3275,7817,3099,2061,1717,1360,769,262,21952
SSC22304,..,811,725,93,27,5,13,0,0,1676,..,277,511,256,131,104,80,32,5,1399,3,42,53,16,15,8,11,3,0,152,393,1853,3248,1016,560,484,283,83,23,7945,..,67,1661,900,472,520,339,110,14,4088,..,369,1432,364,112,68,37,0,4,2386,..,7,23,66,125,73,18,5,6,319,763,..,..,..,..,..,..,..,..,763,..,234,..,..,..,..,..,..,..,234,..,78,114,22,0,3,0,0,0,221,..,376,262,41,17,23,6,3,3,743,..,155,238,16,5,4,0,0,0,427,..,1532,1614,212,60,16,16,3,0,3459,..,505,1063,595,325,210,132,53,14,2892,8,85,109,41,29,21,15,3,4,305,762,3413,6523,2258,1150,932,564,184,43,15832
SSC22305,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,10,4,11,10,0,0,52,..,0,4,13,14,12,13,3,4,64,..,0,0,0,4,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,27,3,6,19,16,17,19,3,4,115
SSC22306,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,3,3,5,0,0,15,..,0,0,3,0,3,4,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,3,3,0,0,5,6,7,0,0,31
SSC22307,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,4,11,10,0,0,0,37,..,0,0,3,14,7,3,4,0,28,..,0,0,0,0,3,3,0,0,9,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,6,..,..,..,..,..,..,..,6,..,4,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,6,7,6,13,17,3,3,0,73
SSC22308,..,11,40,5,8,8,3,0,0,69,..,3,4,16,23,15,14,12,8,96,0,4,5,5,0,3,0,4,0,25,233,99,216,253,152,106,87,42,16,1205,..,0,139,303,143,114,102,40,6,850,..,3,118,90,58,20,7,0,0,298,..,0,0,20,33,19,10,7,3,102,462,..,..,..,..,..,..,..,..,462,..,82,..,..,..,..,..,..,..,82,..,56,47,27,8,7,0,0,0,146,..,7,17,5,4,14,5,4,4,61,..,5,11,0,3,0,0,0,0,29,..,30,69,11,10,8,3,0,0,148,..,6,26,44,48,37,29,21,17,225,8,4,7,3,0,8,7,7,3,47,465,200,438,510,314,226,169,85,34,2442
SSC22309,..,29,16,0,3,3,0,0,0,56,..,8,15,9,25,39,52,53,50,254,3,6,3,0,8,4,3,4,3,35,225,187,142,172,209,192,163,95,72,1461,..,8,77,212,226,267,192,78,39,1089,..,25,62,35,31,10,4,0,0,163,..,0,17,29,43,18,5,10,3,126,503,..,..,..,..,..,..,..,..,503,..,141,..,..,..,..,..,..,..,141,..,72,36,15,7,5,0,0,0,144,..,7,3,0,0,0,8,0,0,27,..,8,3,3,0,0,0,0,0,16,..,60,26,10,12,10,3,0,0,118,..,13,31,27,33,62,75,76,67,374,3,22,13,3,7,10,3,6,3,67,505,355,260,325,368,377,288,168,116,2759
