SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC22209,3471,3553,7020,1190,550,1741,469,967,1439,104,101,202,109,86,200,1866,1709,3576,1333,1584,2914,5.8,5,5.6,53.8,48.1,50.9,50.8,45.5,48.2,57,80,139,62,95,155,268,387,650,273,417,696,1082,413,1501,34,55,89,50,81,131,1170,547,1721,3209,3207,6414,534,606,1139,2228,2141,4363,1401,1540,2941
SSC22210,17,15,33,7,0,5,4,3,7,0,0,0,0,0,0,7,8,11,0,3,3,0,0,0,41.2,53.3,33.3,64.7,20,36.4,0,0,0,0,0,0,3,3,9,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,9,21,0,0,0,6,7,14,0,7,7
SSC22211,1990,2214,4205,765,389,1157,247,514,759,56,74,128,48,44,90,1113,1023,2130,737,979,1718,4.3,4.3,4.2,55.9,46.2,50.7,53.7,44.1,48.6,29,46,76,33,43,77,173,261,431,175,245,415,569,230,798,9,31,40,36,58,94,617,319,934,1628,1739,3369,457,483,936,878,923,1803,1173,1254,2428
SSC22212,31,22,58,9,3,12,7,7,11,0,0,0,0,0,0,14,13,26,7,14,23,0,0,0,45.2,59.1,44.8,51.6,45.5,39.7,3,0,3,0,0,0,4,3,9,4,3,4,10,4,8,0,0,0,0,3,4,7,6,11,28,22,53,3,3,5,23,19,40,14,9,20
SSC22213,307,298,599,111,65,169,38,72,111,14,12,30,22,9,30,187,163,344,97,108,204,11.8,5.5,8.7,60.9,54.7,57.4,53.1,50,51.8,3,11,13,5,4,8,17,27,42,14,25,38,94,38,130,0,13,13,6,7,11,93,48,150,297,276,575,29,39,69,220,216,438,89,85,171
SSC22214,35,31,64,10,7,13,6,12,15,0,3,3,3,0,3,19,17,37,11,11,26,15.8,0,8.1,54.3,54.8,57.8,45.7,71,48.4,0,0,0,0,0,3,4,4,6,3,4,9,11,4,14,0,0,0,0,0,0,11,4,11,33,32,71,0,3,5,28,24,49,8,13,21
SSC22215,5232,5870,11100,2205,1138,3341,572,1455,2023,176,182,359,220,189,413,3169,2970,6143,1635,2454,4092,6.9,6.4,6.7,60.6,50.6,55.3,56.4,47.3,51.6,107,131,244,84,168,253,440,726,1168,398,557,954,1418,734,2145,46,78,128,58,123,180,1517,932,2448,4891,5276,10166,949,1112,2060,3158,3469,6626,2394,2626,5022
SSC22216,7,10,18,8,5,11,3,4,4,0,0,0,0,0,0,7,5,17,0,4,4,0,0,0,100,50,94.4,157.1,90,83.3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,0,4,7,13,18,0,0,0,8,9,19,0,3,5
SSC22217,30,22,53,12,6,15,0,3,4,0,0,3,0,0,0,17,11,24,7,13,21,0,0,0,56.7,50,45.3,40,40.9,41.5,0,0,0,0,0,0,3,0,8,0,0,4,6,3,10,0,0,0,0,0,0,6,4,11,30,18,47,0,0,0,17,19,42,7,3,6
SSC22218,525,548,1074,164,92,253,77,126,211,17,26,40,12,5,18,276,251,522,202,262,465,4.3,2,3.4,52.6,45.8,48.6,49.1,44.5,46.9,9,10,19,9,14,23,49,72,117,51,76,125,145,60,211,3,7,9,14,20,37,167,91,252,437,467,905,106,125,228,290,310,602,232,257,490
SSC22219,72,58,135,22,11,35,5,10,19,0,0,3,3,0,3,32,29,58,35,32,63,9.4,0,5.2,44.4,50,43,37.5,36.2,42.2,0,0,0,0,0,0,0,4,7,3,3,3,11,12,22,0,0,0,0,3,3,11,15,23,63,49,114,5,8,16,51,42,91,15,17,28
SSC22220,3,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,7,0,0,0,3,0,3,0,0,3
SSC22221,1904,1962,3867,1146,617,1764,217,609,823,62,80,146,53,71,120,1475,1380,2858,347,518,863,3.6,5.1,4.2,77.5,70.3,73.9,74.8,66.6,70.7,96,81,175,35,54,92,326,361,685,214,313,527,413,188,597,10,19,28,28,61,80,448,263,713,1876,1931,3806,410,405,816,893,899,1790,1284,1316,2606
SSC22222,27,34,65,14,4,18,3,12,11,0,0,0,4,0,4,14,14,33,11,17,27,28.6,0,12.1,51.9,41.2,50.8,63,47.1,44.6,0,4,3,0,4,3,4,3,13,0,0,3,4,0,4,0,0,0,0,0,0,5,0,6,27,32,59,3,3,6,20,22,40,9,16,24
SSC22223,3979,4460,8437,1920,1073,2993,554,1193,1753,99,133,232,111,111,224,2678,2520,5198,1065,1716,2783,4.1,4.4,4.3,67.3,56.5,61.6,64.7,53.8,59,429,349,775,133,219,346,1034,1181,2212,373,547,912,469,225,694,18,38,53,36,99,142,535,359,891,3720,4140,7856,705,788,1488,2448,2719,5169,1887,2066,3953
SSC22224,73,72,150,36,18,53,11,21,33,8,5,12,0,3,3,53,47,97,18,28,48,0,6.4,3.1,72.6,65.3,64.7,75.3,61.1,65.3,0,0,0,0,3,3,9,14,19,0,6,6,27,16,38,0,3,3,0,0,3,28,18,46,81,78,163,6,9,14,74,68,140,10,8,20
SSC22225,110,116,225,27,8,43,15,31,47,5,8,8,0,0,3,49,48,100,54,50,104,0,0,3,44.5,41.4,44.4,42.7,40.5,43.6,4,4,12,6,7,14,14,21,37,7,11,14,31,10,44,0,3,3,7,3,7,41,9,50,108,104,209,14,11,25,74,73,141,44,45,86
SSC22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22227,263,263,527,90,56,140,43,74,110,8,3,16,5,5,8,140,141,280,102,105,204,3.6,3.5,2.9,53.2,53.6,53.1,53.6,50.6,50.5,0,15,13,5,3,10,19,29,49,20,30,50,82,29,106,4,10,13,0,3,4,87,37,123,268,254,518,26,30,51,193,194,385,79,78,153
SSC22228,427,448,867,204,105,315,61,149,215,16,17,32,9,11,25,294,286,578,100,131,229,3.1,3.8,4.3,68.9,63.8,66.7,65.8,60.5,64.8,32,29,65,17,26,38,64,96,159,56,50,112,86,26,112,3,3,8,3,13,22,92,51,138,424,431,857,52,55,104,306,320,625,158,158,313
SSC22229,38,40,74,18,9,28,4,6,14,0,3,4,0,0,0,25,19,48,9,15,26,0,0,0,65.8,47.5,64.9,57.9,45,62.2,0,0,0,0,0,0,3,7,10,5,8,10,9,4,14,0,3,4,0,3,3,10,6,18,31,30,65,6,6,11,27,25,51,11,11,23
SSC22230,300,290,581,122,53,179,33,89,125,13,6,19,23,11,34,195,162,354,84,110,198,11.8,6.8,9.6,65,55.9,60.9,56,51,55.6,5,9,11,3,5,8,14,37,49,16,33,50,94,46,144,3,11,15,6,5,11,101,65,169,293,296,586,54,44,96,208,197,405,122,119,245
SSC22231,2398,2477,4880,1198,643,1835,317,699,1012,68,67,136,110,100,212,1687,1511,3191,621,876,1500,6.5,6.6,6.6,70.4,61,65.4,66,56.9,61.1,124,104,225,38,77,113,346,444,792,228,285,511,537,234,769,21,29,53,41,69,105,593,334,928,2489,2463,4957,297,361,655,1860,1857,3724,861,885,1748
SSC22232,39,43,81,23,5,28,7,16,25,0,7,5,0,0,0,30,28,56,6,14,21,0,0,0,76.9,65.1,69.1,76.9,65.1,71.6,3,0,4,0,0,0,0,6,4,4,3,6,17,6,22,0,0,0,0,0,0,17,9,25,37,45,81,3,3,9,35,36,67,10,6,17
SSC22233,104,98,195,40,28,70,16,27,42,3,3,7,0,3,5,62,56,123,25,28,54,0,5.4,4.1,59.6,57.1,63.1,56.7,59.2,61,4,3,5,7,5,4,13,14,28,8,10,23,19,13,28,0,0,0,3,0,6,23,15,34,96,94,192,14,13,25,70,71,142,39,40,76
SSC22234,97,102,199,57,27,78,5,32,41,3,7,9,3,0,3,69,65,136,14,25,41,4.3,0,2.2,71.1,63.7,68.3,67,64.7,64.3,0,0,5,0,0,4,0,11,11,0,6,6,20,12,27,0,6,8,3,0,3,20,10,38,92,96,195,15,16,27,84,69,156,24,38,55
SSC22235,261,275,539,97,42,137,22,56,74,0,5,6,9,8,21,129,109,237,98,132,228,7,7.3,8.9,49.4,39.6,44,45.6,37.5,40.3,0,0,6,3,6,10,11,21,34,10,20,32,59,40,98,3,3,6,0,0,5,65,43,110,235,248,485,39,30,71,175,194,375,89,71,163
SSC22236,1941,2039,3981,1015,561,1577,230,488,723,47,74,122,101,107,207,1396,1231,2622,428,679,1102,7.2,8.7,7.9,71.9,60.4,65.9,66.6,55.1,60.8,96,103,199,33,49,83,252,344,594,152,228,379,428,187,614,9,29,39,35,29,62,469,247,710,2040,2161,4202,229,255,487,1539,1570,3112,623,715,1334
SSC22237,9,3,11,4,0,4,0,3,3,0,0,0,0,0,0,4,3,6,3,0,3,0,0,0,44.4,100,54.5,44.4,100,63.6,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,3,0,3,0,0,3,5,3,10
SSC22238,6680,7053,13738,3077,1767,4844,724,1636,2361,182,250,434,292,289,579,4271,3942,8212,1879,2587,4466,6.8,7.3,7.1,63.9,55.9,59.8,59.6,51.8,55.6,134,196,331,93,181,273,588,932,1524,545,873,1414,1898,867,2772,39,97,137,110,164,275,2047,1138,3183,6280,6340,12622,928,1071,1998,4220,4169,8396,2670,2966,5637
SSC22239,773,835,1603,368,210,579,91,208,301,18,30,46,26,23,46,506,477,980,224,311,531,5.1,4.8,4.7,65.5,57.1,61.1,61.7,53.7,57.8,38,41,82,8,40,45,111,136,252,78,95,170,198,62,259,4,8,17,15,17,27,217,90,305,761,783,1546,88,107,197,559,565,1120,265,312,573
SSC22240,141,129,268,44,24,63,15,22,34,0,0,4,9,4,9,67,52,114,59,64,121,13.4,7.7,7.9,47.5,40.3,42.5,41.8,35.7,37.7,0,0,0,0,4,4,6,10,15,5,7,12,55,16,71,0,4,4,0,0,0,55,23,77,115,114,234,28,27,56,78,74,154,57,61,122
SSC22241,64,68,130,30,16,43,8,20,23,7,0,8,0,0,0,40,38,76,21,26,41,0,0,0,62.5,55.9,58.5,70.3,52.9,56.9,3,0,5,0,0,0,0,9,8,0,3,4,21,8,29,0,0,3,0,0,0,25,11,36,68,68,132,3,7,9,50,46,97,21,23,43
SSC22242,53,48,97,28,8,36,3,13,17,0,0,0,0,7,7,37,24,60,17,17,34,0,29.2,11.7,69.8,50,61.9,58.5,43.8,54.6,0,4,4,0,3,3,4,4,11,6,3,11,21,9,29,0,0,0,0,3,4,21,13,34,60,41,102,3,8,11,46,27,71,19,15,36
SSC22243,87,89,170,37,15,54,9,20,27,7,0,13,0,5,7,47,47,92,28,31,65,0,10.6,7.6,54,52.8,54.1,60.9,39.3,55.3,0,0,0,6,3,7,0,9,8,8,6,11,25,12,39,0,3,3,0,0,0,31,13,48,90,89,178,4,7,17,56,54,111,36,44,72
SSC22244,3741,4487,8227,1328,716,2040,442,982,1423,118,141,255,227,183,413,2116,2015,4131,1316,2136,3452,10.7,9.1,10,56.6,44.9,50.2,50.5,41,45.2,42,51,91,22,52,71,168,333,496,231,337,569,1009,646,1655,48,100,147,48,87,140,1112,838,1948,3461,3957,7420,711,874,1584,2217,2489,4701,1713,2092,3808
SSC22245,2102,2164,4262,1089,829,1921,320,520,833,63,79,144,90,83,174,1564,1512,3069,415,532,944,5.8,5.5,5.7,74.4,69.9,72,70,66,68,180,242,427,81,155,237,560,635,1197,197,201,395,232,101,334,8,9,26,23,35,63,271,148,418,1898,1904,3801,407,441,849,1170,1174,2337,1021,1059,2074
SSC22246,211,217,431,99,52,148,30,78,108,5,10,18,7,3,9,137,141,281,56,61,118,5.1,2.1,3.2,64.9,65,65.2,63.5,64.5,63.6,11,24,35,14,8,21,26,41,70,8,20,33,51,21,77,0,3,3,3,5,7,56,28,87,220,220,440,29,20,53,163,160,322,79,69,145
SSC22247,663,646,1309,328,165,495,89,216,308,32,27,56,33,15,52,486,426,912,134,186,318,6.8,3.5,5.7,73.3,65.9,69.7,67.7,63.2,65.6,33,32,67,20,37,56,90,121,211,75,91,168,176,71,251,6,8,16,3,10,22,189,88,280,685,675,1359,63,70,133,521,508,1030,207,204,416
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,13,11,15,3,0,3,0,4,5,0,4,4,0,0,0,10,10,17,4,0,3,0,0,0,76.9,90.9,113.3,23.1,72.7,80,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,5,5,15,0,3,0,9,8,10,3,4,3
SSC22250,80,75,149,38,16,53,3,20,24,4,3,10,0,0,0,48,43,88,24,23,41,0,0,0,60,57.3,59.1,56.3,52,58.4,0,3,3,0,0,0,4,13,15,0,4,10,24,13,30,0,3,3,0,0,0,24,11,35,71,69,142,13,6,20,50,40,98,31,33,65
SSC22251,60,41,97,36,11,48,0,16,19,3,3,3,0,0,0,40,30,72,10,11,23,0,0,0,66.7,73.2,74.2,65,73.2,72.2,0,0,0,0,0,0,0,6,5,3,4,6,4,5,13,3,3,3,3,0,3,12,10,20,65,40,105,3,0,3,52,35,84,16,9,24
SSC22252,934,942,1874,547,243,790,111,325,438,35,36,75,26,40,64,718,641,1362,181,279,459,3.6,6.2,4.7,76.9,68,72.7,74.2,64.1,69.5,10,17,28,4,21,27,50,100,153,58,127,192,349,156,503,3,14,22,15,29,37,361,198,565,1015,1050,2066,93,89,183,748,761,1510,317,337,650
SSC22253,307,312,619,170,75,244,45,99,147,19,17,32,8,8,15,238,198,434,51,100,151,3.4,4,3.5,77.5,63.5,70.1,76.2,61.2,68.3,0,13,11,0,3,8,6,33,41,26,41,72,120,50,171,0,7,5,10,10,15,128,66,195,341,317,656,41,37,77,250,250,498,111,97,206
SSC22254,2636,2722,5361,913,475,1388,293,616,904,93,78,162,91,99,189,1386,1268,2648,946,1134,2083,6.6,7.8,7.1,52.6,46.6,49.4,49.3,42.9,45.8,18,27,43,22,33,53,112,189,300,142,241,381,631,316,939,29,59,86,47,52,98,701,426,1128,2264,2387,4653,418,377,795,1700,1740,3443,851,898,1757
SSC22255,71,75,149,40,26,64,10,18,30,3,3,8,0,0,3,49,48,100,16,27,43,0,0,3,69,64,67.1,74.6,62.7,68.5,0,0,0,0,0,0,3,14,18,3,5,13,27,9,37,0,3,3,3,3,4,23,14,44,74,71,148,13,12,18,54,53,105,29,26,53
SSC22256,3,3,9,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,100,44.4,0,100,33.3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,7,3,0,0,4,3,3,3,3,3
SSC22257,50,42,88,27,6,38,4,17,27,0,0,0,0,0,0,37,27,62,13,12,23,0,0,0,74,64.3,70.5,62,54.8,73.9,3,3,5,0,4,3,8,13,22,4,4,10,9,3,16,0,0,0,0,0,0,10,8,16,53,42,93,9,9,12,34,30,66,19,12,30
SSC22258,15,15,30,4,6,11,3,5,10,0,0,0,0,0,0,13,8,19,3,4,8,0,0,0,86.7,53.3,63.3,46.7,73.3,70,0,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,12,13,31,0,0,0,15,12,25,0,3,4
SSC22259,14,9,22,6,0,9,3,5,5,0,0,0,0,0,0,11,3,9,3,3,10,0,0,0,78.6,33.3,40.9,64.3,55.6,63.6,0,0,0,0,0,0,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,15,8,25,0,0,0,16,6,18,0,0,0
SSC22260,185,187,367,79,39,114,25,62,87,3,10,15,8,4,7,109,109,223,57,63,121,7.3,3.7,3.1,58.9,58.3,60.8,57.8,59.4,58.9,0,0,0,3,7,16,7,23,33,17,27,41,69,27,87,0,7,7,0,3,4,67,35,99,187,196,383,13,12,27,151,148,293,43,49,96
SSC22261,104,96,199,47,21,69,15,20,39,5,8,8,5,7,11,74,55,128,29,42,69,6.8,12.7,8.6,71.2,57.3,64.3,64.4,51,58.3,3,0,7,0,4,4,8,11,19,10,12,24,30,19,50,3,0,3,3,0,4,34,17,50,109,108,218,17,12,28,85,80,166,29,35,63
SSC22262,3,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,100,0,100,0,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0
SSC22263,32,26,59,11,5,20,5,15,21,0,0,0,3,0,3,25,22,43,5,9,13,12,0,7,78.1,84.6,72.9,50,76.9,69.5,0,6,7,0,0,0,8,6,16,0,0,3,11,4,17,0,0,0,0,0,0,12,6,13,36,26,66,0,0,0,26,21,45,9,9,17
SSC22264,11991,12889,24884,4625,2648,7273,1326,2810,4138,344,375,723,625,447,1071,6926,6271,13197,3946,5442,9386,9,7.1,8.1,57.8,48.7,53,52.5,45.3,48.8,257,255,518,148,322,472,823,1331,2151,671,1139,1809,2573,1467,4038,93,183,275,134,206,339,2799,1853,4652,11226,11624,22850,2179,2374,4551,7340,7683,15015,5382,5671,11050
SSC22265,476,442,919,251,88,336,45,127,170,22,17,35,4,12,18,320,240,565,119,163,278,1.3,5,3.2,67.2,54.3,61.5,66.8,52.5,58.9,3,6,8,6,6,10,20,37,55,27,32,62,130,44,172,0,5,11,0,9,13,130,58,186,487,443,925,39,47,88,401,354,754,114,113,224
SSC22266,371,367,739,196,105,303,37,96,138,10,23,28,11,13,26,259,238,493,90,101,191,4.2,5.5,5.3,69.8,64.9,66.7,65.5,61,63.5,23,9,30,10,11,16,34,65,103,24,43,68,82,34,115,0,7,5,5,3,8,83,50,127,367,380,745,99,103,200,149,168,320,281,277,559
SSC22267,105,123,229,37,27,66,20,43,61,0,0,3,4,4,7,62,70,136,37,45,81,6.5,5.7,5.1,59,56.9,59.4,54.3,56.9,56.8,15,13,28,3,13,16,24,21,45,13,19,28,20,9,27,0,0,3,3,4,5,19,10,33,100,105,204,25,25,47,74,78,153,37,54,91
SSC22268,265,279,541,90,40,127,43,57,100,11,5,14,4,0,6,146,107,250,89,142,233,2.7,0,2.4,55.1,38.4,46.2,54.3,36.6,44.5,28,11,37,5,15,19,50,71,121,16,33,51,45,12,59,0,0,0,3,5,7,45,18,67,214,234,453,35,33,75,161,151,313,87,117,203
SSC22269,6,6,9,5,3,11,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,83.3,100,111.1,83.3,50,122.2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,0,0,3,0,3,7,6,0,8
SSC22270,526,493,1017,253,104,360,79,155,232,20,25,42,6,11,17,356,298,650,141,164,303,1.7,3.7,2.6,67.7,60.4,63.9,66.9,57.6,62.3,10,12,19,6,11,23,34,70,104,41,57,96,157,52,211,3,7,10,4,10,11,158,67,226,504,498,1005,63,61,127,405,395,799,155,136,287
SSC22271,91,106,193,26,12,35,10,23,37,4,0,3,0,0,3,39,40,80,47,53,102,0,0,3.8,42.9,37.7,41.5,44,33,38.9,4,3,9,0,4,8,13,10,26,14,14,27,20,7,28,0,0,0,0,4,3,24,12,31,80,90,168,15,17,33,67,67,131,24,39,66
SSC22272,238,200,440,132,66,199,22,56,82,8,9,18,4,0,9,173,128,297,49,56,109,2.3,0,3,72.7,64,67.5,68.1,65.5,68,0,3,3,0,3,6,13,15,25,10,15,21,82,27,106,0,3,6,0,8,8,78,34,118,241,213,454,32,26,61,184,158,341,79,68,155
SSC22273,17,14,34,9,3,10,3,7,10,0,0,3,0,3,5,11,12,23,4,3,4,0,25,21.7,64.7,85.7,67.6,70.6,71.4,67.6,0,0,0,0,0,0,3,0,3,0,4,4,3,3,8,0,0,0,0,0,0,3,3,10,21,15,40,0,0,0,12,15,25,4,4,14
SSC22274,30,32,63,9,4,15,4,6,11,0,0,0,3,0,3,15,14,30,15,12,20,20,0,10,50,43.8,47.6,43.3,31.3,41.3,0,0,0,0,0,0,0,5,5,3,3,3,14,0,14,0,0,4,0,0,0,13,3,17,30,28,55,0,3,4,20,22,46,5,10,17
SSC22275,81,71,151,17,10,22,12,20,36,0,0,3,0,0,3,34,32,69,33,29,67,0,0,4.3,42,45.1,45.7,35.8,42.3,40.4,3,0,4,0,0,0,9,13,23,6,9,18,19,0,26,0,0,0,0,5,5,19,4,29,67,64,130,4,9,11,59,55,112,18,14,38
SSC22276,11,8,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,23.5,0,0,23.5,0,0,0,3,0,3,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,3,3,4,8,0,0,3
SSC22277,29,19,47,14,3,17,3,9,7,3,0,5,0,0,0,20,14,34,3,5,13,0,0,0,69,73.7,72.3,69,63.2,61.7,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,0,0,0,0,0,0,13,3,15,29,25,54,3,3,7,20,19,41,10,8,15
SSC22278,10,13,20,0,3,6,0,0,0,0,0,0,0,0,0,0,3,6,8,6,17,0,0,0,0,23.1,30,0,23.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,11,14,20,0,0,0,5,10,10,4,6,6
SSC22279,236,255,490,79,29,105,19,53,75,13,6,19,6,3,10,114,90,209,103,132,236,5.3,3.3,4.8,48.3,35.3,42.7,47,34.5,40.6,0,3,3,0,6,6,15,22,37,15,28,46,43,17,64,0,5,7,0,6,6,47,28,75,224,250,474,22,18,43,169,191,356,73,74,143
SSC22280,2986,3187,6169,1738,894,2632,354,949,1303,90,118,205,113,128,242,2301,2089,4384,552,963,1510,4.9,6.1,5.5,77.1,65.5,71.1,73.1,61.5,67.1,39,56,97,21,65,90,194,334,531,247,395,640,904,502,1408,28,46,74,51,71,121,988,615,1605,3228,3338,6568,439,442,876,2216,2278,4492,1254,1323,2573
SSC22281,19,14,36,7,5,14,4,3,3,0,3,0,0,0,0,11,12,25,6,3,10,0,0,0,57.9,85.7,69.4,57.9,78.6,47.2,0,0,0,0,0,0,3,3,8,3,3,3,5,4,12,0,0,0,0,0,0,5,4,10,19,17,35,3,0,3,21,8,29,3,5,7
SSC22282,90,102,194,41,30,68,14,24,32,3,3,9,5,4,13,62,57,120,21,39,56,8.1,7,10.8,68.9,55.9,61.9,64.4,55.9,56.2,5,0,5,0,5,3,5,11,20,4,11,19,23,11,31,0,3,3,0,3,4,27,16,40,93,92,188,5,11,12,79,81,160,23,16,38
SSC22283,82,107,183,23,15,37,12,29,47,3,0,6,3,3,4,46,55,97,28,39,71,6.5,5.5,4.1,56.1,51.4,53,46.3,41.1,49.2,5,0,5,0,3,4,8,16,22,5,10,16,25,15,37,0,0,0,0,3,4,28,14,43,78,80,160,17,15,31,59,56,114,25,42,69
SSC22284,151,159,307,75,50,125,22,52,77,10,11,21,8,5,11,112,114,227,29,35,59,7.1,4.4,4.8,74.2,71.7,73.9,70.9,71.1,72.6,8,10,15,0,16,16,19,33,51,13,16,33,42,8,56,0,4,6,0,3,5,41,16,60,159,164,320,12,12,28,124,125,256,41,46,85
SSC22285,13,12,21,3,4,7,0,0,3,0,0,0,0,0,0,8,4,11,8,5,14,0,0,0,61.5,33.3,52.4,23.1,33.3,47.6,0,0,3,0,0,0,0,4,5,0,0,0,3,3,6,0,0,0,0,0,0,4,3,3,17,14,24,0,0,0,8,9,12,4,5,8
SSC22286,26,20,46,3,5,13,7,5,16,0,0,0,0,0,0,14,12,30,9,7,11,0,0,0,53.8,60,65.2,38.5,50,63,3,3,4,0,0,0,3,0,5,0,3,3,9,0,9,0,0,0,0,0,0,9,0,9,20,18,40,0,0,0,21,16,34,3,6,8
SSC22287,581,578,1161,290,124,415,62,199,261,12,24,39,24,20,50,388,372,762,165,186,355,6.2,5.4,6.6,66.8,64.4,65.6,62.7,60,61.6,7,14,26,12,20,31,40,72,113,49,55,110,185,72,258,3,11,12,7,4,10,196,89,282,663,622,1284,44,53,104,511,461,974,167,191,361
SSC22288,422,369,793,198,80,281,54,113,161,16,17,34,13,13,28,280,225,504,124,130,256,4.6,5.8,5.6,66.4,61,63.6,63.5,56.9,60,9,8,13,5,19,20,21,38,57,26,42,69,146,69,216,7,7,11,12,11,15,154,86,242,462,391,857,47,49,98,332,267,605,155,141,302
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,307,300,612,106,50,160,38,84,122,16,7,24,17,10,26,178,157,335,100,114,216,9.6,6.4,7.8,58,52.3,54.7,52.1,47,50,4,3,10,3,5,9,10,30,45,12,33,48,83,40,120,3,8,12,3,11,17,91,62,152,298,279,579,28,32,61,190,190,372,120,116,232
