SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC22572,0,0,3,0,3
SSC22573,394,285,118,34,3052
SSC22574,28,25,16,3,149
SSC22575,0,0,0,0,0
SSC22576,0,3,0,0,10
SSC22577,0,0,0,0,0
SSC22578,4,5,4,0,17
SSC22579,6,0,0,0,9
SSC22580,10,8,0,0,42
SSC22581,310,188,64,14,1642
SSC22582,0,0,0,0,0
SSC22583,86,34,16,3,419
SSC22584,57,31,5,3,276
SSC22585,35,17,3,0,213
SSC22586,48,24,11,0,214
SSC22587,13,9,0,0,59
SSC22588,36,9,3,0,135
SSC22589,16,17,3,0,103
SSC22590,0,0,0,0,7
SSC22591,0,0,0,0,4
SSC22592,3,0,0,0,3
SSC22593,3,4,0,0,15
SSC22594,4,5,0,0,20
SSC22595,22,6,3,3,74
SSC22596,0,0,0,0,3
SSC22597,3,0,0,0,14
SSC22598,18,10,3,0,153
SSC22599,9,5,8,0,73
SSC22600,8,5,3,0,27
SSC22601,333,170,81,38,1782
SSC22602,3,8,0,0,39
SSC22603,19,12,4,0,71
SSC22604,26,20,8,0,162
SSC22605,6,3,0,0,16
SSC22606,6,0,0,0,10
SSC22607,652,345,78,22,3512
SSC22608,26,7,0,0,70
SSC22609,3,3,0,0,15
SSC22610,10,3,3,0,38
SSC22611,6,9,9,3,80
SSC22612,118,98,46,11,462
SSC22613,152,135,60,9,597
SSC22614,732,575,323,72,5301
SSC22615,1010,868,380,130,5912
SSC22616,0,0,0,0,9
SSC22617,3,12,3,0,24
SSC22618,0,0,0,0,3
SSC22619,12,0,3,0,30
SSC22620,521,438,218,69,3501
SSC22621,13,3,0,0,71
SSC22622,90,84,34,19,429
SSC22623,4,0,0,0,8
SSC22624,4,3,0,0,16
SSC22625,12,4,0,0,34
SSC22626,27,8,9,0,150
SSC22627,0,3,0,0,11
SSC22628,4,3,0,0,13
SSC22629,0,0,0,0,0
SSC22630,4,6,0,0,15
SSC22631,73,81,25,4,461
SSC22632,14,8,4,0,46
SSC22633,7,3,0,0,14
SSC22634,7,8,0,0,37
SSC22635,3,3,0,0,30
SSC22636,10,4,0,0,19
SSC22637,70,46,16,4,292
SSC22638,9,0,0,0,16
SSC22639,0,0,0,0,0
SSC22640,10,9,0,0,45
SSC22641,0,0,0,0,5
SSC22642,0,0,0,0,0
SSC22643,24,4,0,0,83
SSC22644,4,0,3,0,39
SSC22645,3,3,0,0,3
SSC22646,0,4,0,0,6
SSC22647,3,0,0,0,4
SSC22648,631,316,109,22,4807
SSC22649,5,3,0,0,19
SSC22650,145,88,43,17,651
SSC22651,4,0,0,0,17
SSC22652,45,21,8,0,125
SSC22653,7,10,8,0,64
SSC22654,13,9,0,3,69
SSC22655,27,24,3,3,85
SSC22656,243,128,37,8,1084
SSC22657,8,3,0,0,35
SSC22658,47,33,11,0,231
SSC22659,42,22,3,3,180
SSC22660,238,148,62,27,1432
SSC22661,3,3,3,0,32
SSC22662,14,7,3,3,54
SSC22663,112,64,13,0,617
SSC22664,0,0,0,0,0
SSC22665,31,27,12,0,133
SSC22666,0,0,0,0,8
SSC22667,1326,939,630,426,8343
SSC22668,57,42,15,5,260
SSC22669,0,0,0,0,4
SSC22670,11,13,3,0,102
SSC22671,12,12,3,0,49
SSC22672,1263,762,342,186,6984
SSC22673,1722,910,507,397,9850
SSC22674,51,37,12,0,185
SSC22675,5,4,0,3,29
SSC22676,230,179,63,19,1078
SSC22677,9,18,3,0,41
SSC22678,8,0,0,0,28
SSC22679,0,0,0,0,10
SSC22680,11,11,0,0,62
SSC22681,0,0,0,0,3
SSC22682,60,29,7,0,272
SSC22683,3,6,0,0,22
SSC22684,203,145,87,75,1070
SSC22685,1238,1023,485,170,7575
SSC22686,16,13,4,3,105
SSC22687,3,0,0,0,13
SSC22688,8,5,3,0,23
SSC22689,633,356,140,18,2972
SSC22690,60,37,10,3,341
SSC22691,418,220,55,11,2424
SSC22692,3,0,0,0,12
SSC22693,21,19,8,0,78
SSC22694,49,38,9,0,294
SSC22695,0,3,0,0,4
SSC22696,17,15,3,3,88
SSC22697,2228,1506,834,386,13838
SSC22698,3,5,0,0,19
SSC22699,3,3,3,0,40
SSC22700,7,6,4,3,42
SSC22701,3,16,5,0,46
SSC22702,0,0,0,0,8
SSC22703,0,0,0,0,13
SSC22704,18,3,3,0,90
SSC22705,5,3,0,0,11
SSC22706,10,7,0,0,39
SSC22707,145,80,12,0,1174
SSC22708,337,185,164,52,2620
SSC22709,253,185,95,17,1798
SSC22710,7,3,0,0,28
SSC22711,19,12,3,0,91
SSC22712,0,0,0,0,0
SSC22713,15,7,0,0,51
SSC22714,172,117,44,17,971
SSC22715,0,0,0,0,3
SSC22716,35,18,3,0,120
SSC22717,244,146,72,18,2421
SSC22718,0,0,0,0,13
SSC22719,9,3,3,0,28
SSC22720,103,90,28,13,409
SSC22721,0,0,0,0,3
SSC22722,0,3,3,0,13
SSC22723,0,0,0,0,6
SSC22724,3,3,10,0,34
SSC22725,4,16,0,0,51
SSC22726,5,3,7,0,16
SSC22727,13,12,3,0,71
SSC22728,25,26,7,3,114
SSC22729,32,39,7,0,149
SSC22730,10,3,0,0,41
SSC22731,573,533,405,171,4238
SSC22732,11,4,0,0,57
SSC22733,0,0,0,0,0
SSC22734,4,4,0,0,30
SSC22735,4,3,3,0,16
SSC22736,2524,1351,661,317,17667
SSC22737,148,84,29,12,755
SSC22738,11,12,0,3,44
SSC22739,68,42,13,7,411
SSC22740,32,16,11,3,170
SSC22741,14,8,0,0,57
SSC22742,518,225,91,48,6147
SSC22743,197,126,33,3,4027
SSC22744,989,601,229,87,6458
SSC22745,17,11,7,0,84
SSC22746,4,0,0,0,9
SSC22747,411,238,116,34,2576
SSC22748,0,0,0,0,14
SSC22749,8,12,5,0,56
SSC22750,54,17,11,0,230
SSC22751,38,21,7,0,139
SSC22752,1653,1463,768,362,10288
SSC22753,0,0,0,0,0
SSC22754,3,0,3,0,9
SSC22755,227,147,76,21,1445
SSC22756,39,33,12,3,188
SSC22757,0,4,0,0,13
SSC22758,30,13,8,0,108
SSC22759,4,7,4,0,20
SSC22760,221,172,92,37,1507
SSC22761,355,278,116,55,2524
SSC22762,0,3,0,0,4
SSC22763,38,21,10,3,176
SSC22764,3,8,0,0,37
SSC22765,8,0,3,0,27
SSC22766,3,7,4,3,23
SSC22767,14,13,3,0,59
SSC22768,11,6,3,0,73
SSC22769,8,3,0,0,25
SSC22770,15,10,5,3,89
SSC22771,3,0,0,0,19
SSC22772,0,0,0,0,14
SSC22773,5,0,0,0,27
SSC22774,64,47,21,4,253
SSC22775,0,3,0,0,15
SSC22776,0,3,0,0,5
SSC22777,209,68,11,0,3579
SSC22778,1471,793,271,126,7610
SSC22779,121,80,39,14,847
SSC22780,57,39,9,3,277
SSC22781,26,14,9,3,130
SSC22782,3,0,0,0,3
SSC22783,6,5,0,0,38
SSC22784,8,11,3,0,69
SSC22785,13,0,4,0,35
SSC22786,0,0,0,0,10
SSC22787,48,17,5,0,193
SSC22788,169,132,57,28,900
SSC22789,16,4,7,0,77
SSC22790,12,4,0,0,41
SSC22791,372,221,179,159,4943
SSC22792,0,0,0,0,0
SSC22793,0,0,0,0,12
SSC22794,0,0,0,0,8
SSC22795,0,0,0,0,0
SSC22796,3,0,0,0,9
SSC22797,5,0,0,0,15
SSC22798,7,3,0,0,35
SSC22799,29,11,9,0,171
SSC22800,11,10,3,0,54
SSC22801,0,0,0,0,0
SSC22802,4,0,0,0,4
SSC22803,20,8,4,0,75
SSC22804,1382,936,414,139,8912
SSC22805,242,114,37,9,4215
SSC22806,3,3,0,0,18
SSC22807,4,5,0,0,14
SSC22808,29,23,4,0,104
SSC22809,8,3,0,0,17
SSC22810,402,203,78,14,1881
SSC22811,12,3,0,0,26
SSC22812,0,0,0,0,0
SSC22813,0,0,0,0,0
SSC22814,410,358,238,125,2202
SSC22815,10,7,0,0,49
SSC22816,3,0,0,0,16
SSC22817,7,4,4,0,32
SSC22818,565,430,150,71,3152
SSC22819,41,14,6,3,154
SSC22820,3,4,0,0,23
SSC22821,31,24,4,0,171
SSC22822,0,3,3,0,16
SSC22823,5,8,0,0,24
SSC22824,5,13,3,0,48
SSC22825,5,5,3,0,22
SSC22826,43,28,12,3,169
SSC22827,26,10,3,0,54
SSC22828,7,12,6,3,64
SSC22829,0,3,0,0,15
SSC22830,0,0,0,0,22
SSC22831,45,32,3,4,208
SSC22832,6,0,0,0,13
SSC22833,31,14,5,0,97
SSC22834,0,0,0,0,0
SSC22835,0,0,0,0,0
SSC22836,46,13,12,3,185
SSC22837,16,18,13,0,88
SSC22838,39,33,13,3,197
SSC22839,6,0,0,0,18
SSC22840,12,13,0,0,30
SSC22841,0,3,4,0,34
SSC22842,214,125,27,13,1297
SSC22843,20,15,4,4,101
SSC22844,4,9,4,0,42
SSC22845,21,13,9,0,133
SSC22846,16,4,4,0,74
SSC22847,8,0,0,0,11
SSC22848,0,0,0,0,3
SSC22849,3,0,3,0,19
SSC22850,0,0,0,0,0
SSC22851,0,0,0,0,0
SSC22852,0,0,0,0,0
SSC22853,0,0,0,0,0
SSC22854,7,3,0,0,31
SSC22855,0,0,0,0,5
SSC22856,0,0,0,0,0
SSC22857,0,0,0,0,0
SSC22858,34,18,3,0,132
SSC22859,18,11,3,4,78
SSC22860,80,55,8,0,470
SSC22861,172,106,54,25,811
SSC22862,54,27,24,17,240
SSC22863,0,0,0,0,3
SSC22864,4,6,0,0,18
SSC22865,0,0,0,0,3
SSC22866,15,4,0,0,33
SSC22867,4,8,0,0,24
SSC22868,896,428,141,34,9945
SSC22869,20,19,5,0,126
SSC22870,6,3,0,0,46
SSC22871,5,3,0,0,28
SSC22872,5,6,3,0,36
SSC22873,4,0,0,0,14
SSC22874,209,152,61,25,999
SSC22875,12,6,3,0,67
SSC22876,0,4,0,0,12
SSC22877,257,166,75,20,2023
SSC22878,16,8,4,3,77
SSC22879,141,79,39,15,734
SSC22880,0,0,0,0,0
SSC22881,20,16,3,3,112
SSC22882,13,4,0,0,42
SSC22883,26,24,5,3,138
SSC22884,3,0,0,0,14
SSC22885,34,18,4,0,124
SSC22886,5,3,0,0,16
SSC22887,26,8,4,0,76
SSC22888,3,3,0,0,17
SSC22889,11,0,0,0,39
SSC22890,0,0,0,0,0
SSC22891,19,9,0,3,106
SSC22892,19,18,3,0,107
SSC22893,20,21,4,0,67
SSC22894,6,7,0,0,41
SSC22895,217,154,62,16,1390
SSC22896,195,168,63,23,1161
SSC22897,3,0,0,0,9
SSC22898,170,108,35,10,796
SSC22899,34,26,5,0,107
SSC22900,175,145,93,48,917
SSC22901,152,107,34,11,808
SSC22902,834,307,176,120,8245
SSC22903,15,8,0,0,49
SSC22904,625,593,376,170,3665
SSC22905,0,3,0,0,9
SSC22906,45,28,7,0,228
SSC22907,0,0,0,0,12
SSC22908,0,0,0,0,0
SSC22909,168,130,71,15,754
SSC22910,47,33,9,7,264
SSC22911,30,22,0,0,144
SSC22912,27,12,3,3,170
SSC22913,12,5,3,0,68
SSC22914,16,12,4,0,58
SSC22915,12,10,3,0,58
SSC22916,3,0,0,0,17
SSC22917,4,0,0,0,7
SSC22918,9,5,0,0,33
SSC22919,93,50,20,6,449
SSC22920,72,43,14,0,352
SSC22921,0,0,0,0,0
SSC22922,10,0,0,0,28
SSC22923,6,0,0,0,15
SSC22924,14,6,0,0,62
SSC22925,0,3,4,0,29
SSC22926,11,15,7,0,71
SSC22927,7,6,0,0,23
SSC22928,16,6,3,0,65
SSC22929,0,0,0,0,0
SSC29494,526,263,61,19,4580
SSC29797,10,0,0,0,25
