SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC22212,..,14,14,13,0,13,7,0,7,0,0,0,0,0,0,0,0,0,20,14,31
SSC22213,..,58,58,106,10,110,40,0,40,35,0,35,12,0,12,6,0,6,199,65,267
SSC22214,..,11,11,8,0,8,3,0,3,5,0,5,0,0,0,3,0,3,23,11,33
SSC22215,..,1694,1694,1691,141,1830,714,22,737,653,3,654,281,8,287,92,5,97,3423,1867,5295
SSC22216,..,3,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SSC22217,..,0,0,13,0,15,5,0,5,3,0,3,0,0,0,0,0,0,17,5,21
SSC22218,..,179,179,186,12,202,44,0,44,51,0,51,15,0,15,4,0,4,308,196,501
SSC22219,..,27,27,27,0,27,9,0,7,3,0,3,0,0,0,0,0,0,39,24,63
SSC22220,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22221,..,128,128,526,16,543,337,3,338,391,0,391,134,0,134,46,0,46,1439,147,1591
SSC22222,..,6,6,10,0,10,0,0,0,7,0,7,0,0,0,0,0,0,21,6,31
SSC22223,..,1003,1003,1097,64,1165,541,3,544,667,0,668,259,0,259,54,0,54,2628,1073,3704
SSC22224,..,11,11,24,0,26,12,0,12,10,0,10,8,0,8,3,0,3,52,11,62
SSC22225,..,26,26,46,3,51,0,0,0,11,0,11,4,0,4,0,0,0,65,34,100
SSC22226,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22227,..,49,49,97,0,99,34,0,34,29,0,29,8,0,8,7,0,7,177,53,233
SSC22228,..,58,58,112,3,119,75,0,76,71,0,71,29,0,29,3,0,3,295,62,352
SSC22229,..,19,19,12,0,15,3,0,3,5,0,5,0,0,0,0,0,0,18,15,37
SSC22230,..,56,56,101,3,104,29,0,29,44,0,44,23,0,23,11,0,11,201,57,266
SSC22231,..,304,304,549,37,583,409,12,421,428,5,435,173,0,175,81,0,79,1640,359,1995
SSC22232,..,4,4,12,0,12,3,0,3,5,0,5,3,0,3,0,0,0,28,4,30
SSC22233,..,11,11,27,3,31,14,0,14,10,0,10,11,0,11,0,0,0,63,16,83
SSC22234,..,10,10,30,0,35,19,0,19,5,0,5,5,0,5,3,0,3,64,17,81
SSC22235,..,93,93,89,8,96,24,0,31,20,0,20,8,0,8,5,0,5,153,104,255
SSC22236,..,229,229,407,26,430,363,6,363,390,0,393,151,0,151,53,0,53,1365,264,1631
SSC22237,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SSC22238,..,2278,2278,1989,212,2201,1072,25,1091,840,10,850,240,3,245,94,0,94,4233,2521,6751
SSC22239,..,171,171,238,9,249,114,3,117,126,0,126,36,0,40,10,0,10,527,188,713
SSC22240,..,32,32,52,6,52,9,0,9,22,0,22,7,0,7,4,0,4,83,37,121
SSC22241,..,9,9,28,0,28,7,0,7,7,0,7,6,0,6,3,0,3,45,9,59
SSC22242,..,7,7,19,0,19,3,0,3,5,0,5,4,0,4,0,0,0,31,10,47
SSC22243,..,17,17,26,3,26,10,0,10,6,0,6,14,0,14,3,0,3,56,20,69
SSC22244,..,1542,1542,1210,166,1374,602,21,620,404,4,409,159,4,163,85,0,85,2463,1743,4202
SSC22245,..,510,510,605,106,716,323,54,380,294,11,301,70,3,76,27,5,29,1320,688,2011
SSC22246,..,30,30,58,0,55,27,0,27,35,0,35,19,0,19,10,0,10,142,28,173
SSC22247,..,83,83,139,11,152,100,0,102,127,0,127,47,0,47,15,0,15,432,92,525
SSC22248,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12
SSC22250,..,27,27,27,3,30,10,0,10,7,0,7,4,0,4,0,0,0,47,27,70
SSC22251,..,15,15,14,0,12,7,0,7,3,0,3,3,0,3,0,0,0,31,17,43
SSC22252,..,127,127,246,11,258,133,0,133,145,0,145,92,0,92,31,0,31,657,137,788
SSC22253,..,39,39,77,9,82,42,0,45,49,0,49,29,0,29,14,0,14,217,46,265
SSC22254,..,833,833,777,62,837,331,6,339,253,5,254,109,10,122,51,6,57,1517,923,2441
SSC22255,..,7,7,25,0,25,11,0,11,14,0,14,4,0,4,0,0,0,56,7,60
SSC22256,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22257,..,11,11,18,0,18,7,0,7,9,0,9,7,0,7,0,0,0,36,11,42
SSC22258,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC22259,..,7,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13
SSC22260,..,16,16,62,3,65,27,0,27,20,0,20,14,0,14,4,0,4,127,18,148
SSC22261,..,16,16,25,3,32,13,0,14,16,0,16,7,0,7,3,0,3,67,23,86
SSC22262,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC22263,..,11,11,10,0,10,6,0,6,5,0,5,0,0,0,0,0,0,17,11,31
SSC22264,..,3352,3352,3378,295,3680,1585,65,1651,1369,36,1401,674,14,689,429,9,434,7444,3767,11209
SSC22265,..,57,57,105,8,115,55,0,53,55,0,59,41,0,41,18,0,18,280,71,350
SSC22266,..,36,36,63,3,70,51,3,52,68,3,76,36,0,36,22,0,22,236,44,284
SSC22267,..,21,21,40,3,42,23,0,23,15,0,15,3,0,3,0,0,0,80,25,105
SSC22268,..,64,64,92,0,93,22,0,22,19,0,19,10,0,10,3,0,3,146,64,212
SSC22269,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5
SSC22270,..,55,55,123,4,124,54,0,54,71,0,71,47,0,47,21,0,21,315,58,370
SSC22271,..,26,26,40,4,44,10,0,10,3,0,3,3,0,3,0,0,0,54,28,84
SSC22272,..,35,35,69,6,80,22,0,29,30,0,30,19,0,19,3,0,3,146,43,193
SSC22273,..,0,0,6,0,4,3,0,3,3,0,3,0,0,0,0,0,0,9,6,13
SSC22274,..,9,9,5,3,6,0,0,0,4,0,4,0,0,0,0,0,0,16,16,31
SSC22275,..,29,29,28,0,28,5,0,5,3,0,3,0,0,0,0,0,0,39,30,65
SSC22276,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC22277,..,10,10,9,0,9,0,0,0,3,0,3,7,0,7,0,0,0,18,10,25
SSC22278,..,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,6,11
SSC22279,..,95,95,72,6,76,11,0,11,22,0,22,17,0,17,7,0,7,129,101,228
SSC22280,..,390,390,643,51,694,466,8,470,599,3,603,269,0,269,126,0,126,2112,452,2562
SSC22281,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,13
SSC22282,..,26,26,44,0,40,11,0,11,7,0,7,3,0,3,0,0,0,67,30,95
SSC22283,..,30,30,29,0,27,12,0,12,6,0,6,4,0,4,0,0,0,56,27,82
SSC22284,..,12,12,35,0,38,30,0,30,30,0,30,8,0,8,0,0,0,108,15,121
SSC22285,..,3,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,10,3,10
SSC22286,..,9,9,11,0,11,3,0,3,3,0,3,0,0,0,0,0,0,17,9,18
SSC22287,..,61,61,140,3,149,75,0,75,92,0,92,55,0,55,26,0,26,391,67,456
SSC22288,..,74,74,114,5,125,44,0,44,81,0,81,18,0,18,15,0,15,268,86,358
SSC22289,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,..,82,82,78,4,83,50,0,50,41,0,41,10,0,10,9,0,9,186,82,273
SSC22291,..,400,400,311,52,367,162,12,173,149,3,153,44,0,49,17,0,17,677,472,1154
SSC22292,..,172,172,229,8,243,75,0,75,81,0,81,35,0,35,7,0,7,427,188,612
SSC22293,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,..,864,864,1236,60,1295,633,3,639,723,3,726,306,0,306,123,0,123,3019,932,3952
SSC22295,..,252,252,304,3,314,60,3,63,30,0,30,8,0,8,3,0,3,410,257,668
SSC22296,..,62,62,59,4,61,31,0,31,15,0,15,15,0,15,3,0,3,122,70,189
SSC22297,..,126,126,125,22,138,57,8,65,51,5,52,18,0,18,5,0,7,241,161,402
SSC22298,..,270,270,236,27,264,117,10,124,122,3,123,26,0,29,11,0,11,512,307,822
SSC22299,..,1833,1833,1609,276,1880,522,97,618,376,25,398,89,3,94,22,3,24,2620,2232,4856
SSC22300,..,994,994,1717,89,1799,1481,12,1496,1989,8,1999,779,0,781,320,0,320,6278,1103,7381
SSC22301,..,13,13,19,0,19,7,0,7,0,0,0,3,0,3,0,0,0,32,13,46
SSC22302,..,0,0,7,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,3,15
SSC22303,..,5023,5023,3797,1200,4994,968,266,1231,539,53,589,149,3,150,42,3,51,5492,6547,12043
SSC22304,..,2889,2889,2773,973,3750,819,368,1188,255,103,360,58,27,90,29,20,46,3934,4378,8315
SSC22305,..,7,7,20,0,24,4,0,4,6,0,6,3,0,3,3,0,3,34,6,42
SSC22306,..,0,0,4,0,6,0,0,0,4,0,4,0,0,0,0,0,0,12,0,13
SSC22307,..,10,10,12,0,9,9,0,9,0,0,0,0,0,0,3,0,3,23,8,26
SSC22308,..,226,226,303,40,343,177,13,199,160,4,161,41,0,42,15,0,16,694,290,987
SSC22309,..,375,375,382,35,421,161,14,176,123,3,126,70,0,75,25,0,25,766,428,1192
SSC22310,..,16,16,30,0,30,9,0,9,9,0,9,3,0,3,3,0,3,50,16,69
SSC22311,..,4,4,14,0,15,3,0,3,3,0,3,0,0,0,6,0,6,28,7,31
SSC22312,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,12
SSC22313,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22314,..,11,11,21,0,21,3,0,3,12,0,12,6,0,6,3,0,3,48,11,55
SSC22315,..,26,26,42,0,38,12,0,12,22,0,22,13,0,13,3,0,3,94,30,118
SSC22316,..,6,6,23,3,26,4,0,4,8,0,8,8,0,8,3,0,3,42,8,53
SSC22317,..,1355,1355,1497,189,1690,1097,108,1207,1065,47,1115,594,36,626,611,33,641,4867,1764,6630
SSC22318,..,626,626,809,61,869,732,31,762,715,22,733,391,5,399,376,8,384,3024,753,3776
SSC22319,..,2552,2552,3052,265,3320,2138,115,2259,1816,89,1907,1015,45,1066,818,24,848,8850,3098,11950
SSC22320,..,570,570,579,49,628,274,10,282,269,0,269,96,0,96,41,0,38,1259,622,1882
SSC22321,..,72,72,111,0,113,74,0,74,69,0,69,43,0,43,11,0,11,312,79,392
SSC22322,..,53,53,102,5,108,52,0,52,63,0,63,28,0,28,5,0,5,239,61,303
SSC22323,..,414,414,323,23,351,102,0,103,95,0,95,31,0,31,11,0,11,562,438,1000
SSC22324,..,7,7,18,0,18,3,0,3,3,0,3,3,0,3,0,0,0,25,7,31
SSC22325,..,3,3,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,12,3,18
SSC22326,..,0,0,6,0,6,0,0,0,4,0,4,3,0,3,0,0,0,11,0,14
SSC22327,..,3,3,5,0,3,11,0,11,6,0,6,0,0,0,0,0,0,22,3,25
SSC22328,..,165,165,264,4,265,182,0,183,249,0,249,76,0,76,28,0,28,791,171,966
SSC22329,..,4,4,9,0,9,0,0,0,0,0,0,6,0,6,0,0,0,9,4,17
SSC22330,..,6,6,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,15,6,20
SSC22331,..,21,21,14,3,16,13,0,13,10,0,10,0,0,0,0,0,0,38,20,55
SSC22332,..,4451,4451,2823,846,3669,714,177,887,379,28,406,88,10,96,17,4,21,4016,5512,9528
SSC22333,..,2048,2048,1471,467,1942,575,123,703,412,24,440,159,4,167,187,3,193,2814,2673,5486
SSC22334,..,623,623,399,103,493,131,18,151,109,4,114,36,0,36,9,0,9,683,752,1432
SSC22335,..,363,363,462,28,497,109,3,111,75,0,75,28,0,28,12,0,12,691,395,1080
SSC22336,..,5,5,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,7,5,20
SSC22337,..,13,13,7,0,6,4,0,4,0,0,0,0,0,0,0,0,0,12,12,23
SSC22338,..,12,12,35,0,31,15,0,15,18,0,18,13,0,13,4,0,4,85,13,93
SSC22339,..,88,88,131,12,141,36,0,36,29,0,29,20,0,20,7,0,7,226,101,323
SSC22340,..,27,27,50,3,53,12,0,15,12,0,12,6,0,6,3,0,3,85,33,119
SSC22341,..,3,3,14,0,9,4,0,6,3,0,3,0,0,0,6,0,6,28,4,35
SSC22342,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SSC22343,..,857,857,850,62,912,285,13,297,227,3,234,104,9,116,34,6,40,1506,949,2457
SSC22344,..,16,16,42,0,42,13,0,13,7,0,7,6,0,6,0,0,0,71,16,89
SSC22345,..,9,9,11,0,10,4,0,4,5,0,5,0,0,0,0,0,0,16,9,22
SSC22346,..,5,5,17,0,17,4,0,4,4,0,4,0,0,0,0,0,0,25,5,33
SSC22347,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,..,3,3,3,0,5,3,0,3,4,0,4,0,0,0,0,0,0,11,3,16
SSC22349,..,0,0,3,0,3,0,0,0,5,0,5,6,0,6,0,0,0,15,0,14
SSC22350,..,7,7,16,0,16,4,0,4,3,0,3,3,0,3,0,0,0,24,7,27
SSC22351,..,4,4,9,0,9,0,0,0,3,0,3,3,0,3,0,0,0,10,4,21
SSC22352,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22353,..,13,13,34,0,32,16,0,16,18,0,18,8,0,8,4,0,4,79,16,95
SSC22354,..,7,7,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,9,20
SSC22355,..,22,22,27,0,27,6,0,6,11,0,11,3,0,3,0,0,0,51,22,69
SSC22356,..,5,5,14,0,14,7,0,7,0,0,0,0,0,0,0,0,0,24,5,30
SSC22357,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22358,..,218,218,348,9,358,131,3,136,157,0,152,58,0,59,27,0,27,720,229,953
SSC22359,..,15,15,18,4,29,3,0,3,10,0,10,3,0,3,0,0,0,39,23,58
SSC22360,..,12,12,20,0,20,8,0,8,4,0,4,8,0,8,3,0,3,35,12,49
SSC22361,..,52,52,48,0,53,11,0,11,11,0,11,4,0,4,3,0,3,81,49,133
SSC22362,..,611,611,790,45,828,286,18,300,271,10,286,115,0,114,60,0,60,1520,688,2208
SSC22363,..,17,17,23,0,18,3,0,3,9,0,9,12,0,12,0,0,0,39,18,60
SSC22364,..,9,9,21,0,20,4,0,4,12,0,12,6,0,6,3,0,3,41,9,53
SSC22365,..,182,182,549,14,566,284,8,286,432,0,427,177,0,176,72,0,72,1506,208,1709
SSC22366,..,5,5,16,0,16,3,0,3,7,0,7,0,0,0,0,0,0,26,5,32
SSC22367,..,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13
SSC22368,..,86,86,121,5,124,46,0,48,37,0,37,43,0,43,18,0,18,269,92,357
SSC22369,..,523,523,770,42,806,447,10,463,668,5,673,264,3,270,83,0,83,2233,580,2811
SSC22370,..,62,62,106,8,112,65,0,65,71,0,74,22,0,22,13,0,13,273,71,347
SSC22371,..,13,13,23,0,23,5,0,5,8,0,8,5,0,5,7,0,7,39,13,53
SSC22372,..,5,5,14,0,14,8,0,8,3,0,3,3,0,3,0,0,0,27,3,32
SSC22373,..,8,8,19,0,19,3,0,3,4,0,4,3,0,3,0,0,0,27,8,33
SSC22374,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC22375,..,10,10,24,0,24,10,0,10,16,0,16,5,0,5,7,0,7,65,10,71
SSC22376,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,..,15,15,21,3,29,12,0,12,14,0,14,5,0,5,8,0,8,62,16,74
SSC22378,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,..,2597,2597,3696,227,3923,2195,23,2213,2343,6,2352,1014,0,1014,387,0,387,9635,2853,12491
SSC22380,..,17,17,37,0,40,20,0,21,22,0,22,5,0,5,0,0,0,89,16,108
SSC22381,..,37,37,20,3,25,8,0,8,14,0,14,7,0,7,0,0,0,53,43,93
SSC22382,..,39,39,49,3,50,18,0,18,16,0,16,12,0,12,5,0,5,103,48,149
SSC22383,..,793,793,788,105,891,571,49,617,474,39,513,233,18,253,142,22,163,2213,1019,3234
SSC22384,..,739,739,862,81,938,625,28,656,631,16,650,336,11,343,304,4,313,2759,878,3640
SSC22385,..,1184,1184,1651,141,1788,1115,44,1159,958,24,982,466,18,483,432,15,449,4618,1433,6050
SSC22386,..,63,63,64,3,70,30,0,30,31,0,31,9,0,9,3,0,3,136,62,196
SSC22387,..,1019,1019,1282,86,1369,771,37,811,975,7,987,424,6,429,86,3,90,3544,1164,4703
SSC22388,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC22389,..,4,4,9,0,9,5,0,6,5,0,5,3,0,3,0,0,0,29,8,32
SSC22390,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22391,..,9,9,25,0,20,10,0,10,3,0,4,0,0,0,0,0,0,39,17,52
SSC22392,..,3,3,9,0,9,4,0,4,0,0,0,3,0,3,0,0,0,14,3,20
SSC22393,..,1261,1261,1277,115,1396,546,30,578,446,7,457,235,3,238,100,3,102,2604,1421,4026
SSC22394,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22395,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22396,..,7,7,21,4,22,5,0,5,8,0,8,0,0,0,3,0,3,37,5,43
SSC22397,..,86,86,128,3,136,18,0,18,27,0,27,14,0,14,5,0,5,204,91,289
SSC22398,..,26,26,41,3,37,5,0,5,7,0,7,0,0,0,0,0,0,58,24,84
SSC22399,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9
SSC22400,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22401,..,46,46,33,0,37,20,0,20,10,0,10,7,0,7,0,0,0,67,48,115
SSC22402,..,530,530,770,55,828,664,15,682,730,15,742,335,4,340,165,3,165,2660,625,3283
SSC22403,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22404,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22405,..,13,13,18,0,18,10,0,10,4,0,4,3,0,3,0,0,0,35,13,43
SSC22406,..,6,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16
SSC22407,..,32,32,53,0,53,16,0,16,18,0,18,3,0,3,3,0,3,94,37,131
SSC22408,..,6,6,4,0,5,3,0,3,0,0,0,0,0,0,0,0,0,14,4,17
SSC22409,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC22410,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,9
SSC22411,..,84,84,66,8,73,22,0,22,11,0,11,8,0,8,0,0,0,110,93,204
SSC22412,..,13,13,37,0,37,5,0,5,13,0,13,7,0,7,0,0,0,63,13,74
SSC22413,..,10,10,18,0,17,0,0,0,3,0,3,0,0,0,0,0,0,22,8,32
SSC22414,..,137,137,166,7,168,48,0,48,36,0,36,15,0,15,9,0,9,275,148,422
SSC22415,..,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,10,0,13
SSC22416,..,14,14,20,0,20,9,0,9,9,0,9,8,0,8,0,0,0,45,14,52
SSC22417,..,16,16,25,0,25,10,0,10,9,0,9,9,0,9,0,0,0,51,16,67
SSC22418,..,65,65,97,3,103,42,0,42,38,0,38,15,0,15,3,0,3,201,66,268
SSC22419,..,30,30,64,3,65,25,0,25,45,0,45,13,0,13,4,0,4,151,38,183
SSC22420,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC22421,..,14,14,57,3,56,17,0,17,12,0,12,4,0,4,8,0,8,98,14,112
SSC22422,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22423,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,..,9,9,12,0,14,3,0,3,3,0,3,4,0,4,0,0,0,27,10,39
SSC22425,..,4,4,7,0,7,6,0,6,0,0,0,0,0,0,0,0,0,17,4,18
SSC22426,..,0,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,12,0,11
SSC22427,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SSC22428,..,0,0,12,0,12,4,0,4,3,0,3,0,0,0,0,0,0,14,0,17
SSC22429,..,42,42,74,3,76,20,0,20,43,0,43,9,0,9,9,0,9,151,50,200
SSC22430,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,..,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SSC22432,..,41,41,77,3,75,33,0,33,17,0,17,24,0,24,5,0,5,152,41,197
SSC22433,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8
SSC22434,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22435,..,51,51,63,0,62,23,0,25,23,0,23,4,0,4,3,0,3,119,58,177
SSC22436,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,7,0,7
SSC22437,..,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,7
SSC22438,..,31,31,33,3,32,3,0,3,4,0,4,0,0,0,0,0,0,36,39,72
SSC22439,..,985,985,1911,115,2030,2176,26,2199,2380,21,2399,1138,7,1145,902,4,902,8508,1156,9665
SSC22440,..,12,12,8,0,13,6,0,6,9,0,9,0,0,0,0,0,0,23,12,36
SSC22441,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC22442,..,6,6,13,0,13,5,0,8,3,0,3,0,0,0,0,0,0,22,5,27
SSC22443,..,4,4,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,12,4,13
SSC22444,..,8,8,11,3,10,3,0,3,0,0,0,0,0,0,0,0,0,21,15,32
SSC22445,..,8,8,7,0,13,0,0,0,6,0,6,0,0,0,0,0,0,20,4,26
SSC22446,..,24,24,37,3,40,20,0,20,15,0,15,17,0,17,3,0,3,97,27,118
SSC22447,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SSC22448,..,6,6,8,0,12,6,0,6,5,0,5,4,0,4,0,0,0,20,3,27
SSC22449,..,3,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,15
SSC22450,..,24,24,44,0,44,20,0,20,21,0,21,8,0,8,0,0,0,91,24,111
SSC22451,..,8,8,14,0,12,3,0,3,3,0,3,0,0,0,0,0,0,22,6,26
SSC22452,..,5,5,6,0,6,4,0,4,3,0,3,0,0,0,0,0,0,15,5,18
SSC22453,..,40,40,67,3,67,10,0,10,12,0,12,10,0,10,4,0,4,99,42,147
SSC22454,..,21,21,44,0,43,8,0,8,16,0,16,7,0,7,4,0,4,82,22,105
SSC22455,..,510,510,566,37,603,222,3,228,228,0,227,101,0,101,47,0,47,1170,550,1716
SSC22456,..,3,3,12,4,20,9,0,9,10,0,10,3,0,3,3,0,3,41,4,45
SSC22457,..,4,4,9,0,9,6,0,6,9,0,9,3,0,3,3,0,3,32,4,38
SSC22458,..,58,58,88,6,89,33,0,33,28,0,28,12,0,12,4,0,4,158,63,224
SSC22459,..,113,113,143,3,151,35,0,35,31,0,31,20,0,20,4,0,4,230,118,347
SSC22460,..,6,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,6,19
SSC22461,..,348,348,733,31,763,710,7,715,1367,0,1371,597,0,597,310,0,310,3712,377,4093
SSC22462,..,562,562,1251,26,1278,929,7,937,1310,5,1317,513,5,514,210,0,210,4210,609,4822
SSC22463,..,4,4,14,0,14,4,0,4,4,0,4,3,0,3,0,0,0,21,4,25
SSC22464,..,193,193,224,13,236,136,3,137,132,0,127,54,0,54,17,0,18,561,211,768
SSC22465,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6
SSC22466,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC22467,..,66,66,194,11,204,108,3,112,123,0,123,41,0,41,20,0,20,492,79,566
SSC22468,..,8,8,7,0,7,0,0,0,8,0,8,0,0,0,0,0,0,14,8,24
SSC22469,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,11
SSC22470,..,4,4,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,13,3,15
SSC22471,..,850,850,1704,57,1763,965,10,974,1149,3,1157,495,0,495,209,0,209,4519,921,5447
SSC22472,..,903,903,1505,54,1555,889,22,914,895,4,900,360,3,362,85,3,90,3736,982,4723
SSC22473,..,3,3,12,0,12,4,0,4,0,0,0,0,0,0,0,0,0,17,3,24
SSC22474,..,24,24,22,0,30,13,0,13,13,0,13,0,0,0,0,0,0,48,25,77
SSC22475,..,3,3,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,16,3,15
SSC22476,..,287,287,271,16,285,98,0,99,94,0,94,48,0,48,25,0,25,539,301,845
SSC22477,..,8,8,15,0,15,3,0,3,0,0,0,0,0,0,0,0,0,21,8,27
SSC22478,..,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,7
SSC22479,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22480,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22481,..,4,4,17,0,17,0,0,0,4,0,4,5,0,5,3,0,3,27,4,32
SSC22482,..,11,11,11,0,10,3,0,3,5,0,5,0,0,0,0,0,0,19,11,29
SSC22483,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC22484,..,290,290,466,28,497,272,7,272,291,0,295,110,0,113,44,0,44,1182,328,1509
SSC22485,..,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,5,8
SSC22486,..,34,34,38,5,41,11,0,11,7,0,7,3,0,3,0,0,0,53,32,86
SSC22487,..,0,0,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,12,0,9
SSC22488,..,15,15,24,0,25,3,0,3,0,0,0,0,0,0,0,0,0,27,20,45
SSC22489,..,53,53,125,4,126,65,0,61,60,0,60,34,0,34,11,0,11,290,55,345
SSC22490,..,3,3,21,0,21,10,0,10,5,0,5,3,0,3,6,0,6,40,3,47
