SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC22166,102,199,3,8,4,7,0,6,69,248,76,276,3,16,15,51,17,60,38,125,113,395,0,0,0,0,0,5,15,37,17,37,0,3,3,6,12,21,13,29,31,67,3,5,245,674
SSC22167,159,320,3,17,8,57,6,20,93,398,109,491,3,11,4,13,12,29,11,49,124,536,0,0,5,13,0,0,22,47,26,59,0,3,9,14,11,26,17,43,48,104,16,27,348,987
SSC22168,44,87,0,0,9,28,0,4,13,55,23,88,5,9,3,12,4,14,15,41,31,127,0,4,0,3,0,0,3,15,6,22,0,0,0,0,5,9,5,9,12,30,0,0,86,239
SSC22169,8,22,0,0,5,11,0,0,14,46,11,58,3,13,0,3,3,10,10,29,24,90,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,32,112
SSC22170,8,14,0,0,0,0,0,7,0,4,3,11,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,10,31
SSC22171,275,555,13,56,36,166,5,34,168,695,222,953,10,45,14,40,37,137,64,223,285,1176,0,4,13,44,3,25,61,192,76,258,4,14,7,23,28,64,42,97,122,358,15,40,701,2129
SSC22172,406,812,9,28,31,142,9,33,129,527,169,729,17,56,28,85,68,213,113,356,283,1090,0,6,10,41,3,12,51,136,68,200,6,19,11,25,46,99,65,145,129,343,12,24,831,2264
SSC22173,9,9,0,0,0,0,0,0,9,21,9,21,0,6,0,0,0,0,0,6,8,28,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,10,0,0,20,52
SSC22174,123,250,4,22,16,73,9,48,55,242,86,381,8,42,7,15,41,140,53,200,144,575,5,9,4,20,5,13,25,71,40,116,0,3,0,7,37,90,42,99,77,222,11,22,352,1066
SSC22175,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22176,10,18,0,0,0,0,0,0,0,10,0,10,0,0,0,3,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,11,36
SSC22177,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22178,25,55,0,3,0,3,0,0,7,40,14,48,0,0,0,10,4,14,7,23,16,75,0,0,0,0,0,0,0,3,0,3,0,3,0,0,7,16,7,15,6,17,0,0,57,142
SSC22179,19,37,0,3,3,8,0,3,11,60,21,77,0,4,0,0,4,9,7,16,24,93,0,0,0,4,0,0,3,7,3,12,0,0,0,0,6,11,6,11,7,27,0,3,54,160
SSC22180,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,3,10,0,0,12,25
SSC22181,486,974,16,86,77,346,19,90,326,1285,442,1814,38,166,35,128,138,442,216,735,654,2551,6,14,13,41,5,32,53,167,76,254,11,31,21,42,57,110,85,184,160,435,8,14,1310,3975
SSC22182,772,1529,3,19,99,446,9,25,668,2587,777,3078,68,289,134,473,170,524,367,1292,1146,4363,3,10,6,24,7,20,79,203,99,258,15,42,41,94,128,266,184,404,286,661,47,93,2245,6648
SSC22183,3,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,3,8,3,8,3,10,0,5,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,3,6,0,0,7,26
SSC22184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22185,11,22,0,0,3,13,3,10,9,27,12,47,0,4,0,6,3,12,8,20,14,67,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,3,7,0,0,35,100
SSC22186,1626,3244,18,81,109,504,32,135,627,2440,784,3154,57,229,85,275,259,799,395,1306,1179,4459,6,19,40,144,16,65,237,628,301,861,22,59,68,144,279,590,368,792,668,1651,43,89,3509,9447
SSC22187,596,1193,3,10,26,129,12,56,164,629,202,828,6,23,22,66,73,232,99,315,306,1140,0,15,9,25,9,29,106,278,121,350,10,24,19,40,98,200,123,268,247,616,22,37,1166,2995
SSC22188,224,442,0,3,17,84,7,28,87,347,116,467,9,31,11,26,42,130,57,182,173,645,0,8,5,7,3,3,20,49,23,74,3,3,9,15,18,50,33,70,54,143,6,15,453,1240
SSC22189,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22190,19,36,0,14,0,0,0,0,6,26,9,35,4,6,3,9,0,4,8,22,15,57,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,5,0,6,0,3,37,97
SSC22191,3,7,0,5,0,0,0,0,3,19,8,26,0,0,0,0,3,9,3,9,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40
SSC22192,104,199,3,17,22,104,5,32,81,344,115,495,11,51,15,46,43,138,74,234,187,733,0,0,0,4,0,3,14,32,11,40,0,0,6,10,10,24,13,26,26,68,0,6,314,1003
SSC22193,0,3,0,0,0,4,0,0,0,13,4,17,0,0,0,0,0,3,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
SSC22194,3,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12
SSC22195,28,61,0,0,3,19,0,0,7,41,12,61,3,18,0,4,3,13,6,40,20,98,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,3,0,6,0,0,53,167
SSC22196,2706,5428,81,453,597,2743,92,412,2406,9310,3183,12917,479,2005,666,2353,1224,4030,2366,8385,5551,21300,9,53,88,283,24,90,296,773,417,1191,112,339,159,392,439,1011,711,1747,1127,2944,111,232,9491,29904
SSC22197,826,1685,144,861,565,2942,139,682,1528,6498,2372,10989,269,1229,302,1087,563,1998,1134,4311,3510,15303,29,128,78,312,45,173,249,747,403,1360,76,277,80,209,275,675,429,1168,833,2522,63,140,5231,19652
SSC22198,7,15,0,0,0,6,0,0,0,9,3,18,0,0,0,0,0,3,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31
SSC22199,22,48,0,0,0,7,0,0,14,60,16,69,0,0,0,6,4,19,6,21,21,91,0,0,0,0,0,0,3,5,3,5,0,0,0,3,5,6,4,8,6,14,0,0,49,150
SSC22200,19,32,0,0,0,0,0,0,5,23,5,23,0,0,0,0,8,17,8,17,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,71
SSC22201,3,5,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,9,5,11,6,14,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,5,4,0,0,8,31
SSC22202,11,16,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,6,3,6,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,41
SSC22203,73,141,3,16,7,22,0,0,22,106,30,143,3,11,8,19,11,34,16,63,50,204,0,0,0,8,0,4,3,11,5,25,0,0,0,3,10,24,14,30,21,52,0,3,135,391
SSC22204,179,355,0,9,9,41,4,21,47,183,64,249,8,42,3,11,21,74,39,132,96,375,3,14,0,0,0,3,22,58,23,77,0,9,6,13,23,54,32,70,57,147,4,4,340,888
SSC22205,9,15,0,0,0,3,0,0,7,21,3,22,0,0,3,9,0,0,3,9,8,36,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,3,3,7,0,0,18,58
SSC22206,289,563,4,29,21,92,0,5,135,526,160,645,7,36,14,48,38,121,60,208,226,851,0,8,11,34,0,0,57,130,65,175,7,17,13,22,38,76,51,109,122,281,11,21,641,1720
SSC22207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22208,53,102,0,3,3,21,0,0,10,45,16,70,3,17,0,3,3,11,7,28,21,98,0,0,0,3,0,0,0,3,3,5,0,0,0,3,4,3,3,7,7,15,0,0,81,212
SSC22209,1024,2024,7,52,65,309,21,95,443,1738,538,2184,35,132,56,198,173,530,267,864,806,3052,3,26,29,110,11,23,155,393,201,545,13,32,35,64,130,270,174,374,375,920,32,59,2230,6053
SSC22210,0,3,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,3,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16
SSC22211,743,1477,4,27,53,239,18,68,212,796,291,1141,25,94,45,137,97,297,163,531,451,1666,0,4,8,31,5,22,54,140,72,205,10,37,22,41,60,119,90,190,166,399,3,11,1366,3552
SSC22212,6,17,0,0,0,0,0,0,3,8,3,8,0,0,0,7,0,0,0,7,3,18,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,6,0,6,3,9,0,0,19,44
SSC22213,84,177,3,17,3,27,0,7,27,101,37,146,0,4,12,27,21,70,37,105,70,254,3,18,3,12,0,10,14,45,26,80,0,3,0,3,16,26,14,36,42,117,5,7,205,556
SSC22214,10,15,0,9,0,0,0,4,4,15,6,28,0,0,0,0,4,6,4,6,9,36,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,5,8,0,0,22,56
SSC22215,1424,2780,16,79,139,630,25,125,815,3171,1001,4014,44,188,114,366,205,613,369,1169,1365,5177,5,32,57,193,26,87,246,672,326,984,16,61,83,167,180,366,279,592,604,1574,49,99,3445,9642
SSC22216,3,10,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
SSC22217,8,20,0,0,0,6,0,0,0,4,0,11,0,0,0,6,0,3,0,8,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,19,44
SSC22218,170,338,0,0,15,56,0,7,63,253,77,313,0,7,6,11,17,54,21,66,98,378,0,0,4,9,0,3,13,38,22,52,3,4,3,10,9,19,19,35,36,82,3,3,312,809
SSC22219,23,43,0,0,0,7,0,0,4,18,5,26,0,3,0,9,0,0,6,11,11,34,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,10,3,11,6,16,0,6,43,98
SSC22220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,4
SSC22221,525,1043,11,47,76,352,8,38,497,1877,591,2309,36,157,67,219,128,407,235,784,825,3099,3,4,12,41,3,12,37,91,57,153,7,12,21,42,32,71,53,130,107,280,16,33,1483,4455
SSC22222,13,22,0,0,3,10,0,0,3,19,8,22,0,5,0,0,0,0,0,5,5,26,0,0,0,3,0,0,3,9,0,7,0,0,0,0,0,0,0,0,0,7,0,0,22,59
SSC22223,967,1897,10,40,149,678,9,39,730,2777,900,3535,88,369,191,668,185,578,467,1618,1365,5158,5,13,22,61,0,4,82,194,104,268,12,42,55,121,106,218,175,385,283,651,34,71,2642,7766
SSC22224,20,47,3,11,3,16,0,0,7,31,14,60,0,3,4,9,3,9,5,19,18,83,0,0,0,0,0,0,3,13,3,13,0,0,0,0,3,3,3,9,11,21,0,0,50,145
SSC22225,39,79,0,0,4,14,0,0,11,42,15,55,0,3,0,0,3,5,6,10,16,63,0,0,3,9,0,0,5,4,3,14,0,0,0,0,0,0,3,0,4,16,0,3,67,165
SSC22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22227,93,180,0,5,8,20,0,9,29,120,37,160,3,7,9,40,20,55,30,100,67,262,0,0,0,8,0,0,5,20,9,28,0,0,3,5,6,8,8,15,21,42,0,0,181,487
SSC22228,104,205,0,12,14,74,3,25,74,267,99,383,7,34,20,70,29,90,55,190,158,574,0,4,0,0,0,3,11,36,18,41,0,3,3,6,15,30,17,38,34,83,0,3,299,866
SSC22229,6,16,0,0,0,0,0,0,3,23,3,23,0,0,0,4,0,0,0,4,4,27,0,0,0,4,0,0,3,3,3,6,0,0,0,0,0,0,0,0,8,11,0,0,18,52
SSC22230,83,162,4,21,8,57,6,25,40,157,58,249,3,9,3,11,23,75,30,103,87,349,0,0,6,15,0,4,11,41,19,61,3,3,4,6,14,19,19,30,35,92,5,5,203,612
SSC22231,513,1042,9,50,111,507,23,93,406,1589,547,2236,47,190,103,371,192,613,349,1171,892,3413,7,17,27,72,7,25,75,195,110,307,18,56,35,80,106,229,155,363,264,667,31,66,1703,5179
SSC22232,9,17,0,0,0,5,0,0,6,20,6,30,0,4,3,8,4,11,9,26,12,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,28,75
SSC22233,31,61,0,0,3,13,0,4,20,80,23,101,0,0,3,10,5,15,11,25,35,121,0,0,0,0,0,3,0,6,3,14,0,0,0,0,4,9,4,9,5,18,0,0,64,197
SSC22234,32,60,0,5,0,9,0,0,13,58,17,75,0,10,3,11,8,20,9,39,33,118,0,0,0,6,0,0,3,10,3,12,0,0,0,0,3,3,3,3,3,15,0,0,68,199
SSC22235,77,146,0,0,9,28,0,10,25,113,36,149,0,3,3,15,12,28,11,42,51,194,0,0,3,6,0,0,12,24,13,34,0,3,3,6,13,24,17,30,30,61,3,7,154,407
SSC22236,386,778,5,26,82,381,15,68,433,1641,541,2122,55,221,68,239,141,474,268,937,809,3052,3,11,18,47,3,9,83,235,106,298,15,38,23,49,70,158,98,244,207,541,20,40,1419,4412
SSC22237,3,3,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
SSC22238,1604,3170,13,66,113,520,37,163,1028,3795,1192,4543,67,274,92,296,339,1092,493,1660,1688,6209,8,31,53,197,30,109,287,736,382,1072,51,143,102,223,412,878,559,1246,945,2321,75,156,4305,11852
SSC22239,224,449,0,4,25,122,5,21,122,460,159,611,11,35,29,104,53,164,88,305,247,917,0,5,3,13,0,0,18,51,23,65,3,8,4,11,27,61,36,78,58,145,7,10,541,1533
SSC22240,41,83,0,0,5,20,0,0,8,28,9,44,3,5,4,9,7,23,10,38,24,83,0,0,0,10,0,3,10,33,11,40,0,0,0,3,8,13,10,15,25,58,0,0,87,226
SSC22241,30,53,4,13,3,9,0,0,8,28,10,51,0,3,0,5,0,7,6,14,13,64,0,0,0,3,0,0,0,7,0,11,0,0,0,3,4,4,3,8,8,15,0,0,48,132
SSC22242,22,37,0,0,0,6,0,0,8,47,15,51,0,0,0,0,0,0,0,0,17,53,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,4,6,3,8,0,0,38,101
SSC22243,23,49,0,19,4,20,0,7,14,53,18,94,0,7,0,0,3,10,8,19,27,106,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,4,10,0,0,58,169
SSC22244,882,1747,11,58,70,348,36,144,458,1756,572,2305,28,125,49,149,170,528,249,803,816,3106,10,38,39,142,41,140,320,858,412,1177,29,85,62,134,220,466,312,693,721,1868,66,126,2483,6850
SSC22245,542,1082,3,22,35,150,5,23,416,1519,458,1714,21,80,46,164,75,232,140,474,605,2190,0,6,6,20,3,9,53,115,58,143,5,22,14,42,75,160,96,219,157,365,31,69,1339,3704
SSC22246,52,103,3,8,12,64,0,0,32,139,51,212,3,12,15,48,8,31,32,95,77,303,0,0,3,12,0,6,0,3,3,17,0,3,0,0,3,9,8,14,13,30,0,0,143,444
SSC22247,135,255,0,0,23,124,3,20,132,493,161,630,17,67,23,81,42,142,85,295,245,925,0,3,3,16,6,18,25,54,29,91,8,18,7,17,16,45,30,76,62,161,6,15,441,1357
SSC22248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22249,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC22250,25,43,0,0,0,14,0,0,10,57,16,62,0,0,0,5,0,4,4,9,20,71,0,5,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,4,3,11,0,0,47,133
SSC22251,14,27,0,0,0,8,0,0,3,23,4,28,0,3,3,3,5,17,8,23,12,55,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,4,28,86
SSC22252,229,448,7,51,37,165,9,24,175,723,224,963,32,146,30,101,71,211,131,454,360,1417,0,0,10,32,0,9,20,62,31,97,5,17,9,22,26,52,45,89,74,188,11,14,671,2076
SSC22253,74,150,0,0,11,40,3,8,71,280,80,327,7,21,7,24,26,79,36,122,114,447,0,3,0,5,0,14,11,23,17,43,6,8,0,3,15,23,18,40,31,84,0,0,228,685
SSC22254,620,1222,9,59,63,277,23,90,220,860,316,1282,26,101,35,118,136,444,195,659,513,1942,3,12,25,86,16,61,149,410,191,569,22,66,41,87,133,283,198,438,384,1001,29,59,1542,4222
SSC22255,21,45,0,0,3,9,0,0,16,67,20,69,3,11,0,4,3,7,9,23,22,89,0,0,3,7,0,0,3,4,5,5,0,7,0,0,0,4,4,12,6,19,0,0,56,152
SSC22256,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SSC22257,18,32,0,0,0,0,0,0,8,35,8,35,0,0,3,13,3,8,3,15,13,49,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,7,3,7,3,13,0,3,31,95
SSC22258,6,9,0,0,0,5,0,0,0,0,0,5,0,3,0,4,0,5,3,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28
SSC22259,4,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,21
SSC22260,64,121,0,0,6,34,3,10,25,98,34,146,3,9,10,28,12,40,23,73,57,218,0,0,0,0,0,0,3,10,3,10,0,3,3,3,3,5,9,12,10,31,0,3,132,374
SSC22261,25,49,0,6,0,3,3,14,18,80,27,105,0,11,3,15,6,14,8,38,37,143,0,0,0,4,0,0,0,4,5,9,0,0,0,3,0,3,4,8,5,16,0,0,68,212
SSC22262,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22263,10,19,0,0,3,10,0,0,4,17,5,21,0,0,0,0,3,11,3,11,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,46
SSC22264,2850,5666,63,367,381,1918,77,355,1728,6816,2249,9452,113,500,224,727,469,1486,805,2714,3049,12161,30,155,129,484,54,193,683,1899,896,2732,65,205,164,352,490,1050,712,1608,1611,4338,116,246,7628,22417
SSC22265,107,222,3,21,17,82,5,25,69,275,90,397,8,42,17,56,38,125,62,220,157,624,0,0,3,16,0,0,11,20,15,38,0,0,7,7,6,19,11,28,26,69,3,5,292,917
SSC22266,63,123,6,34,19,90,4,32,86,359,121,518,6,17,15,45,8,24,23,85,145,607,0,0,9,23,5,10,14,39,22,77,0,12,4,7,3,8,9,28,32,104,4,10,239,839
SSC22267,34,70,0,9,3,15,0,0,17,59,20,84,0,0,5,18,3,16,9,32,32,120,0,3,0,0,0,0,3,7,5,15,0,0,3,3,4,13,9,17,11,29,0,0,82,211
SSC22268,83,157,0,0,0,10,0,0,22,90,25,94,6,18,6,18,16,36,21,79,48,174,0,0,4,11,0,0,4,6,9,13,0,0,7,6,11,19,14,23,18,43,0,0,151,374
SSC22269,0,4,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC22270,128,254,0,0,25,108,0,6,77,311,99,434,17,65,21,69,41,126,75,254,169,689,0,0,0,3,0,4,5,14,8,20,0,3,0,5,24,40,24,50,36,75,0,3,332,1029
SSC22271,40,79,0,0,4,9,0,6,8,16,8,36,0,0,6,13,0,5,5,15,16,51,0,3,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,4,7,0,3,59,141
SSC22272,63,123,0,0,11,40,4,7,34,160,50,210,0,7,4,13,14,39,17,65,65,270,0,5,0,0,0,0,5,17,6,25,0,3,0,3,6,11,9,19,15,42,3,7,151,443
SSC22273,4,11,0,0,0,0,0,4,0,10,4,13,0,0,3,3,0,0,3,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27
SSC22274,7,14,0,0,0,4,0,0,4,7,3,14,0,6,0,0,3,3,3,11,3,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,18,42
SSC22275,26,54,0,0,0,0,0,0,4,19,4,19,0,0,3,7,0,0,3,14,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,6,0,0,38,90
SSC22276,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC22277,7,12,0,0,0,3,0,0,5,18,8,22,0,7,0,0,3,7,4,13,11,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,13,53
SSC22278,4,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,18
SSC22279,65,135,0,0,3,19,4,11,22,97,29,129,3,18,3,17,7,23,20,57,47,189,0,0,0,8,3,11,3,21,8,33,0,0,0,0,10,23,8,19,17,58,0,0,132,380
SSC22280,572,1154,30,144,124,565,50,239,645,2576,843,3527,69,284,87,305,201,672,357,1258,1204,4781,3,16,23,94,9,35,139,369,182,515,24,84,50,120,124,270,200,470,383,987,25,67,2178,6986
SSC22281,6,17,0,0,0,0,0,0,0,8,3,6,0,0,0,3,0,3,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30
SSC22282,35,68,0,0,0,3,0,0,13,46,11,53,0,5,0,0,3,16,9,22,23,76,0,3,0,0,0,0,3,5,3,11,0,0,0,3,4,6,3,10,6,18,3,3,66,168
SSC22283,19,42,4,11,0,0,0,0,14,46,18,57,0,0,0,4,4,10,4,12,21,71,0,0,0,5,0,0,6,10,4,18,0,0,0,3,4,10,5,12,11,25,0,0,52,142
SSC22284,29,58,0,0,3,17,0,3,26,98,34,119,9,27,7,29,17,51,34,107,66,226,0,0,0,0,0,0,4,10,4,10,0,0,4,4,5,14,7,16,12,32,0,3,106,314
SSC22285,7,15,0,0,0,3,0,0,3,8,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24
SSC22286,9,20,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,6,3,8,3,12,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,18,32
SSC22287,147,299,3,7,42,186,8,26,97,388,143,611,17,66,26,92,41,128,85,288,225,899,0,0,0,10,0,0,8,23,10,32,0,5,0,3,10,22,15,36,24,62,6,5,395,1271
SSC22288,118,229,5,26,8,59,5,19,81,319,100,421,11,38,4,22,23,72,37,127,141,553,0,0,0,0,0,5,12,42,17,44,0,0,0,0,5,16,9,14,23,66,0,0,274,844
SSC22289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22290,72,142,0,0,15,78,0,4,37,139,57,223,3,10,9,34,20,53,33,100,92,321,0,7,0,0,0,15,7,30,13,49,3,6,0,3,15,26,13,31,30,78,0,0,191,546
SSC22291,242,478,3,29,26,114,8,26,197,732,235,906,4,22,28,85,38,118,66,222,303,1124,5,16,11,37,9,24,54,136,72,216,5,7,16,23,44,90,59,124,128,338,9,9,679,1954
SSC22292,214,418,0,7,19,98,0,7,88,371,117,484,10,31,24,71,30,91,60,192,175,675,0,0,3,11,0,4,14,38,13,51,4,9,5,10,20,36,24,62,45,110,3,3,437,1210
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,1112,2221,27,146,137,610,53,246,681,2657,900,3664,109,450,104,354,325,1061,543,1867,1441,5523,4,31,38,134,18,50,178,489,240,701,33,97,63,155,185,408,279,667,523,1361,27,61,3102,9167
SSC22295,286,553,3,6,3,20,0,4,40,145,45,180,3,7,10,28,27,71,40,106,82,289,0,0,0,3,4,11,8,28,13,42,0,0,6,14,22,39,25,55,40,95,4,9,410,948
SSC22296,40,82,0,8,0,0,3,13,24,97,29,118,3,8,5,17,7,18,11,47,41,163,0,3,0,8,3,7,9,36,19,55,0,8,0,7,15,21,15,34,34,87,0,3,121,340
