SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC21514,51,1371,634,180,1484,0.7,1281,2.3
SSC21515,64,700,402,150,771,0.6,598,1.6
SSC21516,0,0,0,0,0,0,0,0
SSC21517,45,977,535,150,1270,0.8,987,2.5
SSC21518,46,1400,627,0,1708,0.7,1656,2.4
SSC21519,43,1160,575,183,1625,0.8,1468,2.9
SSC21520,38,1660,683,250,1797,0.8,1690,2.9
SSC21521,48,0,599,0,2125,0.8,1833,2.4
SSC21522,52,1408,435,0,1062,0.6,900,2.2
SSC21523,52,1854,541,0,1687,0.7,1406,2.5
SSC21524,43,1733,682,0,1916,0.8,1859,3.1
SSC21525,36,1083,480,220,1067,0.8,897,2.3
SSC21526,41,1517,676,260,1869,0.8,1648,2.8
SSC21527,42,1560,760,260,1901,0.8,1737,2.9
SSC21528,34,1500,564,280,1397,0.8,1229,2.6
SSC21529,48,1690,546,175,1437,0.8,1097,2.4
SSC21530,56,659,523,150,1218,0.8,981,2.3
SSC21531,61,1083,680,165,1224,0.6,1100,2.1
SSC21532,53,2000,690,341,1487,0.7,1257,2.1
SSC21533,54,0,649,0,1999,0.6,1375,2
SSC21534,37,1733,603,263,1677,0.8,1482,3
SSC21535,56,0,762,0,1875,0.7,725,1.4
SSC21536,42,1647,732,0,1583,0.9,1518,2.9
SSC21537,43,2054,793,341,2259,0.8,1822,2.6
SSC21538,0,0,0,0,0,0,0,0
SSC21539,53,0,575,0,1187,0.7,1125,2
SSC21540,28,1703,856,340,1853,0.8,1730,2.9
SSC21541,46,1300,591,235,1288,0.8,1143,2.4
SSC21542,66,0,519,0,774,0.7,706,1.9
SSC21543,50,1387,527,200,1325,0.7,1333,2.8
SSC21544,32,1950,675,371,1772,1,1825,3.6
SSC21545,32,2100,825,390,2037,0.9,2081,3.5
SSC21546,54,900,762,0,1375,0.7,1375,1.5
SSC21547,49,1854,586,110,1208,0.7,1011,2
SSC21548,39,2000,761,385,2422,0.8,2334,3.3
SSC21549,43,2500,787,308,2763,0.8,2777,3.5
SSC21550,48,867,517,140,1181,0.7,980,2.3
SSC21551,45,2112,674,235,2176,0.8,1942,2.9
SSC21552,43,1904,760,300,2157,0.8,1848,2.8
SSC21553,43,1083,433,0,1374,1,1374,2.5
SSC21554,40,2000,734,346,2139,0.8,1627,2.5
SSC21555,38,758,443,105,1187,0.8,875,2.6
SSC21556,36,0,575,0,1624,0,1625,1
SSC21557,49,871,450,195,949,0.6,734,1.7
SSC21558,62,0,575,0,1375,0.3,1375,1.8
SSC21559,34,1517,690,300,1655,0.8,1407,2.7
SSC21560,56,0,612,0,0,1,2250,2
SSC21561,42,1250,570,210,1402,0.8,1106,2.4
SSC21562,46,776,537,0,1624,0.9,1562,2.8
SSC21563,45,1300,582,320,1666,0.8,1531,3
SSC21564,35,1700,721,330,1954,0.8,1838,3.1
SSC21565,32,1950,645,342,1705,1,1457,2.6
SSC21566,36,1853,701,193,2012,0.8,1611,2.8
SSC21567,52,650,412,0,941,0.7,784,2
SSC21568,52,2800,750,152,1906,0.7,1724,2.3
SSC21569,45,1042,629,231,1083,0.8,1071,2.5
SSC21570,55,1810,545,0,1312,0.6,1325,2
SSC21571,58,758,425,0,1124,0.7,1125,2.4
SSC21572,46,965,427,200,1125,0.8,756,2.3
SSC21573,58,1200,478,230,1102,0.7,809,1.9
SSC21574,58,1083,474,175,1099,0.7,774,2
SSC21575,45,1300,580,300,1453,0.8,1245,2.4
SSC21576,41,3000,1118,411,3213,0.9,2288,2.4
SSC21577,36,2400,790,390,2647,0.9,1937,2.7
SSC21578,20,0,374,0,0,0,0,0
SSC21579,51,607,488,128,1312,0.7,1009,2
SSC21580,45,1636,766,298,2058,0.8,1891,2.8
SSC21581,45,1356,705,0,1812,0.7,1458,2.4
SSC21582,38,867,644,0,1281,0.7,1274,2.6
SSC21583,39,1700,743,270,1973,0.8,1419,2.5
SSC21584,48,1863,929,0,2125,0.9,2049,2.9
SSC21585,41,1593,682,170,1374,0.8,1187,2.7
SSC21586,65,0,518,0,762,0.9,762,1.6
SSC21587,67,0,350,0,0,0,466,1
SSC21588,45,1411,615,260,1420,0.7,1088,2.3
SSC21589,57,0,269,0,0,0.8,425,1.5
SSC21590,45,2236,680,234,1666,0.8,1375,2.9
SSC21591,47,1733,609,230,1375,0.9,1267,2.4
SSC21592,56,1102,549,300,1187,0.7,979,2.2
SSC21593,33,2000,779,380,2024,0.9,1765,2.6
SSC21594,51,1603,624,0,1208,0.6,1199,2.4
SSC21595,55,1178,588,150,1390,0.6,1042,2.2
SSC21596,0,0,0,0,0,0,0,0
SSC21597,54,1400,562,174,1625,0.7,1111,2.2
SSC21598,52,719,491,118,1125,0.7,900,2.1
SSC21599,57,0,1024,0,0,0,0,1
SSC21600,56,0,687,0,1625,0,1149,1.6
SSC21601,31,1614,723,300,1621,0.8,1469,2.8
SSC21602,44,1517,599,70,1125,0.6,1075,2.4
SSC21603,54,1571,537,0,1124,0.8,949,1.6
SSC21604,39,1600,608,370,1528,0.7,1071,2.2
SSC21605,0,0,0,0,0,0,0,0
SSC21606,51,1517,537,0,1031,0.9,916,2.3
SSC21607,50,995,458,200,987,0.7,769,2.1
SSC21608,39,2000,651,190,2018,0.9,1924,3.1
SSC21609,58,1127,514,267,1174,0.7,922,2
SSC21610,51,0,474,0,1124,0.6,1292,1.6
SSC21611,53,0,333,0,649,0.6,725,2
SSC21612,0,0,0,0,0,0,0,0
SSC21613,40,1555,657,0,2031,0.8,1562,2.9
SSC21614,54,1733,618,320,1496,0.7,1241,2.3
SSC21615,57,0,407,0,725,0.8,574,1.5
SSC21616,46,1517,806,0,2094,0.7,1833,2.6
SSC21617,46,1582,575,294,1523,0.7,1278,2.3
SSC21618,39,2167,729,446,2402,1,2016,2.9
SSC21619,62,867,427,178,825,0.6,660,1.6
SSC21620,48,1122,469,200,1208,0.8,754,1.9
SSC21621,44,1400,658,150,1458,0.6,1274,2.5
SSC21622,43,1150,589,0,1312,0.7,979,1.8
SSC21623,41,1092,515,21,1208,0.7,1075,3
SSC21624,31,1300,375,300,1076,1.1,1044,3.4
SSC21625,48,0,687,0,0,0,1249,2
SSC21626,44,1235,575,231,1320,0.8,1136,2.5
SSC21627,44,0,1292,0,0,0,2749,2
SSC21628,42,1737,450,100,1124,1,1041,3
SSC21629,27,1800,532,456,1716,1.2,1148,1.9
SSC21630,33,0,1550,0,0,0,0,0
SSC21631,39,1200,482,251,1153,0.8,977,2.4
SSC21632,35,1300,528,259,1257,0.8,1103,2.6
SSC21633,31,1517,644,290,1541,0.8,1424,3
SSC21634,38,0,706,60,1187,0.6,1187,2
SSC21635,54,0,417,238,1312,0.6,1187,2.4
SSC21636,43,1127,589,0,1042,0.5,1042,1.6
SSC21637,41,2000,784,350,2111,0.9,1521,2.3
SSC21638,41,1814,715,270,1984,0.9,1888,3
SSC21639,43,1517,624,0,1375,0.4,1562,2.7
SSC21640,29,1650,743,0,1749,1,1416,3.2
SSC21641,32,1615,833,0,1937,0.7,1437,2.3
SSC21642,45,1000,479,180,1070,0.8,838,2.3
SSC21643,41,1083,630,153,1391,0.9,1346,2.9
SSC21644,45,1034,592,0,1518,0.9,1406,2.8
SSC21645,43,1300,594,200,1406,0.8,1215,2.7
SSC21646,46,217,575,0,1812,0.5,725,2.3
SSC21647,53,500,464,100,1192,0.7,812,1.9
SSC21648,31,1900,776,346,1772,0.8,1659,3
SSC21649,45,1591,675,195,1656,0.7,1524,2.6
SSC21650,53,1083,599,180,1375,0.7,1125,1.8
SSC21651,50,1917,828,368,2100,0.8,1875,2.3
SSC21652,57,2000,790,375,1468,0.7,1275,1.8
SSC21653,48,1875,832,143,2118,0.8,1912,2.7
SSC21654,43,1042,490,150,1230,0.8,1026,2.5
SSC21655,0,0,0,0,0,0,0,0
SSC21656,26,1636,494,50,1812,0.7,1470,2.1
SSC21657,38,2167,736,155,2318,0.9,2134,3.2
SSC21658,41,0,697,30,1875,0.9,2062,3
SSC21659,58,1400,491,215,1265,0.9,1142,2
SSC21660,50,1083,568,0,1231,0.7,1136,2.3
SSC21661,55,932,725,0,1624,1,1624,2
SSC21662,58,1300,545,255,1149,0.7,1001,2.1
SSC21663,51,1154,561,160,1174,0.7,1012,1.9
SSC21664,30,1908,782,350,1897,0.8,1862,3.1
SSC21665,60,0,374,0,725,0.5,724,1.4
SSC21666,42,3000,1219,522,3213,0.9,2353,2.3
SSC21667,45,1881,841,200,1875,0.8,1625,2.7
SSC21668,42,1300,494,150,1354,0.9,1125,2.5
SSC21669,33,0,780,0,1999,0,1999,3.5
SSC21670,44,1300,677,200,1460,0.7,1297,2.6
SSC21671,39,1231,546,225,1302,0.8,1023,2.4
SSC21672,37,1600,589,331,1645,0.9,1500,3
SSC21673,51,1589,595,118,1625,0.8,1437,2.9
SSC21674,40,1200,487,268,1152,0.8,938,2.3
SSC21675,43,0,604,25,1187,0.6,762,1.9
SSC21676,48,834,550,0,1062,0.6,933,2.4
SSC21677,43,0,187,0,724,0,724,2
SSC21678,51,0,417,0,899,0.8,850,2.4
SSC21679,33,0,1031,0,2125,0.7,1562,1.8
SSC21680,33,1518,769,310,1812,0.8,1672,2.9
SSC21681,46,0,668,0,1708,0.6,1562,1.9
SSC21682,38,0,660,46,1562,0.7,1231,3
SSC21683,42,997,553,0,1542,0.5,933,2.3
SSC21684,47,0,599,95,1125,0.6,1042,2.3
SSC21685,41,1105,518,156,1375,0.7,1124,2.5
SSC21686,24,0,549,0,0,0,0,6
SSC21687,58,532,458,85,1023,0.6,727,2
SSC21688,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0
SSC21690,49,763,530,0,2499,0.5,1124,2.2
SSC21691,54,1000,543,193,1416,0.7,1137,2.3
SSC21692,45,1300,504,230,1328,0.8,1092,2.5
SSC21693,54,0,525,0,1749,0.5,749,2.3
SSC21694,38,2000,747,363,2048,0.9,1650,2.5
SSC21695,33,1300,566,238,1508,0.8,1134,2.5
SSC21696,41,0,816,248,2749,0.6,2166,2
SSC21697,48,666,428,0,1071,0.7,900,2.1
SSC21698,43,867,642,0,1350,1,1199,2.5
SSC21699,52,867,487,120,1050,0.7,850,2.3
SSC21700,57,0,474,0,0,0.5,812,1.5
SSC21701,44,0,833,0,2750,1,1149,1.9
SSC21702,44,2500,635,280,1649,0.8,1525,2.6
SSC21703,45,1673,740,210,2023,0.9,1812,2.9
SSC21704,45,975,464,168,1107,0.7,771,2.1
SSC21705,43,1733,757,150,2053,0.8,1812,2.9
SSC21706,51,1400,608,0,1875,0.7,1374,2.3
SSC21707,56,0,550,0,1875,0.4,774,1.6
SSC21708,22,0,850,0,0,0,0,0
SSC21709,56,2156,589,140,1062,0.7,1125,1.7
SSC21710,57,488,415,0,916,0.7,574,2
SSC21711,56,0,483,0,1125,0.8,900,1.9
SSC21712,53,1099,833,0,1937,0.6,1125,2
SSC21713,50,0,391,0,850,0.6,900,2
SSC21714,48,1733,553,0,1333,0.8,1142,2.3
SSC21715,42,1608,612,325,1566,0.8,1377,2.7
SSC21716,41,1733,685,0,1819,0.8,1763,3
SSC21717,56,1339,700,170,1687,0.7,1166,2.5
SSC21718,0,0,0,0,0,0,0,0
SSC21719,48,2000,665,0,1541,0.8,1625,2.4
SSC21720,40,2200,844,401,2621,0.9,2079,2.6
SSC21721,42,2167,759,428,2306,0.8,1908,2.7
SSC21722,40,2334,466,0,1375,0.6,1125,3.1
SSC21723,40,1883,795,360,2112,0.8,1742,2.6
SSC21724,41,1761,689,335,1956,0.8,1707,2.8
SSC21725,52,1517,535,280,1309,0.8,1168,2.4
SSC21726,53,1297,724,0,1625,0.6,1562,2
SSC21727,51,0,519,65,966,0.6,966,2.3
SSC21728,59,1200,444,123,1083,0.8,862,2.1
SSC21729,53,1560,491,0,1083,0.8,1149,3
SSC21730,37,2167,860,366,2424,0.9,1861,2.4
SSC21731,51,1300,575,0,1499,0.6,1093,2.3
SSC21732,51,1733,662,0,1687,0.8,1531,2.1
SSC21733,49,0,450,0,1187,0.7,900,2
SSC21734,39,2000,687,380,1906,0.9,1474,2.5
SSC21735,0,0,0,0,0,0,0,0
SSC21736,40,1052,547,305,1312,0.7,1291,2.7
SSC21737,42,1000,658,0,1687,0.8,1375,3
SSC21738,46,1300,1024,0,2166,0.4,1958,2.1
SSC21739,63,1050,450,0,1875,0.9,849,1.8
SSC21740,45,0,850,0,0,0,0,0
SSC21741,47,1464,575,0,1375,0.9,1333,2.8
SSC21742,45,2167,707,260,2104,0.8,2028,3
SSC21743,36,1800,686,350,1792,0.8,1594,2.8
SSC21744,42,1200,553,200,1297,0.8,996,2.3
SSC21745,41,1192,630,95,1281,0.9,1171,2.8
SSC21746,43,1311,599,198,1375,0.9,1333,2.9
SSC21747,45,1975,808,105,2187,0.8,2225,3.1
SSC21748,39,2000,831,348,2228,0.9,1680,2.4
SSC21749,49,990,675,0,1625,0.4,1375,1.5
SSC21750,37,1803,728,288,2048,0.9,1971,3.1
SSC21751,47,1733,625,335,1584,0.8,1203,2.3
SSC21752,0,0,0,0,0,0,0,0
SSC21753,46,1300,571,0,1375,0.9,1156,2.5
SSC21754,0,0,0,0,0,0,0,0
SSC21755,49,893,483,180,1154,0.7,829,2.2
SSC21756,50,0,75,0,0,0,0,0
SSC21757,43,953,470,180,1092,0.7,807,2.1
SSC21758,44,1192,560,290,1291,0.9,1312,2.8
SSC21759,50,0,617,0,1792,0.4,1125,1.5
SSC21760,48,943,523,200,1189,0.7,812,1.9
SSC21761,59,0,1374,0,0,0,2749,2
SSC21762,65,0,450,0,0,0.6,437,1
SSC21763,56,1484,450,0,1374,0.5,949,2.3
SSC21764,49,1250,664,0,1375,0.7,1343,2.4
SSC21765,0,0,0,0,0,0,0,0
SSC21766,31,0,845,240,2625,1,1375,2.2
SSC21767,42,1900,752,0,2031,0.9,2139,3.4
SSC21768,38,0,537,0,949,0.9,1062,3.1
SSC21769,52,1167,550,0,1781,0.7,1541,2.1
SSC21770,61,0,399,0,0,0.5,0,2
SSC21771,33,1517,575,260,1548,0.8,1206,2.5
SSC21772,59,0,350,0,762,0.6,612,1.5
SSC21773,58,0,575,0,0,0.6,0,2
SSC21774,47,1500,447,369,1269,0.8,1257,2.9
SSC21775,46,1989,687,355,1923,0.8,1603,2.5
SSC21776,45,1447,589,0,966,0.7,966,2.1
SSC21777,46,0,1124,0,0,0,0,0
SSC21778,32,1950,830,396,2095,0.7,2017,2.9
SSC21779,53,1461,565,0,1062,0.7,966,2
SSC21780,43,1387,654,215,1787,0.8,1368,2.4
SSC21781,44,2200,760,428,2353,0.8,2030,2.8
SSC21782,23,0,525,0,1312,0,1124,1
SSC21783,37,1733,678,310,1862,0.8,1655,2.9
SSC21784,43,2000,617,0,1375,0.9,1281,2.5
SSC21785,45,780,476,0,1375,0.8,1083,1.9
SSC21786,32,1658,568,320,1984,0.8,1714,2.8
SSC21787,48,0,450,0,0,0,1624,3
SSC21788,62,1183,362,0,900,0.6,833,2.2
SSC21789,46,2167,857,385,2398,0.7,2068,2.6
SSC21790,35,0,1124,0,2124,0.6,2124,2
SSC21791,43,2000,727,400,2036,0.8,1707,2.7
SSC21792,39,1528,641,0,1562,0.7,1562,2.9
SSC21793,43,1517,655,285,1875,0.7,1666,2.6
SSC21794,43,3000,687,0,0,0,1249,1
SSC21795,32,1214,557,240,1303,0.8,1055,2.4
SSC21796,48,1192,725,0,2250,0.7,1437,2.6
SSC21797,43,1153,687,0,1687,0.8,1166,2.3
SSC21798,50,1835,516,205,1375,0.8,1235,2.8
SSC21799,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0
SSC21801,47,1517,570,200,1517,0.8,1375,2.8
SSC21802,42,1950,627,0,1624,0.9,1031,2.6
SSC21803,41,2000,588,0,1375,0.8,1292,2.2
SSC21804,41,2000,646,420,1937,0.8,1643,2.7
SSC21805,62,867,416,0,749,0.5,725,2.1
SSC21806,43,1265,687,138,1833,1,1375,2.6
SSC21807,49,1625,604,75,1208,0.7,1083,2.4
SSC21808,44,1083,533,150,1224,0.8,976,2.3
SSC21809,47,0,412,0,1083,0.5,1041,2.2
SSC21810,44,1018,536,170,1260,0.9,1028,2.4
SSC21811,29,1733,540,165,1625,0.9,1562,3.3
SSC21812,47,1560,583,305,1430,0.7,1338,2.7
SSC21813,51,1733,661,0,1125,0.6,1125,2
SSC21814,54,1409,680,115,1625,0.7,1271,2.2
SSC21815,39,1950,609,381,1732,0.8,1572,2.8
SSC21816,53,829,752,0,2062,0.7,1437,2.1
SSC21817,47,1142,717,0,1812,0.8,1542,2.4
SSC21818,51,1300,612,63,1541,0.7,1281,2.3
SSC21819,35,0,389,0,762,0.5,725,2.2
SSC21820,51,1105,489,190,1125,0.8,851,2.3
SSC21821,52,1083,476,110,1333,0.8,971,2.1
SSC21822,45,1300,604,185,1350,0.8,1174,2.9
SSC21823,44,2167,702,110,1791,0.9,1781,3
SSC21824,59,0,512,200,1187,0.6,900,2.3
SSC21825,52,0,749,0,0,0,0,2
SSC21826,42,867,417,0,1062,0.7,849,2.5
SSC21827,33,0,833,25,1625,1,1625,2.6
SSC21828,51,759,497,100,1083,0.7,909,2.2
SSC21829,45,1300,524,0,1437,0.8,1312,2.4
SSC21830,38,1733,697,150,1625,0.8,1424,3.1
SSC21831,0,0,0,0,0,0,0,0
SSC21832,40,1500,675,0,1541,0.8,1437,2.9
SSC21833,51,650,577,110,1359,0.7,936,2.1
SSC21834,60,0,550,95,0,0.8,933,1
SSC21835,55,1885,584,216,1041,0.7,1100,2
SSC21836,46,1419,599,0,1562,0.8,1187,2.8
SSC21837,36,2000,780,346,2194,1,1641,2.4
SSC21838,48,758,497,150,1165,0.8,911,2.2
SSC21839,57,1444,493,0,1542,0.8,1303,2.2
SSC21840,49,1437,618,0,1625,0.7,1031,2.4
SSC21841,43,1600,632,0,1300,0.7,1125,2
SSC21842,48,0,350,0,1074,0.5,1074,2
SSC21843,41,1140,507,55,1291,0.9,1031,2.9
SSC21844,44,1300,425,0,1375,0.6,899,2.5
SSC21845,50,1400,512,200,1318,0.8,1073,2.5
SSC21846,61,1281,450,0,1062,0.6,966,2
SSC21847,40,1717,683,168,1952,0.8,1678,2.8
SSC21848,50,1781,619,100,1333,0.6,1083,2.3
SSC21849,46,1200,706,0,2125,0.9,1875,3.1
SSC21850,48,1584,762,0,2150,0.6,1562,2.5
SSC21851,50,1300,506,200,1220,0.7,902,2.2
SSC21852,39,0,545,0,1375,0.8,1125,3.3
SSC21853,54,672,484,155,1266,0.7,1071,2.4
SSC21854,51,1474,1125,0,2250,0.4,1687,1.4
SSC21855,50,1300,569,228,1364,0.7,956,2.1
SSC21856,41,2074,537,190,1208,0.9,1125,2.7
SSC21857,50,0,899,0,2166,1,2083,2
SSC21858,37,1509,622,100,1437,0.7,1312,2.6
SSC21859,60,0,383,0,849,0.6,687,1.7
SSC21860,49,2247,850,0,2124,0.7,1812,2.4
SSC21861,44,0,525,0,1374,0,1374,3
SSC21862,45,1018,466,150,1031,0.7,979,2.2
SSC21863,36,1419,688,145,1769,0.9,1547,2.8
SSC21864,0,0,0,0,0,0,0,0
SSC21865,43,1452,572,240,1762,0.8,1531,2.9
SSC21866,42,1850,671,270,1724,0.8,1537,2.8
SSC21867,44,2113,696,250,1958,0.8,1804,2.8
SSC21868,47,1088,554,125,1458,0.8,1149,2.2
SSC21869,36,0,725,0,1375,0.9,1374,2.8
SSC21870,40,867,824,0,1625,0.7,1375,2.3
SSC21871,48,0,362,0,0,0,575,1.5
SSC21872,50,700,388,125,833,0.7,767,2.3
SSC21873,38,1300,641,140,1468,0.8,1312,3.6
SSC21874,34,1950,850,163,1775,0.7,1292,2.4
SSC21875,34,1296,669,140,1625,0.7,1625,2.7
SSC21876,41,1500,662,0,2083,0.8,1292,1.9
SSC21877,47,1541,496,150,1125,0.7,1011,2.3
SSC21878,43,0,774,0,2624,0.5,1124,2.5
SSC21879,43,0,949,0,3249,0.8,1437,2.6
SSC21880,50,1517,608,190,1762,0.7,1387,2.3
SSC21881,35,1594,606,325,1579,0.9,1456,2.9
SSC21882,44,2000,727,346,2159,0.8,1968,3.3
SSC21883,41,2000,674,360,2146,0.8,2172,3.4
SSC21884,33,1733,640,369,1800,0.9,1801,3.5
SSC21885,40,0,687,0,0,0.3,725,1.5
SSC21886,45,907,546,160,1296,0.7,1003,2.3
SSC21887,51,867,638,140,1422,0.7,1034,2
SSC21888,44,0,430,140,1083,0.8,949,3
SSC21889,46,0,762,0,1812,1,1625,3.3
SSC21890,55,860,450,60,749,0.6,612,2
SSC21891,49,1509,610,160,1542,0.7,1300,2.9
SSC21892,53,1134,480,0,1125,0.6,1083,1.9
SSC21893,24,0,0,0,0,0,0,0
SSC21894,59,0,537,0,1375,0.4,899,1.5
SSC21895,50,1829,657,260,1593,0.7,1437,2.6
SSC21896,47,1733,672,171,1857,1,1424,2.6
SSC21897,58,1300,522,180,1312,0.7,979,1.9
SSC21898,50,0,634,0,1208,0.6,1083,1.6
SSC21899,48,1517,572,200,1405,0.8,1212,2.5
SSC21900,47,1181,586,0,1375,0.8,1303,2.5
SSC21901,0,0,0,0,0,0,0,0
SSC21902,60,927,495,193,1109,0.7,956,1.8
SSC21903,41,1214,675,0,1787,0.8,1520,2.9
SSC21904,44,0,762,0,1958,0.7,1833,2.8
SSC21905,37,1613,862,260,2382,0.8,2057,2.8
SSC21906,30,0,850,0,1875,0,1937,0
SSC21907,34,534,519,0,1375,0.7,1031,2.9
SSC21908,31,0,725,0,1625,1.1,1624,3
SSC21909,39,1842,726,385,2028,0.8,1810,2.9
SSC21910,42,1127,499,180,1282,0.8,975,2.3
SSC21911,55,857,474,100,1406,0.7,814,2.2
SSC21912,53,1846,450,0,1375,0.6,974,2.3
SSC21913,43,1269,502,270,1163,0.8,899,2.1
SSC21914,44,1083,575,0,1375,0.7,1125,2.5
SSC21915,48,1896,733,277,1899,0.8,1550,2.4
SSC21916,54,1355,589,250,1375,0.7,1187,2.2
SSC21917,37,1500,632,260,1855,0.8,1430,2.4
SSC21918,57,1300,493,300,1093,0.7,937,2.3
SSC21919,53,1290,643,170,1625,0.6,1312,2.3
SSC21920,46,1279,468,200,1152,0.8,1015,2.5
SSC21921,46,1300,480,150,1149,0.8,892,2.4
SSC21922,37,2200,974,415,2542,0.9,2162,2.6
SSC21923,38,1127,565,180,1488,0.9,1298,2.5
SSC21924,51,1127,494,215,1111,0.7,863,2.2
SSC21925,45,1200,407,290,820,0.8,771,2.4
SSC21926,40,1918,794,300,2265,0.8,1674,2.5
SSC21927,48,854,567,150,1309,0.7,1022,2.2
SSC21928,40,1614,699,188,1808,0.8,1533,2.9
SSC21929,51,1300,491,170,1308,0.8,1073,2.4
SSC21930,39,2000,775,376,2198,0.8,1764,2.6
SSC21931,42,1733,661,191,1487,0.8,1375,2.8
SSC21932,50,1179,568,250,1550,0.7,1292,2.8
SSC21933,17,0,1312,0,0,1.2,0,0
SSC21934,44,0,425,0,725,0.8,725,1.6
SSC21935,44,1644,675,0,2022,0.8,1958,2.8
SSC21936,59,0,725,0,1416,0.6,1416,2
SSC21937,55,780,754,0,1749,0.5,1312,1.9
SSC21938,39,0,762,0,0,0,1625,4
SSC21939,35,1810,828,0,2250,0.7,1625,2.5
SSC21940,34,1500,483,300,1210,1,1108,2.7
SSC21941,39,1600,496,321,1352,0.9,1212,2.8
SSC21942,53,806,452,195,880,0.8,820,1.8
SSC21943,46,1157,545,184,1625,0.7,1307,2.5
SSC21944,48,1450,1156,0,2750,0.6,2750,2
SSC21945,50,1366,754,68,1375,0.5,982,2.3
SSC21946,49,0,440,0,725,0.7,849,1.4
SSC21947,48,1300,612,0,1812,0.6,1031,1.9
SSC21948,39,1083,426,210,897,0.8,728,2.2
SSC21949,27,0,374,0,1125,1,1125,5
SSC21950,43,1387,678,185,1906,0.8,1291,2.7
SSC21951,39,1170,576,245,1274,0.8,1053,2.2
SSC21952,58,1550,474,0,2249,0.7,1374,2.2
SSC21953,42,1450,509,277,1379,0.8,1060,2.3
SSC21954,28,2100,586,385,1943,1.1,1236,2.1
SSC21955,44,1300,690,260,1388,0.7,1118,2
SSC21956,49,1482,643,170,1674,0.8,1266,2.3
SSC21957,40,2167,842,450,2459,0.8,2283,3
SSC21958,41,1300,491,240,1133,0.7,944,2.5
SSC21959,36,2167,879,410,2417,1,1868,2.4
SSC21960,46,1625,670,0,1325,0.7,1300,2.4
SSC21961,52,1300,695,0,2250,0.8,1999,3.1
SSC21962,28,1842,484,346,1389,1,1140,2.3
SSC21963,49,867,448,150,1125,0.8,890,2.2
SSC21964,58,0,524,0,1074,0,1125,2
SSC21965,48,0,449,0,0,0.5,1124,2
SSC21966,44,1733,466,210,1437,0.8,949,1.6
SSC21967,46,0,487,0,1156,0.7,900,2.4
SSC21968,53,1100,1089,0,1875,0.7,1458,2.4
SSC21969,35,1242,789,0,1625,0.8,1333,2.4
SSC21970,28,1369,725,80,1812,0.8,1687,2.8
SSC21971,36,500,442,0,949,0.8,780,2.6
SSC21972,47,1083,514,180,1260,0.7,953,2.3
SSC21973,38,1950,663,350,1887,0.9,1510,2.6
SSC21974,53,1317,545,150,1237,0.8,1102,2.3
SSC21975,0,0,0,0,0,0,0,0
SSC21976,34,500,724,0,1125,0.8,1437,2.1
SSC21977,38,544,619,120,1770,0.8,1125,3
SSC21978,43,0,224,0,0,0,0,0
SSC21979,42,2084,731,0,1916,0.8,1833,3.2
SSC21980,47,964,513,150,1358,0.8,1042,2.3
SSC21981,49,650,425,160,900,0.7,761,2.2
SSC21982,34,0,675,0,1999,0.5,3250,2
SSC21983,66,0,949,0,0,0.6,0,2
SSC21984,41,1517,586,240,1493,0.8,1404,2.9
SSC21985,35,0,687,0,1624,0,1375,3
SSC21986,35,1900,755,350,2023,0.9,1670,2.6
SSC21987,37,2167,774,338,2285,0.9,2260,3.5
SSC21988,37,2000,658,371,1960,0.9,1571,2.6
SSC21989,34,2000,602,380,1742,0.9,1490,2.7
SSC21990,40,2000,596,371,1736,0.9,1476,2.7
SSC21991,39,0,575,0,1812,0,1812,0
SSC21992,0,0,0,0,0,0,0,0
SSC21993,42,1733,682,340,1782,0.7,1432,2.5
SSC21994,30,1900,855,361,1961,0.8,1866,2.9
SSC21995,44,1733,547,250,1218,0.8,1218,2.9
SSC21996,55,1030,537,0,1625,0.7,762,1.7
SSC21997,44,1800,732,350,1878,0.8,1518,2.5
SSC21998,45,1250,604,0,1687,0.9,1625,2.4
SSC21999,48,960,497,180,1148,0.8,955,2
SSC22000,62,0,349,0,0,0,0,1
SSC22001,47,1517,416,168,1208,0.6,924,1.8
SSC22002,52,903,444,158,955,0.7,718,2.1
SSC22003,46,2000,665,0,1699,0.7,1525,2.6
SSC22004,35,2167,762,360,2194,1,1599,2.6
SSC22005,49,1517,634,166,1536,0.7,1365,2.6
SSC22006,44,2052,889,0,2208,0.7,2083,2.8
SSC22007,44,1044,553,200,1524,0.8,1221,2.7
SSC22008,52,800,513,130,1268,0.7,878,2.1
SSC22009,46,1625,535,170,1271,0.8,982,2.3
SSC22010,41,1591,733,260,1778,0.8,1530,2.7
SSC22011,51,2500,624,0,2083,0.5,2062,2.8
SSC22012,50,0,1125,0,2750,0.8,1875,2.4
SSC22013,30,0,724,0,1249,0.6,949,2.1
SSC22014,65,0,574,0,0,2,900,1.6
SSC22015,32,1700,660,320,1537,0.8,1374,2.8
SSC22016,48,1733,608,298,1649,0.9,1525,2.7
SSC22017,43,2000,713,280,2181,0.8,2037,3.1
SSC22018,37,0,680,0,1406,1.1,1325,2.5
