SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC21573,91,119,87,65,62,48,21,62,13,570
SSC21574,55,64,68,49,31,40,7,58,3,372
SSC21575,61,83,66,49,33,20,23,65,3,409
SSC21576,1036,1993,236,345,571,459,49,116,67,4873
SSC21577,1879,3985,677,855,1339,971,158,403,172,10448
SSC21578,0,3,0,0,0,0,0,0,0,0
SSC21579,38,24,8,15,5,3,16,21,0,129
SSC21580,52,107,38,31,45,21,9,20,0,328
SSC21581,16,27,16,15,17,7,4,8,0,106
SSC21582,16,8,6,8,8,4,10,18,0,87
SSC21583,199,374,163,139,164,143,43,96,20,1332
SSC21584,11,9,5,0,7,0,3,3,0,40
SSC21585,18,3,0,3,4,0,3,0,0,29
SSC21586,0,0,0,0,3,0,0,0,0,6
SSC21587,0,0,0,0,0,0,0,0,0,0
SSC21588,338,332,401,267,232,253,111,256,41,2227
SSC21589,0,0,0,0,0,0,0,4,0,3
SSC21590,21,13,15,7,10,5,0,3,3,69
SSC21591,35,7,16,12,8,0,5,6,0,84
SSC21592,18,12,21,9,9,4,6,20,0,101
SSC21593,983,1770,639,718,945,722,279,493,118,6665
SSC21594,18,12,10,3,5,3,3,3,0,47
SSC21595,33,21,14,18,5,10,3,8,4,114
SSC21596,0,0,0,0,0,0,0,0,0,0
SSC21597,54,64,15,24,22,17,8,21,7,227
SSC21598,27,3,9,4,3,3,3,3,0,57
SSC21599,0,0,0,0,0,0,0,0,0,6
SSC21600,10,0,0,0,0,0,0,0,0,15
SSC21601,85,99,123,75,89,54,64,81,8,673
SSC21602,17,8,0,0,0,0,6,7,0,43
SSC21603,12,3,0,3,0,0,0,5,0,28
SSC21604,66,150,121,134,111,81,47,88,9,806
SSC21605,0,0,0,0,0,0,0,0,0,0
SSC21606,19,3,4,10,3,0,5,9,0,50
SSC21607,266,301,437,364,248,310,165,454,48,2586
SSC21608,45,45,67,22,40,27,21,20,6,296
SSC21609,34,22,21,24,15,27,3,23,0,168
SSC21610,8,5,3,0,3,0,0,6,0,22
SSC21611,3,0,0,0,0,0,0,4,0,4
SSC21612,0,0,0,0,0,0,0,0,0,3
SSC21613,17,21,24,15,7,3,11,8,3,103
SSC21614,149,232,223,117,117,162,36,115,18,1171
SSC21615,3,0,0,0,0,0,0,4,0,10
SSC21616,24,12,14,4,16,7,4,0,3,81
SSC21617,32,47,35,29,23,24,8,29,3,239
SSC21618,546,971,229,257,369,261,50,143,51,2888
SSC21619,0,3,3,8,0,0,0,7,0,25
SSC21620,6,7,12,5,3,3,5,10,0,41
SSC21621,25,3,5,3,3,0,4,3,0,56
SSC21622,36,3,0,0,0,0,3,3,0,48
SSC21623,18,5,8,3,4,3,0,5,0,45
SSC21624,273,456,646,600,500,480,618,625,110,4308
SSC21625,4,0,0,0,0,0,0,0,0,6
SSC21626,71,37,57,25,27,40,22,39,4,333
SSC21627,0,0,0,0,0,0,0,3,0,9
SSC21628,16,6,3,0,4,4,3,3,0,37
SSC21629,2955,7488,1890,2773,2282,1811,252,1560,390,21388
SSC21630,10,3,4,4,4,3,3,4,0,30
SSC21631,196,259,451,364,421,281,424,398,54,2847
SSC21632,315,427,676,558,637,391,626,538,93,4268
SSC21633,659,879,1196,983,1163,833,961,808,163,7648
SSC21634,11,8,0,0,0,0,0,7,0,25
SSC21635,0,0,0,0,0,0,0,0,0,4
SSC21636,3,0,3,0,0,0,3,0,0,12
SSC21637,1081,1882,764,636,985,658,184,317,107,6605
SSC21638,74,116,93,62,63,46,14,33,8,500
SSC21639,6,0,0,0,3,0,0,0,0,17
SSC21640,20,4,0,3,0,0,0,5,0,35
SSC21641,20,3,3,0,8,0,3,3,0,40
SSC21642,131,116,144,141,111,105,102,141,13,1003
SSC21643,37,25,32,12,32,19,18,30,7,214
SSC21644,12,8,17,12,8,11,13,12,0,98
SSC21645,80,44,46,34,36,19,40,43,12,350
SSC21646,26,0,0,0,0,0,0,3,0,36
SSC21647,24,15,10,12,10,8,9,18,3,115
SSC21648,861,1407,1211,971,1224,795,619,679,126,7889
SSC21649,12,12,20,12,12,6,8,4,0,90
SSC21650,3,3,3,3,6,0,0,0,0,22
SSC21651,23,15,14,4,8,0,0,3,0,73
SSC21652,15,16,3,3,7,0,0,7,0,46
SSC21653,42,53,25,16,17,20,3,20,11,215
SSC21654,58,26,43,36,18,21,22,62,3,299
SSC21655,0,0,0,0,0,0,0,0,0,0
SSC21656,52,55,23,16,21,13,6,19,3,201
SSC21657,25,26,38,14,26,14,15,15,9,174
SSC21658,21,0,3,0,0,0,3,3,0,31
SSC21659,22,15,15,3,0,0,3,14,0,73
SSC21660,17,9,12,7,9,3,3,14,0,73
SSC21661,0,9,4,0,0,0,0,5,0,17
SSC21662,83,106,83,60,70,48,14,56,6,525
SSC21663,5,14,9,5,7,7,7,11,0,62
SSC21664,191,237,294,157,258,155,150,168,25,1638
SSC21665,9,0,0,0,0,0,0,0,0,13
SSC21666,511,862,89,114,258,131,22,47,28,2065
SSC21667,30,6,3,4,3,0,0,7,0,49
SSC21668,13,11,12,5,3,4,7,6,3,70
SSC21669,6,4,0,0,0,0,0,0,0,13
SSC21670,66,54,44,32,38,18,14,27,5,297
SSC21671,1490,2353,1721,1636,1493,1585,814,1769,227,13090
SSC21672,1400,2507,2223,1615,2285,1735,1153,1437,239,14594
SSC21673,17,12,16,6,3,9,4,14,3,77
SSC21674,41,64,132,99,66,50,60,115,14,634
SSC21675,16,7,0,0,0,0,0,3,0,23
SSC21676,4,0,6,3,3,3,5,3,0,29
SSC21677,3,0,0,3,0,0,0,0,0,6
SSC21678,11,3,0,0,4,0,0,7,0,28
SSC21679,7,0,4,0,0,0,0,3,0,23
SSC21680,162,293,268,183,200,176,113,174,25,1583
SSC21681,14,0,0,0,3,0,3,0,4,33
SSC21682,21,6,0,0,4,0,3,6,0,47
SSC21683,23,5,7,0,4,0,4,5,0,46
SSC21684,12,5,4,0,4,0,0,3,0,26
SSC21685,10,3,0,0,4,0,0,4,0,21
SSC21686,0,0,0,3,0,3,0,0,0,4
SSC21687,46,12,15,23,16,5,16,29,5,172
SSC21688,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0
SSC21690,10,0,0,0,0,0,6,0,0,19
SSC21691,45,20,16,10,18,15,12,12,3,136
SSC21692,130,156,155,101,91,74,65,97,14,873
SSC21693,6,3,0,0,0,0,0,0,0,15
SSC21694,1060,2682,888,808,1180,718,256,503,106,8196
SSC21695,28,45,73,49,58,41,46,65,8,406
SSC21696,7,3,0,0,5,0,0,9,0,32
SSC21697,19,3,4,0,8,0,9,9,0,47
SSC21698,17,7,3,3,3,0,3,4,3,44
SSC21699,31,10,4,8,4,0,0,10,0,71
SSC21700,4,0,0,3,0,0,0,0,0,6
SSC21701,10,0,0,4,0,0,0,0,0,14
SSC21702,30,10,10,5,5,0,11,9,0,80
SSC21703,37,14,34,11,19,17,4,17,0,149
SSC21704,195,338,555,435,347,354,216,467,74,2982
SSC21705,34,51,54,21,38,24,10,36,3,266
SSC21706,7,16,8,3,3,3,3,0,0,45
SSC21707,7,0,0,0,0,0,0,0,0,11
SSC21708,0,0,0,0,0,0,3,0,0,6
SSC21709,15,4,0,0,0,0,0,6,0,42
SSC21710,7,3,3,4,3,0,0,8,0,22
SSC21711,7,3,0,0,0,0,0,3,0,16
SSC21712,11,4,3,6,3,0,0,3,0,32
SSC21713,7,0,0,0,0,0,0,0,0,14
SSC21714,18,15,8,3,5,0,3,11,3,59
SSC21715,261,274,339,203,203,148,98,178,30,1737
SSC21716,10,12,24,5,9,9,7,15,5,106
SSC21717,0,9,0,0,5,0,4,7,0,22
SSC21718,0,0,0,0,0,0,0,0,0,0
SSC21719,16,0,3,7,4,0,3,5,0,37
SSC21720,447,986,142,214,313,188,44,81,27,2441
SSC21721,404,984,181,225,358,234,53,105,36,2581
SSC21722,13,3,0,0,0,0,4,3,0,23
SSC21723,641,1328,658,515,712,355,108,214,63,4593
SSC21724,396,642,655,346,499,308,149,300,62,3360
SSC21725,57,67,125,61,66,54,40,77,17,566
SSC21726,4,0,3,0,0,3,0,4,0,12
SSC21727,12,0,0,0,0,0,0,3,0,17
SSC21728,23,9,4,5,5,3,3,12,0,65
SSC21729,6,3,3,0,0,0,0,3,0,14
SSC21730,1321,2505,683,675,1119,672,182,335,105,7599
SSC21731,6,4,18,6,3,4,0,3,0,42
SSC21732,6,12,12,7,5,3,3,9,0,52
SSC21733,3,0,0,3,0,0,0,0,0,6
SSC21734,408,732,371,277,446,272,90,166,55,2817
SSC21735,0,0,0,0,0,0,0,0,0,0
SSC21736,12,0,9,0,6,0,3,7,0,33
SSC21737,25,11,3,7,0,3,0,0,0,51
SSC21738,10,4,0,0,0,0,0,0,0,22
SSC21739,3,0,0,3,0,3,0,0,0,13
SSC21740,0,0,0,0,0,0,0,0,0,3
SSC21741,14,3,3,3,13,0,3,10,0,54
SSC21742,124,101,96,42,79,49,14,67,14,591
SSC21743,1267,1910,2053,1304,1646,1154,597,1033,164,11134
SSC21744,306,411,456,393,390,359,263,544,59,3174
SSC21745,20,5,6,5,3,0,6,11,0,63
SSC21746,16,3,0,3,3,4,0,8,4,32
SSC21747,20,21,15,6,13,15,3,8,0,90
SSC21748,676,1213,505,422,599,389,131,197,57,4189
SSC21749,5,3,3,0,3,0,0,0,0,16
SSC21750,58,96,81,38,60,38,23,30,0,424
SSC21751,1328,2043,1668,1285,1324,1118,393,874,148,10171
SSC21752,0,0,0,0,0,0,0,0,0,0
SSC21753,14,9,11,5,6,0,4,9,0,56
SSC21754,0,0,0,0,0,0,0,0,0,4
SSC21755,109,54,78,58,49,42,33,77,14,515
SSC21756,3,0,0,0,0,0,0,0,0,3
SSC21757,351,515,714,565,587,543,414,672,86,4447
SSC21758,16,6,12,6,7,4,5,14,0,71
SSC21759,7,0,0,0,0,0,0,3,0,13
SSC21760,22,54,47,47,35,30,15,57,3,303
SSC21761,3,3,0,0,0,0,0,0,0,9
SSC21762,3,0,0,0,0,0,0,0,0,4
SSC21763,3,0,7,0,4,0,0,0,0,13
SSC21764,3,3,0,3,3,3,0,0,0,20
SSC21765,0,0,0,0,0,0,0,0,0,0
SSC21766,19,19,14,29,5,7,8,16,0,125
SSC21767,15,14,12,8,16,7,4,6,3,81
SSC21768,22,3,0,3,0,0,0,3,0,34
SSC21769,4,3,9,3,6,4,8,3,0,39
SSC21770,0,0,0,0,0,0,0,0,0,5
SSC21771,151,362,165,199,201,160,71,156,11,1473
SSC21772,7,0,0,0,0,0,0,0,0,9
SSC21773,0,0,0,0,0,0,0,0,0,5
SSC21774,27,13,45,13,20,18,22,30,3,188
SSC21775,84,203,88,70,49,52,11,46,10,614
SSC21776,9,3,3,4,4,3,3,3,6,39
SSC21777,0,0,0,0,0,0,0,0,0,3
SSC21778,113,199,145,116,85,98,34,63,4,860
SSC21779,17,6,7,3,0,0,5,0,0,47
SSC21780,28,49,49,27,42,30,18,35,0,285
SSC21781,1682,2348,911,750,1077,879,142,377,119,8290
SSC21782,4,0,4,4,0,0,0,0,0,15
SSC21783,604,826,997,605,679,466,305,447,92,5023
SSC21784,8,14,5,0,8,0,5,5,3,47
SSC21785,8,3,3,3,6,0,3,3,0,30
SSC21786,167,349,180,184,197,160,54,111,34,1432
SSC21787,3,0,3,0,0,0,0,0,0,10
SSC21788,0,0,0,0,0,3,0,0,0,4
SSC21789,137,211,70,62,67,46,13,34,17,647
SSC21790,3,0,0,0,0,0,0,0,0,5
SSC21791,1406,2017,1275,938,1097,959,200,569,120,8583
SSC21792,21,4,7,0,3,0,0,3,0,44
SSC21793,38,15,27,11,11,11,8,15,3,135
SSC21794,4,3,0,0,0,0,0,0,0,6
SSC21795,85,199,157,164,111,111,43,94,28,989
SSC21796,11,11,0,0,0,0,0,0,0,21
SSC21797,13,0,0,0,0,3,0,6,0,23
SSC21798,22,15,22,6,24,17,8,20,8,134
SSC21799,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0
SSC21801,21,28,15,10,16,14,8,15,0,126
SSC21802,8,11,5,7,3,0,0,6,0,50
SSC21803,10,7,8,4,3,7,0,4,0,44
SSC21804,2263,4992,1441,1250,2154,1481,433,921,267,15200
SSC21805,0,3,0,0,4,0,0,4,0,11
SSC21806,11,3,3,0,5,5,5,6,0,40
SSC21807,25,3,3,0,4,3,0,3,0,51
SSC21808,53,36,29,23,16,10,15,22,0,203
SSC21809,3,0,3,0,0,0,3,3,0,17
SSC21810,37,22,24,31,13,18,6,13,5,159
SSC21811,24,5,7,7,7,8,3,24,0,94
SSC21812,35,35,36,13,17,12,13,28,8,191
SSC21813,0,3,7,0,4,4,0,0,0,21
SSC21814,35,23,14,8,7,4,10,7,3,114
SSC21815,1155,2187,1086,713,1412,935,470,698,151,8813
SSC21816,26,9,4,6,3,3,10,6,0,71
SSC21817,12,11,19,11,5,3,4,8,3,76
SSC21818,22,8,8,10,4,5,6,10,0,67
SSC21819,4,0,0,4,0,0,0,3,0,11
SSC21820,49,52,47,32,30,26,21,44,8,307
SSC21821,12,10,5,9,3,3,0,3,0,50
SSC21822,34,6,13,5,9,6,8,12,4,101
SSC21823,13,11,5,8,9,5,8,11,0,67
SSC21824,10,5,0,6,3,0,4,3,0,32
SSC21825,8,3,0,0,0,0,0,0,0,8
SSC21826,3,0,3,3,0,0,0,4,0,19
SSC21827,18,6,0,3,6,0,4,0,0,35
SSC21828,28,9,8,9,9,4,6,18,0,89
SSC21829,3,0,0,0,0,0,3,4,0,13
SSC21830,5,10,10,4,11,11,6,11,0,72
SSC21831,0,0,0,0,0,0,0,0,0,3
SSC21832,15,6,13,8,5,3,0,4,0,68
SSC21833,46,19,6,9,7,3,20,19,0,129
SSC21834,0,0,0,0,0,0,0,0,0,4
SSC21835,18,9,4,5,9,3,0,5,0,54
SSC21836,22,7,3,0,5,0,0,3,0,46
SSC21837,816,1760,502,449,706,505,143,290,78,5255
SSC21838,80,49,33,46,32,19,27,48,10,357
SSC21839,15,14,7,5,5,3,3,11,0,63
SSC21840,13,7,11,5,4,9,5,4,3,66
SSC21841,15,3,3,0,4,4,3,4,0,32
SSC21842,3,0,0,0,0,0,0,0,0,3
SSC21843,26,3,3,0,5,3,7,9,0,56
SSC21844,5,3,3,0,4,4,3,3,4,27
SSC21845,26,40,52,13,30,25,20,27,4,227
SSC21846,9,0,3,0,0,0,0,0,0,20
SSC21847,34,34,46,21,33,12,28,18,7,225
SSC21848,24,8,9,8,8,0,7,13,0,84
SSC21849,3,8,3,0,0,0,3,3,0,30
SSC21850,19,5,9,3,7,7,0,5,4,60
SSC21851,136,161,203,166,120,144,144,191,22,1283
SSC21852,7,3,0,3,0,0,3,0,3,20
SSC21853,7,7,14,8,10,3,4,12,0,69
SSC21854,0,3,0,0,0,0,0,9,0,12
SSC21855,143,95,142,79,78,60,50,136,10,800
SSC21856,7,6,3,11,3,4,4,14,0,44
SSC21857,7,5,0,0,3,3,0,0,0,15
SSC21858,73,14,11,12,12,3,12,22,0,162
SSC21859,8,0,0,0,0,0,0,3,0,10
SSC21860,7,7,0,0,3,5,0,5,0,22
SSC21861,3,0,0,0,0,0,0,4,0,6
SSC21862,17,4,0,5,0,4,4,20,0,47
SSC21863,70,18,20,17,14,13,19,39,0,213
SSC21864,0,0,0,0,0,0,0,0,0,0
SSC21865,40,54,53,22,45,25,17,26,0,278
SSC21866,88,49,114,49,72,61,57,58,13,557
SSC21867,67,51,74,31,48,29,26,44,6,381
SSC21868,13,8,21,9,8,9,5,21,3,106
SSC21869,10,0,0,0,0,0,0,0,0,18
SSC21870,24,7,0,0,6,0,0,0,0,44
SSC21871,11,0,0,0,0,0,0,0,0,13
SSC21872,21,0,5,3,5,3,0,3,0,38
SSC21873,23,10,7,8,3,3,3,4,0,60
SSC21874,24,5,3,3,0,3,3,11,4,60
SSC21875,14,6,8,3,3,5,6,3,0,54
SSC21876,18,8,3,3,0,0,0,7,0,36
SSC21877,27,21,15,7,11,3,8,13,3,104
SSC21878,12,3,3,0,0,0,0,3,0,24
SSC21879,18,3,0,0,0,0,0,0,0,18
SSC21880,27,39,24,25,13,6,19,18,12,183
SSC21881,1109,1714,2167,1318,1882,1439,1242,1503,236,12615
SSC21882,41,29,39,16,28,17,8,22,3,203
SSC21883,588,672,623,320,667,479,212,293,66,3917
SSC21884,1548,2146,2321,1539,2242,1652,1232,1478,253,14413
SSC21885,3,0,0,0,0,0,0,4,0,12
SSC21886,128,118,97,77,90,77,59,140,16,804
SSC21887,45,42,38,34,19,14,17,33,5,236
SSC21888,24,3,4,3,0,0,0,4,0,39
SSC21889,16,0,3,3,0,3,3,0,0,29
SSC21890,10,3,0,8,4,0,0,3,0,32
SSC21891,20,26,24,16,10,3,11,8,3,123
SSC21892,8,0,0,4,0,0,0,6,0,20
SSC21893,3,0,0,0,0,0,0,0,0,4
SSC21894,9,0,3,0,0,0,0,4,0,16
SSC21895,25,10,19,11,15,0,5,11,8,104
SSC21896,24,16,19,5,15,5,5,8,0,101
SSC21897,17,3,8,9,10,6,3,3,6,61
SSC21898,9,0,3,0,0,0,0,3,0,18
SSC21899,99,109,83,47,52,38,48,66,8,543
SSC21900,14,21,23,10,16,7,15,20,3,123
SSC21901,0,0,0,0,0,0,0,0,0,0
SSC21902,17,17,0,7,11,3,8,13,3,73
SSC21903,27,17,20,10,15,11,4,14,0,120
SSC21904,17,3,0,0,0,0,0,0,0,25
SSC21905,58,152,87,57,74,34,13,38,7,509
SSC21906,3,0,0,0,0,0,0,3,0,12
SSC21907,33,5,3,0,4,0,0,3,0,58
SSC21908,13,4,0,0,3,0,0,8,0,33
SSC21909,201,238,156,141,170,90,58,57,8,1120
SSC21910,178,328,528,350,348,296,201,307,54,2598
SSC21911,22,11,3,6,9,12,4,15,4,79
SSC21912,12,13,4,3,0,0,0,3,0,32
SSC21913,127,246,335,291,199,212,136,315,19,1879
SSC21914,11,8,3,0,3,0,0,9,0,33
SSC21915,53,62,29,22,28,9,10,17,3,236
SSC21916,29,49,36,16,19,25,4,16,5,196
SSC21917,100,291,92,80,99,75,35,71,7,853
SSC21918,19,36,47,36,29,32,15,33,3,242
SSC21919,30,13,4,0,5,0,7,3,0,62
SSC21920,14,7,13,12,5,0,9,6,0,60
SSC21921,28,23,22,19,11,10,13,21,7,151
SSC21922,1274,2206,676,559,935,504,239,315,112,6832
SSC21923,51,27,30,14,22,11,23,26,9,218
SSC21924,38,49,48,44,26,23,16,42,0,291
SSC21925,0,10,5,9,5,3,4,11,0,44
SSC21926,789,1613,467,577,588,429,120,254,65,4909
SSC21927,206,114,120,87,97,62,64,209,12,966
SSC21928,141,134,121,65,112,87,46,63,11,780
SSC21929,64,44,74,59,63,47,32,65,3,460
SSC21930,430,684,352,272,491,276,106,174,69,2851
SSC21931,22,19,29,19,21,14,16,31,0,162
SSC21932,45,22,21,9,14,8,9,11,0,154
SSC21933,3,0,0,0,0,0,0,0,0,6
SSC21934,0,3,0,0,0,0,0,0,0,4
SSC21935,12,14,21,12,21,8,9,8,0,101
SSC21936,3,0,0,0,0,0,0,0,0,3
SSC21937,16,8,0,0,3,0,0,4,0,32
SSC21938,7,0,0,0,0,0,0,4,0,12
SSC21939,29,3,3,8,0,0,3,12,0,50
SSC21940,819,1621,1805,1562,1435,1084,1558,2315,335,12537
SSC21941,258,446,466,299,424,310,352,424,74,3052
SSC21942,15,3,9,6,11,5,4,11,0,62
SSC21943,48,18,24,15,15,20,13,31,0,174
SSC21944,0,3,0,0,0,0,3,3,0,9
SSC21945,11,3,0,4,3,0,0,0,0,29
SSC21946,5,0,0,0,0,0,0,0,0,5
SSC21947,15,3,9,5,3,4,0,3,0,56
SSC21948,122,171,362,375,213,240,292,512,64,2339
SSC21949,6,0,0,0,0,0,0,0,0,14
SSC21950,21,7,4,3,4,3,5,10,3,61
SSC21951,138,396,213,186,186,140,100,277,29,1667
SSC21952,5,8,0,0,0,0,0,7,0,17
SSC21953,121,208,161,152,138,109,81,135,23,1133
SSC21954,841,2875,439,772,766,575,132,339,111,6856
SSC21955,9,36,28,25,16,22,16,18,0,161
SSC21956,26,26,24,8,12,13,6,13,0,137
SSC21957,270,487,195,160,189,115,29,61,21,1526
SSC21958,106,96,193,150,118,147,77,178,21,1090
SSC21959,2099,5677,1049,1242,1545,961,229,479,207,13495
SSC21960,16,4,18,18,13,3,13,17,0,97
SSC21961,6,3,0,0,0,3,3,5,0,27
SSC21962,123,477,121,114,165,125,54,94,9,1294
SSC21963,6,15,10,4,8,7,10,20,7,78
SSC21964,0,3,0,0,0,0,0,0,0,12
SSC21965,6,3,0,0,0,0,0,0,0,9
SSC21966,0,3,3,0,0,0,0,3,0,11
SSC21967,3,0,5,0,0,3,0,0,0,16
SSC21968,18,4,3,4,0,0,0,0,3,41
SSC21969,57,11,13,6,9,6,4,20,0,113
SSC21970,18,3,4,0,0,0,0,11,0,35
SSC21971,16,3,3,3,4,0,3,3,0,39
SSC21972,248,239,245,213,177,184,165,299,38,1805
SSC21973,724,1703,644,546,802,493,207,396,81,5602
SSC21974,21,23,18,14,17,10,3,5,3,114
SSC21975,0,0,0,0,0,0,0,0,0,0
SSC21976,14,3,3,0,0,0,0,0,0,20
SSC21977,10,3,0,3,0,0,0,5,0,26
SSC21978,0,0,0,0,0,0,0,0,0,3
SSC21979,10,23,11,4,13,3,3,0,3,70
SSC21980,32,26,30,27,10,18,21,31,10,204
SSC21981,31,15,23,19,16,21,16,39,0,181
SSC21982,3,0,0,0,0,0,0,0,3,9
SSC21983,0,0,0,0,0,0,0,0,0,0
SSC21984,104,48,138,66,72,56,84,88,16,685
SSC21985,3,0,0,0,0,0,0,3,0,7
SSC21986,402,806,389,308,501,291,126,247,40,3114
SSC21987,51,43,32,17,24,31,10,11,5,222
SSC21988,510,1129,427,331,544,387,121,277,54,3780
SSC21989,337,821,354,283,426,324,150,238,51,2980
SSC21990,521,1030,611,433,666,466,223,385,76,4409
SSC21991,3,3,0,3,0,0,0,0,0,7
SSC21992,0,0,0,0,0,0,0,0,0,0
SSC21993,792,1705,1057,849,790,604,220,483,104,6604
SSC21994,472,711,661,419,638,435,243,293,42,3915
SSC21995,18,4,4,0,12,0,0,0,0,42
SSC21996,3,3,0,0,0,0,3,3,3,12
SSC21997,187,233,127,98,96,58,19,56,16,875
SSC21998,14,11,6,0,3,0,6,4,0,49
SSC21999,39,14,26,27,20,6,13,29,4,187
SSC22000,0,0,0,0,0,0,0,0,0,3
SSC22001,12,3,4,6,5,3,0,7,0,49
SSC22002,93,69,95,113,75,68,59,116,10,679
SSC22003,31,5,5,0,0,3,8,10,0,65
SSC22004,643,1488,385,422,577,404,117,251,64,4352
SSC22005,55,30,32,9,22,28,23,32,0,229
SSC22006,13,30,21,14,18,10,8,3,0,125
SSC22007,31,17,16,4,11,10,7,16,4,108
SSC22008,110,64,67,56,37,35,54,65,5,491
SSC22009,18,11,11,12,13,11,19,16,0,116
SSC22010,54,54,59,34,26,18,25,26,3,299
SSC22011,15,0,4,7,6,0,0,3,0,36
SSC22012,9,5,3,0,0,0,0,3,0,24
SSC22013,12,0,0,0,0,0,0,3,0,17
SSC22014,0,0,0,0,0,0,0,0,0,0
SSC22015,1950,2739,3598,2380,2924,2338,1974,2520,326,20743
SSC22016,24,12,16,14,11,9,20,6,6,115
SSC22017,115,124,128,64,82,50,29,31,13,635
SSC22018,17,3,5,6,8,0,0,4,0,39
SSC22019,45,32,24,15,21,18,26,29,0,210
SSC22020,87,135,112,55,71,48,17,41,14,577
SSC22021,6,3,3,0,0,0,0,3,0,18
SSC22022,0,11,3,3,8,4,3,10,0,44
SSC22023,11,15,14,10,8,9,5,7,0,81
SSC22024,408,532,206,158,269,207,36,104,38,1957
SSC22025,995,1715,700,600,869,624,134,257,81,5982
SSC22026,353,1467,162,492,387,283,40,258,54,3503
SSC22027,15,10,21,5,15,3,10,9,3,85
SSC22028,7,3,3,0,0,0,0,0,0,15
SSC22029,1036,2241,1056,797,1317,736,358,565,139,8253
SSC22030,672,1421,578,456,802,485,154,274,68,4900
SSC22031,6,10,0,0,4,0,0,4,0,25
SSC22032,3,0,0,4,3,3,0,0,0,15
SSC22033,27,0,0,8,4,6,0,0,0,46
SSC22034,21,6,8,4,3,6,5,6,0,55
SSC22035,681,772,518,305,658,432,144,233,70,3819
SSC22036,13,3,0,3,0,0,0,5,0,39
SSC22037,119,176,171,168,113,115,52,116,20,1041
SSC22038,241,247,386,192,313,211,130,225,32,1986
SSC22039,17,10,12,11,5,5,3,7,0,72
SSC22040,20,8,12,18,9,4,6,11,0,89
SSC22041,4,4,0,0,3,0,4,4,0,21
SSC22042,11,0,0,0,0,0,0,0,0,19
SSC22043,24,4,3,5,3,9,0,4,0,48
SSC22044,85,39,28,19,21,16,13,24,7,259
SSC22045,27,3,14,5,8,9,3,5,0,72
SSC22046,8,9,21,11,14,9,8,6,3,92
SSC22047,8,0,0,0,0,0,0,0,0,6
SSC22048,16,0,0,3,0,0,0,3,0,25
SSC22049,15,13,3,3,0,4,0,6,0,51
SSC22050,34,19,12,8,8,5,5,10,0,108
SSC22051,0,0,0,0,0,0,0,0,0,0
SSC22052,32,29,36,11,13,6,7,12,3,147
SSC22053,34,14,17,3,5,6,10,11,3,115
SSC22054,45,12,20,10,9,3,4,16,0,122
SSC22055,4,3,0,0,0,0,0,3,0,7
SSC22056,8,0,0,4,0,0,3,0,0,19
SSC22057,0,0,0,0,0,0,0,0,0,3
SSC22058,11,0,3,0,3,0,0,3,0,21
SSC22059,3,0,4,0,0,0,0,0,0,11
SSC22060,25,15,7,9,6,7,8,10,3,86
SSC22061,6,0,3,0,0,0,0,5,0,17
SSC22062,33,21,19,11,16,10,13,20,4,143
SSC22063,4,3,3,3,0,0,0,4,0,18
SSC22064,0,0,0,0,0,0,0,0,0,0
SSC22065,11,11,15,13,12,14,11,17,3,110
SSC22066,18,19,8,3,6,3,7,7,0,66
SSC22067,3,0,0,0,0,0,0,0,0,4
SSC22068,17,0,5,3,0,0,0,4,0,33
SSC22069,17,4,4,3,7,3,3,19,0,53
SSC22070,11,3,4,0,0,3,0,3,0,23
SSC22071,6,0,0,0,0,0,0,0,0,10
SSC22072,223,269,183,112,225,152,44,70,17,1301
SSC22073,240,445,328,222,388,220,188,158,59,2255
SSC22074,3663,6064,2615,2203,3611,2284,1386,1509,420,23762
SSC22075,11,20,8,3,9,4,0,7,0,72
SSC22076,147,284,108,82,110,70,23,56,19,909
SSC22077,0,0,0,0,0,0,0,0,0,0
SSC22078,3,0,0,0,0,0,0,0,0,3
SSC22079,14,7,0,3,0,0,4,3,0,31
SSC22080,7,4,4,0,0,0,0,0,0,21
SSC22081,8,3,3,0,0,0,3,8,0,22
SSC22082,29,33,23,27,18,12,5,19,3,171
SSC22083,15,0,0,0,0,0,0,5,0,25
SSC22084,10,0,0,0,0,0,0,3,0,20
SSC22085,6,7,9,3,6,3,5,3,0,43
SSC22086,67,26,34,26,40,19,43,52,6,315
SSC22087,18,6,3,3,5,0,0,7,0,43
SSC22088,43,8,14,4,9,3,4,8,0,95
SSC22089,13,9,7,5,3,4,3,4,0,60
SSC22090,92,57,85,66,44,31,22,57,9,451
SSC22091,15,19,16,18,9,0,11,15,3,102
SSC22092,65,33,26,25,12,15,3,47,6,235
SSC22093,262,294,177,161,122,86,65,142,22,1338
SSC22094,0,5,17,8,14,0,6,12,4,61
SSC22095,2214,3183,593,571,1118,707,152,270,134,8946
SSC22096,11,8,15,4,14,3,9,17,0,77
SSC22097,136,188,181,146,136,99,70,120,16,1096
