SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2100316,0,3,13,6,0,7,0,0,0,25,0,0,3,3,0,9,0,0,0,20,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,10,7,11,49,18,20,47,30,43,65,79,84,102,492
2100317,0,0,7,5,7,3,4,0,0,27,0,0,6,3,7,3,0,0,0,23,0,0,3,9,5,8,0,0,0,24,0,0,3,0,0,4,0,0,0,13,0,0,3,0,6,4,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,6,6,0,0,6,0,3,21,34,21,69,55,47,57,38,17,14,351
2100318,0,0,8,14,9,3,0,0,0,36,0,0,7,7,6,0,0,0,0,25,0,0,3,7,10,4,0,0,0,27,0,0,3,4,7,7,0,0,0,17,0,0,0,12,6,8,0,0,0,27,0,0,0,3,3,0,0,0,0,13,3,0,9,7,3,3,0,3,0,34,34,27,73,74,87,55,37,36,4,429
2100319,0,3,8,6,4,7,0,0,0,22,0,0,4,0,3,0,0,0,0,13,0,0,0,3,7,3,0,0,0,7,0,0,0,0,4,3,0,0,0,8,0,0,0,8,0,7,0,0,0,11,0,0,0,0,4,3,0,0,0,8,0,0,3,3,5,7,5,3,0,28,11,19,48,49,46,52,38,22,35,334
2100320,0,3,8,6,0,5,8,0,0,26,0,0,7,3,7,3,0,0,0,26,0,0,3,3,9,0,0,0,0,19,0,0,0,5,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,5,0,3,4,4,6,0,0,35,25,31,57,56,51,56,48,21,12,354
2100321,0,0,12,7,9,4,3,0,0,32,0,0,6,0,4,3,0,0,0,14,0,0,9,0,6,4,0,0,0,22,0,0,0,3,3,0,0,0,0,7,0,0,0,5,3,0,0,0,0,8,0,0,0,0,3,4,0,0,0,12,0,4,9,3,4,0,4,6,0,23,28,23,74,54,55,48,33,20,12,339
2100322,0,3,17,10,3,8,0,0,0,43,0,3,7,6,3,5,0,0,0,30,0,0,14,3,4,3,0,0,0,23,0,0,0,3,0,0,0,0,0,6,0,0,6,8,3,5,0,0,0,17,0,0,0,3,4,0,0,0,0,12,0,6,17,6,3,3,4,3,4,49,22,74,144,82,65,70,45,17,5,521
2100323,0,3,0,5,6,3,0,0,0,22,0,0,5,4,0,0,0,3,0,14,0,0,8,3,3,0,0,0,0,15,0,0,0,3,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,3,4,4,0,16,11,24,47,62,33,33,23,17,3,255
2100324,0,0,9,0,9,3,3,0,0,21,0,0,6,0,3,3,0,0,0,15,0,0,0,0,5,0,0,0,0,8,0,0,0,3,4,0,0,0,0,7,0,0,0,0,6,4,0,0,0,17,0,0,0,3,3,0,0,0,0,8,0,3,0,0,5,0,8,3,0,25,32,23,30,30,69,36,42,17,4,279
2100325,0,0,3,4,0,5,0,0,0,21,0,0,3,4,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,12,0,0,3,3,4,0,0,0,0,12,0,0,0,0,7,3,3,0,0,17,0,0,4,0,0,3,0,0,0,11,0,0,3,0,0,3,0,0,0,7,24,16,48,37,46,49,24,14,0,254
2100326,0,6,10,13,20,13,3,0,0,57,0,0,7,7,21,13,0,0,0,47,0,0,7,9,13,4,3,0,0,34,0,0,8,14,12,5,0,0,0,45,0,0,3,18,19,7,0,0,0,48,0,0,3,8,16,7,0,0,0,38,4,0,10,0,12,0,4,3,0,37,59,40,80,115,152,98,41,12,8,599
2100327,0,3,6,8,16,8,0,0,0,48,0,0,6,6,9,9,0,0,0,37,0,0,7,14,8,10,0,0,0,36,0,0,4,6,13,4,0,0,0,25,0,0,10,5,16,3,3,0,0,36,0,0,0,9,8,6,0,0,0,24,13,4,3,6,14,6,3,0,0,55,89,42,70,87,154,98,36,18,4,590
2100328,0,3,7,9,3,4,5,0,0,24,0,0,5,4,4,3,0,3,0,22,0,0,3,5,6,4,0,0,0,22,0,0,0,0,3,8,0,0,0,8,0,0,3,0,3,3,0,0,0,8,0,0,0,0,3,3,0,0,0,8,4,5,11,4,8,6,3,11,0,46,29,51,89,65,56,68,53,42,9,452
2100329,0,3,3,8,8,8,9,3,0,32,0,0,8,8,14,3,0,0,0,40,0,0,10,6,0,5,0,0,0,29,0,0,3,6,10,9,0,0,0,24,0,0,0,13,14,6,4,0,0,38,0,0,0,3,3,0,0,0,0,11,0,0,0,3,6,0,7,0,0,19,37,24,46,81,91,86,93,43,10,513
2100330,0,0,11,9,12,7,0,0,0,43,0,0,4,4,3,3,0,0,0,21,0,0,5,13,3,6,3,0,0,26,0,0,0,4,11,3,5,0,0,16,0,0,3,5,4,6,0,0,0,20,0,0,0,3,0,3,0,0,0,10,5,6,6,0,6,4,4,0,0,33,43,54,72,74,69,71,48,10,4,440
2100331,0,0,10,5,4,6,0,0,0,27,0,0,9,6,6,3,0,4,0,32,0,0,6,10,3,4,3,0,0,19,0,0,5,3,7,6,0,0,0,17,0,0,4,0,0,0,0,0,0,11,0,0,0,3,4,3,0,0,0,8,7,11,7,4,3,7,3,7,0,46,31,58,83,53,50,73,52,34,3,433
2100332,0,0,12,6,3,5,0,0,0,30,0,0,10,6,5,3,0,0,0,24,0,0,3,11,5,3,0,0,0,21,0,0,0,4,3,0,0,0,0,14,0,0,6,10,13,6,0,0,0,31,0,0,3,0,3,0,0,0,0,10,3,3,0,0,7,3,3,0,0,17,20,27,68,62,82,56,22,12,3,357
2100333,0,7,25,13,9,15,4,0,0,64,0,0,13,6,12,6,0,0,0,35,0,0,10,7,6,6,0,0,0,28,0,0,6,0,8,3,0,0,0,18,0,0,0,3,4,4,0,0,0,19,0,0,0,5,0,0,0,0,0,5,0,4,4,0,5,7,3,8,0,31,36,57,120,84,108,88,51,26,4,580
2100334,0,0,12,7,3,3,0,0,0,30,0,0,8,8,5,3,0,0,0,27,0,0,4,3,0,0,0,0,0,14,0,0,0,5,0,3,0,0,0,11,0,0,3,4,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,5,11,4,35,16,19,69,58,54,54,57,41,17,387
2100335,0,0,9,6,7,7,0,0,0,37,0,0,7,0,6,0,0,0,0,16,0,0,8,8,3,0,0,0,0,14,0,0,3,0,3,0,0,0,0,3,0,0,3,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,4,7,5,3,31,18,33,81,61,53,57,50,47,23,431
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,0,0,4,12,6,6,3,0,0,33,0,0,3,4,8,9,3,0,0,27,0,0,3,0,8,3,3,0,0,18,0,0,0,3,0,0,0,0,0,7,0,0,4,3,3,3,0,0,0,18,0,0,0,4,3,5,3,0,0,13,3,3,0,3,3,14,0,3,0,25,25,26,25,52,75,82,58,6,0,345
2100338,0,3,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,18,15,23,21,25,43,10,5,4,8,149
2100339,0,0,3,3,0,5,0,0,0,11,0,0,7,0,0,3,0,0,0,11,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,3,0,3,9,4,4,0,0,39,34,12,40,32,26,44,35,8,6,238
2100340,0,0,9,4,10,4,0,0,0,26,0,0,10,4,5,0,0,0,0,17,0,0,6,3,10,0,0,0,0,14,0,0,0,0,3,0,0,0,0,10,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,0,10,4,0,30,24,27,73,59,71,54,52,38,9,411
2100341,0,3,13,3,3,3,4,0,0,31,0,4,4,8,0,0,0,0,0,20,0,0,3,3,0,7,0,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,19,19,38,70,47,37,22,16,18,3,270
2100342,0,5,13,14,4,9,3,0,0,51,0,0,17,8,13,7,3,0,0,47,0,0,8,15,8,4,0,0,0,28,0,0,6,9,0,3,0,3,0,20,0,0,10,11,8,6,0,0,0,37,0,0,3,3,10,0,3,0,0,13,3,0,6,8,7,6,13,6,0,56,36,29,119,115,93,81,75,26,4,576
2100343,0,0,6,9,5,3,0,4,0,31,0,0,3,7,6,4,0,0,0,16,0,0,5,6,0,3,0,0,0,14,0,0,0,5,3,0,0,0,0,9,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,13,11,21,47,49,32,50,33,22,4,268
2100344,0,0,13,0,3,3,3,4,0,23,0,0,3,3,3,0,3,0,3,11,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,7,3,0,5,16,52,51,134,4,5,38,15,20,43,141,162,81,507
2100345,0,0,0,7,7,9,0,0,0,22,0,0,4,8,3,6,0,0,0,18,0,0,0,3,3,3,3,0,0,15,0,0,0,0,3,7,0,0,0,8,0,0,0,7,7,3,0,0,0,28,0,0,0,0,3,3,0,0,0,3,3,0,3,3,0,0,3,0,0,16,33,10,19,56,59,39,36,15,0,269
2100346,0,0,12,10,11,8,0,0,0,37,0,0,11,3,3,3,0,0,0,25,0,0,0,0,8,3,0,0,0,14,0,0,4,3,4,0,0,0,0,16,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,0,0,18,26,21,61,56,51,37,18,11,3,277
2100347,0,4,0,5,7,5,3,0,0,14,0,0,3,3,3,4,4,0,0,17,0,0,0,6,5,4,0,0,0,18,0,0,0,0,4,3,0,0,0,14,0,0,0,3,10,4,0,0,0,13,0,0,0,9,18,6,3,0,0,40,4,3,0,0,3,3,3,0,0,15,34,15,23,37,72,59,58,11,0,305
2100348,0,0,6,5,3,0,0,0,0,16,0,3,9,0,0,0,0,0,0,12,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,5,0,3,22,12,32,43,29,37,22,26,13,4,225
2100349,0,3,15,9,7,5,3,0,0,35,0,0,3,3,7,3,0,0,0,15,0,0,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,9,3,4,3,3,9,3,0,32,31,70,77,60,59,53,39,20,10,431
2100350,0,7,14,4,3,9,0,0,0,36,0,0,4,4,4,3,0,0,0,14,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,7,6,0,21,23,38,54,36,26,61,27,26,9,298
2100351,0,0,5,0,3,0,0,0,0,13,0,0,7,0,6,0,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,21,11,22,41,35,40,37,48,42,44,320
2100401,0,0,11,10,11,3,0,0,0,30,0,0,5,14,6,0,0,0,0,19,0,0,0,3,3,3,0,0,0,14,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,13,8,3,8,5,3,3,0,50,39,66,82,66,77,63,61,22,12,485
2100402,0,3,6,5,8,10,3,0,0,37,0,0,3,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,9,11,8,3,13,16,21,11,90,23,60,56,59,59,77,88,103,50,576
2100404,0,3,3,4,5,0,0,0,0,16,0,0,4,3,0,3,0,0,0,16,0,0,0,5,3,0,0,0,0,10,0,0,3,0,0,3,0,0,0,8,0,0,0,4,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,18,7,5,4,0,3,5,3,49,25,50,60,57,28,32,35,22,14,318
2100405,0,0,3,9,7,3,3,0,0,33,0,0,4,3,7,3,0,0,0,13,0,3,0,3,4,0,3,0,0,10,0,0,0,5,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,6,5,6,13,7,3,15,0,0,58,53,72,74,95,75,60,59,14,0,503
2100406,0,6,7,4,3,0,3,0,0,25,0,0,0,3,3,0,0,0,0,16,0,0,4,8,3,4,0,0,0,14,0,0,3,0,0,3,0,0,0,8,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,5,3,0,0,35,14,64,54,35,32,41,29,11,0,287
2100407,0,0,3,8,13,3,3,0,0,31,0,3,7,4,6,4,0,0,0,22,0,3,0,4,3,0,0,0,0,11,0,0,0,5,7,0,0,0,0,14,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,3,3,0,3,37,21,50,50,61,72,44,43,24,7,372
2100408,0,0,11,10,9,5,0,0,0,34,0,0,3,11,4,4,0,0,0,28,0,0,8,5,7,4,0,0,0,27,0,0,3,5,5,0,0,0,0,15,0,0,0,0,0,3,5,0,0,9,0,0,0,0,7,3,0,0,0,7,4,3,3,4,3,0,3,5,0,32,33,43,66,70,61,81,52,31,18,446
2100409,0,0,9,4,8,3,0,0,0,25,0,0,5,6,3,0,0,0,0,10,0,0,5,0,5,3,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,6,3,4,3,22,16,44,62,43,38,56,30,19,9,320
2100410,0,4,5,3,3,4,0,0,0,26,0,0,8,0,3,3,0,0,0,19,0,0,9,3,4,0,0,0,0,18,0,0,0,3,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,3,6,0,6,3,5,3,0,32,23,33,72,52,45,49,43,21,0,329
2100411,0,3,14,7,3,5,0,0,0,24,0,0,5,4,6,0,0,3,0,25,0,0,3,4,4,3,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,3,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,3,6,0,0,29,22,38,72,63,60,52,26,10,11,346
2100412,0,15,21,9,8,5,0,0,0,58,0,4,5,18,12,3,0,0,0,36,0,0,3,9,6,0,0,0,0,25,0,0,4,0,3,4,0,0,0,13,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,5,18,16,6,0,8,5,7,3,67,33,150,139,77,67,72,57,52,10,660
2100413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100414,0,0,7,11,3,4,7,0,0,31,0,0,3,9,3,0,0,0,0,13,0,0,6,3,3,7,0,0,0,16,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,6,0,0,0,10,0,0,0,3,0,0,0,0,0,8,5,0,8,3,0,6,0,0,0,16,35,22,58,45,36,58,28,12,3,295
2100415,0,0,8,3,0,4,0,0,0,16,0,0,0,3,7,3,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,4,3,0,0,28,10,38,55,37,37,46,29,25,6,287
2100416,0,4,12,7,11,10,0,0,0,37,0,3,6,7,4,3,0,0,0,23,0,0,0,3,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,4,5,30,62,32,36,73,45,54,73,41,23,37,410
2100417,0,4,13,6,13,6,6,0,0,46,0,3,11,3,3,4,0,0,0,23,0,0,6,4,3,3,3,0,0,22,0,0,0,4,0,3,0,0,0,11,0,0,3,5,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,4,8,0,10,7,0,0,41,29,62,88,57,55,69,65,31,7,468
2100418,0,0,3,3,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,3,0,25,11,20,40,32,33,31,21,20,6,208
2100419,0,0,9,11,3,9,0,0,0,38,0,0,3,7,5,0,0,0,0,25,0,0,3,10,3,7,0,0,0,17,0,0,3,3,7,3,0,0,0,15,0,0,0,8,4,6,0,0,0,21,0,0,0,3,0,0,0,0,0,5,0,8,7,6,0,4,4,3,0,35,47,85,62,106,56,67,41,24,3,491
2100420,0,0,12,12,3,6,0,0,0,39,0,0,10,6,3,3,0,0,0,19,0,0,12,3,3,3,0,0,0,25,0,0,6,4,0,3,0,0,0,12,0,0,3,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,3,0,0,5,4,0,3,8,0,0,33,18,63,88,79,47,76,71,22,16,473
2100421,0,0,9,3,3,3,0,0,4,29,0,0,8,6,3,0,0,0,0,16,0,0,4,3,0,3,0,0,0,17,0,0,0,0,3,3,0,0,0,6,0,0,3,0,0,5,0,0,0,14,0,0,0,0,3,3,0,0,0,9,0,0,7,0,0,3,3,4,3,19,24,39,85,48,49,53,46,28,11,372
2100422,0,4,17,7,12,7,3,0,0,57,0,0,23,7,6,4,0,0,0,46,0,0,13,12,9,3,0,0,0,33,0,0,4,5,4,3,0,0,0,16,0,0,8,4,4,3,0,0,0,26,0,0,6,7,3,0,0,0,0,12,3,3,3,3,4,4,5,3,0,38,47,65,135,88,91,63,53,20,9,571
2100423,0,0,6,4,3,3,0,0,0,18,0,0,6,0,0,0,0,0,0,13,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,4,3,11,0,6,0,0,32,18,57,39,26,45,30,27,5,3,247
2100424,0,0,11,6,3,3,0,0,0,30,0,5,4,5,9,0,0,0,0,22,0,0,3,0,3,3,0,0,0,11,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,4,5,8,3,3,3,7,0,30,28,43,82,67,57,61,45,28,16,418
2100425,0,4,0,8,5,3,0,0,0,27,0,0,3,0,3,0,0,0,0,13,0,0,3,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,6,4,11,3,11,3,9,7,4,64,35,50,74,50,75,56,64,36,21,464
2100426,0,0,6,3,7,4,0,0,0,15,0,0,6,5,3,0,0,0,0,13,0,0,10,0,0,4,0,0,0,17,0,0,3,0,3,0,0,0,0,6,0,0,0,3,3,4,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,3,3,3,0,0,0,0,11,12,35,71,43,47,49,23,15,7,304
2100427,0,3,3,4,6,3,0,0,0,21,0,0,5,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,7,5,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,3,3,0,4,3,4,3,0,24,13,40,53,31,52,63,35,17,8,317
2100428,0,3,9,9,0,4,3,0,0,26,0,0,11,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,7,4,4,0,24,16,29,43,33,51,63,50,25,16,332
2100429,0,3,10,3,0,4,3,0,0,18,0,0,11,3,3,3,0,0,0,24,0,0,0,0,0,3,0,0,0,9,0,0,0,6,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,5,5,4,0,29,15,29,60,38,27,51,34,14,10,277
2100430,0,0,11,10,4,4,0,3,0,41,0,0,6,4,6,5,0,0,0,23,0,0,3,3,0,3,0,0,0,8,0,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,8,4,9,6,14,9,3,68,26,28,74,64,61,61,54,30,10,407
2100431,0,0,6,8,5,13,0,0,0,30,0,0,6,0,3,3,0,0,0,18,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,3,3,0,25,30,28,59,50,58,66,42,29,3,361
2100432,0,0,10,5,0,5,3,0,0,20,0,0,3,3,4,3,0,0,0,15,0,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,7,6,0,26,16,28,60,48,50,45,63,49,28,387
2100433,0,0,3,3,7,0,3,0,0,16,0,0,4,0,0,0,0,0,0,7,0,0,3,4,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,4,3,0,0,3,23,25,25,69,41,31,35,33,21,7,284
2100434,0,3,8,7,5,3,3,0,0,27,0,0,0,7,3,0,0,0,0,12,0,0,3,3,6,0,0,0,0,10,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,3,9,3,16,3,3,55,30,50,68,54,70,56,69,29,15,445
2100435,0,0,5,7,0,0,0,0,3,18,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,3,4,7,5,49,18,26,26,30,31,44,35,42,35,287
2100436,0,7,5,11,10,3,0,0,0,43,0,0,8,11,3,4,0,0,0,29,0,0,3,6,5,3,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,5,3,6,3,0,0,0,16,27,31,68,76,77,42,47,27,8,406
2100437,0,0,9,0,4,3,3,0,0,17,0,0,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,8,0,0,28,21,35,62,26,38,40,50,36,10,318
2100438,0,3,6,8,11,3,0,0,0,30,0,0,8,4,3,0,0,0,0,15,0,0,3,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,4,10,13,11,9,10,3,0,72,56,58,102,85,85,69,66,34,11,566
2100439,0,0,23,6,4,9,3,0,0,46,0,0,5,3,3,0,0,0,0,14,0,0,4,3,7,0,0,0,0,15,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,4,7,4,3,0,3,0,38,18,47,115,74,58,82,56,25,7,495
2100440,0,0,3,5,7,3,0,3,0,26,0,0,4,0,3,3,0,0,0,12,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,3,0,26,41,28,45,41,59,39,32,23,0,309
2100441,0,0,9,3,7,5,7,0,0,27,0,0,5,6,9,0,0,0,0,17,0,0,3,0,3,6,0,0,0,15,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,9,6,7,3,16,7,8,5,3,61,26,48,92,66,99,58,76,30,14,506
2100442,0,0,12,3,10,0,0,0,0,24,0,0,6,3,6,7,0,0,0,17,0,0,4,6,4,3,0,0,0,14,0,0,3,3,4,3,0,0,0,12,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,5,5,0,0,4,0,0,0,16,19,43,55,28,58,47,23,10,4,298
