SA1_7DIGITCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2134619,7,0,3,0,3,0,0,9,7,4,3,3,0,3,0,17,4,0,0,0,0,0,0,7,30,30,7,3,4,0,4,77,0,0,0,0,0,0,0,0,42,38,17,6,4,6,6,117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6,0,0,18,0,0,0,0,0,0,0,0,0,8,8,0,8,4,3,25,48,42,21,11,12,8,7,143
2134620,6,5,9,3,3,7,0,29,3,0,0,4,5,8,0,12,0,3,9,3,3,0,0,19,9,9,8,10,7,10,4,60,0,0,0,0,0,0,0,0,16,24,26,13,16,21,3,122,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,16,25,26,13,21,26,3,130
2134621,0,6,0,0,0,0,0,13,0,0,3,0,0,4,0,8,0,3,0,0,0,0,0,9,3,16,14,10,13,7,10,65,0,0,0,0,0,0,0,0,6,24,19,11,19,13,8,97,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,14,6,24,18,15,20,12,13,108
2134622,3,6,3,3,3,0,0,25,4,9,3,0,0,0,0,13,3,0,0,3,0,7,3,19,8,15,11,7,17,9,5,83,0,0,0,0,0,0,0,0,20,33,18,14,21,19,14,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,31,18,15,28,20,14,139
2134623,0,4,3,3,0,0,3,12,3,0,3,0,3,0,0,15,0,9,3,0,3,3,0,18,20,29,18,12,11,8,0,101,0,0,0,0,0,0,0,0,22,43,29,17,21,14,5,144,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,4,4,0,3,5,0,0,15,26,43,33,13,21,12,5,163
2134624,6,9,3,0,0,0,0,18,19,8,4,0,3,0,0,39,7,3,0,3,0,0,0,16,34,31,9,7,8,5,6,110,0,0,0,0,0,0,0,0,66,47,18,16,16,4,11,184,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,13,66,47,26,13,25,12,15,201
2134625,3,0,0,0,0,0,0,5,4,0,0,0,3,4,0,11,5,0,0,0,0,0,0,4,5,8,15,12,12,3,3,68,0,0,0,0,0,0,0,0,12,8,15,16,12,11,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,11,12,12,15,17,20,11,3,98
2134626,7,5,4,0,0,0,0,15,7,3,0,0,0,0,0,10,0,0,0,3,0,0,0,3,11,8,10,3,7,4,0,37,0,0,0,0,0,0,0,0,19,10,14,8,10,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,13,24,15,13,8,11,7,0,81
2134627,3,4,0,0,0,3,0,10,9,3,0,0,0,0,0,11,3,0,3,3,0,0,0,9,19,16,4,3,5,3,3,52,0,0,0,0,0,0,0,3,26,24,9,3,10,5,3,87,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,7,0,0,4,7,3,0,24,33,25,9,11,15,15,3,111
2134628,8,5,3,0,0,0,3,20,4,4,0,0,0,0,0,16,4,3,0,0,0,3,0,12,3,10,12,8,20,14,7,76,0,0,0,0,0,0,0,0,21,26,10,11,23,16,10,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,18,24,10,12,31,20,10,131
2134629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134630,3,11,4,3,4,3,3,33,0,5,3,0,0,0,0,12,4,5,0,4,0,0,0,12,6,14,16,9,23,11,4,90,0,0,0,0,0,0,0,0,19,44,27,12,29,19,6,145,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,0,0,20,0,0,0,0,0,0,0,0,3,3,3,3,5,0,0,25,21,43,26,20,34,18,6,169
2134631,5,5,4,0,3,4,0,14,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,11,3,6,5,0,27,0,0,0,0,0,0,0,0,13,8,11,3,11,4,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,8,11,7,17,10,13,10,3,70
2134632,12,8,3,0,0,3,3,30,5,7,0,0,0,0,0,19,8,6,3,3,0,0,0,16,15,34,12,10,13,7,5,98,0,0,0,0,0,0,0,0,40,47,18,10,13,10,7,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,15,43,55,22,14,12,10,9,172
2134633,4,0,3,0,0,0,0,7,3,4,3,0,5,0,0,10,4,4,0,0,0,0,0,6,5,3,3,0,3,3,3,29,0,0,0,0,0,0,0,0,17,14,6,4,7,5,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,6,4,7,5,3,59
2134634,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,6,3,5,0,0,17,7,17,8,3,9,3,7,49,0,0,0,0,0,0,0,0,6,17,14,10,11,9,7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,14,10,11,9,7,72
2134635,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,8,10,4,3,8,3,3,33,0,0,0,0,0,0,0,0,9,9,9,4,9,3,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,9,4,12,3,3,60
2134701,5,13,13,6,17,9,4,77,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,13,6,17,9,4,82,0,3,9,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,4,3,30,18,20,25,14,21,14,10,109
2134702,37,31,11,12,9,3,0,95,5,3,3,0,0,0,0,15,3,12,3,0,0,0,0,16,7,0,0,0,0,0,0,7,3,4,0,0,0,0,0,10,54,55,17,12,9,3,0,142,3,7,3,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,8,8,4,3,7,3,0,34,61,63,22,9,11,4,0,173
2134703,10,12,0,3,5,3,4,44,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,3,3,5,4,4,50,5,9,0,6,6,5,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,6,6,5,3,38,24,21,9,7,9,9,6,83
2134704,7,10,9,3,5,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,10,9,3,5,3,0,44,0,0,6,0,3,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,22,12,10,12,7,11,10,9,67
2134705,23,13,4,0,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,12,4,3,6,0,0,57,4,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,15,27,16,5,3,11,4,6,71
2134706,29,8,5,8,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,29,15,9,8,4,3,0,58,5,12,3,0,10,3,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,12,9,3,10,3,0,37,33,25,14,7,11,7,0,99
2134707,16,13,8,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,14,8,0,8,0,0,49,3,0,3,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,6,0,7,0,27,17,17,16,3,7,4,0,71
2134708,13,6,4,3,0,6,3,40,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,5,3,0,6,3,45,0,3,4,0,0,0,3,11,3,0,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,0,3,0,3,26,21,16,14,5,4,4,4,70
2134709,12,5,7,5,0,6,0,35,10,0,0,0,0,0,0,11,5,3,0,0,0,0,0,9,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,32,11,7,5,5,5,0,64,3,4,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,8,3,4,0,3,0,21,35,18,11,8,10,11,3,88
2134710,25,12,6,3,4,3,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,24,17,10,3,3,3,0,61,3,7,0,3,0,4,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,10,8,3,4,4,5,35,27,22,12,10,8,3,7,92
2134711,29,23,13,7,8,5,8,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,28,24,14,7,8,10,8,98,3,13,7,7,3,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,10,7,7,3,4,0,47,40,34,22,17,14,7,8,142
2134712,9,8,10,5,8,6,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,16,11,8,5,5,6,3,60,0,10,4,0,3,4,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,4,0,3,4,3,34,20,24,9,8,16,13,4,90
2134713,6,8,3,3,3,0,0,23,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9,7,3,0,3,0,0,22,0,0,0,0,0,0,0,0,17,13,3,4,6,3,0,54,4,4,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,17,24,16,8,3,8,4,0,70
2134714,20,20,7,4,3,3,0,56,3,6,0,0,0,0,0,14,8,0,0,0,0,0,0,10,6,3,3,0,0,0,5,21,0,0,0,0,0,0,0,0,39,34,15,3,5,0,3,101,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,6,4,0,3,0,0,18,48,40,13,3,6,0,4,120
2134715,9,3,5,3,5,0,0,21,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,8,10,3,4,0,0,43,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,15,6,8,9,4,0,0,43
2134717,10,19,10,8,3,5,4,61,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,21,16,8,3,9,4,74,4,6,5,5,3,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,6,5,5,6,6,3,31,13,26,24,19,12,12,9,103
2134718,11,7,3,3,0,3,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,3,3,5,3,0,35,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,11,15,12,4,7,7,5,0,51
2134719,6,19,10,3,12,17,3,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,10,3,12,17,3,69,3,3,3,0,0,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,3,3,0,17,12,27,8,6,13,17,3,87
2134720,43,29,14,10,11,5,4,120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,3,0,0,8,0,0,0,0,0,0,0,4,50,34,15,8,16,5,4,131,8,5,3,3,4,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,5,9,3,8,3,3,39,61,37,21,12,21,13,9,170
2134721,4,10,9,8,6,3,0,35,0,4,0,0,0,0,0,7,5,3,0,0,0,0,0,8,16,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,27,16,8,7,8,3,3,73,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,0,16,0,0,0,0,0,0,0,0,3,8,0,4,5,0,0,25,26,25,8,11,15,3,6,93
2134722,12,6,0,0,0,0,0,16,3,3,4,0,0,0,0,13,4,0,0,0,0,0,0,4,12,21,3,4,3,3,0,46,0,0,0,0,0,0,0,0,32,24,13,4,7,6,0,78,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,28,29,15,8,4,9,0,97
2134723,12,5,3,3,7,3,3,45,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,36,17,7,5,7,3,3,81,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,38,23,7,10,7,3,3,92
2134724,12,18,7,4,8,8,0,52,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,8,6,3,0,4,4,0,32,0,0,0,0,0,0,0,0,24,30,16,6,14,9,3,95,0,0,0,0,4,3,0,10,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,9,0,0,3,0,0,0,0,3,4,6,5,0,12,3,0,31,34,33,19,11,18,12,6,131
2134725,3,4,3,0,0,0,0,12,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,12,14,6,7,4,0,0,37,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,13,12,6,8,6,0,0,48
2134726,18,16,12,5,10,4,3,84,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,6,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,27,25,20,12,12,3,3,103,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,12,25,27,24,12,14,5,5,116
2134727,19,10,3,0,4,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,28,16,10,3,4,0,4,64,9,12,0,7,8,3,3,34,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,4,6,3,0,12,0,0,0,0,0,0,0,0,9,17,3,9,11,9,4,56,32,33,14,9,16,6,8,122
2134728,17,5,3,3,0,0,0,31,3,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,26,7,3,3,0,3,0,48,0,3,3,0,0,0,3,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,5,5,3,7,0,3,22,28,15,5,7,10,6,5,73
2134729,18,19,11,6,6,6,3,69,3,3,0,0,0,0,0,6,0,3,0,0,4,3,0,15,13,13,0,0,4,3,0,33,0,0,0,0,0,0,0,3,38,35,12,5,17,16,5,122,3,3,0,8,9,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,12,7,0,4,11,3,3,42,48,42,13,12,22,20,4,163
2134730,6,12,6,3,14,5,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,6,3,14,12,3,55,0,6,4,5,6,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,9,7,5,10,7,3,40,8,18,17,9,25,14,3,96
2134731,31,14,7,6,6,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,7,6,6,8,0,75,7,3,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,9,3,0,4,0,0,21,37,21,12,6,8,8,0,96
2134732,22,19,7,8,3,4,3,68,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,25,18,10,6,10,4,3,76,0,5,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,5,0,3,4,3,23,29,26,13,6,11,7,5,97
2134733,15,13,12,6,11,3,3,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,14,8,11,3,3,69,3,3,0,0,4,3,3,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,7,3,3,26,25,19,14,7,16,10,10,97
2134735,30,11,3,4,8,6,3,74,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,38,13,4,4,8,6,3,81,9,4,0,3,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,9,7,3,3,13,3,0,37,48,23,8,11,22,11,3,117
2134736,6,7,3,4,8,8,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,4,6,8,3,47,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,9,0,3,5,0,0,33,16,22,6,5,13,4,3,73
2134737,13,9,15,5,13,7,0,56,7,0,0,0,0,0,0,10,4,4,0,0,0,0,0,9,4,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,27,23,14,7,13,7,0,90,4,3,3,0,5,5,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,15,0,0,0,0,0,0,0,0,8,14,8,0,6,5,3,43,32,34,22,6,17,12,4,136
2134738,5,18,11,0,7,0,3,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,22,28,16,3,8,5,6,78,3,3,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,8,6,0,22,20,31,15,3,13,5,6,101
2134739,12,3,0,0,0,0,0,23,3,3,0,0,0,0,0,7,3,0,3,0,0,0,0,5,3,4,0,3,0,4,0,21,0,0,0,0,0,0,0,0,25,10,3,3,7,3,0,56,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,4,3,0,0,15,30,10,5,10,8,8,0,69
2134740,21,10,4,0,3,0,0,39,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,10,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,44,16,6,0,6,0,0,66,3,4,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,3,3,6,0,4,7,0,3,29,42,19,10,6,12,4,4,97
2134741,10,4,4,4,7,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18,9,3,4,7,0,3,36,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,17,9,3,9,8,0,3,43
2134742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134743,17,20,13,4,6,4,3,67,3,6,0,0,0,0,0,7,3,3,3,0,0,0,0,5,3,0,0,5,3,0,0,16,0,0,0,0,0,0,0,0,26,34,13,9,9,6,3,96,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,26,32,13,7,13,10,3,116
