UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL221031,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,9,7,11,17,9,9,3,0,0,44,3,4,0,7,6,0,3,0,36,7,26,23,39,25,6,3,0,136,3,4,0,6,0,0,0,0,11,3,0,5,5,0,0,0,0,18,14,34,30,47,33,14,3,0,172,0,0,0,0,0,0,0,0,0,7,3,6,10,4,3,0,0,38,28,57,58,75,53,21,5,0,300
UCL221032,3,3,3,3,0,0,13,0,3,0,0,0,3,0,0,7,0,6,4,4,9,11,6,0,46,0,7,5,6,11,14,0,0,45,15,21,19,34,35,24,15,3,172,3,3,3,0,3,0,0,0,12,3,3,4,4,8,9,0,0,26,19,29,24,39,43,37,19,3,207,0,0,4,0,3,4,3,0,11,4,8,10,11,20,38,17,3,103,36,54,52,62,89,106,36,4,438
UCL221033,7,3,8,5,0,0,23,0,3,3,0,3,3,0,0,12,3,6,9,4,10,3,0,0,42,3,9,13,12,12,14,0,0,65,5,11,26,21,22,13,0,0,96,0,0,0,3,0,0,0,0,6,0,5,0,0,4,0,0,0,8,5,14,23,29,21,14,0,0,115,0,0,0,0,0,0,0,0,3,10,0,3,4,8,6,0,3,46,24,38,61,62,63,44,4,4,309
UCL221034,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,10,0,5,14,5,6,8,3,0,45,3,5,17,7,7,7,4,0,49,8,11,17,16,24,11,7,0,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,10,11,15,18,21,12,12,0,104,0,0,0,0,0,0,0,0,0,0,3,5,6,14,10,3,0,45,19,30,53,46,60,36,24,0,264
UCL221035,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,8,3,6,9,3,3,0,35,0,4,3,3,7,5,0,0,29,11,12,7,17,16,5,6,0,72,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,10,6,14,5,16,22,13,6,4,88,0,0,0,0,0,0,0,0,3,8,3,4,10,11,11,11,27,91,17,28,22,44,48,33,27,29,245
UCL221036,0,3,0,0,0,0,5,0,3,4,0,0,0,0,0,10,3,7,18,15,4,3,0,0,40,3,11,19,4,5,3,0,0,50,15,17,41,40,17,10,4,3,144,0,3,0,3,0,0,0,0,10,0,0,3,3,0,0,0,0,8,18,25,42,43,23,11,4,3,162,0,0,0,0,0,0,0,0,3,3,5,0,3,0,4,0,0,24,27,51,87,69,37,22,9,0,298
UCL221037,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,7,9,5,0,0,0,23,0,8,9,10,14,3,3,0,38,14,17,14,14,24,8,11,3,97,0,3,0,3,0,0,0,0,10,0,0,5,4,3,0,0,0,9,14,18,13,19,24,11,11,3,121,0,0,0,0,0,0,0,0,0,12,9,10,18,13,25,17,4,101,24,36,41,52,55,47,31,11,288
UCL221038,3,7,3,0,0,0,18,0,3,11,4,3,3,0,0,20,0,19,19,13,7,12,4,0,75,0,10,17,19,13,4,3,0,56,4,24,28,34,26,14,3,0,129,0,0,0,0,3,0,0,0,7,0,0,0,4,3,4,0,0,13,6,24,29,37,27,18,3,0,148,0,0,0,0,0,0,0,0,0,7,4,9,7,11,10,0,0,54,20,59,88,87,62,42,12,0,372
UCL221039,3,5,0,0,0,0,13,0,3,0,7,0,0,0,0,9,3,11,10,9,3,7,8,0,42,0,9,3,7,10,5,3,0,34,14,21,13,20,18,9,3,0,103,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,11,14,25,14,21,20,13,3,0,117,0,0,0,0,0,0,0,0,4,6,0,0,3,0,7,9,3,22,22,54,25,50,38,27,18,5,238
UCL221040,4,3,7,3,0,0,14,0,3,3,3,8,0,0,0,14,0,11,16,20,14,8,0,0,69,8,16,23,33,25,9,3,0,116,17,41,49,66,37,22,7,0,242,5,4,0,5,0,0,0,0,11,0,0,0,6,0,5,0,0,22,21,43,55,72,45,24,6,0,270,0,3,0,0,0,4,0,0,7,22,12,25,17,25,17,0,0,122,49,89,126,148,119,66,11,4,612
UCL221041,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,14,0,16,17,10,4,9,0,0,60,7,11,16,14,10,4,0,0,66,7,32,51,33,30,9,7,0,178,0,0,3,0,0,0,0,0,4,0,3,0,4,0,0,0,0,7,11,33,56,39,36,13,7,0,193,0,0,3,0,0,3,0,0,9,10,5,13,12,15,14,0,0,67,27,69,112,80,74,37,12,0,413
UCL221042,0,3,0,3,0,0,4,0,0,0,0,4,0,0,0,6,3,6,7,11,7,4,0,0,48,0,8,3,11,10,11,3,0,49,5,29,22,15,27,20,7,0,124,0,3,0,3,0,0,0,0,11,0,3,4,0,4,0,0,0,20,4,33,27,19,39,22,4,0,152,0,0,0,0,0,0,0,0,8,18,8,22,20,27,16,8,11,129,26,62,61,72,82,57,23,11,395
UCL221043,3,0,3,0,0,0,7,0,0,0,6,7,7,0,0,18,0,6,11,10,14,9,0,0,49,0,0,8,4,13,15,0,0,40,13,10,19,17,22,24,9,0,116,0,0,0,0,3,0,0,0,8,0,3,0,0,0,7,4,0,15,12,13,19,24,21,33,18,0,141,0,0,0,0,0,3,0,3,4,0,3,7,11,10,10,3,0,53,13,24,46,51,72,79,29,4,320
UCL221044,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,3,6,9,3,8,3,0,0,26,0,9,15,13,9,0,0,0,45,3,22,27,20,21,11,3,0,110,0,0,0,0,3,0,0,0,7,0,0,0,5,0,0,0,0,8,5,28,29,30,27,9,3,0,128,0,0,0,0,0,0,0,0,4,11,5,3,5,6,3,3,0,31,19,56,51,50,46,20,5,0,248
UCL221045,0,0,5,3,0,0,6,0,0,0,3,0,0,0,0,8,0,0,3,4,8,8,3,0,32,0,3,8,3,15,22,0,0,51,4,5,7,26,39,43,27,0,158,0,0,3,0,5,0,0,0,8,0,0,0,4,3,5,5,0,23,4,5,14,31,44,51,33,4,184,0,0,0,3,0,0,0,0,3,7,4,8,11,25,40,30,11,122,13,17,24,50,95,124,65,13,404
UCL221046,6,6,8,7,5,3,33,0,3,3,0,7,4,3,0,26,0,9,14,19,28,29,9,0,109,0,0,3,12,18,30,8,3,81,5,13,20,32,42,27,13,5,158,0,0,0,0,9,3,0,0,10,0,0,4,4,12,14,0,0,29,5,11,26,37,61,41,20,5,204,0,0,3,3,0,4,0,0,8,7,3,3,9,16,29,19,13,95,11,28,59,85,135,148,58,25,550
UCL221047,6,3,5,8,0,0,28,0,3,7,8,5,0,0,0,22,3,13,14,11,14,10,7,0,64,3,6,4,4,10,13,0,0,39,16,13,30,25,21,12,7,0,123,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,12,18,17,33,31,21,12,8,0,140,0,0,0,0,0,0,0,0,3,5,4,6,15,16,13,7,0,74,31,39,60,77,71,61,24,3,369
UCL221048,0,0,0,0,0,0,3,3,7,3,0,0,0,0,0,12,6,30,22,8,4,3,0,0,73,9,18,10,5,12,0,0,0,53,21,79,38,18,13,8,0,0,174,3,6,0,3,0,0,0,0,16,0,0,0,3,0,0,0,0,5,28,91,36,18,13,8,0,0,193,0,3,0,0,0,0,0,0,3,3,31,7,4,9,9,3,3,66,44,182,84,41,40,24,5,3,406
UCL221049,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,10,0,7,13,12,11,7,0,0,47,3,3,3,7,12,7,0,0,39,6,23,25,33,19,9,6,0,122,3,0,0,0,0,0,0,0,10,0,3,0,0,0,3,0,0,9,9,29,28,35,20,11,6,0,136,0,0,0,0,0,0,0,0,0,5,9,11,0,8,9,3,3,40,22,50,49,61,54,38,7,7,282
UCL221050,4,8,9,7,10,0,41,0,3,3,3,8,5,0,0,27,0,11,17,23,28,41,6,3,130,0,8,17,17,27,43,3,4,120,9,18,25,38,57,54,23,0,229,3,3,0,0,5,0,0,0,20,0,3,0,0,11,11,3,0,25,15,23,30,36,73,62,27,3,267,0,0,0,0,0,3,3,0,6,5,9,10,9,27,29,20,4,114,23,58,80,103,171,191,65,15,711
UCL221051,9,0,8,0,0,0,20,0,6,6,3,0,0,0,0,16,3,15,29,14,13,0,0,0,79,0,3,13,19,10,3,3,0,55,9,17,34,31,14,4,4,0,114,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,9,22,36,32,18,6,3,0,130,0,0,0,0,3,0,0,0,3,8,0,0,12,0,0,0,0,19,20,46,99,84,48,11,14,0,323
UCL221052,0,0,0,3,0,0,4,0,3,0,3,8,0,0,0,17,0,3,6,3,0,4,0,0,23,0,7,11,10,13,9,0,0,52,20,13,31,25,23,16,6,0,123,0,0,3,3,0,0,0,0,9,0,0,0,4,0,3,0,0,9,20,13,30,33,22,16,9,0,142,0,0,0,0,0,0,0,0,4,9,0,4,11,16,24,27,14,109,24,31,58,66,60,56,34,18,345
UCL221053,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,11,3,11,12,4,9,4,0,0,42,0,6,5,11,14,4,5,0,39,8,21,15,21,25,9,3,3,96,0,6,0,3,3,0,0,0,10,0,0,3,3,6,0,0,0,9,9,24,14,27,27,9,3,3,122,0,0,0,0,0,0,0,0,3,12,3,3,8,16,18,5,5,69,20,47,36,48,64,47,20,13,287
UCL221054,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,4,3,6,4,3,0,0,0,25,8,7,5,14,10,4,0,0,40,9,25,12,34,25,5,0,0,118,3,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,18,25,17,36,29,10,0,0,122,0,0,0,0,0,0,0,0,4,8,8,5,6,3,3,0,0,35,36,39,31,56,44,17,0,0,233
UCL221055,0,0,3,3,0,0,9,0,0,3,4,3,5,3,0,21,0,9,17,9,11,11,0,0,63,0,10,14,17,13,14,12,0,84,8,21,17,33,18,21,7,0,132,0,0,3,4,5,0,0,0,10,0,3,3,0,3,3,4,0,13,10,28,20,38,24,21,15,0,158,0,0,0,0,0,0,0,0,0,3,0,6,6,17,18,12,5,67,19,44,69,69,73,72,36,9,400
UCL221056,3,4,0,3,0,0,5,0,0,0,0,0,4,0,0,5,0,3,5,5,15,11,3,0,46,0,5,3,3,12,18,4,0,43,4,9,17,28,27,35,12,3,146,0,0,0,5,0,0,0,0,10,0,0,0,0,5,5,0,0,12,10,14,17,31,38,40,16,3,164,0,0,0,0,0,4,0,0,4,5,0,8,10,12,13,8,0,49,10,24,43,60,73,92,24,3,329
UCL221057,0,3,3,0,0,0,7,0,3,5,7,6,4,0,0,28,3,8,8,12,7,21,4,0,62,3,3,4,4,18,11,10,0,50,10,18,9,24,28,8,3,0,105,0,0,0,0,0,4,0,0,3,0,0,0,3,5,3,0,0,8,10,18,11,26,32,15,3,0,118,0,0,0,0,0,0,0,0,0,3,0,0,8,8,12,3,4,40,21,31,34,57,77,59,25,7,300
UCL221058,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,4,9,0,8,3,0,0,28,0,3,13,5,8,3,3,0,39,11,36,35,33,18,8,6,0,153,0,0,0,0,0,4,0,0,6,0,0,0,3,7,3,0,0,15,13,37,41,36,20,18,6,0,172,0,0,0,0,0,0,0,0,3,3,3,12,12,11,12,6,0,58,24,55,71,64,47,33,11,0,306
UCL221059,3,3,3,0,0,0,12,0,0,8,3,8,3,0,0,16,0,8,16,5,3,4,4,0,47,0,12,13,8,7,12,3,0,54,17,32,15,28,24,17,9,0,129,0,4,3,0,3,0,0,0,12,0,0,3,0,4,0,3,0,13,13,34,23,27,25,16,7,0,147,0,0,0,3,0,0,0,0,3,3,6,3,13,10,9,6,0,53,23,58,56,63,60,39,24,3,331
UCL221060,3,0,3,10,0,0,12,0,0,0,0,3,8,0,0,19,0,0,4,5,12,13,3,0,43,0,0,4,4,12,21,14,4,64,0,8,10,10,33,31,24,5,108,0,0,0,0,4,0,0,0,8,0,0,0,0,3,3,3,0,10,4,8,13,12,33,33,23,5,129,0,0,0,0,0,3,0,0,4,0,3,4,6,9,18,19,5,71,7,13,24,27,77,97,62,20,330
UCL221061,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,7,3,0,6,4,0,0,21,10,19,12,9,4,0,0,0,51,15,26,21,25,20,3,0,0,114,3,3,0,3,0,0,0,0,8,0,3,0,3,3,0,0,0,16,19,27,27,28,22,9,0,0,132,0,0,0,0,0,0,0,0,0,18,36,25,32,26,23,4,0,172,50,95,64,72,67,36,8,3,387
UCL221062,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,10,0,13,3,5,5,7,0,0,33,0,3,6,14,17,7,5,0,50,10,31,12,19,24,19,11,5,124,3,4,0,3,0,0,0,0,10,3,0,0,4,3,0,3,0,12,14,32,8,28,29,22,8,5,146,0,0,0,0,0,5,0,0,8,9,9,11,8,29,29,17,5,120,24,55,33,56,80,75,35,8,373
UCL221063,0,0,0,0,0,0,6,0,3,0,6,3,0,0,0,10,0,0,5,5,3,3,0,0,22,3,3,0,5,3,3,3,3,23,6,18,17,10,19,9,3,0,89,0,0,4,0,3,0,0,0,6,0,0,0,0,4,0,0,0,5,6,18,21,10,19,9,3,0,95,0,0,0,0,0,0,0,0,0,0,6,6,8,18,21,12,9,81,17,37,36,36,48,37,18,18,241
UCL221064,5,4,0,0,0,0,11,0,3,3,3,0,0,0,0,8,3,8,10,5,3,4,0,0,32,10,12,14,11,13,0,0,0,64,13,41,32,31,19,8,3,0,137,0,0,0,0,0,0,0,0,7,3,0,5,4,0,4,0,0,15,14,44,37,35,20,9,3,0,159,0,0,0,0,0,0,0,0,4,14,3,8,4,5,0,0,0,41,41,73,73,64,43,20,3,0,314
UCL221065,0,3,0,5,0,0,12,0,0,3,3,3,0,0,0,7,0,12,3,3,6,3,0,0,31,0,7,14,10,14,0,0,0,39,6,30,18,19,29,10,4,0,122,0,3,3,0,0,0,0,0,8,0,0,3,0,3,0,0,0,6,12,31,26,25,31,17,4,0,139,0,0,0,0,0,0,0,0,0,6,8,3,3,8,7,0,0,34,18,52,43,43,59,31,11,0,266
UCL221066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,19,3,3,3,4,4,3,0,0,21,7,18,15,18,14,10,3,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,18,16,24,19,10,3,0,96,0,0,0,0,0,0,0,0,3,4,0,6,7,10,13,0,4,37,17,26,34,37,37,24,4,4,173
UCL221067,5,3,10,0,0,0,11,0,0,8,3,9,0,0,0,21,0,13,13,16,11,11,0,0,70,0,8,12,12,11,17,0,0,61,8,28,25,21,27,21,5,0,142,0,0,0,4,0,0,0,0,4,0,4,5,4,3,0,0,0,24,8,35,34,25,33,28,9,0,168,0,0,0,0,0,0,0,0,4,4,11,12,3,12,19,8,0,64,11,65,84,74,72,71,19,6,401
UCL221068,0,5,0,0,3,0,5,0,0,3,0,6,0,0,0,12,0,12,14,9,8,9,3,0,55,0,9,12,19,10,10,8,0,77,6,43,31,36,30,20,12,3,180,0,3,3,3,3,0,0,0,11,0,0,0,5,4,3,0,0,14,10,47,35,41,36,30,12,3,215,0,0,0,0,3,0,0,0,9,11,3,11,9,4,19,12,4,70,21,77,66,78,76,74,33,13,445
UCL221069,4,6,5,3,0,0,20,0,4,14,9,11,3,0,0,39,3,29,43,17,24,14,3,0,131,5,16,17,33,34,10,0,4,117,26,71,83,78,44,22,10,0,331,3,0,5,7,3,7,0,0,16,0,9,10,9,3,5,0,0,28,24,80,91,91,46,31,10,0,380,0,0,0,0,0,0,0,0,0,8,13,19,18,17,20,4,0,104,47,146,184,172,131,82,17,9,793
UCL221070,4,0,0,0,4,0,13,0,0,0,0,3,0,0,0,4,0,11,17,14,16,8,0,0,57,3,3,8,3,10,10,3,4,45,4,22,24,32,18,10,4,0,115,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,15,4,22,27,37,23,15,9,0,130,0,0,3,0,0,0,0,0,0,15,3,5,13,15,18,16,8,91,23,45,54,66,58,46,33,11,333
UCL221071,0,4,3,0,0,0,13,0,4,4,3,4,3,0,0,22,0,6,9,15,10,0,0,0,46,3,5,11,15,10,5,0,0,39,6,21,23,27,21,7,0,0,100,3,3,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,5,9,25,28,33,22,5,0,0,114,0,0,0,0,0,0,0,0,0,4,3,3,8,9,0,0,0,33,18,46,54,83,50,19,0,0,267
UCL221072,3,5,9,12,7,0,37,0,0,3,6,7,6,0,0,24,0,5,17,11,17,26,3,0,89,0,4,3,8,17,21,4,3,62,4,13,7,29,19,11,9,0,92,0,0,0,3,0,0,0,0,8,4,0,3,3,0,8,3,0,17,7,11,14,32,20,17,6,0,116,0,0,0,0,0,0,0,0,3,14,3,15,13,21,30,29,22,141,22,34,51,78,96,115,52,30,469
UCL221073,0,0,7,4,0,0,17,0,0,0,0,10,7,0,0,13,0,13,11,13,24,18,3,0,81,0,9,13,9,12,18,5,0,65,4,12,11,19,36,21,11,3,120,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,0,14,7,10,17,26,36,27,13,0,139,0,0,0,0,0,0,0,0,3,3,0,6,3,8,10,10,3,40,15,33,39,53,98,80,36,10,364
UCL221074,3,0,4,5,0,0,20,0,0,0,0,3,0,0,0,11,3,9,5,10,23,13,9,0,72,0,8,11,10,11,11,5,0,60,5,13,19,26,20,25,14,0,119,0,0,0,0,7,0,0,0,11,0,0,4,3,0,8,0,0,14,7,9,19,30,27,31,14,0,144,0,0,0,0,3,0,0,0,8,18,20,22,39,77,78,32,7,293,29,48,72,99,152,135,60,9,597
UCL221075,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,9,0,6,9,9,14,5,4,0,51,3,3,3,11,11,6,7,3,54,11,24,5,17,23,23,9,0,113,0,0,0,0,0,0,0,0,3,0,0,3,5,0,5,0,0,18,8,27,12,24,25,22,9,3,137,0,4,3,0,3,0,0,3,9,9,0,7,6,9,18,10,8,73,24,42,27,52,75,61,29,21,328
UCL221076,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,6,0,4,8,7,9,3,0,0,30,0,7,8,5,11,4,0,0,43,7,25,20,31,22,12,4,0,114,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,8,10,25,22,31,23,9,4,0,124,0,0,0,0,0,0,0,0,9,3,4,7,14,18,6,0,0,59,13,45,46,57,60,31,7,0,271
UCL221077,0,0,0,3,0,0,4,0,0,0,3,3,3,0,0,9,0,3,0,0,9,12,0,0,23,0,0,0,10,14,10,4,3,38,3,8,7,16,22,17,6,0,85,3,4,0,3,0,0,0,0,8,0,0,0,0,5,4,0,0,5,3,11,7,20,27,19,6,0,98,0,0,0,0,0,0,0,0,4,16,6,12,13,25,27,13,3,120,27,22,24,56,72,69,19,5,294
UCL221078,0,3,0,0,0,0,7,0,3,0,0,4,5,0,0,9,3,12,6,11,9,3,0,0,45,0,7,10,12,14,10,4,0,50,3,22,22,20,22,6,10,0,100,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,9,6,18,22,23,28,8,10,0,114,0,0,0,0,0,0,0,0,7,5,11,10,7,20,14,8,3,71,19,47,49,54,74,44,15,6,308
UCL221079,10,5,3,3,0,0,19,0,0,3,7,0,0,0,0,15,6,15,15,13,8,4,0,0,57,3,6,18,15,8,12,0,0,66,9,21,42,35,30,14,0,0,158,3,0,0,0,0,0,0,0,7,0,4,3,9,3,0,0,0,13,18,30,45,47,31,16,0,0,184,0,0,0,0,0,0,0,0,0,9,10,8,13,22,12,0,0,73,37,56,103,93,70,45,3,0,409
UCL221080,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,14,5,3,7,0,5,0,30,0,0,4,3,11,3,0,0,23,4,17,9,22,16,11,6,0,80,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,4,20,9,24,21,9,6,0,89,0,0,0,0,0,0,0,0,0,0,7,10,6,7,12,18,14,74,4,43,31,40,45,27,24,17,231
UCL221081,13,13,15,9,0,0,51,0,6,10,6,4,3,0,0,29,3,18,32,30,22,11,11,7,133,3,3,10,10,19,20,8,6,78,7,28,32,21,22,11,6,3,128,3,0,0,3,3,0,0,0,7,0,0,3,3,3,6,4,0,21,9,26,29,31,25,20,10,4,161,3,0,0,0,0,0,0,0,4,7,0,6,9,17,15,16,3,76,26,58,101,100,114,77,42,22,547
UCL221082,0,4,0,0,0,0,6,0,3,0,0,5,0,0,0,13,3,11,10,4,5,8,0,0,47,0,4,7,8,9,8,0,0,38,15,28,18,18,28,18,5,0,129,0,0,0,0,3,0,0,0,9,0,0,3,0,3,0,0,0,12,13,30,25,22,30,13,11,0,147,0,0,0,0,0,0,0,0,0,3,9,5,6,12,6,8,3,51,27,60,50,47,62,32,13,3,298
UCL222001,0,0,0,0,0,0,6,0,0,7,4,3,0,0,0,10,0,4,8,8,15,0,0,0,38,0,0,3,9,5,8,0,0,28,4,4,7,16,7,8,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,9,3,3,11,17,7,4,0,0,50,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,3,3,20,11,12,27,48,32,18,5,6,156
UCL222002,3,7,7,3,0,0,19,0,0,3,7,8,7,0,0,19,0,11,18,12,12,11,0,0,63,0,3,3,9,3,8,4,0,24,0,10,8,19,21,0,0,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,3,8,11,18,24,3,0,0,64,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,3,0,14,0,24,36,52,54,33,12,0,209
UCL222003,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,13,0,7,3,4,4,0,0,0,12,0,7,4,5,5,0,0,0,15,0,11,11,4,8,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,16,11,9,11,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,12,0,29,23,22,25,11,6,0,106
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,4,3,4,0,3,0,0,0,20
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,0,3,0,0,0,0,0,8,4,10,3,7,4,3,3,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,13,3,9,3,3,3,0,50,0,0,0,0,0,0,0,0,3,7,3,0,4,3,10,3,0,35,13,20,9,21,15,16,8,0,99
UCL222006,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,9,0,3,10,11,4,3,0,0,28,0,5,10,8,11,7,0,0,39,7,10,10,18,28,16,6,0,92,0,0,0,0,0,3,0,0,4,0,0,0,0,6,7,0,0,12,7,10,13,18,28,25,7,0,103,0,0,0,0,0,0,0,0,0,9,0,10,9,3,3,0,0,33,13,22,37,51,50,40,5,3,225
UCL222007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,5,3,0,3,0,0,10,0,3,0,6,4,5,0,0,23,0,4,4,15,13,4,0,0,40,3,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,7,3,4,4,21,13,7,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,12,8,5,12,33,21,21,3,3,105
UCL222008,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,9,0,10,6,6,6,4,0,0,40,0,4,4,9,3,3,0,0,18,0,10,8,6,8,10,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,6,8,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,6,3,8,3,0,0,34,0,18,41,24,34,25,6,0,149
UCL222009,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,5,0,0,0,12,0,0,3,4,6,3,3,0,16,3,4,6,6,15,14,3,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,9,13,9,16,14,3,0,61,0,0,0,0,0,0,0,0,4,6,7,8,8,3,4,3,3,44,11,17,18,30,33,22,13,7,144
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,0,0,0,0,17,0,6,4,4,7,3,0,0,29,0,6,8,19,9,12,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,8,19,7,16,0,0,58,0,0,0,0,0,0,0,0,0,5,10,8,10,17,9,4,0,59,13,28,25,39,34,25,8,0,179
