UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL215026,3,0,12,8,0,17,0,10,0,45,0,0,20,7,0,6,0,8,3,50,13,24,66,11,3,6,9,20,0,148,27,10,49,12,6,12,9,24,3,165,37,20,56,14,3,12,17,27,3,182,38,17,39,8,9,10,21,27,4,182,13,12,14,5,6,13,5,3,8,66,3,0,0,0,3,0,0,3,0,12,0,0,4,0,0,0,0,0,0,4,136,76,248,72,27,78,65,126,21,850,0,0,0,14,4,18,0,10,3,46,0,0,7,16,5,6,0,10,0,44,12,32,13,37,23,15,0,11,3,140,21,31,7,31,22,33,3,14,0,159,26,31,9,30,45,33,0,33,0,212,23,31,6,30,39,40,0,22,0,191,7,10,3,3,12,5,0,3,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,90,140,50,158,152,149,7,98,6,856
UCL215027,0,0,5,0,0,6,0,7,0,21,3,3,13,4,0,3,3,7,0,39,3,5,50,0,0,3,10,7,0,87,10,12,31,3,15,6,9,24,0,102,11,7,30,8,12,7,20,20,0,108,15,14,33,8,6,4,16,12,4,107,0,8,4,0,0,0,4,8,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,50,169,27,31,26,59,78,9,499,0,0,0,0,0,11,0,0,0,15,4,5,6,13,3,4,0,9,0,42,4,17,7,21,15,11,0,4,0,77,14,13,6,10,19,11,0,7,0,89,11,29,8,18,18,10,3,16,0,111,5,26,7,22,21,6,0,14,3,99,3,0,0,4,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,87,27,94,91,61,6,42,4,453
UCL215028,0,0,7,4,0,0,0,5,0,21,4,0,12,9,3,4,3,7,0,38,19,9,47,3,0,3,8,6,0,95,24,30,23,8,7,7,9,8,3,115,35,34,42,26,9,13,5,24,4,190,34,34,33,8,6,7,15,29,0,174,8,11,6,0,0,3,3,8,0,45,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,132,113,172,62,29,41,40,94,16,702,0,0,0,3,0,12,0,12,0,30,3,4,0,15,3,3,0,9,0,37,15,17,8,21,10,6,0,11,0,89,27,33,9,24,27,13,0,15,4,150,30,55,14,50,33,18,0,31,0,222,20,49,7,34,29,12,0,28,0,186,9,9,0,5,7,4,0,6,0,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,102,165,43,156,106,74,4,102,9,767
UCL215029,0,0,0,3,0,4,0,7,0,25,3,9,25,4,5,7,5,11,0,66,12,32,56,14,20,10,16,11,3,167,16,18,19,6,7,4,16,14,0,99,8,8,27,5,3,9,28,10,3,105,16,8,13,0,9,4,21,13,3,101,3,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,67,146,35,50,42,99,61,18,582,0,0,0,0,0,9,0,0,0,13,4,10,3,12,12,10,0,3,3,63,10,41,8,30,39,26,0,4,3,160,11,17,3,16,27,4,0,0,0,85,14,11,3,24,41,7,4,12,0,115,12,19,4,12,22,12,0,12,3,88,0,0,0,5,3,0,0,7,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,95,22,100,152,69,8,38,16,542
UCL215030,0,0,3,0,0,3,0,0,0,10,0,0,13,0,0,0,0,6,3,26,3,11,8,0,0,3,4,3,0,33,11,3,7,3,0,0,14,5,3,51,5,4,12,3,3,0,17,3,0,58,11,6,8,4,0,3,21,6,0,58,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,28,49,17,11,14,64,35,7,246,0,0,0,0,0,3,0,3,0,6,0,3,0,3,0,4,0,3,0,14,0,15,0,7,3,4,0,0,0,28,3,10,0,9,7,3,0,4,0,35,3,6,3,18,10,9,0,4,0,58,0,17,8,12,10,7,3,6,0,58,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,10,51,29,29,3,21,3,211
UCL215031,0,0,3,0,0,7,0,8,0,17,0,0,8,0,0,3,3,3,0,25,7,3,10,0,0,0,3,3,0,28,8,4,15,0,0,5,11,10,0,55,14,5,6,3,3,7,8,8,0,54,13,8,12,0,3,0,17,6,0,68,10,0,8,0,0,3,0,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,58,25,57,9,8,23,41,52,3,275,0,0,0,4,0,3,0,3,0,10,0,0,0,3,0,3,0,4,0,10,0,15,0,4,8,6,0,5,0,36,0,14,3,11,14,3,0,7,0,48,5,12,3,13,6,5,0,7,0,53,4,12,0,10,9,3,0,11,0,51,4,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,52,11,47,37,23,3,38,4,222
UCL215032,0,0,3,0,0,9,0,15,0,29,3,0,13,5,0,5,3,8,0,40,15,15,29,7,0,3,14,22,0,101,21,12,26,13,3,4,13,14,3,108,22,7,16,6,6,5,13,24,0,104,20,14,25,3,14,7,31,14,3,122,18,7,6,6,0,3,3,6,0,48,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,99,52,115,34,24,41,78,101,10,563,0,0,0,3,0,7,0,5,0,23,0,5,4,12,6,8,0,7,0,42,5,18,7,12,18,9,0,17,0,94,5,26,15,23,15,3,0,12,0,103,10,21,8,21,18,20,3,11,0,111,15,27,5,10,22,13,0,19,0,114,5,10,3,7,4,3,0,3,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,108,43,96,84,67,8,72,7,524
UCL215033,0,0,4,0,0,5,0,8,0,23,0,3,9,0,0,7,4,5,0,32,16,36,54,17,31,11,22,11,0,204,63,48,68,12,31,16,31,14,4,279,30,23,25,13,11,5,17,11,0,130,20,11,14,4,9,4,11,3,0,66,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,118,179,47,84,50,82,53,9,741,0,0,0,5,3,16,0,3,0,32,0,3,0,6,9,13,0,0,0,30,16,76,6,35,46,8,0,4,0,199,32,72,10,39,56,14,3,11,0,234,18,20,4,11,34,15,0,6,0,112,8,4,0,6,12,3,4,3,0,40,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,180,20,109,169,67,7,30,3,648
UCL215034,0,0,3,0,0,4,0,4,0,12,0,0,9,4,0,3,0,0,0,16,3,7,3,0,0,0,5,7,0,21,5,0,7,0,0,0,3,6,0,34,10,4,13,3,0,3,7,6,0,43,5,3,11,5,7,3,6,3,0,37,3,0,3,0,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,31,16,49,15,10,16,26,28,5,191,0,0,0,0,0,3,0,3,0,10,0,0,0,4,3,4,0,3,0,17,0,8,3,3,4,3,0,3,0,25,7,11,3,8,9,3,0,0,0,37,3,9,0,3,7,3,0,11,0,35,5,6,3,8,9,8,0,7,0,46,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,14,26,34,29,3,25,0,181
UCL215035,0,0,9,0,0,0,0,4,0,12,0,0,7,0,3,4,7,3,0,26,6,3,24,5,4,0,0,11,3,54,14,0,31,3,0,0,10,8,3,73,12,5,27,0,3,0,10,13,0,76,5,3,10,0,5,7,11,0,0,45,5,3,3,0,0,0,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,108,8,20,12,48,40,6,314,0,0,0,3,0,11,0,3,3,18,0,3,0,10,0,4,0,0,0,19,0,15,3,9,25,0,0,3,0,58,4,16,8,4,16,5,0,7,3,61,3,9,0,14,18,8,3,4,0,62,3,7,3,5,5,5,4,0,0,38,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,12,48,62,28,9,20,7,262
UCL215036,0,0,4,0,0,3,0,12,0,16,0,0,17,0,0,3,0,0,0,24,0,5,26,0,0,0,4,10,0,45,11,19,17,4,0,4,11,13,0,75,14,3,26,3,3,3,16,6,0,70,13,7,10,3,8,4,8,3,0,54,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,41,106,16,15,21,35,36,0,302,0,0,3,0,3,6,0,3,0,15,0,0,0,3,0,0,0,0,0,10,3,11,3,3,6,0,0,0,0,39,6,28,3,8,13,0,0,4,0,64,5,20,6,8,19,10,3,0,0,71,3,11,0,4,5,7,0,3,0,39,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65,18,34,55,29,6,17,3,247
UCL215037,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,15,3,4,7,4,0,0,3,11,3,44,9,4,10,0,3,0,9,4,0,38,13,7,24,9,3,0,13,7,0,67,9,3,17,7,0,5,16,12,0,68,4,0,3,0,0,0,3,0,0,15,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,40,16,72,22,6,7,44,49,5,269,0,0,0,3,0,0,0,3,0,8,0,6,3,3,0,8,0,3,0,25,0,8,3,3,7,3,0,0,0,30,8,3,0,7,10,7,0,9,0,39,4,12,4,6,8,14,0,3,0,54,7,11,10,10,3,10,0,9,0,66,3,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,16,33,34,38,0,34,6,231
UCL215038,0,0,4,0,0,3,3,5,0,16,4,0,10,0,0,0,15,12,0,43,4,0,18,3,0,0,11,7,0,52,11,3,18,4,3,4,13,6,0,66,6,3,18,4,3,0,11,11,3,62,5,7,9,0,0,3,13,16,0,42,3,0,3,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,12,86,9,10,18,69,59,7,299,0,0,0,0,0,10,0,3,0,9,0,3,0,8,5,13,0,0,0,30,4,13,5,9,6,3,0,4,0,46,0,8,0,10,17,5,0,5,0,52,7,5,6,7,14,8,0,14,3,58,0,6,0,10,9,4,0,9,0,47,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,38,13,48,55,40,4,39,3,262
UCL215039,0,0,3,0,0,8,0,3,0,12,3,3,9,0,0,0,0,3,0,19,3,0,14,0,0,0,14,3,0,33,6,0,15,0,0,0,13,10,3,43,7,3,10,0,0,3,22,8,0,59,7,0,13,5,3,0,27,4,7,64,3,0,3,0,3,0,7,9,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,61,9,10,10,81,43,9,256,0,0,6,4,3,9,0,0,0,15,0,0,0,8,0,0,0,0,0,13,0,9,3,7,3,5,0,3,0,34,0,3,3,9,8,5,0,4,0,33,5,15,3,14,11,8,0,6,0,68,9,4,0,11,11,4,0,7,0,50,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,11,52,37,35,0,29,4,225
UCL215040,0,0,8,0,0,11,3,11,0,28,6,5,20,3,3,14,6,12,3,72,20,23,41,4,5,3,13,22,3,123,21,16,28,7,0,9,18,21,5,119,31,17,33,8,13,12,26,25,0,160,29,18,30,9,8,11,24,28,0,164,12,6,8,3,3,3,9,7,4,44,6,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,3,121,80,167,32,32,58,95,118,10,727,0,0,0,15,3,20,0,3,0,42,3,4,9,14,11,5,0,6,0,50,9,25,8,21,18,15,0,8,0,110,7,23,9,19,21,13,3,16,0,106,17,34,10,31,31,19,3,21,0,169,18,29,3,30,26,13,3,19,0,140,8,3,0,10,10,3,0,4,0,34,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,67,123,43,138,115,92,4,79,3,662
UCL215041,3,0,13,0,0,10,0,8,0,28,0,0,23,4,0,0,4,12,0,44,6,5,60,4,5,9,13,20,3,125,15,8,25,7,10,12,34,23,4,133,12,3,42,8,7,4,25,22,3,119,8,3,19,0,8,4,21,19,0,78,0,3,0,0,0,4,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,24,182,16,25,38,107,102,10,552,0,0,0,3,3,20,0,0,0,28,0,5,5,5,7,11,0,5,0,44,10,20,4,19,31,14,6,13,0,114,8,16,5,27,19,21,3,10,0,109,9,19,0,29,29,13,3,11,0,115,0,7,4,8,14,8,5,6,0,56,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,73,19,100,101,87,16,45,5,470
UCL215042,0,0,3,3,0,5,0,11,0,27,3,3,11,0,0,3,4,6,0,34,5,15,31,0,0,3,11,20,0,82,19,6,23,3,3,7,13,11,8,90,13,4,21,10,0,8,8,15,0,78,12,8,9,7,3,3,12,7,0,63,0,0,4,0,0,0,0,3,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,41,96,28,6,23,53,80,10,390,0,0,0,0,0,11,0,0,0,21,0,0,0,9,6,0,0,0,0,27,10,18,11,21,15,7,0,7,0,73,7,26,5,8,12,4,0,9,0,75,5,15,5,24,18,6,0,4,0,75,3,9,3,10,13,0,0,11,3,59,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,23,74,64,35,3,34,4,339
UCL215043,5,0,13,3,0,9,0,19,3,49,5,5,24,3,0,3,0,6,0,49,19,16,53,9,3,3,22,24,3,142,21,16,39,3,3,9,13,15,4,130,23,10,32,6,3,8,32,22,3,147,10,13,31,3,12,8,27,18,4,128,3,3,3,0,3,0,6,4,0,37,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,102,60,194,33,23,44,101,122,18,697,0,0,3,11,0,30,0,3,0,53,0,7,8,21,8,8,0,5,0,65,4,25,7,31,14,15,0,7,0,125,7,23,3,19,26,21,0,18,8,126,11,23,15,34,28,21,0,17,3,160,5,23,7,28,26,16,0,15,4,127,3,7,3,8,9,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,102,50,157,121,116,8,70,17,677
UCL215044,0,0,12,5,0,5,0,10,3,46,10,4,39,3,7,7,3,18,3,86,22,20,50,13,11,8,7,51,6,188,40,56,48,17,18,9,14,30,3,239,41,47,42,24,11,14,12,22,5,216,26,28,41,8,6,10,13,33,0,166,9,8,9,0,0,6,8,4,0,53,3,3,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,3,157,161,243,72,51,65,71,173,24,1009,0,0,3,7,3,22,0,4,0,40,3,10,12,18,7,16,0,12,0,77,17,47,12,33,23,19,0,30,4,169,30,86,13,19,40,14,3,16,3,225,28,60,14,38,56,20,3,30,6,250,15,36,9,42,42,15,0,20,0,181,4,3,0,3,13,3,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,246,57,166,184,99,8,113,13,982
UCL215045,0,0,7,4,0,3,0,3,0,12,0,0,6,0,0,0,3,3,0,16,9,0,33,0,6,0,13,4,0,65,9,8,27,4,4,0,11,4,0,72,11,9,24,10,0,0,18,3,0,72,9,8,13,5,7,0,12,11,0,70,5,0,3,0,3,0,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,34,115,26,20,14,53,34,6,343,0,0,0,0,0,8,0,3,0,16,0,6,3,3,8,3,0,0,0,18,4,18,3,10,17,4,0,4,4,66,9,20,3,7,10,4,0,6,0,64,11,11,6,7,20,7,0,4,3,67,4,20,6,14,15,8,3,8,0,82,0,4,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,79,20,51,74,38,3,31,6,323
UCL215046,0,0,9,0,0,7,3,4,0,19,0,0,7,0,0,0,3,3,3,16,3,0,28,0,0,3,8,6,0,59,7,0,23,0,0,0,18,10,0,67,9,3,9,0,3,0,19,10,3,57,8,3,9,3,5,0,6,7,0,43,3,3,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,8,82,9,12,18,62,50,10,281,0,0,0,6,0,12,0,0,0,16,0,0,0,4,4,10,0,0,0,22,0,18,3,8,6,12,0,3,0,55,3,7,5,5,11,7,0,0,0,40,0,4,5,13,11,11,0,7,0,48,8,3,0,8,12,3,0,3,0,42,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,15,43,45,45,3,25,0,230
UCL215047,0,0,3,0,0,0,0,4,0,10,0,0,11,3,3,3,7,7,0,35,12,5,43,0,0,10,17,18,0,110,11,5,20,3,5,4,12,12,3,72,7,9,16,9,4,0,10,6,0,59,4,3,12,0,3,0,11,12,0,42,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,103,18,17,19,58,66,5,331,0,0,7,0,3,4,0,3,0,15,0,7,3,9,3,9,0,0,0,25,7,13,3,22,16,19,0,14,3,83,4,6,0,12,4,7,3,9,0,40,0,7,3,7,10,4,0,13,0,53,0,6,3,14,3,6,3,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,17,62,44,46,3,51,3,270
UCL215048,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,6,0,9,12,7,21,4,0,3,0,6,0,47,11,3,9,3,0,3,0,11,0,39,17,4,7,7,0,3,3,7,0,48,19,13,14,3,0,4,0,10,0,62,11,10,0,0,0,0,0,4,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,30,59,23,4,14,4,33,3,241,0,0,0,3,0,3,0,0,0,7,0,0,0,3,4,0,0,0,0,10,12,9,4,7,4,9,0,0,0,44,5,9,0,3,3,4,0,5,0,30,9,5,0,4,5,3,0,10,3,40,13,12,5,11,11,9,0,10,0,64,0,6,0,0,10,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,40,16,33,31,30,0,17,4,211
UCL215049,0,0,9,9,0,3,0,13,0,38,0,0,9,5,0,8,0,3,0,29,8,22,15,3,0,3,3,4,0,62,38,50,42,10,5,5,0,11,0,167,61,56,29,16,11,13,5,4,0,193,43,37,25,12,5,9,5,8,4,149,11,19,11,0,0,4,9,8,3,63,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,161,189,147,51,24,45,32,49,12,708,0,0,0,4,0,6,0,3,0,21,3,7,3,6,9,7,0,3,0,25,4,22,3,12,16,7,0,7,0,71,26,71,9,13,27,8,0,0,6,149,28,67,5,18,32,8,0,0,3,169,19,46,15,11,26,9,0,0,3,129,6,9,0,5,6,4,0,0,3,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,78,220,37,73,112,48,0,21,15,602
UCL215050,0,0,11,4,0,8,0,24,3,55,4,5,30,11,0,7,9,16,0,86,17,16,77,9,0,12,28,28,0,186,27,19,46,6,14,3,20,25,7,168,15,18,46,8,6,0,41,26,3,170,19,19,35,6,10,9,36,34,0,161,9,4,8,3,6,3,13,6,3,48,3,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,101,78,244,57,37,46,147,168,17,890,0,0,3,16,5,13,0,3,3,45,0,12,5,22,12,21,0,4,0,73,12,47,17,32,28,13,0,12,0,170,17,37,12,34,40,7,0,18,0,162,22,30,7,36,40,17,7,14,0,183,6,35,5,27,25,6,3,22,0,139,7,5,4,3,10,4,0,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,167,57,179,163,80,11,85,8,824
UCL215051,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,0,3,0,15,0,0,11,0,0,0,0,6,0,17,8,7,7,7,3,3,0,7,0,41,16,8,10,3,3,3,3,8,0,60,7,13,24,3,3,4,4,13,0,69,6,0,3,0,0,4,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,60,20,11,19,13,35,5,228,0,0,0,0,0,3,0,3,0,11,0,0,0,4,3,3,0,0,0,12,3,7,3,6,0,3,0,0,0,21,7,16,3,3,3,8,0,0,3,37,12,21,7,11,17,6,0,5,0,85,11,17,5,8,16,3,0,4,0,66,3,4,3,0,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,66,14,32,47,29,0,23,3,252
UCL215052,0,3,19,6,0,14,0,15,0,55,4,6,26,7,0,5,9,7,0,64,25,22,49,9,0,13,4,15,3,142,37,12,48,15,0,9,12,19,7,156,28,24,39,14,6,12,15,21,0,165,28,16,37,7,4,11,20,20,6,140,7,7,13,0,3,3,4,8,0,46,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,131,83,236,58,19,64,70,97,17,787,0,0,7,19,0,11,0,12,0,52,0,7,14,8,12,18,0,10,0,63,10,41,8,24,10,19,3,20,0,132,21,38,10,38,29,19,4,9,0,159,15,27,8,31,37,21,0,28,5,171,16,32,15,20,37,28,0,13,0,162,7,5,3,3,7,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,153,51,139,133,120,8,90,8,775
UCL215053,0,0,3,0,0,4,0,6,0,15,6,0,12,0,0,3,5,9,0,34,8,3,24,4,5,10,14,15,0,83,4,3,10,4,3,5,8,8,0,46,13,3,18,3,4,3,20,21,0,91,13,0,15,0,5,3,17,9,0,63,3,6,3,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,23,82,14,20,28,70,67,3,348,0,0,0,9,0,12,0,3,0,19,0,11,3,7,5,9,0,3,0,48,0,14,3,20,12,4,0,7,0,60,0,6,3,15,3,10,0,3,0,35,12,5,4,25,15,10,0,13,0,84,6,10,0,20,14,4,0,10,3,75,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,47,14,93,59,49,3,46,5,338
