UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL215027,6,69,46,904,16,1040,0,0,0,3,0,3,13,0,0,12,0,18,8,0,0,0,0,6,52,16,8,29,0,104,153,68,56,820,42,1138,8,0,0,0,0,8,5,0,3,7,0,15,28,18,9,78,0,123,22,0,0,8,0,23,3,3,0,0,0,3,10,0,0,0,0,12,24,30,9,293,8,366,13,3,0,51,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,8,3,0,0,0,0,4,6,3,0,0,0,9,4,3,0,6,0,13,7,0,0,0,0,7,31,20,13,246,4,316,3,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,8,0,12,0,28,48,7,9,31,0,99,3,0,0,32,251,281,379,140,95,1821,313,2742
UCL215028,14,137,97,954,16,1216,0,0,0,0,0,0,13,3,0,8,0,30,16,0,0,0,0,16,34,11,16,12,0,66,237,128,73,928,30,1399,9,0,3,0,0,11,17,0,0,13,0,28,62,24,12,114,7,215,19,3,0,12,0,36,17,4,0,0,0,16,23,6,0,0,0,34,61,37,14,451,5,568,36,22,7,126,0,189,3,0,0,0,0,3,0,0,0,5,0,4,3,0,4,3,0,11,11,0,3,3,0,22,6,0,0,0,0,6,3,6,11,0,0,22,13,4,0,5,0,25,13,3,0,4,5,22,71,34,13,274,9,401,17,0,3,0,0,15,5,0,0,0,0,6,11,0,3,5,0,16,4,0,0,4,0,8,5,0,0,0,0,4,9,0,0,0,0,9,13,3,3,17,0,34,125,26,21,42,0,209,4,3,0,24,188,219,696,263,165,2056,242,3422
UCL215029,27,83,51,647,13,827,0,0,0,0,0,0,11,3,0,4,0,19,17,4,0,3,0,31,18,8,0,17,0,42,116,75,56,486,12,754,44,0,3,0,0,51,4,0,0,0,0,8,21,9,3,51,0,92,9,8,3,15,0,34,8,0,0,0,0,12,47,4,0,0,0,57,13,21,10,191,3,239,63,28,17,67,0,171,0,0,0,0,0,0,8,4,0,0,0,10,8,0,5,5,0,17,30,8,12,34,0,83,14,0,0,0,0,20,5,7,0,0,0,12,20,0,0,3,0,24,3,0,3,0,0,6,25,10,13,119,0,163,0,0,0,0,0,3,3,0,0,0,0,3,7,6,0,0,0,9,7,0,0,0,0,7,7,0,0,3,0,10,4,0,0,0,0,4,4,0,0,5,0,14,94,17,10,32,3,162,4,0,0,6,112,130,533,174,112,1180,140,2139
UCL215030,7,33,24,523,16,598,0,0,0,13,0,13,5,0,0,4,0,10,0,0,0,0,0,0,7,3,0,7,0,17,46,33,19,432,27,556,3,0,0,0,0,5,0,0,0,10,0,6,5,7,0,154,4,173,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,6,5,5,3,110,3,126,8,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,5,12,3,129,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,12,7,8,14,0,41,3,0,0,10,137,148,110,60,44,1042,166,1424
UCL215031,0,23,15,524,18,578,0,0,0,4,0,4,6,0,0,4,0,10,0,0,0,0,0,0,4,0,3,3,0,14,38,11,15,455,18,540,14,0,0,0,3,13,3,0,0,3,0,4,3,4,0,53,4,62,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,4,4,153,5,170,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,10,8,5,155,6,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,6,0,0,11,0,23,10,0,0,14,137,165,107,40,26,1037,186,1395
UCL215032,14,65,40,1021,37,1184,0,0,0,3,0,3,16,0,0,3,0,22,0,0,0,0,0,0,14,3,5,6,3,33,114,78,46,1038,30,1306,17,0,0,0,3,19,0,0,0,6,0,8,16,11,3,73,5,107,4,0,0,7,0,11,4,0,0,3,0,5,6,0,0,0,3,8,27,20,10,401,7,468,11,9,0,43,0,62,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,11,4,0,0,0,0,9,0,3,0,4,0,8,0,0,0,0,0,0,28,28,12,287,3,356,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,6,0,10,0,0,0,3,0,5,3,0,0,0,0,3,3,0,0,0,0,4,3,3,0,9,0,20,33,11,3,18,0,65,3,0,0,42,190,234,264,140,78,2154,267,2899
UCL215033,19,111,83,887,18,1120,0,0,0,3,0,3,17,0,0,4,0,24,36,3,0,13,0,54,26,9,3,29,0,66,189,96,59,548,6,899,45,0,8,7,0,61,5,0,0,4,0,12,17,12,8,57,0,99,7,5,5,6,0,18,3,3,0,3,0,7,43,4,0,0,0,42,51,24,9,189,4,277,30,12,17,57,0,122,0,0,0,0,0,0,3,0,3,0,0,10,4,0,0,5,0,9,48,14,21,50,0,131,19,0,0,0,0,20,11,0,7,4,0,23,17,10,4,11,0,42,3,3,3,5,0,9,47,25,10,137,4,221,0,0,0,0,0,0,12,0,0,0,0,12,5,3,0,0,0,12,0,0,3,0,0,9,0,0,0,0,0,0,8,4,3,0,0,10,11,0,0,3,0,19,120,21,14,19,0,177,7,8,0,20,61,94,652,223,159,1441,93,2572
UCL215034,3,35,23,399,7,473,0,0,0,4,0,4,3,0,0,3,0,9,0,0,0,0,0,3,24,6,0,0,0,33,91,29,33,354,10,518,4,0,0,0,0,4,6,0,3,0,0,14,5,0,0,18,0,26,0,0,0,5,0,4,0,0,0,0,0,3,3,0,0,0,0,3,19,8,7,125,3,158,15,3,0,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,28,12,5,105,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,19,6,0,13,0,38,11,3,0,14,51,76,208,69,53,763,70,1164
UCL215035,5,65,40,502,11,619,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,24,4,7,14,0,57,69,49,28,349,5,506,8,0,0,0,0,16,3,0,0,0,0,3,7,0,4,23,0,35,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,0,0,3,22,5,6,139,3,175,11,8,3,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,9,0,0,0,0,0,0,8,0,13,3,0,18,5,0,0,4,0,11,0,0,0,0,0,0,4,7,4,59,0,76,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,3,0,5,0,28,0,0,0,25,65,95,171,96,57,863,86,1277
UCL215036,0,67,34,399,5,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,4,8,0,34,114,61,27,305,8,514,3,0,0,0,0,3,3,0,0,15,0,18,15,4,4,23,0,45,3,3,4,3,0,10,0,0,0,3,0,9,3,0,0,0,0,3,18,15,3,94,4,125,19,12,3,26,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,8,0,0,0,0,11,4,0,0,0,0,4,18,13,13,68,3,116,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,13,31,9,7,20,0,63,3,0,0,18,60,87,229,113,61,707,75,1188
UCL215037,5,47,27,593,13,685,0,0,0,0,0,0,10,0,0,3,0,17,0,0,0,0,0,3,16,3,0,3,0,23,104,51,28,500,22,700,7,0,0,0,0,15,0,0,0,3,0,6,23,3,0,35,0,62,3,0,0,0,3,10,3,0,0,0,0,3,4,0,0,0,0,4,16,20,9,197,10,248,20,0,0,35,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,8,0,3,0,0,11,7,0,0,0,0,8,0,0,0,0,0,0,32,22,13,121,0,186,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,9,3,10,0,45,9,0,0,15,143,165,260,95,47,1128,189,1716
UCL215038,6,32,23,602,22,689,0,0,0,0,0,0,8,0,0,5,0,11,3,0,0,0,0,0,18,3,3,0,0,28,56,39,28,461,12,605,0,0,0,0,0,0,0,0,0,0,0,3,12,0,9,34,5,61,3,0,0,0,0,3,0,0,0,3,0,3,9,0,0,0,0,9,10,9,6,144,6,181,7,3,0,17,0,31,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,5,0,0,0,0,7,15,0,0,5,0,21,4,0,0,0,0,5,7,11,11,94,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,16,40,3,6,4,0,52,0,0,0,27,71,104,178,73,52,1106,110,1519
UCL215039,0,22,16,540,15,596,0,0,0,33,3,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,4,26,38,27,21,396,17,495,3,0,3,0,0,11,0,0,0,5,0,5,0,3,0,42,0,52,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,5,3,76,3,99,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,3,0,5,0,0,0,0,0,0,16,3,4,84,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,6,5,31,4,0,0,16,111,126,90,41,32,943,158,1264
UCL215040,10,71,46,1448,38,1617,0,0,0,17,0,17,10,0,0,3,0,11,4,0,0,0,0,5,15,9,0,9,0,31,111,81,78,1275,42,1592,16,0,0,0,0,21,0,0,0,7,0,8,18,6,5,103,3,140,12,0,0,8,0,26,3,0,0,0,0,7,33,0,0,0,0,33,19,19,5,337,5,378,12,6,3,51,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,5,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,3,18,28,15,350,10,421,0,0,0,0,0,0,10,0,0,0,0,10,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,48,4,3,25,0,78,0,3,0,33,264,306,288,137,115,2748,353,3633
UCL215041,11,75,58,841,14,996,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,4,22,11,5,19,0,72,144,77,62,613,16,916,12,0,0,0,0,18,3,0,0,17,0,18,23,15,3,61,0,109,3,3,0,3,0,16,3,0,0,0,0,5,13,3,0,0,0,17,28,9,19,180,4,241,62,10,7,50,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,3,7,0,0,0,8,14,4,7,0,0,21,3,7,0,3,0,12,0,0,0,0,0,0,29,12,11,145,5,204,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,6,0,10,47,9,6,15,0,79,7,3,0,22,155,184,370,155,102,1456,197,2281
UCL215042,0,38,26,578,12,661,0,0,0,11,0,11,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,6,0,16,55,41,18,486,10,610,12,0,0,0,0,12,3,0,0,7,4,9,0,3,6,60,0,68,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,340,7,370,5,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,4,3,7,152,3,169,0,0,0,0,3,4,0,0,0,0,0,3,10,0,0,4,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,0,12,17,3,8,12,3,41,0,0,0,26,92,118,119,66,43,1230,126,1585
UCL215043,29,117,82,1293,31,1552,0,0,0,3,0,3,18,0,4,12,0,29,3,3,0,4,0,11,53,21,12,36,0,127,205,116,99,1047,27,1492,16,0,0,0,0,16,7,0,0,4,0,11,17,12,5,85,0,122,9,0,0,0,0,6,6,0,0,0,0,7,21,0,0,3,0,24,36,27,7,266,9,341,92,9,4,95,0,206,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,16,5,0,7,0,0,13,10,3,3,4,0,24,9,0,0,9,0,18,0,0,0,4,0,4,41,41,19,288,0,395,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,13,9,0,8,0,28,64,20,9,42,0,146,8,0,0,41,220,273,571,220,159,2404,282,3639
UCL215044,23,160,125,1582,31,1924,0,0,0,3,0,3,57,0,0,7,3,63,4,0,3,0,0,11,39,5,4,15,0,74,287,146,121,1431,24,2014,25,0,5,0,0,33,5,3,0,14,0,21,48,23,18,130,8,224,9,0,3,9,0,22,3,5,0,3,0,15,45,0,0,0,0,42,74,51,38,597,11,773,34,4,3,67,3,108,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,13,3,0,8,0,24,11,0,0,0,0,16,21,20,0,0,0,42,15,0,4,6,0,25,3,0,0,3,0,7,89,48,30,420,3,586,3,0,0,3,0,7,9,0,0,3,0,17,3,3,0,3,0,7,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,12,0,5,18,0,32,109,30,27,58,0,223,8,0,0,38,356,405,751,297,231,3170,421,4866
UCL215045,3,38,40,576,10,668,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,8,3,3,16,0,32,80,42,41,400,18,572,9,0,0,0,0,9,3,0,0,7,0,12,8,3,3,38,3,62,3,5,3,8,0,16,3,0,0,0,0,3,0,0,0,0,0,0,18,12,6,149,7,197,13,9,3,25,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,0,28,5,0,0,5,0,9,4,8,6,3,0,17,8,3,0,5,0,9,0,0,0,0,0,0,26,11,9,112,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,8,13,13,3,12,0,39,0,0,4,18,78,93,177,89,75,1016,108,1462
UCL215046,3,40,32,473,16,557,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,7,21,15,3,10,3,42,65,44,36,379,9,531,0,0,4,0,0,5,0,0,0,4,0,3,8,3,0,19,0,38,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,9,3,85,0,113,11,7,4,25,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,0,0,0,0,5,5,4,0,0,0,11,0,0,0,0,0,0,21,15,10,99,0,148,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,19,11,3,11,0,40,3,0,0,10,30,43,145,88,54,826,53,1161
UCL215047,11,55,37,567,13,684,0,0,0,3,0,3,5,0,0,0,0,7,6,0,0,4,0,9,13,9,5,26,0,60,117,38,51,456,16,682,0,0,0,0,0,0,6,0,3,4,0,8,15,7,7,37,0,59,0,0,0,0,0,0,6,0,0,3,0,5,13,0,0,0,0,15,24,0,10,123,3,172,6,3,3,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,0,0,0,9,9,10,0,0,0,20,8,0,0,4,0,8,3,0,0,0,0,3,16,3,4,81,5,112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,9,39,9,3,15,0,66,0,0,0,11,110,125,230,83,79,1002,136,1535
UCL215048,3,32,22,283,5,343,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,3,0,4,0,16,68,27,27,276,5,395,15,0,0,0,0,15,3,0,0,0,0,9,8,3,0,18,0,35,13,3,0,0,3,14,4,0,0,0,0,4,14,0,0,0,0,14,18,3,3,120,3,158,14,5,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,14,4,3,0,0,0,4,3,0,0,0,0,3,0,0,0,3,0,3,19,6,5,104,3,136,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,22,8,3,3,0,38,3,0,4,6,103,114,200,51,45,614,118,1026
UCL215049,18,150,89,788,19,1057,0,0,0,0,0,3,5,3,3,3,0,18,8,0,0,3,0,15,25,14,3,11,0,56,241,120,82,767,13,1222,3,0,0,0,0,3,3,3,3,14,0,22,36,20,5,75,7,140,10,3,0,5,0,22,7,0,3,0,0,11,4,0,0,0,0,9,63,42,28,308,9,444,43,4,13,47,0,103,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,5,19,3,3,5,0,31,0,0,0,0,0,4,9,7,3,3,0,28,19,4,3,6,0,38,3,0,0,0,0,3,55,34,24,218,7,336,3,0,0,0,0,3,7,0,0,0,0,9,3,0,0,3,0,5,3,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,17,6,0,15,0,38,95,24,23,33,3,174,3,6,0,36,151,191,546,250,167,1656,188,2808
UCL215050,14,118,61,1703,32,1934,0,0,0,0,0,0,14,0,0,11,0,22,0,0,0,6,0,10,39,12,8,26,0,87,178,112,74,1409,47,1816,22,0,0,0,0,22,5,0,0,3,0,7,24,12,9,133,0,170,0,3,0,4,0,7,0,0,0,3,0,8,3,0,0,0,0,3,32,16,20,459,7,534,14,6,0,52,0,75,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,9,7,4,0,6,0,11,14,3,0,5,3,31,0,0,0,0,0,3,53,33,21,351,3,455,0,0,0,0,0,6,4,4,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,5,0,15,69,10,10,40,4,131,8,3,3,75,271,357,435,207,129,3192,350,4316
UCL215051,3,27,27,421,8,490,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,4,21,3,4,6,0,35,126,42,38,368,11,579,0,0,0,0,0,0,9,0,3,0,0,15,8,4,4,21,0,38,0,0,0,0,0,6,4,5,0,0,0,11,0,0,0,0,0,4,27,16,9,183,3,236,11,3,0,21,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,3,0,11,0,0,0,0,0,0,21,13,4,127,3,173,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,7,3,0,3,0,18,31,3,4,11,0,60,0,0,0,4,41,42,232,73,58,836,58,1263
UCL215052,16,110,81,1148,25,1376,0,0,0,9,0,7,29,0,0,3,0,30,0,0,0,0,0,3,22,9,8,11,0,52,152,109,77,1079,33,1446,3,0,0,0,0,5,6,0,3,10,0,19,40,16,12,84,0,158,7,3,0,7,0,22,0,0,0,0,0,3,12,0,0,0,0,13,44,30,16,460,13,567,16,14,10,37,0,81,0,0,0,0,0,5,0,4,0,9,0,9,0,0,0,0,0,0,3,3,0,0,0,5,3,0,0,0,0,6,7,8,3,0,0,18,9,0,3,4,0,19,3,0,0,9,0,8,38,33,23,315,8,410,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,11,0,18,92,19,11,39,0,157,7,3,0,34,215,256,417,211,143,2352,287,3410
UCL215053,8,48,21,736,18,828,0,0,0,9,0,5,3,0,0,4,0,10,5,0,0,10,0,16,12,3,0,3,0,18,71,53,25,682,14,845,8,0,0,0,0,8,0,3,0,8,0,12,13,9,4,95,0,123,8,0,0,8,0,20,4,0,0,0,0,4,3,0,0,0,0,5,7,6,0,135,4,153,23,11,0,35,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,6,0,0,3,0,8,0,0,0,0,0,0,22,10,3,158,10,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,15,27,7,14,11,0,57,0,3,3,20,159,180,194,101,47,1434,203,1981
UCL215054,3,67,58,531,25,684,0,0,0,6,0,6,3,0,3,5,0,12,0,0,0,0,0,0,21,7,10,24,0,56,115,70,57,438,25,703,0,0,0,0,0,4,4,0,3,4,0,14,20,9,3,47,0,75,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,3,19,11,6,142,4,180,15,0,3,15,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,7,4,0,0,0,0,3,3,0,0,0,0,9,7,6,0,0,0,15,0,0,0,0,0,3,19,12,3,131,0,168,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,16,45,6,3,19,0,82,4,0,0,7,94,106,255,114,98,966,140,1573
