UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215040,0,0,4,0,3,0,0,0,8,0,3,0,3,7,3,0,0,13,3,17,19,9,12,5,4,0,76,3,6,18,13,18,8,3,3,72,26,61,53,64,69,41,16,6,345,9,0,0,3,0,0,0,0,14,0,3,6,6,6,4,0,0,25,33,66,61,73,75,49,21,6,384,0,0,0,0,0,0,0,0,5,21,22,21,18,25,42,38,22,203,63,116,122,121,138,108,62,29,756,0,3,0,6,0,0,0,0,12,0,3,3,5,9,0,0,0,23,7,33,27,24,25,14,13,3,135,7,18,18,28,24,18,6,0,115,34,30,31,32,25,16,5,3,181,3,4,3,3,7,3,0,0,24,3,3,4,4,10,3,0,0,33,41,39,45,41,40,26,8,3,240,0,3,0,0,5,0,0,0,9,23,14,22,21,33,55,58,19,259,77,112,111,128,132,110,84,24,790,0,3
UCL215041,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,3,6,3,0,0,27,0,10,11,8,3,3,3,3,40,26,67,50,62,32,20,16,0,271,6,0,0,0,0,0,0,0,11,0,0,3,4,3,0,0,0,8,33,70,50,62,33,20,16,0,295,0,0,0,0,0,0,0,0,3,15,10,18,14,18,8,3,5,91,44,90,94,87,61,42,26,16,459,0,3,0,0,0,0,0,0,5,0,6,8,3,0,0,0,0,14,3,16,11,10,4,0,3,0,59,5,29,18,11,4,10,0,0,87,15,40,23,30,7,0,3,0,125,5,3,10,5,0,3,0,0,21,0,4,8,4,0,0,0,0,21,22,49,36,44,14,3,3,0,170,0,0,0,0,0,4,0,0,4,15,20,12,9,6,13,26,11,119,49,127,96,82,27,36,30,13,460,0,3
UCL215042,0,0,0,0,4,3,0,0,6,0,0,0,0,3,0,0,0,9,0,11,11,7,6,3,0,0,46,4,3,7,9,3,9,3,0,30,17,35,53,25,25,15,4,3,188,0,3,6,3,0,0,0,0,7,0,0,5,0,3,0,0,0,12,18,42,59,29,36,21,3,3,204,0,0,0,0,0,3,0,0,4,13,7,11,18,3,13,3,0,67,38,67,91,62,59,40,15,4,372,0,0,6,5,0,0,0,0,12,0,8,10,0,3,0,0,0,19,0,16,21,12,14,4,0,0,76,3,19,16,12,10,9,3,0,70,11,26,19,23,14,7,3,0,105,0,0,4,0,4,0,0,0,11,0,0,0,0,3,3,0,0,9,10,26,22,27,17,11,3,0,126,0,0,0,0,3,0,0,0,3,8,7,11,5,15,8,4,3,64,23,76,76,71,64,37,13,7,368,0,3
UCL215043,0,0,0,0,3,0,3,0,15,0,0,3,3,3,0,0,0,16,3,19,20,10,11,16,9,6,88,0,3,12,10,11,10,5,3,63,43,85,61,81,57,53,24,10,411,5,8,0,4,3,0,0,0,19,0,5,5,3,11,3,0,0,27,46,95,67,88,65,55,27,11,459,0,0,0,0,0,5,0,0,7,25,24,11,18,21,27,18,3,142,76,146,120,128,119,107,55,23,783,0,0,3,3,4,3,0,0,13,4,10,9,10,8,4,0,0,38,8,33,19,23,27,17,4,0,126,14,20,27,24,24,15,7,3,130,22,62,39,36,21,21,8,0,208,4,4,5,3,0,5,0,0,30,7,0,6,7,7,5,6,0,34,33,63,51,41,34,27,12,5,280,0,0,0,0,4,5,0,0,11,28,18,25,18,33,25,27,21,202,82,148,130,121,131,102,55,36,803,0,0
UCL215044,0,0,21,13,12,14,3,0,71,0,6,18,3,8,6,3,0,44,8,26,46,44,26,23,8,3,192,5,22,30,21,22,20,7,3,137,42,71,62,75,62,53,42,20,426,3,5,0,0,0,0,0,0,18,0,4,3,9,3,6,3,0,28,40,80,75,85,64,58,46,23,469,0,4,0,3,0,3,0,0,11,39,23,36,28,27,36,36,17,242,91,165,224,203,166,167,101,44,1158,0,12,20,11,16,10,0,0,66,0,6,26,19,16,9,3,0,74,5,54,83,55,37,37,19,7,298,11,33,38,49,37,22,18,5,217,21,36,33,41,34,11,3,0,194,4,8,9,10,4,6,0,0,43,0,11,7,15,10,12,0,6,59,29,56,50,65,52,25,8,5,297,0,9,0,4,3,0,3,3,24,22,26,34,28,44,44,43,19,269,73,195,253,236,205,152,89,42,1241,0,15
UCL215045,0,0,0,3,0,0,0,0,8,0,0,8,3,0,0,0,0,10,0,3,6,6,7,9,0,0,32,0,7,8,6,12,8,3,0,37,16,47,45,32,42,19,5,3,199,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,12,16,44,43,32,46,21,5,3,206,0,0,0,4,0,0,0,0,4,11,5,3,8,13,9,5,3,62,32,64,68,60,78,41,12,3,352,0,0,3,5,4,0,0,0,7,0,0,7,3,5,0,0,0,20,3,22,12,10,10,11,0,0,73,6,11,18,21,23,6,0,3,84,3,21,13,13,21,4,0,0,71,3,0,0,3,0,0,0,0,11,0,0,4,0,0,0,0,0,5,6,24,17,16,21,4,0,0,84,0,3,0,0,0,0,0,0,5,12,4,4,7,9,9,10,0,63,26,77,61,61,75,34,7,4,336,0,3
UCL215046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,17,0,0,3,3,3,0,0,0,13,16,33,25,28,25,15,6,0,154,3,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,5,12,36,25,28,25,17,6,0,162,0,0,0,0,0,0,0,0,3,0,3,5,3,10,11,4,0,38,16,41,41,39,41,32,8,0,228,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,15,5,0,3,3,0,0,33,0,11,12,4,0,3,0,0,43,10,20,10,14,10,3,0,0,80,3,5,0,4,0,0,0,0,7,0,3,0,0,3,4,0,0,9,17,27,14,18,13,5,0,0,95,0,0,0,0,3,0,0,0,6,7,3,6,7,12,6,4,5,47,24,63,42,36,32,21,9,5,230,0,0
UCL215047,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,11,7,3,3,0,0,27,3,10,3,0,0,0,0,0,15,17,49,32,28,21,9,5,0,168,3,0,0,0,0,0,0,0,4,0,5,0,3,0,4,0,0,8,17,54,32,33,23,9,5,0,178,0,0,0,0,0,0,0,0,6,8,14,15,6,14,8,12,0,66,31,79,58,47,44,24,20,0,298,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,4,3,15,7,3,6,0,0,0,37,4,23,15,15,12,0,0,0,66,17,31,14,20,13,3,0,0,87,0,4,0,0,0,0,0,0,10,0,9,5,4,4,3,0,0,23,21,35,21,24,14,6,3,0,123,0,0,0,0,0,0,0,0,4,10,9,5,11,18,17,11,3,79,39,92,45,52,51,28,14,3,323,0,4
UCL215048,0,0,0,0,3,8,3,0,15,0,0,0,0,6,6,3,0,9,0,11,14,14,16,19,5,0,75,0,6,5,0,3,8,6,0,40,4,12,11,17,23,16,4,3,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,12,8,24,26,18,3,3,101,0,0,3,0,0,0,0,0,3,3,12,4,8,10,5,6,3,55,8,44,37,43,63,65,27,6,296,0,5,3,3,3,0,0,0,20,0,0,4,3,6,5,0,0,15,3,18,13,11,19,13,6,4,83,0,11,4,6,8,12,3,0,51,7,8,9,10,13,3,0,0,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,8,9,10,15,8,4,0,50,0,0,0,0,0,0,0,0,5,0,14,4,5,15,11,14,12,78,9,55,43,34,72,53,25,15,306,0,5
UCL215049,0,7,17,23,15,14,6,0,81,0,0,10,5,9,8,6,0,29,4,24,51,51,40,31,6,0,200,3,8,18,22,23,24,13,3,114,19,21,52,49,42,36,18,3,233,0,0,0,0,0,0,0,0,3,0,0,3,3,3,7,0,0,15,16,19,51,55,47,47,15,4,253,0,0,0,0,3,0,0,0,12,10,4,16,16,23,25,12,0,110,38,61,157,173,163,133,58,4,790,3,10,22,14,13,9,0,0,76,0,3,19,28,22,7,0,0,74,10,39,78,56,43,26,3,0,261,0,12,26,31,30,28,11,0,131,9,7,17,15,26,11,0,0,80,0,0,3,3,0,3,0,0,11,0,0,3,9,4,8,7,0,26,9,13,23,25,29,17,4,0,115,0,0,0,0,0,0,0,3,9,15,7,17,14,19,15,9,3,106,31,79,184,165,160,117,29,7,773,3,16
UCL215050,0,3,3,3,3,0,0,0,14,0,0,5,6,0,4,0,0,20,3,21,22,9,16,7,4,0,84,3,16,16,7,15,15,0,3,83,46,120,77,93,86,61,37,3,519,0,4,3,0,0,3,0,0,12,0,5,8,0,3,0,0,0,18,45,122,87,95,93,63,39,8,550,0,0,0,0,3,0,4,0,9,28,18,15,29,25,28,36,9,188,82,186,154,148,152,121,86,21,943,0,3,5,3,4,3,0,0,23,0,3,9,11,8,3,3,0,41,14,62,38,28,26,17,9,4,192,9,33,23,34,20,25,17,4,160,28,71,43,34,28,7,5,3,220,5,4,7,4,4,3,0,0,29,0,5,10,10,9,9,3,0,44,38,80,54,54,44,16,9,3,295,0,0,0,0,0,0,0,3,6,31,14,25,26,27,56,33,23,240,86,200,161,149,132,121,72,41,957,0,4
UCL215051,0,0,4,0,4,10,3,3,25,0,0,0,0,9,3,3,0,18,0,0,5,12,19,16,7,0,65,0,0,4,8,8,15,3,0,34,8,13,17,16,36,32,18,3,140,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,3,13,10,13,17,25,40,35,18,3,158,0,0,0,0,0,0,0,0,3,3,0,3,5,13,11,4,4,47,14,11,38,55,96,89,30,18,348,0,0,8,11,12,11,0,0,33,0,0,3,10,6,7,0,0,26,0,6,17,26,27,21,5,0,107,0,4,11,16,29,20,6,4,85,0,3,3,12,9,7,0,0,44,0,0,0,0,3,0,0,0,4,0,4,0,4,9,8,3,0,26,6,9,8,17,24,10,3,0,74,0,0,0,0,3,0,0,0,9,0,0,0,4,12,17,3,7,49,9,23,39,79,117,73,27,14,384,0,0
UCL215052,0,3,8,4,3,0,0,3,24,0,3,3,3,4,0,0,0,17,3,24,19,17,12,14,4,5,93,0,12,16,10,14,12,8,7,77,38,59,81,74,78,60,22,10,427,0,0,0,0,0,0,0,0,5,4,3,9,3,9,3,3,5,31,45,65,92,81,84,68,23,13,470,0,0,0,0,0,0,0,0,3,18,21,25,19,25,21,18,4,141,70,130,156,140,133,113,55,28,820,0,8,4,4,3,0,0,0,26,3,8,5,11,5,4,0,0,42,15,43,35,24,22,17,15,6,176,3,25,42,26,29,20,6,4,159,24,30,39,41,39,15,0,5,185,10,0,4,3,3,0,3,0,24,8,7,6,10,12,3,3,0,44,41,32,50,50,49,18,13,3,251,0,0,0,3,4,0,3,0,10,19,21,13,21,28,40,25,12,182,79,145,165,134,140,99,63,30,845,0,15
UCL215053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,13,0,3,3,9,10,5,4,0,33,20,51,23,37,35,18,13,4,202,3,4,0,0,0,0,0,0,14,0,0,0,5,0,4,0,0,18,29,53,27,40,40,27,18,4,227,0,0,0,0,0,3,0,0,5,6,20,9,14,21,23,14,6,120,36,79,41,67,71,55,34,8,402,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,11,6,7,9,4,5,4,4,0,44,3,15,8,15,8,3,3,0,60,26,31,14,26,13,3,3,0,111,4,4,0,0,4,0,0,0,14,3,5,0,12,8,0,0,0,27,33,36,13,34,24,9,3,0,157,0,0,0,0,0,0,0,0,4,11,12,10,17,32,25,18,13,132,54,84,42,72,73,43,32,13,409,0,0
UCL215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,0,0,0,0,20,3,5,4,3,8,4,0,0,27,21,38,36,41,26,21,5,0,179,0,4,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,13,21,42,42,39,33,20,6,0,196,0,0,0,0,0,0,0,0,4,5,11,8,7,8,4,4,4,57,26,58,57,63,56,40,9,0,309,0,3,3,0,0,0,0,0,5,0,4,3,0,3,0,0,0,12,0,4,8,8,9,3,0,0,41,3,11,4,13,11,4,0,0,52,17,28,24,23,15,8,0,0,116,0,4,4,3,0,0,0,0,13,3,0,0,7,4,3,0,0,22,18,30,27,33,16,15,3,0,145,0,0,0,0,0,0,0,0,6,4,9,11,15,19,10,12,0,75,29,68,52,69,61,37,12,7,337,0,3
UCL215055,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,10,0,12,12,11,15,8,3,0,56,0,8,13,15,15,6,3,0,61,19,33,34,43,28,18,13,4,203,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,6,19,35,34,42,29,27,13,4,212,0,0,0,0,0,3,0,0,0,7,7,13,9,15,17,7,7,79,33,66,63,85,72,62,28,12,422,0,0,0,4,3,0,0,0,6,0,0,4,3,6,0,0,0,17,7,20,29,18,24,13,4,3,104,0,8,21,14,16,10,3,0,81,13,21,14,20,21,9,3,0,101,0,0,3,0,0,3,0,0,3,0,3,0,0,9,0,4,0,14,13,27,18,23,26,11,3,0,126,0,3,0,0,0,0,0,0,10,11,5,5,9,15,16,11,3,79,29,66,80,79,82,57,18,10,420,0,3
UCL215056,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,14,0,3,3,0,8,3,0,0,25,13,19,18,21,13,16,9,4,105,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11,14,19,17,24,14,13,6,4,122,0,0,0,0,0,0,3,0,4,7,6,8,8,4,13,11,3,51,26,29,34,33,36,38,28,7,227,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,5,0,5,13,7,11,7,4,0,44,0,9,9,15,8,3,5,3,48,3,13,9,10,15,4,3,0,57,0,0,0,3,0,0,0,0,8,0,0,0,3,0,3,0,0,8,8,17,9,13,14,9,3,0,73,0,0,0,0,0,0,0,0,0,6,0,0,10,6,16,12,6,63,19,30,36,40,46,34,18,10,236,0,0
UCL215057,0,4,0,6,3,6,0,0,17,0,0,6,0,0,3,0,0,14,0,10,24,5,20,15,7,3,86,3,0,11,17,9,16,6,0,66,3,16,29,43,48,28,19,3,198,0,0,3,0,0,0,0,0,5,0,0,0,0,5,3,0,0,8,5,21,37,43,55,31,19,3,210,0,0,3,0,0,3,0,0,7,3,6,8,9,12,18,13,5,73,9,45,85,84,101,100,48,10,472,0,0,8,5,5,0,0,0,25,0,0,8,7,3,9,0,0,32,4,20,36,18,30,20,5,0,135,3,6,13,13,14,21,16,0,87,3,15,12,11,18,4,3,0,71,0,4,3,3,0,3,0,0,11,0,0,4,3,3,7,3,3,21,6,16,20,20,19,13,3,3,104,0,0,0,0,3,3,3,0,7,5,0,9,12,17,17,16,3,69,14,53,89,75,97,87,43,7,466,0,4
UCL215058,0,0,0,3,0,0,0,0,10,0,0,0,3,4,3,0,0,9,0,14,5,8,3,9,3,3,48,0,5,8,7,11,14,3,0,52,25,53,53,47,57,34,22,4,292,5,0,0,3,0,0,0,0,10,0,3,3,0,3,4,0,0,17,28,52,57,52,62,36,24,11,325,0,0,0,3,4,0,0,0,5,7,10,8,19,27,21,22,11,128,40,88,85,86,108,85,53,26,578,0,3,0,3,0,0,0,0,11,0,3,9,3,4,4,0,0,25,6,26,18,23,13,10,9,0,103,7,15,22,22,16,12,4,3,105,18,33,34,30,31,14,3,0,159,0,4,4,0,5,0,0,0,18,0,3,5,9,10,3,0,0,29,18,40,39,45,41,19,6,0,199,0,0,0,0,0,0,3,0,8,17,9,11,20,27,29,30,28,167,43,95,99,112,110,67,45,35,610,0,3
UCL215059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,6,6,0,0,3,31,0,8,5,9,6,3,3,0,34,17,35,44,34,39,42,10,6,213,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,7,14,33,45,29,39,44,10,6,228,0,0,0,0,0,0,0,0,3,3,9,0,11,17,7,13,3,69,20,54,60,52,79,64,29,10,366,0,0,0,7,0,0,0,0,5,0,0,5,0,0,3,0,0,13,7,19,15,10,14,4,3,0,73,0,16,16,12,20,8,7,6,76,9,16,20,15,16,11,0,0,83,0,0,0,0,0,0,0,0,12,0,3,3,4,6,3,0,0,23,12,19,19,24,20,17,3,0,112,0,0,0,0,0,0,0,0,5,5,14,8,9,21,19,13,9,102,29,67,64,61,68,50,25,17,381,0,0
UCL215060,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,5,0,5,3,3,6,3,3,0,29,0,5,3,3,0,3,4,0,19,10,24,20,27,22,14,16,3,138,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9,12,28,22,27,22,14,16,3,149,0,0,0,0,0,0,0,0,0,10,4,3,8,13,9,20,14,76,22,49,44,46,45,38,35,11,280,0,7,0,0,0,4,0,0,12,0,4,5,3,3,0,0,0,18,3,7,14,8,5,8,3,0,42,7,12,11,12,11,14,5,0,71,14,12,14,12,7,5,0,0,76,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,9,16,15,14,14,12,10,3,0,91,0,0,0,0,0,0,0,0,7,12,7,3,7,14,12,15,13,82,33,53,45,47,48,41,31,18,317,0,7
UCL215061,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,10,11,3,10,3,3,0,43,3,3,0,0,4,3,0,0,18,23,33,23,22,27,12,17,0,160,4,3,0,3,0,0,0,0,12,0,3,3,3,3,0,0,0,16,26,36,26,28,32,15,18,0,184,0,0,0,3,0,0,0,0,6,5,6,8,3,11,8,18,4,67,37,62,49,48,64,37,39,7,330,0,3,3,3,0,0,0,0,10,0,3,5,0,3,3,0,0,15,11,16,6,10,9,6,9,0,65,0,11,3,20,16,9,10,0,65,13,19,24,24,13,3,4,0,104,0,3,0,3,4,0,0,0,15,0,5,0,4,3,0,0,0,15,17,29,24,30,18,5,4,0,132,0,0,0,0,0,0,0,0,3,9,3,9,13,8,18,12,16,85,35,65,50,74,55,43,33,17,374,0,11
UCL215062,0,4,3,0,0,0,0,0,12,0,3,0,4,4,0,0,0,9,3,14,16,13,10,7,5,0,65,6,16,8,12,14,10,7,3,80,39,52,64,67,65,57,20,10,364,0,3,3,3,3,3,0,0,14,3,3,3,3,6,6,3,0,26,40,59,65,74,73,65,24,8,403,0,0,0,0,0,0,0,0,8,19,15,16,21,29,37,31,13,169,65,106,115,113,119,126,67,23,746,0,3,3,0,0,0,0,0,12,0,9,11,9,4,5,0,0,30,3,31,25,24,16,19,15,3,125,7,27,28,29,29,25,7,3,152,21,43,32,46,31,22,12,0,211,7,8,6,4,5,0,3,0,32,3,3,10,11,0,3,0,4,30,29,55,40,60,45,30,11,4,274,0,3,0,0,3,3,3,0,13,20,8,11,15,43,42,40,22,193,60,135,118,131,138,116,73,33,799,0,6
UCL215063,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,3,0,28,0,9,11,3,5,13,0,0,41,10,21,26,25,21,55,17,8,186,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,21,17,21,25,33,27,63,18,9,209,0,0,0,0,0,3,0,0,4,15,7,3,17,8,34,20,9,112,34,41,42,57,51,111,47,15,402,0,0,0,0,0,0,0,0,6,0,0,3,3,3,4,0,3,20,0,12,10,5,14,13,3,0,55,3,7,4,9,9,14,5,0,57,10,10,15,16,25,7,0,0,80,5,3,5,0,6,0,0,0,19,0,6,3,6,3,0,0,3,26,15,22,26,24,30,6,3,4,130,0,0,0,3,3,4,0,0,9,9,9,10,19,23,27,33,19,155,31,48,55,66,79,70,39,23,421,0,0
UCL215064,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,10,3,0,3,0,0,0,18,3,0,0,5,7,0,0,0,16,12,14,23,18,14,14,7,0,98,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,11,17,22,23,17,13,7,0,113,0,0,0,0,0,0,0,0,4,3,9,3,11,17,15,16,3,82,20,29,37,37,45,40,25,3,238,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,3,13,3,7,7,5,0,0,35,0,4,7,6,10,4,0,0,31,5,8,7,10,10,7,0,0,43,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,5,5,15,13,11,7,0,0,57,0,0,0,0,0,0,0,0,3,7,0,5,8,7,13,15,10,75,15,27,38,37,37,32,14,8,213,0,3
UCL215065,0,0,0,4,12,6,3,0,20,0,0,0,3,11,8,0,0,21,0,8,17,14,20,29,14,5,107,0,8,8,17,16,42,14,3,106,19,41,50,61,82,113,64,21,455,4,0,0,0,3,3,0,0,7,4,3,0,4,3,12,3,0,33,26,42,57,68,87,126,72,23,499,0,0,0,0,3,4,0,0,10,14,9,5,22,26,56,40,13,185,40,65,91,123,180,281,141,44,954,0,4,3,6,7,3,0,0,22,0,3,10,3,19,14,3,0,42,6,24,22,18,30,42,6,3,164,4,19,18,24,39,40,14,0,158,11,17,20,32,38,24,6,3,155,7,4,0,3,0,5,0,0,16,0,0,9,4,10,9,5,0,38,12,25,33,39,48,38,13,7,211,0,0,0,0,0,3,3,0,5,16,3,9,18,36,58,45,29,221,39,77,97,114,173,196,90,44,826,0,4
