UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL221074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,11,13,9,4,4,0,0,41,0,0,0,0,0,0,0,0,16,12,6,8,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,3,0,0,20,0,0,0,0,0,0,0,0,5,6,3,0,3,0,0,23,21,19,13,9,9,0,0,70
UCL221075,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,20,23,7,3,5,3,0,59,0,0,0,0,0,0,0,0,20,21,9,5,10,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,11,7,3,3,0,0,30,0,0,0,0,0,0,0,0,13,8,8,3,5,0,0,38,32,33,14,5,15,3,0,103
UCL221076,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,3,17,12,6,3,8,3,0,53,0,0,0,0,0,0,0,0,15,15,13,6,8,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,0,0,18,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,16,23,23,13,3,17,3,0,81
UCL221077,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,10,18,16,0,13,4,0,62,0,0,0,0,0,0,0,3,18,19,17,3,12,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,6,0,3,3,0,0,19,0,0,0,0,0,0,0,0,7,6,0,3,3,0,0,24,23,25,19,11,19,3,0,92
UCL221078,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,11,0,3,0,0,0,0,0,4,10,21,14,5,4,0,3,68,0,0,0,0,0,0,0,0,20,25,22,13,6,0,0,89,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,3,3,8,4,3,3,0,21,21,27,24,15,14,3,0,110
UCL221079,0,5,0,0,3,0,0,15,3,3,0,0,3,0,0,6,3,0,0,0,4,0,0,8,41,47,25,30,33,6,0,179,0,0,0,0,0,0,0,0,51,51,24,34,34,6,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,13,9,9,11,3,0,51,0,0,0,0,0,0,0,5,17,9,9,9,13,3,0,61,64,68,33,40,54,5,0,261
UCL221080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,3,0,0,3,7,13,10,3,9,3,0,53,0,0,0,0,0,0,0,0,11,19,10,7,12,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,3,0,3,0,0,29,0,0,0,0,0,0,0,0,6,12,3,3,5,0,0,32,12,27,17,6,13,6,0,91
UCL221081,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,13,3,4,0,3,3,0,0,9,36,44,28,19,23,3,0,153,0,0,0,0,0,0,0,5,46,54,32,22,27,10,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,12,5,9,0,0,40,0,0,0,0,0,0,0,0,3,11,12,11,7,0,0,43,50,64,37,31,35,10,0,226
UCL221082,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,14,29,19,3,15,3,4,90,0,0,0,0,0,0,0,0,19,33,19,3,13,5,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,6,0,5,3,0,41,0,0,3,0,0,0,0,3,10,18,8,0,5,3,0,48,32,55,25,6,22,11,4,150
UCL222001,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,23,12,10,10,3,0,53,0,0,0,0,0,0,0,0,7,22,12,7,11,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,22,17,12,14,3,0,70
UCL222002,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,7,3,3,4,0,0,0,0,6,16,19,13,5,7,3,0,64,0,0,0,0,0,0,0,0,23,22,17,5,16,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,20,23,18,8,16,3,0,91
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,14,12,4,9,0,0,73,0,0,0,0,0,0,0,0,22,14,12,8,9,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,28,22,13,8,9,0,0,82
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,10,0,9,3,0,34,0,0,0,0,0,0,0,0,14,11,10,0,9,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,11,5,3,9,3,0,45
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,19,8,4,13,4,0,57,0,0,0,0,0,0,0,0,18,20,3,8,12,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,18,20,10,7,15,4,0,66
UCL222007,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,3,3,9,3,0,18,0,0,0,0,0,0,0,0,8,5,6,3,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,3,0,0,0,0,5,0,0,5,0,6,0,0,8,8,6,9,3,12,4,0,40
UCL222008,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,10,9,3,3,3,0,31,0,0,0,0,0,0,0,0,11,13,6,5,3,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,9,14,16,6,7,3,7,0,52
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,0,8,0,0,42,0,0,0,0,0,0,0,0,10,8,8,0,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,10,12,11,5,9,0,0,59
UCL222010,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,9,10,9,3,3,55,0,0,0,0,0,0,0,0,10,15,12,10,14,3,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,13,12,21,19,10,14,3,3,79
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,25,17,14,5,15,4,4,83,0,0,0,0,0,0,0,0,29,17,13,7,15,4,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,28,24,22,10,17,4,4,104
UCL222012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,10,3,6,0,0,43,0,0,0,0,0,0,0,0,3,12,11,3,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,16,11,6,7,0,0,49
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,0,24,0,0,0,0,0,0,0,0,11,7,6,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,9,6,5,3,3,0,0,35
UCL222014,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,8,5,14,17,4,10,0,4,54,0,0,0,0,0,0,0,0,14,15,17,4,6,0,4,63,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,10,19,17,4,6,4,4,68
UCL222015,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,10,3,0,0,0,0,0,0,9,12,17,16,6,13,3,0,66,0,0,0,0,0,0,0,0,15,22,13,9,10,9,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,4,0,0,24,0,0,0,0,0,0,0,0,3,11,4,0,6,0,0,28,23,31,24,10,17,8,0,107
UCL222016,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,5,27,25,6,6,10,0,0,73,0,0,0,0,0,0,0,0,26,25,12,14,13,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,11,28,28,13,15,11,8,0,101
UCL222017,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,3,3,0,0,9,32,21,4,7,7,3,0,67,0,0,0,0,0,0,0,0,37,25,7,10,7,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,14,4,0,0,0,0,29,45,38,11,12,11,3,0,112
UCL222018,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,19,24,17,8,13,3,0,73,0,0,0,0,0,0,0,0,21,25,23,7,14,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,17,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,15,23,36,21,14,14,3,0,108
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,8,3,0,3,0,0,21,0,0,0,0,0,0,0,0,5,8,3,0,3,0,0,27,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,7,13,11,3,3,0,0,39
UCL222020,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,3,0,0,24,0,0,0,0,0,0,0,0,8,13,4,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,11,10,10,10,6,8,0,0,37
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,3,6,0,0,0,8,0,0,0,0,0,0,0,0,3,8,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,13,3,11,6,5,3,0,0,32
UCL222022,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,4,0,3,0,0,8,11,15,15,7,8,4,0,57,0,0,0,0,0,0,0,0,10,16,13,12,10,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,14,19,15,14,11,7,0,73
UCL222023,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,15,9,4,3,0,0,46,0,0,0,4,0,0,0,4,21,17,8,3,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,22,18,13,6,5,5,0,68
UCL222024,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,3,6,3,4,0,0,23,0,0,0,0,0,0,0,0,8,6,6,6,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,6,6,5,3,0,33
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,28,31,13,7,8,3,0,98,0,0,0,0,0,0,0,0,28,41,20,7,12,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,43,19,10,12,0,3,116
UCL222026,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,13,7,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,7,7,0,0,0,0,27
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,7,3,3,0,0,0,22,0,0,0,0,0,0,0,0,14,9,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,0,0,0,0,0,0,0,3,5,4,0,3,0,0,0,12,16,12,3,3,4,0,0,40
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,8,24,18,4,6,9,0,0,63,0,0,0,0,0,0,0,0,24,23,6,10,17,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,23,4,14,17,0,0,82
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,20,3,0,7,0,0,50,0,0,0,0,0,0,0,0,14,20,3,0,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,3,0,0,0,0,3,4,3,4,0,0,0,0,14,17,28,11,4,6,3,0,63
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,0,0,19,0,0,0,0,0,0,0,0,6,5,3,3,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,8,7,6,3,8,3,0,34
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,6,5,10,3,0,55,0,0,3,0,0,0,0,3,15,13,10,5,10,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,17,16,12,5,11,3,0,66
UCL222032,0,3,0,3,0,0,0,4,3,4,0,0,3,0,0,10,0,0,3,0,0,0,0,7,8,17,8,8,8,0,0,52,0,0,0,0,0,0,0,0,14,17,15,15,13,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,0,0,0,15,0,0,0,0,0,0,0,5,8,5,3,3,3,0,0,19,16,25,18,15,18,3,3,95
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,16,0,3,0,0,0,0,0,3,9,5,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,13,12,10,3,5,11,0,0,35
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,10,9,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,0,0,0,21,0,0,0,0,0,0,0,0,7,4,3,5,0,0,0,19,10,11,10,6,3,3,0,44
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,3,3,0,0,37,0,0,0,0,0,0,0,0,10,18,3,3,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,11,21,9,3,8,0,0,46
UCL222036,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,6,7,3,4,0,0,28,0,0,0,0,0,0,0,0,17,11,7,3,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,13,20,11,6,3,7,0,0,50
UCL222037,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,7,3,0,5,0,0,21,0,0,0,0,0,0,0,0,11,8,3,0,9,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,11,8,3,0,9,0,0,26
UCL222038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,4,0,6,0,0,33,0,0,0,0,0,0,0,0,11,12,4,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,18,0,0,0,0,0,0,0,0,0,9,11,7,0,0,0,20,9,19,16,4,8,0,0,63
UCL222039,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,0,4,4,3,0,30,0,0,0,0,0,0,0,0,11,9,0,8,4,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,3,3,0,5,3,0,15,17,17,0,7,7,4,0,48
UCL222040,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,28,0,0,0,0,0,0,0,0,4,5,3,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,15,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,15,6,12,4,10,8,0,0,45
UCL222041,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,3,12,10,3,0,11,3,0,41,0,0,0,0,0,0,0,0,11,11,4,4,11,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,12,11,13,6,8,15,6,0,61
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,21,6,7,8,0,0,45,0,0,0,0,0,0,0,0,10,16,10,4,8,0,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,19,12,4,8,0,0,60
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,21,11,9,13,3,0,74,0,0,0,0,0,0,0,0,20,22,17,11,13,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,14,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,20,28,29,20,16,11,3,0,97
UCL222044,0,0,0,0,3,0,0,5,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,13,12,12,5,7,0,0,46,0,0,0,0,0,0,0,0,18,17,15,6,12,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,14,14,17,13,5,13,0,0,69
UCL222045,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,0,0,3,8,12,9,7,5,0,0,48,0,0,0,0,0,0,0,0,13,21,14,10,5,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,15,17,25,16,7,13,0,0,75
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,3,3,0,0,29,0,0,0,0,0,0,0,0,8,12,8,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,13,0,4,0,0,0,0,0,4,3,8,6,0,3,0,0,14,10,18,13,3,7,0,0,44
UCL222047,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,3,4,0,0,0,0,0,5,23,21,10,4,6,0,0,57,0,0,0,0,0,0,0,0,25,30,10,6,8,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,18,0,0,0,0,0,0,0,0,3,0,8,4,4,0,0,19,25,29,14,9,14,0,0,89
UCL222048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,4,6,11,9,3,9,0,0,37,0,0,0,0,0,0,0,0,10,15,9,3,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,16,8,22,14,9,15,3,0,67
