UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL215070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,5,4,0,0,0,0,15,3,15,0,0,0,0,22,5,4,3,3,0,0,18,4,8,0,0,0,0,14,3,5,0,0,0,0,7,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,8,35,69,10,9,3,3,128
UCL215071,7,3,0,0,0,0,13,0,0,0,0,0,0,0,5,0,0,3,0,0,9,7,0,0,0,0,0,8,4,8,3,0,3,0,23,5,13,12,0,0,0,34,12,12,10,4,5,0,45,12,14,0,3,0,0,33,6,7,3,0,0,0,23,5,7,3,3,0,0,16,3,3,0,0,0,0,4,0,8,0,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,12,77,89,37,18,22,3,253
UCL215072,4,0,0,3,0,0,5,0,4,0,0,0,0,10,8,0,0,0,0,0,11,8,3,3,0,0,0,12,12,7,9,3,4,0,28,12,11,6,3,3,0,28,11,14,3,0,4,0,41,22,27,10,4,9,0,66,9,28,7,8,3,0,52,20,48,10,4,3,0,91,18,32,7,3,7,0,68,8,38,6,0,4,0,56,5,13,4,3,0,0,34,9,12,0,0,0,0,20,10,14,4,0,0,0,32,4,6,0,0,0,0,19,3,3,3,0,0,0,13,0,0,0,0,3,0,5,9,12,13,0,4,0,37,177,276,100,34,40,0,634
UCL215073,0,0,0,0,0,0,3,4,0,0,0,0,0,3,7,0,0,0,0,0,9,3,0,0,0,0,0,7,6,0,3,0,0,0,8,8,5,4,0,0,0,26,5,4,3,0,4,0,24,6,11,6,0,0,0,25,4,6,0,0,0,0,11,3,8,0,0,0,0,19,3,3,0,0,0,0,12,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,55,57,23,0,6,0,143
UCL215074,4,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,3,0,0,4,3,0,3,0,0,0,12,6,8,0,4,0,0,17,9,10,3,7,0,0,30,7,16,5,3,4,0,38,6,17,6,3,0,0,38,8,13,4,0,0,0,34,3,13,0,4,0,0,18,0,3,0,0,0,0,9,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,11,65,97,29,26,14,3,237
UCL215075,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,4,3,0,0,0,0,0,3,3,3,0,0,0,0,6,0,4,0,0,0,0,7,0,8,0,0,0,0,6,0,3,0,0,0,0,5,5,0,0,0,0,0,9,3,4,0,0,0,0,14,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,43,3,4,6,0,87
UCL215076,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,3,7,0,0,0,9,4,0,7,0,3,0,12,5,0,3,5,0,0,19,4,20,6,3,0,0,32,4,13,4,3,0,0,30,11,14,4,3,0,0,28,14,19,4,0,0,0,40,6,16,0,0,4,0,20,5,17,8,0,0,0,30,5,8,0,0,0,0,15,3,3,3,0,0,0,12,14,10,0,0,0,0,25,4,4,4,0,0,0,10,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,7,10,0,4,0,23,88,145,60,21,15,4,334
UCL215077,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,5,3,3,0,19,8,4,0,0,4,0,14,8,16,0,0,0,0,33,12,16,3,0,3,0,30,3,8,3,3,0,0,18,6,10,3,3,0,0,25,4,5,0,0,0,0,10,0,8,0,0,0,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,51,80,28,16,14,0,191
UCL215078,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,0,0,0,5,3,0,0,0,0,0,4,5,0,0,0,0,0,13,14,9,3,3,0,0,31,17,13,3,0,0,0,38,11,15,3,0,3,0,38,7,26,6,0,0,0,38,6,17,7,0,0,0,33,4,4,0,0,0,0,17,3,6,0,4,0,0,12,3,0,0,0,0,0,4,0,5,0,0,0,0,5,0,0,3,0,0,0,6,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,75,112,37,15,9,3,251
UCL215079,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,8,3,4,0,0,0,0,10,14,12,0,3,3,0,23,10,18,8,7,0,0,43,9,26,4,7,5,0,54,15,27,12,7,3,0,64,14,21,4,0,0,0,46,15,23,15,5,0,0,59,11,13,3,0,0,0,21,13,23,8,0,0,0,46,4,0,0,0,0,0,8,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,5,3,0,0,0,17,115,197,64,33,15,7,421
UCL215080,0,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,3,0,0,0,0,10,0,5,8,3,4,0,24,8,11,0,0,0,0,23,5,14,6,0,0,0,27,3,7,3,3,0,0,16,3,12,3,0,0,0,14,3,11,4,0,0,0,16,4,6,0,0,0,0,10,3,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,6,43,82,37,7,8,0,173
UCL215081,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,3,0,0,0,12,8,6,0,0,0,0,23,3,10,8,4,0,0,25,3,14,3,6,0,0,26,3,17,8,0,0,0,21,4,7,0,0,0,0,14,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,43,63,21,14,3,0,151
UCL215082,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,0,0,0,12,0,3,0,0,0,0,4,3,8,3,0,3,0,14,5,10,0,0,0,0,11,4,14,3,0,0,0,22,0,18,5,0,0,0,18,5,14,9,3,0,0,28,0,7,0,0,0,0,4,4,3,0,0,0,0,10,4,7,0,0,0,0,10,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,39,90,23,9,8,0,162
UCL215083,4,0,0,0,0,0,4,0,3,0,0,0,0,4,3,3,0,0,0,0,7,3,4,4,3,7,0,15,11,3,4,3,0,0,22,7,3,10,10,3,0,27,21,27,3,3,5,0,55,15,31,4,5,7,0,58,14,33,7,0,0,0,62,11,35,8,3,3,0,51,7,18,9,4,0,0,29,9,15,3,0,0,0,26,7,3,0,0,0,0,10,0,0,0,0,0,0,0,6,8,5,0,3,0,19,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,16,125,187,51,30,23,0,431
UCL215084,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,3,0,5,0,13,5,3,3,0,0,0,21,4,6,11,0,5,0,19,5,12,0,0,3,0,23,6,17,4,0,0,0,27,5,17,3,0,9,0,27,3,10,6,0,0,0,20,6,38,5,0,0,0,47,3,7,0,0,0,0,14,3,0,0,0,0,0,5,3,11,3,0,0,0,17,3,9,3,0,0,0,10,0,0,3,0,0,0,6,3,3,0,0,0,0,4,4,6,7,0,0,0,21,66,133,57,6,22,0,287
UCL215085,0,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,0,0,0,0,3,5,3,0,0,0,0,10,9,11,0,0,5,0,28,8,8,0,4,0,0,27,9,13,4,4,3,0,34,12,7,8,4,3,0,30,7,7,0,0,0,0,16,6,4,0,0,4,0,13,5,6,0,0,3,0,15,6,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,0,13,84,69,17,23,30,3,224
UCL215086,4,0,0,0,0,0,7,0,0,0,5,3,0,7,12,4,0,5,0,0,25,11,8,0,3,3,0,22,11,20,0,7,0,0,45,4,12,6,4,0,0,27,6,7,4,3,0,0,27,7,8,0,0,0,0,18,3,5,0,0,0,0,7,0,3,3,0,0,0,8,0,0,3,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,63,78,22,21,10,0,205
UCL215087,0,0,3,0,0,0,7,0,0,3,0,3,0,8,6,0,3,0,0,0,13,0,0,3,3,0,0,4,3,5,6,0,0,0,21,3,7,6,8,4,0,21,3,17,9,4,3,0,30,10,22,14,5,6,0,59,11,26,10,8,3,0,57,9,37,12,5,0,0,62,15,28,3,3,3,0,54,16,34,10,3,3,0,59,5,14,0,0,0,0,20,0,4,0,0,0,0,7,12,9,5,0,4,0,26,7,15,6,0,0,0,33,0,3,0,0,0,0,5,0,3,0,0,0,0,3,7,8,12,0,0,0,28,107,230,102,38,27,3,507
UCL215088,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,7,3,3,0,0,3,0,13,7,3,0,3,5,0,20,4,5,0,4,3,0,18,8,14,4,0,0,0,24,5,8,3,0,3,0,23,3,6,3,0,0,0,21,3,6,0,0,0,0,10,3,6,4,0,0,0,15,0,3,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,51,61,23,14,25,3,176
UCL215089,3,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,7,0,0,0,3,3,6,3,0,0,0,10,3,5,3,0,0,0,15,0,0,5,3,3,0,11,0,6,6,0,0,0,16,0,6,0,0,0,0,12,9,6,9,0,0,0,25,3,3,3,0,0,0,8,0,3,3,0,0,0,8,7,8,0,0,0,0,12,3,21,5,3,0,0,37,0,8,9,0,0,0,16,8,16,3,0,0,0,22,5,4,3,3,0,0,12,41,96,67,8,6,0,225
UCL215090,3,7,3,0,0,0,11,0,0,0,0,0,0,3,0,0,3,4,3,0,12,0,7,3,0,3,0,17,8,7,3,0,3,0,20,8,3,5,0,9,0,29,11,9,4,4,4,0,25,6,25,7,3,3,0,44,6,24,3,3,6,0,42,3,15,4,3,3,0,34,8,14,0,0,0,0,26,10,33,14,0,3,0,61,5,17,0,0,0,0,25,3,11,3,0,0,0,22,7,22,5,3,0,0,35,10,23,3,3,0,0,31,0,9,0,0,0,0,10,3,3,0,0,0,0,8,3,11,3,0,0,0,18,103,232,63,33,38,3,464
UCL215091,5,0,3,0,3,0,13,3,0,0,0,0,0,9,6,3,0,0,0,0,14,7,3,0,3,0,0,14,7,0,8,3,3,0,21,8,11,10,8,5,0,45,11,18,12,10,7,0,58,19,37,11,16,8,0,83,15,39,14,8,6,0,77,29,53,4,8,5,0,105,19,35,0,3,0,0,61,21,36,8,3,3,0,70,14,13,0,0,0,0,28,0,3,0,0,0,0,9,4,11,0,3,0,0,18,5,9,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,3,0,0,36,177,288,101,66,53,3,684
UCL215092,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,0,6,7,0,0,4,0,0,11,5,10,3,3,3,0,22,6,10,6,3,0,0,26,9,3,5,3,0,0,22,0,4,0,0,0,0,10,0,4,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,43,42,17,19,5,0,127
UCL215093,3,0,6,0,0,0,12,0,0,0,0,0,0,3,0,3,3,0,0,0,10,3,0,0,0,3,0,3,0,3,0,0,0,0,3,4,3,6,0,0,0,12,4,10,3,0,6,0,23,13,11,11,3,0,0,29,3,7,3,6,0,0,20,9,14,3,4,0,0,38,6,10,5,0,0,0,22,15,22,9,5,0,0,49,7,15,3,0,0,0,27,0,7,0,0,0,0,10,5,23,9,0,0,0,33,5,13,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,3,0,0,0,26,92,148,56,22,20,4,351
UCL215094,4,0,3,0,3,0,17,0,0,0,0,0,0,0,3,4,3,0,0,0,8,7,0,0,0,0,0,5,3,7,4,0,0,0,18,7,12,0,3,3,0,22,7,11,3,3,0,0,30,9,18,5,4,4,0,48,7,20,13,0,3,0,43,15,20,3,3,3,0,44,5,20,5,5,0,0,32,14,24,4,0,5,0,48,0,6,3,0,3,0,15,0,4,0,0,0,0,5,5,8,3,0,0,0,11,3,13,3,0,0,0,21,3,5,0,0,0,0,4,0,3,0,0,0,0,3,5,10,5,0,3,0,27,100,184,74,28,30,0,407
UCL215095,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,12,7,9,0,0,0,0,15,8,6,0,4,0,0,20,3,9,5,0,0,0,17,8,14,0,0,0,0,23,3,8,0,0,0,0,16,0,5,0,0,0,0,8,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,3,52,59,11,11,5,0,143
UCL215096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,6,7,0,0,0,0,11,9,3,0,3,0,0,14,3,6,3,0,0,0,17,3,5,0,0,0,0,11,0,4,0,0,0,0,4,3,7,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,42,46,10,3,9,3,110
UCL215097,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,4,3,0,8,4,0,3,0,0,0,9,3,6,0,0,5,0,14,0,4,0,0,0,0,8,5,4,0,0,0,0,7,0,3,0,0,0,0,4,4,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,10,10,4,0,82
UCL221001,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,3,6,4,0,0,0,15,3,4,0,0,3,0,17,5,12,0,4,0,0,16,4,9,3,3,0,0,17,0,4,0,3,0,0,9,4,6,0,0,0,0,12,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,25,50,15,5,5,0,109
UCL221002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,3,0,0,0,0,7,4,0,0,0,0,0,5,0,3,3,0,0,0,10,3,6,0,0,0,0,14,3,3,0,0,0,0,14,3,8,4,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,45,8,3,8,0,99
UCL221003,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,0,3,0,0,10,3,3,3,0,0,0,7,4,4,0,0,0,0,13,0,3,3,3,0,0,10,0,7,0,0,0,0,4,8,4,0,0,0,0,12,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,34,8,5,10,0,77
UCL221004,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,3,0,5,4,4,0,3,0,0,13,11,7,3,0,0,0,15,0,3,0,0,0,0,3,3,3,0,0,0,0,8,0,3,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,22,32,12,5,7,0,87
UCL221005,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,3,0,3,0,14,3,0,4,0,0,0,11,0,3,4,0,0,0,10,0,3,0,0,0,0,4,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,8,6,7,3,0,0,0,12,0,5,0,0,0,0,5,0,3,0,0,0,0,3,5,3,0,0,0,0,5,24,53,27,3,3,0,113
UCL221006,0,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,5,0,6,0,0,0,0,8,3,4,0,4,4,0,19,0,4,0,0,0,0,4,0,6,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,32,5,4,4,0,65
UCL221007,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,0,0,0,0,8,0,3,0,0,0,0,6,3,0,4,0,0,0,9,0,9,0,0,0,0,15,0,7,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,21,36,9,0,4,0,64
UCL221008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,7,0,0,0,0,11,3,3,0,0,3,0,12,3,3,3,0,3,0,12,7,10,0,0,0,0,10,0,3,3,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,27,7,3,8,0,76
UCL221009,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,4,0,0,0,0,11,0,3,0,0,0,0,8,3,3,0,0,0,0,8,0,4,0,0,0,0,7,3,3,0,0,0,0,7,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,24,4,0,8,0,62
UCL221010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,3,0,0,0,0,10,3,3,0,3,0,0,14,3,10,0,0,0,0,19,0,7,3,3,0,0,14,0,3,0,0,0,0,4,0,7,3,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,43,5,15,0,3,88
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0,0,0,5,4,10,3,0,0,0,12,3,3,3,0,3,0,8,3,4,0,0,0,0,8,0,3,0,0,0,0,3,4,3,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,25,11,4,6,0,64
UCL221012,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,7,0,0,0,0,7,3,6,0,0,0,0,5,0,6,0,0,0,0,5,4,6,0,0,0,0,12,3,3,0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,48,8,9,0,0,80
UCL221013,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,3,4,0,0,6,0,5,4,0,0,0,12,4,7,0,0,0,0,12,0,6,3,0,0,0,9,3,6,0,0,0,0,11,0,3,0,0,0,0,7,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,16,47,20,3,0,0,86
UCL221014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,6,0,0,0,0,9,3,4,3,4,0,0,14,5,7,0,0,3,0,16,3,4,0,0,0,0,7,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,31,44,16,4,5,0,104
