UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL215058,434,252,247,254,350,368,300,261,138,2614,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,9,4,14,11,5,10,17,3,4,4,63,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,14,5,11,20,3,4,4,87,5,19,16,5,11,20,3,3,4,88,434,271,259,263,364,389,309,271,141,2702
UCL215059,240,143,161,160,199,254,248,140,76,1617,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,10,6,4,8,21,4,7,4,72,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,6,4,13,21,6,7,4,81,8,10,6,4,10,21,6,7,4,84,252,157,164,163,209,272,256,147,75,1695
UCL215060,238,144,142,128,149,184,160,150,74,1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,9,4,4,8,3,3,0,46,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,5,12,5,7,0,54,9,3,9,3,5,12,5,7,3,59,246,143,148,136,158,192,170,154,76,1431
UCL215061,251,178,192,143,191,234,189,173,116,1664,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,10,0,5,9,4,3,3,58,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,0,6,11,13,3,3,72,8,15,16,4,6,13,13,3,4,77,259,188,203,145,194,244,201,179,125,1742
UCL215062,565,378,329,335,415,440,473,334,163,3432,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,12,20,21,16,11,12,26,36,15,10,165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,22,13,12,28,34,24,10,179,22,19,22,14,12,29,34,24,10,188,589,403,353,347,427,470,513,357,174,3622
UCL215063,331,156,141,143,234,264,319,181,82,1857,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,9,14,13,18,7,8,0,9,83,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,13,20,11,5,4,9,96,11,10,15,12,24,11,5,4,9,99,348,172,160,153,259,273,326,182,94,1957
UCL215064,147,83,78,86,113,156,137,84,76,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,6,3,18,6,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,3,28,9,13,0,80,8,5,10,3,3,28,9,13,0,75,151,93,91,94,120,187,149,100,71,1052
UCL215065,342,203,175,236,338,501,670,406,167,3033,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,11,5,16,32,26,3,0,111,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,11,10,15,39,33,3,4,130,11,4,9,10,15,39,33,7,4,128,349,213,185,245,351,543,698,411,171,3170
UCL215066,451,235,158,267,399,522,673,417,158,3286,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,10,4,22,12,20,17,33,42,16,11,181,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,18,20,21,45,45,16,11,203,4,23,18,20,21,44,44,16,11,209,457,263,174,283,425,571,719,433,166,3495
UCL215067,503,160,253,341,283,432,397,231,139,2747,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,4,0,0,19,4,13,17,20,17,43,23,21,9,175,0,3,0,4,3,0,0,0,0,11,0,0,0,0,8,5,4,0,0,24,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26,28,25,62,37,22,9,237,8,18,26,28,25,62,37,22,9,237,507,185,277,366,312,496,430,255,149,2977
UCL215068,540,311,320,276,327,357,288,201,130,2747,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,11,21,14,7,14,9,6,5,4,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,21,13,13,9,9,5,4,105,16,23,22,13,15,9,9,7,4,105,547,337,342,288,340,365,297,206,134,2855
UCL215069,641,367,262,374,525,414,263,91,40,2984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,7,9,6,8,3,0,60,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,7,11,11,11,3,0,65,3,11,10,7,11,11,11,3,0,60,650,378,277,377,538,423,274,93,41,3048
UCL215070,427,223,350,221,224,284,176,97,56,2056,3,3,3,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,10,9,13,17,7,14,16,8,3,3,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,14,7,20,25,17,6,3,120,11,21,17,8,22,25,17,7,3,132,435,242,370,229,246,304,194,105,59,2188
UCL215071,411,260,206,229,320,358,333,287,125,2525,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,3,15,15,3,8,10,10,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,3,8,10,11,0,8,82,8,19,15,3,10,10,11,0,8,84,420,281,214,231,330,373,340,286,131,2611
UCL215072,810,450,362,508,579,487,321,133,35,3687,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,5,8,10,3,4,11,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,3,4,12,11,0,4,72,5,16,12,3,4,12,14,0,4,71,820,462,371,514,587,501,334,130,36,3767
UCL215073,204,113,167,130,141,192,130,62,21,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,8,0,0,0,0,25,3,3,13,3,8,0,0,0,0,25,207,114,178,133,148,190,130,62,21,1178
UCL215074,362,152,179,245,280,298,260,137,69,1972,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,4,0,0,0,15,3,6,4,4,15,17,6,4,0,62,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,21,25,14,7,0,94,3,9,3,8,21,25,18,7,0,96,362,164,181,249,299,329,277,143,73,2076
UCL215075,164,83,105,119,103,168,165,99,57,1063,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,13,30,5,26,28,9,16,30,3,0,154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,26,28,21,19,40,3,0,174,29,5,26,32,21,19,40,10,0,179,197,89,131,155,123,182,203,102,59,1244
UCL215076,402,246,203,260,250,205,99,33,4,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,3,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,6,0,5,0,29,0,10,0,3,3,6,3,5,0,31,407,253,206,264,246,215,100,42,10,1730
UCL215077,281,176,179,187,248,279,300,185,105,1932,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,4,12,13,11,9,4,5,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,12,11,10,10,11,4,80,10,4,14,12,11,10,9,11,4,83,288,182,187,199,257,287,309,194,104,2016
UCL215078,383,182,223,205,174,242,193,105,21,1723,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,9,4,5,8,6,3,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,4,5,6,10,3,0,51,3,10,9,6,8,6,10,3,0,51,380,186,228,207,182,248,202,108,24,1773
UCL215079,751,387,423,438,486,478,386,272,131,3762,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,20,17,13,11,15,9,3,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,20,17,8,19,9,8,3,124,22,21,20,14,8,15,9,8,3,132,772,408,443,457,496,500,395,283,141,3889
UCL215080,349,197,160,202,236,268,200,179,73,1866,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,13,4,7,3,9,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,4,7,7,7,7,0,0,61,9,13,4,7,7,9,5,3,4,66,355,210,169,209,247,272,206,180,75,1930
UCL215081,255,140,136,125,148,140,122,94,72,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,5,0,3,0,0,0,0,24,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,3,6,6,3,0,0,46,15,3,8,3,6,6,3,5,0,45,268,142,142,134,156,148,125,95,75,1287
UCL215082,290,91,117,179,129,108,87,35,13,1059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,13,0,0,3,3,0,5,4,0,0,18,288,97,117,186,132,113,89,35,13,1074
UCL215083,695,347,403,411,361,379,326,214,109,3248,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,17,5,11,8,12,3,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,8,14,4,12,3,4,0,88,15,16,8,14,4,12,3,4,0,86,704,367,415,428,365,387,330,221,111,3334
UCL215084,348,198,175,231,240,215,147,31,9,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,4,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,3,5,0,0,0,29,4,7,0,5,3,5,0,0,0,31,351,210,180,234,244,216,150,27,5,1622
UCL215085,271,186,120,208,298,304,246,109,42,1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,9,9,14,7,0,0,67,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,9,11,19,17,0,0,76,4,14,5,9,11,19,17,0,0,76,273,198,129,219,314,320,260,113,42,1871
UCL215086,368,219,206,197,275,308,266,191,130,2164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,18,6,7,6,16,14,5,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,7,8,18,15,5,7,84,4,13,11,7,8,18,16,5,12,89,369,233,212,206,285,325,282,193,139,2251
UCL215087,751,501,355,500,535,378,371,250,137,3773,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,5,19,14,7,6,6,8,8,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,16,7,6,9,8,10,5,94,7,20,16,8,6,9,8,10,8,94,756,520,368,510,543,389,380,260,147,3863
UCL215088,243,132,156,151,193,236,170,112,78,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,7,14,14,6,3,9,4,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,6,7,9,4,3,7,64,7,16,14,6,7,9,4,3,7,67,251,145,168,157,202,246,170,117,83,1537
UCL215089,251,305,91,155,271,263,120,25,7,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5,0,3,0,8,0,29,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5,0,3,0,8,0,31,5,8,3,5,0,3,0,8,0,31,260,309,99,160,271,266,120,31,7,1526
UCL215090,752,364,280,508,560,460,386,196,87,3595,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,10,9,18,11,10,8,14,22,4,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,13,10,12,23,29,3,8,117,9,18,13,15,17,23,25,3,8,123,758,388,297,520,573,479,411,202,95,3717
UCL215091,862,504,568,536,524,446,304,116,38,3894,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,26,18,8,12,5,8,8,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,14,11,6,7,7,0,3,96,26,20,14,15,6,6,14,0,3,106,881,532,579,554,529,451,321,114,37,3996
UCL215092,171,152,123,102,157,154,89,53,26,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,3,0,0,0,26,7,3,5,0,0,3,0,0,0,26,182,155,127,107,162,163,94,58,26,1061
UCL215093,505,263,293,308,284,230,202,89,14,2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,7,3,3,3,0,4,44,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,7,3,7,9,0,4,53,3,15,11,7,3,7,9,0,4,51,516,272,303,314,287,232,208,92,17,2242
UCL215094,568,327,320,316,408,328,314,158,90,2837,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,8,8,17,20,11,9,8,11,6,3,99,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,23,8,9,8,14,6,3,108,19,20,23,8,9,13,14,11,3,114,586,349,342,329,416,335,325,171,90,2946
UCL215095,201,101,158,109,123,162,131,65,10,1063,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,8,5,5,4,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,11,4,0,5,0,42,0,6,8,7,11,3,0,4,0,45,207,110,168,115,134,166,131,74,15,1110
UCL215096,261,157,159,124,177,236,222,175,102,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,13,4,3,8,10,8,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,4,8,11,5,8,3,66,9,6,13,4,8,9,5,8,3,66,266,167,169,125,187,246,235,181,110,1680
