UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL215041,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,13,4,67,0,3,11,21,18,0,136,3,0,45,0,4,0,4,4,0,60,4,0,3,0,0,0,3,3,0,15,0,3,0,4,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,11,3,0,6,0,0,4,0,3,0,18,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,0,0,3,7,9,4,26,25,19,136,14,14,21,43,43,9,312,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,8
UCL215042,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,6,6,35,0,0,4,16,13,0,74,8,0,10,0,0,5,4,7,0,39,3,0,3,0,0,0,0,3,0,16,3,0,0,3,0,0,0,0,0,9,3,7,0,3,0,0,0,0,0,15,4,9,0,0,0,0,0,0,0,19,0,3,0,3,0,0,0,0,0,8,0,4,0,0,0,0,3,0,0,11,4,0,13,0,0,0,0,8,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,6,0,13,32,38,78,14,4,14,27,36,8,252,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
UCL215043,0,3,0,0,0,0,0,0,0,4,4,0,0,4,0,0,3,0,0,5,13,6,76,3,4,3,21,20,0,149,19,0,39,5,0,0,3,9,0,79,11,0,10,0,0,0,9,12,0,36,0,10,3,9,0,0,0,0,0,20,0,11,0,0,0,3,3,0,0,20,7,11,3,3,0,7,4,3,0,48,0,7,0,9,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,6,0,0,13,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,0,11,0,0,5,3,4,8,27,70,53,162,27,11,18,51,50,14,454,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,15
UCL215044,3,5,0,0,0,0,0,3,0,13,5,6,5,0,0,0,0,0,0,19,31,17,71,5,4,3,11,18,4,168,21,5,44,0,0,3,3,9,3,91,11,8,6,0,4,3,3,9,0,41,3,13,0,6,0,0,0,0,0,26,4,34,0,3,0,0,0,0,0,42,22,22,0,8,11,15,3,9,3,80,10,17,3,19,3,5,0,3,0,62,4,16,9,3,0,4,0,0,0,36,8,0,19,0,0,0,3,11,0,40,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,13,0,0,6,0,0,3,3,10,3,36,108,150,170,51,26,35,36,76,18,666,0,7,3,0,3,0,0,0,0,19,3,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,9
UCL215045,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,5,55,3,3,7,17,7,0,102,3,0,31,3,0,0,0,0,0,39,0,0,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,11,9,4,3,0,4,0,0,3,0,23,0,5,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,31,32,104,13,7,13,23,18,0,237,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,8
UCL215046,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,3,0,14,9,0,63,4,0,29,0,0,0,3,3,0,38,3,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,4,5,0,13,16,9,73,5,0,3,31,25,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,44,3,3,3,5,6,0,75,3,0,18,0,0,0,3,11,0,36,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,10,3,0,0,3,0,3,0,3,0,17,0,0,0,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,21,18,76,11,11,7,23,26,4,194,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
UCL215048,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,3,4,0,24,7,0,19,0,0,3,0,0,0,31,0,0,6,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,8,7,3,0,4,0,0,0,0,0,16,12,9,4,0,0,7,0,0,0,29,0,6,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,6,0,15,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,29,52,12,0,8,3,12,3,171,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215049,7,11,3,3,0,0,0,0,0,27,0,11,3,0,0,0,0,0,0,14,29,41,48,5,0,6,5,11,0,147,11,12,36,0,0,0,0,6,0,66,4,0,11,0,0,0,3,3,0,22,4,21,0,6,0,3,0,0,0,32,4,21,0,0,0,0,0,3,0,32,28,30,0,3,9,8,0,5,3,79,9,20,0,9,5,0,0,0,0,41,3,13,0,0,0,0,0,0,0,18,7,0,4,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,8,4,5,0,0,0,0,3,0,23,128,175,114,33,14,21,14,21,11,529,3,11,3,0,3,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,10,0,0,0,0,6,3,0,0,0,8
UCL215050,0,3,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,16,16,122,9,10,4,49,25,3,241,12,0,55,0,0,0,4,20,3,95,5,0,9,0,3,0,4,5,0,33,3,22,0,4,0,0,0,0,0,31,4,25,0,0,3,0,0,0,0,26,6,5,0,0,3,3,4,7,0,33,5,0,3,20,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,6,3,0,15,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,3,3,0,24,67,69,209,40,26,14,66,70,12,574,0,7,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,7,0,25
UCL215051,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,4,20,3,0,4,3,5,0,44,4,0,10,3,0,0,0,0,0,20,3,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,14,10,0,0,0,0,7,0,0,0,19,4,3,0,3,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,33,22,38,11,10,13,7,13,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4
UCL215052,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,15,10,71,4,4,6,22,14,0,143,31,0,71,3,0,3,3,10,0,122,10,8,9,0,5,3,0,4,0,46,0,8,0,7,0,0,0,0,0,17,3,19,0,4,0,0,3,3,0,27,18,15,5,3,4,8,0,3,0,54,4,3,3,9,0,3,0,3,0,25,0,3,0,0,0,0,0,3,0,7,13,0,20,3,0,4,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,7,0,7,0,0,0,0,4,4,21,96,70,185,38,11,28,35,54,11,527,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,15
UCL215053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,36,3,0,3,13,5,3,69,10,0,11,0,0,4,3,3,0,33,3,0,4,0,3,5,5,0,0,21,0,3,0,3,0,0,4,0,0,10,0,7,0,0,0,0,0,0,0,8,5,3,0,0,0,8,3,0,0,18,0,0,3,8,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,3,0,6,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,25,17,60,11,12,15,28,20,3,187,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12
UCL215054,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,33,0,3,3,11,5,0,62,3,0,24,0,0,0,5,3,0,34,0,0,4,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,12,8,16,80,5,8,4,27,22,3,174,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215055,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,12,7,54,0,4,0,15,5,0,99,6,0,18,0,0,0,0,4,0,31,3,0,7,0,0,0,3,3,0,15,3,5,0,0,0,0,0,0,0,8,3,7,3,0,0,0,0,0,0,15,10,10,4,0,3,3,0,0,0,29,0,5,0,7,0,0,0,0,0,18,0,0,0,0,0,3,0,3,0,5,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,3,0,0,10,42,46,99,13,12,7,25,17,5,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL215056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,6,6,0,40,6,0,7,0,0,0,3,0,0,20,3,0,4,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,3,3,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,19,15,49,6,3,4,9,12,4,122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL215057,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,14,34,3,3,3,12,0,0,79,14,0,13,3,0,0,0,6,0,37,0,3,10,0,0,0,0,6,0,17,0,3,0,4,0,0,0,0,0,12,0,9,0,3,0,3,0,0,0,21,3,3,3,0,9,0,0,5,0,24,0,3,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,3,44,45,80,19,17,6,18,17,5,253,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9
UCL215058,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,8,67,3,4,5,14,12,0,111,10,0,23,0,0,0,5,3,0,42,0,7,3,0,0,4,7,3,0,25,3,10,0,7,3,0,0,3,0,18,0,8,0,3,0,0,3,0,0,11,12,3,0,0,3,3,0,0,0,18,0,3,0,8,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,23,0,0,0,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,3,3,3,23,35,31,117,23,12,7,46,33,10,316,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9
UCL215059,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,13,7,35,3,3,3,7,10,0,78,4,0,24,0,0,0,0,5,0,34,6,3,6,0,0,3,4,3,0,27,3,0,0,3,0,0,0,0,0,7,0,6,0,4,0,0,0,0,0,11,11,0,3,4,3,0,0,0,0,18,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,42,18,73,23,11,7,17,31,6,216,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
UCL215060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,4,0,6,12,0,53,0,0,5,0,0,0,4,4,0,16,3,5,5,0,0,0,3,3,0,19,0,3,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,10,5,3,4,0,3,0,0,0,0,23,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,14,23,26,49,3,6,8,18,30,8,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL215061,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,3,4,40,0,0,0,9,14,0,77,6,0,13,0,0,0,5,6,0,26,13,0,6,0,0,0,0,4,0,30,3,5,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,5,4,4,4,0,3,0,3,0,0,21,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,35,28,74,5,3,6,23,41,0,209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
UCL215062,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,11,17,6,72,0,3,9,27,16,3,144,5,0,24,0,0,4,7,13,0,54,9,4,5,0,0,3,4,9,0,36,0,5,0,6,0,0,0,0,0,13,3,15,0,0,0,0,3,0,0,23,10,10,0,3,3,4,0,3,0,45,4,0,0,12,3,0,0,3,0,20,3,0,0,0,0,0,0,0,0,4,7,0,7,3,0,0,3,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,8,4,26,62,46,126,21,9,18,46,67,5,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL215063,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,3,6,0,41,8,0,7,0,0,0,3,6,0,28,3,8,4,0,0,0,3,4,0,19,0,3,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,3,3,0,12,27,20,41,8,11,6,14,30,3,160,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
UCL215064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,3,0,0,12,5,0,50,4,0,9,0,0,0,3,0,0,13,11,3,0,0,0,0,6,3,0,25,0,4,3,4,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,13,4,0,3,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,29,18,39,10,3,3,25,9,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
UCL215065,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,5,16,6,48,3,3,5,14,9,0,109,9,0,36,0,0,0,0,5,0,57,4,0,3,4,0,0,0,0,0,12,0,10,0,3,0,0,0,3,0,19,8,10,0,0,3,0,0,0,0,24,16,9,4,4,3,8,3,4,0,44,3,7,0,10,0,0,0,3,4,26,0,4,0,0,0,0,0,0,0,7,3,0,12,0,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,0,0,5,0,13,60,58,102,28,13,22,25,34,5,352,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,6
UCL215066,4,15,0,0,0,3,0,0,0,26,4,5,3,0,0,0,0,0,0,9,9,24,28,0,4,0,3,4,3,85,20,7,40,0,0,0,0,4,3,81,6,7,3,0,0,0,0,0,4,25,4,19,0,4,3,0,0,0,0,32,0,33,0,0,0,0,4,3,0,40,27,42,6,5,3,10,0,0,3,93,6,22,3,5,5,0,0,4,0,47,0,12,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,3,14,91,181,102,25,22,20,16,30,16,494,3,3,4,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,5
