UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,6,8,12,19,8,3,0,56,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,18,0,11,3,3,3,8,0,10,0,39,0,3,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,8,0,0,0,0,3,4,0,0,0,11,0,3,0,0,0,0,0,4,0,9,0,0,0,3,0,4,0,7,0,21,0,0,3,3,0,0,0,0,0,9,3,0,0,0,5,0,3,0,0,13,0,3,0,0,3,5,3,4,0,18,0,4,3,4,3,0,0,3,0,15,0,0,3,3,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,15
UCL215002,3,0,0,0,17,20,5,6,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,3,3,3,30,0,0,0,0,0,4,3,3,0,12,0,3,3,3,8,29,15,24,0,88,0,0,0,3,0,3,4,0,0,12,0,12,0,5,17,9,5,7,0,50,0,6,3,3,3,9,3,3,0,34,0,3,0,0,3,6,5,4,0,25,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,6,0,3,0,3,0,0,0,0,0,13,8,3,0,0,13,16,11,3,0,47,0,0,3,3,9,3,6,4,0,31,0,0,0,3,3,0,0,0,0,12,0,0,3,0,4,3,0,0,0,10,0,4,0,0,0,0,0,8,0,12,0,0,0,0,5,7,3,0,8,32
UCL215003,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,11,3,3,0,29,0,0,0,0,3,4,5,0,0,12,0,3,7,12,14,39,12,21,3,116,0,0,0,0,4,0,4,0,0,12,3,12,5,6,3,6,0,9,0,45,0,11,0,6,6,10,6,6,0,60,0,0,3,4,5,5,0,5,0,21,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,3,3,0,0,12,0,0,0,0,0,3,0,0,0,3,3,8,3,3,8,9,9,11,0,50,0,3,0,4,3,4,3,4,0,19,4,0,0,0,6,8,3,6,0,33,0,5,3,8,9,8,9,17,0,52,0,0,3,4,4,5,9,3,0,29,0,4,3,0,0,7,4,3,0,25,0,0,4,0,0,3,0,4,0,21,0,3,3,0,3,6,0,4,0,24
UCL215004,0,3,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,0,4,0,21,0,0,0,0,0,0,0,0,0,3,4,0,8,7,10,19,3,9,0,68,0,0,0,0,0,0,0,0,0,0,0,8,3,6,7,3,0,3,0,30,8,8,8,13,11,4,3,19,0,80,0,0,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,11,3,3,6,4,0,0,0,0,0,16,3,0,0,0,3,3,0,3,0,19,0,0,5,0,3,3,0,0,0,15,0,5,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,3,0,4,0,0,0,4,3,0,0,0,0,9,0,3,4,0,0,0,3,3,0,8
UCL215005,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,3,4,0,10,3,3,0,0,7,8,8,12,0,40,0,0,0,0,7,4,0,0,0,8,0,3,6,4,25,36,9,22,4,101,0,0,0,0,3,7,7,0,0,18,0,5,0,0,7,3,7,4,0,26,3,11,3,3,0,3,0,3,0,27,3,0,0,3,10,7,9,16,0,49,0,3,0,0,5,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,3,6,3,8,3,3,0,27,0,3,0,0,3,0,0,0,0,10,0,0,0,0,14,5,3,3,0,34,0,4,0,5,0,5,3,6,0,20,0,0,0,0,0,4,3,3,0,16,0,0,0,0,3,0,0,0,0,5,0,0,0,5,3,0,6,0,0,15,0,0,4,7,5,5,0,9,9,40
UCL215006,0,0,0,4,0,6,0,3,0,21,0,0,0,0,0,0,0,6,0,7,6,0,5,6,8,13,13,8,0,50,0,0,0,0,0,3,0,3,0,6,3,3,3,10,13,42,15,25,0,117,0,0,0,0,3,0,0,4,0,11,0,13,3,3,4,5,3,7,0,36,0,9,3,0,0,3,3,3,0,23,3,0,3,4,3,6,4,4,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,11,0,0,0,0,0,0,3,0,0,4,0,0,5,5,3,13,7,10,0,42,3,3,3,3,3,4,3,4,0,19,3,0,0,0,9,8,9,3,0,31,0,9,0,3,9,8,4,11,0,46,3,0,4,10,9,0,0,4,0,26,0,3,0,0,0,0,0,0,0,7,3,0,0,3,3,4,4,0,0,14,0,3,0,0,3,5,0,3,3,16
UCL215007,0,0,3,4,3,11,9,6,0,36,0,0,0,0,0,0,0,8,0,12,5,3,7,4,38,55,24,40,0,183,0,0,0,0,4,6,4,8,0,24,3,7,6,6,37,81,46,61,3,243,3,0,0,3,8,11,10,7,0,38,0,15,10,9,21,25,20,14,0,110,3,15,8,4,5,8,4,3,0,46,5,8,4,9,13,28,13,40,0,122,0,0,0,0,0,3,0,0,0,15,0,0,0,0,3,4,3,0,0,13,0,0,0,0,4,0,3,7,0,12,3,0,0,3,8,15,0,7,0,38,0,3,0,3,3,6,3,4,0,28,3,0,3,0,19,35,12,11,0,80,4,4,0,3,9,10,5,11,0,56,5,3,3,3,12,9,6,4,0,42,0,0,0,0,0,0,0,0,0,11,0,4,0,3,7,21,8,10,0,64,0,3,3,3,12,18,8,7,14,71
UCL215008,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,22,14,22,3,79,0,0,0,0,4,0,0,0,0,3,4,0,4,7,10,18,10,27,0,74,0,0,0,0,3,0,0,5,0,14,0,3,0,4,13,0,10,5,0,30,0,3,3,0,0,0,4,0,0,15,0,0,0,0,8,4,4,8,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,3,3,0,0,14,0,0,0,0,6,4,0,3,0,15,3,0,0,0,17,21,17,14,0,80,0,3,0,4,9,4,6,4,0,29,0,0,4,0,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,6,0,15,4,0,0,3,9,3,4,3,5,26
UCL215009,3,4,0,4,10,9,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,25,0,0,0,0,0,0,0,0,0,5,0,4,0,3,4,4,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,4,4,3,4,0,3,0,0,24,0,3,3,0,0,0,0,3,0,9,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,8,0,0,3,0,0,3,0,3,6,10
UCL215010,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,6,0,8,3,0,0,3,9,12,11,35,0,73,0,0,0,0,0,0,0,0,0,3,4,3,7,11,22,45,18,54,4,172,0,0,0,3,5,3,3,12,0,29,0,7,5,6,8,5,3,10,0,45,3,14,4,0,0,0,0,0,0,31,3,0,0,3,3,14,0,5,0,28,0,0,0,0,3,3,0,3,0,11,0,0,0,0,3,0,3,3,0,9,0,3,0,0,3,0,4,0,0,7,0,0,0,0,0,6,11,12,0,32,0,0,0,3,6,3,0,3,0,19,0,0,0,0,7,4,0,7,0,15,0,6,0,6,6,0,0,7,0,24,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,0,0,10,0,0,4,0,3,8,4,6,0,27,0,0,0,3,3,10,4,9,3,38
UCL215011,0,0,0,0,0,3,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,3,0,23,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,17,0,3,0,0,0,0,0,4,0,7,0,3,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,21,0,0,0,0,0,3,4,0,0,6,0,0,0,0,3,0,3,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,8,0,0,0,0,3,0,3,0,0,10
UCL215012,0,4,0,4,0,3,0,0,0,16,0,0,0,0,0,3,0,0,0,6,3,9,9,9,15,16,12,10,0,86,0,0,0,0,0,0,0,0,0,3,10,12,4,10,6,23,13,11,0,78,0,0,0,0,0,0,0,0,0,3,3,12,0,5,7,17,7,4,3,51,4,12,7,6,7,5,3,23,3,67,0,3,3,0,3,3,0,8,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,8,6,3,11,3,3,0,28,0,6,0,0,0,3,0,3,0,19,3,3,3,3,19,26,10,10,0,76,0,8,0,5,9,7,3,8,0,39,3,3,12,11,15,25,3,3,0,73,0,0,0,0,4,0,0,0,0,8,0,3,0,0,3,3,3,0,0,20,5,6,3,0,3,4,4,6,3,25
UCL215013,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,16,18,8,13,0,57,0,0,0,0,3,0,0,3,0,7,0,0,3,0,14,47,15,24,3,99,0,0,0,0,3,13,4,7,0,25,0,3,0,0,12,7,3,9,0,34,0,0,3,0,0,0,0,3,0,13,0,0,5,3,18,12,9,22,0,69,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,8,0,0,0,0,6,3,0,3,0,9,0,0,0,0,0,5,3,3,0,10,0,4,0,3,0,5,0,0,0,10,3,0,0,0,11,9,3,3,0,31,0,0,0,0,4,3,3,3,0,14,0,0,0,7,6,0,0,3,0,16,0,0,0,0,3,3,0,3,0,12,0,0,0,0,3,8,4,7,0,19,0,0,0,0,12,6,5,11,4,38
UCL215014,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,20,6,15,0,58,0,0,0,0,3,3,3,3,0,10,3,3,6,3,10,30,14,18,0,94,0,0,0,0,3,0,4,3,0,14,0,4,0,3,6,3,0,5,0,20,0,0,4,0,0,0,0,0,0,6,0,0,3,0,3,6,3,11,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,14,0,0,0,0,3,4,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,3,3,21,0,0,0,0,0,11,4,0,0,23
UCL215015,0,3,3,0,3,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,3,3,0,32,0,0,0,0,0,0,0,3,0,6,3,3,0,16,3,17,16,12,0,75,0,0,3,0,0,0,0,0,0,8,0,3,0,4,9,3,6,3,0,35,8,25,7,10,6,11,15,24,0,103,0,3,3,3,3,0,3,5,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,4,3,0,17,3,3,3,3,3,4,3,11,0,28,0,8,5,0,0,5,4,3,0,22,0,0,0,3,6,14,4,0,0,31,3,0,3,3,3,5,3,0,0,22,0,5,5,0,4,0,4,3,0,19,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,3,3,3,0,17,3,6,4,0,4,0,0,0,4,23
UCL215016,0,0,0,0,7,0,0,0,3,14,0,0,0,0,0,0,3,10,0,9,9,6,5,11,48,44,28,25,4,163,0,0,0,0,4,4,4,3,0,15,3,10,6,14,27,58,20,37,0,187,0,0,0,3,6,7,4,8,0,33,5,6,5,3,11,15,10,10,0,60,0,8,4,4,0,0,3,5,3,24,0,0,5,3,13,25,13,34,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,3,0,0,0,13,0,3,3,3,0,4,3,9,0,26,0,0,3,3,10,8,6,3,0,31,0,6,3,0,23,21,17,14,0,80,0,0,0,0,9,6,7,3,0,25,0,0,5,0,7,3,0,0,0,15,0,0,0,0,3,0,0,0,0,10,3,0,0,0,4,8,3,6,0,30,5,8,0,0,17,6,3,10,11,62
UCL215017,0,0,0,3,3,7,3,3,0,19,0,0,0,0,0,0,0,3,0,6,0,3,0,3,8,9,16,6,0,52,0,0,0,0,0,4,0,6,0,12,6,5,4,4,22,44,19,33,0,134,0,0,0,0,0,8,3,3,0,19,0,3,0,3,4,6,3,5,0,25,0,7,0,3,0,0,0,3,0,13,0,0,4,3,0,6,3,10,0,32,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,11,0,0,0,0,3,3,0,4,0,11,0,3,0,0,0,0,3,3,0,13,0,0,0,0,4,7,3,3,0,21,0,0,3,4,5,0,3,3,0,22,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,10,0,3,0,29,3,0,0,0,7,4,3,3,4,27
UCL215018,3,5,6,6,14,16,9,24,3,80,0,0,0,0,0,0,0,0,0,0,3,3,3,0,11,21,22,12,4,84,0,0,0,0,0,9,3,0,0,10,3,3,0,3,10,36,12,12,0,74,0,0,0,0,0,5,6,4,0,16,0,9,5,5,6,8,8,4,0,54,0,6,0,3,0,3,3,11,0,28,0,0,3,3,0,0,3,20,0,40,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,3,5,0,3,8,0,21,0,7,0,7,0,3,0,0,0,14,7,0,0,4,12,9,9,5,0,45,0,3,6,3,3,7,0,3,0,24,3,3,6,6,3,5,0,6,0,28,0,0,0,0,0,3,0,0,0,7,0,0,5,0,6,7,4,11,0,32,0,0,0,0,9,3,3,3,10,28
UCL215019,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,9,0,3,0,21,0,0,0,0,0,3,0,0,0,6,4,7,5,13,18,37,18,27,3,128,3,0,0,0,3,0,3,0,0,13,0,8,0,0,10,0,0,4,0,22,0,0,8,3,3,3,0,4,0,25,0,3,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,6,0,27,0,0,4,3,0,0,0,0,0,10,0,0,0,0,3,9,0,3,0,20,0,4,3,3,9,3,9,0,0,28,0,0,0,3,3,3,0,0,0,15,0,3,0,3,3,9,0,5,0,24,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,6,18
UCL215020,3,4,3,8,10,8,7,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,13,0,0,0,18,0,0,3,0,0,0,5,3,0,12,0,6,0,0,4,3,3,3,0,26,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,16,0,4,0,5,0,3,0,7,0,16,0,0,0,5,3,3,0,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,15,0,0,0,0,0,0,0,0,6,13
UCL215021,0,0,0,3,4,8,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,6,12,15,7,9,0,60,0,0,0,0,3,0,0,0,0,4,3,4,0,6,4,12,0,3,0,30,0,0,0,0,3,0,0,3,0,10,0,4,5,3,3,3,3,0,0,32,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,3,3,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,3,0,5,0,0,3,0,8,4,3,3,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,13,3,0,0,0,6,0,0,3,3,12
UCL215022,0,3,5,0,4,0,3,6,0,24,0,0,0,0,7,0,0,14,0,23,0,0,3,3,19,13,19,14,0,76,11,3,3,0,30,16,8,10,0,84,3,5,3,12,23,33,18,20,6,121,3,0,4,0,3,8,6,6,0,21,4,15,9,11,19,14,8,9,0,84,0,23,4,3,4,6,0,3,0,42,3,6,4,0,11,3,9,12,0,48,0,0,0,3,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,8,3,4,0,26,0,4,0,4,8,4,0,7,0,22,0,9,3,3,7,11,8,0,0,50,0,8,3,5,7,15,7,9,0,61,5,8,3,8,9,8,0,6,0,40,0,0,3,0,0,0,0,0,0,9,0,4,0,0,8,8,3,3,0,26,4,0,0,0,4,0,5,4,3,34
UCL215023,3,11,4,10,0,5,3,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,40,14,3,90,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,14,12,8,0,48,3,0,0,0,3,3,0,0,0,12,0,12,0,0,4,8,0,3,0,31,0,3,0,0,3,0,0,4,0,11,0,0,0,0,6,4,5,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,5,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,0,12,3,0,0,0,0,9,3,4,0,21
UCL215024,6,3,6,5,10,5,3,12,0,51,0,3,0,0,0,3,4,7,0,17,3,0,3,0,9,3,4,0,0,29,0,4,0,0,3,5,3,5,0,25,4,8,0,0,10,25,5,9,0,59,0,0,3,3,3,3,0,3,0,12,0,5,0,0,3,3,4,3,0,25,0,0,0,0,3,0,0,5,0,14,0,0,4,3,0,9,3,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,3,0,15,0,3,0,0,3,0,3,3,0,18,0,0,0,0,4,0,0,3,0,9,0,0,0,0,3,0,0,0,0,4,0,0,3,0,7,3,4,0,0,18,0,0,0,3,0,4,3,0,5,16
UCL215025,0,6,0,0,10,4,4,8,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,0,16,0,0,0,0,5,3,3,11,0,24,6,0,3,3,6,5,0,7,0,31,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,3,0,14,0,0,0,3,0,3,0,3,0,14,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,0,0,14,0,0,0,4,0,0,0,5,0,15,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,5,3,4,0,22,0,3,0,0,0,3,0,3,0,11
UCL215026,0,3,0,3,0,0,3,3,0,19,4,0,0,0,0,0,0,0,0,5,4,3,0,6,10,11,6,4,0,42,0,0,0,0,3,5,3,0,0,16,11,15,0,16,29,54,24,39,0,186,0,3,0,0,10,7,0,8,0,22,11,19,8,12,9,16,5,11,0,84,9,16,15,11,20,20,9,22,6,124,3,0,3,7,7,10,12,5,0,42,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,3,0,17,0,3,3,0,4,4,0,10,0,28,0,11,5,7,0,11,0,6,0,37,5,3,4,0,10,10,9,8,0,41,0,0,7,3,4,3,4,6,0,29,3,3,3,6,11,7,0,6,0,37,4,16,3,7,4,3,3,3,0,35,0,0,3,3,3,9,3,5,0,27,0,0,3,0,8,4,0,10,9,37
UCL215027,0,0,0,3,4,0,3,5,0,28,0,0,0,0,0,0,3,0,0,3,0,0,0,3,26,18,10,8,3,68,0,0,0,0,0,0,0,0,0,3,0,0,3,6,15,34,10,14,3,81,0,0,0,0,3,4,0,0,0,14,0,4,6,5,8,8,4,4,0,43,0,0,3,4,3,0,3,10,0,33,3,0,0,3,4,8,3,10,0,30,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,5,7,0,0,24,0,3,0,0,0,4,0,0,0,13,0,0,3,0,9,3,5,4,0,19,0,0,0,0,7,4,3,3,0,20,0,0,0,10,5,5,0,0,3,23,0,0,3,3,7,3,0,0,0,11,0,3,3,5,7,8,0,3,0,35,0,0,3,3,5,3,4,0,8,29
UCL215028,0,3,0,5,3,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,6,8,0,46,3,0,0,0,0,3,0,0,0,10,3,12,7,12,25,21,8,18,3,106,4,4,0,0,4,0,0,3,0,16,0,5,4,9,9,13,6,13,0,53,5,16,14,16,11,17,13,35,3,126,3,4,3,3,8,0,8,8,0,33,0,0,0,0,0,3,0,4,0,16,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,3,3,10,3,3,10,0,6,0,36,0,12,0,0,3,3,0,0,0,24,3,0,3,0,11,4,7,5,0,41,0,0,3,5,8,4,0,5,0,33,3,6,6,15,10,8,3,3,0,54,0,3,3,4,3,0,0,11,0,23,0,0,0,3,0,8,3,8,0,18,0,5,3,5,6,3,0,3,15,38
