UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL221063,0,0,3,12,4,19,9,10,16,0,0,0,28,15,39,15,14,29,0,0,0,3,0,3,18,14,29,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,40,40,81,82,82,161
UCL221064,10,3,17,37,29,64,3,9,13,0,3,3,45,36,82,12,20,30,4,0,6,0,0,0,21,15,37,0,0,0,0,3,3,7,3,6,3,7,10,0,0,0,13,14,21,5,4,5,0,0,0,0,3,3,0,3,3,0,0,0,3,6,16,0,0,0,0,3,3,0,0,0,0,5,5,17,14,37,105,100,207
UCL221065,3,7,4,27,22,50,4,4,6,4,3,7,36,22,62,11,9,17,3,5,6,3,0,4,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,0,5,0,0,0,3,3,4,0,0,0,3,7,12,0,0,0,4,0,9,0,0,0,4,3,7,22,19,40,81,74,163
UCL221066,11,8,12,19,24,47,0,3,7,3,4,4,24,33,54,15,11,21,3,0,3,0,5,5,21,14,33,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,4,7,18,14,31,72,74,147
UCL221067,11,8,17,36,32,64,0,0,0,10,8,12,44,40,79,10,9,16,0,0,0,6,9,9,12,15,26,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,3,4,0,3,3,3,0,3,0,0,0,5,11,15,0,0,0,4,14,17,0,0,0,0,3,3,0,0,0,0,3,3,30,28,63,109,102,213
UCL221068,4,3,8,28,29,55,10,3,20,5,0,3,38,35,81,26,28,55,3,0,3,0,0,0,27,28,52,0,4,4,0,0,0,5,0,5,0,6,9,0,0,0,12,11,15,0,3,4,0,0,3,0,0,0,0,0,3,0,0,0,0,7,13,0,4,3,0,3,3,0,0,0,0,8,5,26,25,52,114,113,228
UCL221069,13,21,35,82,69,152,3,5,4,7,6,13,88,82,172,25,41,67,8,20,26,23,18,40,59,81,141,0,3,4,0,0,0,4,0,7,4,12,15,0,0,0,12,17,32,4,10,15,0,9,10,3,0,5,7,7,15,0,0,0,13,28,40,0,0,0,0,9,11,0,0,0,0,9,11,41,42,84,234,277,510
UCL221070,0,5,3,38,21,60,3,0,3,0,0,0,40,20,64,30,23,47,0,3,6,0,0,0,26,24,58,3,5,3,0,0,0,4,0,4,0,4,3,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,4,4,0,0,0,0,4,4,40,29,66,113,92,205
UCL221071,4,3,10,24,25,48,3,5,11,0,0,3,27,31,65,10,8,21,6,14,25,8,8,12,30,32,57,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,5,3,9,0,5,5,0,0,3,0,0,0,0,8,13,0,0,0,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,25,19,45,90,107,195
UCL221072,3,5,13,13,14,29,0,3,3,3,0,3,19,22,35,12,11,24,5,0,4,3,0,3,17,16,35,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,3,3,4,0,0,0,5,7,16,0,0,0,10,15,20,0,0,0,0,0,3,0,0,0,0,0,3,54,75,132,115,127,245
UCL221073,6,3,5,21,12,36,0,0,0,9,6,13,24,24,48,4,4,11,0,0,0,5,8,13,12,13,26,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,7,3,10,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,11,13,0,0,0,0,4,4,0,0,0,0,4,4,22,18,39,71,74,142
UCL221074,0,0,0,15,11,22,0,3,4,0,0,0,12,18,26,8,6,12,3,0,3,0,4,4,11,5,13,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,3,6,8,0,0,3,0,0,0,0,0,0,4,10,10,0,0,0,6,10,15,0,0,0,0,0,4,0,0,0,0,0,4,157,138,297,188,174,363
UCL221075,3,5,13,12,14,27,3,9,13,0,0,0,14,23,37,14,10,22,0,3,3,0,0,0,16,17,32,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,3,3,4,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,6,4,0,0,0,3,0,5,0,0,0,3,0,5,25,26,53,69,79,150
UCL221076,0,0,5,23,13,30,0,0,0,0,0,0,23,16,38,9,5,17,0,3,3,0,0,0,12,9,24,0,0,0,0,0,0,3,3,3,0,5,5,0,0,0,3,10,9,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,4,33,23,61,81,67,145
UCL221077,3,0,4,16,13,29,0,0,0,0,0,0,16,13,29,14,17,31,0,0,0,0,0,0,14,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,3,0,0,0,0,0,0,0,0,3,64,50,115,99,94,195
UCL221078,3,0,3,6,16,25,4,7,11,3,0,3,17,24,46,13,6,16,3,5,8,4,3,8,16,17,35,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,7,0,7,8,0,3,3,0,0,0,0,4,10,30,30,59,76,83,166
UCL221079,12,6,25,30,33,63,8,6,12,11,7,12,46,47,87,15,27,41,28,21,46,3,9,9,50,57,103,0,0,0,0,0,0,0,0,5,0,9,9,0,0,0,4,9,12,0,3,4,0,3,4,3,3,3,4,4,12,0,0,0,5,17,24,0,4,4,0,3,7,0,0,0,0,7,6,35,30,61,157,165,321
UCL221080,0,3,3,19,25,45,0,0,0,0,0,0,19,25,45,12,21,28,0,0,0,0,0,0,12,21,28,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,3,8,7,3,0,3,0,0,0,0,0,0,0,5,5,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,7,7,27,35,70,63,98,166
UCL221081,16,15,22,39,31,68,3,3,4,4,7,15,44,47,86,20,24,46,10,7,19,5,7,12,32,42,74,4,0,3,0,0,0,0,0,0,3,3,9,0,0,0,4,7,10,0,5,5,0,5,6,0,0,0,3,4,9,0,0,0,6,12,21,0,0,0,3,5,9,0,0,0,5,5,9,26,25,56,137,150,284
UCL221082,5,4,9,40,27,73,0,0,0,0,0,0,40,27,73,13,15,29,0,0,0,4,0,7,21,14,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,9,5,14,0,0,0,0,0,0,0,3,7,0,0,0,9,13,22,0,0,0,0,0,0,0,0,0,0,0,0,22,20,43,99,81,183
UCL222001,3,0,3,15,15,30,0,0,0,3,3,5,21,19,34,0,3,3,8,9,18,0,8,9,8,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,18,42,46,88
UCL222002,7,3,10,17,17,38,0,0,0,0,3,3,15,22,41,5,5,13,0,3,6,3,3,11,12,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,16,19,48,63,108
UCL222003,0,3,4,13,12,24,3,0,6,0,0,0,20,12,31,4,3,6,3,3,6,3,0,3,10,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,34,35,67
UCL222004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,9,12
UCL222005,6,4,6,3,8,14,0,3,4,0,0,0,3,14,12,4,3,5,3,0,9,0,0,0,10,6,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,17,14,34,39,41,78
UCL222006,0,3,5,11,8,14,0,0,3,4,0,9,19,7,25,5,11,17,4,4,5,3,0,6,18,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,6,10,0,0,0,0,0,3,0,0,0,0,0,3,20,15,39,54,55,106
UCL222007,0,0,0,5,0,5,3,0,5,0,0,6,13,3,15,11,9,17,4,0,3,0,0,0,14,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,30,22,49
UCL222008,3,0,3,7,13,18,0,0,0,0,0,3,10,10,23,5,4,3,3,0,6,0,0,0,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,3,5,22,19,45,46,47,91
UCL222009,3,0,3,14,5,18,4,3,6,0,0,0,12,12,23,4,10,12,3,0,3,0,0,3,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,12,34,42,43,80
UCL222010,4,0,6,10,10,24,4,0,5,0,3,3,16,12,31,3,3,10,3,11,13,3,3,3,6,19,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,8,5,0,0,0,0,3,3,0,0,0,0,3,3,27,24,59,61,70,132
UCL222011,3,6,8,14,15,27,0,0,0,3,3,5,18,19,35,3,14,21,3,0,3,3,3,4,13,17,31,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,3,5,11,3,8,7,3,0,3,0,0,0,0,3,3,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,47,66,118
UCL222012,0,0,3,3,4,12,4,6,9,3,3,9,8,16,27,5,7,11,3,0,3,0,0,3,7,10,17,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,7,0,3,4,0,0,0,0,3,3,0,3,3,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,38,41,78
UCL222013,0,0,0,7,9,11,0,0,0,0,0,0,7,9,11,7,3,11,0,0,0,3,0,4,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,30,27,56
UCL222014,6,0,11,9,13,20,7,0,8,0,0,0,16,10,27,3,7,11,0,3,3,0,3,3,3,10,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,0,0,3,7,6,13,39,49,85
UCL222015,3,0,3,25,15,35,6,0,5,0,4,4,33,22,51,10,4,14,0,3,5,0,4,6,15,9,28,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,6,10,3,3,6,0,3,0,0,6,6,0,6,3,0,0,0,3,12,21,0,0,0,0,3,3,0,0,0,0,3,3,9,18,29,63,73,135
UCL222016,4,0,8,17,7,26,3,4,11,0,3,3,18,13,37,0,11,13,7,3,9,0,3,4,9,16,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,3,4,0,4,4,0,0,0,3,3,6,0,0,0,8,15,18,0,0,0,0,0,0,0,0,0,0,0,0,16,14,34,58,60,119
UCL222017,4,3,6,18,17,35,4,4,5,0,0,0,22,18,42,4,11,18,0,0,0,0,0,3,11,14,21,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,3,0,0,0,0,3,3,13,15,35,57,63,124
UCL222018,3,3,7,18,19,39,0,0,0,3,7,9,21,26,51,3,7,16,6,4,7,0,3,7,12,20,29,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,11,0,0,4,0,3,3,0,0,0,0,3,4,0,0,0,3,11,14,0,0,0,0,3,3,0,0,0,0,3,3,16,21,37,61,83,145
UCL222019,0,0,3,12,11,19,0,0,0,0,0,0,12,10,25,0,6,6,3,0,3,0,0,0,7,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,26,27,48,38,45,85
UCL222020,0,3,3,7,3,17,0,0,0,0,0,0,11,3,15,3,4,6,3,0,3,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,33,33,38,73
UCL222021,0,0,0,0,3,3,3,0,3,0,3,8,4,8,12,3,3,6,0,0,0,0,3,4,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,47,59,100,55,78,134
UCL222022,0,4,4,17,13,28,5,0,6,0,0,0,19,11,31,15,8,24,0,0,0,5,0,3,19,8,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,3,0,0,0,0,0,3,0,0,12,9,21,58,43,97
UCL222023,0,3,3,12,14,18,0,0,0,0,0,0,12,16,22,9,5,11,0,0,0,0,0,0,9,9,14,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30,42,43,85
UCL222024,0,0,3,3,6,8,0,0,0,0,0,0,3,6,10,3,0,7,0,9,10,0,0,0,8,11,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,30,24,52
UCL222025,3,5,7,21,16,40,3,4,7,3,3,7,30,26,55,5,10,12,3,11,12,0,0,4,8,17,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,7,6,10,0,0,0,5,6,18,0,0,0,0,0,0,0,0,0,0,0,3,19,16,35,65,78,140
UCL222026,3,0,3,8,7,18,0,0,0,0,0,0,8,7,17,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,32,37,70,60,54,110
UCL222027,5,5,12,3,8,6,0,0,3,0,0,0,5,10,15,0,3,9,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,17,18,31,49
UCL222028,3,5,11,11,11,19,3,3,3,0,3,3,13,12,30,6,6,12,9,4,13,0,0,3,20,14,32,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,44,40,84
UCL222029,4,3,6,12,11,19,4,0,3,3,0,3,14,10,23,6,6,11,0,0,5,0,0,0,10,6,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,36,31,70
UCL222030,0,0,0,9,11,12,0,0,0,0,0,0,9,11,12,3,5,9,0,3,3,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,26,46,34,44,79
UCL222031,0,0,3,12,18,22,0,0,3,0,0,0,11,17,25,6,7,15,5,0,9,0,0,0,9,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,3,9,5,11,39,37,73
UCL222032,3,3,3,11,19,33,0,3,3,0,0,0,16,28,37,8,13,17,3,0,5,0,5,5,11,21,30,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,5,8,9,0,0,0,0,3,3,0,0,0,0,4,4,26,30,52,60,85,146
UCL222033,3,0,7,0,3,6,0,0,0,0,0,0,0,3,6,6,10,17,0,0,0,0,0,0,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,17,28,46
UCL222034,5,0,6,8,3,14,0,0,0,0,5,4,7,10,16,3,5,7,0,0,0,0,0,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,3,6,9,17,25,33,53
UCL222035,3,0,3,10,12,20,3,0,0,0,0,4,14,9,23,0,3,9,6,0,5,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,34,40,40,82
UCL222036,4,0,7,7,7,12,0,0,0,0,0,0,7,7,15,0,3,0,3,4,6,0,0,0,5,6,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,18,15,27,38,32,73
UCL222037,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9,8,3,12,0,0,0,0,0,0,10,3,14,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,27,22,53
UCL222038,0,0,0,14,14,25,0,0,0,0,0,0,14,10,28,5,8,15,0,0,0,0,0,0,5,8,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,27,23,48,45,54,101
UCL222039,0,0,3,4,3,9,0,0,0,4,3,5,8,6,18,6,12,20,0,0,0,0,0,0,6,12,20,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,16,9,31,47,31,76
UCL222040,0,3,5,3,6,13,0,0,0,0,0,0,4,6,11,4,5,8,0,0,0,3,3,9,13,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,22,39,39,35,81
UCL222041,0,3,4,12,12,17,0,0,0,3,0,3,8,7,18,4,3,7,5,6,12,0,3,4,10,8,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,6,6,0,0,0,0,4,4,9,15,24,34,49,85
UCL222042,3,0,3,18,8,26,0,0,0,0,0,0,18,7,23,9,3,13,3,0,7,0,0,4,16,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,47,31,79
UCL222043,3,9,7,14,19,28,3,0,3,3,3,4,19,18,34,11,13,25,0,8,8,0,3,3,11,22,35,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,9,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,3,10,5,15,48,60,107
UCL222044,4,3,9,8,12,20,0,3,3,0,0,3,8,13,26,7,12,19,0,0,0,5,3,4,11,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,12,15,27,40,49,90
UCL222045,0,0,3,10,12,24,3,3,3,7,3,4,20,18,38,4,5,17,0,3,3,0,3,3,8,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,9,17,31,36,55,98
UCL222046,0,3,6,8,7,16,4,7,7,0,0,0,9,14,21,4,5,8,7,0,7,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,32,37,33,70
UCL222047,7,4,9,16,17,36,0,0,0,0,0,0,23,17,37,5,8,15,7,3,12,0,0,0,12,10,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,17,44,68,52,122
UCL222048,4,0,3,11,8,18,0,7,7,0,0,0,11,15,23,13,4,12,0,0,4,0,0,0,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,16,22,36,47,55,95
UCL222049,3,0,4,3,9,14,0,0,0,0,0,0,3,9,14,0,3,3,3,0,3,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,18,15,29,30,32,57
UCL222050,3,0,4,10,6,21,0,0,0,0,0,0,13,4,20,11,7,15,0,5,4,3,0,3,14,12,24,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,8,0,8,3,5,7,0,0,0,0,0,0,0,0,3,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,50,35,81
UCL222051,0,0,4,16,23,41,0,0,0,0,0,0,16,23,39,13,13,25,0,3,3,4,0,4,17,13,32,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16,35,59,60,119
UCL222052,0,0,0,12,14,26,0,0,0,0,0,0,12,14,26,0,0,4,0,0,0,3,3,8,3,7,10,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,27,37,57
UCL222053,0,3,0,8,4,13,0,0,0,0,0,0,8,4,13,4,4,14,0,0,0,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,16,15,33,37,29,65
