UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL221010,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,98,83,179,3,3,9,0,0,0,0,0,0,0,0,0,3,0,3,6,8,10,111,96,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,28,37,0,0,3,126,128,254
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,152,3,3,4,3,0,3,0,0,0,0,0,0,0,0,0,5,4,8,92,79,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,10,18,24,0,8,5,107,109,215
UCL221012,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,109,91,205,7,4,10,3,0,3,0,0,0,0,0,0,0,0,0,5,3,4,125,100,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,16,19,38,0,0,5,153,125,279
UCL221013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,87,184,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,11,4,8,107,94,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,21,9,16,27,0,0,0,130,119,245
UCL221014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,100,226,4,0,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,140,106,244,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,6,22,25,3,0,5,161,135,291
UCL221015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,105,232,8,10,14,0,0,0,0,0,0,3,0,5,0,0,0,3,3,6,148,112,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14,13,33,50,0,0,0,174,152,329
UCL221016,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,98,92,189,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,94,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,11,23,33,3,0,4,127,117,242
UCL221017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,114,261,11,9,16,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,165,123,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,18,19,38,3,0,4,193,158,351
UCL221018,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,128,98,219,3,13,15,3,0,3,3,0,3,9,4,9,3,0,3,18,15,32,157,129,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,16,27,41,3,3,3,187,166,353
UCL221019,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,162,139,301,3,10,12,4,0,4,0,0,0,0,0,0,4,0,4,9,8,17,190,163,354,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,3,0,3,0,0,0,0,0,0,3,0,3,13,14,26,27,59,92,0,3,3,238,246,486
UCL221020,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,114,85,198,12,6,13,0,0,0,0,0,0,0,0,0,0,0,3,6,9,17,138,102,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,8,28,40,3,0,4,150,145,298
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,59,175,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,123,72,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,13,26,45,0,0,0,148,115,256
UCL221022,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,81,80,158,5,3,10,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,96,83,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,14,29,5,0,5,117,103,221
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,60,127,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,12,9,17,84,75,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,14,23,34,3,0,3,108,108,211
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,8,17,70,64,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,9,22,0,4,0,87,77,155
UCL221025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,227,3,11,13,4,0,4,0,0,0,0,0,0,0,0,0,5,0,10,131,123,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,18,24,45,8,0,9,155,159,315
UCL221026,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,148,104,257,3,8,12,3,0,3,0,0,0,0,0,0,5,0,5,8,3,13,173,122,292,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20,22,36,62,8,0,9,213,169,387
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,49,142,4,4,5,3,0,3,0,0,0,0,0,0,0,0,0,14,18,30,105,71,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,13,20,6,22,31,3,0,4,124,105,236
UCL221028,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,80,71,153,9,10,16,0,0,0,0,0,0,3,0,3,3,0,7,10,9,20,107,90,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,18,34,0,0,3,126,116,243
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,73,156,4,3,4,5,0,5,0,0,0,0,0,3,0,0,0,13,15,25,106,95,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,10,16,31,0,0,0,122,118,242
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,73,160,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,104,88,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,17,22,44,0,3,4,136,122,264
UCL221031,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,135,123,256,3,3,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,147,125,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,26,53,0,0,0,172,154,328
UCL221032,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,128,106,229,6,5,15,3,0,3,0,0,0,0,0,0,0,4,4,3,3,5,141,123,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,0,3,3,6,11,13,9,20,29,3,0,3,164,151,310
UCL221033,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,105,75,179,5,14,18,5,0,5,0,0,0,0,0,0,0,0,0,0,3,6,125,93,219,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,17,25,41,7,0,4,163,129,288
UCL221034,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,93,76,164,3,9,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,103,85,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,16,11,30,0,0,0,126,110,233
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,58,115,7,6,9,0,0,0,0,0,0,7,0,7,5,0,5,15,17,37,95,80,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,15,22,4,0,4,103,101,203
UCL221036,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,165,122,283,11,7,19,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,184,139,322,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,15,19,16,21,38,4,0,4,221,171,393
UCL221037,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,80,66,141,4,4,8,3,0,3,0,0,0,0,0,0,0,0,0,10,9,18,98,82,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,13,19,3,0,3,110,94,202
UCL221038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,112,271,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,165,122,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,13,21,12,29,42,5,3,8,193,165,358
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,172,5,11,17,3,0,3,0,3,3,3,0,3,6,0,9,13,11,33,123,109,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,14,24,3,0,3,139,132,271
UCL221040,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,227,167,388,7,10,24,6,0,6,0,0,0,0,0,0,0,0,3,7,3,10,257,188,450,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,13,6,18,0,0,0,0,0,0,0,0,0,3,0,3,9,18,26,24,31,57,3,0,3,310,238,552
UCL221041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,117,275,7,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,164,120,288,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,21,32,52,6,4,13,210,174,388
UCL221042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,102,234,6,5,11,4,0,4,0,0,0,0,0,0,3,0,3,0,3,7,144,113,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,9,21,25,3,3,9,157,147,312
UCL221043,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,73,92,162,3,3,6,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,81,91,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,11,19,29,0,3,3,93,115,213
UCL221044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,91,208,8,3,12,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,133,96,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,27,37,0,0,4,150,127,274
UCL221045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,92,4,4,4,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,65,45,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,14,16,0,3,4,77,58,132
UCL221046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,74,163,0,9,4,0,0,0,0,0,0,8,9,17,4,3,11,12,23,34,127,113,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,21,37,22,39,56,3,0,3,171,169,338
UCL221047,5,3,16,0,0,0,0,0,0,0,0,0,0,0,0,115,96,210,8,15,17,3,0,3,0,0,0,0,0,0,0,3,3,8,3,6,143,119,261,0,0,0,0,0,0,7,0,7,0,0,3,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,3,3,0,0,0,0,0,0,0,3,3,7,8,18,13,20,31,0,0,0,168,157,324
UCL221048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,148,348,8,6,14,3,0,3,0,0,0,0,0,0,0,0,3,0,4,4,211,162,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,13,27,46,7,0,4,233,204,435
UCL221049,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,122,96,223,3,4,11,7,0,7,0,0,0,0,0,0,0,0,0,3,3,5,140,107,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,8,20,33,0,0,0,158,140,296
UCL221050,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,150,151,302,7,3,13,3,0,3,0,0,0,0,0,0,3,3,5,4,10,16,174,169,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,14,31,31,39,62,0,0,0,226,225,444
UCL221051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,104,248,6,3,13,5,0,5,0,0,0,3,0,3,3,0,3,0,0,3,162,109,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,3,0,4,9,9,18,26,34,57,3,3,3,206,154,357
UCL221052,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,93,92,177,3,4,8,7,0,7,0,0,0,0,0,0,3,0,3,3,7,10,111,99,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,16,21,32,0,0,3,130,128,255
UCL221053,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,109,76,189,4,9,14,0,0,0,0,0,0,3,0,3,6,0,6,10,5,11,130,90,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,17,23,41,0,0,4,153,119,275
UCL221054,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,113,102,218,9,5,11,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,134,118,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,12,15,23,5,6,6,162,148,304
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,92,226,3,10,14,3,0,3,0,0,0,0,0,0,0,0,0,7,6,12,151,106,252,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,11,0,3,3,0,0,0,0,0,0,0,3,3,10,7,22,20,27,48,0,3,3,184,152,337
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,146,3,3,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,88,73,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,13,26,0,3,3,99,94,194
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,61,143,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,95,69,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,15,20,33,0,0,0,124,103,220
UCL221058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,95,213,4,7,13,6,0,6,0,0,0,0,0,0,0,3,3,0,3,3,137,106,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,13,19,36,3,5,9,157,141,298
UCL221059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,108,208,3,9,11,3,0,3,0,0,0,0,0,0,0,0,0,9,3,13,111,120,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,18,35,46,3,6,6,140,166,306
UCL221060,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,31,25,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,31,10,20,31,0,0,0,0,0,0,0,0,3,0,0,3,5,12,21,9,9,18,0,0,0,63,74,140
UCL221061,0,11,16,0,4,4,0,0,0,0,0,0,0,0,0,142,91,228,13,6,14,10,0,10,3,0,3,0,0,0,0,0,0,3,3,5,168,119,285,3,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,8,14,0,3,3,0,0,0,0,0,0,0,3,3,3,10,10,19,16,30,6,4,13,196,152,348
UCL221062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,82,193,12,5,18,0,0,0,0,0,0,0,0,5,0,3,4,9,16,25,136,110,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,12,21,37,3,0,3,158,134,296
UCL221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,54,134,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,12,17,22,94,72,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,13,0,0,0,101,84,184
UCL221064,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,148,113,259,12,4,18,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,166,119,289,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,9,18,30,5,0,5,189,156,345
