UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL221080,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,14,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,54
UCL221081,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,25,0,0,0,0,25,35,0,0,0,0,34,27,0,0,0,0,27,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,125,0,0,4,0,132
UCL221082,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,9,25,0,0,0,0,25,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,79,0,0,0,0,77
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,35,0,0,0,0,35
UCL222002,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,22,0,0,0,0,22,7,0,0,0,0,7,12,0,0,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,71,0,0,0,3,68
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,44
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,62,0,0,0,0,62
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36
UCL222008,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,12,0,0,0,0,12,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,47
UCL222009,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,38
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,7,0,0,0,0,7,17,0,0,0,0,17,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,50
UCL222011,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,5,0,0,0,0,5,12,0,0,0,0,12,10,0,0,0,0,10,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,55,0,0,0,0,58
UCL222012,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,12,0,0,0,0,12,5,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,52,0,0,0,0,58
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,31,0,0,0,0,31
UCL222014,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,3,0,0,0,0,9,10,0,0,0,0,13,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,52,3,0,0,0,53
UCL222015,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,13,0,0,0,0,13,9,0,0,0,0,9,16,0,0,0,0,16,7,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,59,0,0,0,0,65
UCL222016,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,9,32,0,0,0,0,32,18,0,0,0,0,18,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,101
UCL222017,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,12,0,0,0,0,12,29,0,0,0,0,29,18,0,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,92,0,0,0,0,92
UCL222018,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,20,0,0,0,0,20,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,67,0,0,0,0,67
UCL222019,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,35
UCL222020,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,18
UCL222022,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,11,12,0,0,0,0,12,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,63,0,0,0,0,63
UCL222023,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,0,0,0,0,43
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,0,0,0,0,44
UCL222025,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,8,0,0,0,0,8,13,0,0,0,0,13,28,0,0,0,0,28,21,0,0,0,0,21,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,103,0,0,0,0,103
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,5,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,25
UCL222028,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,17,0,0,0,0,17,12,0,0,0,0,12,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,0,0,0,0,61
UCL222029,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,9,0,0,0,0,9,21,0,0,0,0,21,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,3,0,64
UCL222030,6,0,0,0,0,6,8,0,0,0,0,8,4,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,14,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,64,0,0,0,0,64
UCL222031,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,14,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,48,0,0,0,0,48
UCL222032,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,14,0,0,0,0,14,23,0,0,0,0,23,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,0,77
UCL222033,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
UCL222034,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,7,0,0,0,0,7,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,40
UCL222035,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,35
UCL222036,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,24
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,3,25
UCL222038,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
UCL222039,4,3,0,0,0,9,3,0,0,0,0,7,4,3,0,0,0,7,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,29
UCL222040,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
UCL222041,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,22,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,48
UCL222042,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
UCL222043,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,11,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,54
UCL222044,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,5,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,41,3,0,0,0,47
UCL222045,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,12,0,0,0,0,12,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,49,0,0,0,0,49
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
UCL222047,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,27,0,0,0,0,27,19,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,75
UCL222048,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,17,0,0,0,0,17,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,66,0,0,0,0,63
UCL222049,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,41,0,0,0,0,41
UCL222050,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,15,0,0,0,0,15,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
UCL222051,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,49,0,0,0,0,49
UCL222052,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
UCL222053,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20
UCL222054,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
UCL222055,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,50,0,0,0,0,50
UCL222056,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,3,0,8,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,3,0,37
UCL222057,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,19,0,0,0,0,19,6,0,0,0,0,6,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,69,0,0,0,0,69
UCL222058,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,6,0,0,0,0,4,8,0,0,0,0,8,17,0,0,0,0,22,11,0,0,0,0,11,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,64,0,3,0,0,70
UCL222059,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,18,0,0,0,0,18,15,0,0,0,0,15,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,0,0,0,0,63
UCL222060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,13,10,0,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,47
UCL222061,6,0,0,0,0,6,10,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,42,0,0,0,0,43
UCL222062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222063,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,16,0,0,0,0,17,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,0,0,0,0,59
UCL222064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222065,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,7,0,0,0,0,7,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
UCL222066,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19
UCL222067,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,13,0,0,0,0,13,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,42
UCL222068,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,48,0,0,0,0,48
UCL222069,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,4,12,0,0,0,0,13,4,0,0,0,0,4,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,4,0,48
UCL222070,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,16,0,0,0,0,16,22,0,0,0,0,22,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,87,0,0,0,0,87
UCL222071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,37
UCL222072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,28,0,0,0,0,31
UCL222073,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
UCL222074,8,0,0,0,0,8,7,0,0,0,0,8,7,0,0,0,0,9,12,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,50,0,0,0,0,56
UCL222075,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
