UCL_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
UCL215033,0,0,3,10,14,26,31,40,3,121,6,3,0,0,30,40,17,23,0,118,3,0,3,5,33,65,30,30,0,179,3,0,5,3,7,16,3,10,0,47,0,0,3,4,29,26,10,9,0,84,0,5,0,4,8,13,6,13,0,50,0,0,0,3,13,19,12,31,0,82,4,7,5,5,12,16,4,9,0,53,0,0,0,0,0,3,0,0,0,9,23,20,20,28,146,218,112,161,10,741,8,0,3,10,13,19,14,11,3,72,14,7,27,28,35,23,25,22,0,180,0,5,0,3,4,3,3,0,0,20,6,16,19,19,15,13,4,11,0,109,11,11,18,25,41,42,7,10,0,169,0,30,11,5,12,6,0,0,0,67,0,3,0,0,0,0,0,0,0,7,4,12,7,4,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,41,89,80,94,119,109,57,50,6,648
UCL215034,0,3,0,0,0,10,3,13,3,31,0,4,0,3,3,5,0,3,0,16,3,7,0,3,5,13,0,15,0,49,0,0,3,0,5,4,0,0,0,15,0,3,0,3,0,3,0,0,0,10,0,7,8,0,0,0,0,4,0,16,0,0,0,3,4,3,6,5,3,26,0,9,4,3,0,5,3,3,0,28,0,0,0,0,0,0,0,0,0,5,8,28,14,13,22,38,16,39,6,191,0,5,3,4,6,7,0,0,0,22,0,9,5,3,8,0,3,3,0,36,0,3,3,0,0,3,0,3,0,14,5,5,8,3,4,3,0,0,0,26,0,8,3,8,3,5,3,0,0,34,0,10,4,9,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,11,3,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,10,43,26,37,20,22,12,8,5,181
UCL215035,0,0,0,3,4,7,11,14,0,45,0,0,3,3,7,4,0,4,0,22,4,3,5,5,22,33,17,21,0,108,0,0,0,0,0,0,3,3,0,8,0,9,4,0,4,0,3,3,0,20,0,0,3,0,4,3,0,4,0,12,0,0,0,0,6,10,11,15,3,48,0,4,7,3,7,11,3,8,0,40,0,0,0,0,0,3,0,0,0,6,7,15,18,17,50,74,51,66,5,314,0,0,3,3,4,0,3,0,0,16,3,4,8,13,3,11,0,4,0,54,0,3,3,3,3,0,0,0,0,12,3,7,16,8,6,0,0,0,4,48,0,12,15,10,12,4,0,4,0,62,0,10,6,5,4,4,0,0,0,28,0,3,0,0,3,0,0,0,0,9,0,7,7,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,7,16,52,53,54,34,19,7,14,15,262
UCL215036,0,0,0,4,0,11,7,12,0,36,0,0,0,8,4,13,8,8,0,41,3,4,9,0,31,27,6,23,0,106,0,0,0,0,3,7,0,0,0,16,0,0,0,0,3,3,4,3,0,15,3,0,4,3,5,7,0,3,0,21,0,0,0,4,4,4,3,16,4,35,3,5,0,3,4,12,8,5,0,36,0,0,0,0,0,0,0,0,0,0,15,14,14,22,56,72,34,63,10,302,0,0,0,0,4,4,3,4,0,17,8,11,14,12,8,11,3,8,3,65,0,6,3,3,3,0,0,0,0,18,0,10,6,13,4,3,0,0,3,34,8,12,8,7,8,3,3,0,0,55,3,12,3,4,6,8,0,0,0,29,0,0,0,3,0,0,0,0,0,6,5,5,6,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,19,49,40,44,40,30,9,10,11,247
UCL215037,0,3,3,0,3,14,0,14,0,40,0,0,0,3,0,3,0,6,0,16,6,5,6,4,10,22,3,13,3,72,0,0,0,3,10,3,3,3,0,22,0,0,3,3,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,7,3,3,5,3,11,4,4,16,3,44,3,6,3,7,12,13,0,3,3,49,0,0,0,0,0,0,0,0,4,5,13,19,25,22,44,57,14,61,13,269,0,3,4,0,3,3,0,9,0,28,6,0,6,0,10,9,3,3,0,41,0,4,3,3,0,3,0,0,0,16,3,12,11,3,6,0,0,0,0,33,0,4,3,9,5,11,0,0,0,34,6,7,8,5,6,3,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,13,6,4,3,0,0,4,0,34,0,0,0,0,0,0,0,0,0,6,22,46,39,28,41,32,11,20,3,231
UCL215038,0,0,0,0,4,5,7,10,0,24,3,0,0,0,0,3,0,4,0,12,0,8,3,4,15,21,16,26,0,86,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,4,0,0,0,10,0,3,0,0,0,3,3,0,0,18,3,3,0,3,14,19,13,17,0,69,0,9,3,3,15,22,12,0,0,59,0,0,0,0,0,3,0,0,0,7,9,26,11,11,53,80,54,55,4,299,0,0,3,0,0,0,4,6,0,19,0,3,3,3,7,6,5,3,0,38,0,0,3,0,3,4,0,0,0,13,3,4,13,13,5,3,3,3,0,48,3,9,12,11,9,9,6,0,0,55,0,16,9,6,7,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,12,8,13,4,4,0,0,0,39,0,3,0,0,0,0,0,0,0,3,16,42,41,46,40,30,19,15,8,262
UCL215039,0,0,3,3,8,9,3,13,0,34,0,0,0,0,3,0,0,3,0,7,4,0,3,3,21,15,4,10,0,61,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,3,0,10,0,3,0,0,3,3,0,0,0,10,6,0,3,0,12,18,19,20,3,81,0,9,4,5,14,3,5,4,0,43,3,0,0,0,0,3,0,3,3,9,14,18,9,22,57,51,32,44,8,256,0,3,0,3,3,3,3,6,0,23,0,3,0,6,3,3,3,0,0,33,0,3,3,3,0,0,0,0,0,11,0,11,7,21,8,3,3,0,3,52,4,3,4,6,8,7,0,3,0,37,0,14,3,4,11,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,11,8,6,0,0,3,0,29,3,0,0,0,0,0,0,0,0,4,7,41,30,51,41,23,14,12,4,225
UCL215040,3,3,4,10,12,20,22,56,3,121,3,3,4,0,14,16,7,21,0,80,4,3,3,7,43,41,24,30,4,167,3,8,5,3,3,10,0,5,0,32,0,3,3,0,7,3,11,6,0,32,4,11,0,6,15,5,6,8,0,58,3,9,4,4,19,25,12,19,0,95,6,19,11,14,25,29,6,10,0,118,0,0,4,0,0,4,0,0,3,10,27,57,42,45,145,153,85,156,11,727,0,3,7,3,6,10,10,20,0,67,7,16,28,22,14,14,12,18,0,123,3,10,7,3,11,5,4,7,0,43,13,37,26,35,5,5,6,4,3,138,4,15,23,27,20,17,5,5,0,115,0,31,18,16,13,5,0,3,0,92,0,0,3,0,0,0,0,0,0,4,0,24,17,14,7,5,0,3,0,79,0,0,0,0,0,0,0,0,0,3,34,139,120,120,82,60,44,56,11,662
UCL215041,0,0,0,0,8,11,12,14,0,45,0,0,0,0,0,13,3,5,0,24,11,4,6,9,31,67,12,39,4,182,0,0,0,0,3,3,3,0,0,16,0,0,0,0,7,3,7,6,0,25,0,6,3,0,3,7,3,9,0,38,4,3,4,4,30,24,16,28,0,107,0,10,10,12,14,26,6,14,3,102,0,0,0,0,0,3,3,0,3,10,16,29,28,27,102,149,63,117,10,552,0,3,4,7,5,8,0,0,0,24,3,4,8,11,10,12,7,13,4,73,5,0,3,6,7,3,0,0,0,19,7,12,15,28,19,8,3,3,3,100,5,13,14,14,34,9,10,4,0,101,3,29,18,11,6,6,4,5,0,87,0,0,4,0,8,3,0,0,0,16,0,8,9,11,7,3,0,0,0,45,0,3,0,0,0,0,0,0,7,5,28,79,80,85,93,49,29,23,14,470
UCL215042,3,0,0,3,5,9,6,27,0,56,0,5,0,3,9,16,7,8,4,41,5,9,5,5,24,28,8,15,0,96,5,4,3,3,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,4,3,0,3,5,0,3,0,23,3,0,3,0,9,9,11,13,0,53,4,14,3,7,21,12,9,6,4,80,3,0,0,0,0,5,0,0,0,10,17,38,18,21,67,83,48,77,15,390,0,4,0,0,11,4,4,7,0,35,5,3,20,13,10,7,3,4,0,68,0,0,9,4,3,0,0,0,0,23,5,16,8,21,11,6,0,4,0,74,3,16,8,17,12,7,3,0,0,64,0,11,8,7,3,0,0,0,3,35,0,0,0,0,0,0,0,0,0,3,0,13,8,3,4,3,0,0,0,34,0,0,0,0,0,0,0,0,3,4,21,67,64,70,50,30,19,14,8,339
UCL215043,3,3,3,6,12,21,14,40,0,102,3,3,4,3,8,11,6,19,0,60,3,5,3,7,41,66,26,35,3,194,3,3,3,6,7,8,3,0,0,33,0,0,3,0,3,3,0,6,0,23,0,10,3,3,3,9,4,3,5,44,5,5,6,8,13,14,13,31,0,101,4,19,20,10,21,17,16,14,3,122,0,0,0,0,0,0,0,0,12,18,26,56,47,49,109,145,89,149,23,697,4,4,3,3,3,3,6,5,0,38,6,3,14,29,19,8,9,16,0,102,3,7,9,5,13,6,4,4,0,50,21,38,32,30,13,9,3,8,3,157,7,19,18,28,21,22,4,0,0,121,0,38,19,16,14,5,4,3,3,116,0,0,0,3,4,0,0,0,0,8,3,23,11,13,11,0,6,3,3,70,0,0,0,0,0,0,0,0,9,17,43,144,105,132,106,62,28,36,21,677
UCL215044,3,4,0,6,11,41,22,63,0,157,0,10,18,16,24,33,16,37,0,161,9,13,12,17,47,73,34,39,3,243,7,7,3,9,9,18,6,15,0,72,0,4,3,3,15,15,3,7,0,51,3,7,0,9,10,5,11,14,0,65,3,6,7,3,6,15,15,18,0,71,4,32,30,30,25,32,4,9,0,173,0,0,0,3,3,0,4,3,10,24,31,81,72,96,155,234,115,201,23,1009,7,9,12,12,13,14,15,13,0,93,19,37,49,43,27,40,13,23,0,246,3,12,9,11,10,10,4,0,5,57,9,30,30,33,34,15,9,5,7,166,9,22,21,37,40,25,15,12,0,184,0,31,20,27,10,6,4,0,3,99,0,0,0,0,0,0,0,0,0,8,0,26,26,24,10,10,0,3,5,113,0,0,0,0,3,0,0,0,11,13,50,167,160,184,155,122,59,66,23,982
UCL215045,4,0,0,0,5,7,6,15,0,48,3,0,0,5,9,12,0,4,0,34,4,7,3,4,20,43,11,12,4,115,0,4,0,0,3,3,4,3,0,26,0,0,3,0,6,4,3,3,0,20,0,3,0,3,0,0,0,3,0,14,4,0,5,5,8,7,12,8,0,53,0,3,0,5,8,0,3,3,0,34,0,0,0,0,0,3,0,0,0,6,17,20,16,19,63,89,51,61,10,343,0,0,0,3,4,3,5,7,0,23,4,14,12,10,15,10,3,8,0,79,0,7,5,3,4,0,3,0,0,20,0,9,15,4,7,0,6,3,0,51,3,8,6,17,19,14,0,3,0,74,0,11,5,10,3,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,3,10,6,12,5,0,0,0,0,31,3,0,0,0,0,0,0,0,3,6,18,53,48,64,52,30,21,24,10,323
UCL215046,0,0,0,0,3,10,7,11,0,32,0,0,0,0,0,3,0,3,0,8,0,0,0,3,21,21,14,14,0,82,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,12,0,7,3,0,3,0,0,0,0,18,4,0,0,0,12,15,16,18,0,62,0,6,5,6,8,19,3,7,0,50,0,0,0,0,0,0,0,0,0,10,5,14,11,18,50,67,44,63,6,281,0,0,0,0,0,0,3,3,0,14,0,7,3,3,9,3,3,4,3,37,0,3,0,3,4,0,0,3,0,15,0,8,13,11,5,0,0,0,0,43,0,6,4,14,11,6,3,3,0,45,0,8,12,13,4,4,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,4,33,43,41,42,26,12,14,4,230
UCL215047,3,3,0,0,4,6,6,19,0,36,0,3,0,0,3,9,3,8,0,23,0,4,0,9,27,16,25,18,0,103,0,0,4,3,3,3,0,0,0,18,0,0,0,0,4,6,3,0,0,17,0,0,0,0,9,0,3,0,0,19,0,0,3,0,12,15,8,18,0,58,3,7,4,7,15,12,6,10,3,66,0,0,0,0,0,3,0,0,0,5,6,16,14,19,80,63,46,76,6,331,0,0,0,0,0,0,0,7,0,17,0,0,3,9,13,3,3,0,0,32,0,4,4,0,0,6,0,0,0,17,4,7,17,12,9,3,3,0,0,62,0,9,5,5,9,4,3,0,0,44,3,15,8,3,11,0,3,0,0,46,0,0,0,0,0,0,0,0,0,3,3,13,9,9,11,0,0,0,0,51,0,0,0,0,0,0,0,0,0,3,14,53,48,51,55,24,17,10,3,270
UCL215048,4,5,0,10,15,10,3,29,0,69,0,7,0,0,0,6,3,7,0,30,4,3,3,4,8,19,4,11,0,59,0,3,4,4,5,3,0,3,0,23,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,3,0,0,14,0,0,0,0,3,0,0,0,0,4,3,4,3,9,9,3,3,0,0,33,0,0,0,0,0,3,0,0,0,3,12,22,19,27,42,52,26,46,0,241,0,3,6,7,3,4,0,16,0,41,3,11,8,11,3,6,0,3,0,40,0,3,3,3,3,0,0,0,0,16,0,3,3,12,9,0,0,3,0,33,0,8,9,7,0,0,0,0,3,31,0,10,5,5,0,3,0,4,0,30,0,0,0,0,0,0,0,0,0,0,3,9,3,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,13,41,34,45,22,19,5,30,5,211
UCL215049,3,6,4,3,14,31,19,72,0,161,8,16,5,13,33,44,22,45,0,189,8,12,8,7,19,45,14,27,3,147,0,14,6,4,8,6,9,4,0,51,0,0,0,3,6,6,3,3,0,24,0,5,3,0,8,9,6,5,0,45,0,6,8,3,0,8,6,7,0,32,4,14,11,3,4,5,0,3,0,49,0,0,0,0,0,0,0,0,4,12,29,71,45,40,96,156,79,170,15,708,4,9,6,9,6,16,6,20,0,78,11,22,39,34,29,30,19,27,6,220,5,3,7,5,3,5,3,3,0,37,4,17,12,13,10,10,3,5,0,73,6,19,20,17,20,15,11,3,0,112,3,20,9,4,0,3,3,5,0,48,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,3,0,21,0,4,0,0,0,0,0,0,3,15,34,105,96,84,70,80,39,73,13,602
UCL215050,5,5,3,5,5,17,23,40,0,101,0,3,10,9,13,22,12,17,0,78,9,9,8,10,58,77,36,42,0,244,6,7,8,6,4,7,9,9,3,57,3,3,3,3,6,4,11,0,0,37,3,12,3,5,12,7,7,3,0,46,14,5,4,3,26,27,18,46,0,147,13,31,15,22,30,32,9,20,0,168,0,0,0,0,3,5,0,0,4,17,50,76,46,59,157,187,125,169,18,890,6,8,0,11,4,11,3,22,0,64,19,12,26,22,36,15,23,11,3,167,0,15,11,5,6,11,9,3,0,57,10,36,34,41,24,10,6,10,3,179,11,36,32,27,24,23,7,5,3,163,3,25,23,14,10,3,0,0,7,80,0,4,0,0,0,0,0,4,0,11,4,26,12,16,7,5,0,3,0,85,0,5,0,0,0,0,0,0,3,8,54,167,141,141,119,80,48,61,14,824
UCL215051,0,9,6,7,6,4,3,16,0,43,0,4,4,4,4,6,3,3,0,29,0,6,9,7,20,8,3,11,0,60,0,3,0,0,5,5,0,7,0,20,0,0,3,0,3,0,0,0,0,11,0,0,0,3,7,3,3,4,0,19,0,4,0,0,0,5,3,5,0,13,0,3,3,9,9,11,0,0,0,35,0,0,0,0,0,0,0,0,3,5,7,25,26,26,44,44,15,46,3,228,3,4,3,0,3,7,3,13,0,33,0,6,23,9,4,9,4,8,0,66,0,3,3,3,0,3,0,3,0,14,3,11,3,3,7,0,0,3,0,32,0,7,7,7,8,4,4,3,0,47,0,3,3,6,7,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,9,7,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,8,44,53,36,26,32,15,30,4,252
UCL215052,3,3,3,9,11,23,18,60,3,131,0,6,9,7,12,11,6,22,4,83,10,10,11,17,32,66,28,45,4,236,0,9,10,9,8,12,9,13,0,58,0,0,0,0,3,3,3,4,0,19,3,12,0,7,9,14,5,12,4,64,0,8,0,4,4,15,6,26,0,70,3,19,15,7,24,21,9,10,0,97,0,0,0,0,0,3,0,4,3,17,24,70,46,51,107,175,94,185,15,787,6,4,5,7,3,9,13,27,3,70,10,22,20,30,26,25,11,12,0,153,5,7,12,14,8,3,0,3,0,51,6,28,18,40,19,12,11,8,0,139,3,23,26,20,32,19,7,4,0,133,6,27,19,28,14,5,8,8,4,120,0,0,0,0,0,4,0,0,0,8,0,33,12,19,13,3,3,0,0,90,0,4,3,0,0,0,0,0,3,8,31,144,108,142,121,77,64,69,16,775
UCL215053,3,0,5,0,3,10,8,14,0,45,0,3,0,3,3,3,3,3,3,23,4,10,0,8,17,17,11,6,5,82,0,0,3,4,5,3,0,0,0,14,0,0,0,3,4,3,0,0,0,20,3,3,4,0,10,3,8,3,0,28,3,4,5,0,11,17,10,19,0,70,0,8,4,4,14,11,10,3,3,67,0,0,0,0,3,0,0,0,0,3,12,30,18,23,70,66,50,58,14,348,0,0,3,0,3,3,0,10,0,19,0,4,7,5,17,5,0,0,0,47,3,0,0,3,3,0,0,0,0,14,8,8,14,28,29,5,4,8,0,93,3,3,4,7,15,10,3,3,0,59,4,21,9,8,3,0,7,0,0,49,0,0,0,0,0,0,0,0,0,3,0,9,6,15,8,7,0,0,3,46,0,0,0,0,0,0,0,0,0,5,20,54,48,65,77,30,13,19,5,338
UCL215054,0,0,0,3,5,9,3,3,0,19,4,0,0,4,3,4,0,3,0,19,3,0,6,6,31,30,14,6,3,106,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,7,0,0,0,15,0,3,0,3,4,3,0,3,0,15,0,4,0,0,14,21,4,11,3,61,0,8,10,4,16,17,5,5,0,71,0,3,0,0,0,0,3,0,0,10,5,21,22,21,86,87,41,30,13,331,0,0,0,0,0,4,0,3,0,10,0,4,5,8,6,5,0,0,0,36,0,3,6,0,3,3,0,0,0,16,11,17,19,19,3,0,3,0,0,80,0,3,8,11,9,10,0,3,0,45,0,8,10,0,7,0,0,0,0,29,0,0,0,0,3,0,0,0,0,3,3,7,3,10,9,3,4,3,0,41,0,0,0,0,0,0,0,0,0,0,12,48,55,55,40,24,10,11,10,267
UCL215055,0,4,5,0,3,15,12,17,0,49,0,3,5,10,9,6,7,12,0,49,8,0,5,9,19,26,16,25,0,118,0,0,4,5,0,3,3,0,0,22,0,0,0,0,3,3,0,3,0,11,0,4,4,0,0,0,3,0,0,16,3,6,3,0,7,5,9,8,0,38,4,14,10,3,3,0,4,6,4,49,0,0,0,0,0,0,0,0,3,4,20,30,34,32,54,56,47,73,8,353,0,0,3,3,0,3,3,9,0,26,0,4,13,19,13,9,9,9,0,81,0,3,4,3,3,4,0,0,0,16,5,11,15,12,10,0,3,4,0,53,0,15,14,12,10,3,3,0,0,60,0,14,4,4,8,4,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,11,3,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,11,9,61,62,59,43,23,20,23,4,310
UCL215056,0,0,0,0,3,12,3,17,0,29,0,0,3,0,3,3,3,0,0,12,0,0,3,3,13,20,0,13,0,60,0,3,0,4,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,13,0,0,0,5,5,6,3,4,0,29,0,4,0,4,4,12,0,5,0,36,0,0,0,0,0,3,0,0,0,10,3,11,14,21,36,60,16,43,6,202,0,0,3,4,0,0,4,3,0,20,0,3,3,8,5,3,3,0,0,26,0,0,3,0,0,0,0,3,0,5,5,4,8,11,3,3,0,4,0,40,0,0,7,4,13,5,0,0,0,36,0,5,7,5,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,13,3,3,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,9,28,41,37,27,17,9,8,3,181
UCL215057,3,3,3,0,3,7,8,28,0,57,0,6,3,3,10,9,4,11,3,50,3,3,8,6,23,23,9,16,4,97,0,4,3,7,7,3,5,0,0,31,0,4,0,0,3,6,0,5,0,19,0,3,3,3,0,0,0,0,0,14,0,0,3,3,10,9,6,4,0,32,3,9,4,9,6,3,4,3,0,40,0,0,0,0,0,0,0,0,0,5,15,31,27,33,70,56,37,74,5,347,0,0,3,5,4,3,9,10,0,37,4,10,13,19,11,10,6,12,0,78,0,0,4,9,3,0,0,3,0,20,3,12,14,10,7,5,3,3,0,61,6,9,7,10,13,4,0,0,0,50,0,10,7,9,9,3,4,7,0,52,0,0,0,0,0,0,0,0,0,4,0,20,9,4,4,0,0,0,3,38,0,0,0,0,0,0,0,0,0,3,15,70,60,60,50,26,28,36,7,345
UCL215058,0,0,3,7,6,20,10,12,0,60,0,0,3,3,6,7,5,16,0,39,3,5,11,3,34,28,20,32,3,141,4,7,3,4,4,7,0,3,0,38,0,0,0,3,7,8,0,0,0,18,0,16,0,0,10,4,4,3,4,31,8,5,6,3,35,14,10,25,3,106,0,16,8,14,30,10,8,7,3,102,3,0,0,0,0,0,0,0,8,16,19,41,33,32,134,103,62,95,21,547,0,0,3,3,11,11,4,5,0,35,9,4,18,14,18,19,7,3,0,89,4,5,11,3,11,0,3,3,0,32,8,27,16,21,16,8,7,3,3,111,10,10,23,15,21,4,4,4,0,89,3,39,3,19,11,0,3,3,6,87,0,0,0,0,12,0,0,0,0,15,4,21,9,10,15,7,0,0,0,67,3,0,0,0,0,0,0,0,3,5,31,108,81,87,110,49,20,30,12,531
UCL215059,0,6,3,4,11,15,11,27,0,79,0,0,0,4,8,6,3,3,0,18,3,3,8,6,18,33,11,19,0,102,0,3,4,0,0,8,0,9,0,27,0,0,0,3,3,0,5,0,0,16,0,6,0,0,3,5,0,3,0,17,0,0,0,0,11,9,4,16,0,47,3,13,4,7,27,17,6,7,4,89,0,3,0,0,3,0,0,0,0,10,10,29,20,26,79,99,40,86,6,395,0,3,0,7,10,4,5,4,0,35,6,3,11,11,5,11,6,6,0,61,0,0,3,4,6,6,0,6,0,24,3,4,7,19,6,6,7,0,0,51,0,6,7,17,17,7,3,3,4,57,3,13,7,6,6,0,0,0,0,39,0,0,0,0,0,3,0,0,0,3,3,16,0,9,6,0,3,0,0,41,0,0,0,0,0,0,0,0,0,4,18,57,36,65,65,30,21,21,5,323
UCL215060,0,0,0,0,0,15,11,23,0,42,0,0,0,4,3,13,0,10,0,34,0,4,3,7,11,25,4,6,0,59,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,0,15,0,0,0,0,0,0,0,17,0,22,0,3,0,0,4,10,8,5,0,33,3,18,4,10,11,12,11,5,0,77,0,0,0,0,0,3,0,3,3,5,8,26,10,29,36,72,39,71,6,303,0,0,3,0,7,0,0,3,0,19,9,7,7,7,12,10,5,9,0,65,3,3,0,0,4,0,0,0,0,12,0,12,9,9,5,9,0,0,3,52,7,6,3,12,11,8,3,3,0,56,4,17,3,4,3,3,0,0,4,40,0,0,0,0,0,0,0,0,0,4,0,9,5,5,4,0,0,0,3,26,0,0,0,0,0,0,0,0,3,5,20,58,38,41,47,35,8,13,7,271
UCL215061,4,3,4,0,10,12,9,20,0,57,0,0,0,0,3,10,4,6,0,29,3,3,3,9,20,33,4,11,0,83,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,10,3,0,0,0,3,5,3,0,0,20,3,4,0,5,15,8,9,5,0,46,0,15,0,10,55,23,7,5,3,123,0,0,0,0,0,3,0,0,5,4,13,26,16,26,101,105,37,54,9,389,3,7,3,0,3,4,7,9,0,28,0,4,4,7,6,19,3,14,0,62,0,4,3,3,4,0,0,0,0,12,5,7,13,10,7,6,6,0,0,63,0,8,13,9,8,21,3,0,0,64,0,9,4,6,5,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,6,8,19,3,5,0,0,57,0,0,0,0,0,0,0,0,0,10,10,46,51,53,57,54,22,26,11,326
