UCL_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215014,..,0,0,0,3,3,3,0,0,9,..,0,0,8,4,4,6,3,0,25,0,3,0,0,0,0,3,0,0,13,105,70,77,79,92,73,42,19,0,564,..,3,53,104,113,93,64,25,0,456,..,9,44,25,27,11,0,0,0,126,..,3,4,9,15,8,3,3,0,48,214,..,..,..,..,..,..,..,..,214,..,49,..,..,..,..,..,..,..,49,..,62,24,6,5,0,0,0,0,99,..,4,4,0,0,5,0,3,0,16,..,0,0,0,3,4,0,0,0,11,..,0,7,0,3,8,3,0,0,16,..,0,11,10,16,11,17,6,0,83,0,4,0,3,0,6,3,0,0,22,215,137,146,161,192,141,98,42,3,1144
UCL215015,..,5,5,0,5,3,3,3,0,25,..,3,7,5,21,30,47,40,24,172,3,0,3,6,3,3,6,3,3,32,159,71,84,123,130,142,173,85,39,1006,..,0,60,123,142,181,213,90,21,829,..,13,32,36,37,19,12,3,0,151,..,3,7,31,26,9,8,3,0,74,330,..,..,..,..,..,..,..,..,330,..,64,..,..,..,..,..,..,..,64,..,37,19,6,8,3,0,0,0,67,..,3,0,0,0,3,0,3,0,16,..,10,4,0,0,0,0,0,0,13,..,16,4,8,11,4,5,7,0,55,..,4,15,22,38,58,83,47,31,297,3,4,5,5,0,5,13,3,6,50,329,157,146,217,254,285,335,154,62,1952
UCL215016,..,12,6,3,3,8,0,0,0,35,..,8,19,15,32,43,30,41,18,191,7,16,3,3,9,4,5,0,0,41,360,237,225,212,268,230,157,93,32,1814,..,14,179,204,263,248,212,71,24,1207,..,41,100,69,77,43,11,0,0,346,..,6,31,49,64,41,11,8,7,218,721,..,..,..,..,..,..,..,..,721,..,169,..,..,..,..,..,..,..,169,..,149,68,20,4,9,4,0,0,259,..,15,11,4,6,16,5,9,4,70,..,11,13,4,4,6,0,0,0,43,..,21,22,9,13,13,6,0,0,90,..,8,34,36,63,83,53,55,19,357,9,27,7,8,8,14,5,3,0,82,736,458,473,402,507,464,318,153,52,3558
UCL215017,..,0,0,0,0,5,0,3,0,9,..,0,0,3,3,14,28,18,16,86,0,0,3,0,7,0,0,3,0,7,194,118,84,117,128,104,92,41,19,906,..,4,84,154,168,148,123,33,3,725,..,11,46,27,30,6,10,0,0,123,..,6,4,21,21,10,4,3,0,66,387,..,..,..,..,..,..,..,..,387,..,120,..,..,..,..,..,..,..,120,..,69,36,7,5,0,0,0,0,120,..,8,0,0,5,3,3,4,0,32,..,5,0,0,3,5,3,0,0,16,..,3,0,0,4,8,0,3,0,18,..,0,5,9,9,24,36,25,20,134,3,5,5,0,6,3,5,0,0,23,384,235,174,212,257,216,180,75,28,1763
UCL215018,..,7,7,3,8,8,3,0,0,25,..,9,3,13,25,41,52,72,33,253,4,9,3,3,3,3,0,4,0,25,236,116,120,157,168,201,192,138,46,1375,..,3,85,152,174,211,243,121,19,1012,..,28,48,36,26,17,22,4,0,178,..,4,15,35,35,22,7,15,7,143,455,..,..,..,..,..,..,..,..,455,..,80,..,..,..,..,..,..,..,80,..,65,33,23,15,11,3,0,0,147,..,8,3,0,4,9,3,3,0,35,..,7,5,4,0,0,0,0,0,15,..,15,17,7,4,10,4,3,0,63,..,19,13,15,61,78,90,90,48,420,10,11,10,10,4,3,5,8,0,64,462,246,230,275,326,371,383,245,79,2616
UCL215019,..,3,6,3,3,3,3,0,0,13,..,6,14,5,11,21,23,8,3,85,0,3,0,0,6,0,4,0,0,17,165,75,92,116,105,109,77,36,11,779,..,0,57,136,99,117,98,46,4,567,..,25,47,37,27,15,10,0,0,164,..,3,5,15,36,7,7,3,0,77,341,..,..,..,..,..,..,..,..,341,..,56,..,..,..,..,..,..,..,56,..,35,17,5,4,0,0,0,0,55,..,3,0,0,3,5,4,0,0,24,..,3,0,0,0,0,0,0,0,4,..,7,10,4,7,7,3,0,0,36,..,8,16,23,39,35,33,16,3,175,5,11,4,4,15,8,4,0,0,51,346,144,163,224,230,204,158,66,9,1549
UCL215020,..,5,4,0,0,0,3,0,0,14,..,0,6,4,12,28,30,48,24,152,0,3,3,0,0,0,0,0,3,8,96,44,47,44,81,99,97,70,28,614,..,0,30,53,78,109,113,60,16,463,..,13,17,10,15,11,4,0,0,65,..,0,8,11,14,3,3,4,5,53,176,..,..,..,..,..,..,..,..,176,..,34,..,..,..,..,..,..,..,34,..,27,4,8,4,3,3,0,0,50,..,8,0,0,0,6,5,0,0,24,..,0,0,0,0,0,0,0,0,6,..,7,7,3,4,0,3,3,0,28,..,9,10,12,18,49,59,62,32,254,0,6,7,0,4,0,3,0,3,22,176,100,86,96,143,191,187,135,51,1162
UCL215021,..,0,0,0,4,3,3,0,0,14,..,0,0,4,12,19,14,20,11,80,0,0,3,3,3,0,0,0,0,12,112,62,47,73,100,90,65,33,8,588,..,3,40,78,92,94,91,24,6,428,..,9,21,30,32,20,4,0,0,118,..,0,11,10,16,7,0,5,0,49,210,..,..,..,..,..,..,..,..,210,..,41,..,..,..,..,..,..,..,41,..,41,14,7,3,0,0,0,0,63,..,7,0,0,4,0,4,0,0,15,..,4,0,0,3,0,0,3,0,7,..,0,0,0,9,9,3,0,0,24,..,0,4,8,28,42,30,29,12,148,5,6,3,3,3,6,4,0,0,25,214,122,90,138,191,172,132,68,18,1148
UCL215022,..,41,9,5,7,7,5,0,0,74,..,14,21,10,21,58,43,40,6,220,12,17,7,3,7,11,6,3,0,72,378,293,302,227,233,291,207,78,16,2024,..,5,190,186,231,352,279,88,15,1343,..,69,140,56,40,17,14,3,0,334,..,15,56,88,60,35,16,5,0,277,729,..,..,..,..,..,..,..,..,729,..,191,..,..,..,..,..,..,..,191,..,118,62,31,9,4,0,0,0,220,..,27,14,5,12,9,11,3,0,73,..,4,13,6,3,0,3,0,0,29,..,68,45,12,17,7,9,0,0,164,..,37,57,42,54,101,83,50,13,440,18,38,19,8,17,19,11,4,0,138,751,578,582,435,433,542,423,157,30,3937
UCL215023,..,0,0,3,0,3,0,0,0,10,..,4,0,5,15,16,35,32,9,112,0,4,0,0,0,3,0,0,0,6,103,84,58,71,109,88,80,78,15,685,..,3,50,74,133,106,98,82,10,556,..,18,33,17,17,13,8,0,0,102,..,3,5,11,12,10,3,8,3,54,241,..,..,..,..,..,..,..,..,241,..,66,..,..,..,..,..,..,..,66,..,56,22,5,5,0,0,0,0,93,..,10,3,0,3,4,0,0,0,21,..,0,3,0,0,0,0,0,0,3,..,0,3,8,8,0,0,3,0,19,..,4,12,15,35,37,44,45,18,213,3,10,4,5,3,4,0,0,0,29,242,174,128,134,219,174,157,134,34,1391
UCL215024,..,0,0,0,3,0,7,0,0,10,..,3,3,4,13,30,38,55,27,163,6,3,0,0,3,6,4,0,3,28,135,50,67,79,86,133,164,107,44,861,..,0,45,88,81,141,203,103,34,687,..,21,30,23,16,14,13,3,0,124,..,4,14,22,18,4,5,8,4,67,243,..,..,..,..,..,..,..,..,243,..,47,..,..,..,..,..,..,..,47,..,29,16,12,12,6,0,0,0,65,..,6,3,0,3,7,4,0,0,27,..,0,0,0,0,0,0,0,0,6,..,5,0,3,7,6,11,0,0,27,..,8,13,12,29,53,66,76,31,291,6,14,3,0,9,8,10,4,3,51,254,127,121,156,177,231,306,192,73,1643
UCL215025,..,5,4,0,4,3,3,0,0,19,..,0,5,7,13,12,24,25,14,102,0,0,0,0,4,3,0,7,0,17,75,48,51,47,58,68,69,64,24,498,..,4,29,34,55,70,66,62,16,332,..,9,29,20,8,12,3,3,0,83,..,3,11,5,10,4,0,3,0,43,153,..,..,..,..,..,..,..,..,153,..,31,..,..,..,..,..,..,..,31,..,17,10,6,0,0,0,0,0,38,..,4,3,0,0,0,3,3,4,16,..,3,0,4,0,0,0,0,0,9,..,15,11,4,4,3,3,0,0,47,..,9,13,12,31,34,41,41,26,192,3,5,3,3,8,3,0,11,0,48,158,96,112,87,125,136,120,120,45,988
UCL215026,..,8,7,5,6,5,8,0,3,56,..,4,20,20,37,94,114,92,53,428,9,6,12,3,6,20,22,7,5,93,306,170,193,228,285,348,415,204,94,2240,..,10,122,194,271,345,492,219,64,1717,..,27,84,45,53,46,26,3,0,287,..,0,32,62,64,28,17,10,4,210,626,..,..,..,..,..,..,..,..,626,..,147,..,..,..,..,..,..,..,147,..,77,44,19,16,11,0,0,0,166,..,14,6,4,6,8,5,6,7,54,..,12,8,3,3,5,0,0,0,29,..,23,20,20,18,10,13,0,3,104,..,9,36,58,78,163,177,136,63,721,23,13,29,13,15,34,39,9,5,181,647,338,372,418,518,648,767,387,155,4246
UCL215027,..,0,3,0,11,0,3,0,0,19,..,5,10,22,20,32,56,49,35,220,4,0,4,0,3,5,0,7,0,23,233,104,124,120,161,163,171,100,46,1219,..,6,87,119,152,182,206,96,14,862,..,20,61,46,34,26,7,4,0,204,..,5,25,24,28,25,7,3,10,124,409,..,..,..,..,..,..,..,..,409,..,67,..,..,..,..,..,..,..,67,..,87,34,16,11,4,0,0,0,145,..,7,0,0,3,9,6,3,0,30,..,6,4,0,3,0,0,0,0,14,..,0,6,4,9,5,7,4,0,42,..,5,16,28,45,68,89,64,53,371,9,9,12,3,9,3,3,5,0,56,422,216,244,238,291,328,327,185,79,2321
UCL215028,..,15,6,0,7,13,14,0,0,60,..,3,10,27,49,97,81,61,39,373,3,3,9,5,5,11,3,9,0,52,230,116,134,199,273,296,217,125,63,1652,..,0,70,132,210,233,203,93,23,974,..,21,68,74,85,68,30,4,0,356,..,6,10,40,50,25,16,10,15,169,450,..,..,..,..,..,..,..,..,450,..,82,..,..,..,..,..,..,..,82,..,59,36,13,19,5,3,0,0,142,..,6,3,0,3,4,3,0,3,29,..,12,8,3,5,8,3,0,0,37,..,20,17,5,18,23,21,3,0,114,..,12,24,44,92,156,124,83,47,575,3,10,13,16,10,19,14,10,0,96,457,225,250,333,496,535,421,210,93,3012
UCL215029,..,4,10,4,3,5,0,0,0,26,..,0,7,12,21,22,9,5,0,79,4,3,5,3,3,8,0,0,0,33,193,119,199,118,154,135,63,25,3,1019,..,9,139,105,146,138,78,26,0,643,..,29,103,49,46,19,13,0,0,255,..,0,19,19,35,28,5,7,0,111,363,..,..,..,..,..,..,..,..,363,..,87,..,..,..,..,..,..,..,87,..,93,55,16,9,4,0,0,0,168,..,11,8,0,0,10,4,7,6,44,..,3,6,3,0,3,0,0,0,16,..,12,29,10,3,12,3,0,0,68,..,6,29,30,35,49,29,14,0,189,3,9,15,12,3,6,0,0,0,52,370,261,394,245,278,274,135,47,6,2008
UCL215030,..,3,4,0,3,0,4,0,0,24,..,3,7,3,15,20,25,29,15,117,3,3,0,0,0,3,3,0,0,14,89,71,49,64,91,107,85,64,31,645,..,5,36,68,86,117,102,60,23,488,..,7,9,20,15,12,4,6,0,74,..,0,5,16,22,5,3,9,7,58,181,..,..,..,..,..,..,..,..,181,..,61,..,..,..,..,..,..,..,61,..,21,15,3,4,5,0,0,0,50,..,3,3,0,4,3,3,3,0,16,..,0,0,0,0,0,0,0,0,9,..,9,10,4,4,3,12,0,0,41,..,6,13,12,28,46,45,51,24,227,3,5,6,6,4,3,3,0,0,29,184,125,92,126,171,201,174,116,53,1234
UCL215031,..,0,0,0,0,0,3,0,0,9,..,6,7,7,7,13,31,26,25,116,0,0,3,3,3,4,0,0,3,14,87,52,49,61,76,90,81,59,39,598,..,0,24,73,91,119,105,66,22,494,..,12,23,22,8,12,7,0,0,91,..,0,10,12,5,3,0,0,0,38,188,..,..,..,..,..,..,..,..,188,..,52,..,..,..,..,..,..,..,52,..,20,11,4,3,0,0,0,0,31,..,3,3,0,5,7,0,0,0,19,..,6,3,0,0,0,0,0,0,9,..,12,4,0,0,0,3,0,0,24,..,3,12,15,18,26,42,37,37,198,3,3,3,0,3,5,0,3,3,26,192,114,81,125,138,176,156,115,65,1169
UCL215032,..,6,8,0,0,3,0,0,0,28,..,8,14,13,11,53,69,75,50,302,5,9,0,0,0,8,5,3,0,39,192,109,115,137,154,207,202,147,73,1346,..,4,66,108,160,228,218,129,28,947,..,21,56,48,20,24,17,7,4,187,..,10,17,37,46,14,8,3,4,143,417,..,..,..,..,..,..,..,..,417,..,81,..,..,..,..,..,..,..,81,..,57,34,15,11,5,0,0,0,117,..,10,5,0,3,10,9,11,5,51,..,4,9,0,3,0,0,0,0,19,..,9,21,3,8,8,5,3,0,64,..,8,28,36,35,89,124,111,69,498,9,11,9,4,4,11,15,4,0,80,423,222,230,257,301,394,397,274,113,2598
UCL215033,..,0,0,0,6,0,3,0,0,17,..,0,13,6,8,9,7,0,0,36,3,0,3,3,0,0,5,0,0,20,368,93,251,283,124,85,45,0,0,1249,..,4,280,451,183,122,59,0,0,1099,..,15,108,60,38,15,6,0,0,233,..,0,7,18,11,3,3,0,0,49,757,..,..,..,..,..,..,..,..,757,..,91,..,..,..,..,..,..,..,91,..,41,18,11,0,0,0,0,0,71,..,9,3,0,3,8,5,3,0,32,..,3,9,0,4,0,0,0,0,11,..,0,4,7,6,3,4,0,0,25,..,3,19,23,16,7,6,0,0,84,4,3,3,5,0,5,6,0,0,30,765,170,452,576,261,166,85,3,4,2486
UCL215034,..,0,0,0,0,0,3,0,0,5,..,4,6,4,5,27,37,39,29,151,3,0,3,0,0,5,0,4,3,24,64,45,29,47,51,89,95,85,36,539,..,3,16,44,46,81,92,70,12,367,..,10,16,15,11,12,14,0,0,79,..,0,3,10,15,3,3,5,5,46,120,..,..,..,..,..,..,..,..,120,..,36,..,..,..,..,..,..,..,36,..,24,4,9,6,6,0,0,0,39,..,0,0,0,0,0,0,0,3,8,..,3,0,0,0,0,0,0,0,7,..,5,0,4,4,4,3,3,0,18,..,4,10,10,24,44,58,51,35,248,3,4,3,0,3,8,5,4,3,37,123,88,57,87,107,167,174,139,60,1003
UCL215035,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,8,7,10,7,42,3,3,0,0,0,0,4,0,0,11,134,67,67,82,73,73,57,21,9,589,..,0,52,120,96,80,93,26,5,465,..,4,28,18,19,19,4,0,0,92,..,3,3,14,13,9,0,3,0,41,287,..,..,..,..,..,..,..,..,287,..,72,..,..,..,..,..,..,..,72,..,46,23,3,0,0,0,0,0,69,..,0,3,0,0,3,3,0,3,14,..,3,3,0,0,0,0,0,0,14,..,4,6,0,0,0,3,0,0,14,..,0,6,8,16,19,22,17,5,88,3,3,3,0,3,3,5,3,0,24,290,135,129,159,152,133,123,49,19,1189
UCL215036,..,3,0,0,0,3,0,0,0,12,..,0,0,0,3,5,10,10,0,30,0,3,0,4,0,0,0,0,0,9,132,54,52,87,90,60,46,20,10,548,..,3,58,98,101,87,50,26,3,422,..,5,20,33,30,13,3,0,0,101,..,0,4,11,17,6,5,0,0,53,279,..,..,..,..,..,..,..,..,279,..,65,..,..,..,..,..,..,..,65,..,50,17,3,5,3,0,0,0,81,..,0,0,0,3,0,3,0,3,17,..,3,0,0,4,0,0,0,0,4,..,3,4,0,4,3,6,0,0,23,..,0,4,3,10,12,15,9,0,51,3,4,3,3,0,0,0,0,0,19,281,137,104,165,174,121,76,39,10,1112
UCL215037,..,3,0,0,0,10,6,0,0,32,..,0,3,10,13,35,45,45,16,159,0,3,5,4,0,4,0,3,0,18,96,63,60,70,85,149,147,102,31,797,..,9,38,49,81,129,159,84,30,578,..,14,24,15,31,22,8,4,0,112,..,5,15,15,14,15,7,9,8,90,176,..,..,..,..,..,..,..,..,176,..,30,..,..,..,..,..,..,..,30,..,32,12,21,10,7,0,0,0,87,..,5,3,0,0,5,5,10,3,38,..,3,3,0,0,0,0,0,0,12,..,4,3,3,3,18,14,6,3,50,..,0,9,17,40,67,72,67,26,303,0,4,13,5,3,5,6,5,0,40,179,114,113,133,184,273,274,185,61,1510
UCL215038,..,0,3,0,5,0,3,0,0,13,..,0,5,5,5,23,26,34,27,127,0,0,3,0,3,0,5,0,0,9,118,74,85,71,88,86,89,61,28,700,..,5,34,73,82,86,114,60,5,453,..,28,36,26,17,11,3,0,0,132,..,3,18,15,31,9,0,0,0,77,267,..,..,..,..,..,..,..,..,267,..,58,..,..,..,..,..,..,..,58,..,44,19,5,3,5,0,0,0,74,..,12,0,0,0,5,5,0,0,23,..,3,4,0,0,0,0,0,0,9,..,7,6,0,5,7,6,3,0,29,..,5,17,12,21,46,46,41,28,226,6,3,3,0,9,0,5,3,0,33,268,163,143,142,161,166,178,107,40,1379
UCL215039,..,3,0,3,3,0,0,0,0,12,..,0,12,3,11,26,23,21,13,118,4,5,5,0,0,0,4,0,0,14,82,52,62,63,80,94,70,43,17,560,..,0,21,64,85,105,78,44,3,386,..,17,36,16,18,9,4,0,0,109,..,3,14,15,22,5,3,0,4,63,183,..,..,..,..,..,..,..,..,183,..,32,..,..,..,..,..,..,..,32,..,29,10,6,0,6,0,0,0,61,..,4,0,3,3,8,0,0,3,22,..,0,0,0,0,0,0,0,0,3,..,3,4,3,3,3,0,0,0,17,..,3,16,8,28,52,50,35,16,205,3,6,4,0,3,4,7,0,0,37,187,100,103,115,161,185,147,78,27,1114
UCL215040,..,13,3,0,4,0,4,0,0,27,..,7,15,15,26,44,77,93,53,340,3,6,8,0,11,3,8,3,0,47,266,167,151,151,213,217,220,194,84,1667,..,3,119,158,220,273,221,168,43,1205,..,33,68,41,43,24,23,3,0,229,..,7,20,21,31,18,13,15,10,139,531,..,..,..,..,..,..,..,..,531,..,133,..,..,..,..,..,..,..,133,..,103,29,28,20,9,0,0,0,185,..,12,8,0,3,11,8,4,3,50,..,4,6,5,6,0,0,0,0,15,..,23,16,3,6,6,7,9,0,69,..,16,30,46,63,83,114,122,69,546,5,8,13,4,14,13,14,6,4,83,537,335,300,301,405,441,400,330,129,3189
UCL215041,..,0,0,3,0,0,0,0,0,7,..,3,13,7,11,17,30,28,8,120,3,3,6,0,0,0,0,0,0,14,259,133,161,140,146,94,84,57,16,1092,..,0,138,178,187,114,104,46,15,788,..,22,69,32,29,15,3,0,0,166,..,4,15,30,21,12,7,4,0,93,482,..,..,..,..,..,..,..,..,482,..,101,..,..,..,..,..,..,..,101,..,95,35,12,9,3,0,0,0,149,..,6,10,7,7,14,3,0,0,35,..,8,3,3,3,0,0,0,0,18,..,3,0,4,5,6,3,0,0,22,..,3,28,23,22,40,44,32,14,209,4,3,6,3,3,3,3,0,0,28,487,247,303,279,284,206,160,87,38,2085
UCL215042,..,3,4,5,5,4,0,0,0,22,..,0,3,0,8,16,22,18,11,75,0,0,0,0,0,3,0,0,0,6,146,68,97,96,101,99,71,39,18,739,..,3,77,117,113,122,95,38,4,579,..,16,41,23,16,3,3,0,3,108,..,3,9,20,18,10,6,7,3,76,321,..,..,..,..,..,..,..,..,321,..,63,..,..,..,..,..,..,..,63,..,49,14,9,7,3,0,0,0,82,..,3,3,0,4,8,3,3,3,22,..,3,3,0,0,0,0,0,0,9,..,4,15,13,8,8,0,0,0,48,..,3,17,5,23,32,30,23,7,137,0,6,0,0,3,3,0,0,0,14,318,156,181,197,184,192,147,69,26,1463
UCL215043,..,7,3,3,4,0,0,4,0,26,..,5,16,15,35,63,67,65,38,300,4,8,3,0,8,5,4,0,4,42,285,183,178,184,228,236,215,127,52,1684,..,4,120,185,201,244,248,130,35,1165,..,42,83,40,43,19,9,3,0,250,..,9,28,47,57,22,9,3,6,190,589,..,..,..,..,..,..,..,..,589,..,132,..,..,..,..,..,..,..,132,..,112,57,18,13,4,0,0,0,205,..,7,8,4,3,13,8,5,0,48,..,12,6,3,3,0,0,0,0,27,..,12,9,3,8,5,6,3,0,48,..,7,35,27,63,107,106,83,54,483,6,21,10,3,15,7,11,5,4,87,597,368,361,336,415,426,400,227,99,3223
UCL215044,..,17,26,7,8,3,9,3,0,70,..,4,10,21,44,76,92,74,43,360,3,9,14,3,9,6,10,7,0,59,385,197,239,283,325,307,273,162,67,2226,..,13,151,303,274,295,283,142,38,1498,..,18,88,102,80,46,23,7,0,362,..,13,19,52,86,34,11,18,8,233,728,..,..,..,..,..,..,..,..,728,..,178,..,..,..,..,..,..,..,178,..,127,65,22,22,4,3,0,0,249,..,9,6,8,5,18,11,10,3,68,..,9,10,0,3,6,0,0,0,33,..,39,57,17,26,11,7,4,0,158,..,12,24,44,80,126,151,110,63,602,7,19,26,8,11,10,15,8,4,110,739,423,453,549,585,541,505,292,115,4204
UCL215045,..,0,0,0,3,3,4,0,0,12,..,3,3,3,8,21,18,9,8,79,0,4,0,3,0,4,0,0,0,9,133,59,95,83,90,119,64,24,9,682,..,0,68,85,85,129,73,23,3,462,..,15,58,36,29,16,6,0,0,167,..,0,5,12,28,10,6,0,3,70,295,..,..,..,..,..,..,..,..,295,..,59,..,..,..,..,..,..,..,59,..,30,31,10,3,0,0,0,0,73,..,0,0,0,3,3,0,3,4,21,..,5,3,0,0,0,0,0,0,10,..,0,0,0,10,8,10,0,0,30,..,3,5,13,30,42,32,14,7,144,4,7,0,4,0,8,3,0,0,22,300,123,177,160,182,219,139,47,16,1355
UCL215046,..,0,0,0,0,4,0,0,0,4,..,0,0,0,8,12,17,12,11,64,0,3,3,0,0,3,3,0,0,10,121,68,77,63,66,72,55,26,18,567,..,0,49,66,73,86,64,28,7,381,..,12,50,32,24,8,5,0,0,125,..,7,10,13,16,11,7,3,0,59,235,..,..,..,..,..,..,..,..,235,..,56,..,..,..,..,..,..,..,56,..,46,15,8,8,0,0,0,0,73,..,0,3,0,0,3,0,4,3,18,..,0,5,3,0,3,0,0,0,13,..,0,0,0,0,3,0,0,0,7,..,3,8,12,14,19,27,21,14,109,4,4,3,7,3,3,7,0,0,23,244,132,139,134,133,131,111,55,18,1108
UCL215047,..,0,5,0,0,7,0,3,0,15,..,3,4,0,15,14,11,5,3,60,6,6,4,0,3,0,0,3,0,27,204,87,142,66,88,85,52,14,8,753,..,3,98,76,78,75,68,17,0,409,..,24,71,31,25,15,0,0,0,167,..,7,25,20,19,13,0,0,0,93,339,..,..,..,..,..,..,..,..,339,..,59,..,..,..,..,..,..,..,59,..,50,29,3,3,0,0,0,0,79,..,14,4,0,3,8,8,0,0,45,..,3,3,0,3,4,0,0,0,14,..,0,5,9,6,9,3,3,0,35,..,7,14,12,20,31,20,12,3,125,6,13,10,0,3,0,0,8,0,48,347,178,262,154,167,158,98,43,10,1408
UCL215048,..,0,12,0,0,0,0,0,0,11,..,3,0,7,3,25,14,13,7,76,0,3,3,0,3,6,3,0,0,18,53,28,47,45,37,89,59,36,16,410,..,0,28,40,40,84,81,37,5,321,..,3,27,12,8,13,3,0,0,68,..,0,0,3,7,8,3,0,3,24,116,..,..,..,..,..,..,..,..,116,..,20,..,..,..,..,..,..,..,20,..,14,11,4,0,3,0,0,0,33,..,0,3,0,4,3,0,4,0,12,..,3,0,0,0,0,3,3,0,15,..,3,16,9,0,0,0,0,0,31,..,3,5,13,9,42,20,15,14,123,0,6,7,3,5,3,7,0,0,36,121,52,95,91,81,163,122,62,24,807
UCL215049,..,0,3,0,0,3,0,0,0,8,..,0,0,6,21,27,26,10,3,100,3,6,0,0,3,4,8,0,0,21,263,104,86,184,198,197,154,47,10,1263,..,0,69,250,272,273,234,77,6,1179,..,9,41,63,60,28,10,0,0,207,..,0,3,9,23,14,3,3,0,61,562,..,..,..,..,..,..,..,..,562,..,154,..,..,..,..,..,..,..,154,..,54,39,11,11,0,0,0,0,122,..,5,0,0,0,3,7,4,0,23,..,0,0,0,0,0,0,0,0,10,..,0,3,4,3,7,10,3,0,29,..,5,4,12,33,49,48,20,10,175,3,10,0,4,4,9,10,0,0,40,572,239,164,362,402,387,325,105,21,2564
