SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
213011334,0,0,0,0,0,0,0,12,0,44,101,43,11,4,3,0,0,0,0,0,0,0,12,219,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,20,31,20,9,8,0,0,0,0,0,0,3,94,0,0,0,3,9,25,5,15,3,0,3,0,7,0,0,63,0,121,314,176,52,7,10,0,0,0,0,0,0,0,24,708,0,15,10,3,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,30,111,79,32,34,33,27,32,15,24,426,0,0,0,0,0,6,14,50,15,74,76,30,22,14,7,315,0,0,0,3,50,99,57,102,20,23,36,17,25,12,22,466,0,30,15,6,30,14,11,3,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,12
213011335,0,0,0,0,0,0,0,19,0,24,44,27,3,0,0,0,0,0,0,3,0,0,6,116,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,20,14,17,4,0,0,0,0,0,0,3,72,0,0,0,0,5,22,11,8,0,3,3,0,0,0,0,61,0,107,186,145,30,8,0,0,0,0,0,0,0,0,16,488,0,13,6,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,3,20,49,49,15,32,33,28,33,7,18,295,0,0,0,0,3,0,13,32,16,87,92,29,7,10,9,298,0,0,0,3,64,163,88,77,12,27,20,22,17,5,21,531,0,23,18,7,18,20,4,0,0,0,0,0,0,0,3,90,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10
213011336,0,0,0,0,0,0,0,14,0,34,53,18,7,0,0,0,0,0,0,0,0,0,6,122,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9,0,0,0,0,0,3,3,3,0,3,0,0,3,0,0,21,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,8,4,4,18,8,6,16,3,3,79,0,9,22,8,3,3,0,0,0,0,0,0,0,0,3,54,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,16,36,25,3,18,3,4,11,5,5,140,0,0,0,0,0,0,0,26,9,35,30,18,13,11,0,138,0,0,0,4,22,57,20,31,0,5,7,7,12,12,6,191,0,9,3,0,12,18,7,0,0,0,6,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
213011337,0,0,0,0,0,0,0,7,3,43,107,54,4,0,0,3,0,0,0,0,0,0,13,237,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,10,3,7,3,0,0,0,0,0,0,0,22,0,0,0,0,4,16,6,11,6,11,14,8,7,0,7,91,3,103,204,100,23,8,0,0,0,0,0,0,0,0,35,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,14,21,30,10,4,4,3,0,0,9,105,0,0,0,0,0,0,3,13,7,30,20,12,9,6,0,105,0,0,0,0,12,72,19,35,3,4,8,10,4,0,16,174,0,16,10,3,11,10,0,0,0,0,0,0,0,0,3,67,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,14
213011338,0,0,0,0,0,0,0,18,0,50,156,70,5,5,3,3,3,0,4,0,0,0,20,327,0,0,0,0,0,0,3,7,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,15,0,0,0,9,7,13,4,6,0,0,0,0,0,0,0,45,0,0,0,0,3,21,28,25,3,0,8,3,3,3,3,100,0,157,265,122,20,3,3,0,0,0,0,0,0,0,33,603,0,4,3,4,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,6,6,42,97,53,29,29,30,28,14,6,12,362,0,0,0,0,0,7,4,21,11,55,51,19,15,4,4,198,0,0,0,16,28,161,62,51,9,23,15,35,16,6,7,416,0,13,18,16,29,21,4,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,8,9,0,0,0,0,3,0,0,22
213011339,0,0,4,0,3,0,0,28,0,28,55,38,16,6,11,4,0,0,0,5,0,5,29,188,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,17,0,0,0,8,10,3,3,18,0,3,0,3,0,0,0,53,0,0,0,3,0,13,10,6,4,0,0,7,0,4,3,50,0,26,67,47,21,7,3,0,0,0,0,0,0,0,6,180,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,6,11,28,45,28,13,14,40,15,18,5,9,225,0,0,0,0,0,3,18,12,0,9,6,5,3,0,7,53,0,0,0,10,39,97,42,81,10,34,40,35,45,29,13,476,0,7,3,3,12,11,0,8,0,0,0,0,0,0,3,43,0,0,0,0,3,3,4,8,0,3,0,0,5,3,0,32
213011340,0,3,0,3,0,0,0,23,0,67,231,165,18,11,3,0,0,3,9,0,3,0,14,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,14,0,0,0,35,41,34,7,3,0,0,0,0,3,0,3,132,0,0,0,5,20,22,3,3,0,0,0,0,0,0,0,56,0,50,111,96,28,4,0,0,0,0,0,0,0,0,12,308,0,7,10,0,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,20,16,39,20,8,9,9,0,3,3,3,139,0,0,0,0,0,17,3,4,3,3,0,0,0,0,0,36,0,0,0,16,43,77,22,20,0,7,9,3,3,0,4,207,0,0,7,5,57,11,3,0,0,0,0,0,0,0,0,90,0,0,0,0,3,12,7,4,0,0,0,0,0,0,0,35
213021341,14,4,5,0,0,0,0,93,0,48,75,40,3,0,3,3,3,0,6,12,3,0,0,200,0,0,0,0,3,5,5,4,4,3,0,0,0,0,0,27,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,11,0,0,0,3,4,3,0,3,0,0,0,0,0,0,3,19,0,0,0,3,3,7,11,5,3,5,3,3,0,0,0,40,3,91,117,47,4,0,0,0,0,0,0,0,0,0,7,276,0,15,11,0,3,0,3,4,0,0,3,0,0,0,4,43,0,0,3,12,32,48,70,54,16,9,15,9,7,0,8,281,0,0,0,0,0,3,4,4,3,0,0,3,5,0,9,35,0,0,0,0,14,27,17,14,8,11,8,0,8,0,4,113,0,8,8,0,7,11,0,3,0,0,3,0,3,0,0,40,0,0,0,0,0,3,9,0,0,0,3,0,0,0,0,22
213021342,0,3,0,0,4,0,0,59,0,43,103,89,16,8,3,3,0,0,3,0,0,3,17,289,0,0,0,0,0,0,8,7,0,0,3,0,0,0,0,19,0,0,0,0,0,0,10,8,3,0,0,0,0,0,3,22,0,0,4,31,35,19,42,22,0,4,11,3,6,0,3,178,0,3,0,6,9,18,12,16,0,0,0,5,3,6,3,85,0,96,206,102,39,6,3,0,0,0,0,0,0,0,13,473,0,9,4,0,0,0,3,0,0,0,0,0,0,0,3,33,0,0,7,8,33,49,97,64,21,28,20,12,37,5,13,397,0,0,0,0,0,0,8,9,8,8,0,4,8,3,0,43,0,0,0,7,68,121,52,52,11,19,20,18,21,5,10,411,0,7,14,11,30,18,0,3,0,0,0,0,0,0,3,92,0,0,0,6,0,8,6,5,0,0,0,5,0,0,0,31
213021343,4,3,0,0,3,0,0,57,0,94,310,126,14,0,0,3,0,0,3,3,0,0,34,582,0,0,0,0,0,0,9,4,0,4,5,0,0,0,0,23,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,13,0,0,3,50,61,111,106,87,10,16,9,23,11,4,16,516,0,0,3,0,5,15,10,15,6,4,0,0,0,0,0,57,0,81,99,32,9,0,0,0,0,0,0,0,0,0,12,232,0,11,3,3,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,13,19,42,84,48,13,13,13,6,6,7,10,278,0,0,0,0,0,0,0,14,5,12,16,6,3,3,0,65,0,0,0,0,10,36,12,18,4,3,6,6,7,14,3,109,0,16,19,6,12,11,5,0,0,0,0,0,0,0,0,77,0,0,0,0,0,5,3,4,0,0,3,0,0,0,0,21
213021344,16,3,0,4,0,0,6,115,3,49,80,31,10,0,8,9,0,3,3,0,0,0,17,205,0,0,0,0,0,5,3,3,0,4,0,0,0,0,3,22,0,0,0,0,0,3,5,9,0,0,0,3,0,0,0,21,0,0,5,41,45,30,11,13,0,0,0,3,6,0,10,159,0,0,0,3,9,12,25,17,4,4,6,0,0,0,0,85,0,17,12,7,4,0,0,0,0,0,0,0,0,0,5,42,0,9,9,0,0,3,3,3,0,0,0,0,3,0,0,35,0,0,0,7,47,66,129,91,33,30,23,8,8,9,10,464,0,0,0,0,0,0,0,3,6,3,5,3,0,0,0,22,0,0,0,0,19,19,10,8,4,5,3,3,6,0,3,86,0,10,10,0,17,10,5,4,0,0,0,0,0,0,0,59,0,0,0,4,7,8,5,4,0,3,0,4,0,0,0,36
213021345,0,0,0,0,0,0,0,13,0,9,14,8,3,0,4,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,12,0,0,0,13,8,0,13,6,0,0,0,0,0,0,0,42,0,0,0,0,0,3,7,12,0,0,0,4,0,0,0,32,0,12,20,13,3,3,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,3,14,17,15,28,9,3,18,3,12,4,7,125,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,15,37,11,7,0,4,3,3,8,0,0,86,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,15
213021346,3,5,7,3,0,0,0,68,0,37,59,25,0,0,3,6,0,0,0,9,0,6,3,146,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,12,12,11,3,0,0,0,0,0,0,0,0,45,0,0,0,10,6,11,7,4,0,4,0,3,0,0,0,52,0,21,28,18,8,0,0,0,0,0,0,0,0,0,3,71,0,20,7,0,0,0,3,4,0,0,0,0,0,0,0,34,0,0,3,25,33,32,64,29,12,12,6,8,15,13,7,263,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,5,14,13,8,3,3,0,3,9,0,0,52,0,4,0,3,10,4,3,0,0,3,0,0,0,0,0,25,0,0,0,0,3,3,6,0,8,0,0,0,4,0,0,26
213031347,0,0,0,0,0,0,7,28,0,24,53,25,4,4,0,0,3,3,4,9,0,0,17,140,0,0,0,0,0,4,7,5,0,0,0,0,0,3,0,24,0,0,0,0,4,0,18,25,0,0,0,3,4,6,5,60,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,18,0,0,0,3,12,17,45,37,12,17,30,19,22,12,15,244,0,7,30,9,3,3,0,0,0,0,0,3,0,0,7,58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,15,28,70,62,12,17,6,7,3,7,20,256,0,0,0,0,0,0,6,32,17,28,15,20,12,4,15,150,0,0,0,7,46,92,51,47,9,12,18,12,24,11,10,337,0,5,0,3,14,13,3,0,0,3,0,0,0,0,4,53,0,0,0,0,0,12,27,3,4,3,0,0,0,3,3,55
213031348,4,0,0,0,3,3,3,46,3,29,54,23,3,3,0,0,0,8,7,3,3,0,6,151,0,0,0,0,0,0,11,14,3,3,6,3,4,5,4,56,0,0,0,0,3,3,10,14,7,3,0,0,3,6,0,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,27,17,37,34,5,8,7,15,31,21,6,216,0,7,10,3,3,0,0,0,0,0,0,0,0,0,3,27,0,3,4,0,0,3,3,0,3,0,0,0,0,3,0,23,0,0,0,8,33,39,79,55,19,29,25,20,19,5,13,343,0,0,0,0,0,0,7,23,8,25,13,20,17,0,3,113,0,0,0,0,23,60,27,20,7,17,17,22,15,10,10,232,0,3,3,3,12,4,0,0,0,0,0,0,0,3,0,35,0,0,0,0,0,8,16,10,0,3,4,4,5,0,0,58
213031349,3,0,8,0,3,0,0,40,0,38,53,47,3,0,6,9,0,4,0,0,3,7,10,176,0,0,0,0,0,4,15,11,0,0,0,0,0,0,0,28,0,0,0,0,0,5,17,23,3,3,4,3,3,3,0,67,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,19,0,0,0,5,11,24,51,41,7,14,6,5,15,14,3,196,0,10,6,5,0,0,0,0,0,0,0,0,0,0,0,29,0,3,5,5,0,0,8,0,0,0,0,0,0,0,0,18,0,0,0,3,13,11,46,29,16,16,12,6,7,7,11,179,0,0,0,0,0,0,7,10,0,4,3,10,0,5,3,38,0,0,0,7,20,62,18,14,0,0,9,7,14,4,3,166,0,10,4,10,15,5,3,0,0,0,0,0,0,0,4,47,0,0,0,0,3,13,10,11,0,3,0,0,3,0,3,45
213031350,4,0,0,0,0,0,0,47,0,12,45,9,0,0,3,0,0,3,0,0,0,0,0,73,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,13,8,5,0,0,3,0,7,3,3,48,0,3,11,8,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,9,23,30,66,65,16,13,9,8,15,4,3,255,0,0,0,0,0,0,0,7,3,3,3,6,0,8,0,30,0,0,0,4,6,15,16,5,3,0,5,4,10,3,7,83,0,3,4,0,8,3,0,0,0,0,0,0,0,0,0,24,0,0,0,7,3,0,5,5,0,0,0,0,0,0,3,23
213031351,0,0,0,0,0,0,0,30,0,28,66,53,7,0,3,0,0,0,3,4,0,0,11,178,0,0,0,0,0,0,3,10,0,0,0,0,0,5,3,30,0,0,0,0,0,0,3,3,3,0,0,3,3,0,0,16,0,0,0,9,6,8,0,0,0,0,0,0,0,3,0,28,0,0,0,0,4,12,16,3,6,0,6,7,0,0,4,64,0,6,12,3,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,15,0,0,3,11,27,31,56,44,21,23,6,0,11,5,11,241,0,0,0,0,0,0,3,9,3,7,9,11,9,4,3,72,0,0,0,4,27,46,23,14,0,13,12,3,7,0,3,159,0,3,3,3,12,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,15
213031352,3,6,9,0,6,4,0,72,0,45,103,34,3,0,0,3,0,0,4,3,0,0,3,202,0,0,0,0,0,9,8,0,0,0,0,0,4,3,3,26,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,17,0,0,0,16,5,4,5,0,0,0,0,0,0,0,3,31,0,0,0,6,12,5,13,7,0,0,3,5,3,0,3,51,0,7,13,3,0,0,0,0,0,0,0,0,0,0,0,28,0,3,4,3,0,0,3,6,0,0,0,3,0,0,0,25,0,0,4,10,42,31,93,78,22,31,20,11,8,3,4,369,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,18,23,10,12,0,0,0,3,5,0,3,79,0,9,5,8,8,4,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0,6,12,7,0,0,0,0,0,0,0,28
213041353,0,0,3,0,0,0,0,45,0,19,25,17,5,3,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,19,0,22,35,13,16,3,4,3,0,0,0,0,0,0,10,103,0,16,28,10,12,0,9,3,0,3,0,0,0,0,3,95,0,3,7,16,40,50,89,33,18,7,3,0,4,0,14,276,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,0,0,0,0,0,14,13,11,0,0,3,0,4,0,0,48,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,21,0,0,0,3,0,0,3,12,0,3,0,0,0,0,0,15
213041355,0,0,3,0,0,0,0,19,0,29,109,89,20,14,6,9,0,0,0,0,0,0,16,307,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,13,0,0,0,20,28,16,16,9,3,0,0,0,0,0,3,98,0,0,0,3,10,16,21,25,3,3,4,3,0,0,0,91,0,42,119,90,38,6,14,14,0,0,0,0,0,0,9,338,0,3,8,0,3,0,0,6,0,0,0,0,0,0,0,18,0,0,0,5,17,33,59,54,19,32,22,14,0,3,7,261,0,0,0,0,3,8,25,31,10,0,0,0,0,0,0,94,0,0,0,4,56,108,92,178,42,36,20,12,9,8,10,587,0,0,3,0,24,12,4,0,0,0,0,0,0,0,0,46,0,0,0,3,3,0,6,18,0,0,0,0,3,0,0,39
213041356,0,0,0,0,0,0,0,33,0,20,38,20,6,0,0,0,0,0,0,0,0,0,9,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,8,4,3,8,0,0,0,0,0,0,0,0,21,0,0,0,0,8,6,6,6,3,0,0,0,3,3,0,44,0,55,105,51,31,9,11,9,12,8,0,0,7,0,12,298,0,15,29,3,0,0,0,0,0,0,0,0,0,0,3,47,0,0,4,11,40,65,120,76,20,40,16,24,10,12,22,468,0,0,0,0,0,3,6,13,0,0,3,0,0,0,3,27,0,0,0,0,19,35,43,38,3,10,5,21,10,6,8,196,0,8,0,3,21,17,0,7,0,0,3,0,0,0,0,56,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,16
213041357,0,0,3,3,0,0,0,65,0,24,39,16,3,5,0,0,0,0,0,0,0,0,4,93,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,9,0,0,0,3,0,0,0,31,0,0,0,0,5,10,4,4,0,0,0,0,0,0,0,25,0,0,0,5,3,3,13,8,0,7,0,3,0,0,3,45,0,50,70,51,18,11,10,3,0,3,0,0,0,0,3,218,0,21,17,0,7,0,3,3,0,3,0,0,0,0,3,58,0,0,8,17,49,50,117,142,44,60,44,35,20,16,43,648,0,0,0,0,0,7,18,38,3,8,9,0,3,3,0,93,0,0,0,0,27,47,58,222,25,15,20,28,31,15,8,492,0,3,6,5,17,12,3,5,0,0,0,0,0,0,3,56,0,0,0,0,3,6,9,7,0,0,0,0,8,0,0,28
213041358,0,0,0,0,0,0,0,29,0,8,34,18,3,0,3,0,0,0,3,0,0,0,0,82,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,4,0,0,3,0,0,0,0,0,15,0,0,0,11,4,0,4,5,0,0,0,0,0,0,0,32,0,0,0,5,6,6,6,8,7,0,0,0,0,0,0,44,0,40,74,51,29,8,3,10,4,3,0,6,0,0,3,220,0,8,19,0,3,0,0,3,0,0,0,0,0,0,4,35,0,0,3,13,32,64,95,96,32,36,31,21,16,4,24,468,0,0,0,0,0,0,9,14,0,3,0,0,4,0,0,35,0,0,0,3,15,37,44,96,3,3,16,13,19,0,10,253,0,0,0,0,12,5,3,4,0,0,0,0,0,0,0,27,0,0,0,3,0,4,10,3,0,0,0,0,0,0,0,21
213041359,0,0,0,0,0,0,0,3,0,7,10,5,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,21,46,35,7,3,0,0,0,0,0,0,0,0,4,120,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,9,4,3,0,0,0,0,3,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,4,0,3,0,0,3,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041360,3,0,0,0,0,0,0,21,0,12,51,40,18,3,4,0,0,0,0,0,0,0,3,132,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,8,0,0,3,0,0,0,0,16,0,0,0,10,16,8,26,6,0,0,4,3,4,3,0,79,0,0,0,3,10,14,21,18,5,3,5,0,0,0,0,82,0,35,72,57,49,18,12,16,0,0,0,0,0,0,8,261,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,18,24,78,77,18,23,17,3,9,4,10,282,0,0,0,0,4,22,49,25,15,14,10,0,8,7,0,155,0,0,0,10,35,180,164,129,19,16,11,10,11,8,9,611,0,0,4,0,16,29,12,0,0,0,0,0,0,0,3,69,0,0,0,0,0,4,27,14,0,0,3,0,6,0,0,51
213041461,0,0,0,0,0,0,0,9,0,13,19,12,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,16,0,16,45,32,14,6,0,3,0,0,0,0,0,0,3,122,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,3,10,17,14,0,0,0,0,0,0,3,51,0,0,0,0,0,3,16,14,0,3,0,0,0,0,0,31,0,0,0,3,20,129,82,73,4,4,3,10,9,3,5,342,0,3,5,3,13,16,0,4,0,0,0,0,0,0,0,41,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9
213041462,0,0,0,0,0,0,0,9,0,3,7,8,3,0,5,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,3,9,4,3,5,0,0,0,0,0,0,0,26,0,0,0,0,8,16,10,5,4,7,6,0,0,0,0,63,0,3,17,19,11,3,8,3,0,4,0,3,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,38,21,19,14,7,8,3,3,4,131,0,0,0,0,0,7,26,27,0,8,3,16,11,7,3,106,0,0,0,0,23,71,92,85,18,7,5,7,11,3,5,330,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,20
213041463,0,4,3,0,0,0,0,29,0,9,36,51,12,0,6,0,3,0,0,3,5,0,3,130,0,0,0,0,0,3,11,7,0,0,0,0,3,0,3,22,0,0,0,0,0,0,8,13,3,3,6,3,8,0,0,46,0,0,0,3,3,17,9,3,0,0,3,0,0,0,0,38,0,0,0,3,9,16,39,30,13,0,4,10,4,0,0,125,0,47,117,74,23,12,9,17,0,0,0,0,3,0,3,308,0,3,0,4,0,0,0,8,0,4,0,0,0,0,0,26,0,0,0,3,27,38,86,95,22,21,33,24,14,15,15,401,0,0,0,0,0,6,51,36,8,10,23,16,12,12,11,177,0,0,0,7,75,261,280,253,20,37,43,21,47,24,12,1081,0,3,0,3,22,49,14,0,0,0,0,3,0,0,0,102,0,0,0,0,3,3,20,15,3,3,0,3,6,3,0,64
