SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
217011420,26,81,18,37,3,176,20,23,103,94,135,22,387,0,0,5,8,6,0,23,0,3,0,10,60,4,77,3,4,5,10,54,18,96,64,83,354,356,1199,141,2195
217011421,43,143,38,74,11,357,33,47,207,127,183,15,602,0,0,8,8,19,3,32,3,3,15,22,110,5,153,0,0,3,5,43,11,70,124,126,594,413,1403,131,2791
217011422,38,137,42,51,3,288,18,35,137,107,210,25,536,0,0,4,11,11,0,29,0,0,11,14,91,4,119,0,0,6,7,56,22,96,65,106,470,403,1481,156,2675
217011423,28,70,27,26,7,171,10,17,96,54,92,20,289,0,0,3,0,7,0,18,0,0,6,3,27,0,40,3,0,8,7,23,17,55,70,66,415,369,823,133,1864
217031471,8,57,10,24,0,106,8,4,42,38,61,12,164,0,0,0,0,0,0,8,0,0,0,5,33,5,48,0,3,3,3,16,9,36,34,31,173,114,431,60,839
217031472,36,138,48,55,5,299,31,23,125,123,235,42,581,0,0,4,9,21,0,39,4,0,7,22,95,0,130,0,0,8,8,69,30,114,83,84,498,512,1698,204,3076
217031473,11,51,15,15,6,118,11,15,78,57,94,15,271,0,0,4,5,3,0,17,0,0,9,3,40,0,53,0,3,4,3,23,24,67,48,49,297,278,791,136,1604
217031474,21,64,20,18,3,127,6,14,62,52,75,12,218,3,0,3,0,3,0,13,0,0,0,4,35,4,48,3,0,0,4,16,17,39,30,48,270,244,604,88,1289
217031475,25,71,31,20,3,156,5,10,70,49,75,15,225,0,0,7,3,8,0,20,0,0,5,4,53,0,61,0,0,10,7,36,13,66,43,67,359,297,985,130,1881
217031476,19,47,10,9,3,95,14,10,46,29,36,3,146,3,0,9,0,11,0,21,0,0,0,3,8,0,18,3,0,4,4,11,4,34,58,46,266,202,425,61,1058
217041477,19,72,23,29,0,165,10,19,78,73,78,9,275,0,0,8,4,3,0,13,0,0,0,3,35,3,50,0,0,13,10,33,11,64,52,58,334,368,934,131,1873
217041478,40,145,42,34,6,314,47,38,155,109,129,25,501,4,3,12,3,20,3,43,4,3,3,19,70,5,105,3,0,16,15,34,31,94,149,122,650,471,1219,164,2777
217041479,78,347,97,131,18,749,75,135,430,248,370,59,1319,3,3,14,13,39,6,85,3,6,13,40,190,9,262,0,0,20,21,91,28,168,220,300,1415,999,2844,276,6057
217041480,64,253,51,62,6,507,72,54,333,168,185,35,842,3,0,7,15,22,0,61,5,0,10,23,102,10,157,4,3,13,11,55,22,108,220,176,1063,597,1474,177,3711
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12,0,22
299999499,6,38,9,7,7,99,22,17,51,39,34,9,168,4,3,20,7,7,0,47,3,0,14,10,30,4,67,12,0,14,8,27,21,79,138,57,428,187,437,87,1337
