SA2_MAINCODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
213031347,..,186,164,45,24,22,9,9,0,471,..,18,117,100,112,168,134,107,65,820,22,44,37,22,20,29,11,14,4,216,1424,1246,1808,1266,953,834,484,299,145,8451,..,86,1368,1303,915,752,459,200,56,5148,..,101,508,247,123,76,16,4,0,1084,..,29,95,242,264,173,75,54,43,970,2925,..,..,..,..,..,..,..,..,2925,..,956,..,..,..,..,..,..,..,956,..,410,477,145,90,54,10,0,0,1193,..,261,232,83,71,113,66,56,25,903,..,175,194,65,44,35,9,3,0,529,..,492,509,141,87,58,20,21,8,1330,..,53,263,210,228,320,237,156,82,1542,38,83,103,54,45,42,22,17,9,424,2969,2647,3743,2489,1879,1624,910,521,218,16995
213031348,..,350,376,55,42,23,15,3,0,861,..,126,228,166,137,140,109,71,54,1026,17,52,50,21,12,8,16,6,3,191,798,1112,2105,1068,653,529,312,201,94,6876,..,96,1259,1035,498,457,241,141,39,3771,..,186,846,393,188,86,17,3,0,1718,..,14,46,122,125,105,48,41,11,511,1610,..,..,..,..,..,..,..,..,1610,..,383,..,..,..,..,..,..,..,383,..,153,206,76,69,27,0,0,0,534,..,183,215,36,32,48,37,20,15,592,..,157,218,35,11,12,5,0,0,443,..,816,1065,217,127,68,33,10,3,2345,..,264,486,361,294,311,220,129,74,2127,33,99,120,39,44,13,21,12,9,388,1646,2351,4469,2317,1383,1117,630,360,151,14416
213031349,..,188,155,26,14,16,8,0,0,406,..,53,132,93,83,74,52,36,27,544,8,14,29,15,7,13,12,4,3,101,816,897,1305,842,766,584,279,140,64,5700,..,45,887,984,901,751,356,140,37,4098,..,111,485,224,112,71,15,0,0,1016,..,4,34,92,124,66,29,18,17,379,1659,..,..,..,..,..,..,..,..,1659,..,618,..,..,..,..,..,..,..,618,..,248,262,67,53,17,0,0,0,644,..,139,129,24,29,51,34,23,18,451,..,113,107,26,9,8,0,0,0,264,..,395,388,93,39,28,19,0,3,965,..,76,261,207,176,119,91,59,37,1016,18,32,63,29,17,15,20,11,6,212,1676,1781,2607,1748,1462,1126,569,245,118,11329
213031350,..,69,147,37,19,6,8,3,0,291,..,23,90,105,99,80,78,39,27,545,3,23,20,13,7,8,4,11,3,91,778,354,948,899,593,329,213,149,61,4322,..,20,598,1000,525,287,170,129,34,2761,..,53,468,341,240,82,20,3,0,1207,..,6,22,64,78,57,27,26,16,297,1616,..,..,..,..,..,..,..,..,1616,..,280,..,..,..,..,..,..,..,280,..,94,107,48,38,18,0,0,0,310,..,51,55,12,11,27,11,19,7,195,..,37,51,15,12,3,0,3,0,117,..,173,302,82,48,30,14,4,0,647,..,47,167,195,193,150,112,67,47,983,6,35,33,16,20,11,9,17,3,150,1624,788,1812,1775,1168,665,366,261,108,8563
213031351,..,94,150,26,26,22,15,7,0,341,..,25,93,73,86,100,79,67,43,565,18,19,23,20,14,9,11,4,5,122,895,603,1167,898,646,460,260,190,84,5206,..,57,890,1004,590,414,264,149,53,3419,..,73,407,335,183,69,19,0,0,1081,..,3,39,99,132,69,29,40,21,433,1789,..,..,..,..,..,..,..,..,1789,..,405,..,..,..,..,..,..,..,405,..,177,187,76,43,30,7,0,0,523,..,107,108,34,23,32,16,16,9,347,..,80,114,23,11,17,0,0,0,242,..,278,500,96,63,58,31,5,0,1029,..,50,202,184,190,204,148,107,71,1159,29,33,61,40,24,21,16,12,9,238,1823,1262,2505,1881,1260,918,530,337,156,10666
213031352,..,100,194,49,39,23,17,0,0,411,..,15,88,122,131,130,108,95,75,760,15,21,32,20,8,10,11,13,7,129,1345,640,1285,1435,1010,610,363,300,136,7118,..,15,778,1565,1020,591,347,266,64,4647,..,93,701,567,355,142,23,0,0,1877,..,0,21,110,135,94,44,48,36,487,2638,..,..,..,..,..,..,..,..,2638,..,584,..,..,..,..,..,..,..,584,..,237,216,87,82,37,4,0,0,663,..,78,79,27,25,35,27,36,15,318,..,56,73,12,13,7,0,0,4,164,..,194,413,103,80,48,28,3,0,865,..,32,163,238,232,226,165,134,102,1299,23,37,58,39,25,21,18,23,4,247,2661,1317,2498,2749,1969,1195,655,509,227,13781
213041353,..,23,24,15,29,20,14,6,0,125,..,24,70,66,110,152,229,162,84,896,31,45,32,21,21,26,11,10,12,211,2000,1183,1234,1374,1351,1157,901,392,152,9742,..,38,974,1602,1601,1464,1112,372,76,7235,..,159,573,370,279,134,62,8,3,1591,..,26,137,237,280,133,64,38,24,936,4031,..,..,..,..,..,..,..,..,4031,..,1088,..,..,..,..,..,..,..,1088,..,801,345,110,80,26,8,0,0,1370,..,88,44,22,29,71,49,31,18,351,..,57,45,14,20,14,8,0,0,151,..,48,59,27,45,46,32,17,0,271,..,46,167,178,257,281,352,218,106,1607,62,88,67,58,47,45,30,16,7,407,4089,2438,2398,2616,2629,2207,1718,699,241,19037
213041355,..,11,11,9,12,9,4,0,0,59,..,6,62,56,30,79,41,24,7,311,17,24,38,10,13,12,3,5,0,126,2300,1296,1661,1712,1372,857,400,135,32,9765,..,51,1615,2524,2027,1214,628,140,12,8218,..,89,466,262,160,78,18,3,0,1078,..,16,87,184,248,116,33,19,3,707,4611,..,..,..,..,..,..,..,..,4611,..,1429,..,..,..,..,..,..,..,1429,..,845,571,107,47,10,0,0,0,1573,..,111,120,23,51,70,57,37,24,502,..,31,45,17,14,11,5,0,0,120,..,22,36,14,23,14,9,0,0,130,..,24,142,130,107,126,73,32,6,634,36,54,65,34,24,20,16,10,0,246,4647,2673,3146,3292,2690,1662,838,248,50,19243
213041356,..,34,49,23,29,29,19,8,3,194,..,27,71,66,81,160,186,111,47,741,29,39,36,19,22,25,18,8,4,201,1793,1163,1358,1159,1133,1109,793,271,91,8872,..,54,885,1173,1257,1308,973,254,33,5950,..,181,438,302,211,123,50,8,0,1314,..,53,220,283,281,173,95,36,18,1159,3669,..,..,..,..,..,..,..,..,3669,..,868,..,..,..,..,..,..,..,868,..,780,482,166,78,18,5,3,0,1532,..,112,71,28,41,69,53,36,17,439,..,62,78,32,31,14,4,0,0,224,..,66,123,61,62,60,52,17,3,450,..,50,179,205,235,315,297,158,64,1518,66,80,84,53,44,37,30,18,8,421,3736,2313,2559,2303,2253,2120,1562,534,149,17536
213041357,..,42,44,35,48,37,25,7,0,241,..,24,70,77,112,177,181,116,43,791,39,41,30,11,21,19,20,15,0,195,2650,1325,1926,1610,1265,1184,749,293,80,11084,..,79,1678,1919,1371,1342,902,244,39,7577,..,216,703,418,206,128,34,4,3,1715,..,86,253,350,300,165,84,25,12,1269,5267,..,..,..,..,..,..,..,..,5267,..,949,..,..,..,..,..,..,..,949,..,865,469,157,55,17,3,0,0,1576,..,151,122,42,68,101,67,31,14,597,..,91,70,36,28,26,13,0,0,262,..,89,126,74,101,74,48,20,4,535,..,42,203,236,259,324,300,164,61,1583,72,89,81,40,34,36,41,19,3,412,5341,2662,3697,3269,2431,2202,1499,516,139,21751
213041358,..,39,30,25,20,24,8,3,0,148,..,13,55,48,56,121,107,32,12,450,38,31,23,15,12,14,13,3,0,146,2104,1088,1432,1270,959,908,497,138,38,8439,..,53,1122,1438,1121,1064,617,167,24,5611,..,181,565,317,185,83,33,9,0,1381,..,44,206,297,232,143,58,30,10,1020,4116,..,..,..,..,..,..,..,..,4116,..,898,..,..,..,..,..,..,..,898,..,719,386,87,67,13,6,0,0,1280,..,123,67,31,41,64,57,20,14,427,..,56,54,20,17,7,6,3,0,168,..,71,72,54,46,43,21,5,0,310,..,33,152,157,140,220,156,56,11,930,61,65,55,37,18,28,20,4,0,299,4183,2244,2682,2442,1867,1668,978,297,70,16439
213041359,..,0,7,3,5,3,0,0,0,15,..,0,0,4,12,12,12,3,0,40,3,3,3,0,0,3,0,0,0,14,124,99,86,91,125,110,79,19,3,747,..,0,59,106,123,131,106,34,3,567,..,9,29,33,17,8,3,0,0,102,..,10,10,20,24,13,12,0,0,87,256,..,..,..,..,..,..,..,..,256,..,66,..,..,..,..,..,..,..,66,..,90,53,20,13,0,0,0,0,178,..,10,3,0,10,8,14,6,4,56,..,11,4,0,4,0,0,0,0,21,..,4,14,4,13,9,9,0,0,54,..,3,12,24,38,47,33,7,0,162,3,7,10,7,0,9,3,0,0,36,260,212,188,219,245,229,174,51,9,1590
213041360,..,3,15,8,7,8,3,0,0,45,..,4,29,52,23,33,50,53,23,258,25,22,26,13,6,3,4,7,0,114,2736,1098,1396,2006,1052,564,347,167,43,9409,..,56,1527,3184,1672,889,480,168,27,8003,..,43,256,205,115,40,11,3,0,666,..,10,70,197,173,78,16,16,9,573,5407,..,..,..,..,..,..,..,..,5407,..,1339,..,..,..,..,..,..,..,1339,..,612,439,71,29,9,3,0,0,1155,..,113,85,38,28,57,67,38,14,443,..,36,38,27,19,10,0,0,0,123,..,9,27,17,19,11,4,3,0,92,..,21,89,124,70,48,63,65,25,496,40,38,52,38,19,9,6,4,0,213,5446,2273,2579,3900,2144,1145,653,302,73,18503
213041461,..,0,6,3,0,8,3,0,0,18,..,7,3,10,11,21,29,54,39,166,7,4,10,4,6,5,5,0,0,38,514,304,278,350,329,245,160,110,60,2347,..,15,246,463,454,342,206,94,35,1861,..,10,74,51,56,19,3,0,3,226,..,3,23,57,48,33,12,9,4,189,965,..,..,..,..,..,..,..,..,965,..,321,..,..,..,..,..,..,..,321,..,172,132,42,15,7,0,0,0,374,..,35,16,15,13,22,17,14,3,131,..,22,17,9,7,7,0,0,0,55,..,6,10,5,8,9,5,0,0,40,..,9,17,22,32,35,41,66,54,272,18,6,15,3,10,5,4,0,0,71,981,607,546,665,649,481,300,190,99,4515
213041462,..,7,6,0,4,0,0,0,0,15,..,0,7,12,5,12,6,0,0,48,11,7,3,4,6,5,4,0,0,38,832,371,532,590,315,171,62,24,6,2906,..,32,587,938,464,234,98,23,5,2379,..,7,77,85,32,3,4,0,0,211,..,7,44,74,61,40,4,3,0,235,1714,..,..,..,..,..,..,..,..,1714,..,382,..,..,..,..,..,..,..,382,..,195,124,30,3,0,0,0,0,357,..,63,41,22,16,22,22,20,3,206,..,19,21,9,6,4,5,0,0,62,..,9,32,5,4,6,0,0,0,59,..,5,25,35,7,18,11,3,0,108,20,14,13,13,11,8,4,0,0,85,1735,727,963,1210,616,346,144,43,12,5800
213041463,..,14,27,14,20,19,7,0,0,104,..,6,65,65,72,68,81,41,7,399,29,24,37,22,7,16,6,5,0,141,2400,1215,1351,1933,1316,751,387,156,29,9532,..,47,1319,2782,1827,1029,515,164,6,7689,..,65,293,274,195,66,19,7,3,931,..,14,83,263,250,108,35,15,10,772,4908,..,..,..,..,..,..,..,..,4908,..,1413,..,..,..,..,..,..,..,1413,..,649,392,90,28,6,0,0,0,1161,..,114,114,35,26,81,46,48,16,486,..,42,51,22,14,10,3,3,0,139,..,29,72,33,47,36,18,0,0,235,..,23,137,178,166,128,109,46,9,799,54,45,89,47,14,22,17,9,3,298,4959,2442,2557,3723,2565,1487,759,296,39,18826
213051361,..,15,23,16,22,16,3,4,0,101,..,21,37,48,72,115,89,69,32,477,33,36,28,19,27,10,14,7,6,179,1747,1419,1286,1189,1502,1105,525,230,76,9081,..,81,1099,1507,1985,1570,757,214,43,7262,..,102,306,209,207,122,25,4,0,976,..,22,125,208,295,151,65,28,16,903,3563,..,..,..,..,..,..,..,..,3563,..,1413,..,..,..,..,..,..,..,1413,..,923,618,131,54,24,5,0,0,1758,..,133,121,28,37,68,50,40,15,490,..,69,80,26,24,22,0,0,0,216,..,43,80,36,42,38,16,7,0,263,..,36,119,132,191,223,135,95,43,974,53,65,65,39,40,29,25,14,6,334,3616,2881,2612,2323,2878,2244,1075,404,126,18156
213051362,..,32,47,17,21,19,18,3,0,165,..,13,29,51,77,128,165,103,50,610,31,31,20,12,12,15,24,12,3,172,1726,1253,1409,1227,1180,1148,871,331,99,9252,..,83,1216,1485,1441,1554,1163,339,44,7332,..,99,332,199,159,126,38,7,0,953,..,22,152,204,283,143,87,43,27,967,3583,..,..,..,..,..,..,..,..,3583,..,1140,..,..,..,..,..,..,..,1140,..,806,557,177,83,35,3,0,0,1660,..,149,125,46,48,62,58,52,29,564,..,79,90,29,33,9,3,0,0,250,..,103,140,62,56,66,27,7,0,471,..,25,102,131,178,235,284,137,68,1166,59,63,55,45,36,28,43,18,7,353,3642,2562,2782,2386,2318,2260,1706,613,166,18436
213051363,..,26,54,14,6,9,0,3,0,116,..,9,32,23,38,42,31,31,11,210,10,8,18,7,9,9,3,0,0,68,817,473,1043,632,413,316,160,93,33,3980,..,63,1142,931,438,327,170,75,8,3159,..,64,231,100,70,27,4,3,0,497,..,10,42,77,103,69,26,23,12,363,1659,..,..,..,..,..,..,..,..,1659,..,376,..,..,..,..,..,..,..,376,..,218,182,36,38,16,0,0,0,497,..,109,118,32,38,48,32,12,8,404,..,66,109,19,10,7,4,0,0,223,..,127,224,46,25,29,8,6,0,466,..,28,81,74,96,110,61,45,14,510,18,29,39,19,17,14,5,0,0,144,1684,1090,2175,1345,832,646,317,168,45,8296
213051365,..,38,49,21,20,14,6,3,0,152,..,13,102,68,61,69,110,56,14,496,49,42,55,27,19,21,3,5,5,214,4748,1840,3988,2859,1528,871,515,202,47,16601,..,179,4678,4724,2157,1110,622,221,27,13718,..,179,703,439,217,102,18,8,0,1664,..,32,250,362,323,129,34,21,5,1157,9699,..,..,..,..,..,..,..,..,9699,..,1811,..,..,..,..,..,..,..,1811,..,867,524,97,34,14,0,0,0,1533,..,349,330,80,84,158,123,47,20,1188,..,142,209,76,26,14,9,3,0,484,..,114,149,49,32,28,19,4,0,395,..,36,249,217,152,105,128,75,21,997,109,88,124,58,37,28,8,12,3,461,9808,3799,7222,6113,3062,1693,953,378,80,33104
213051366,..,35,53,18,19,18,3,0,0,146,..,12,69,55,49,41,32,12,3,276,20,23,33,12,7,12,5,0,0,117,3079,966,3052,1710,777,544,232,59,18,10443,..,151,3932,2977,1072,598,265,72,9,9069,..,78,522,279,108,51,15,0,0,1053,..,27,134,201,161,84,16,12,3,633,6246,..,..,..,..,..,..,..,..,6246,..,794,..,..,..,..,..,..,..,794,..,377,263,64,15,4,3,0,0,727,..,247,266,69,74,105,63,16,6,846,..,135,227,55,17,5,3,0,0,446,..,143,211,75,48,32,7,0,0,513,..,38,204,167,114,73,50,19,3,667,54,40,87,36,20,21,12,0,0,263,6301,2035,5843,3913,1615,969,441,122,26,21263
213051368,..,30,27,19,13,8,13,4,0,114,..,12,44,44,72,104,123,112,53,568,11,24,22,10,15,14,10,12,3,121,834,640,733,695,740,711,472,293,116,5227,..,29,583,776,881,860,576,319,72,4097,..,58,223,160,113,66,32,0,0,650,..,8,57,120,153,101,29,27,17,515,1709,..,..,..,..,..,..,..,..,1709,..,573,..,..,..,..,..,..,..,573,..,393,287,97,64,23,3,0,0,867,..,42,54,9,9,28,26,15,17,204,..,30,33,11,9,5,3,0,3,101,..,52,71,36,35,21,22,4,0,245,..,34,131,116,177,213,211,156,60,1104,31,33,55,28,31,33,15,14,3,254,1743,1267,1485,1346,1476,1356,922,547,180,10315
213051369,..,33,40,26,16,18,9,7,0,152,..,13,77,98,83,110,105,48,18,553,46,41,41,26,15,17,13,4,0,197,2988,1307,2328,1855,1224,818,465,168,46,11200,..,69,2346,2376,1469,970,557,159,15,7960,..,182,671,387,229,92,29,3,0,1595,..,36,259,374,310,141,44,31,18,1208,6011,..,..,..,..,..,..,..,..,6011,..,1133,..,..,..,..,..,..,..,1133,..,803,397,86,40,20,3,0,0,1353,..,173,148,61,54,85,74,27,11,619,..,93,86,39,23,13,4,0,0,254,..,62,122,75,43,44,26,16,0,380,..,25,197,244,200,207,152,63,26,1111,73,82,79,56,42,26,22,9,0,395,6084,2659,4311,3699,2404,1591,898,313,63,22025
213051464,..,21,21,10,11,3,3,0,0,74,..,9,24,26,28,21,8,0,0,127,12,14,23,11,11,0,3,0,4,77,1467,676,1058,1099,792,418,161,38,14,5715,..,32,1083,1679,1190,587,261,53,6,4889,..,82,341,217,124,55,9,0,0,845,..,9,75,108,115,47,8,5,3,379,3034,..,..,..,..,..,..,..,..,3034,..,709,..,..,..,..,..,..,..,709,..,314,174,28,0,6,0,0,0,522,..,83,81,28,15,50,30,16,7,304,..,52,44,17,6,6,6,0,0,125,..,47,74,28,24,13,7,0,0,197,..,21,84,82,72,51,11,3,0,330,25,31,34,26,21,4,9,0,7,152,3057,1386,1986,2210,1573,823,345,75,20,11490
213051465,..,45,55,24,12,11,3,0,0,146,..,11,47,76,63,67,94,59,9,424,15,30,22,18,9,18,11,4,0,130,2912,1233,1870,2328,1382,720,429,178,38,11084,..,56,2030,3549,2063,967,522,192,8,9390,..,87,399,365,256,85,21,4,0,1209,..,14,84,237,251,90,38,14,4,728,6129,..,..,..,..,..,..,..,..,6129,..,1320,..,..,..,..,..,..,..,1320,..,549,362,91,38,9,0,0,0,1049,..,160,124,30,49,87,67,30,17,561,..,76,88,34,25,12,7,0,0,239,..,68,151,54,36,30,12,0,0,352,..,26,129,178,158,99,112,77,18,790,37,49,45,32,25,32,11,15,3,253,6165,2409,3412,4576,2896,1405,783,333,54,22025
213051466,..,24,41,13,5,6,0,0,0,88,..,11,44,44,23,19,23,7,0,171,15,18,24,7,3,5,3,0,0,81,1989,585,1631,1542,591,337,161,26,3,6861,..,34,1935,2588,870,423,222,29,6,6098,..,63,341,253,131,24,14,0,0,830,..,16,57,139,123,35,14,0,0,388,4156,..,..,..,..,..,..,..,..,4156,..,560,..,..,..,..,..,..,..,560,..,250,146,33,6,3,0,0,0,438,..,96,109,33,26,73,40,15,5,404,..,40,58,15,12,0,0,0,0,135,..,70,124,42,20,12,3,0,0,261,..,29,109,120,57,41,29,7,0,389,31,37,49,14,11,11,4,3,0,158,4189,1194,2930,3247,1254,629,321,52,8,13816
213051467,..,27,43,19,28,41,20,6,0,187,..,16,58,67,122,177,189,160,76,863,31,43,46,18,21,35,18,9,5,218,1858,1228,1476,1271,1254,1094,655,400,121,9359,..,93,1278,1497,1347,1145,678,311,71,6425,..,134,334,261,198,131,41,5,3,1108,..,51,186,245,320,194,84,59,19,1148,3787,..,..,..,..,..,..,..,..,3787,..,1050,..,..,..,..,..,..,..,1050,..,753,505,132,80,37,4,0,0,1511,..,139,117,36,66,96,72,45,18,584,..,98,89,38,28,19,11,3,0,287,..,92,124,54,64,71,44,11,3,462,..,41,147,186,280,331,300,212,103,1607,69,86,90,47,39,50,24,12,3,431,3854,2521,2876,2506,2431,2075,1253,658,216,18395
213051468,..,24,28,9,11,18,15,4,0,109,..,10,54,35,43,89,111,58,23,435,11,21,19,11,7,12,7,12,0,97,1000,765,900,731,852,738,393,180,51,5608,..,41,744,864,1068,998,455,182,27,4368,..,113,346,190,160,78,26,4,0,913,..,18,70,125,178,92,33,17,9,543,2107,..,..,..,..,..,..,..,..,2107,..,631,..,..,..,..,..,..,..,631,..,510,333,68,31,11,0,0,0,957,..,66,48,12,18,34,27,30,8,246,..,52,42,8,4,4,0,0,0,114,..,46,63,22,45,44,27,5,0,259,..,26,115,118,136,183,183,91,33,872,31,47,33,31,11,17,23,16,0,205,2138,1555,1784,1446,1655,1458,763,334,79,11219
214011370,..,28,58,40,36,49,24,8,12,264,..,18,80,79,105,209,214,141,73,921,36,37,27,24,19,20,14,14,7,186,1908,1240,1580,1415,1370,1052,658,345,145,9707,..,54,1163,1510,1394,1089,658,251,58,6186,..,225,666,423,343,136,39,10,3,1847,..,46,202,285,361,189,72,43,20,1213,3895,..,..,..,..,..,..,..,..,3895,..,930,..,..,..,..,..,..,..,930,..,859,413,131,67,23,5,0,0,1499,..,121,101,40,45,84,61,34,17,503,..,86,69,34,24,19,7,3,10,249,..,55,135,97,81,87,49,16,18,541,..,36,186,268,321,394,329,205,113,1855,75,78,74,56,54,32,21,12,7,415,3967,2487,3016,2838,2688,2054,1243,583,243,19124
214011371,..,155,93,31,49,50,46,15,0,444,..,61,162,185,230,365,371,248,120,1743,36,50,38,27,20,23,19,17,3,228,1625,1325,1560,1380,1391,1414,1011,556,215,10481,..,52,922,1163,1100,1278,932,462,117,6034,..,246,760,431,283,160,65,10,3,1968,..,49,187,316,415,226,92,63,52,1398,3285,..,..,..,..,..,..,..,..,3285,..,870,..,..,..,..,..,..,..,870,..,669,362,124,95,58,13,0,0,1319,..,108,80,37,32,60,64,33,6,427,..,97,75,28,27,24,3,0,0,251,..,256,258,105,116,107,73,35,4,950,..,108,375,417,545,704,582,368,172,3268,66,102,89,59,53,42,29,31,9,482,3355,2557,3109,2674,2675,2665,1855,1007,369,20257
214011372,..,47,77,35,33,43,30,5,5,272,..,24,68,87,134,247,271,224,95,1151,39,26,39,18,25,23,23,13,5,216,1537,1008,1372,1134,1117,1059,973,566,182,8945,..,49,773,919,849,900,1001,485,97,5067,..,192,633,379,228,146,51,14,3,1645,..,61,225,314,394,224,103,85,39,1444,3141,..,..,..,..,..,..,..,..,3141,..,664,..,..,..,..,..,..,..,664,..,649,407,173,125,56,15,0,0,1421,..,134,90,46,67,87,60,53,21,562,..,92,79,37,27,15,16,0,0,270,..,100,179,96,102,90,71,22,4,661,..,47,182,250,354,454,445,317,149,2181,79,67,85,47,58,38,41,23,6,432,3218,2046,2655,2259,2188,2012,1790,990,324,17492
214011373,..,13,21,13,11,19,12,9,0,102,..,17,30,35,76,142,233,249,181,960,11,35,17,6,6,13,17,11,8,131,1590,998,794,1122,1345,1129,908,570,271,8722,..,10,542,1438,1721,1537,1180,564,131,7123,..,87,360,313,243,127,58,22,0,1211,..,17,40,141,239,127,37,41,25,677,3193,..,..,..,..,..,..,..,..,3193,..,1141,..,..,..,..,..,..,..,1141,..,618,364,90,66,33,11,0,0,1179,..,55,33,16,16,31,36,28,20,240,..,36,37,9,15,6,0,0,0,111,..,15,39,36,31,42,29,15,3,213,..,28,70,86,172,225,336,334,257,1502,28,61,37,20,28,24,22,18,10,242,3219,2075,1523,2150,2530,2150,1707,1022,453,16827
214011374,..,21,37,15,21,29,21,3,3,155,..,23,88,67,128,206,211,161,58,944,30,52,42,17,20,22,15,14,8,221,2147,1611,1527,1549,1868,1412,880,412,117,11529,..,32,1057,1905,2210,1784,1110,423,69,8594,..,170,702,402,383,192,72,13,3,1940,..,27,138,263,397,174,60,30,18,1114,4376,..,..,..,..,..,..,..,..,4376,..,1337,..,..,..,..,..,..,..,1337,..,1211,545,119,58,21,4,0,0,1954,..,114,87,19,39,54,73,61,22,467,..,83,48,28,25,13,4,4,0,204,..,47,90,35,45,48,50,11,5,329,..,45,212,187,306,372,307,207,81,1716,60,104,97,42,52,42,30,21,8,454,4439,3169,2977,3008,3514,2696,1711,771,207,22491
214011375,..,35,49,20,37,41,24,6,4,218,..,17,96,110,146,257,269,205,119,1227,22,31,21,16,17,22,21,16,11,173,1223,719,1158,1173,1013,991,795,445,195,7709,..,17,737,1124,874,828,746,364,89,4779,..,133,636,418,264,156,51,13,3,1678,..,21,87,222,274,168,76,49,43,941,2503,..,..,..,..,..,..,..,..,2503,..,554,..,..,..,..,..,..,..,554,..,499,317,135,66,59,7,0,0,1076,..,60,57,22,31,69,52,26,14,326,..,41,41,26,23,20,5,0,0,149,..,57,101,67,103,105,51,16,7,511,..,35,212,270,361,491,440,310,156,2274,40,58,50,42,38,44,37,22,15,334,2542,1476,2241,2335,2032,1933,1462,791,317,15122
