SA2_MAINCODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
212021453,1147,110,0,0,0,1265,1508,163,3,0,0,1670,343,30,0,0,0,377,131,0,0,0,0,130,118,15,0,0,0,133,5,0,0,0,0,4,14,3,0,0,0,12,7,0,0,0,0,9,608,50,0,0,3,662,11,0,0,0,0,16,88,9,0,0,0,95,3365,336,5,0,5,3713
212021454,1459,172,0,4,0,1633,1609,215,0,0,0,1822,367,70,0,0,0,445,48,5,0,0,0,53,143,21,0,0,0,163,5,3,0,0,0,6,8,0,0,0,0,16,8,0,0,0,0,11,589,101,0,0,0,687,13,3,0,0,0,16,107,7,0,0,0,118,3772,500,0,4,3,4276
212021455,1080,13,3,0,0,1094,2118,27,3,0,0,2152,540,41,14,0,0,598,45,3,0,0,0,51,155,3,0,0,0,167,6,0,0,0,0,5,11,0,0,0,0,17,10,0,0,0,0,9,770,53,17,0,0,841,8,0,0,0,0,12,115,3,0,0,0,119,4085,100,25,0,0,4208
212021456,1012,43,34,13,0,1098,1924,53,39,0,6,2032,751,59,66,3,4,878,99,6,8,0,0,119,195,8,16,0,0,225,3,3,0,0,0,4,20,0,0,87,0,106,8,0,0,0,0,11,1079,80,95,91,6,1347,17,0,0,0,0,18,115,7,4,5,0,133,4141,189,180,108,11,4631
212031300,1360,187,31,0,0,1573,2487,348,56,0,0,2885,803,389,161,0,4,1355,147,55,26,0,0,229,257,74,20,0,0,358,13,7,3,0,0,24,27,5,3,0,0,35,24,3,0,0,0,30,1271,535,213,0,12,2027,23,8,0,0,0,36,163,41,14,0,3,219,5296,1113,310,0,13,6735
212031301,809,309,19,0,0,1134,4555,248,0,3,0,4805,1210,99,0,0,0,1315,3,0,0,0,0,3,195,22,0,0,0,216,9,0,0,0,0,9,19,12,0,0,0,33,10,0,0,0,0,9,1448,129,4,0,0,1583,68,74,7,0,0,151,134,39,9,0,3,180,7012,797,38,3,9,7854
212031302,905,42,0,0,0,940,3345,146,5,0,0,3501,848,125,7,0,0,974,85,3,0,0,0,87,234,10,0,0,0,250,5,0,0,0,0,7,15,0,0,0,0,14,14,0,0,0,0,14,1203,139,7,0,0,1349,18,0,0,0,0,18,142,4,0,0,0,145,5606,332,10,0,5,5956
212031303,744,113,3,0,3,857,1517,46,3,3,0,1562,121,8,3,0,0,132,0,0,0,0,0,0,96,0,0,0,0,96,3,0,0,0,0,3,14,0,0,0,0,14,9,0,0,0,0,9,248,8,3,0,0,260,15,3,0,0,0,19,56,17,0,0,0,69,2574,184,6,3,3,2773
212031304,408,71,0,0,0,481,2683,352,0,0,8,3041,569,110,3,0,0,684,27,0,0,0,0,26,176,26,0,0,0,203,3,3,0,0,0,5,14,3,0,0,0,20,20,0,0,0,0,20,809,146,3,0,0,960,15,0,0,0,0,20,123,12,0,0,0,132,4037,578,4,4,8,4635
212031305,1500,71,3,4,0,1573,3500,147,3,7,4,3660,1168,137,7,0,0,1320,87,26,22,3,0,139,355,21,4,0,0,382,9,0,0,0,0,9,66,4,0,3,0,69,31,0,0,0,0,37,1719,186,34,7,4,1952,33,14,0,0,0,45,216,20,0,0,0,241,6963,442,44,20,15,7481
212031306,489,19,0,0,0,510,2681,81,3,0,3,2765,436,99,0,0,3,538,4,0,10,0,0,16,78,9,0,0,0,92,0,4,9,0,0,9,12,0,0,0,0,12,3,0,0,0,0,3,532,113,18,0,3,670,10,0,0,0,0,10,93,4,0,0,0,97,3803,222,26,0,9,4059
212031308,786,0,3,6,3,803,1350,4,12,0,3,1369,142,5,3,0,0,145,0,0,0,0,0,0,111,4,4,0,0,118,0,0,0,0,0,0,9,0,0,13,0,25,17,0,0,0,0,17,276,9,9,13,0,305,12,0,0,0,0,14,56,0,3,3,0,63,2486,12,23,26,7,2554
212031457,900,24,0,0,0,923,2183,80,0,0,0,2266,236,36,0,0,0,273,0,0,0,0,0,0,67,0,0,0,0,70,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,3,324,38,0,0,0,357,17,0,0,0,0,17,63,5,0,0,0,66,3483,145,4,0,0,3630
212031458,710,100,0,0,0,807,2541,269,0,0,0,2809,537,58,0,0,0,597,55,0,0,0,0,53,158,13,0,0,0,167,3,0,0,0,0,3,17,0,0,0,0,17,15,0,0,0,0,15,781,72,0,0,0,859,8,0,0,0,0,13,115,10,0,0,7,129,4156,445,5,0,5,4611
212041309,1663,66,7,0,0,1737,1117,114,3,0,0,1232,370,73,0,0,0,437,66,65,3,0,0,136,146,22,4,0,0,171,26,5,0,0,0,31,14,3,0,0,0,19,11,4,0,0,0,19,628,162,8,0,0,806,18,6,0,0,0,30,93,4,3,0,0,103,3519,358,21,0,3,3900
212041310,1210,199,17,0,0,1428,571,382,58,0,3,1020,371,610,285,0,4,1268,31,39,3,0,3,84,139,102,28,0,0,277,3,11,0,0,0,10,18,18,3,0,0,40,12,6,3,0,0,23,580,791,320,3,9,1703,12,10,6,0,0,25,80,30,8,0,0,120,2456,1407,402,8,17,4292
212041311,1534,491,92,16,9,2140,1023,697,170,4,0,1894,827,1473,1247,17,18,3577,121,268,71,0,0,455,386,239,113,6,0,746,8,35,62,0,0,108,121,42,29,58,0,254,29,23,18,0,0,75,1494,2082,1539,84,20,5213,31,18,10,0,0,60,177,188,93,9,17,480,4261,3467,1908,113,42,9789
212041312,2378,113,31,34,0,2556,2228,173,57,46,3,2500,798,288,116,21,0,1224,230,136,9,8,3,389,240,40,18,9,0,303,11,5,3,0,0,20,37,3,0,3,0,51,23,4,0,4,0,35,1337,478,153,41,5,2018,32,28,0,0,0,60,202,26,8,13,4,253,6177,818,247,143,11,7388
212041313,1284,314,0,25,4,1627,1370,137,0,0,0,1511,137,95,0,0,0,234,3,0,0,0,0,4,57,31,0,0,0,88,0,3,0,0,0,4,5,3,0,12,0,23,9,0,0,3,0,13,217,133,0,18,3,364,13,23,0,3,0,41,51,26,0,3,0,82,2934,635,0,43,10,3626
212041314,2350,130,56,0,3,2540,3417,245,32,5,0,3703,732,158,36,0,0,933,41,30,0,0,0,71,223,34,6,6,0,265,11,0,4,0,0,12,19,0,0,0,0,26,16,0,0,0,0,26,1050,221,47,8,0,1329,25,3,26,0,0,57,179,22,7,0,0,206,7027,627,171,14,6,7836
212041316,921,3,21,0,0,948,783,13,57,0,0,855,332,18,74,0,0,423,77,8,41,0,0,127,96,0,10,0,0,110,4,0,0,0,0,4,10,0,3,0,0,16,8,0,0,0,0,11,534,24,128,0,3,694,11,0,0,0,0,16,57,0,8,0,0,64,2314,42,215,0,3,2573
212041317,1895,207,123,14,0,2234,1120,315,58,3,11,1504,902,496,231,0,10,1646,32,42,9,0,0,88,358,124,24,0,0,505,16,9,7,0,0,26,84,14,4,59,0,163,26,8,3,4,0,41,1417,694,277,67,11,2475,28,7,93,0,0,130,209,52,55,6,0,324,4677,1271,599,92,26,6662
212041318,1306,68,21,7,0,1399,1109,110,35,0,0,1256,389,109,38,0,0,540,67,14,0,0,0,87,194,35,0,0,0,228,3,0,0,0,0,3,56,8,0,26,0,85,5,0,0,0,0,5,716,171,43,26,3,948,14,0,3,0,0,16,92,11,4,0,0,107,3234,354,108,31,4,3731
212041459,761,62,142,3,3,970,766,170,288,0,0,1231,661,344,499,0,4,1511,57,35,115,0,0,208,169,56,71,0,0,299,9,4,8,0,0,15,29,12,8,0,0,50,15,3,10,0,0,24,938,453,705,0,4,2105,10,3,9,0,0,23,100,36,48,0,0,188,2573,734,1186,3,10,4510
212041460,1690,101,111,0,3,1908,1364,188,159,0,3,1711,728,342,366,0,13,1445,121,48,48,0,0,223,274,39,38,0,5,365,12,3,8,0,0,21,62,13,11,0,0,77,25,3,13,0,0,38,1222,443,481,0,22,2172,27,3,3,0,0,33,166,41,32,0,3,244,4474,782,780,3,32,6070
212051319,1548,147,192,0,3,1887,1345,354,298,0,3,2008,673,361,317,0,12,1361,181,114,246,0,3,542,191,72,65,0,7,333,9,34,61,0,0,105,23,9,3,0,3,40,12,6,5,0,0,26,1083,595,699,3,20,2397,30,3,19,0,0,51,94,36,26,0,7,164,4094,1135,1235,3,32,6501
212051320,968,299,63,0,0,1337,525,503,152,0,3,1185,660,1241,1099,0,24,3027,32,56,30,0,0,119,315,330,167,0,3,822,12,24,13,0,0,54,34,37,37,0,14,129,19,9,11,0,0,41,1085,1706,1358,3,41,4194,20,29,12,0,0,64,86,72,29,0,11,197,2679,2613,1620,3,58,6973
212051321,3090,248,35,0,0,3373,1893,109,27,0,0,2029,998,98,30,0,3,1122,15,5,0,0,0,17,261,26,5,0,3,295,4,0,0,0,0,8,26,0,0,0,0,31,22,4,0,0,0,24,1328,127,32,3,3,1493,43,4,0,0,0,47,118,22,3,0,0,140,6470,504,105,3,7,7084
212051322,2179,276,167,0,6,2624,1273,263,225,0,4,1765,850,235,309,0,3,1397,33,0,11,0,0,46,246,60,48,0,0,350,12,0,3,0,0,17,28,0,3,0,0,31,16,3,3,0,0,20,1176,300,371,0,4,1858,15,5,4,0,0,26,98,24,3,0,3,127,4745,863,774,3,20,6406
212051323,2007,68,392,0,3,2473,1200,73,291,0,3,1566,488,93,297,4,3,890,19,3,10,0,0,34,159,23,69,0,3,248,3,0,15,0,0,23,7,3,0,0,0,9,11,0,6,0,0,18,686,118,399,3,8,1220,10,0,11,0,0,17,89,10,21,0,3,125,3988,271,1115,7,18,5401
212051324,2102,201,472,0,3,2776,1305,210,403,0,3,1917,551,188,360,3,3,1099,22,8,17,0,0,46,167,37,90,0,3,291,4,0,4,0,0,7,19,3,3,0,0,22,17,0,4,0,0,21,770,241,476,3,3,1490,22,3,3,0,0,34,107,8,23,0,4,141,4306,657,1374,3,18,6361
212051325,2275,235,4,0,0,2525,1870,501,7,0,5,2382,650,321,20,0,0,985,89,6,0,0,0,95,174,62,0,0,3,249,8,0,0,0,0,8,10,7,0,0,0,18,18,3,0,0,0,25,955,406,16,0,3,1384,22,17,0,0,0,42,140,29,3,0,0,175,5261,1195,35,7,7,6504
212051326,2237,184,65,4,4,2493,1897,304,159,0,12,2375,863,422,427,3,9,1723,27,41,83,0,0,149,290,83,61,4,3,444,15,3,5,0,0,28,20,7,5,0,0,34,30,3,3,0,0,33,1246,561,586,7,14,2405,31,0,8,0,0,44,134,26,26,0,4,185,5546,1075,837,16,32,7502
212051327,3164,120,123,0,0,3412,1956,57,33,0,0,2041,549,55,59,0,0,666,10,0,0,0,0,10,140,9,10,0,0,166,4,3,0,0,0,4,10,8,7,0,0,20,15,3,0,0,0,15,727,78,77,0,3,884,22,112,78,3,5,215,116,35,24,0,0,171,5982,396,328,6,13,6727
213011328,694,50,58,0,3,798,522,160,63,0,0,743,275,183,307,0,0,764,13,23,21,0,0,54,155,64,36,0,3,250,3,0,0,0,0,8,25,8,12,0,0,43,16,0,0,0,0,19,486,277,373,0,4,1141,20,3,0,0,0,23,84,24,33,23,3,162,1802,511,523,23,13,2867
213011329,678,44,0,0,0,717,1346,103,0,0,0,1452,124,68,0,0,0,194,11,3,0,0,0,15,73,19,0,0,0,88,0,3,0,0,0,3,17,0,0,0,0,14,3,0,0,0,0,6,226,93,0,0,0,322,15,0,0,0,0,15,54,9,0,0,0,61,2315,246,0,0,3,2564
213011330,1827,105,5,3,4,1941,3253,230,3,0,0,3490,1191,271,27,0,4,1495,101,30,9,0,0,139,355,54,5,4,0,412,10,14,5,0,0,27,44,9,0,0,0,59,20,3,0,0,0,18,1716,385,46,6,4,2153,27,6,0,0,0,35,240,12,5,0,0,260,7056,730,60,13,7,7868
213011331,684,160,0,0,0,845,901,199,0,0,4,1104,232,64,0,0,0,298,10,5,77,0,0,88,109,16,0,0,0,130,4,5,28,0,0,30,13,6,5,0,0,29,4,3,0,0,0,9,374,105,106,0,0,592,10,3,0,0,0,15,72,9,7,0,0,90,2043,474,114,0,5,2639
213011332,1706,210,3,0,0,1920,1329,148,16,0,0,1489,355,84,13,0,0,457,130,3,0,0,0,135,147,28,0,0,0,173,4,4,0,0,0,9,18,5,0,0,0,24,15,3,0,0,0,18,666,124,20,0,0,810,9,6,0,0,0,16,106,10,3,0,0,119,3819,494,39,0,5,4354
213011333,1650,24,6,0,0,1679,1475,38,18,0,0,1533,416,23,6,0,3,447,162,6,9,0,0,183,229,12,3,0,0,241,26,0,0,0,0,26,33,3,0,0,0,35,16,3,0,0,0,20,881,50,20,3,3,955,19,0,0,0,0,19,170,3,0,0,0,176,4206,113,42,3,8,4371
213011334,2118,136,118,3,0,2378,1128,259,132,7,3,1535,669,396,267,10,5,1340,72,63,50,0,0,189,363,122,101,4,3,591,22,6,7,0,0,38,81,36,25,0,0,144,45,8,7,0,0,65,1250,633,464,12,10,2367,31,7,0,0,0,42,226,66,27,0,3,320,4758,1103,742,29,18,6652
213011335,1808,101,53,0,0,1964,1186,112,58,0,0,1354,533,156,205,3,8,902,98,69,20,0,0,184,310,51,38,5,4,406,9,26,0,0,0,37,85,28,13,0,0,125,35,4,3,0,0,43,1072,330,274,10,11,1699,29,0,0,0,0,33,185,42,17,0,4,247,4279,580,405,10,17,5299
213011336,760,154,21,0,0,933,661,182,30,0,0,872,425,242,217,4,4,891,21,24,3,0,0,39,176,70,13,0,4,262,5,3,0,0,0,17,37,17,3,0,0,57,12,3,0,0,0,18,677,358,235,4,7,1287,9,3,4,0,0,16,82,32,14,0,0,132,2196,724,297,3,9,3234
213011337,1310,56,24,7,0,1396,875,147,18,0,0,1047,390,87,54,0,6,537,22,9,21,0,0,50,253,37,13,4,3,309,6,3,13,0,0,19,59,10,3,0,0,67,14,3,0,0,0,25,744,149,101,11,7,1005,15,0,0,0,0,17,150,15,4,0,5,175,3089,365,153,15,15,3640
213011338,2193,119,13,0,0,2325,1454,269,42,0,3,1773,638,256,94,3,3,995,120,24,13,0,0,153,303,48,21,0,3,375,12,13,0,0,0,25,49,13,5,0,0,74,32,3,0,0,0,34,1155,357,134,3,10,1661,22,3,0,0,0,27,237,19,10,3,0,268,5058,771,200,6,17,6052
213011339,751,133,11,0,0,901,1169,310,16,0,0,1496,306,518,60,0,3,888,4,6,3,0,0,11,106,91,4,0,0,202,3,5,0,0,0,7,18,10,0,0,0,32,7,7,0,0,0,9,441,638,68,0,4,1155,6,0,0,0,0,12,59,32,0,0,0,98,2433,1119,104,0,9,3659
213011340,2326,160,12,0,0,2492,2007,126,9,3,0,2147,273,75,7,0,0,352,4,3,0,0,0,9,105,25,4,0,0,131,3,3,0,0,0,5,13,4,0,0,0,19,10,0,0,0,0,9,412,109,6,0,0,526,18,40,9,0,0,69,107,26,0,0,0,137,4866,462,40,7,0,5379
213021341,1456,522,13,4,3,1994,940,421,28,0,8,1395,439,504,268,3,0,1217,18,10,38,0,0,62,119,66,18,3,0,204,3,0,22,0,0,22,5,5,3,0,0,17,16,13,0,0,0,36,606,602,345,11,0,1564,19,12,0,0,0,31,89,49,16,0,0,148,3103,1602,403,11,13,5129
213021342,1999,401,60,0,0,2462,1838,420,58,3,6,2326,778,393,154,0,7,1328,107,48,12,0,0,168,239,66,24,0,0,326,13,7,0,0,0,19,24,4,3,0,0,36,14,6,0,0,0,26,1180,522,190,0,5,1890,19,6,0,0,0,24,132,28,7,0,0,173,5169,1375,323,4,12,6874
213021343,1670,194,11,5,0,1884,892,465,27,0,5,1388,526,387,94,3,9,1026,29,85,87,0,0,199,198,64,6,4,0,280,3,0,10,0,0,18,34,16,0,0,0,47,15,5,0,0,0,25,806,569,199,8,14,1593,22,6,0,0,0,34,120,37,18,0,0,175,3512,1277,258,12,22,5079
213021344,1458,280,40,6,5,1788,1696,772,100,5,15,2591,562,679,242,14,7,1497,13,32,15,0,0,67,175,84,34,12,5,307,28,5,3,0,0,39,8,6,3,0,0,17,15,9,4,0,0,27,800,812,299,33,16,1951,22,3,0,0,0,28,86,34,17,0,0,144,4061,1908,461,38,35,6507
213021345,364,157,0,0,0,512,549,241,0,0,0,789,146,81,0,0,0,220,14,4,0,0,0,14,43,13,0,0,0,57,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,206,91,0,0,0,303,4,0,0,0,0,3,12,6,0,0,0,19,1133,494,0,0,3,1631
213021346,1365,538,149,14,7,2066,1240,529,80,4,0,1858,333,341,249,11,6,942,3,111,173,0,0,284,88,72,48,3,5,216,8,0,29,0,0,33,13,8,3,15,3,40,8,4,6,0,0,24,448,543,508,32,8,1538,19,8,3,0,0,31,61,34,47,9,3,152,3133,1651,784,57,23,5643
213031347,912,311,27,3,4,1259,811,826,129,4,8,1779,541,578,385,4,12,1507,320,447,22,0,0,793,253,145,35,10,0,451,3,6,12,0,0,22,28,23,3,7,0,61,18,11,0,0,0,32,1171,1212,450,24,16,2866,19,19,3,0,0,45,119,89,14,0,3,228,3039,2455,624,32,29,6176
213031348,643,98,156,11,3,907,677,309,449,13,3,1452,525,343,1694,12,7,2586,25,167,204,0,0,399,204,95,250,4,5,566,5,12,94,0,0,109,26,3,65,3,5,101,14,3,11,3,0,33,798,621,2318,21,21,3783,8,5,20,0,0,40,86,40,112,0,13,257,2220,1078,3056,46,43,6441
213031349,634,358,107,0,0,1095,546,629,266,0,0,1440,182,490,772,0,10,1453,0,3,6,0,0,8,67,98,63,0,0,233,3,4,0,0,0,10,7,8,11,0,0,23,8,6,5,0,0,18,269,621,857,0,10,1751,3,9,3,0,0,12,37,34,28,0,0,100,1495,1639,1257,0,7,4403
213031350,607,75,41,7,7,741,1009,183,122,3,3,1312,445,209,441,9,0,1101,23,25,34,0,0,86,117,36,42,7,0,200,7,4,20,0,0,29,12,0,6,0,0,18,9,3,8,0,0,18,615,281,546,14,3,1455,14,4,0,0,12,24,47,13,20,0,3,84,2291,546,724,23,29,3617
213031351,803,95,77,3,0,983,998,201,121,8,0,1329,439,290,632,3,4,1372,27,52,27,0,0,108,149,57,66,4,4,279,12,13,6,0,0,33,17,3,9,0,0,29,13,6,6,0,0,27,662,416,755,5,13,1859,9,5,5,0,0,23,55,22,40,0,4,119,2536,744,998,18,15,4309
213031352,1322,144,37,15,0,1516,1639,327,91,8,0,2062,694,326,325,26,0,1374,39,53,13,0,0,107,166,69,38,6,0,288,16,6,4,0,0,30,9,7,0,0,0,18,6,5,0,0,0,13,942,458,387,33,0,1824,14,4,0,0,0,22,80,19,5,0,0,113,3995,953,527,54,7,5534
213041353,1950,139,3,17,4,2115,2972,157,4,3,5,3140,680,229,3,4,0,919,151,30,34,0,0,210,252,46,23,0,0,323,9,62,3,0,0,70,17,3,0,9,0,32,23,6,0,0,0,32,1133,379,58,13,0,1590,47,6,0,0,0,62,144,36,0,0,14,190,6261,715,73,29,17,7099
213041355,1280,65,7,0,0,1350,3427,239,28,0,13,3713,382,160,31,0,3,579,3,4,0,0,0,9,150,31,10,0,0,187,0,0,0,0,0,0,15,0,0,0,0,12,10,0,0,0,0,10,553,194,38,0,3,799,17,0,0,0,0,18,120,13,0,0,0,128,5399,514,77,0,17,6007
213041356,1644,129,0,0,0,1778,2577,146,0,0,3,2723,854,298,4,0,3,1166,88,57,0,0,0,145,307,50,0,3,3,358,20,9,0,0,0,23,31,3,0,0,0,27,26,7,0,0,0,32,1319,423,10,4,8,1764,26,6,0,0,0,28,169,33,0,0,0,204,5728,738,10,6,14,6497
213041357,1658,71,3,3,3,1742,3409,107,11,0,9,3545,1273,260,21,3,8,1563,52,60,7,0,3,123,303,57,3,0,0,365,22,21,0,0,0,46,29,27,0,3,0,63,20,10,0,0,0,24,1699,445,28,4,12,2189,37,0,0,0,0,40,210,34,4,0,3,247,7015,657,46,7,27,7755
213041358,952,196,3,0,0,1147,2419,433,3,0,0,2847,725,257,7,0,0,995,32,15,0,0,0,47,217,54,0,3,0,271,12,3,0,0,0,20,21,3,0,0,0,21,15,0,0,0,0,14,1025,344,8,3,0,1378,17,3,0,0,0,18,157,27,0,0,0,188,4563,999,14,4,4,5582
213041359,197,0,0,28,3,229,155,3,0,3,5,167,42,3,0,0,3,44,0,0,0,0,0,0,44,0,0,4,0,48,3,0,0,0,0,3,3,0,0,66,0,68,3,0,0,0,0,3,91,3,0,70,3,165,4,0,0,0,0,6,26,0,0,3,0,31,475,7,0,105,8,596
213041360,879,183,11,0,0,1074,2998,322,0,0,3,3331,415,161,19,0,0,596,3,0,0,0,0,3,98,14,0,0,0,115,0,0,0,0,0,0,13,4,0,0,0,16,15,3,0,0,0,16,541,179,16,0,0,737,24,36,6,0,0,67,100,30,6,0,0,136,4541,754,42,0,4,5349
213041461,298,122,14,0,0,435,759,30,3,0,0,800,86,0,0,0,0,84,3,0,0,0,0,3,30,3,0,0,0,31,0,3,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,126,7,3,0,0,133,4,42,8,0,0,51,35,21,7,0,0,57,1217,225,31,4,0,1478
213041462,194,10,0,0,0,212,963,93,0,0,0,1058,200,58,0,0,0,258,5,0,0,0,0,5,44,4,0,0,0,45,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,255,68,0,0,0,318,0,0,0,0,0,0,36,4,0,0,0,41,1447,175,0,0,0,1625
213041463,1130,54,14,0,0,1201,2982,240,23,0,0,3244,740,212,74,0,0,1018,4,13,0,0,0,11,184,22,8,0,0,215,6,4,0,0,0,12,16,3,3,0,0,21,18,0,0,0,0,23,966,257,83,0,0,1299,51,0,0,0,0,51,127,12,3,0,0,149,5260,563,118,0,3,5942
213051361,1635,157,69,0,0,1862,2431,286,56,0,0,2770,602,162,130,0,0,896,29,11,16,0,0,55,204,30,27,0,0,257,20,5,3,0,0,23,28,0,0,0,5,35,11,3,0,0,0,14,896,205,168,0,5,1275,13,7,8,0,0,30,100,17,9,0,0,123,5073,666,313,0,9,6060
213051362,1974,105,87,0,0,2170,2123,139,90,0,3,2350,853,57,306,0,0,1213,33,3,16,0,0,49,309,28,43,0,0,387,6,0,4,0,0,7,27,0,5,0,0,33,13,3,3,0,0,19,1238,88,377,0,0,1707,20,0,7,0,0,22,121,8,21,0,0,147,5475,340,578,0,6,6398
213051363,467,44,0,14,0,520,900,170,3,0,0,1072,664,174,15,6,3,855,30,3,11,0,0,49,146,20,6,7,3,180,4,0,0,0,0,4,24,6,0,18,0,50,7,4,0,3,0,10,868,208,30,31,4,1140,11,3,0,0,0,15,73,12,4,0,5,94,2321,438,39,41,8,2849
213051365,771,309,11,0,0,1093,4618,860,14,0,3,5491,1894,484,28,0,9,2402,20,0,0,0,0,17,279,46,0,0,0,326,3,3,0,0,0,5,27,18,0,0,0,46,18,3,0,0,0,27,2243,552,28,0,10,2827,21,57,5,0,0,86,173,48,10,0,3,235,7830,1824,63,0,16,9733
213051366,289,188,3,0,0,483,2959,803,11,4,0,3772,1119,458,4,0,0,1586,6,9,0,0,0,13,173,73,0,0,0,249,8,15,0,0,0,19,15,7,0,0,0,21,17,4,0,0,0,19,1337,556,11,0,3,1905,16,15,0,0,0,29,168,34,6,0,0,215,4769,1600,27,4,5,6399
213051368,1311,167,3,42,5,1532,991,185,13,4,0,1188,468,429,67,0,3,963,21,15,0,0,0,37,160,60,3,3,0,229,3,3,0,0,0,9,14,3,0,16,0,30,21,4,0,0,0,23,690,513,74,13,3,1293,11,3,0,0,0,14,86,23,4,6,0,108,3081,891,97,68,10,4134
213051369,1047,35,0,0,0,1088,3885,92,0,0,7,3986,1473,75,6,0,0,1559,37,6,0,0,0,44,313,16,4,0,0,333,23,5,0,0,0,24,16,0,0,0,0,13,15,0,0,0,0,17,1880,105,10,0,0,1990,17,0,0,0,0,20,150,3,3,0,3,155,6982,233,11,0,9,7237
213051464,463,82,8,0,3,558,1503,209,27,0,3,1745,975,185,9,3,3,1168,0,0,0,0,0,0,83,21,0,0,0,98,0,3,0,0,0,3,16,9,0,0,0,21,6,3,0,0,0,6,1075,213,9,3,3,1301,3,0,0,0,0,3,54,11,0,0,0,66,3106,519,37,3,7,3670
213051465,978,166,32,0,0,1180,3320,315,53,0,0,3685,1191,256,113,0,0,1564,18,3,0,0,0,18,154,22,6,0,0,183,0,0,0,0,0,5,83,10,0,0,0,92,7,3,0,0,0,13,1449,294,123,0,0,1867,44,56,11,0,0,105,95,13,8,0,0,117,5881,850,225,3,8,6962
213051466,339,58,0,0,0,395,2161,325,9,0,0,2497,944,213,10,0,0,1162,3,0,0,0,0,3,102,24,0,0,0,123,0,0,0,0,0,0,9,0,0,0,0,9,7,3,0,0,0,11,1059,238,11,0,0,1309,8,0,0,0,0,8,72,8,0,0,0,83,3648,622,19,0,0,4291
213051467,1569,169,0,8,0,1747,2131,226,3,0,0,2360,1071,418,13,0,4,1511,255,56,0,0,0,307,302,69,0,0,3,374,10,9,0,0,0,24,46,13,0,0,0,57,27,3,0,0,0,26,1709,568,18,0,9,2295,40,35,0,0,0,77,171,50,3,0,0,223,5621,1050,22,8,9,6707
213051468,1088,72,11,0,0,1168,1744,131,18,0,0,1892,397,232,56,0,0,674,25,27,6,0,0,53,162,31,4,3,0,201,8,0,0,0,0,9,11,0,0,0,0,11,7,3,0,0,0,10,606,287,66,3,0,962,15,0,0,0,0,21,83,11,0,0,0,98,3533,503,96,5,3,4141
