SA2_MAINCODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
213011328,0,0,3,0,0,3,3,0,0,12,0,3,31,135,15,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,0,11,0,0,0,6,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,10,16,99,44,45,23,4,5,247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,16,29,121,38,29,19,11,12,279,24,30,39,133,41,45,31,24,7,381,294,344,545,1645,428,379,288,150,52,4121,0,0,3,7,0,0,0,0,0,9,215,263,221,449,167,131,101,41,22,1616,0,4,7,40,0,0,0,0,0,52,0,0,0,3,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11
213011329,0,0,0,3,0,8,4,0,0,12,0,0,0,5,7,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,18,27,20,16,3,0,86,0,0,0,14,12,9,3,0,0,36,0,0,3,8,4,0,0,0,0,13,3,14,55,314,232,154,51,13,7,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,106,65,58,33,10,0,296,15,32,29,61,30,27,13,0,0,216,349,771,774,1393,660,531,245,44,18,4783,0,0,3,3,4,0,0,0,0,14,309,648,542,454,127,62,10,3,3,2159,0,0,4,4,0,0,0,0,0,15,0,0,0,20,17,6,3,3,0,58,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,10,3,0,0,22
213011330,0,0,0,3,8,9,7,6,0,34,0,9,20,69,20,3,6,0,0,126,0,0,3,5,0,0,0,0,0,9,0,4,6,20,3,0,3,0,0,35,0,0,3,28,25,38,31,7,3,140,0,0,3,19,12,5,9,3,0,52,0,3,3,9,0,0,0,0,0,21,10,14,57,414,213,150,49,5,4,906,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,7,7,63,134,408,176,116,89,40,8,1044,76,110,86,305,102,101,87,41,7,915,1329,1859,1607,4506,1444,1081,819,324,71,13054,0,0,6,8,3,0,0,0,0,27,1097,1313,850,1491,393,318,173,45,21,5707,0,0,0,21,0,0,0,0,0,26,0,0,4,42,9,14,3,7,0,87,0,0,0,6,0,0,3,0,0,18,0,0,0,3,0,0,0,0,0,6,0,3,0,24,18,24,9,0,0,77
213011331,0,0,0,3,6,3,5,9,0,22,0,0,0,7,12,3,5,0,0,34,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,7,18,36,30,33,7,0,125,0,0,0,5,8,8,0,0,0,23,0,0,3,0,0,0,0,0,0,3,0,7,5,83,77,57,16,5,3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,112,88,94,49,15,8,400,7,23,34,68,40,51,24,5,0,252,241,500,676,1061,599,548,283,108,22,4043,0,0,3,4,0,0,0,0,0,5,204,410,490,512,214,105,38,7,4,1985,0,0,3,5,0,0,0,0,0,11,0,0,0,14,7,7,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6,6,9,3,0,0,22
213011332,0,0,0,0,0,3,9,8,0,25,0,12,15,18,20,7,9,3,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,21,26,53,67,20,4,195,0,0,3,5,3,4,4,3,0,21,0,0,0,8,10,3,0,0,0,24,0,7,13,98,94,72,24,10,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,71,62,75,80,30,8,370,14,36,36,99,45,48,60,22,7,365,369,738,946,1737,805,902,686,305,62,6551,0,0,0,0,0,0,0,0,0,0,341,599,677,996,424,431,93,21,19,3607,0,0,0,0,0,0,0,0,0,4,0,0,5,10,12,3,3,0,0,31,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,7,0,3,0,9,7,5,10,6,0,43
213011333,0,0,0,3,5,10,10,3,3,31,0,4,0,20,10,10,6,0,0,41,0,0,0,3,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,11,0,0,8,22,23,67,64,15,3,209,0,0,3,9,5,5,4,4,0,32,0,0,0,0,0,0,0,0,0,8,7,24,67,316,252,164,48,17,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,50,171,102,88,91,21,8,551,38,75,70,180,65,99,84,24,5,633,463,886,977,1881,832,892,699,208,43,6889,0,0,3,4,0,0,0,0,0,8,378,636,541,606,180,232,122,26,7,2724,0,0,0,5,3,3,0,0,0,14,0,0,12,22,30,20,7,3,0,94,0,0,0,3,0,3,0,0,3,11,0,0,0,3,0,0,0,0,0,3,0,0,0,8,3,9,6,0,0,38
213011334,0,0,0,12,8,18,14,6,3,61,4,14,16,35,10,11,4,0,0,96,0,0,0,3,0,0,0,0,0,3,0,3,4,7,4,0,0,0,0,20,0,0,0,16,21,34,32,13,3,120,0,0,4,11,7,0,4,0,0,24,0,3,0,0,0,0,0,0,0,7,17,37,128,474,341,242,74,19,9,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,51,92,205,118,94,75,77,24,742,75,86,124,300,118,100,95,60,16,985,702,1056,1500,3128,1174,1064,854,483,129,10090,0,0,0,3,0,0,0,0,0,0,522,729,712,686,247,242,109,41,18,3303,0,0,0,10,3,0,0,0,0,15,0,0,5,35,29,19,21,19,0,126,0,0,0,3,3,3,0,4,0,10,0,0,0,8,0,0,0,0,0,9,0,0,0,8,9,7,16,4,0,41
213011335,0,0,3,9,4,12,6,10,0,38,0,4,5,18,4,7,3,0,0,41,0,0,0,4,0,0,0,0,0,6,0,3,0,11,0,0,3,0,0,13,0,0,3,13,12,39,49,9,3,118,0,0,0,7,0,3,7,3,0,19,0,5,0,3,0,0,0,0,0,5,7,45,147,563,440,313,102,50,14,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,34,66,168,83,65,63,46,14,543,54,72,119,232,100,86,83,40,14,790,543,961,1461,2560,1065,906,720,414,97,8724,0,0,4,3,3,0,0,0,0,14,419,608,621,531,155,174,95,22,11,2640,0,0,0,3,0,0,0,0,0,7,0,0,6,22,26,24,9,4,0,85,0,0,0,3,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,4,0,20
213011336,0,0,0,0,0,0,0,0,0,3,0,0,17,79,5,0,0,0,0,100,0,0,0,12,0,0,0,0,0,9,0,0,4,11,4,0,0,0,0,23,0,0,0,0,3,3,5,0,0,21,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,10,8,24,66,207,107,105,37,9,5,570,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,26,123,39,20,20,9,7,263,21,35,51,156,63,40,24,24,16,425,389,471,675,1984,583,469,273,155,88,5097,0,0,0,4,0,0,0,0,0,7,282,308,274,513,208,180,87,65,58,1978,0,0,10,23,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,8,0,0,0,3,3,0,3,0,0,7,0,0,0,6,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,10
213011337,0,0,0,0,0,3,3,3,0,10,0,3,12,63,8,4,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,14,0,0,0,3,0,3,3,0,3,12,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,8,31,135,488,311,269,85,26,9,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,41,111,47,38,25,19,9,304,31,47,59,112,51,59,33,28,14,429,384,676,911,1707,716,652,403,265,106,5823,0,0,0,0,0,0,0,0,0,0,342,443,503,412,154,109,67,66,37,2137,0,0,0,6,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,9,0,0,0,0,12,0,0,3,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,4,4,3,3,3,0,26
213011338,0,0,0,3,3,6,5,3,0,23,0,5,24,72,11,3,0,0,0,115,0,0,0,7,0,0,0,0,0,9,0,4,8,9,0,0,0,0,0,20,0,0,0,24,18,30,60,23,6,154,0,0,0,31,18,14,9,0,3,71,3,8,0,0,0,0,0,0,0,14,13,27,81,386,293,245,67,12,4,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,86,225,111,83,84,48,19,698,37,67,85,185,72,74,88,56,12,679,598,1019,1297,2889,1114,886,827,516,119,9277,0,5,6,15,3,0,0,0,0,32,514,777,740,902,294,187,162,64,30,3666,0,0,4,17,0,0,0,0,0,22,0,0,0,6,0,7,0,0,0,17,0,0,0,4,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,4,8,12,5,12,3,0,43
213011339,0,0,0,3,0,4,0,0,0,12,0,9,6,30,18,19,3,3,0,90,0,0,7,0,0,0,0,0,0,8,0,6,0,3,0,0,0,0,0,6,0,3,4,17,22,32,13,6,0,96,0,0,0,3,4,5,4,0,0,24,0,6,3,3,4,3,0,0,0,14,0,0,3,42,30,9,9,0,3,90,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,16,27,83,64,51,21,14,6,279,31,47,57,106,59,40,26,20,24,411,412,801,964,1834,827,554,313,127,82,5922,0,0,0,8,0,0,0,0,0,4,291,589,597,853,421,194,61,43,55,3096,0,0,0,4,3,0,0,0,0,6,0,0,0,9,6,6,0,4,0,30,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,10,9,3,5,0,0,22
213011340,0,0,0,4,10,21,13,4,0,54,0,5,10,23,19,25,13,5,0,95,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,16,44,68,44,9,4,187,0,0,0,7,7,4,3,0,0,20,0,3,0,3,3,0,0,0,0,13,0,3,0,31,49,39,14,3,3,145,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,0,9,3,6,26,58,66,79,65,11,4,321,11,36,54,97,53,84,58,24,7,419,360,1033,1526,1924,1455,1327,736,238,65,8671,0,0,0,0,0,0,0,0,0,0,313,922,1205,1319,909,538,148,64,50,5465,0,0,0,0,3,0,0,0,0,3,0,0,0,9,11,4,7,4,0,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,3,4,0,0,17
213021341,0,0,0,3,4,3,4,5,0,17,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,10,0,0,0,0,9,0,7,3,0,19,0,0,0,4,0,0,0,0,0,5,3,6,0,12,8,0,3,0,0,33,3,0,3,20,17,10,4,3,0,55,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,9,71,25,23,22,13,3,182,19,32,26,94,66,65,44,29,20,390,379,646,553,1781,879,765,602,358,143,6109,0,0,0,0,0,0,0,0,0,0,362,570,483,1118,602,477,329,222,123,4295,0,0,0,14,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,4
213021342,0,0,0,3,13,23,12,6,3,57,0,0,6,18,8,5,9,0,0,41,0,0,0,3,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,12,0,0,0,15,34,41,42,9,0,140,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,3,0,0,0,17,0,3,5,64,49,55,15,0,0,194,0,0,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,0,0,5,0,15,18,127,62,49,38,21,11,347,24,50,62,131,86,84,55,35,8,531,606,1015,1220,2788,1301,1188,772,342,115,9361,0,0,0,0,0,0,0,0,0,0,515,862,846,1617,807,551,276,136,72,5698,0,0,0,11,0,0,0,0,0,10,0,0,0,11,0,7,0,0,4,28,0,0,0,10,9,3,7,3,0,35,0,0,0,4,0,3,0,0,0,8,0,0,3,4,4,4,8,0,0,23
213021343,0,0,0,0,6,10,4,15,0,36,0,0,3,19,3,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,12,0,0,0,4,15,6,31,20,0,71,0,0,0,4,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,10,0,0,6,50,72,65,20,0,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,23,95,37,39,23,32,10,280,44,39,36,188,56,61,50,66,33,581,576,727,781,2258,769,581,476,530,201,6906,0,0,0,0,0,0,0,0,0,0,428,624,565,1160,381,249,149,154,90,3806,0,0,0,8,0,0,0,0,0,8,0,0,3,0,3,0,0,3,0,7,0,0,0,0,3,3,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8
213021344,0,0,0,0,0,3,3,4,0,17,0,0,0,8,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,8,0,0,0,5,14,10,18,11,5,65,0,0,0,0,0,0,0,0,0,0,0,4,3,13,9,6,0,0,0,40,0,0,0,18,3,4,10,0,0,38,0,0,0,4,0,6,0,0,0,10,0,0,0,0,3,0,0,0,0,3,5,8,15,75,40,24,23,14,17,219,37,44,31,160,61,43,34,17,8,439,755,1089,863,2943,1260,886,451,238,129,8604,0,0,0,0,0,0,0,0,0,0,658,1020,677,2101,900,616,226,118,94,6412,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,5,0,17,0,0,0,0,0,0,3,0,0,6,0,0,4,22,4,0,0,0,0,30,0,0,0,3,3,0,0,0,0,6
213021345,0,0,0,0,3,4,0,0,0,15,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,5,6,7,0,0,41,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,4,27,18,21,17,3,0,105,6,24,16,47,25,24,13,9,0,158,174,374,323,741,373,288,136,61,12,2491,0,0,0,0,0,0,0,0,0,0,175,322,247,376,243,109,51,12,6,1547,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8
213021346,0,0,0,0,7,3,0,0,0,6,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,12,10,6,3,0,35,0,0,0,0,4,3,0,0,0,10,4,4,7,5,7,11,3,0,0,44,0,6,0,8,4,7,3,0,0,33,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,4,3,17,4,72,40,22,30,12,10,205,17,40,53,101,83,61,50,29,6,443,447,1124,1007,1582,1294,1064,686,276,119,7603,0,0,0,0,0,0,0,0,0,0,364,833,772,1248,1033,729,388,194,143,5715,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,5,10,6,7,0,0,0,25,0,0,0,3,3,4,0,0,0,10
213031347,0,0,0,0,3,5,3,3,0,15,0,8,26,73,8,9,0,0,0,124,0,0,0,7,0,0,0,0,0,13,0,3,3,9,0,0,0,0,0,16,0,0,0,8,6,9,5,3,0,29,0,0,0,9,7,3,3,3,0,24,0,3,3,9,0,0,0,0,0,14,5,38,134,536,349,301,119,43,10,1536,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,24,106,238,80,49,45,15,5,575,46,55,94,249,70,63,44,28,10,658,648,975,1491,3438,998,831,460,242,92,9189,0,0,0,7,0,0,0,0,0,3,478,711,707,987,273,223,110,106,78,3672,0,0,4,27,3,0,0,0,0,36,0,0,0,8,0,9,7,3,0,31,0,3,0,10,0,8,0,0,0,19,0,0,4,6,3,0,0,0,0,11,0,0,0,6,3,6,11,0,0,27
213031348,0,0,0,3,4,3,0,0,0,11,0,0,9,31,0,0,0,0,0,42,0,0,3,13,0,0,0,0,0,15,0,0,3,19,3,0,0,0,0,22,0,0,0,0,4,7,15,3,0,31,0,0,0,5,4,5,0,0,0,17,3,0,8,14,4,0,0,0,0,30,8,5,111,229,111,150,59,25,16,713,0,3,0,3,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,8,3,9,64,237,69,45,17,17,0,458,47,36,134,353,89,82,60,48,36,892,472,455,1377,3968,823,695,389,240,119,8543,0,0,0,0,0,0,0,0,0,0,358,331,596,1478,321,202,82,60,83,3502,0,4,14,52,4,0,0,0,0,69,0,0,0,5,0,5,6,0,0,18,0,0,0,3,5,0,0,0,0,11,0,3,5,8,0,0,0,0,0,17,0,0,0,3,0,0,0,3,3,11
213031349,0,0,0,0,3,0,3,0,0,12,0,0,3,22,0,3,4,0,0,31,0,0,0,8,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,7,0,0,0,6,4,9,3,3,0,24,0,0,0,13,5,3,0,0,0,21,0,0,0,10,3,4,0,0,0,16,0,7,36,188,127,139,50,17,5,567,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,9,6,52,162,44,34,19,6,4,325,24,37,79,158,41,46,28,3,3,416,381,553,962,2360,732,591,320,111,51,6068,0,0,0,4,0,0,0,0,0,4,262,480,618,951,326,228,86,33,25,3019,0,0,0,6,0,0,0,0,0,7,0,3,3,7,3,0,0,0,0,16,0,0,0,3,3,6,0,0,0,10,0,0,3,8,0,0,0,0,0,7,0,0,0,7,12,3,7,3,0,25
213031350,0,0,0,0,3,3,0,3,0,10,0,0,11,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,17,0,0,0,3,4,8,17,12,3,48,0,0,0,0,0,0,0,0,0,3,0,0,0,14,7,3,3,0,0,23,0,0,8,49,30,38,15,8,4,152,0,0,0,4,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,11,0,0,18,73,24,18,10,5,4,150,21,31,29,97,36,30,17,15,10,290,429,463,460,1854,615,374,171,129,67,4571,0,0,0,0,0,0,0,0,0,0,348,393,273,1264,404,193,86,37,39,3027,0,3,3,20,0,0,0,0,0,29,0,0,0,9,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,4,0,0,0,13,0,0,0,0,0,13,0,0,0,3,0,3,0,0,0,8
213031351,0,0,0,4,4,0,3,0,3,16,0,0,6,4,3,0,4,0,0,19,0,0,0,11,0,0,0,0,0,11,0,0,4,9,0,0,0,0,0,11,0,0,0,3,3,9,9,4,3,29,0,0,0,4,3,4,0,0,0,18,3,0,3,19,3,0,3,0,0,29,5,3,35,123,75,71,23,21,10,359,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,6,6,9,28,148,58,27,20,17,3,299,28,31,44,181,56,37,22,10,7,409,434,545,705,2510,684,497,286,151,76,5889,0,0,0,0,0,0,0,0,0,0,399,414,420,1149,371,197,80,46,38,3121,4,0,9,40,0,0,0,0,0,60,0,0,0,0,6,3,9,0,0,19,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,13,0,0,0,7,0,4,3,0,0,12
213031352,0,0,0,3,4,0,0,0,0,12,0,0,9,8,8,0,0,0,0,25,0,0,3,6,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,9,0,0,0,12,9,15,16,19,3,68,0,0,0,0,0,0,0,0,0,4,0,3,3,19,13,3,0,0,0,39,0,3,3,40,27,30,24,3,7,136,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,6,11,91,33,17,11,15,3,193,24,25,36,162,82,41,25,33,9,444,573,809,717,2720,1052,630,310,231,119,7153,0,0,0,0,0,0,0,0,0,0,540,759,542,1945,734,365,124,95,86,5198,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,14,4,6,0,0,0,27,0,0,0,5,3,0,3,0,0,15
213041353,0,0,0,0,4,0,3,0,3,10,3,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,15,0,0,3,8,3,0,0,0,0,15,0,0,0,3,3,0,7,0,0,9,0,0,5,3,0,0,0,0,0,6,3,6,4,35,25,18,16,13,3,122,23,59,58,159,92,90,80,39,18,620,750,1423,1316,2565,1373,1139,914,348,116,9944,0,0,0,0,0,0,0,0,0,0,615,1331,1128,2252,1107,904,648,284,145,8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,7,0,0,0,6,4,0,0,0,0,9
213041355,0,0,0,3,3,6,0,0,0,18,0,12,15,64,24,16,8,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,24,37,36,35,3,0,146,0,0,0,7,3,3,5,0,0,14,0,3,4,7,0,0,0,0,0,15,0,3,4,37,17,9,4,0,0,75,0,0,0,0,0,3,0,3,0,8,0,0,0,6,3,0,0,0,0,8,0,19,32,149,99,76,38,8,4,430,35,85,65,179,73,46,34,7,0,524,763,1687,1439,3248,1383,840,463,128,15,9973,0,0,0,4,3,0,0,0,0,5,707,1395,1066,2153,751,297,102,31,10,6503,0,0,0,3,0,0,0,0,0,8,0,0,5,12,17,8,3,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,3,14,10,7,7,0,0,48
213041356,0,0,0,0,3,14,7,8,0,32,0,0,0,8,3,8,7,0,0,28,0,0,0,3,0,0,0,0,0,8,0,0,7,3,0,0,0,0,0,12,0,0,0,4,3,9,4,0,0,25,0,0,0,3,9,3,0,0,0,18,0,3,0,3,0,4,0,0,0,15,0,3,4,15,11,4,3,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,34,65,120,67,53,58,16,7,417,56,102,82,199,98,90,77,32,3,724,724,1362,1227,2516,1199,1096,855,295,65,9328,0,0,0,0,0,0,0,0,0,0,612,1029,987,1891,778,718,430,145,66,6662,0,0,0,3,0,3,0,0,0,3,0,0,3,10,10,5,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,4,7,3,9,0,0,0,25
