POA_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA3858,0,4,6,7,19,3,0,0,0,41,4,8,6,10,18,11,8,0,0,67,69,123,192,259,295,228,87,12,3,1274
POA3859,3,4,0,0,8,3,0,0,0,13,3,0,3,0,3,3,3,0,0,16,31,40,70,62,103,82,32,9,0,426
POA3860,9,15,29,20,17,23,7,0,0,125,9,11,26,29,18,19,11,5,0,129,168,270,571,573,651,674,163,19,3,3089
POA3862,4,10,13,8,9,12,0,0,0,52,5,10,12,7,18,13,3,3,0,68,90,105,259,271,301,312,93,16,3,1441
POA3864,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,5,13,24,25,33,4,0,3,107
POA3865,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,10,10,11,42,39,41,45,11,5,0,199
POA3869,3,3,0,0,8,4,0,0,0,22,0,0,0,4,6,9,4,0,0,29,48,70,99,151,194,159,44,4,0,777
POA3870,0,0,3,0,3,0,0,0,0,9,0,0,3,4,3,7,3,0,0,19,32,27,70,90,133,145,49,6,0,549
POA3871,3,3,6,8,7,3,0,0,0,29,4,7,8,7,19,13,3,3,0,53,53,86,188,207,315,270,77,16,0,1207
POA3873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,24,24,45,25,6,0,0,138
POA3874,0,0,0,0,0,7,0,0,0,6,0,0,0,0,3,0,0,0,3,9,15,14,21,36,52,83,23,6,4,249
POA3875,16,41,70,55,75,67,19,0,0,333,13,28,54,51,67,62,27,5,0,300,428,639,1372,1349,1722,1459,413,73,12,7474
POA3878,0,3,0,0,0,3,0,0,0,11,0,3,0,0,5,0,0,0,0,16,20,28,55,66,113,121,21,9,0,434
POA3880,0,3,4,16,3,12,4,0,0,41,3,9,3,8,15,16,6,0,0,55,65,66,156,225,263,291,107,13,0,1182
POA3882,0,0,4,4,4,0,0,0,0,15,0,0,0,9,5,6,5,3,0,24,28,21,74,82,108,103,36,5,0,460
POA3885,0,3,3,4,8,5,0,0,0,24,6,3,6,3,6,10,0,0,0,37,43,52,93,165,222,197,49,14,0,836
POA3886,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,14,6,9,8,43,46,32,10,0,0,151
POA3887,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,4,0,0,0,16,8,6,25,19,25,32,6,0,0,120
POA3888,0,6,6,3,7,12,0,0,0,43,0,0,5,5,14,11,3,6,0,49,56,53,161,205,309,316,87,21,3,1218
POA3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,5,9,16,5,3,0,48
POA3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,12,33,19,10,7,0,102
POA3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,17,11,0,0,44
POA3892,0,0,0,3,3,0,0,0,0,13,0,0,0,3,3,4,0,0,0,13,7,4,47,58,99,108,37,7,0,372
POA3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,15
POA3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,3,26,25,13,0,0,92
POA3896,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,11,10,11,19,27,55,33,6,0,0,168
POA3898,0,0,0,0,5,0,0,0,0,8,3,0,0,4,3,5,0,0,0,14,14,20,60,60,81,66,22,8,0,336
POA3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,6,9,9,24,19,3,0,75
POA3902,0,0,0,4,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,15,11,4,17,29,36,39,18,0,0,168
POA3903,0,0,0,3,3,7,0,0,0,8,0,0,0,0,0,3,3,0,0,12,15,15,50,48,53,68,36,0,0,286
POA3904,0,0,0,4,3,3,5,0,0,18,0,0,0,3,3,5,8,0,0,19,18,18,59,97,125,140,60,10,0,525
POA3909,6,12,17,14,23,19,6,4,0,107,12,3,13,29,12,37,11,3,0,118,176,192,387,502,647,620,167,21,3,2705
POA3910,28,51,103,106,106,89,16,0,0,500,27,71,122,122,121,87,20,0,0,576,802,1255,2478,2434,2847,1836,355,17,3,12025
POA3911,0,12,22,15,21,18,7,0,0,96,0,8,20,18,26,12,7,0,0,89,107,185,330,331,429,301,71,3,0,1756
POA3912,22,42,76,61,87,61,18,4,0,381,15,30,66,72,100,62,18,0,0,366,507,786,1434,1396,1889,1410,298,23,4,7748
POA3913,3,10,26,27,23,15,9,0,0,110,3,10,13,20,18,9,7,3,0,85,111,178,307,341,394,321,86,15,3,1759
POA3915,5,19,35,43,40,23,7,0,0,180,13,27,36,42,52,39,12,0,0,219,224,411,834,762,825,570,163,16,0,3809
POA3916,0,0,0,0,3,0,3,0,0,6,0,0,5,3,4,6,3,0,0,25,19,24,31,53,94,122,40,8,3,388
POA3918,0,10,15,18,24,13,7,0,0,80,0,3,5,22,28,13,8,0,0,76,119,134,285,384,475,321,81,3,0,1803
POA3919,3,7,13,9,13,4,3,0,0,51,3,7,13,11,16,8,3,0,0,61,82,132,300,294,319,266,39,3,0,1435
POA3920,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,238,368,194,66,21,12,0,0,0,907
POA3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,7,18,4,3,0,50
POA3922,5,7,16,13,30,21,8,0,4,91,6,10,16,18,26,19,8,0,0,103,146,148,460,570,691,656,186,24,12,2886
POA3923,0,0,3,0,3,3,0,0,0,12,0,0,0,0,0,3,3,0,0,9,7,5,21,39,53,68,23,0,0,210
POA3925,0,3,9,8,8,5,4,0,0,37,3,0,12,14,8,11,4,0,0,50,61,101,253,320,330,309,76,11,4,1454
POA3926,3,3,7,8,11,7,3,0,0,38,4,3,6,8,14,21,10,0,0,69,75,107,204,292,368,328,114,11,3,1496
POA3927,0,0,0,4,7,6,0,0,0,18,0,3,0,6,6,7,4,0,0,29,42,43,56,127,192,200,47,9,3,719
POA3928,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,10,9,6,11,31,53,58,19,8,0,198
POA3929,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,5,3,3,0,17,9,26,19,58,88,118,55,15,0,384
POA3930,14,16,30,56,82,40,20,0,0,253,22,26,33,94,122,59,39,4,0,402,524,604,734,1805,2375,1615,553,74,7,8290
POA3931,9,32,86,88,98,58,16,0,0,397,18,42,82,107,94,94,41,11,3,489,555,749,1713,2307,2408,1781,579,70,13,10171
POA3933,3,3,3,0,6,11,3,0,0,24,4,4,3,3,6,11,0,0,0,32,43,62,61,102,140,133,48,10,0,591
POA3934,9,18,42,68,108,45,11,0,0,307,12,31,47,77,113,63,28,4,0,374,603,560,965,2123,2429,1433,413,50,3,8583
POA3936,6,22,32,28,52,42,9,0,0,189,13,21,36,44,53,64,16,0,0,256,243,336,724,899,1120,960,336,38,3,4666
POA3937,0,0,4,4,3,4,0,0,0,13,5,3,3,4,6,9,4,0,0,34,32,45,49,108,208,188,66,6,0,714
POA3938,3,8,3,13,7,11,3,0,0,48,5,5,4,5,7,10,12,4,0,48,63,77,145,231,262,286,90,6,3,1171
POA3939,10,23,51,48,52,49,11,0,0,242,15,25,33,43,60,52,21,6,4,260,301,480,1010,1019,1278,1125,336,39,8,5609
POA3940,5,3,17,15,13,13,3,0,0,67,3,14,9,8,22,16,3,0,0,78,79,124,279,278,285,260,66,10,3,1384
POA3941,0,17,44,39,37,37,8,0,0,183,10,17,37,48,46,50,21,5,0,237,248,354,827,1089,1149,945,268,24,4,4912
POA3942,0,0,4,6,0,5,4,0,0,27,0,4,3,3,6,3,5,0,0,35,38,43,87,158,211,193,108,11,0,854
POA3943,0,3,0,3,0,3,0,0,0,9,0,0,5,3,7,4,12,0,0,32,18,17,49,70,98,147,121,17,0,535
POA3944,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,9,0,0,14,4,4,7,5,28,53,57,13,0,177
POA3945,0,0,6,0,4,9,3,0,0,22,0,0,0,9,6,7,3,3,3,27,17,14,62,86,127,138,46,13,4,496
POA3946,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,10,3,7,13,11,21,33,7,0,0,107
POA3950,7,13,20,12,14,16,8,0,0,93,10,6,7,19,13,23,3,4,0,78,142,144,332,376,439,370,99,15,3,1927
POA3951,0,0,0,0,10,0,0,0,0,12,0,0,0,7,0,0,3,0,0,15,27,17,39,90,122,129,45,10,3,482
POA3953,8,18,25,20,25,22,9,0,0,124,4,7,24,22,21,20,17,5,0,126,210,230,564,687,777,647,238,47,6,3401
POA3954,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,25,15,13,38,71,44,4,5,0,205
POA3956,3,4,9,10,6,4,0,0,0,35,3,7,6,5,14,14,6,3,0,55,41,63,156,194,260,238,81,19,0,1061
POA3957,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,8,20,26,41,21,7,3,0,134
POA3958,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,5,12,18,35,28,16,4,0,138
POA3959,0,0,0,3,3,3,0,0,0,9,0,0,6,0,3,3,5,3,3,22,14,27,49,94,120,108,49,11,4,486
POA3960,3,5,5,3,11,13,3,0,0,37,5,6,0,3,11,13,3,3,0,44,54,63,115,154,223,253,98,9,5,970
POA3962,0,0,3,0,0,7,0,0,0,11,3,0,0,3,6,3,0,0,0,16,17,25,57,58,98,92,30,8,0,380
POA3964,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,16,10,9,19,0,0,0,61
POA3965,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,8,6,19,21,8,0,0,77
POA3966,0,0,0,3,3,0,0,0,0,10,3,0,0,0,3,0,0,0,0,5,14,24,39,45,50,54,24,5,0,239
POA3967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,9,6,13,12,13,0,0,56
POA3971,5,0,14,8,11,12,6,0,0,56,3,7,7,12,19,14,3,0,0,72,70,102,226,233,378,389,130,19,5,1563
POA3975,4,18,70,71,49,30,0,0,0,241,12,35,110,123,85,40,5,0,0,416,249,562,1897,2339,1396,638,87,5,0,7165
POA3976,18,55,102,83,78,49,4,0,0,397,25,105,213,194,177,111,22,4,0,845,500,1237,2493,2406,2306,1460,187,10,0,10605
POA3977,76,218,523,429,344,192,44,4,0,1837,112,245,664,621,552,301,74,10,5,2590,2054,4082,11864,11307,8532,4867,909,86,15,43718
POA3978,4,32,71,47,25,13,0,0,0,190,10,34,89,59,54,25,8,0,4,279,197,438,1994,1433,827,403,75,10,5,5387
POA3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,7,18,27,41,42,18,8,0,164
POA3980,8,4,17,11,15,12,0,0,0,66,5,8,10,24,26,13,5,0,0,97,85,115,297,383,398,297,62,12,0,1651
POA3981,5,4,33,21,27,22,7,0,0,115,17,4,27,27,38,15,3,0,3,135,150,212,483,464,517,354,109,23,3,2309
POA3984,3,7,20,17,21,11,3,0,0,83,5,8,22,23,25,27,15,0,0,134,108,137,319,368,494,431,171,25,3,2042
POA3987,0,3,9,0,3,6,0,0,0,28,0,0,3,9,22,9,3,0,0,52,30,40,93,170,191,132,28,0,0,685
POA3988,0,0,9,3,7,3,0,0,0,21,0,0,3,4,6,7,0,0,0,22,18,26,70,82,112,127,43,9,0,488
POA3990,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,10,7,16,11,11,4,0,67
POA3991,0,3,0,3,0,0,0,0,0,10,3,0,0,0,3,4,0,0,0,11,15,16,19,14,43,35,13,0,0,162
POA3992,0,3,0,0,0,3,0,0,0,5,0,3,7,0,3,9,0,0,0,18,14,35,83,90,106,91,31,14,0,462
POA3995,8,21,31,46,32,28,6,5,0,179,4,9,28,28,30,35,11,7,4,158,258,257,682,672,893,740,181,30,4,3723
POA3996,3,0,19,13,16,9,3,3,0,68,11,6,12,21,29,21,11,3,3,112,91,76,325,437,493,473,143,18,8,2066
