POA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA3217,22,21,10,8,15,7,3,87,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,33,46,24,18,25,9,12,173,0,6,0,0,0,0,0,6,0,4,3,0,6,0,0,11,0,8,3,0,6,0,0,18,33,51,32,18,30,9,12,190,17,14,3,5,3,3,0,55,0,0,0,0,0,0,0,0,51,69,32,29,32,15,12,245
POA3218,18,48,31,23,28,9,3,161,7,0,0,0,0,0,0,5,0,0,3,3,3,0,0,11,33,75,53,46,70,30,8,313,0,3,3,0,0,0,0,8,3,4,0,0,0,0,0,10,3,7,3,3,3,0,0,24,40,84,61,45,67,28,8,335,31,40,22,15,21,9,7,142,3,0,3,0,0,0,0,11,74,123,82,63,91,36,15,490
POA3219,41,74,55,44,65,19,3,294,18,8,4,0,4,0,0,35,0,3,3,0,0,0,0,7,79,117,93,72,132,33,23,545,3,15,11,4,10,3,0,49,6,11,5,7,6,0,0,40,9,22,13,9,22,3,0,85,85,140,110,86,153,33,27,635,158,136,64,53,48,13,0,473,4,5,0,0,3,0,0,11,250,284,173,135,200,49,27,1117
POA3220,19,40,20,12,27,12,10,140,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,5,33,78,52,41,80,33,21,335,0,4,0,0,3,3,0,8,0,4,0,0,0,0,0,8,0,4,3,0,3,0,0,14,35,81,55,41,84,34,21,352,28,16,15,13,22,5,9,104,0,0,0,0,0,0,0,0,64,100,67,52,106,38,31,460
POA3221,0,3,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,13
POA3222,31,63,36,28,52,12,4,227,3,0,0,0,3,0,0,8,0,3,3,0,3,0,0,11,45,92,70,64,88,35,20,403,0,3,0,0,5,0,0,16,0,3,5,3,3,3,0,21,3,7,5,6,5,7,0,33,44,95,70,66,99,36,19,436,78,58,33,27,29,11,0,236,0,0,3,0,0,0,0,4,128,158,105,96,124,51,21,678
POA3223,6,15,20,7,12,6,0,66,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,19,30,23,13,25,16,3,130,0,0,0,3,3,0,0,7,0,3,0,0,0,0,0,10,0,3,0,3,4,0,0,17,25,32,26,19,34,14,3,144,30,35,15,11,9,3,0,107,0,0,0,0,0,0,0,4,51,69,42,31,37,14,3,254
POA3224,44,65,53,37,47,9,0,252,5,3,4,0,3,0,0,18,0,0,0,0,0,0,0,0,60,98,83,54,96,34,10,429,3,4,3,3,0,0,0,13,11,15,7,0,0,0,0,29,13,21,11,5,0,0,0,43,72,116,92,62,98,34,10,475,53,52,26,19,23,9,3,183,0,0,0,0,0,0,0,8,124,168,120,77,122,40,13,666
POA3225,0,17,10,8,12,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,15,17,19,3,0,84,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,4,3,0,0,0,0,7,3,25,22,17,23,3,3,87,3,5,4,8,0,0,0,22,0,0,0,0,0,0,0,0,4,32,22,19,20,3,3,115
POA3226,23,82,47,33,33,14,3,231,0,0,0,0,3,0,0,10,0,3,0,0,0,0,0,4,36,110,69,46,65,27,6,359,0,7,3,0,0,4,0,15,5,9,3,0,3,0,0,20,6,15,14,5,3,4,0,35,37,120,80,54,67,27,6,399,47,43,11,20,13,3,4,144,0,0,0,0,0,0,0,0,89,167,96,75,88,31,12,537
POA3227,3,18,17,10,15,8,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,33,21,19,14,8,128,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,0,3,0,0,6,7,33,32,21,20,14,8,133,6,0,4,3,8,0,0,23,0,0,0,0,0,0,0,0,14,33,39,24,28,11,8,155
POA3228,33,64,54,29,41,7,3,237,5,7,3,3,0,0,0,15,0,0,0,0,0,0,0,3,44,108,78,60,89,29,9,429,0,3,5,4,0,0,0,18,0,3,4,3,3,0,0,23,0,10,11,7,3,0,0,36,49,118,90,63,95,35,14,461,12,25,21,4,20,3,0,84,0,0,3,0,3,0,0,5,61,139,114,68,115,36,14,553
POA3230,0,9,3,6,3,0,3,26,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,4,5,4,7,3,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,15,4,5,7,7,4,48,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,18,4,6,7,7,4,55
POA3231,0,8,6,0,8,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,3,10,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,3,10,0,3,42,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,14,4,3,10,3,3,44
POA3232,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,25
POA3233,11,4,3,0,0,0,0,28,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,12,9,12,0,10,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,8,0,10,0,0,42,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,11,13,15,0,10,0,0,44
POA3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA3235,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14
POA3236,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,11
POA3237,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
POA3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
POA3239,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,14
POA3240,3,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,8,0,0,26,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,5,7,6,5,8,0,0,31
POA3241,7,4,7,4,3,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,7,10,8,13,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,8,13,0,0,51,19,15,11,4,4,5,0,56,0,0,0,0,0,0,0,0,27,26,25,14,19,10,0,109
POA3242,0,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,17,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,23
POA3243,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7
POA3249,4,3,9,6,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,13,12,0,0,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,10,11,12,3,0,53,6,9,7,4,9,0,0,34,0,0,0,0,0,0,0,0,12,16,20,20,18,3,0,87
POA3250,42,41,44,21,47,5,0,204,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,9,57,65,72,35,79,12,0,318,0,5,4,3,3,3,0,18,3,5,3,0,3,0,0,11,3,4,3,4,4,3,0,29,54,72,74,38,79,16,0,339,105,77,32,33,15,4,0,279,0,0,0,0,0,0,0,0,165,154,113,72,101,19,3,623
POA3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,13
POA3254,0,3,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,9,3,3,0,0,5,0,0,13,0,0,0,0,0,0,0,0,3,6,5,3,5,0,0,20
POA3260,8,23,9,12,10,6,0,69,3,3,0,0,0,0,0,5,0,3,0,0,0,0,0,3,15,28,17,12,18,8,0,102,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,12,5,3,0,3,0,0,0,10,19,33,16,19,22,8,0,119,18,30,12,4,4,0,0,65,0,0,0,0,0,0,0,0,36,64,29,22,24,14,3,189
POA3264,3,3,4,6,6,0,0,24,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,15,6,11,8,7,0,54,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,3,0,0,3,0,0,3,7,15,6,11,15,7,0,60,15,19,6,6,3,0,0,57,0,0,0,0,0,0,0,3,29,35,21,22,14,4,0,125
POA3265,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,4,4,4,6,0,0,30,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,9,5,10,4,3,11,0,0,32,8,4,0,0,0,0,0,17,0,0,0,0,3,0,0,5,16,12,11,4,8,0,0,55
POA3266,8,8,4,7,8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,7,11,13,4,0,53,0,3,0,0,0,0,0,3,0,5,3,0,0,0,0,8,3,4,4,0,0,0,0,12,8,19,10,10,13,4,0,68,8,7,3,0,0,0,0,25,0,0,0,0,0,0,0,4,18,28,17,16,20,4,0,96
POA3267,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,13
POA3268,3,10,7,4,10,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,10,7,23,3,0,68,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,10,14,13,7,19,3,0,69,12,7,10,5,0,0,0,37,0,0,0,0,0,0,0,0,17,19,21,15,25,5,3,105
POA3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,20
POA3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
POA3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
POA3272,9,10,12,9,4,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,11,12,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,11,12,3,3,0,55,9,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,15,20,16,12,5,3,0,67
POA3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
POA3274,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,10
POA3275,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,4,0,0,14
POA3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,0,3,3,3,0,0,10,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,15
POA3277,3,8,11,3,0,0,0,24,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,13,10,6,6,0,0,45,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,3,10,17,10,6,6,0,0,50,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,11,17,10,10,6,3,0,53
POA3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA3279,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
POA3280,71,159,109,77,109,29,7,554,13,7,5,4,12,0,0,41,0,9,0,0,3,0,0,15,106,229,172,127,224,61,12,933,4,9,6,8,5,3,0,34,3,22,10,6,7,4,0,53,6,31,18,13,14,4,0,88,114,261,191,140,236,62,12,1020,196,159,66,40,51,15,3,533,9,9,3,0,4,0,0,21,313,422,258,183,291,80,15,1570
POA3281,3,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,11,10,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,6,0,0,26,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,8,10,10,0,0,31
POA3282,7,10,12,7,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,17,8,9,0,3,57,0,0,0,0,0,0,0,3,0,7,3,0,0,4,0,14,0,7,3,4,0,4,0,17,11,22,13,6,11,4,3,70,15,12,10,7,3,0,0,38,0,0,0,0,0,0,0,0,17,29,25,12,15,3,3,109
POA3283,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,3,3,3,0,15,3,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,17,7,3,3,3,0,35
POA3284,4,11,6,10,11,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,17,18,5,0,72,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,18,18,17,18,5,0,73,7,11,4,5,3,3,0,33,0,0,0,0,0,0,0,0,20,27,21,17,21,8,0,106
POA3285,4,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,18
POA3286,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,6,0,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,0,20
POA3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
POA3289,0,0,3,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,3,3,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,14
POA3292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
POA3293,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7
POA3294,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11
POA3300,22,49,31,30,26,12,0,163,8,3,0,0,4,0,0,19,0,0,0,0,0,0,0,0,26,62,52,40,59,14,0,268,0,0,3,3,0,0,0,10,0,5,0,4,3,0,0,11,0,9,3,3,3,0,0,23,28,68,59,47,60,15,0,286,51,33,21,18,14,0,0,138,0,0,3,0,0,0,0,3,81,103,84,66,79,21,0,424
POA3301,0,0,3,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,14,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,16
POA3302,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7
POA3303,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,7,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,3,0,3,0,0,16
POA3304,3,14,7,4,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,20,17,7,8,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,20,18,11,8,0,0,65,9,15,3,3,6,0,0,37,0,3,0,0,0,0,0,3,19,35,18,18,13,0,0,102
POA3305,21,30,32,23,38,8,0,151,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,28,64,64,43,80,20,4,301,0,9,0,4,4,0,0,17,3,14,5,0,4,0,0,32,3,18,13,8,11,0,0,45,28,84,73,46,90,21,4,343,88,64,32,18,20,3,0,224,0,0,0,0,0,0,0,0,117,144,106,71,104,23,3,567
POA3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
POA3310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
